Quarter,Time,Down,ToGo,Location,BAL,OAK,Detail,EPB,EPA
2,7:51,,,BAL 35,17,17,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
2,7:44,1,10,OAK 20,17,17,"Derek Carr pass complete short left to Amari Cooper for 8 yards (tackle by Elvis Dumervil). Penalty on Jimmy Smith: Unnecessary Roughness, 15 yards",0.280,1.800
2,7:14,1,10,OAK 43,17,17,Derek Carr pass complete short right to Amari Cooper for 6 yards (tackle by Will Hill),1.800,2.060
2,6:40,2,4,OAK 49,17,17,Taiwan Jones middle for 2 yards (tackle by C.J. Mosley),2.060,1.620
2,5:54,3,2,BAL 49,17,17,Derek Carr pass complete short right to Taiwan Jones for 6 yards (tackle by Jimmy Smith),1.620,2.720
2,5:11,1,10,BAL 43,17,17,Latavius Murray left guard for 7 yards (tackle by C.J. Mosley),2.720,3.120
2,4:43,2,3,BAL 36,17,17,Derek Carr pass complete short middle to Michael Crabtree for 4 yards (tackle by C.J. Mosley),3.120,3.450
2,4:02,1,10,BAL 32,17,17,"Penalty on Donald Penn: False Start, 5 yards (no play)",3.450,3.120
2,3:39,1,15,BAL 37,17,17,Derek Carr pass incomplete deep left intended for Andre Holmes,3.120,2.230
2,3:34,2,15,BAL 37,17,17,Derek Carr pass complete short middle to Amari Cooper for 5 yards (tackle by Kyle Arrington),2.230,2.210
2,2:51,3,10,BAL 32,17,17,Derek Carr pass complete short middle to Clive Walford for 4 yards (tackle by Kendrick Lewis),2.210,2.210
2,2:05,3,10,BAL 32,17,17,Timeout #2 by Oakland Raiders,2.210,1.610
2,2:05,4,6,BAL 28,17,20,Sebastian Janikowski 46 yard field goal good,1.610,3.000
2,2:05,,,OAK 35,17,20,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
2,2:00,1,10,BAL 20,17,20,"Penalty on Crockett Gillmore: False Start, 5 yards (no play)",0.280,-0.310
2,2:00,1,15,BAL 15,17,20,"Penalty on Ricky Wagner: False Start, 5 yards (no play)",-0.310,-0.760
2,2:00,1,20,BAL 10,17,20,Joe Flacco pass complete short left to Justin Forsett for 1 yard (tackle by Taylor Mays),-0.760,-1.440
2,1:22,2,19,BAL 11,17,20,Justin Forsett middle for 4 yards (tackle by Aldon Smith and Taylor Mays),-1.440,-1.440
2,1:14,2,19,BAL 11,17,20,Timeout #3 by Oakland Raiders,-1.440,-1.860
2,1:13,3,15,BAL 15,17,20,Justin Forsett middle for 15 yards (tackle by Charles Woodson),-1.860,0.940
2,1:06,1,10,BAL 30,17,20,"Joe Flacco pass complete short left to Lorenzo Taliaferro for no gain. Penalty on Curtis Lofton: Illegal Contact, 5 yards (no play)",0.940,1.270
2,0:59,1,10,BAL 35,17,20,Joe Flacco pass complete short left to Steve Smith for 20 yards (tackle by Malcolm Smith),1.270,2.590
2,0:51,1,10,OAK 45,17,20,Joe Flacco pass complete deep left to Steve Smith for 23 yards (tackle by Neiko Thorpe),2.590,4.110
2,0:46,1,10,OAK 22,17,20,"Joe Flacco pass incomplete short left intended for Kamar Aiken. Penalty on Kelechi Osemele: Offensive Holding, 10 yards (no play)",4.110,3.450
2,0:37,1,20,OAK 32,17,20,Joe Flacco pass incomplete deep left intended for Darren Waller,3.450,2.210
2,0:30,2,20,OAK 32,17,20,Justin Forsett middle for 11 yards (tackle by Curtis Lofton and Larry Asante),2.210,2.210
2,0:24,2,20,OAK 32,17,20,Timeout #1 by Baltimore Ravens,2.210,3.010
2,0:24,3,9,OAK 21,17,20,"Joe Flacco pass incomplete short left intended for Crockett Gillmore is intercepted by Malcolm Smith at OAK-9. Penalty on Malcolm Smith: Defensive Holding, 5 yards (no play)",3.010,4.510
2,0:18,1,10,OAK 16,17,20,Joe Flacco pass incomplete deep left intended for Darren Waller (defended by Neiko Thorpe),4.510,3.900
2,0:14,2,10,OAK 16,17,20,"Penalty on Denico Autry: Encroachment, 5 yards (no play)",3.900,4.760
2,0:14,2,5,OAK 11,17,20,Joe Flacco pass complete short middle to Lorenzo Taliaferro for 4 yards (tackle by D.J. Hayden and Curtis Lofton),4.760,4.760
2,0:07,2,5,OAK 11,17,20,Timeout #2 by Baltimore Ravens,4.760,4.850
2,0:07,3,1,OAK 7,17,20,"Joe Flacco pass incomplete short right intended for Steve Smith. Penalty on T.J. Carrie: Defensive Holding, 4 yards (no play)",4.850,6.510
2,0:03,1,3,OAK 3,20,20,Justin Tucker 21 yard field goal good,6.510,3.000
Quarter,Time,Down,ToGo,Location,BAL,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,20,20,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,BAL 20,20,20,Joe Flacco pass complete short right to Steve Smith for -1 yards (tackle by Khalil Mack),0.280,-0.460
3,14:25,2,11,BAL 19,20,20,Justin Forsett right tackle for -2 yards (tackle by Justin Tuck and Malcolm Smith),-0.460,-1.510
3,13:45,3,13,BAL 17,20,20,Joe Flacco pass complete short right to Justin Forsett for 7 yards (tackle by Malcolm Smith and Curtis Lofton),-1.510,-1.770
3,13:08,4,6,BAL 24,20,20,"Sam Koch punts 46 yards, returned by T.J. Carrie for 25 yards (tackle by Sam Koch). Penalty on Ben Heeney: Illegal Block Above the Waist, 10 yards",-1.770,-0.610
3,12:55,1,10,OAK 25,20,20,Derek Carr pass incomplete short right intended for Michael Crabtree (defended by Lardarius Webb),0.610,0.060
3,12:49,2,10,OAK 25,20,20,"Derek Carr pass incomplete short left intended for Marcel Reece. Penalty on Courtney Upshaw: Defensive Pass Interference, 17 yards, Penalty on Elvis Dumervil: Defensive Offside (Declined) (no play)",0.060,1.730
3,12:43,1,10,OAK 42,20,20,Derek Carr pass complete short right to Amari Cooper for 5 yards (tackle by Jimmy Smith),1.730,1.860
3,12:25,2,5,OAK 47,20,20,Derek Carr pass complete short right to Latavius Murray for 3 yards (tackle by Jimmy Smith),1.860,1.550
3,12:04,3,2,,20,20,Derek Carr pass complete short left to Michael Crabtree for 2 yards (tackle by C.J. Mosley),1.550,2.390
3,11:29,1,10,BAL 48,20,20,Latavius Murray left guard for 9 yards (tackle by Lardarius Webb and C.J. Mosley),2.390,3.060
3,10:53,2,1,BAL 39,20,20,Latavius Murray middle for 7 yards (tackle by Lawrence Guy),3.060,3.450
3,10:11,1,10,BAL 32,20,20,"Penalty on Clive Walford: False Start, 5 yards (no play)",3.450,3.120
3,9:44,1,15,BAL 37,20,20,Derek Carr pass incomplete short right intended for Marcel Reece (defended by Will Hill),3.120,2.230
3,9:41,2,15,BAL 37,20,20,Taiwan Jones left end for 7 yards (tackle by Elvis Dumervil and Daryl Smith),2.230,2.480
3,8:54,3,8,BAL 30,20,20,Derek Carr pass incomplete deep right intended for Michael Crabtree,2.480,1.410
3,8:48,4,8,BAL 30,20,23,Sebastian Janikowski 48 yard field goal good,1.410,3.000
3,8:48,,,OAK 35,20,23,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
3,8:44,1,10,BAL 20,20,23,Joe Flacco pass incomplete short left intended for Steve Smith (defended by D.J. Hayden),0.280,-0.270
3,8:39,2,10,BAL 20,20,23,Joe Flacco pass complete short right to Steve Smith for 11 yards (tackle by T.J. Carrie),-0.270,1.000
3,8:03,1,10,BAL 31,20,23,Joe Flacco pass complete short left to Steve Smith for 6 yards (tackle by D.J. Hayden),1.000,1.270
3,7:30,2,4,BAL 37,20,23,Justin Forsett middle for 1 yard (tackle by Malcolm Smith and Neiko Thorpe),1.270,0.700
3,6:50,3,3,BAL 38,20,23,Joe Flacco pass incomplete deep left intended for Marlon Brown,0.700,-0.850
3,6:45,4,3,BAL 38,20,23,"Sam Koch punts 46 yards, returned by T.J. Carrie for no gain",-0.850,0.140
3,6:36,1,10,OAK 16,20,23,"Derek Carr pass incomplete deep right intended for Amari Cooper. Penalty on Jimmy Smith: Defensive Holding, 5 yards (no play)",-0.140,0.340
3,6:28,1,10,OAK 21,20,23,Derek Carr pass incomplete short left intended for Michael Crabtree (defended by Brandon Williams),0.340,-0.200
3,6:25,2,10,OAK 21,20,23,Latavius Murray middle for 6 yards (tackle by Lawrence Guy and Will Hill),-0.200,-0.100
3,5:41,3,4,OAK 27,20,23,Derek Carr pass complete short middle to Andre Holmes for 8 yards (tackle by Daryl Smith),-0.100,1.270
3,5:02,1,10,OAK 35,20,23,Latavius Murray middle for 5 yards (tackle by Daryl Smith),1.270,1.400
3,4:17,2,5,OAK 40,20,23,Latavius Murray left end for 2 yards (tackle by Lawrence Guy),1.400,0.960
3,3:36,3,3,OAK 42,20,23,Derek Carr pass complete short left to Michael Crabtree for 5 yards (tackle by Kyle Arrington),0.960,2.060
3,2:53,1,10,OAK 47,20,23,Derek Carr pass incomplete short left intended for Amari Cooper (defended by C.J. Mosley),2.060,1.520
3,2:50,2,10,OAK 47,20,23,Derek Carr left end for 24 yards (tackle by Albert McClellan),1.520,3.640
3,2:21,1,10,BAL 29,20,29,"Derek Carr pass complete deep right to Michael Crabtree for 29 yards, touchdown. Penalty on Lardarius Webb: Defensive Holding (Declined)",3.640,7.000
3,2:21,,,BAL 29,20,30,Sebastian Janikowski kicks extra point good,0.000,0.000
3,2:21,,,OAK 35,20,30,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
3,2:12,1,10,BAL 20,20,30,Joe Flacco pass complete short left to Steve Smith for 14 yards (tackle by Charles Woodson),0.280,1.200
3,1:42,1,10,BAL 34,20,30,Joe Flacco pass complete short left to Steve Smith for 12 yards (tackle by Neiko Thorpe),1.200,1.990
3,1:12,1,10,BAL 46,20,30,Joe Flacco pass complete short middle to Justin Forsett for 1 yard (tackle by Justin Tuck),1.990,1.590
3,0:52,2,9,BAL 47,20,30,Joe Flacco pass complete short right to Steve Smith for 6 yards (tackle by Malcolm Smith),1.590,1.690
3,0:27,3,3,OAK 47,20,30,"Joe Flacco pass incomplete short right intended for Steve Smith. Penalty on Keith McGill: Illegal Contact, 5 yards (no play)",1.690,2.790
3,0:21,1,10,OAK 42,20,30,Joe Flacco pass complete short middle to Lorenzo Taliaferro for 2 yards (tackle by Curtis Lofton),2.790,2.510
Quarter,Time,Down,ToGo,Location,BAL,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,OAK 40,20,30,"Joe Flacco pass incomplete short left intended for Lorenzo Taliaferro. Penalty on James Hurst: Offensive Holding, 10 yards (no play)",2.510,1.160
4,14:57,2,18,,20,30,Joe Flacco pass complete deep left to Kamar Aiken for 26 yards (tackle by Larry Asante),1.160,3.970
4,14:33,1,10,OAK 24,20,30,Lorenzo Taliaferro middle for 5 yards (tackle by Curtis Lofton and Justin Tuck),3.970,4.120
4,13:53,2,5,OAK 19,20,30,Joe Flacco pass incomplete short left intended for Steve Smith,4.120,4.120
4,13:48,2,5,OAK 19,20,30,Timeout #1 by Oakland Raiders,4.120,3.410
4,13:48,3,5,OAK 19,20,30,Joe Flacco pass incomplete short left intended for Marlon Brown (defended by Neiko Thorpe),3.410,2.240
4,13:42,4,5,OAK 19,23,30,Justin Tucker 37 yard field goal good,2.240,3.000
4,13:42,,,BAL 35,23,30,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
4,13:37,1,10,OAK 20,23,30,Latavius Murray left tackle for 3 yards (tackle by Daryl Smith),0.280,0.140
4,12:56,2,7,OAK 23,23,30,Derek Carr pass incomplete short right intended for Mychal Rivera,0.140,-0.560
4,12:50,3,7,OAK 23,23,30,Derek Carr pass incomplete deep left intended for Amari Cooper (defended by Jimmy Smith),-0.560,-1.830
4,12:45,4,7,OAK 23,23,30,Marquette King punts 70 yards,-1.830,0.380
4,12:33,1,10,BAL 7,23,30,Lorenzo Taliaferro middle for 7 yards (tackle by Malcolm Smith),-0.380,-0.250
4,12:07,2,3,BAL 14,23,30,Joe Flacco pass complete short left to Kamar Aiken for 38 yards (tackle by Charles Woodson),-0.250,2.390
4,11:33,1,10,OAK 48,23,30,Lorenzo Taliaferro left tackle for 3 yards (tackle by Stacy McGee),2.390,2.250
4,11:06,2,7,OAK 45,23,30,"Joe Flacco pass incomplete short middle intended for Crockett Gillmore. Penalty on Larry Asante: Defensive Pass Interference, 8 yards (no play)",2.250,3.120
4,11:02,1,10,OAK 37,23,30,Joe Flacco pass complete short right to Crockett Gillmore for 9 yards (tackle by Malcolm Smith and Larry Asante),3.120,3.790
4,10:35,2,1,OAK 28,23,30,Justin Forsett middle for 4 yards (tackle by Curtis Lofton),3.790,3.970
4,10:06,1,10,OAK 24,23,30,Joe Flacco pass complete short middle to Marlon Brown for 5 yards (tackle by Curtis Lofton),3.970,4.120
4,9:30,2,5,OAK 19,23,30,Justin Forsett right guard for 4 yards (tackle by Larry Asante and Curtis Lofton),4.120,4.170
4,9:00,3,1,OAK 15,23,30,Justin Forsett middle for no gain (tackle by Larry Asante),4.170,2.590
4,8:22,4,1,OAK 15,23,30,Joe Flacco middle for 2 yards,2.590,4.710
4,7:43,1,10,OAK 13,23,30,Joe Flacco pass complete short middle to Lorenzo Taliaferro for 6 yards (tackle by Malcolm Smith),4.710,5.150
4,7:08,2,4,OAK 7,29,30,"Lorenzo Taliaferro middle for 7 yards, touchdown",5.150,7.000
4,7:08,,,OAK 7,30,30,Justin Tucker kicks extra point good,0.000,0.000
4,7:08,,,BAL 35,30,30,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
4,7:03,1,10,OAK 20,30,30,Derek Carr pass complete short middle to Michael Crabtree for 6 yards (tackle by Daryl Smith),0.280,0.540
4,6:25,2,4,OAK 26,30,30,Latavius Murray right end for 3 yards (tackle by Daryl Smith),0.540,0.230
4,5:47,3,1,OAK 29,30,30,Latavius Murray left guard for 4 yards,0.230,1.140
4,5:06,1,10,OAK 33,30,30,Derek Carr pass incomplete deep left intended for Michael Crabtree is intercepted by Will Hill at BAL-38 and returned for 25 yards,1.140,-3.120
4,4:54,1,10,OAK 37,30,30,Joe Flacco pass complete short middle to Kamar Aiken for 11 yards (tackle by T.J. Carrie and Malcolm Smith),3.120,3.840
4,4:27,1,10,OAK 26,30,30,Lorenzo Taliaferro left guard for 4 yards (tackle by Denico Autry),3.840,3.840
4,3:52,2,6,OAK 22,30,30,Lorenzo Taliaferro middle for 5 yards (tackle by Justin Tuck),3.840,3.950
4,3:19,3,1,OAK 17,30,30,Justin Forsett left end for 2 yards (tackle by Curtis Lofton),3.950,4.580
4,2:32,1,10,OAK 15,30,30,Justin Forsett middle for 2 yards (tackle by Ben Heeney),4.580,4.580
4,2:25,1,10,OAK 15,30,30,Timeout #2 by Oakland Raiders,4.580,4.280
4,2:24,2,8,OAK 13,30,30,Joe Flacco pass incomplete short right intended for Crockett Gillmore,4.280,4.280
4,2:19,2,8,OAK 13,30,30,Timeout #1 by Baltimore Ravens,4.280,3.400
4,2:19,3,8,OAK 13,30,30,Joe Flacco pass incomplete short right intended for Steve Smith,3.400,2.570
4,2:13,4,8,OAK 13,33,30,"Justin Tucker 31 yard field goal good. Penalty on Dan Williams: Unnecessary Roughness, 15 yards",2.570,3.000
4,2:13,,,OAK 13,33,30,"Justin Tucker kicks off 50 yards, touchback",0.000,-0.280
4,2:10,1,10,OAK 20,33,30,Derek Carr pass complete short left to Latavius Murray for 12 yards (tackle by Za'Darius Smith),0.280,1.070
4,2:00,1,10,OAK 32,33,30,Derek Carr pass incomplete deep right intended for Michael Crabtree,1.070,0.530
4,1:55,2,10,OAK 32,33,30,Derek Carr pass complete short middle to Mychal Rivera for 7 yards (tackle by Daryl Smith),0.530,0.760
4,1:33,3,3,OAK 39,33,30,Derek Carr pass complete short middle to Latavius Murray for 7 yards (tackle by Will Hill),0.760,1.990
4,1:15,1,10,OAK 46,33,30,"Derek Carr pass complete short right to Mychal Rivera for 4 yards (tackle by C.J. Mosley). Penalty on Timmy Jernigan: Roughing the Passer, 15 yards",1.990,3.250
4,1:07,1,10,BAL 35,33,30,"Penalty on Austin Howard: False Start, 5 yards (no play)",3.250,2.920
4,1:12,1,15,BAL 40,33,30,Derek Carr pass complete short left to Amari Cooper for 9 yards (tackle by C.J. Mosley and Kyle Arrington),2.920,3.240
4,0:52,2,6,BAL 31,33,30,Derek Carr pass complete short right to Michael Crabtree for 14 yards (tackle by Lardarius Webb),3.240,3.240
4,0:46,2,6,BAL 31,33,30,Timeout #2 by Baltimore Ravens,3.240,4.440
4,0:46,1,10,BAL 17,33,30,Derek Carr pass incomplete short right intended for Clive Walford (defended by Lardarius Webb),4.440,3.850
4,0:41,2,10,BAL 17,33,30,"Penalty on Will Hill: Defensive Holding, 5 yards (no play)",3.850,4.780
4,0:30,1,10,BAL 12,33,36,"Derek Carr pass complete short middle to Seth Roberts for 12 yards, touchdown",4.780,7.000
4,0:30,,,BAL 12,33,37,Sebastian Janikowski kicks extra point good,0.000,0.000
4,0:30,,,OAK 35,33,37,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
4,0:26,1,10,BAL 20,33,37,Joe Flacco pass incomplete deep left intended for Steve Smith is intercepted by Neiko Thorpe at 50 and returned for -12 yards,0.280,-1.470
4,0:19,1,10,OAK 38,33,37,Derek Carr kneels for -1 yards,1.470,0.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
