Quarter,Time,Down,ToGo,Location,DEN,PHI,Detail,EPB,EPA
2,0:21,1,10,DEN 25,7,20,Kyle Orton pass incomplete short right intended for Brandon Marshall (defended by Chris Clemons),0.610,0.060
2,0:17,2,10,DEN 25,7,20,Kyle Orton pass complete short left to Knowshon Moreno for -4 yards (tackle by Tracy White),0.060,-1.150
Quarter,Time,Down,ToGo,Location,DEN,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,7,20,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,PHI 20,7,20,Donovan McNabb pass complete short left to Jeremy Maclin for 25 yards (tackle by Brian Dawkins),0.280,1.930
3,14:19,1,10,PHI 45,7,20,Donovan McNabb pass incomplete short right intended for DeSean Jackson is intercepted by Champ Bailey at DEN-46 and returned for 4 yards,1.930,-2.260
3,14:03,1,10,,7,20,Knowshon Moreno right tackle for 4 yards (tackle by Mike Patterson),2.260,2.250
3,13:40,2,6,PHI 46,7,20,Kyle Orton pass complete short left to Brandon Marshall for 9 yards (tackle by Sheldon Brown),2.250,3.120
3,13:14,1,10,PHI 37,7,20,"Knowshon Moreno left end for no gain (tackle by Trent Cole). Penalty on Trent Cole: Face Mask (15 Yards), 15 yards",3.120,4.110
3,12:58,1,10,PHI 22,7,20,Kyle Orton pass complete short left to Brandon Marshall for 2 yards (tackle by Sheldon Brown),4.110,3.830
3,12:17,2,8,PHI 20,7,20,Kyle Orton pass complete short left to Brandon Marshall for 8 yards (tackle by Asante Samuel),3.830,4.780
3,11:32,1,10,PHI 12,7,20,Knowshon Moreno middle for 2 yards (tackle by Antonio Dixon),4.780,4.450
3,10:57,2,8,PHI 10,7,20,"Kyle Orton pass complete short left to Brandon Marshall for -5 yards (tackle by Victor Harris and Akeem Jordan). Penalty on Brandon Marshall: Illegal Shift, 5 yards (no play)",4.450,3.660
3,10:34,2,13,PHI 15,7,20,Kyle Orton pass incomplete short right intended for Tony Scheffler (defended by Akeem Jordan),3.660,3.000
3,10:28,3,13,PHI 15,7,20,Kyle Orton pass complete short right to Daniel Graham for no gain,3.000,2.440
3,9:46,4,13,PHI 15,10,20,Matt Prater 33 yard field goal good,2.440,3.000
3,,,,DEN 30,10,20,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
3,9:42,1,10,PHI 20,10,20,LeSean McCoy right end for 11 yards (tackle by Brian Dawkins),0.280,1.000
3,9:03,1,10,PHI 31,10,20,Donovan McNabb pass incomplete short left intended for Leonard Weaver,1.000,0.460
3,8:58,2,10,PHI 31,10,20,LeSean McCoy left end for 4 yards (tackle by Mario Haggan),0.460,0.300
3,8:13,3,6,PHI 35,10,20,"Donovan McNabb pass incomplete deep right intended for DeSean Jackson. Penalty on Champ Bailey: Defensive Pass Interfere, 41 yards (no play)",0.300,3.970
3,8:05,1,10,DEN 24,10,20,Brian Westbrook left end for 4 yards (tackle by Kenny Peterson),3.970,3.970
3,7:25,2,6,DEN 20,10,20,Donovan McNabb pass incomplete short right intended for Brian Westbrook,3.970,3.270
3,7:21,3,6,DEN 20,10,20,"Donovan McNabb pass incomplete deep right intended for Jeremy Maclin. Penalty on Wesley Woodyard: Illegal Use of Hands, 5 yards (no play)",3.270,4.580
3,7:14,1,10,DEN 15,10,26,"Donovan McNabb pass complete short middle to Jason Avant for 15 yards, touchdown",4.580,7.000
3,,,,DEN 2,10,27,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,10,27,"David Akers kicks off 65 yards, returned by Alphonso Smith for 18 yards (tackle by Joe Mays)",0.000,-0.480
3,7:04,1,10,DEN 23,10,27,Kyle Orton pass incomplete short right intended for Daniel Graham (defended by Juqua Parker),0.480,-0.070
3,6:59,2,10,DEN 23,10,27,"Penalty on Chris Kuper: False Start, 5 yards (no play)",-0.070,-0.840
3,6:59,2,15,DEN 18,10,27,Kyle Orton sacked by Darren Howard for -7 yards,-0.840,-2.820
3,6:37,3,22,DEN 11,10,27,Correll Buckhalter for 33 yards,-2.820,1.860
3,5:47,1,10,DEN 44,10,27,Kyle Orton pass complete deep left to Tony Scheffler for 26 yards (tackle by Akeem Jordan),1.860,3.580
3,5:11,1,10,PHI 30,10,27,"Kyle Orton pass incomplete. Penalty on Kyle Orton: Intentional Grounding, 10 yards",3.580,1.680
3,5:06,2,20,PHI 40,10,27,"Kyle Orton pass incomplete deep right intended for Tony Scheffler is intercepted by Asante Samuel at PHI-8. Penalty on Victor Harris: Unnecessary Roughness, 2 yards, Penalty on Asante Samuel: Delay of Game, 2 yards",1.680,0.380
3,4:37,1,10,PHI 1,10,27,"Donovan McNabb for no gain. Donovan McNabb fumbles, recovered by Donovan McNabb at PHI-1",-0.380,-0.780
3,4:17,2,10,PHI 1,10,27,Donovan McNabb pass incomplete short right intended for DeSean Jackson,-0.780,-1.420
3,4:11,3,10,PHI 1,10,27,Donovan McNabb pass incomplete short middle intended for Jeremy Maclin,-1.420,-2.490
3,4:07,4,10,PHI 1,10,27,"Saverio Rocca punts 40 yards, returned by Alphonso Smith for 11 yards (tackle by Jason Avant). Penalty on Tracy White: Player Out of Bounds on , 5 yards",-2.490,-3.910
3,3:57,1,10,PHI 25,10,27,Knowshon Moreno middle for -1 yards (tackle by Akeem Jordan),3.910,3.230
3,3:25,2,11,PHI 26,10,27,Kyle Orton pass complete short right to Jabar Gaffney for 6 yards (tackle by Asante Samuel),3.230,3.340
3,2:57,3,5,PHI 20,10,27,Kyle Orton pass complete short left to Brandon Lloyd for 8 yards (tackle by Joselio Hanson),3.340,4.780
3,2:24,1,10,PHI 12,10,27,Kyle Orton pass complete short middle to Brandon Marshall for 5 yards (tackle by Akeem Jordan and Mike Patterson),4.780,5.020
3,1:48,2,5,PHI 7,16,27,"Kyle Orton pass complete short left to Jabar Gaffney for 7 yards, touchdown",5.020,7.000
3,,,,PHI 2,17,27,Matt Prater kicks extra point good,0.000,0.000
3,,,,DEN 30,17,27,"Matt Prater kicks off 69 yards, returned by Victor Harris for 15 yards (tackle by Darrell Reid). Victor Harris fumbles (forced by Darrell Reid), recovered by Robert Ayers at PHI-16 (tackle by Victor Abiamiri)",0.000,-4.510
3,1:33,1,10,PHI 16,17,27,Kyle Orton pass complete short right to Brandon Marshall for no gain,4.510,3.900
3,0:57,2,10,PHI 16,23,27,"Kyle Orton pass complete short middle to Knowshon Moreno for 16 yards, touchdown",3.900,7.000
3,,,,PHI 2,24,27,Matt Prater kicks extra point good,0.000,0.000
3,,,,DEN 30,24,27,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
3,0:53,1,10,PHI 20,24,27,Donovan McNabb pass incomplete short right intended for Brian Westbrook (defended by Le Kevin Smith),0.280,-0.270
3,0:49,2,10,PHI 20,24,27,Donovan McNabb sacked by Vonnie Holliday for -6 yards,-0.270,-2.030
3,0:08,3,16,PHI 14,24,27,Donovan McNabb sacked by Renaldo Hill for -4 yards,-2.030,-2.490
Quarter,Time,Down,ToGo,Location,DEN,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,20,PHI 10,24,27,"Saverio Rocca punts 60 yards, returned by Alphonso Smith for 21 yards (tackle by Moise Fokou)",-2.490,-2.320
4,14:46,1,10,PHI 49,24,27,Kyle Orton sacked by Trent Cole for -6 yards,2.320,0.970
4,14:18,2,16,DEN 45,24,27,Kyle Orton pass complete short left to Brandon Lloyd for -2 yards (tackle by Trent Cole),0.970,0.040
4,14:18,3,18,DEN 43,24,27,"Penalty on Darren Howard: Neutral Zone Infraction, 5 yards (no play)",0.040,0.700
4,13:12,3,13,DEN 48,24,27,Kyle Orton pass incomplete deep left intended for Brandon Marshall (defended by Sheldon Brown),0.700,-0.190
4,13:05,4,13,DEN 48,24,27,"Mitch Berger punts 32 yards, fair catch by DeSean Jackson",-0.190,-0.280
4,12:58,1,10,PHI 20,24,27,Leonard Weaver middle for 2 yards (tackle by Brian Dawkins),0.280,0.000
4,12:20,2,8,PHI 22,24,27,Donovan McNabb pass incomplete deep middle intended for DeSean Jackson,0.000,-0.690
4,12:15,3,8,PHI 22,24,27,Donovan McNabb pass incomplete deep left intended for DeSean Jackson,-0.690,-1.900
4,12:08,4,8,PHI 22,24,27,"Saverio Rocca punts 49 yards, returned by Alphonso Smith for 3 yards (tackle by Tracy White). Penalty on Tracy White: Face Mask (15 Yards), 15 yards",-1.900,-2.060
4,11:58,1,10,DEN 47,24,27,Correll Buckhalter right end for 3 yards (tackle by Will Witherspoon),2.060,1.920
4,11:28,2,7,,24,27,Kyle Orton pass complete short right to Jabar Gaffney for 5 yards (tackle by Asante Samuel),1.920,1.880
4,11:04,3,2,PHI 45,24,27,Kyle Orton pass incomplete short right intended for Brandon Lloyd,1.880,0.270
4,10:58,4,2,PHI 45,24,27,"Mitch Berger punts 26 yards, fair catch by DeSean Jackson",0.270,-0.150
4,10:50,1,10,PHI 19,24,27,Brian Westbrook right end for 2 yards (tackle by Vonnie Holliday and Mario Haggan),0.150,-0.060
4,10:06,2,8,PHI 21,24,27,Donovan McNabb pass incomplete deep left intended for Jeremy Maclin (defended by Andre' Goodman),-0.060,-0.810
4,10:00,,,,24,27,Timeout #1 by Philadelphia Eagles,0.000,-0.810
4,9:59,3,8,PHI 21,24,27,Donovan McNabb pass complete short left to Reggie Brown for 7 yards (tackle by Andre' Goodman),-0.810,-1.500
4,9:55,4,1,PHI 28,24,27,Saverio Rocca punts 28 yards,-1.500,-1.860
4,9:48,1,10,DEN 44,24,27,Kyle Orton pass complete short right to Knowshon Moreno for 5 yards (tackle by Mike Patterson),1.860,1.990
4,9:16,2,5,DEN 49,24,27,Knowshon Moreno middle for 3 yards (tackle by Quintin Mikell),1.990,1.690
4,8:40,,,,24,27,Timeout #1 by Denver Broncos,0.000,1.690
4,8:40,3,2,PHI 48,24,27,Kyle Orton pass complete deep middle to Jabar Gaffney for 18 yards (tackle by Tracy White),1.690,3.580
4,8:05,1,10,PHI 30,24,27,Kyle Orton pass complete short right to Brandon Lloyd for 1 yard (tackle by Asante Samuel),3.580,3.170
4,7:31,2,9,PHI 29,24,27,Brandon Marshall left guard for -4 yards (tackle by Joselio Hanson),3.170,1.950
4,6:50,3,13,PHI 33,24,27,Kyle Orton pass complete short middle to Correll Buckhalter for 5 yards (tackle by Joselio Hanson),1.950,1.590
4,6:11,4,8,PHI 28,27,27,Matt Prater 46 yard field goal good,1.590,3.000
4,,,,DEN 30,27,27,"Matt Prater kicks off 57 yards, returned by Victor Harris for 16 yards (tackle by David Bruton). Victor Harris fumbles (forced by David Bruton), recovered by Victor Abiamiri at PHI-30",0.000,0.940
4,5:57,1,10,PHI 30,27,27,Donovan McNabb sacked by Elvis Dumervil for -10 yards,0.940,-0.960
4,5:23,2,20,PHI 20,27,27,"Penalty on Todd Herremans: False Start, 5 yards (no play)",-0.960,-1.780
4,5:00,2,25,PHI 15,27,27,Donovan McNabb pass incomplete deep right intended for Jeremy Maclin,-1.780,-2.840
4,4:55,3,25,PHI 15,27,27,Donovan McNabb for 27 yards,-2.840,1.730
4,4:45,1,10,PHI 42,27,27,Brian Westbrook middle for 3 yards (tackle by Andra Davis),1.730,1.590
4,4:04,2,7,PHI 45,27,27,Donovan McNabb pass incomplete short left intended for Jeremy Maclin,1.590,0.890
4,3:59,3,7,PHI 45,27,27,Donovan McNabb pass complete short middle to Jeremy Maclin for 6 yards (tackle by Andre' Goodman),0.890,0.000
4,3:07,4,1,DEN 49,27,27,"Saverio Rocca punts 40 yards, fair catch by Alphonso Smith",0.000,0.380
4,3:00,1,10,DEN 9,27,27,Correll Buckhalter middle for 1 yard (tackle by Akeem Jordan),-0.380,-0.710
4,2:26,2,9,DEN 10,27,27,"Kyle Orton pass complete short left to Brandon Lloyd for 15 yards (tackle by Sheldon Brown). Penalty on Chris Kuper: Offensive Holding, 5 yards (no play)",-0.710,-1.070
4,2:18,2,14,DEN 5,27,27,Kyle Orton pass complete short middle to Jabar Gaffney for 5 yards (tackle by Akeem Jordan and Joselio Hanson),-1.070,-1.300
4,2:00,3,9,DEN 10,27,27,Kyle Orton left end for 7 yards (tackle by Tracy White). Penalty on Ryan Clady: Offensive Holding (Declined),-1.300,-2.320
4,1:50,4,2,DEN 17,27,27,"Mitch Berger punts 35 yards, returned by DeSean Jackson for 10 yards (tackle by Lonie Paxton)",-2.320,-2.790
4,1:41,1,10,DEN 42,27,27,LeSean McCoy left tackle for 2 yards (tackle by Andra Davis),2.790,2.510
4,1:03,2,8,DEN 40,27,27,Donovan McNabb pass complete deep left to Jeremy Maclin for 27 yards,2.510,4.710
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
4,0:59,1,10,DEN 13,27,27,Brian Westbrook left end for no gain (tackle by Mario Haggan),4.710,4.050
4,0:55,,,,27,27,Timeout #2 by Denver Broncos,0.000,4.050
4,0:55,2,10,DEN 13,27,27,Leonard Weaver middle for 3 yards (tackle by Kenny Peterson),4.050,3.650
4,0:52,,,,27,27,Timeout #3 by Denver Broncos,0.000,3.650
4,0:52,3,7,DEN 10,27,27,Donovan McNabb middle for no gain (tackle by Ronald Fields),3.650,2.760
4,0:07,,,,27,27,Timeout #2 by Philadelphia Eagles,0.000,2.760
4,0:07,4,7,DEN 10,27,30,David Akers 28 yard field goal good,2.760,3.000
4,,,,PHI 30,27,30,"David Akers kicks off 34 yards, returned by Marcus Thomas for 1 yard (tackle by Akeem Jordan)",0.000,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
