Quarter,Time,Down,ToGo,Location,LAR,BAL,Detail,EPB,EPA
2,0:48,2,10,BAL 21,7,10,Tyler Huntley scrambles right end for 17 yards (tackle by Nick Scott),,
2,0:41,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:41,1,10,BAL 38,7,10,Tyler Huntley pass complete short left to Rashod Bateman for 14 yards (tackle by Darious Williams),,
2,0:36,1,10,LAR 48,7,10,Tyler Huntley sacked by Troy Reeder for -6 yards,,
2,0:32,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:32,2,16,BAL 46,7,10,Tyler Huntley pass complete short middle to Mark Andrews for 15 yards (tackle by Nick Scott),,
2,0:27,,,,,,Timeout #3 by Baltimore Ravens,,
2,0:27,3,1,LAR 39,7,10,Tyler Huntley right guard for 11 yards (tackle by Justin Hollins),,
2,0:12,1,10,LAR 28,7,10,Tyler Huntley spiked the ball,,
2,0:11,2,10,LAR 28,7,10,Tyler Huntley pass incomplete short right intended for Marquise Brown,,
2,0:07,3,10,LAR 28,7,13,Justin Tucker 46 yard field goal good,,
2,0:02,,,BAL 35,7,13,"Justin Tucker kicks off 65 yards, touchback.",,
2,0:02,1,10,LAR 25,7,13,Matthew Stafford kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,LAR,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,7,13,"Justin Tucker kicks off 65 yards, touchback.",,
3,15:00,1,10,LAR 25,7,13,Sony Michel right guard for 1 yard (tackle by Justin Madubuike),,
3,14:21,2,9,LAR 26,7,13,Matthew Stafford pass complete short middle to Sony Michel for 2 yards (tackle by Josh Bynes),,
3,13:58,3,7,LAR 28,7,13,Matthew Stafford pass complete deep middle to Van Jefferson for 35 yards (tackle by Brandon Stephens),,
3,13:13,1,10,BAL 37,7,13,Matthew Stafford pass complete short middle to Sony Michel for 12 yards (tackle by Josh Bynes and Kevon Seymour),,
3,12:30,1,10,BAL 25,7,13,Sony Michel left tackle for 7 yards (tackle by Calais Campbell),,
3,11:52,2,3,BAL 18,7,13,Sony Michel left guard for 7 yards (tackle by Chuck Clark),,
3,11:12,1,10,BAL 11,7,13,"Matthew Stafford sacked by Tyus Bowser for -9 yards. Matthew Stafford fumbles (forced by Tyus Bowser), recovered by Justin Houston at BAL-20 (tackle by Tyus Bowser)",,
3,11:05,1,10,BAL 20,7,13,Devonta Freeman right guard for 3 yards (tackle by Von Miller),,
3,10:27,2,7,BAL 23,7,13,"Tyler Huntley scrambles left guard for no gain (tackle by Greg Gaines). Penalty on Leonard Floyd: Defensive Offside, 5 yards (accepted) (no play)",,
3,10:08,2,2,BAL 28,7,13,Devonta Freeman right guard for -1 yards (tackle by Von Miller and Greg Gaines),,
3,9:27,3,3,BAL 27,7,13,Tyler Huntley pass complete short middle to Marquise Brown for 4 yards (tackle by Troy Reeder),,
3,8:42,1,10,BAL 31,7,13,Tyler Huntley pass incomplete deep right intended for Marquise Brown,,
3,8:35,2,10,BAL 31,7,13,Devonta Freeman left guard for 12 yards (tackle by Jordan Fuller),,
3,8:06,1,10,BAL 43,7,13,Tyler Huntley pass complete short middle to Mark Andrews for 15 yards (tackle by Troy Reeder and Jordan Fuller),,
3,7:37,1,10,LAR 42,7,13,Devonta Freeman left guard for 2 yards (tackle by A'Shawn Robinson),,
3,6:52,2,8,LAR 40,7,13,Devin Duvernay left end for 4 yards (tackle by Travin Howard),,
3,6:16,3,4,LAR 36,7,13,"Tyler Huntley scrambles for 4 yards (tackle by David Long) LAR challenged the first down ruling, and the original play was overturned. Tyler Huntley scrambles right end for 3 yards (tackle by David Long and Leonard Floyd)",,
3,6:03,4,1,LAR 33,7,13,Tyler Huntley up the middle for 2 yards (tackle by A'Shawn Robinson),,
3,5:36,1,10,LAR 31,7,13,Latavius Murray right guard for 3 yards (tackle by Greg Gaines),,
3,4:55,2,7,LAR 28,7,13,Tyler Huntley pass incomplete short right intended for Marquise Brown,,
3,4:50,3,7,LAR 28,7,13,Tyler Huntley pass incomplete short right intended for Rashod Bateman,,
3,4:47,4,7,LAR 28,7,16,Justin Tucker 46 yard field goal good,,
3,4:42,,,BAL 35,7,16,"Justin Tucker kicks off 65 yards, touchback.",,
3,4:42,1,10,LAR 25,7,16,Matthew Stafford pass complete short right to Van Jefferson for 9 yards (tackle by Chuck Clark and Patrick Queen),,
3,4:17,2,1,LAR 34,7,16,Sony Michel left guard for -2 yards (tackle by Brandon Williams),,
3,3:36,3,3,LAR 32,7,16,Matthew Stafford pass complete short right to Tyler Higbee for 2 yards (tackle by Brandon Stephens),,
3,2:55,4,1,LAR 34,7,16,"Johnny Hekker punts 53 yards, fair catch by Devin Duvernay at BAL-13",,
3,2:48,1,10,BAL 13,7,16,Tyler Huntley pass complete short right to Rashod Bateman for 7 yards (tackle by Darious Williams),,
3,2:13,2,3,BAL 20,7,16,"Penalty on Alejandro Villanueva: False Start, 5 yards (accepted) (no play)",,
3,1:56,2,8,BAL 15,7,16,Tyler Huntley sacked by Von Miller for -3 yards,,
3,1:14,3,11,BAL 12,7,16,Tyler Huntley pass incomplete short right,,
3,1:09,4,11,BAL 12,7,16,"Sam Koch punts 61 yards, returned by Brandon Powell for 18 yards (tackle by Nick Moore)",,
3,0:57,1,10,LAR 45,7,16,Sony Michel left guard for 11 yards (tackle by Josh Bynes and Chuck Clark),,
3,0:24,1,10,BAL 44,7,16,Matthew Stafford pass complete short left to Tyler Higbee for 8 yards (tackle by Kevon Seymour),,
Quarter,Time,Down,ToGo,Location,LAR,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,BAL 36,7,16,Sony Michel left guard for 4 yards (tackle by Jaylon Ferguson and Kevon Seymour),,
4,14:20,1,10,BAL 32,7,16,Matthew Stafford pass complete short right to Ben Skowronek for 3 yards (tackle by Tavon Young),,
4,13:40,2,7,BAL 29,7,16,Matthew Stafford pass complete short left to Cooper Kupp for 21 yards (tackle by Chuck Clark),,
4,12:50,1,8,BAL 8,7,16,Sony Michel right end for 7 yards (tackle by Justin Houston and Jimmy Smith),,
4,12:12,2,1,BAL 1,13,16,"Sony Michel right tackle for 1 yard, touchdown",,
4,12:09,,,BAL 15,14,16,Matt Gay kicks extra point good,,
4,12:09,,,LAR 35,14,16,"Matt Gay kicks off 65 yards, touchback.",,
4,12:09,1,10,BAL 25,14,16,Devonta Freeman left end for 32 yards (tackle by Taylor Rapp),,
4,11:26,1,10,LAR 43,14,16,Tyler Huntley right end for 6 yards (tackle by David Long),,
4,10:47,2,4,LAR 37,14,16,Tyler Huntley pass complete short middle to Marquise Brown for 11 yards (tackle by Taylor Rapp),,
4,10:12,1,10,LAR 26,14,16,Latavius Murray left guard for 6 yards (tackle by Travin Howard),,
4,9:40,2,4,LAR 20,14,16,Latavius Murray right guard for 4 yards (tackle by A'Shawn Robinson),,
4,8:56,1,10,LAR 16,14,16,Latavius Murray up the middle for 6 yards (tackle by Jordan Fuller),,
4,8:16,2,4,LAR 10,14,16,Latavius Murray right guard for 3 yards (tackle by Greg Gaines),,
4,7:36,3,1,LAR 7,14,16,Latavius Murray right guard for 2 yards (tackle by Troy Reeder and Marquise Copeland),,
4,6:50,1,5,LAR 5,14,16,Latavius Murray right guard for 3 yards (tackle by Von Miller),,
4,6:04,2,2,LAR 2,14,16,Latavius Murray left guard for -2 yards (tackle by Taylor Rapp),,
4,5:19,3,4,LAR 4,14,16,"Penalty on Tyler Huntley: Delay of Game, 5 yards (accepted) (no play)",,
4,5:19,3,9,LAR 9,14,16,Tyler Huntley sacked by and Aaron Donald for -7 yards and Leonard Floyd for -7 yards,,
4,4:35,4,16,LAR 16,14,19,Justin Tucker 34 yard field goal good,,
4,4:30,,,BAL 35,14,19,"Justin Tucker kicks off 65 yards, touchback.",,
4,4:30,1,10,LAR 25,14,19,Matthew Stafford pass complete short middle to Tyler Higbee for 15 yards (tackle by Geno Stone),,
4,3:34,1,10,LAR 40,14,19,Matthew Stafford pass complete deep middle to Cooper Kupp for 24 yards (tackle by Geno Stone),,
4,2:47,1,10,BAL 36,14,19,Matthew Stafford pass complete short right to Cooper Kupp for 4 yards (tackle by Tavon Young),,
4,2:43,2,6,BAL 32,14,19,Matthew Stafford pass complete short middle to Ben Skowronek for 15 yards (tackle by Geno Stone),,
4,2:02,1,10,BAL 17,14,19,Sony Michel left guard for 8 yards (tackle by Calais Campbell),,
4,1:59,2,2,BAL 9,14,19,Sony Michel right guard for 1 yard (tackle by Chuck Clark and Josh Bynes),,
4,1:20,3,1,BAL 8,14,19,Sony Michel left end for -4 yards (tackle by Jimmy Smith),,
4,1:08,,,,,,Timeout #1 by Baltimore Ravens,,
4,1:08,4,5,BAL 12,14,19,Matthew Stafford pass complete short middle to Odell Beckham for 5 yards (tackle by Tavon Young),,
4,1:01,,,,,,Timeout #2 by Baltimore Ravens,,
4,1:01,1,7,BAL 7,20,19,"Matthew Stafford pass complete short right to Odell Beckham for 7 yards, touchdown",,
4,0:57,,,BAL 2,20,19,Two Point Attempt: Matthew Stafford pass incomplete intended for to Odell Beckham for no gain,,
4,0:57,,,LAR 35,20,19,"Matt Gay kicks off 65 yards, touchback.",,
4,0:57,1,10,BAL 25,20,19,Tyler Huntley pass complete short middle to Mark Andrews for 4 yards (tackle by Taylor Rapp),,
4,0:42,2,6,BAL 29,20,19,Tyler Huntley pass complete short middle to Devin Duvernay for 5 yards (tackle by Troy Reeder),,
4,0:26,3,1,BAL 34,20,19,Tyler Huntley pass incomplete intended for Marquise Brown,,
4,0:23,,,,,,Timeout #1 by Los Angeles Rams,,
4,0:23,4,1,BAL 34,20,19,Tyler Huntley pass complete short middle to Mark Andrews for 4 yards (tackle by Nick Scott and Jalen Ramsey),,
4,0:19,,,,,,Timeout #3 by Baltimore Ravens,,
4,0:19,1,10,BAL 38,20,19,Tyler Huntley sacked by Von Miller for -8 yards,,
4,0:03,2,18,BAL 30,20,19,Tyler Huntley spiked the ball,,
4,0:03,3,18,BAL 30,20,19,"Penalty on Tyler Huntley: Delay of Game, 5 yards (accepted) (no play)",,
4,0:03,,,,,,Timeout #2 by Los Angeles Rams,,
4,0:03,3,23,BAL 25,20,19,"Tyler Huntley pass complete short middle to Rashod Bateman for 3 yards, lateral to Marquise Brown for no gain. Marquise Brown fumbles (forced by Aaron Donald), recovered by Darious Williams at BAL-32 (tackle by Aaron Donald)",,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
