Quarter,Time,Down,ToGo,Location,DAL,CAR,Detail,EPB,EPA
3,14:30,2,5,DAL 25,3,7,Felix Jones left end for 3 yards (tackle by Luke Kuechly),0.410,0.100
3,13:50,3,2,DAL 28,3,7,Tony Romo pass complete short right to Dez Bryant for 5 yards (tackle by Josh Thomas),0.100,1.140
3,13:19,1,10,DAL 33,3,7,Felix Jones up the middle for 1 yard (tackle by James Anderson and Sione Fua),1.140,0.730
3,12:35,2,9,DAL 34,3,7,Tony Romo pass incomplete short right intended for Miles Austin,0.730,0.040
3,12:30,3,9,DAL 34,3,7,Tony Romo pass complete short left to Kevin Ogletree for 3 yards (tackle by Josh Norman),0.040,-0.910
3,11:44,4,6,DAL 37,3,7,"Brian Moorman punts 49 yards, returned by Captain Munnerlyn for 1 yard (tackle by Eric Frampton)",-0.910,0.220
3,11:44,1,10,CAR 15,3,7,Cam Newton pass complete short right to Brandon LaFell for 10 yards (tackle by Sean Lee and Bruce Carter),-0.220,0.610
3,11:06,1,10,CAR 25,3,7,Jonathan Stewart left tackle for -3 yards (tackle by DeMarcus Ware),0.610,-0.340
3,10:26,2,13,CAR 22,3,7,Cam Newton pass incomplete deep right intended for Brandon LaFell (defended by Morris Claiborne),-0.340,-1.020
3,10:19,3,13,CAR 22,3,7,Cam Newton pass complete short left to Steve Smith for 12 yards (tackle by Brandon Carr),-1.020,-1.110
3,9:32,4,1,CAR 34,3,7,"Brad Nortman punts 29 yards, out of bounds",-1.110,-1.400
3,9:32,1,10,DAL 37,3,7,"Felix Jones right end for 4 yards (tackle by Luke Kuechly). Penalty on Jason Witten: Offensive Holding, 10 yards (no play)",1.400,0.740
3,9:06,1,20,DAL 27,3,7,Tony Romo pass incomplete short right intended for Kevin Ogletree,0.740,-0.490
3,8:58,2,20,DAL 27,3,7,Tony Romo pass complete short right to Kevin Ogletree for 11 yards (tackle by Josh Thomas),-0.490,0.300
3,8:28,3,9,DAL 38,3,7,Tony Romo pass complete short middle to Miles Austin for 36 yards (tackle by Captain Munnerlyn),0.300,3.840
3,7:44,1,10,CAR 26,9,7,"Tony Romo pass complete deep left to Miles Austin for 26 yards, touchdown",3.840,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
3,7:44,,,CAR 2,10,7,Dan Bailey kicks extra point good,0.000,0.000
3,7:38,,,DAL 35,10,7,"Dan Bailey kicks off 70 yards, returned by Kealoha Pilares for 21 yards (tackle by Gerald Sensabaugh)",0.000,-0.140
3,7:38,1,10,CAR 16,10,7,Jonathan Stewart up the middle for no gain (tackle by Josh Brent),-0.140,-0.660
3,7:38,2,10,CAR 16,10,7,Jonathan Stewart up the middle for no gain (tackle by Anthony Spencer and DeMarcus Ware),-0.660,-1.320
3,6:18,3,10,CAR 16,10,7,"Penalty on Jordan Gross: False Start, 5 yards (no play)",-1.320,-2.010
3,6:00,3,15,CAR 11,10,7,Cam Newton pass incomplete deep right intended for Louis Murphy,-2.010,-2.490
3,5:53,4,15,CAR 11,10,7,"Brad Nortman punts 39 yards, returned by Dez Bryant for 10 yards (tackle by Jason Phillips)",-2.490,-2.920
3,5:40,1,10,CAR 40,10,7,Tony Romo pass complete short middle to Felix Jones for 3 yards (tackle by Thomas Davis),2.920,2.780
3,5:01,2,7,CAR 37,10,7,Phillip Tanner left end for no gain (tackle by Dwan Edwards),2.780,2.080
3,4:14,3,7,CAR 37,10,7,"Tony Romo pass incomplete short right intended for Jason Witten. Penalty on Josh Thomas: Defensive Holding, 5 yards (no play)",2.080,3.450
3,4:07,1,10,CAR 32,10,7,Phillip Tanner up the middle for 2 yards (tackle by Luke Kuechly and Sione Fua),3.450,3.170
3,3:31,2,8,CAR 30,10,7,Tony Romo pass complete short right to Jason Witten for 4 yards (tackle by Luke Kuechly),3.170,3.010
3,2:46,3,4,CAR 26,10,7,"Penalty on Doug Free: False Start, 5 yards (no play)",3.010,2.340
3,2:22,3,9,CAR 31,10,7,Tony Romo pass incomplete short left intended for Jason Witten,2.340,1.320
3,2:17,4,9,CAR 31,13,7,Dan Bailey 49 yard field goal good,1.320,3.000
3,2:13,,,DAL 35,13,7,"Dan Bailey kicks off 71 yards, returned by Kealoha Pilares for 27 yards (tackle by Victor Butler)",0.000,0.340
3,2:06,1,10,CAR 21,13,7,Cam Newton pass complete short left to Brandon LaFell for 6 yards (tackle by Morris Claiborne),0.340,0.610
3,1:45,2,4,CAR 27,13,7,Mike Tolbert up the middle for 3 yards (tackle by Jason Hatcher),0.610,0.300
3,1:08,3,1,CAR 30,13,7,Cam Newton left tackle for no gain (tackle by Dan Connor and Gerald Sensabaugh),0.300,-1.370
3,0:26,4,1,CAR 30,13,7,"Brad Nortman punts 55 yards, returned by Dez Bryant for -3 yards (tackle by Colin Jones)",-1.370,0.350
3,0:12,1,10,DAL 12,13,7,Felix Jones left end for -2 yards (tackle by James Anderson and Josh Norman),-0.350,-0.930
Quarter,Time,Down,ToGo,Location,DAL,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,DAL 10,13,7,Tony Romo pass complete short middle to Felix Jones for 10 yards (tackle by Luke Kuechly),-0.930,-0.480
4,14:14,3,2,DAL 20,13,7,Tony Romo pass incomplete short middle intended for Jason Witten (defended by James Anderson),-0.480,-2.030
4,14:10,4,2,DAL 20,13,7,"Brian Moorman punts 59 yards, returned by Captain Munnerlyn for 4 yards (tackle by Eric Frampton)",-2.030,-0.610
4,13:58,1,10,CAR 25,13,7,Cam Newton pass complete short left to Steve Smith for 9 yards (tackle by Brandon Carr),0.610,1.280
4,13:36,2,1,CAR 34,13,7,Jonathan Stewart up the middle for 20 yards (tackle by Gerald Sensabaugh),1.280,2.520
4,13:13,1,10,DAL 46,13,7,Jonathan Stewart right guard for 1 yard (tackle by Anthony Spencer and DeMarcus Ware),2.520,2.110
4,12:46,2,9,DAL 45,13,7,Cam Newton pass complete short right to Louis Murphy for 26 yards (tackle by Brandon Carr),2.110,4.310
4,12:22,1,10,DAL 19,13,7,Cam Newton pass incomplete short left intended for Steve Smith (defended by Dan Connor),4.310,3.750
4,12:19,2,10,DAL 19,13,7,"Cam Newton pass complete short left to Greg Olsen for 9 yards. Penalty on Jay Ratliff: Personal Foul, 5 yards",3.750,6.060
4,11:59,1,5,DAL 5,13,7,Cam Newton pass incomplete short right intended for Greg Olsen,6.060,5.150
4,11:53,2,5,DAL 5,13,7,Cam Newton pass incomplete short left intended for Louis Murphy,5.150,4.260
4,11:49,3,5,DAL 5,13,7,"Cam Newton pass incomplete short left intended for Greg Olsen. Penalty on Brandon Carr: Defensive Holding, 3 yards (no play)",4.260,6.740
4,11:43,1,2,DAL 2,13,13,"Mike Tolbert left guard for 2 yards, touchdown",6.740,7.000
4,11:43,,,DAL 2,13,14,Justin Medlock kicks extra point good,0.000,0.000
4,11:38,,,CAR 35,13,14,"Justin Medlock kicks off 65 yards, touchback",0.000,0.280
4,11:38,1,10,DAL 20,13,14,Tony Romo pass complete short middle to Felix Jones for 7 yards (tackle by James Anderson),0.280,0.680
4,11:03,2,3,DAL 27,13,14,Phillip Tanner right end for 4 yards (tackle by Charles Godfrey),0.680,1.000
4,10:26,1,10,DAL 31,13,14,Phillip Tanner left guard for 4 yards (tackle by Charles Godfrey),1.000,1.000
4,9:50,2,6,DAL 35,13,14,Tony Romo pass incomplete short right intended for Kevin Ogletree,1.000,0.300
4,9:45,3,6,DAL 35,13,14,Tony Romo right end for 2 yards (tackle by Josh Thomas),0.300,-0.910
4,9:04,4,4,DAL 37,13,14,"Brian Moorman punts 42 yards, returned by Captain Munnerlyn for -3 yards (tackle by Lance Dunbar)",-0.910,-0.040
4,8:54,1,10,CAR 18,13,14,Cam Newton pass incomplete short middle intended for Mike Tolbert,0.040,-0.490
4,8:50,2,10,CAR 18,13,14,Cam Newton pass complete short right to Greg Olsen for 4 yards (tackle by Orlando Scandrick and Dan Connor),-0.490,-0.660
4,8:50,3,6,CAR 22,13,14,"Penalty on Amini Silatolu: False Start, 5 yards (no play)",-0.660,-1.340
4,7:47,3,11,CAR 17,13,14,Cam Newton pass incomplete short right intended for Brandon LaFell,-1.340,-2.320
4,7:41,4,11,CAR 17,13,14,"Brad Nortman punts 42 yards, fair catch by Dez Bryant. Penalty on Colin Jones: Player Out of Bounds on Punt, 5 yards",-2.320,-1.990
4,7:32,1,10,DAL 46,13,14,Felix Jones left guard for 5 yards (tackle by Charles Johnson),1.990,2.130
4,6:55,2,5,CAR 49,13,14,Tony Romo pass incomplete short right intended for Miles Austin,2.130,1.420
4,6:47,3,5,CAR 49,13,14,Tony Romo pass complete short middle to Phillip Tanner for 8 yards (tackle by Thomas Davis),1.420,2.850
4,6:04,1,10,CAR 41,13,14,Tony Romo up the middle for 10 yards (tackle by James Anderson),2.850,3.510
4,5:16,1,10,CAR 31,13,14,Phillip Tanner right end for 4 yards (tackle by James Anderson and Luke Kuechly),3.510,3.510
4,4:33,2,6,CAR 27,13,14,Tony Romo pass complete short left to Jason Witten for 11 yards (tackle by Thomas Davis),3.510,4.510
4,4:25,1,10,CAR 16,13,14,Felix Jones right guard for 1 yard (tackle by Greg Hardy),4.510,4.050
4,3:43,2,9,CAR 15,13,14,Tony Romo pass incomplete short right intended for Dez Bryant,4.050,0.000
4,3:39,,,,13,14,Timeout #1 by Dallas Cowboys,0.000,3.220
4,3:39,3,9,CAR 15,13,14,Phillip Tanner up the middle for 5 yards (tackle by Dwan Edwards and Thomas Davis),3.220,0.000
4,3:28,,,,13,14,Timeout #1 by Carolina Panthers,0.000,2.840
4,3:28,4,4,CAR 10,16,14,Dan Bailey 28 yard field goal good,2.840,3.000
4,3:25,,,DAL 35,16,14,"Dan Bailey kicks off 65 yards, touchback",0.000,0.280
4,3:25,1,10,CAR 20,16,14,Cam Newton pass complete short left to Louis Murphy for 11 yards,0.280,1.000
4,3:20,1,10,CAR 31,16,14,Cam Newton pass complete short middle to Jonathan Stewart for -1 yards (tackle by Bruce Carter),1.000,0.320
4,2:47,2,11,CAR 30,16,14,Cam Newton pass incomplete short right intended for Louis Murphy (defended by Jay Ratliff),0.320,-0.360
4,2:45,3,11,CAR 30,16,14,Cam Newton pass complete short middle to Steve Smith for 10 yards (tackle by Orlando Scandrick),-0.360,0.000
4,2:11,,,,16,14,Timeout #2 by Dallas Cowboys,0.000,-0.720
4,2:11,4,1,CAR 40,16,14,Cam Newton pass incomplete short right intended for Louis Murphy,-0.720,-2.980
4,2:08,1,10,CAR 39,16,14,Felix Jones left guard for no gain (tackle by James Anderson and Luke Kuechly),2.980,2.440
4,2:00,2,10,CAR 39,16,14,"Phillip Tanner left end for no gain (tackle by James Anderson). Penalty on James Anderson: Horse Collar Tackle, 15 yards",2.440,3.970
4,1:53,1,10,CAR 24,16,14,Phillip Tanner right tackle for 1 yard (tackle by James Anderson and Luke Kuechly),3.970,0.000
4,1:49,,,,16,14,Timeout #2 by Carolina Panthers,0.000,3.570
4,1:49,2,9,CAR 23,16,14,Phillip Tanner right tackle for 5 yards (tackle by Haruki Nakamura and Thomas Davis),3.570,0.000
4,1:43,,,,16,14,Timeout #3 by Carolina Panthers,0.000,3.570
4,1:43,3,4,CAR 18,16,14,Phillip Tanner right guard for -2 yards (tackle by James Anderson),3.570,0.000
4,0:58,,,,16,14,Timeout #3 by Dallas Cowboys,0.000,2.150
4,0:58,4,6,CAR 20,19,14,Dan Bailey 38 yard field goal good,2.150,3.000
4,0:53,,,DAL 35,19,14,"Dan Bailey kicks off 65 yards, touchback",0.000,0.280
4,0:53,1,10,CAR 20,19,14,Cam Newton pass incomplete short left intended for Brandon LaFell,0.280,-0.270
4,0:49,2,10,CAR 20,19,14,Cam Newton pass complete deep left to Steve Smith for 26 yards (tackle by Bruce Carter),-0.270,1.990
4,0:49,1,10,CAR 46,19,14,Cam Newton spiked the ball,1.990,1.450
4,0:31,2,10,CAR 46,19,14,Cam Newton pass incomplete deep right intended for Brandon LaFell,1.450,0.760
4,0:24,3,10,CAR 46,19,14,Cam Newton sacked by Anthony Spencer for -10 yards,0.760,-0.980
4,0:03,4,20,CAR 36,,,"Cam Newton pass complete short right to Greg Olsen for 4 yards, lateral to Jordan Gross for 1 yard, lateral to Cam Newton for 6 yards. Cam Newton fumbles, recovered by DeMarcus Ware at CAR-47 (tackle by Byron Bell)",-0.980,1.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
