Quarter,Time,Down,ToGo,Location,SFO,TEN,Detail,EPB,EPA
2,2:11,,,SFO 35,17,0,"Phil Dawson kicks off 61 yards, returned by Darius Reynaud for 5 yards (tackle by Darryl Morris)",0.000,0.380
2,2:03,1,10,TEN 9,17,0,Jake Locker pass complete short left to Damian Williams for 11 yards,-0.380,0.280
2,1:58,1,10,TEN 20,17,0,Jake Locker pass complete short middle to Kendall Wright for 9 yards (tackle by Carlos Rogers),0.280,0.950
2,1:37,2,1,TEN 29,17,0,Jake Locker pass complete short left to Kendall Wright for 8 yards (tackle by Tarell Brown),0.950,1.400
2,1:18,1,10,TEN 37,17,0,Jake Locker pass incomplete short left intended for Nate Washington,1.400,0.860
2,1:13,2,10,TEN 37,17,0,Jake Locker pass complete short left to Chris Johnson for -4 yards (tackle by Patrick Willis),0.860,-0.360
2,0:32,3,14,TEN 33,17,0,Jake Locker up the middle for 9 yards (tackle by NaVorro Bowman),-0.360,-0.590
Quarter,Time,Down,ToGo,Location,SFO,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,17,0,"Rob Bironas kicks off 65 yards, returned by Kyle Williams for 21 yards (tackle by Darius Reynaud)",0.000,-0.340
3,14:54,1,10,SFO 21,17,0,Frank Gore left end for 2 yards (tackle by Akeem Ayers),0.340,0.070
3,14:14,2,8,SFO 23,17,0,Frank Gore right tackle for 4 yards (tackle by Jason McCourty),0.070,-0.100
3,13:31,3,4,SFO 27,17,0,Colin Kaepernick pass complete short middle to Vernon Davis for 19 yards (tackle by Michael Griffin),-0.100,-0.100
3,12:45,3,4,SFO 27,17,0,Timeout #1 by San Francisco 49ers,-0.100,1.990
3,12:45,1,10,SFO 46,17,0,Colin Kaepernick pass complete short right to Anquan Boldin for 16 yards (tackle by Jason McCourty),1.990,3.050
3,12:04,1,10,TEN 38,17,0,Frank Gore right tackle for no gain (tackle by Akeem Ayers),3.050,2.510
3,11:26,2,10,TEN 38,17,0,Colin Kaepernick pass complete short middle to Anquan Boldin for 15 yards (tackle by Bernard Pollard),2.510,4.040
3,10:44,1,10,TEN 23,17,0,Kendall Hunter right tackle for 1 yard (tackle by Mike Martin),4.040,3.630
3,10:05,2,9,TEN 22,17,0,Colin Kaepernick left end for 6 yards (tackle by Akeem Ayers),3.630,3.850
3,9:22,3,3,TEN 16,17,0,Colin Kaepernick pass complete short right to Vernon Davis for 12 yards (tackle by Zach Brown and Bernard Pollard),3.850,6.280
3,8:45,1,4,TEN 4,17,0,Frank Gore up the middle for 2 yards (tackle by Ropati Pitoitua),6.280,5.720
3,8:06,2,2,TEN 2,17,0,Frank Gore left guard for 1 yard (tackle by Michael Griffin),5.720,5.170
3,7:25,3,1,TEN 1,23,0,"Frank Gore left tackle for 1 yard, touchdown",5.170,7.000
3,7:25,,,TEN 2,24,0,Phil Dawson kicks extra point good,0.000,0.000
3,7:25,,,SFO 35,24,0,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.280
3,7:20,1,10,TEN 20,24,0,Chris Johnson left guard for 7 yards (tackle by Ray McDonald),0.280,0.680
3,6:47,2,3,TEN 27,24,0,Jake Locker pass incomplete short right intended for Nate Washington,0.680,-0.030
3,6:43,3,3,TEN 27,24,0,Chris Johnson left end for 2 yards (tackle by NaVorro Bowman and Patrick Willis),-0.030,-1.440
,,,,,,,"SFO challenged the first down ruling, and the original play was overturned.",,
3,5:52,4,1,TEN 29,24,0,"Brett Kern punts 36 yards, out of bounds",-1.440,-1.270
3,5:42,1,10,SFO 35,24,0,Frank Gore right end for 2 yards (tackle by Colin McCarthy),1.270,0.990
3,4:57,2,8,SFO 37,24,0,Colin Kaepernick pass complete short left to Vernon Davis for 7 yards (tackle by Akeem Ayers),0.990,1.220
3,4:13,3,1,SFO 44,24,0,Colin Kaepernick pass incomplete short right intended for Vernon Davis,1.220,-0.460
3,4:08,4,1,SFO 44,24,0,"Andy Lee punts 38 yards, fair catch by Darius Reynaud",-0.460,-0.040
3,4:02,1,10,TEN 18,24,0,Jake Locker pass complete short left to Damian Williams for 8 yards,0.040,0.680
3,3:48,2,2,TEN 26,24,0,Jake Locker pass incomplete short middle intended for Delanie Walker (defended by NaVorro Bowman),0.680,-0.140
3,3:43,3,2,TEN 26,24,0,Jake Locker pass incomplete deep left intended for Kendall Wright,-0.140,-1.630
3,3:38,4,2,TEN 26,24,0,"Brett Kern punts 55 yards, returned by Kyle Williams for 14 yards (tackle by Taylor Thompson). Penalty on Darryl Morris: Illegal Block Above the Waist, 7 yards",-1.630,0.380
3,3:26,1,10,SFO 8,24,0,Colin Kaepernick pass complete short right to Frank Gore for 29 yards (tackle by Michael Griffin),-0.380,1.400
3,2:52,1,10,SFO 37,24,0,Colin Kaepernick pass incomplete deep middle intended for Vance McDonald,1.400,0.860
3,2:46,2,10,SFO 37,24,0,Frank Gore right guard for 2 yards (tackle by Ropati Pitoitua),0.860,0.430
3,2:10,3,8,SFO 39,24,0,"Penalty on Mike Iupati: False Start, 5 yards (no play)",0.430,-0.230
3,1:46,3,13,SFO 34,24,0,Colin Kaepernick left end for 8 yards (tackle by Bernard Pollard),-0.230,-0.590
3,1:16,4,5,SFO 42,24,0,"Andy Lee punts 58 yards, touchback",-0.590,-0.280
3,1:06,1,10,TEN 20,24,0,Jake Locker pass complete short middle to Kendall Wright for 7 yards (tackle by Corey Lemonier),0.280,0.680
3,0:41,2,3,TEN 27,24,0,Jake Locker pass incomplete short left intended for Nate Washington,0.680,-0.030
3,0:36,3,3,TEN 27,24,0,Jake Locker pass complete short middle to Damian Williams for 6 yards (tackle by Donte Whitner). Penalty on Corey Lemonier: Defensive Offside (Declined),-0.030,1.140
3,0:21,1,10,TEN 33,24,0,Jake Locker pass complete deep right to Nate Washington for 42 yards (tackle by C.J. Spillman). Penalty on Demarcus Dobbs: Encroachment (Declined),1.140,3.910
3,0:02,1,10,SFO 25,24,0,Jake Locker pass incomplete deep right intended for Justin Hunter (defended by Tramaine Brock),3.910,3.360
Quarter,Time,Down,ToGo,Location,SFO,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,SFO 25,24,0,Jake Locker up the middle for 4 yards (tackle by Patrick Willis),3.360,3.200
4,14:23,3,6,SFO 21,24,0,Jake Locker left tackle for 16 yards (tackle by Eric Reid),3.200,6.060
4,14:23,1,5,SFO 5,24,0,"Penalty on Jake Locker: Delay of Game, 5 yards (no play)",6.060,4.910
4,13:24,1,10,SFO 10,24,0,Jake Locker pass incomplete short left intended for Delanie Walker,4.910,4.190
4,13:18,2,10,SFO 10,24,0,Jake Locker pass complete short right to Nate Washington for 6 yards (tackle by C.J. Spillman),4.190,4.490
,,,,,,,"SFO challenged the pass completion ruling, and the play was upheld.",,
4,13:00,3,4,SFO 4,24,0,Jake Locker sacked by Ahmad Brooks for -9 yards,4.490,2.570
4,12:27,4,13,SFO 13,24,3,Rob Bironas 31 yard field goal good,2.570,3.000
4,12:27,,,TEN 35,24,3,"Rob Bironas kicks off 65 yards, touchback",0.000,-0.280
4,12:23,1,10,SFO 20,24,3,"Frank Gore left tackle for 6 yards (tackle by Jurrell Casey). Penalty on TEN: Face Mask (15 Yards), 15 yards",0.280,1.660
4,11:52,1,10,SFO 41,24,3,Colin Kaepernick sacked by Jurrell Casey for -2 yards,1.660,0.850
4,11:12,2,12,SFO 39,24,3,Frank Gore right tackle for 2 yards (tackle by Akeem Ayers),0.850,0.430
4,10:28,3,10,SFO 41,24,3,Colin Kaepernick pass incomplete short middle intended for Vernon Davis,0.430,-0.650
4,10:24,4,10,SFO 41,24,3,"Andy Lee punts 36 yards, out of bounds",-0.650,-0.480
4,10:16,1,10,TEN 23,24,3,Jake Locker pass complete short middle to Delanie Walker for 5 yards (tackle by Patrick Willis),0.480,0.610
4,9:56,2,5,TEN 28,24,3,Jake Locker sacked by Justin Smith for -8 yards,0.610,-1.150
4,9:35,3,13,TEN 20,24,3,Jake Locker pass incomplete deep right intended for Kendall Wright,-1.150,-2.030
4,9:30,4,13,TEN 20,24,3,"Brett Kern punts 36 yards, fair catch by Kyle Williams",-2.030,-1.860
4,9:22,1,10,SFO 44,24,3,Frank Gore right guard for 5 yards (tackle by Akeem Ayers),1.860,1.990
4,8:37,2,5,SFO 49,24,3,Kendall Hunter left guard for no gain (tackle by Colin McCarthy),1.990,1.290
4,7:53,3,5,SFO 49,24,3,Colin Kaepernick pass incomplete short right intended for Frank Gore,1.290,-0.130
,,,,,,,"TEN challenged the pass completion ruling, and the original play was overturned.",,
4,7:49,4,5,SFO 49,24,3,"Andy Lee punts 37 yards, fair catch by Darius Reynaud",-0.130,0.280
4,7:42,1,10,TEN 14,24,3,Jake Locker pass complete short left to Kendall Wright for 20 yards (tackle by Eric Reid and C.J. Spillman),-0.280,1.200
4,7:20,1,10,TEN 34,24,9,"Jake Locker pass complete short left to Chris Johnson for 66 yards, touchdown",1.200,7.000
4,7:20,,,SFO 2,24,10,Rob Bironas kicks extra point good,0.000,0.000
4,7:20,,,TEN 35,24,10,"Rob Bironas kicks off 65 yards, touchback",0.000,-0.280
4,7:07,1,10,SFO 20,24,10,Frank Gore right end for 7 yards (tackle by Colin McCarthy),0.280,0.280
4,6:59,1,10,SFO 20,24,10,Timeout #1 by Tennessee Titans,0.280,0.680
4,6:59,2,3,SFO 27,24,10,Frank Gore up the middle for 3 yards (tackle by Antonio Johnson),0.680,0.680
4,6:50,2,3,SFO 27,24,10,Timeout #2 by Tennessee Titans,0.680,0.940
4,6:50,1,10,SFO 30,24,10,Colin Kaepernick pass incomplete deep left intended for Kyle Williams,0.940,0.390
4,6:40,2,10,SFO 30,24,10,Frank Gore right tackle for 4 yards (tackle by Zach Brown and Akeem Ayers),0.390,0.390
4,6:34,2,10,SFO 30,24,10,Timeout #3 by Tennessee Titans,0.390,0.230
4,6:34,3,6,SFO 34,24,10,Colin Kaepernick pass incomplete short middle intended for Anquan Boldin (defended by Coty Sensabaugh),0.230,-1.110
4,6:29,4,6,SFO 34,30,10,"Andy Lee punts 55 yards, muffed catch by Darius Reynaud, recovered by Kassim Osgood and returned for no gain, touchdown. Penalty on Tommie Campbell: Illegal Block Above the Waist (Declined)",-1.110,7.000
4,6:16,,,TEN 2,31,10,Phil Dawson kicks extra point good,0.000,0.000
4,6:16,,,SFO 35,31,10,"Phil Dawson kicks off 62 yards, returned by Darius Reynaud for 39 yards (tackle by Michael Wilhoite)",0.000,-1.730
4,6:09,1,10,TEN 42,31,10,Jake Locker pass complete short middle to Chris Johnson for 5 yards (tackle by Eric Reid and Corey Lemonier),1.730,1.860
4,5:42,2,5,TEN 47,31,10,Jake Locker pass complete short left to Kenny Britt for 8 yards,1.860,2.590
4,5:17,1,10,SFO 45,31,10,Jake Locker pass incomplete deep right intended for Nate Washington,2.590,2.040
4,5:12,2,10,SFO 45,31,10,Jake Locker pass complete short left to Kendall Wright for 2 yards (tackle by Eric Reid),2.040,1.620
4,4:41,3,8,SFO 43,31,10,"Jake Locker pass complete short left to Kendall Wright for 20 yards (tackle by C.J. Spillman). Penalty on Chris Johnson: Illegal Block Above the Waist, 10 yards",1.620,3.380
4,4:25,1,10,SFO 33,31,10,Jake Locker pass incomplete deep right intended for Justin Hunter,3.380,2.840
4,4:18,2,10,SFO 33,31,10,Jake Locker pass complete short left to Kendall Wright for 1 yard (tackle by Patrick Willis),2.840,2.280
4,3:45,3,9,SFO 32,31,10,Jake Locker pass incomplete short middle intended for Nate Washington,2.280,1.240
4,3:37,4,9,SFO 32,31,10,"Jake Locker pass incomplete deep left intended for Kenny Britt. Penalty on Tarell Brown: Defensive Pass Interference, 21 yards (no play)",1.240,4.840
4,3:31,1,10,SFO 11,31,10,"Jake Locker pass incomplete short middle intended for Kenny Britt. Penalty on Kenny Britt: Unnecessary Roughness, 15 yards",4.840,2.260
4,3:24,2,25,SFO 26,31,16,"Jake Locker pass complete deep middle to Delanie Walker for 26 yards, touchdown",2.260,7.000
4,3:24,,,SFO 2,31,17,Rob Bironas kicks extra point good,0.000,0.000
4,3:24,,,TEN 35,31,17,"Rob Bironas kicks onside 5 yards, recovered by Bruce Miller. Penalty on Daimion Stafford: Offside on Free Kick, 5 yards",0.000,-3.250
4,3:14,1,10,TEN 35,31,17,Anthony Dixon right end for 8 yards (tackle by George Wilson),3.250,3.780
4,2:29,2,2,TEN 27,31,17,Colin Kaepernick left end for 6 yards (tackle by George Wilson),3.780,4.170
4,2:00,1,10,TEN 21,31,17,Colin Kaepernick kneels for no gain,4.170,3.630
4,1:21,2,10,TEN 21,31,17,Colin Kaepernick kneels for -1 yards,3.630,2.810
4,0:40,3,11,TEN 22,31,17,Colin Kaepernick kneels for -1 yards,2.810,1.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
