Quarter,Time,Down,ToGo,Location,SDG,NWE,Detail,EPB,EPA
2,6:14,2,17,NWE 36,7,10,Tom Brady pass complete deep middle to Deion Branch for 20 yards (tackle by Bob Sanders),0.310,2.650
2,5:37,1,10,SDG 44,7,10,Stevan Ridley right tackle for 6 yards (tackle by Eric Weddle),2.650,2.920
2,5:02,2,4,SDG 38,7,10,Stevan Ridley right end for 3 yards (tackle by Cam Thomas and Jacques Cesaire),2.920,2.610
2,4:22,3,1,SDG 35,7,10,Tom Brady pass complete short right to Aaron Hernandez for 2 yards (tackle by Quentin Jammer),2.610,3.380
2,3:49,1,10,SDG 33,7,10,Danny Woodhead left end for 4 yards (tackle by Donald Butler),3.380,3.380
2,3:24,2,6,SDG 29,7,10,Tom Brady pass complete short middle to Deion Branch for 19 yards (tackle by Bob Sanders and Eric Weddle),3.380,4.910
2,2:52,1,10,SDG 10,7,16,"Tom Brady pass complete short middle to Rob Gronkowski for 10 yards, touchdown. Penalty on Eric Weddle: Unnecessary Roughness, 15 yards",4.910,7.000
2,,,,SDG 2,7,17,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,,7,17,"Stephen Gostkowski kicks off 50 yards, touchback",0.000,0.280
2,2:49,1,10,SDG 20,7,17,"Mike Tolbert left tackle for 7 yards (tackle by Ras-I Dowling and Sergio Brown). Penalty on Jacob Hester: Offensive Holding, 10 yards",0.280,-0.090
2,2:17,1,13,SDG 17,7,17,Philip Rivers pass complete short middle to Randy McMichael for 6 yards (tackle by Dane Fletcher),-0.090,0.140
2,2:00,2,7,SDG 23,7,17,Philip Rivers pass incomplete short right intended for Vincent Jackson,0.140,-0.560
2,1:57,3,7,SDG 23,7,17,Philip Rivers pass complete short middle to Mike Tolbert for 7 yards (tackle by Dane Fletcher),-0.560,0.940
2,1:42,,,,7,17,Timeout #2 by New England Patriots,0.000,0.940
2,1:42,1,10,SDG 30,7,17,Philip Rivers pass complete short right to Bryan Walters for 6 yards (tackle by Leigh Bodden),0.940,1.200
2,1:11,2,4,SDG 36,7,17,Philip Rivers pass incomplete short right intended for Richard Goodman,1.200,0.500
2,1:04,3,4,SDG 36,7,17,"Philip Rivers pass incomplete deep right intended for Richard Goodman. Penalty on Leigh Bodden: Defensive Holding, 5 yards (no play)",0.500,1.660
2,0:57,1,10,SDG 41,7,17,Philip Rivers pass complete deep middle to Vincent Jackson for 18 yards (tackle by Kyle Arrington),1.660,2.850
2,0:31,1,10,NWE 41,7,17,Philip Rivers pass incomplete deep left intended for Vincent Jackson,2.850,2.310
2,0:27,,,,7,17,Timeout #3 by New England Patriots,0.000,2.310
2,0:27,2,10,NWE 41,7,17,"Penalty on Marcus McNeill: False Start, 5 yards (no play)",2.310,1.630
2,0:27,2,15,NWE 46,7,17,Philip Rivers pass complete deep left to Vincent Jackson for 17 yards (tackle by Kyle Arrington and James Ihedigbo),1.630,3.640
2,0:19,,,,7,17,Timeout #2 by San Diego Chargers,0.000,3.640
2,0:19,1,10,NWE 29,7,17,"Philip Rivers pass incomplete short right intended for Mike Tolbert is intercepted by Vince Wilfork at NWE-35 and returned for 28 yards (tackle by Mike Tolbert). Penalty on Devin McCourty: Illegal Block Above the Waist, 10 yards",3.640,-2.460
2,0:09,1,10,SDG 47,7,17,Tom Brady pass complete short left to Deion Branch for 11 yards,2.460,3.180
2,0:06,1,10,SDG 36,7,17,Tom Brady pass complete short left to Deion Branch for 7 yards,3.180,3.580
2,0:01,2,3,SDG 29,7,20,Stephen Gostkowski 47 yard field goal good,3.580,3.000
Quarter,Time,Down,ToGo,Location,SDG,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,7,20,"Nick Novak kicks off 69 yards, returned by Julian Edelman for 19 yards (tackle by Darrell Stuckey)",0.000,-0.220
3,14:55,1,10,NWE 15,7,20,Tom Brady pass complete short right to Rob Gronkowski for 30 yards (tackle by Eric Weddle),-0.220,1.930
3,14:26,1,10,NWE 45,7,20,BenJarvus Green-Ellis right end for 5 yards (tackle by Antonio Garay),1.930,2.060
3,13:45,2,5,,7,20,Tom Brady pass complete short right to Wes Welker for 8 yards (tackle by Eric Weddle),2.060,2.790
3,13:15,1,10,SDG 42,7,20,BenJarvus Green-Ellis right tackle for -1 yards (tackle by Vaughn Martin),2.790,2.110
3,12:34,2,11,SDG 43,7,20,"Penalty on Dan Gronkowski: False Start, 5 yards (no play)",2.110,1.430
3,12:09,2,16,SDG 48,7,20,Tom Brady pass complete short left to Deion Branch for 11 yards (tackle by Shaun Phillips),1.430,2.210
3,11:25,3,5,SDG 37,7,20,Tom Brady pass incomplete short left intended for Rob Gronkowski (defended by Steve Gregory),2.210,0.790
3,11:20,4,5,SDG 37,7,20,Zoltan Mesko punts 31 yards,0.790,0.380
3,11:13,1,10,SDG 6,7,20,Mike Tolbert left tackle for -1 yards (tackle by Devin McCourty),-0.380,-0.850
3,10:37,2,11,SDG 5,7,20,Philip Rivers pass complete short middle to Mike Tolbert for 9 yards (tackle by Patrick Chung),-0.850,-0.480
3,9:54,3,2,SDG 14,7,20,Philip Rivers pass complete short middle to Vincent Jackson for 8 yards (tackle by Leigh Bodden),-0.480,0.410
3,9:19,1,10,SDG 22,7,20,Ryan Mathews left guard for 3 yards (tackle by Brandon Spikes),0.410,0.270
3,8:45,2,7,SDG 25,7,20,Philip Rivers pass complete short right to Ryan Mathews for 6 yards (tackle by Sergio Brown),0.270,0.370
3,8:06,3,1,SDG 31,7,20,Jacob Hester up the middle for 12 yards (tackle by Sergio Brown),0.370,1.800
3,7:28,1,10,SDG 43,7,20,Philip Rivers pass complete short middle to Ryan Mathews for 9 yards (tackle by Dane Fletcher),1.800,2.470
3,6:44,2,1,NWE 48,7,20,"Philip Rivers pass incomplete deep right intended for Vincent Jackson. Penalty on Leigh Bodden: Defensive Holding, 5 yards (no play)",2.470,2.720
3,6:37,1,10,NWE 43,7,20,Ryan Mathews up the middle for 14 yards (tackle by Josh Barrett),2.720,3.640
3,6:03,1,10,NWE 29,7,20,Ryan Mathews left guard for 3 yards (tackle by Tony Carter),3.640,3.510
3,5:25,2,7,NWE 26,7,20,Philip Rivers pass complete short middle to Mike Tolbert for 9 yards (tackle by Rob Ninkovich),3.510,4.440
3,4:42,1,10,NWE 17,7,20,Philip Rivers pass incomplete short right intended for Antonio Gates is intercepted by Sergio Brown at NWE-7 and returned for 2 yards (tackle by Mike Tolbert),4.440,0.380
3,4:35,1,10,NWE 9,7,20,BenJarvus Green-Ellis left end for -1 yards (tackle by Antonio Garay),-0.380,-0.850
3,3:52,2,11,NWE 8,7,20,Tom Brady pass incomplete short middle intended for Rob Gronkowski (defended by Takeo Spikes),-0.850,-1.540
3,3:48,3,11,NWE 8,7,20,Tom Brady pass incomplete deep right intended for Wes Welker,-1.540,-2.490
3,3:44,4,11,NWE 8,7,20,"Zoltan Mesko punts 54 yards, returned by Bryan Walters for -2 yards (tackle by Matt Slater)",-2.490,-1.330
3,3:36,1,10,SDG 36,7,20,Ryan Mathews left guard for 5 yards (tackle by Rob Ninkovich),1.330,1.470
3,3:02,2,5,SDG 41,7,20,Philip Rivers pass incomplete deep right intended for Vincent Jackson,1.470,0.760
3,2:57,3,5,SDG 41,7,20,Philip Rivers pass complete short right to Mike Tolbert for 9 yards (tackle by Dane Fletcher),0.760,2.260
3,2:21,1,10,,7,20,Ryan Mathews left end for 6 yards (tackle by Tony Carter and James Ihedigbo),2.260,2.520
3,1:49,2,4,NWE 44,7,20,Mike Tolbert right guard for 2 yards (tackle by Jerod Mayo),2.520,2.080
3,1:05,3,2,NWE 42,7,20,Philip Rivers pass complete short right to Vincent Jackson for 11 yards (tackle by Sergio Brown),2.080,3.510
3,0:23,1,10,NWE 31,7,20,Philip Rivers pass complete short left to Mike Tolbert for 7 yards (tackle by Sergio Brown),3.510,3.910
Quarter,Time,Down,ToGo,Location,SDG,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,NWE 24,7,20,"Philip Rivers pass incomplete deep left intended for Antonio Gates. Penalty on Sergio Brown: Defensive Pass Interference, 20 yards (no play)",3.910,6.280
4,14:55,1,4,NWE 4,7,20,Mike Tolbert up the middle for 1 yard (tackle by Jerod Mayo),6.280,5.530
4,14:13,2,3,NWE 3,7,20,Philip Rivers sacked by Rob Ninkovich for 0 yards,5.530,4.720
4,13:39,3,3,NWE 3,13,20,"Philip Rivers pass complete short left to Vincent Jackson for 3 yards, touchdown",4.720,7.000
4,,,,NWE 2,14,20,Nick Novak kicks extra point good,0.000,0.000
4,,,,SDG 35,14,20,"Nick Novak kicks off 72 yards, touchback",0.000,0.280
4,13:33,1,10,NWE 20,14,20,BenJarvus Green-Ellis left guard for 11 yards (tackle by Takeo Spikes and Eric Weddle),0.280,1.000
4,13:08,1,10,NWE 31,14,20,Tom Brady pass complete short right to Aaron Hernandez for 14 yards (tackle by Bob Sanders and Larry English),1.000,1.930
4,12:39,1,10,NWE 45,14,20,Tom Brady pass complete short middle to Aaron Hernandez for 5 yards (tackle by Larry English),1.930,2.060
4,12:16,2,5,,14,20,"Tom Brady pass incomplete short right intended for Deion Branch. Penalty on Matt Light: Offensive Holding, 10 yards (no play)",2.060,0.710
4,12:07,2,15,NWE 40,14,20,Tom Brady pass complete short right to Wes Welker for 11 yards (tackle by Corey Liuget),0.710,1.490
4,11:46,3,4,SDG 49,14,20,Tom Brady pass incomplete short right intended for Wes Welker,1.490,0.000
4,11:45,4,4,SDG 49,14,20,Tom Brady pass incomplete short right intended for Deion Branch (defended by Shaun Phillips),0.000,-2.190
4,11:41,1,10,SDG 49,14,20,Philip Rivers pass complete short middle to Ryan Mathews for 12 yards (tackle by A.J. Edds),2.190,2.980
4,11:05,1,10,NWE 39,14,20,Philip Rivers pass complete short middle to Ryan Mathews for 5 yards (tackle by Kyle Arrington),2.980,3.120
4,10:27,2,5,NWE 34,14,20,"Mike Tolbert up the middle for -5 yards (tackle by Jerod Mayo). Mike Tolbert fumbles (forced by Jerod Mayo), recovered by Rob Ninkovich at NWE-39",3.120,-1.530
4,10:20,1,10,NWE 39,14,20,BenJarvus Green-Ellis right end for -1 yards (tackle by Takeo Spikes and Travis LaBoy),1.530,0.850
4,9:47,2,11,NWE 38,14,20,Tom Brady pass complete short middle to Deion Branch for 33 yards (tackle by Quentin Jammer),0.850,3.640
4,9:27,1,10,SDG 29,14,20,Tom Brady pass complete short middle to Wes Welker for 12 yards (tackle by Eric Weddle),3.640,4.440
4,8:44,1,10,SDG 17,14,26,"Tom Brady pass complete deep middle to Rob Gronkowski for 17 yards, touchdown",4.440,7.000
4,,,,,14,28,"Two Point Attempt: Danny Woodhead up the middle, conversion succeeds",1.000,1.000
4,,,,NWE 35,14,28,"Stephen Gostkowski kicks off 72 yards, touchback",0.000,0.280
4,8:40,1,10,SDG 20,14,28,Philip Rivers pass complete short right to Mike Tolbert for 6 yards (tackle by Patrick Chung),0.280,0.540
4,8:07,2,4,SDG 26,14,28,Philip Rivers pass complete short right to Mike Tolbert for 5 yards (tackle by Jerod Mayo),0.540,1.000
4,7:37,1,10,SDG 31,14,28,Philip Rivers pass incomplete deep middle intended for Bryan Walters (defended by Kyle Arrington),1.000,0.460
4,7:31,2,10,SDG 31,14,28,Philip Rivers pass incomplete short right intended for Vincent Jackson,0.460,-0.230
4,7:25,3,10,SDG 31,14,28,Philip Rivers pass complete short right to Vincent Jackson for 14 yards (tackle by Jerod Mayo),-0.230,1.930
4,6:51,1,10,SDG 45,14,28,Philip Rivers pass complete short middle to Vincent Jackson for 18 yards (tackle by Devin McCourty),1.930,3.120
4,6:19,1,10,NWE 37,14,28,Philip Rivers for 11 yards,3.120,3.840
4,5:47,1,10,NWE 26,20,28,"Philip Rivers pass complete deep left to Vincent Jackson for 26 yards, touchdown",3.840,7.000
4,,,,NWE 2,21,28,Nick Novak kicks extra point good,0.000,0.000
,,,,,,,"Replay Assistant challenged the too many players on field ruling, and the play was upheld.",,
4,,,,SDG 35,21,28,"Nick Novak kicks off 65 yards, touchback",0.000,0.280
4,5:40,1,10,NWE 20,21,28,BenJarvus Green-Ellis left guard for 3 yards (tackle by Antonio Garay),0.280,0.140
4,4:58,2,7,NWE 23,21,28,Tom Brady pass complete short left to Wes Welker for 13 yards (tackle by Eric Weddle). Penalty on Antoine Cason: Defensive Holding (Declined),0.140,1.330
4,4:51,1,10,NWE 36,21,28,BenJarvus Green-Ellis left end for 5 yards (tackle by Vaughn Martin),1.330,1.470
4,4:07,2,5,NWE 41,21,28,BenJarvus Green-Ellis right guard for 4 yards (tackle by Donald Butler and Bob Sanders),1.470,1.290
4,3:22,3,1,NWE 45,21,28,BenJarvus Green-Ellis right guard for 2 yards (tackle by Donald Butler and Travis LaBoy),1.290,2.060
4,2:37,1,10,NWE 47,21,28,Tom Brady pass incomplete short right intended for Wes Welker (defended by Quentin Jammer),2.060,1.520
4,2:34,2,10,NWE 47,21,28,Tom Brady pass complete short middle to Rob Gronkowski for 29 yards (tackle by Eric Weddle),1.520,3.970
4,2:19,,,,21,28,Timeout #1 by San Diego Chargers,0.000,3.970
4,2:19,1,10,SDG 24,21,28,BenJarvus Green-Ellis right end for 3 yards (tackle by Donald Butler),3.970,3.840
4,2:00,2,7,SDG 21,21,28,"Penalty on Cam Thomas: Neutral Zone Infraction, 5 yards (no play)",3.840,4.650
4,2:00,2,2,SDG 16,21,34,"BenJarvus Green-Ellis left tackle for 16 yards, touchdown",4.650,7.000
4,,,,SDG 2,21,35,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 35,21,35,"Stephen Gostkowski kicks off 64 yards, returned by Richard Goodman for 12 yards (tackle by Tracy White)",0.000,-0.320
4,1:49,1,10,SDG 13,21,35,Philip Rivers pass complete short right to Ryan Mathews for 11 yards (tackle by Kyle Arrington),-0.320,0.540
4,1:42,,,,21,35,Timeout #1 by New England Patriots,0.000,0.540
4,1:42,1,10,SDG 24,21,35,Philip Rivers pass complete short middle to Ryan Mathews for 14 yards (tackle by Patrick Chung),0.540,1.470
4,1:09,1,10,SDG 38,21,35,"Philip Rivers sacked by Mark Anderson for -6 yards. Philip Rivers fumbles (forced by Mark Anderson), recovered by Kyle Love at SDG-32 (tackle by Kris Dielman)",1.470,-3.450
4,1:02,1,10,SDG 32,21,35,BenJarvus Green-Ellis right guard for 2 yards (tackle by Antonio Garay and Vaughn Martin),3.450,3.170
4,0:17,2,8,SDG 30,21,35,Tom Brady kneels for -1 yards,3.170,2.340
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
