Quarter,Time,Down,ToGo,Location,IND,CIN,Detail,EPB,EPA
3,11:12,3,5,IND 10,7,10,"Andy Dalton pass incomplete short right intended for A.J. Green. Penalty on Chris Rucker: Defensive Pass Interference, 6 yards (no play)",4.000,6.280
3,11:08,1,4,IND 4,7,10,Cedric Benson left tackle for 3 yards (tackle by David Caldwell and Pat Angerer),6.280,5.910
3,10:30,2,1,IND 1,7,16,"Cedric Benson left tackle for 1 yard, touchdown",5.910,7.000
3,,,,IND 2,7,17,Mike Nugent kicks extra point good,0.000,0.000
3,,,,CIN 35,7,17,"Mike Nugent kicks off 61 yards, returned by Joe Lefeged for 8 yards (tackle by Taylor Mays)",0.000,-0.350
3,10:22,1,10,IND 12,7,17,Curtis Painter pass complete short right to Jacob Tamme for 1 yard (tackle by Nate Clements),-0.350,-0.700
3,9:49,2,9,IND 13,7,17,Delone Carter left guard for 3 yards (tackle by Carlos Dunlap and Thomas Howard),-0.700,-0.950
3,9:00,3,6,IND 16,7,17,"Penalty on IND: Delay of Game, 5 yards (no play)",-0.950,-1.540
3,8:40,3,11,IND 11,7,17,Curtis Painter pass incomplete short right intended for Austin Collie (defended by Nate Clements). Penalty on Austin Collie: Offensive Pass Interference (Declined),-1.540,-2.490
3,8:34,4,11,IND 11,7,17,"Pat McAfee punts 62 yards, returned by Brandon Tate for 7 yards (tackle by Stevie Brown). Penalty on Morgan Trent: Offensive Holding, 10 yards",-2.490,-0.150
3,8:20,1,10,CIN 19,7,17,"Penalty on Donald Lee: False Start, 5 yards (no play)",0.150,-0.390
3,8:20,1,15,CIN 14,7,17,Bernard Scott left end for 9 yards (tackle by David Caldwell),-0.390,0.210
3,7:43,2,6,CIN 23,7,17,Andy Dalton pass complete deep right to A.J. Green for 22 yards (tackle by David Caldwell),0.210,1.930
3,7:17,1,10,CIN 45,7,17,Bernard Scott right tackle for 6 yards (tackle by Terrence Johnson),1.930,2.190
3,6:41,2,4,IND 49,7,17,Bernard Scott left end for no gain (tackle by Pat Angerer and Kavell Conner),2.190,1.490
3,5:58,3,4,IND 49,7,17,"Penalty on Andrew Whitworth: False Start, 5 yards (no play)",1.490,0.830
3,5:43,3,9,CIN 46,7,17,Andy Dalton pass complete short left to Brian Leonard for 13 yards (tackle by Joe Lefeged and Terrence Johnson),0.830,2.850
3,5:04,1,10,IND 41,7,17,Bernard Scott left guard for 8 yards (tackle by Jerraud Powers),2.850,3.390
3,4:28,2,2,IND 33,7,17,Andy Dalton pass complete short middle to Bernard Scott for 5 yards (tackle by Kavell Conner),3.390,3.710
3,3:46,1,10,IND 28,7,17,Bernard Scott left guard for -1 yards (tackle by Kavell Conner and Philip Wheeler),3.710,3.030
3,3:08,2,11,IND 29,7,17,Andy Dalton pass incomplete short right intended for A.J. Green (defended by Robert Mathis),3.030,2.340
3,3:04,3,11,IND 29,7,17,Andy Dalton pass complete short middle to Andre Caldwell for 4 yards (tackle by Ernie Sims),2.340,1.800
3,2:25,4,7,IND 25,7,20,Mike Nugent 43 yard field goal good,1.800,3.000
3,,,,CIN 35,7,20,"Mike Nugent kicks off 65 yards, touchback",0.000,0.280
3,2:20,1,10,IND 20,7,20,Curtis Painter pass complete short middle to Reggie Wayne for 22 yards (tackle by Chris Crocker),0.280,1.730
3,1:54,1,10,IND 42,7,20,Curtis Painter pass incomplete short right intended for Austin Collie,1.730,1.190
,,,,,,,"IND challenged the incomplete pass ruling, and the play was upheld.",,
3,1:48,2,10,IND 42,7,20,Curtis Painter pass complete short left to Reggie Wayne for 13 yards (tackle by Leon Hall),1.190,2.590
3,1:20,1,10,CIN 45,7,20,Donald Brown up the middle for 7 yards (tackle by Gibril Wilson),2.590,2.990
3,1:02,2,3,CIN 38,7,20,Curtis Painter pass complete short right to Pierre Garcon for 11 yards (tackle by Reggie Nelson),2.990,3.780
3,0:46,1,10,CIN 27,7,20,Curtis Painter pass incomplete short right intended for Pierre Garcon (defended by Nate Clements),3.780,3.230
3,0:41,2,10,CIN 27,7,20,Curtis Painter sacked by Micah Johnson for -9 yards,3.230,1.360
3,0:10,3,19,CIN 36,7,20,Curtis Painter pass complete short middle to Donald Brown for 8 yards (tackle by Chris Crocker and Bart Johnson),1.360,1.590
Quarter,Time,Down,ToGo,Location,IND,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,11,CIN 28,10,20,Adam Vinatieri 46 yard field goal good,1.590,3.000
4,,,,IND 35,10,20,"Pat McAfee kicks off 71 yards, returned by Brandon Tate for 31 yards (tackle by Terrence Johnson)",0.000,0.610
4,14:51,1,10,CIN 25,10,20,Andy Dalton pass incomplete short left intended for Jerome Simpson,0.610,0.060
4,14:44,2,10,CIN 25,10,20,Cedric Benson left tackle for 7 yards (tackle by Joe Lefeged and Jerraud Powers),0.060,0.300
4,14:02,3,3,CIN 32,10,20,Andy Dalton pass incomplete short left intended for A.J. Green (defended by Joe Lefeged),0.300,-1.240
4,13:57,4,3,CIN 32,10,20,"Kevin Huber punts 45 yards, returned by Blair White for 3 yards (tackle by Andrew Hawkins)",-1.240,-0.670
4,13:47,1,10,IND 26,10,20,Curtis Painter pass complete short right to Pierre Garcon for 12 yards (tackle by Chris Crocker),0.670,1.470
4,13:25,1,10,IND 38,10,20,Delone Carter left guard for 2 yards (tackle by Micah Johnson and Reggie Nelson),1.470,1.190
4,12:54,2,8,IND 40,10,20,Curtis Painter pass complete short right to Dallas Clark for 17 yards (tackle by Bart Johnson),1.190,2.720
4,12:29,1,10,CIN 43,10,20,Curtis Painter pass complete short right to Reggie Wayne for 9 yards (tackle by Bart Johnson),2.720,3.390
4,11:51,2,1,CIN 34,10,20,Curtis Painter pass incomplete short middle intended for Delone Carter (defended by Bart Johnson),3.390,2.680
4,11:43,3,1,CIN 34,10,20,Curtis Painter up the middle for 2 yards (tackle by Micah Johnson),2.680,3.450
4,11:14,1,10,CIN 32,10,20,Curtis Painter pass complete short middle to Dallas Clark for 5 yards (tackle by Dan Skuta),3.450,3.580
4,10:48,2,5,CIN 27,10,20,"Curtis Painter pass incomplete deep right intended for Pierre Garcon. Penalty on Morgan Trent: Defensive Pass Interference, 26 yards (no play)",3.580,6.970
4,10:41,1,1,CIN 1,10,20,Curtis Painter up the middle for no gain (tackle by Frostee Rucker),6.970,5.910
4,10:14,2,1,CIN 1,10,20,Curtis Painter up the middle for no gain (tackle by Reggie Nelson and Pat Sims),5.910,5.170
4,9:38,3,1,CIN 1,16,20,"Curtis Painter pass complete short middle to Dallas Clark for 1 yard, touchdown",5.170,7.000
4,,,,CIN 2,17,20,"Adam Vinatieri kicks extra point good. Penalty on Domata Peko: Defensive Offside, 5 yards",0.000,0.000
4,,,,IND 40,17,20,"Pat McAfee kicks off 60 yards, touchback",0.000,0.280
4,9:33,1,10,CIN 20,17,20,"Cedric Benson right tackle for 1 yard (tackle by Pat Angerer). Penalty on Donald Lee: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,9:14,1,20,CIN 10,17,20,Andy Dalton pass complete short middle to Andre Caldwell for 7 yards (tackle by Kavell Conner and Ernie Sims),-0.760,-0.790
4,8:38,2,13,CIN 17,17,20,Andy Dalton pass complete short right to A.J. Green for 4 yards (tackle by Chris Rucker),-0.790,-0.820
4,7:57,3,9,CIN 21,17,20,"Andy Dalton pass complete short right to Jermaine Gresham for 5 yards (tackle by Ernie Sims). Penalty on Kyle Cook: Personal Foul, 13 yards",-0.820,-2.490
4,7:44,4,17,CIN 13,17,20,"Kevin Huber punts 47 yards, fair catch by Blair White",-2.490,-1.600
4,7:36,1,10,IND 40,17,20,Curtis Painter pass complete short right to Pierre Garcon for 2 yards (tackle by Bart Johnson),1.600,1.320
4,7:10,2,8,IND 42,17,20,Curtis Painter pass incomplete short middle intended for Austin Collie,1.320,0.630
4,7:04,3,8,IND 42,17,20,Curtis Painter pass complete short middle to Austin Collie for 8 yards (tackle by Dan Skuta),0.630,2.260
4,6:41,1,10,,17,20,Curtis Painter pass complete short middle to Dallas Clark for 16 yards (tackle by Reggie Nelson),2.260,3.310
4,6:16,1,10,CIN 34,17,20,Donald Brown up the middle for no gain (tackle by Jonathan Fanene),3.310,2.770
4,5:53,2,10,CIN 34,17,20,Curtis Painter pass incomplete short middle intended for Pierre Garcon,2.770,2.080
4,5:47,3,10,CIN 34,17,20,Curtis Painter pass incomplete short right intended for Pierre Garcon,2.080,1.060
4,5:43,4,10,CIN 34,17,20,"Adam Vinatieri 52 yard field goal no good, blocked by Nate Clements",1.060,-1.800
4,5:38,1,10,CIN 43,17,20,Bernard Scott left guard for 1 yard (tackle by Kavell Conner),1.800,1.390
4,5:04,2,9,CIN 44,17,20,Bernard Scott left end for 1 yard (tackle by Philip Wheeler),1.390,0.830
4,4:22,3,8,CIN 45,17,20,Andy Dalton pass complete short left to Brian Leonard for 25 yards (tackle by Terrence Johnson),0.830,3.580
4,3:38,1,10,IND 30,17,20,Bernard Scott right guard for 3 yards (tackle by Antoine Bethea),3.580,3.440
4,3:32,,,,17,20,Timeout #2 by Indianapolis Colts,0.000,3.440
4,3:32,2,7,IND 27,17,20,Bernard Scott left tackle for -1 yards (tackle by Antoine Bethea),3.440,2.610
4,3:26,,,,17,20,Timeout #3 by Indianapolis Colts,0.000,2.610
4,3:26,3,8,IND 28,17,20,Brian Leonard left tackle for 3 yards (tackle by Antoine Bethea),2.610,1.850
4,2:42,4,5,IND 25,17,20,Mike Nugent 43 yard field goal no good,1.850,-1.140
4,2:36,1,10,IND 33,17,26,"Curtis Painter pass complete short right to Pierre Garcon for 2 yards (tackle by Reggie Nelson). Pierre Garcon fumbles (forced by Reggie Nelson), recovered by Carlos Dunlap at IND-35 and returned for 35 yards, touchdown. Penalty on Micah Johnson: Unsportsmanlike Conduct, 15 yards",1.140,-7.000
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,,,,IND 2,17,27,Mike Nugent kicks extra point good,0.000,0.000
4,,,,CIN 20,17,27,"Mike Nugent kicks off 80 yards, returned by Joe Lefeged for 15 yards (tackle by Gibril Wilson)",0.000,-0.220
4,2:18,1,10,IND 15,17,27,Curtis Painter pass incomplete deep left intended for Austin Collie is intercepted by Leon Hall at IND-34 and returned for 15 yards (tackle by Austin Collie),-0.220,-4.310
4,2:06,1,10,IND 19,17,27,Cedric Benson left end for 5 yards (tackle by Philip Wheeler),4.310,4.530
4,2:00,2,5,IND 14,17,27,Cedric Benson right tackle for 8 yards (tackle by Philip Wheeler),4.530,5.830
4,1:14,1,6,IND 6,17,27,Andy Dalton kneels for -1 yards,5.830,4.760
4,0:38,2,7,IND 7,17,27,Andy Dalton kneels for no gain,4.760,3.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
