Quarter,Time,Down,ToGo,Location,PHI,MIN,Detail,EPB,EPA
2,13:42,3,6,MIN 26,6,0,Tarvaris Jackson pass complete short right to Sidney Rice for 13 yards (tackle by Sheldon Brown),-0.290,1.530
2,12:57,1,10,MIN 39,6,0,Tarvaris Jackson pass complete short right to Visanthe Shiancoe for 7 yards (tackle by Quintin Mikell),1.530,1.930
2,12:25,2,3,MIN 46,6,0,Tarvaris Jackson pass incomplete deep left intended for Bernard Berrian,1.930,1.220
2,12:18,3,3,MIN 46,6,0,"Tarvaris Jackson pass incomplete short left intended for Aundrae Allison. Penalty on Sheldon Brown: Defensive Pass Interference, 6 yards (no play)",1.220,2.390
2,12:14,1,10,PHI 48,6,0,Adrian Peterson right end for 6 yards (tackle by Stewart Bradley),2.390,2.660
2,11:51,2,4,PHI 42,6,0,Adrian Peterson up the middle for 2 yards (tackle by Mike Patterson and Trent Cole),2.660,2.210
2,11:14,3,2,PHI 40,6,6,"Adrian Peterson up the middle for 40 yards, touchdown",2.210,7.000
2,,,,PHI 2,6,7,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,6,7,"Ryan Longwell kicks off 57 yards, returned by Quintin Demps for 15 yards (tackle by Benny Sapp)",0.000,0.810
2,10:59,1,10,PHI 28,6,7,Brian Westbrook right end for no gain (tackle by Antoine Winfield),0.810,0.260
2,10:32,2,10,PHI 28,6,7,Donovan McNabb pass complete short left to Kevin Curtis for 12 yards (tackle by Cedric Griffin),0.260,1.600
2,9:57,1,10,PHI 40,6,7,Donovan McNabb pass incomplete short right intended for DeSean Jackson (defended by Antoine Winfield),1.600,1.050
2,9:53,,,,6,7,Timeout #2 by Minnesota Vikings,0.000,1.050
2,9:53,2,10,PHI 40,6,7,Donovan McNabb pass complete short right to Jason Avant for 5 yards (tackle by Antoine Winfield),1.050,1.030
2,9:27,3,5,PHI 45,6,7,Donovan McNabb pass complete deep right to DeSean Jackson for 34 yards,1.030,4.170
2,8:59,1,10,MIN 21,6,7,Brian Westbrook right tackle for 3 yards (tackle by Fred Evans),4.170,4.040
2,8:19,2,7,MIN 18,6,7,Brian Westbrook left guard for 5 yards (tackle by Ben Leber),4.040,4.240
2,7:38,3,2,MIN 13,6,7,Donovan McNabb pass incomplete short left intended for Kevin Curtis,4.240,2.690
2,7:38,4,2,MIN 13,9,7,David Akers 31 yard field goal good,2.690,3.000
2,,,,PHI 30,9,7,"David Akers kicks off 66 yards, returned by Maurice Hicks for 25 yards (tackle by Hank Baskett)",0.000,0.870
2,7:24,1,10,MIN 29,9,7,Adrian Peterson left guard for 6 yards (tackle by Trent Cole and Akeem Jordan),0.870,1.140
2,6:48,2,4,MIN 35,9,7,Tarvaris Jackson pass incomplete short middle intended for Jim Kleinsasser (defended by Stewart Bradley),1.140,0.430
2,6:43,3,4,MIN 35,15,7,"Tarvaris Jackson pass incomplete short right intended for Sidney Rice is intercepted by Asante Samuel at MIN-44 and returned for 44 yards, touchdown. Penalty on PHI: Unsportsmanlike Conduct, 15 yards",0.430,-7.000
2,,,,MIN 2,16,7,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 15,16,7,"David Akers kicks off 73 yards, returned by Maurice Hicks for 24 yards (tackle by Omar Gaither)",0.000,1.330
2,6:28,1,10,MIN 36,16,7,Adrian Peterson right end for no gain (tackle by Trent Cole),1.330,0.790
2,5:50,2,10,MIN 36,16,7,Adrian Peterson up the middle for 6 yards (tackle by Brian Dawkins),0.790,0.890
2,5:06,3,4,MIN 42,16,7,Tarvaris Jackson pass complete short left to Bernard Berrian for 27 yards (tackle by Chris Clemons),0.890,3.510
2,4:26,1,10,PHI 31,16,7,Adrian Peterson right guard for 1 yard (tackle by Quintin Mikell),3.510,3.100
2,3:49,2,9,PHI 30,16,7,Tarvaris Jackson pass complete short middle to Bobby Wade for 10 yards (tackle by Quintin Mikell),3.100,4.240
2,3:14,1,10,PHI 20,16,7,Chester Taylor right guard for 8 yards (tackle by Stewart Bradley),4.240,5.040
2,2:31,2,2,PHI 12,16,7,Chester Taylor up the middle for 6 yards (tackle by Trent Cole and Quintin Mikell),5.040,5.830
2,2:00,1,6,PHI 6,16,7,Chester Taylor up the middle for 3 yards (tackle by Quintin Mikell and Trent Cole),5.830,5.530
2,1:55,,,,16,7,Timeout #1 by Philadelphia Eagles,0.000,5.530
2,1:55,2,3,PHI 3,16,13,"Adrian Peterson left tackle for 3 yards, touchdown",5.530,7.000
2,,,,PHI 2,16,14,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,16,14,"Ryan Longwell kicks off 64 yards, returned by Quintin Demps for 19 yards (tackle by Vinny Ciurciu)",0.000,0.610
2,1:46,1,10,PHI 25,16,14,Donovan McNabb pass complete short right to Jason Avant for 13 yards,0.610,1.470
2,1:40,1,10,PHI 38,16,14,Brian Westbrook left guard for no gain (tackle by Benny Sapp and Ellis Wyms),1.470,0.920
2,1:34,,,,16,14,Timeout #2 by Philadelphia Eagles,0.000,0.920
2,1:34,2,10,PHI 38,16,14,Donovan McNabb pass complete short middle to Brent Celek for 9 yards (tackle by Jared Allen),0.920,1.420
2,1:10,3,1,PHI 47,16,14,Donovan McNabb pass incomplete deep left intended for Kevin Curtis is intercepted by Cedric Griffin at MIN-13,1.420,0.320
2,1:10,1,10,MIN 13,16,14,Chester Taylor left end for no gain (tackle by Chris Gocong),-0.320,-0.770
2,0:37,2,10,MIN 13,16,14,Tarvaris Jackson pass incomplete short right intended for Bobby Wade,-0.770,-1.420
2,0:34,3,10,MIN 13,16,14,Chester Taylor left tackle for 3 yards (tackle by Sheldon Brown),-1.420,-2.390
2,0:29,,,,16,14,Timeout #3 by Philadelphia Eagles,0.000,-2.390
2,0:29,4,7,MIN 16,16,14,"Chris Kluwe punts 53 yards, returned by DeSean Jackson for 13 yards (tackle by Chad Greenway)",-2.390,-1.860
2,0:18,1,10,PHI 44,16,14,Donovan McNabb pass complete short left to Brian Westbrook for 9 yards (tackle by Cedric Griffin),1.860,2.530
2,0:13,2,1,MIN 47,16,14,Donovan McNabb pass incomplete short left intended for Brian Westbrook,2.530,1.820
2,0:08,3,1,MIN 47,16,14,Donovan McNabb pass complete short left to Brian Westbrook for 3 yards (tackle by Chad Greenway),1.820,2.260
Quarter,Time,Down,ToGo,Location,PHI,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,16,14,"David Akers kicks off 69 yards, returned by Maurice Hicks for 14 yards (tackle by Kyle Eckel)",0.000,-0.220
3,14:56,1,10,MIN 15,16,14,Tarvaris Jackson pass complete short right to Jim Kleinsasser for 17 yards (tackle by Quintin Mikell),-0.220,1.070
3,14:17,1,10,MIN 32,16,14,Adrian Peterson left tackle for no gain (tackle by Mike Patterson and Stewart Bradley),1.070,0.530
3,13:42,2,10,MIN 32,16,14,Adrian Peterson right end for 2 yards (tackle by Stewart Bradley),0.530,0.100
3,13:42,3,8,MIN 34,16,14,Tarvaris Jackson pass complete short middle to Jim Kleinsasser for 17 yards (tackle by Akeem Jordan),0.100,2.320
3,12:21,1,10,PHI 49,16,14,"Chester Taylor up the middle for no gain. Penalty on Trent Cole: Defensive Offside, 5 yards (no play)",2.320,3.050
3,12:02,1,5,PHI 44,16,14,Adrian Peterson up the middle for no gain (tackle by Quintin Mikell and Mike Patterson),3.050,2.460
3,11:27,2,5,PHI 44,16,14,Chester Taylor left guard for -1 yards (tackle by Mike Patterson),2.460,1.620
3,10:44,3,6,PHI 45,16,14,"Tarvaris Jackson sacked by Brian Dawkins for -8 yards. Tarvaris Jackson fumbles (forced by Brian Dawkins), recovered by Tarvaris Jackson at MIN-44",1.620,-0.460
3,10:15,4,17,MIN 44,16,14,"Chris Kluwe punts 47 yards, returned by DeSean Jackson for no gain. Penalty on Sean Considine: Offensive Holding, 4 yards",-0.460,0.380
3,10:08,1,10,PHI 5,16,14,Donovan McNabb pass incomplete deep middle intended for Matt Schobel,-0.380,-0.780
3,10:03,2,10,PHI 5,16,14,Brian Westbrook up the middle for -1 yards (tackle by Chad Greenway and Brian Robison),-0.780,-1.540
3,9:20,3,11,PHI 4,16,14,Donovan McNabb pass complete short middle to Jason Avant for 12 yards (tackle by Madieu Williams),-1.540,-0.140
3,8:43,1,10,PHI 16,16,14,Brian Westbrook left guard for 2 yards (tackle by Tyrell Johnson),-0.140,-0.350
3,8:05,2,8,PHI 18,16,14,Donovan McNabb pass complete short right to Brent Celek for 13 yards (tackle by Antoine Winfield),-0.350,1.000
3,7:21,1,10,PHI 31,16,14,Donovan McNabb pass complete deep right to Brent Celek for 19 yards (tackle by Tyrell Johnson),1.000,2.260
3,6:39,1,10,,16,14,Donovan McNabb pass complete short middle to Matt Schobel for 7 yards (tackle by Chad Greenway),2.260,2.660
3,6:04,2,3,MIN 43,16,14,Donovan McNabb pass incomplete short left intended for Kevin Curtis (defended by Jared Allen),2.660,1.950
3,6:02,3,3,MIN 43,16,14,Donovan McNabb pass complete short right to Jason Avant for 5 yards (tackle by Benny Sapp),1.950,3.050
3,5:17,1,10,MIN 38,16,14,DeSean Jackson left end for 2 yards (tackle by Cedric Griffin),3.050,2.780
3,4:44,2,8,MIN 36,16,14,Brian Westbrook left end for 1 yard (tackle by Cedric Griffin),2.780,2.210
3,4:14,3,7,MIN 35,16,14,Donovan McNabb sacked by Napoleon Harris for -8 yards,2.210,0.400
3,3:47,4,15,MIN 43,16,14,"Saverio Rocca punts 33 yards, fair catch by Bobby Wade",0.400,0.380
3,3:41,1,10,MIN 10,16,14,Chester Taylor up the middle for 6 yards (tackle by Trent Cole),-0.380,-0.230
3,3:03,2,4,MIN 16,16,14,Adrian Peterson right tackle for 3 yards (tackle by Trent Cole and Juqua Parker),-0.230,-0.370
3,2:21,3,1,MIN 19,16,14,Adrian Peterson right tackle for no gain (tackle by Chris Gocong),-0.370,-2.140
3,1:43,4,1,MIN 19,16,14,Chris Kluwe punts 51 yards,-2.140,-2.920
3,1:31,1,10,MIN 40,16,14,Brian Westbrook up the middle for 2 yards (tackle by Kevin Williams),2.920,2.640
3,0:52,2,8,MIN 38,16,14,"Donovan McNabb sacked by Jared Allen for -8 yards. Donovan McNabb fumbles (forced by Jared Allen), recovered by Fred Evans at MIN-46 (tackle by Jamaal Jackson)",2.640,-1.990
3,0:44,1,10,MIN 46,16,14,Tarvaris Jackson pass incomplete short right intended for Bobby Wade,1.990,1.450
3,0:40,2,10,MIN 46,16,14,Adrian Peterson up the middle for 5 yards (tackle by Akeem Jordan and Trent Cole),1.450,1.420
Quarter,Time,Down,ToGo,Location,PHI,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,PHI 49,16,14,Tarvaris Jackson pass incomplete deep right intended for Bernard Berrian,1.420,0.000
4,14:52,4,5,PHI 49,16,14,Chris Kluwe punts 45 yards,0.000,0.380
,,,,,,,"MIN challenged the touchback ruling, and the original play was overturned.",,
4,14:38,1,10,PHI 4,16,14,Brian Westbrook right end for 1 yard (tackle by Benny Sapp),-0.380,-0.710
4,13:55,2,9,PHI 5,16,14,Donovan McNabb pass complete short middle to Jason Avant for 12 yards (tackle by Brian Robison),-0.710,-0.060
4,13:12,1,10,PHI 17,16,14,Donovan McNabb pass complete short middle to Reggie Brown for 9 yards (tackle by Ben Leber),-0.060,0.750
4,12:36,2,1,PHI 26,16,14,Brian Westbrook up the middle for 3 yards (tackle by Antoine Winfield and Fred Evans),0.750,0.870
4,11:57,1,10,PHI 29,16,14,Donovan McNabb pass complete short left to Kevin Curtis for 14 yards (tackle by Chad Greenway),0.870,1.800
4,11:16,1,10,PHI 43,16,14,Brian Westbrook up the middle for no gain (tackle by Antoine Winfield and Benny Sapp),1.800,1.250
4,10:35,2,10,PHI 43,16,14,"Penalty on Nick Cole: False Start, 5 yards (no play)",1.250,0.580
4,10:13,2,15,PHI 38,16,14,Donovan McNabb pass complete short left to Kevin Curtis for 8 yards (tackle by Cedric Griffin),0.580,0.960
4,9:25,3,7,PHI 46,16,14,Donovan McNabb pass incomplete short middle intended for Hank Baskett,0.960,-0.320
4,9:18,4,7,PHI 46,16,14,Saverio Rocca punts 35 yards,-0.320,-0.150
4,9:10,1,10,MIN 19,16,14,Adrian Peterson left end for 5 yards (tackle by Trent Cole),0.150,0.340
4,8:33,2,5,MIN 24,16,14,Tarvaris Jackson pass complete short right to Sidney Rice for 14 yards (tackle by Brian Dawkins),0.340,1.470
4,8:08,1,10,MIN 38,16,14,Adrian Peterson left tackle for 2 yards (tackle by Chris Gocong and Juqua Parker),1.470,1.190
4,7:31,2,8,MIN 40,16,14,"Penalty on Bernard Berrian: False Start, 5 yards (no play)",1.190,0.520
4,7:12,2,13,MIN 35,16,14,Tarvaris Jackson pass incomplete short left intended for Bernard Berrian (defended by Sheldon Brown),0.520,-0.160
4,7:07,3,13,MIN 35,16,14,Tarvaris Jackson pass incomplete short right intended for Visanthe Shiancoe,-0.160,-1.040
4,7:02,4,13,MIN 35,16,14,Chris Kluwe punts 36 yards,-1.040,-0.870
4,6:53,1,10,PHI 29,22,14,"Donovan McNabb pass complete short right to Brian Westbrook for 71 yards, touchdown",0.870,7.000
4,,,,MIN 2,23,14,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,23,14,"David Akers kicks off 71 yards, returned by Maurice Hicks for 26 yards (tackle by Torrance Daniels)",0.000,0.610
4,6:32,1,10,MIN 25,23,14,Tarvaris Jackson pass incomplete short left intended for Bobby Wade,0.610,0.060
4,6:28,2,10,MIN 25,23,14,Tarvaris Jackson pass incomplete short right intended for Chester Taylor (defended by Chris Clemons),0.060,-0.620
4,6:24,3,10,MIN 25,23,14,Tarvaris Jackson pass incomplete deep left intended for Bobby Wade,-0.620,-1.700
4,6:19,4,10,MIN 25,23,14,"Chris Kluwe punts 53 yards, returned by DeSean Jackson for 4 yards (tackle by Marcus McCauley)",-1.700,-0.670
4,6:07,1,10,PHI 26,23,14,Brian Westbrook left tackle for 2 yards (tackle by Chad Greenway),0.670,0.400
4,5:23,2,8,PHI 28,23,14,Donovan McNabb pass complete short left to Brent Celek for -4 yards (tackle by Madieu Williams),0.400,-0.820
4,4:37,3,12,PHI 24,23,14,Brian Westbrook up the middle for 10 yards (tackle by Tyrell Johnson),-0.820,-1.110
4,3:52,4,2,PHI 34,23,14,Saverio Rocca punts 51 yards,-1.110,0.220
4,3:41,1,10,MIN 15,23,14,Tarvaris Jackson pass incomplete short left intended for Sidney Rice (defended by Sheldon Brown),-0.220,-0.710
4,3:37,2,10,MIN 15,23,14,Tarvaris Jackson pass incomplete deep right intended for Sidney Rice,-0.710,-1.370
4,3:33,3,10,MIN 15,23,14,"Tarvaris Jackson pass incomplete deep left intended for Bernard Berrian. Penalty on Akeem Jordan: Roughing the Passer, 15 yards (no play)",-1.370,0.940
4,3:29,1,10,MIN 30,23,14,Tarvaris Jackson pass complete short left to Bobby Wade for 3 yards (tackle by Joselio Hanson),0.940,0.800
4,3:24,2,7,MIN 33,23,14,Tarvaris Jackson up the middle for 17 yards (tackle by Quintin Mikell),0.800,2.260
4,2:53,1,10,,23,14,"Tarvaris Jackson for no gain. Tarvaris Jackson fumbles, recovered by Juqua Parker at MIN-47 (tackle by Tarvaris Jackson)",2.260,-2.460
4,2:49,1,10,MIN 47,23,14,Brian Westbrook right end for 3 yards (tackle by Chad Greenway),2.460,2.320
4,2:45,,,,23,14,Timeout #1 by Minnesota Vikings,0.000,2.320
4,2:45,2,7,MIN 44,23,14,Donovan McNabb pass complete short left to Brent Celek for 12 yards (tackle by Madieu Williams),2.320,3.450
4,2:34,,,,23,14,Timeout #2 by Minnesota Vikings,0.000,3.450
4,2:34,1,10,MIN 32,23,14,Brian Westbrook right guard for no gain (tackle by Chad Greenway),3.450,2.900
4,2:30,,,,23,14,Timeout #3 by Minnesota Vikings,0.000,2.900
4,2:30,2,10,MIN 32,23,14,Brian Westbrook up the middle for -1 yards (tackle by Madieu Williams). Penalty on Matt Schobel: Offensive Holding (Declined),2.900,2.080
4,2:22,3,11,MIN 33,23,14,Brian Westbrook left guard for 6 yards (tackle by Ellis Wyms and Kevin Williams),2.080,1.720
4,2:00,4,5,MIN 27,26,14,David Akers 45 yard field goal good,1.720,3.000
4,,,,PHI 30,26,14,"David Akers kicks off 77 yards, returned by Adrian Peterson for 20 yards (tackle by Tracy White)",0.000,-0.320
4,1:49,1,10,MIN 13,26,14,Tarvaris Jackson pass complete short right to Chester Taylor for 3 yards (tackle by Lito Sheppard),-0.320,-0.440
4,1:28,2,7,MIN 16,26,14,"Penalty on Ryan Cook: False Start, 5 yards (no play)",-0.440,-0.930
4,1:27,2,12,MIN 11,26,14,Tarvaris Jackson pass complete short middle to Chester Taylor for 10 yards (tackle by Juqua Parker),-0.930,-0.470
4,1:06,3,2,MIN 21,26,14,Tarvaris Jackson pass complete short right to Chester Taylor for 6 yards,-0.470,0.740
4,0:58,1,10,MIN 27,26,14,"Tarvaris Jackson up the middle for 13 yards (tackle by Chris Clemons). Penalty on Anthony Herrera: Offensive Holding, 10 yards (no play)",0.740,-0.170
4,0:48,1,20,MIN 17,26,14,Tarvaris Jackson pass incomplete deep right intended for Bernard Berrian (defended by Brian Dawkins),-0.170,-1.290
4,0:44,2,20,MIN 17,26,14,Tarvaris Jackson pass complete short right to Chester Taylor for 8 yards (tackle by Lito Sheppard),-1.290,-0.760
4,0:18,3,12,MIN 25,26,14,"Penalty on Ryan Cook: False Start, 5 yards (no play)",-0.760,-1.420
4,0:02,3,17,MIN 20,26,14,Tarvaris Jackson pass incomplete deep right intended for Sidney Rice,-1.420,-2.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
