Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
4,4:37,2,11,NYG 49,30,20,Ahmad Bradshaw left end for no gain (tackle by Charlie Peprah),1.580,0.000
4,4:31,,,,30,20,Timeout #2 by Green Bay Packers,0.000,0.890
4,4:31,3,11,NYG 49,30,20,Eli Manning pass complete deep middle to Victor Cruz for 17 yards (tackle by Charlie Peprah),0.890,3.310
4,3:45,1,10,GNB 34,30,20,Ahmad Bradshaw left end for 24 yards (tackle by Clay Matthews),3.310,0.000
4,3:30,,,,30,20,Timeout #3 by Green Bay Packers,0.000,4.910
4,3:30,1,10,GNB 10,30,20,Brandon Jacobs left end for -4 yards (tackle by Charlie Peprah and Tramon Williams),4.910,3.580
4,2:44,2,14,GNB 14,36,20,"Brandon Jacobs right end for 14 yards, touchdown",3.580,7.000
4,2:44,,,GNB 2,37,20,Lawrence Tynes kicks extra point good,0.000,0.000
4,2:36,,,NYG 35,37,20,"Lawrence Tynes kicks off 58 yards, returned by Randall Cobb for 24 yards (tackle by Greg Jones)",0.000,1.000
4,2:29,1,10,GNB 31,37,20,Aaron Rodgers pass complete short right to Jordy Nelson for 11 yards (tackle by Corey Webster),1.000,1.730
4,2:23,1,10,GNB 42,37,20,Aaron Rodgers sacked by Osi Umenyiora for -5 yards,1.730,0.510
4,2:02,2,15,GNB 37,37,20,Aaron Rodgers pass complete short left to James Starks for -1 yards (tackle by Michael Boley),0.510,-0.290
4,1:56,3,16,GNB 36,37,20,Aaron Rodgers pass incomplete deep middle intended for Jermichael Finley is intercepted by Deon Grant at NYG-43,-0.290,-1.800
4,1:47,1,10,NYG 43,37,20,Eli Manning kneels for no gain,1.800,1.250
4,1:04,2,10,NYG 43,37,20,Eli Manning kneels for -1 yards,1.250,0.430
4,0:36,3,11,NYG 42,37,20,Eli Manning kneels for -1 yards,0.430,-0.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
