Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
1,5:35,2,15,TAM 37,0,0,Michael Pittman left end for 2 yards (tackle by Brian Urlacher),0.510,0.100
1,4:48,3,13,TAM 39,0,0,Rob Johnson pass complete to Joe Jurevicius for 3 yards (tackle by Brian Urlacher),0.100,-0.590
1,4:06,4,10,TAM 42,0,0,Tom Tupa punts 27 yards,-0.590,-1.000
1,3:55,1,10,CHI 31,0,0,Adrian Peterson left tackle for 6 yards (tackle by Chartric Darby),1.000,1.270
1,3:19,2,4,CHI 37,0,0,Adrian Peterson right guard for 2 yards (tackle by Warren Sapp and John Lynch),1.270,0.830
1,2:33,3,2,CHI 39,0,0,Henry Burris left guard for 3 yards (tackle by Greg Spires),0.830,1.730
1,1:50,1,10,CHI 42,0,0,Henry Burris pass complete to Dez White for 4 yards (tackle by Derrick Brooks),1.730,1.730
1,1:08,2,6,CHI 46,0,0,Adrian Peterson right tackle for -1 yards (tackle by Warren Sapp and Shelton Quarles),1.730,0.890
1,0:25,3,7,CHI 45,0,0,"Penalty on Olin Kreutz: False Start, 5 yards (no play)",0.890,0.230
Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,12,CHI 40,0,0,"Henry Burris sacked by Ellis Wyms for -5 yards. Henry Burris fumbles (forced by Ellis Wyms), recovered by Henry Burris at CHI-36",0.230,-0.980
2,14:42,4,16,CHI 36,0,0,"Brad Maynard punts 39 yards, returned by Karl Williams for 7 yards (tackle by Rabih Abdullah)",-0.980,-1.070
2,14:33,1,10,TAM 32,0,0,Mike Alstott right guard for 14 yards (tackle by Mike Brown and R.W. McQuarters),1.070,1.990
2,13:48,1,10,TAM 46,0,0,Mike Alstott right guard for 1 yard (tackle by Joe Tafoya and Brian Urlacher),1.990,1.590
2,13:15,2,9,TAM 47,0,0,Rob Johnson pass incomplete intended for Michael Pittman,1.590,0.890
2,13:12,3,9,TAM 47,0,0,Rob Johnson pass incomplete intended for Michael Pittman (defended by Brian Urlacher),0.890,-0.260
2,13:08,4,9,TAM 47,0,0,"Tom Tupa punts 50 yards, returned by Ahmad Merritt for no gain",-0.260,0.380
2,12:57,1,10,CHI 3,0,0,Henry Burris pass complete to Marty Booker for 4 yards (tackle by Brian Kelly and Shelton Quarles),-0.380,-0.490
2,12:28,2,6,CHI 7,0,0,Leon Johnson left tackle for 3 yards (tackle by Shelton Quarles),-0.490,-0.600
2,11:51,3,3,CHI 10,0,0,"Henry Burris pass incomplete intended for John Gilmore. Penalty on Derrick Brooks: Defensive Pass Interference, 2 yards (no play)",-0.600,-0.350
2,11:48,1,10,CHI 12,0,0,Leon Johnson left tackle for 3 yards (tackle by Ronde Barber and John Lynch),-0.350,-0.500
2,11:11,2,7,CHI 15,0,0,Henry Burris left end for 5 yards (tackle by Warren Sapp),-0.500,-0.480
2,10:25,3,2,CHI 20,0,0,Henry Burris pass incomplete intended for Dez White,-0.480,-2.030
2,10:21,4,2,CHI 20,0,0,Brad Maynard punts 40 yards,-2.030,-1.600
2,10:10,1,10,TAM 40,0,0,Rob Johnson pass complete to Keyshawn Johnson for 6 yards (tackle by R.W. McQuarters),1.600,1.860
2,9:31,2,4,TAM 46,0,0,Rob Johnson pass complete to Ken Dilger for 11 yards (tackle by Jerry Azumah),1.860,2.720
2,8:51,1,10,CHI 43,0,0,Rob Johnson pass complete to Mike Alstott for 4 yards (tackle by Rosevelt Colvin),2.720,2.720
2,8:10,2,6,CHI 39,0,0,Mike Alstott left tackle for 4 yards (tackle by Joe Tafoya),2.720,2.540
2,7:26,2,6,CHI 39,,,Timeout #2 by Tampa Bay Buccaneers,2.720,2.540
2,7:26,3,2,CHI 35,0,0,Rob Johnson pass complete to Rickey Dudley for 6 yards (tackle by Jerry Azumah),2.540,3.640
2,6:45,1,10,CHI 29,0,0,Rob Johnson sacked by Michael Green for -10 yards,3.640,1.750
2,6:16,2,20,CHI 39,0,0,Michael Pittman left end for 8 yards (tackle by Michael Green and Jerry Azumah),1.750,2.150
2,5:36,3,12,CHI 31,0,0,Michael Pittman right end for 12 yards (tackle by Mike Brown),2.150,4.310
2,4:58,1,10,CHI 19,0,0,Mike Alstott right guard for 4 yards (tackle by Joe Tafoya and Brian Urlacher),4.310,4.350
2,4:16,2,6,CHI 15,0,0,Michael Pittman right end for 3 yards (tackle by Bobbie Howard),4.350,4.190
2,3:32,3,3,CHI 12,0,0,Rob Johnson pass incomplete,4.190,2.730
2,3:26,4,3,CHI 12,3,0,Martin Gramatica 30 yard field goal good,2.730,3.000
2,3:26,,,TAM 30,3,0,"Martin Gramatica kicks off 70 yards, touchback",0.000,0.280
2,3:22,1,10,CHI 20,3,0,Henry Burris pass complete to John Gilmore for 30 yards (tackle by John Lynch),0.280,2.260
2,2:30,1,10,,3,0,Henry Burris pass complete to Marty Booker for 7 yards (tackle by Alshermond Singleton and Derrick Brooks),2.260,2.660
2,2:00,2,3,TAM 43,3,0,Henry Burris left guard for 4 yards (tackle by Nate Webster),2.660,2.980
2,1:16,1,10,TAM 39,3,0,Adrian Peterson left tackle for 14 yards (tackle by Ronde Barber),2.980,3.910
2,1:09,1,10,TAM 39,,,Timeout #1 by Chicago Bears,2.980,3.910
2,1:09,1,10,TAM 25,3,0,Henry Burris pass incomplete intended for Marty Booker is intercepted by Derrick Brooks at TAM-22 and returned for 44 yards,3.910,-3.310
2,1:00,1,10,CHI 34,3,0,Rob Johnson pass complete to Keyshawn Johnson for 16 yards (tackle by Michael Green),3.310,4.370
2,0:30,1,10,CHI 18,3,0,Michael Pittman right end for 4 yards (tackle by Bryan Robinson),4.370,4.430
2,0:12,2,6,CHI 14,3,0,Rob Johnson pass incomplete,4.430,3.630
2,0:11,3,6,CHI 14,3,0,Rob Johnson pass incomplete intended for Keyshawn Johnson (defended by Jerry Azumah),3.630,2.530
2,0:06,4,6,CHI 14,6,0,Martin Gramatica 32 yard field goal good,2.530,3.000
2,0:06,,,TAM 30,6,0,"Martin Gramatica kicks off 62 yards, returned by Ahmad Merritt for 34 yards (tackle by Corey Ivy)",0.000,0.940
Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,6,0,"Martin Gramatica kicks off 60 yards, returned by Ahmad Merritt for 25 yards (tackle by Jack Golden)",0.000,1.270
3,14:55,1,10,CHI 35,6,0,Henry Burris pass complete to Marty Booker for 8 yards (tackle by Brian Kelly),1.270,1.800
3,14:26,2,2,CHI 43,6,0,Leon Johnson left tackle for 1 yard (tackle by Alshermond Singleton and Derrick Brooks),1.800,1.220
3,13:48,3,1,CHI 44,6,0,Leon Johnson right guard for 2 yards (tackle by Warren Sapp),1.220,1.990
3,13:05,1,10,CHI 46,6,0,Marty Booker pass incomplete intended for Marcus Robinson,1.990,1.450
3,12:58,2,10,CHI 46,6,0,"Penalty on Henry Burris: Delay of Game, 5 yards (no play)",1.450,0.780
3,12:58,2,15,CHI 41,6,0,Henry Burris pass incomplete intended for Marty Booker,0.780,0.100
3,12:53,3,15,CHI 41,6,0,Henry Burris pass incomplete intended for Marty Booker,0.100,-0.650
3,12:45,4,15,CHI 41,6,0,"Brad Maynard punts 47 yards, out of bounds",-0.650,0.350
3,12:37,1,10,TAM 12,6,0,Michael Pittman right tackle for 4 yards (tackle by Brian Urlacher),-0.350,-0.370
3,12:01,2,6,TAM 16,6,0,Rob Johnson pass complete to Keyshawn Johnson for 5 yards (tackle by Bobbie Howard),-0.370,-0.370
3,11:24,3,1,TAM 21,6,0,Rob Johnson for 21 yards (tackle by Rosevelt Colvin),-0.370,1.730
3,10:54,1,10,TAM 42,6,0,Mike Alstott left guard for no gain (tackle by Brian Urlacher and Eric Joyce),1.730,1.190
3,10:12,2,10,TAM 42,6,0,Rob Johnson for 6 yards (tackle by Michael Green),1.190,1.290
3,9:25,3,4,TAM 48,6,0,Rob Johnson pass incomplete intended for Joe Jurevicius (defended by Bryan Robinson). Penalty on Kenyatta Walker: Illegal Use of Hands (Declined),1.290,-0.190
3,9:21,4,4,TAM 48,6,0,"Tom Tupa punts 32 yards, returned by Leon Johnson for 13 yards (tackle by Jermaine Phillips)",-0.190,-1.140
3,9:12,1,10,CHI 33,6,0,Adrian Peterson left tackle for 4 yards (tackle by Chartric Darby),1.140,1.130
3,8:41,2,6,CHI 37,6,0,Henry Burris pass complete to Daimon Shelton for 8 yards (tackle by Brian Kelly and Alshermond Singleton),1.130,1.930
3,8:01,1,10,CHI 45,6,0,Henry Burris pass incomplete intended for Adrian Peterson,1.930,1.380
3,7:57,2,10,CHI 45,6,0,Adrian Peterson right end for 14 yards (tackle by Simeon Rice),1.380,2.850
3,7:25,1,10,TAM 41,6,0,Adrian Peterson left guard for 3 yards (tackle by Warren Sapp),2.850,2.710
3,6:41,2,7,TAM 38,6,0,Henry Burris pass incomplete intended for Stanley Pritchett,2.710,2.020
3,6:36,3,7,TAM 38,6,0,Henry Burris pass incomplete intended for Marty Booker,2.020,0.720
3,6:32,4,7,TAM 38,6,0,"Brad Maynard punts 38 yards, touchback",0.720,-0.280
3,6:22,1,10,TAM 20,6,0,Michael Pittman right end for 8 yards (tackle by Michael Green),0.280,0.810
3,5:45,2,2,TAM 28,6,0,Michael Pittman right end for 4 yards (tackle by Bobbie Howard),0.810,1.070
3,5:15,1,10,TAM 32,6,0,Rob Johnson pass complete to Keyshawn Johnson for 3 yards (tackle by Bobbie Howard),1.070,0.930
3,4:36,2,7,TAM 35,6,0,Michael Pittman right tackle for 4 yards (tackle by Alfonso Boone),0.930,0.760
3,3:54,3,3,TAM 39,6,0,Rob Johnson pass complete to Keyshawn Johnson for 11 yards (tackle by Mike Brown),0.760,2.260
3,3:10,1,10,,6,0,"Penalty on TAM: Illegal Substitution, 5 yards (no play)",2.260,1.930
3,2:53,1,15,TAM 45,6,0,Rob Johnson pass complete to Michael Pittman for 21 yards (tackle by Bobbie Howard and R.W. McQuarters),1.930,3.310
3,2:03,1,10,CHI 34,6,0,Mike Alstott right tackle for 4 yards (tackle by Mike Brown and Bobbie Howard),3.310,3.310
3,1:20,2,6,CHI 30,6,0,Rob Johnson pass complete to Keenan McCardell for 6 yards (tackle by Jerry Azumah),3.310,3.970
3,0:52,1,10,CHI 24,6,0,Michael Pittman left guard for 3 yards (tackle by Brian Urlacher and Bryan Robinson),3.970,3.840
3,0:12,2,7,CHI 21,6,0,Michael Pittman right guard for 3 yards (tackle by Bobbie Howard),3.840,3.570
Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,CHI 18,6,0,Rob Johnson pass complete to Keenan McCardell for 5 yards (tackle by Larry Whigham),3.570,4.710
4,14:35,1,10,CHI 13,6,0,Michael Pittman right guard for 1 yard (tackle by Rosevelt Colvin),4.710,4.220
4,13:56,2,9,CHI 12,6,0,Rob Johnson sacked by Brian Urlacher and Phillip Daniels for -3 yards,4.220,3.030
4,13:23,3,12,CHI 15,6,0,Rob Johnson pass incomplete. Penalty on Keyshawn Johnson: Offensive Pass Interference (Declined),3.030,2.440
4,13:16,4,12,CHI 15,9,0,Martin Gramatica 33 yard field goal good,2.440,3.000
4,13:16,,,TAM 30,9,0,"Martin Gramatica kicks off 70 yards, touchback",0.000,0.280
4,13:12,1,10,CHI 20,9,0,Henry Burris pass incomplete intended for Marty Booker is intercepted by Brian Kelly at CHI-47 and returned for -1 yards,0.280,-2.390
4,13:05,1,10,CHI 48,9,0,"Penalty on Roman Oben: False Start, 5 yards (no play)",2.390,2.060
4,13:05,1,15,TAM 47,9,0,Michael Pittman left end for 4 yards (tackle by Ernest Grant and Joe Tafoya),2.060,1.710
4,12:27,2,11,CHI 49,9,0,Rob Johnson pass complete to Michael Pittman for 7 yards (tackle by R.W. McQuarters),1.710,1.950
4,11:38,3,4,CHI 42,9,0,Rob Johnson pass complete to Ken Dilger for 16 yards (tackle by Brian Urlacher and Jerry Azumah),1.950,3.840
4,10:51,1,10,CHI 26,9,0,Mike Alstott right end for 7 yards (tackle by Mike Brown),3.840,4.270
4,10:12,2,3,CHI 19,9,0,Mike Alstott left guard for 2 yards (tackle by Ernest Grant and Joe Tafoya),4.270,3.950
4,9:28,3,1,CHI 17,9,0,Mike Alstott right guard for 5 yards (tackle by Phillip Daniels and Michael Green),3.950,4.780
4,8:39,1,10,CHI 12,9,0,Michael Pittman right end for 1 yard (tackle by Michael Green),4.780,4.270
4,7:53,2,9,CHI 11,9,0,Michael Pittman right guard for 3 yards (tackle by Phillip Daniels),4.270,3.930
4,7:11,3,6,CHI 8,9,0,Rob Johnson pass incomplete intended for Keyshawn Johnson,3.930,2.960
4,7:05,4,6,CHI 8,12,0,Martin Gramatica 26 yard field goal good,2.960,3.000
4,7:05,,,TAM 30,12,0,"Martin Gramatica kicks off 64 yards, returned by Ahmad Merritt for 24 yards (tackle by Corey Ivy)",0.000,0.940
4,6:55,1,10,CHI 30,12,0,Henry Burris pass complete to Dez White for 17 yards (tackle by Dexter Jackson),0.940,2.060
4,6:27,1,10,CHI 47,12,0,Henry Burris pass incomplete intended for Dez White is intercepted by Brian Kelly at TAM-37,2.060,-1.400
4,6:20,1,10,TAM 37,12,0,Mike Alstott right guard for -2 yards (tackle by Bobbie Howard),1.400,0.590
4,5:38,2,12,TAM 35,12,0,Michael Pittman right guard for 2 yards (tackle by Bobby Setzer and Ernest Grant),0.590,0.170
4,4:54,3,10,TAM 37,12,0,Michael Pittman right tackle for 7 yards (tackle by Mike Brown),0.170,-0.460
4,4:08,4,3,TAM 44,12,0,"Tom Tupa punts 41 yards, returned by R.W. McQuarters for 17 yards (tackle by Jermaine Phillips). Penalty on Aaron Stecker: Illegal Procedure, 5 yards (no play)",-0.460,-0.780
4,3:57,4,8,TAM 39,12,0,"Tom Tupa punts 61 yards, touchback",-0.780,-0.280
4,3:47,1,10,CHI 20,12,0,Henry Burris pass incomplete intended for Leon Johnson,0.280,-0.270
4,3:44,2,10,CHI 20,12,0,Henry Burris pass incomplete intended for Leon Johnson is intercepted by Dwight Smith at CHI-20 and returned for 2 yards,-0.270,-4.370
4,3:34,1,10,CHI 18,12,0,Mike Alstott right guard for 2 yards (tackle by Alex Brown),4.370,4.090
4,3:27,1,10,CHI 18,,,Timeout #1 by Chicago Bears,4.370,4.090
4,3:27,2,8,CHI 16,12,0,Michael Pittman right end for no gain (tackle by Bobbie Howard),4.090,3.300
4,3:20,2,8,CHI 16,,,Timeout #2 by Chicago Bears,4.090,3.300
4,3:20,3,8,CHI 16,12,0,Mike Alstott right end for 1 yard (tackle by Phillip Daniels),3.300,2.440
4,3:14,3,8,CHI 16,,,Timeout #3 by Chicago Bears,3.300,2.440
4,3:14,4,7,CHI 15,15,0,Martin Gramatica 33 yard field goal good,2.440,3.000
4,3:14,,,TAM 30,15,0,"Martin Gramatica kicks off 71 yards, returned by Ahmad Merritt for 23 yards (tackle by John Howell). Penalty on Marq Cerqua: Unnecessary Roughness, 11 yards",0.000,-0.370
4,3:09,1,10,CHI 11,15,0,Cory Sauter pass complete to Marty Booker for 6 yards (tackle by Derrick Brooks and Ronde Barber),-0.370,-0.160
4,2:38,2,4,CHI 17,15,0,Cory Sauter pass complete to Ahmad Merritt for 8 yards (tackle by John Lynch),-0.160,0.610
4,2:32,1,10,CHI 25,15,0,Cory Sauter left end for 1 yard (tackle by Ellis Wyms),0.610,0.200
4,2:09,2,9,CHI 26,15,0,Cory Sauter pass complete to Ahmad Merritt for 7 yards (tackle by Dwight Smith),0.200,0.430
4,2:00,3,2,CHI 33,15,0,Leon Johnson right guard for 5 yards (tackle by Ellis Wyms and Greg Spires),0.430,1.470
4,1:44,1,10,CHI 38,15,0,"Cory Sauter pass incomplete intended for Marty Booker. Penalty on Ronde Barber: Defensive Pass Interference, 4 yards (no play)",1.470,1.730
4,1:41,1,10,CHI 42,15,0,Cory Sauter pass incomplete intended for Marcus Robinson,1.730,1.190
4,1:36,2,10,CHI 42,15,0,Cory Sauter left end for 7 yards (tackle by Derrick Brooks),1.190,1.420
4,1:10,3,3,CHI 49,15,0,Cory Sauter pass incomplete intended for Marcus Robinson,1.420,-0.130
4,1:06,4,3,CHI 49,15,0,Cory Sauter pass complete to Leon Johnson for 31 yards (tackle by Dexter Jackson and John Lynch),-0.130,4.240
4,0:43,1,10,TAM 20,15,0,"Cory Sauter pass incomplete. Penalty on TAM: Defensive 12 On-field, 5 yards (no play)",4.240,5.190
4,0:42,1,5,TAM 15,15,0,Cory Sauter pass complete to Ahmad Merritt for -1 yards (tackle by Dexter Jackson),5.190,4.280
4,0:18,2,6,TAM 16,15,0,Cory Sauter pass incomplete intended for Ahmad Merritt,4.280,3.520
4,0:15,3,6,TAM 16,15,0,Cory Sauter pass complete to Ahmad Merritt for 8 yards (tackle by Ronde Barber),3.520,3.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
