Quarter,Time,Down,ToGo,Location,DEN,LVR,Detail,EPB,EPA
2,2:43,2,11,LVR 20,7,10,Aidan O'Connell pass incomplete deep left intended for Jakobi Meyers (defended by Fabian Moreau),-0.340,-1.020
2,2:37,3,11,LVR 20,7,10,Aidan O'Connell pass complete short left to DeAndre Carter for 3 yards (tackle by Fabian Moreau and Zach Allen),-1.020,-1.830
2,2:31,,,,,,Timeout #2 by Denver Broncos,,
2,2:31,4,8,LVR 23,7,10,"AJ Cole punts 49 yards, returned by Marvin Mims for 11 yards (tackle by DJ Turner)",-1.830,-1.530
2,2:22,1,10,DEN 39,7,10,"Jarrett Stidham pass incomplete deep right intended for Courtland Sutton. Penalty on Courtland Sutton: Offensive Pass Interference, 10 yards (accepted) (no play)",1.530,0.870
2,2:18,1,20,DEN 29,7,10,Jarrett Stidham pass incomplete short right intended for Samaje Perine,0.870,-0.360
2,2:13,2,20,DEN 29,7,10,Jarrett Stidham pass complete short middle to Samaje Perine for 5 yards (tackle by Amik Robertson and Nate Hobbs),-0.360,-0.360
2,2:00,3,15,DEN 34,7,10,Jarrett Stidham pass incomplete deep left intended for Courtland Sutton,-0.360,-1.110
2,1:55,4,15,DEN 34,7,10,Riley Dixon punts 64 yards downed by Ben Niemann,-1.110,0.380
2,1:43,1,10,LVR 2,7,10,Aidan O'Connell up the middle for 1 yard (tackle by Alex Singleton),-0.380,-0.710
2,1:38,,,,,,Timeout #3 by Denver Broncos,,
2,1:38,2,9,LVR 3,7,10,Zamir White up the middle for 25 yards (tackle by P.J. Locke and Ja'Quan McMillian),-0.710,0.810
2,1:17,1,10,LVR 28,7,10,Aidan O'Connell sacked by Nik Bonitto for -8 yards,0.810,-0.820
2,1:13,,,,,,Timeout #1 by Las Vegas Raiders,,
2,1:13,2,18,LVR 20,7,10,Aidan O'Connell pass complete short left to Davante Adams for 11 yards (tackle by Patrick Surtain),-0.820,-0.030
2,1:08,3,7,LVR 31,7,10,Aidan O'Connell pass complete short middle to Austin Hooper for 7 yards (tackle by P.J. Locke),-0.030,1.470
2,0:51,1,10,LVR 38,7,10,Aidan O'Connell pass incomplete short right intended for Jakobi Meyers,1.470,0.920
2,0:46,2,10,LVR 38,7,10,Aidan O'Connell pass complete deep right to Tre Tucker for 47 yards (tackle by Fabian Moreau),0.920,4.580
2,0:39,,,,,,Timeout #2 by Las Vegas Raiders,,
2,0:39,1,10,DEN 15,7,10,Aidan O'Connell pass incomplete short left intended for Davante Adams,4.580,3.950
2,0:35,2,10,DEN 15,7,10,Aidan O'Connell pass complete short middle to Ameer Abdullah for 7 yards (tackle by Josey Jewell),3.950,4.450
2,0:26,,,,,,Timeout #3 by Las Vegas Raiders,,
2,0:26,3,3,DEN 8,7,10,Aidan O'Connell pass complete short right to Austin Hooper for 5 yards (tackle by Alex Singleton),4.450,6.510
2,0:12,1,3,DEN 3,7,10,Aidan O'Connell spiked the ball,6.510,5.530
2,0:11,2,3,DEN 3,7,16,"Aidan O'Connell pass complete short left to Davante Adams for 3 yards, touchdown",5.530,7.000
2,0:07,,,DEN 15,7,17,Daniel Carlson kicks extra point good,0.000,0.000
2,0:07,,,LVR 35,7,17,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
2,0:07,1,10,DEN 25,7,17,Jarrett Stidham kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,DEN,LVR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,7,17,"Wil Lutz kicks off 67 yards, returned by DeAndre Carter for 26 yards (tackle by Justin Strnad and Ja'Quan McMillian)",0.000,0.540
3,14:54,1,10,LVR 24,7,17,Zamir White left guard for 3 yards (tackle by Baron Browning and Zach Allen),0.540,0.400
3,14:15,2,7,LVR 27,7,17,Aidan O'Connell pass incomplete short left,0.400,-0.300
3,14:10,3,7,LVR 27,7,17,Aidan O'Connell pass incomplete short left,-0.300,-1.570
3,14:03,4,7,LVR 27,7,17,"AJ Cole punts 59 yards, returned by Marvin Mims for 15 yards (tackle by Jakob Johnson)",-1.570,-0.870
3,13:52,1,10,DEN 29,7,17,Jarrett Stidham pass complete short middle to Javonte Williams for 9 yards (tackle by Robert Spillane and Marcus Epps),0.870,1.540
3,13:19,2,1,DEN 38,7,17,Javonte Williams left guard for 2 yards (tackle by Nate Hobbs),1.540,1.600
3,12:31,1,10,DEN 40,7,17,Javonte Williams right guard for 11 yards (tackle by Divine Deablo),1.600,2.320
3,11:50,1,10,LVR 49,7,17,Marvin Mims left end for 1 yard (tackle by Tre'von Moehrig),2.320,1.920
3,10:53,2,9,LVR 48,7,17,Jarrett Stidham pass incomplete deep right,1.920,1.220
3,10:46,3,9,LVR 48,7,17,Jarrett Stidham sacked by Adam Butler for -7 yards,1.220,-0.390
3,10:06,4,16,DEN 45,7,17,"Riley Dixon punts 55 yards, touchback.",-0.390,-0.280
3,9:55,1,10,LVR 20,7,17,Jimmy Garoppolo pass incomplete short right intended for Austin Hooper,0.280,-0.270
3,9:50,2,10,LVR 20,7,17,Zamir White up the middle for 4 yards (tackle by D.J. Jones),-0.270,-0.430
3,9:15,3,6,LVR 24,7,17,Jimmy Garoppolo sacked by Josey Jewell for no gain,-0.430,-1.770
3,8:37,4,6,LVR 24,7,17,"AJ Cole punts 60 yards, returned by Marvin Mims for 7 yards (tackle by Curtis Bolton). Penalty on Riley Moss: Offensive Illegal Block Above the Waist, 10 yards (accepted)",-1.770,0.320
3,8:25,1,10,DEN 13,7,17,Javonte Williams left end for 5 yards (tackle by Divine Deablo),-0.320,-0.140
3,7:50,2,5,DEN 18,7,17,Samaje Perine right end for 5 yards (tackle by Marcus Epps and Matthew Butler),-0.140,0.480
3,7:04,1,10,DEN 23,7,17,Jarrett Stidham pass complete short middle to Adam Trautman for 21 yards (tackle by Jack Jones),0.480,1.860
3,6:34,1,10,DEN 44,7,17,Jarrett Stidham pass complete short middle to Javonte Williams for 5 yards (tackle by Robert Spillane and Divine Deablo),1.860,1.990
3,5:56,2,5,DEN 49,7,17,Javonte Williams up the middle for 2 yards (tackle by Marcus Epps),1.990,1.550
3,5:11,3,3,LVR 49,7,17,Jarrett Stidham pass complete short left to Brandon Johnson for 6 yards (tackle by Amik Robertson),1.550,2.720
3,4:30,1,10,LVR 43,7,17,Jarrett Stidham pass incomplete deep middle intended for Lucas Krull (defended by Jack Jones),2.720,2.180
3,4:20,2,10,LVR 43,7,17,Jarrett Stidham pass complete short middle to Javonte Williams for 7 yards (tackle by Tre'von Moehrig and Robert Spillane),2.180,2.410
3,3:36,3,3,LVR 36,7,17,Jarrett Stidham pass incomplete deep left intended for Jerry Jeudy,2.410,0.890
3,3:30,4,3,LVR 36,7,17,Jarrett Stidham pass incomplete deep middle intended for Brandon Johnson,0.890,-1.400
3,3:25,1,10,LVR 37,7,17,Zamir White left tackle for 8 yards (tackle by Alex Singleton and P.J. Locke),1.400,1.940
3,2:47,2,2,LVR 45,7,17,Zamir White up the middle for 4 yards (tackle by Josey Jewell),1.940,2.190
3,2:05,1,10,LVR 49,7,17,Zamir White left guard for no gain (tackle by Mike Purcell),2.190,1.650
3,1:25,2,10,LVR 49,7,17,Zamir White up the middle for 1 yard (tackle by D.J. Jones),1.650,1.090
3,0:46,3,9,LVR 50,7,17,Aidan O'Connell pass complete short right to Jakobi Meyers for 17 yards (tackle by Fabian Moreau),1.090,3.380
Quarter,Time,Down,ToGo,Location,DEN,LVR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 33,7,23,"Aidan O'Connell pass complete deep left to Jakobi Meyers for 33 yards, touchdown",3.380,7.000
4,14:53,,,DEN 15,7,24,Daniel Carlson kicks extra point good,0.000,0.000
4,14:53,,,LVR 35,7,24,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,14:53,1,10,DEN 25,7,24,Jarrett Stidham pass complete short right to Brandon Johnson for 25 yards (tackle by Marcus Epps),0.610,2.260
4,14:10,1,10,LVR 50,7,24,Jarrett Stidham scrambles right guard for 3 yards (tackle by Robert Spillane),2.260,2.120
4,13:25,2,7,LVR 47,7,24,Javonte Williams left guard for -3 yards (tackle by Maxx Crosby),2.120,1.030
4,12:44,3,10,LVR 50,7,24,Jarrett Stidham pass complete deep left to Jerry Jeudy for 47 yards (tackle by Divine Deablo),1.030,6.510
4,12:15,1,3,LVR 3,7,24,Jarrett Stidham pass complete short right to Javonte Williams for no gain (tackle by Marcus Epps and Robert Spillane),6.510,5.530
4,11:39,,,,,,Timeout #1 by Denver Broncos,,
4,11:39,,,,,,Timeout #1 by Las Vegas Raiders,,
4,11:39,2,3,LVR 3,7,24,Samaje Perine right tackle for 2 yards (tackle by Marcus Epps and Divine Deablo),5.530,5.170
4,10:56,3,1,LVR 1,7,24,"Jarrett Stidham aborted snap, recovered by Jarrett Stidham at LV-2 and returned for -1 yards",5.170,3.250
4,10:13,4,1,LVR 2,13,24,"Javonte Williams right guard for 2 yards, touchdown",3.250,7.000
4,10:09,,,LVR 15,14,24,Wil Lutz kicks extra point good,0.000,0.000
4,10:09,,,DEN 35,14,24,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,10:09,1,10,LVR 25,14,24,Zamir White left tackle for no gain (tackle by Alex Singleton and Fabian Moreau),0.610,0.060
4,9:32,2,10,LVR 25,14,24,Aidan O'Connell pass complete short left to Tre Tucker for 4 yards (tackle by Fabian Moreau),0.060,-0.100
4,8:47,3,6,LVR 29,14,24,Aidan O'Connell pass complete short middle to Davante Adams for 7 yards (tackle by Patrick Surtain),-0.100,1.330
4,8:03,1,10,LVR 36,14,24,Zamir White right guard for 1 yard (tackle by Jonathon Cooper and Alex Singleton),1.330,0.930
4,7:23,2,9,LVR 37,14,24,Zamir White left guard for 1 yard (tackle by Zach Allen),0.930,0.370
4,6:42,3,8,LVR 38,14,24,Aidan O'Connell pass complete short right to Jakobi Meyers for 11 yards (tackle by Justin Simmons),0.370,2.190
4,5:58,1,10,LVR 49,14,24,Zamir White up the middle for -1 yards (tackle by Mike Purcell and Jonathon Cooper),2.190,1.510
4,5:17,2,11,LVR 48,14,24,Aidan O'Connell pass complete short right to Austin Hooper for 21 yards (tackle by Patrick Surtain),1.510,3.510
4,4:52,,,,,,Timeout #2 by Denver Broncos,,
4,4:52,1,10,DEN 31,14,24,Tre Tucker left end for 11 yards (tackle by Alex Singleton),3.510,4.240
4,4:46,1,10,DEN 20,14,24,Zamir White right guard for no gain (tackle by Mike Purcell and Zach Allen),4.240,3.690
4,4:40,,,,,,Timeout #3 by Denver Broncos,,
4,4:40,2,10,DEN 20,14,24,Zamir White up the middle for 12 yards (tackle by Josey Jewell and Alex Singleton),3.690,5.370
4,3:55,1,8,DEN 8,14,24,Zamir White up the middle for 2 yards (tackle by D.J. Jones),5.370,4.950
4,3:18,2,6,DEN 6,14,24,Zamir White up the middle for 3 yards (tackle by Patrick Surtain and Alex Singleton),4.950,4.720
4,2:27,,,,,,Timeout #2 by Las Vegas Raiders,,
4,2:27,3,3,DEN 3,14,24,Aidan O'Connell pass incomplete short middle intended for Davante Adams,4.720,3.040
4,2:23,4,3,DEN 3,14,27,Daniel Carlson 21 yard field goal good,3.040,3.000
4,2:20,,,LVR 35,14,27,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,2:20,1,10,DEN 25,14,27,Jarrett Stidham pass complete short left to Samaje Perine for 7 yards (tackle by Amik Robertson),0.610,1.010
4,2:14,2,3,DEN 32,14,27,Jarrett Stidham pass incomplete deep right intended for Jerry Jeudy,1.010,0.300
4,2:08,3,3,DEN 32,14,27,Jarrett Stidham sacked by Malcolm Koonce for -7 yards,0.300,-1.700
4,2:00,4,10,DEN 25,14,27,Jarrett Stidham pass complete deep left to Brandon Johnson for 21 yards (tackle by Divine Deablo),-1.700,1.990
4,1:34,1,10,DEN 46,14,27,Jarrett Stidham pass complete short left to Samaje Perine for 11 yards (tackle by Robert Spillane),1.990,2.720
4,1:06,1,10,LVR 43,14,27,Jarrett Stidham pass deep right (defended by Adam Butler) intended for Jerry Jeudy is intercepted by Tre'von Moehrig at LV-17 and returned for no gain,2.720,0.060
4,1:01,1,10,LVR 17,14,27,Aidan O'Connell kneels for -1 yards,-0.060,-0.730
4,0:32,2,11,LVR 16,14,27,Aidan O'Connell kneels for -1 yards,-0.730,-1.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
