Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
2,14:14,1,10,PIT 20,10,13,Rashard Mendenhall up the middle for 2 yards (tackle by SenDerrick Marks),0.280,0.000
2,13:34,2,8,PIT 22,10,13,Ben Roethlisberger pass complete short right to Antonio Brown for 7 yards (tackle by Michael Griffin),0.000,0.230
2,13:03,3,1,PIT 29,10,13,Ben Roethlisberger pass incomplete short right intended for Isaac Redman (defended by SenDerrick Marks),0.230,-1.440
2,12:58,4,1,PIT 29,10,13,"Drew Butler punts 41 yards, fair catch by Darius Reynaud",-1.440,-0.940
2,12:50,1,10,TEN 30,10,13,Matt Hasselbeck pass complete short middle to Chris Johnson for 5 yards (tackle by Lawrence Timmons),0.940,1.070
2,12:18,2,5,TEN 35,10,13,"Chris Johnson right tackle for 4 yards (tackle by Ryan Clark). Penalty on David Stewart: Offensive Holding, 10 yards, Penalty on Craig Stevens: Offensive Holding (Declined)",1.070,0.260
2,12:05,2,11,TEN 29,10,13,Matt Hasselbeck pass incomplete deep right intended for Nate Washington (defended by Keenan Lewis),0.260,-0.430
2,11:59,3,11,TEN 29,10,13,"Penalty on Kendall Wright: False Start, 5 yards (no play)",-0.430,-1.090
2,11:59,3,16,TEN 24,10,13,Matt Hasselbeck pass incomplete deep left intended for Nate Washington. Penalty on Craig Stevens: Illegal Formation (Declined),-1.090,-1.770
2,11:54,4,16,TEN 24,10,13,"Brett Kern punts 61 yards, returned by Antonio Brown for 3 yards (tackle by Beau Brinkley)",-1.770,-0.040
2,11:40,1,10,PIT 18,10,13,Rashard Mendenhall up the middle for 5 yards (tackle by Jurrell Casey and Akeem Ayers),0.040,0.280
2,11:03,2,5,PIT 23,10,13,Ben Roethlisberger pass complete short right to Antonio Brown for -1 yards (tackle by Jason McCourty and Zach Brown),0.280,0.000
2,10:20,,,,10,13,Timeout #1 by Pittsburgh Steelers,0.000,-0.660
2,10:20,3,6,PIT 22,10,13,Ben Roethlisberger pass complete deep middle to Heath Miller for 17 yards (tackle by Colin McCarthy),-0.660,1.530
2,9:39,1,10,PIT 39,10,13,Ben Roethlisberger pass incomplete short right intended for Antonio Brown (defended by Derrick Morgan),1.530,0.990
2,9:33,2,10,PIT 39,10,13,Ben Roethlisberger pass complete short right to Rashard Mendenhall for 11 yards (tackle by Zach Brown),0.990,2.260
2,9:03,1,10,,10,13,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 2 yards (tackle by Alterraun Verner),2.260,1.980
2,8:21,2,8,TEN 48,10,13,Rashard Mendenhall up the middle for 2 yards (tackle by Jordan Babineaux),1.980,1.550
2,7:41,3,6,TEN 46,10,13,Ben Roethlisberger sacked by Derrick Morgan for -7 yards,1.550,-0.260
2,7:19,4,13,PIT 47,10,13,"Drew Butler punts 46 yards, returned by Darius Reynaud for 9 yards (tackle by Baron Batch)",-0.260,0.140
2,7:06,1,10,TEN 16,10,13,Matt Hasselbeck pass incomplete short right intended for Kenny Britt,-0.140,-0.660
2,7:02,2,10,TEN 16,10,13,Matt Hasselbeck pass complete short right to Kendall Wright for -1 yards (tackle by Keenan Lewis),-0.660,-1.470
2,6:18,3,11,TEN 15,10,13,Matt Hasselbeck sacked by Jason Worilds for -6 yards,-1.470,-2.490
2,5:49,4,17,TEN 9,10,13,"Brett Kern punts 47 yards, returned by Antonio Brown for 3 yards (tackle by Coty Sensabaugh)",-2.490,-2.060
2,5:36,1,10,PIT 47,10,13,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown,2.060,1.520
2,5:31,2,10,PIT 47,10,13,Isaac Redman up the middle for 3 yards (tackle by Jordan Babineaux),1.520,1.220
2,4:46,3,7,,10,13,Ben Roethlisberger pass incomplete deep middle intended for Emmanuel Sanders,1.220,-0.060
2,4:42,4,7,,10,13,"Drew Butler punts 36 yards, fair catch by Darius Reynaud",-0.060,0.280
2,4:34,1,10,TEN 14,10,13,Chris Johnson right tackle for 7 yards (tackle by Ryan Clark and Will Allen),-0.280,0.280
2,3:56,2,3,TEN 21,10,13,Chris Johnson left guard for 1 yard (tackle by Keenan Lewis and Jason Worilds),0.280,-0.440
2,3:16,3,2,TEN 22,10,13,Matt Hasselbeck pass complete short right to Kenny Britt for 5 yards (tackle by Keenan Lewis),-0.440,0.740
2,2:44,1,10,TEN 27,10,13,Chris Johnson up the middle for 7 yards (tackle by Keenan Lewis),0.740,1.140
2,2:12,2,3,TEN 34,10,13,Matt Hasselbeck pass incomplete short right intended for Quinn Johnson,1.140,0.430
2,2:08,3,3,TEN 34,10,13,Matt Hasselbeck pass complete short left to Damian Williams for 2 yards (tackle by Cortez Allen),0.430,-0.980
2,2:00,4,1,TEN 36,10,13,"Brett Kern punts 58 yards, returned by Chris Rainey for 7 yards (tackle by Taylor Thompson)",-0.980,0.320
2,1:49,1,10,PIT 13,10,13,Ben Roethlisberger pass complete deep left to Isaac Redman for 55 yards (tackle by Michael Griffin),-0.320,3.450
2,1:38,1,10,TEN 32,10,13,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown is intercepted by Jason McCourty at TEN-12,3.450,0.350
2,1:31,1,10,TEN 12,10,13,Chris Johnson up the middle for 9 yards (tackle by Ryan Clark),-0.350,0.420
2,1:10,2,1,TEN 21,10,13,Matt Hasselbeck pass complete short right to Jared Cook for 4 yards (tackle by Lawrence Timmons),0.420,0.610
2,0:45,1,10,TEN 25,10,13,Matt Hasselbeck pass complete short left to Jared Cook for 19 yards (tackle by Ryan Clark),0.610,1.860
2,0:38,1,10,TEN 44,10,13,Matt Hasselbeck pass incomplete deep right intended for Kenny Britt,1.860,1.320
2,0:34,2,10,TEN 44,10,13,Matt Hasselbeck pass incomplete short left intended for Damian Williams,1.320,0.630
2,0:29,3,10,TEN 44,10,13,Matt Hasselbeck pass complete short middle to Chris Johnson for 12 yards (tackle by Ryan Clark),0.630,2.650
2,0:22,1,10,PIT 44,10,13,Matt Hasselbeck pass incomplete deep middle intended for Nate Washington,2.650,2.110
2,0:16,2,10,PIT 44,10,13,Matt Hasselbeck pass incomplete deep middle intended for Nate Washington (defended by Cortez Allen),2.110,1.420
2,0:11,3,10,PIT 44,10,13,Matt Hasselbeck pass complete short right to Kendall Wright for 15 yards (tackle by Will Allen),1.420,3.640
2,0:04,1,10,PIT 29,10,16,Rob Bironas 47 yard field goal good,3.640,3.000
Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,10,16,"Rob Bironas kicks off 67 yards, returned by Chris Rainey for 27 yards (tackle by Robert Johnson)",0.000,0.610
3,14:51,1,10,PIT 25,10,16,"Ben Roethlisberger pass complete short right to David Paulson for 8 yards (tackle by Jason McCourty). Penalty on Akeem Ayers: Unnecessary Roughness, 15 yards",0.610,2.130
3,14:26,1,10,PIT 48,10,16,Rashard Mendenhall right guard for -2 yards (tackle by Akeem Ayers),2.130,1.310
3,13:44,2,12,PIT 46,10,16,Ben Roethlisberger pass complete short right to Heath Miller for 14 yards (tackle by Jason McCourty and Colin McCarthy),1.310,2.920
3,12:57,1,10,TEN 40,10,16,Isaac Redman right guard for 3 yards (tackle by Markelle Martin and Akeem Ayers),2.920,2.780
3,12:14,2,7,TEN 37,10,16,Ben Roethlisberger pass complete short middle to Isaac Redman for 13 yards (tackle by Zach Brown),2.780,3.970
3,11:24,1,10,TEN 24,10,16,Baron Batch left guard for 3 yards (tackle by Colin McCarthy and Akeem Ayers),3.970,3.840
3,10:43,2,7,TEN 21,10,16,Ben Roethlisberger pass complete short right to Antonio Brown for 7 yards (tackle by Ryan Mouton),3.840,4.650
3,10:00,1,10,TEN 14,10,16,Isaac Redman up the middle for 4 yards (tackle by Colin McCarthy and Markelle Martin),4.650,4.710
3,9:18,2,6,TEN 10,10,16,Ben Roethlisberger pass incomplete short right intended for Will Johnson,4.710,3.820
3,9:13,3,6,TEN 10,10,16,Ben Roethlisberger pass incomplete short middle intended for Mike Wallace,3.820,2.790
3,9:08,4,6,TEN 10,13,16,Shaun Suisham 28 yard field goal good,2.790,3.000
3,9:03,,,PIT 35,13,16,"Shaun Suisham kicks off 73 yards, returned by Darius Reynaud for 29 yards (tackle by Brandon Johnson)",0.000,0.340
3,8:56,1,10,TEN 21,13,16,Chris Johnson left tackle for 13 yards (tackle by Will Allen),0.340,1.200
3,8:17,1,10,TEN 34,13,16,Chris Johnson right tackle for 2 yards (tackle by Larry Foote and James Harrison),1.200,0.930
3,7:35,2,8,TEN 36,13,16,Matt Hasselbeck pass complete deep middle to Nate Washington for 25 yards (tackle by Ryan Clark),0.930,2.980
3,6:50,1,10,PIT 39,13,16,Matt Hasselbeck pass complete short left to Kendall Wright for 3 yards (tackle by Cameron Heyward and Al Woods),2.980,2.850
3,6:12,2,7,PIT 36,13,16,Matt Hasselbeck pass incomplete deep left intended for Kenny Britt,2.850,2.150
3,6:06,3,7,PIT 36,13,16,"Matt Hasselbeck sacked by Larry Foote for -11 yards. Matt Hasselbeck fumbles (forced by Larry Foote), recovered by Matt Hasselbeck at PIT-47",2.150,0.130
3,5:25,4,18,PIT 47,13,16,"Brett Kern punts 47 yards, touchback",0.130,-0.280
3,5:16,1,10,PIT 20,13,16,Isaac Redman right tackle for -1 yards (tackle by Markelle Martin),0.280,-0.460
3,4:42,2,11,PIT 19,13,16,Isaac Redman up the middle for 5 yards (tackle by Colin McCarthy),-0.460,-0.430
3,4:17,3,6,PIT 24,13,16,Ben Roethlisberger pass complete short middle to Heath Miller for 11 yards (tackle by Jordan Babineaux),-0.430,1.270
3,3:36,1,10,PIT 35,13,16,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,1.270,0.720
,,,,,,,"TEN challenged the pass completion ruling, and the original play was overturned.",,
3,3:34,2,10,PIT 35,13,16,Ben Roethlisberger pass incomplete,0.720,0.040
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
3,3:31,3,10,PIT 35,13,16,Ben Roethlisberger pass complete short left to Heath Miller for 17 yards (tackle by Alterraun Verner),0.040,2.390
3,2:49,1,10,TEN 48,13,16,Baron Batch left guard for 3 yards (tackle by Akeem Ayers),2.390,2.250
3,2:10,2,7,TEN 45,13,16,Baron Batch up the middle for 10 yards (tackle by Jordan Babineaux),2.250,3.250
3,1:25,1,10,TEN 35,13,16,Baron Batch right guard for 2 yards (tackle by Markelle Martin and SenDerrick Marks),3.250,2.970
3,0:40,2,8,TEN 33,13,16,Baron Batch up the middle for no gain (tackle by Michael Griffin and Markelle Martin),2.970,2.280
3,0:01,3,8,TEN 33,13,16,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 10 yards (tackle by Alterraun Verner),2.280,4.040
Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 23,13,16,Ben Roethlisberger pass complete short right to Chris Rainey for 12 yards (tackle by SenDerrick Marks),4.040,4.840
4,14:29,1,10,TEN 11,13,16,"Ben Roethlisberger pass incomplete short left intended for Antonio Brown. Penalty on Ryan Mouton: Defensive Pass Interference, 10 yards (no play)",4.840,6.970
4,14:24,1,1,TEN 1,13,16,Baron Batch up the middle for no gain (tackle by Derrick Morgan and Kamerion Wimbley),6.970,5.910
4,13:44,2,1,TEN 1,13,16,Ben Roethlisberger pass incomplete short left intended for Heath Miller (defended by Zach Brown),5.910,5.170
4,13:39,3,1,TEN 1,19,16,"Baron Batch right guard for 1 yard, touchdown",5.170,7.000
4,13:39,,,TEN 2,20,16,Shaun Suisham kicks extra point good,0.000,0.000
4,13:34,,,PIT 35,20,16,"Shaun Suisham kicks off 72 yards, returned by Darius Reynaud for 32 yards (tackle by Curtis Brown)",0.000,0.610
4,13:27,1,10,TEN 25,20,16,Chris Johnson left tackle for 8 yards (tackle by Ike Taylor),0.610,1.140
4,12:45,2,2,TEN 33,20,16,Chris Johnson right guard for 1 yard (tackle by Ryan Clark),1.140,0.560
4,12:04,3,1,TEN 34,20,16,Matt Hasselbeck pass complete short right to Kendall Wright for 3 yards (tackle by Cortez Allen),0.560,1.400
4,11:27,1,10,TEN 37,20,16,Matt Hasselbeck pass complete short left to Nate Washington for 13 yards (tackle by Ike Taylor),1.400,2.260
4,10:47,1,10,,20,16,Chris Johnson right end for 2 yards (tackle by Jason Worilds),2.260,1.980
4,10:03,2,8,PIT 48,20,16,Matt Hasselbeck pass incomplete short middle intended for Kendall Wright is intercepted by Lawrence Timmons at PIT-48 and returned for 4 yards (tackle by Chris Johnson),1.980,-2.390
4,9:56,1,10,TEN 48,20,16,Ben Roethlisberger pass complete short right to Mike Wallace for 12 yards,2.390,3.180
4,9:11,1,10,TEN 36,20,16,Baron Batch up the middle for 2 yards (tackle by Colin McCarthy and Akeem Ayers),3.180,2.910
4,8:33,2,8,TEN 34,20,16,Ben Roethlisberger pass incomplete short middle intended for Heath Miller,2.910,2.210
4,8:27,3,8,TEN 34,20,16,Ben Roethlisberger pass incomplete deep middle intended for Emmanuel Sanders,2.210,1.060
4,8:22,4,8,TEN 34,23,16,Shaun Suisham 52 yard field goal good,1.060,3.000
4,8:18,,,PIT 35,23,16,"Shaun Suisham kicks off 65 yards, touchback",0.000,0.280
4,8:18,1,10,TEN 20,23,16,Chris Johnson up the middle for 12 yards (tackle by Brett Keisel),0.280,1.070
4,7:36,1,10,TEN 32,23,16,Matt Hasselbeck pass incomplete short right intended for Nate Washington (defended by Keenan Lewis),1.070,0.530
4,7:31,2,10,TEN 32,23,16,Matt Hasselbeck pass complete short middle to Kendall Wright for 16 yards (tackle by Ike Taylor and Will Allen),0.530,2.130
4,6:54,1,10,TEN 48,23,16,Chris Johnson right tackle for 2 yards (tackle by James Harrison),2.130,1.850
4,6:12,2,8,,23,16,Jamie Harper up the middle for no gain (tackle by Lawrence Timmons and Ryan Clark),1.850,1.160
4,5:35,3,8,,23,16,Matt Hasselbeck pass complete deep middle to Kendall Wright for 35 yards (tackle by Will Allen),1.160,4.580
4,4:51,1,10,PIT 15,23,16,Matt Hasselbeck pass incomplete short right intended for Nate Washington,4.580,3.950
4,4:44,2,10,PIT 15,23,16,Matt Hasselbeck pass incomplete short left intended for Kenny Britt (defended by Ike Taylor),3.950,3.100
4,4:40,3,10,PIT 15,23,16,"Matt Hasselbeck pass incomplete short left intended for Damian Williams (defended by Ike Taylor). Penalty on Ike Taylor: Defensive Holding, 5 yards (no play)",3.100,4.910
4,4:35,1,10,PIT 10,23,16,Chris Johnson left end for 5 yards (tackle by Ike Taylor),4.910,5.150
4,4:30,2,5,PIT 5,23,16,Matt Hasselbeck pass incomplete short left intended for Kenny Britt (defended by Ike Taylor),5.150,4.260
4,4:25,3,5,PIT 5,23,22,"Matt Hasselbeck pass complete short left to Kenny Britt for 5 yards, touchdown",4.260,7.000
4,4:25,,,PIT 2,23,23,Rob Bironas kicks extra point good,0.000,0.000
4,4:19,,,TEN 35,23,23,"Rob Bironas kicks off 65 yards, returned by Chris Rainey for 22 yards (tackle by Ryan Mouton). Penalty on Demarcus Van Dyke: Offensive Holding, 10 yards",0.000,-0.370
4,4:14,1,10,PIT 11,23,23,Ben Roethlisberger pass complete short middle to Emmanuel Sanders for 9 yards (tackle by Jordan Babineaux and Colin McCarthy),-0.370,0.360
4,3:35,2,1,PIT 20,23,23,Ben Roethlisberger pass complete deep right to Emmanuel Sanders for 22 yards (tackle by Jordan Babineaux),0.360,1.730
4,2:52,1,10,PIT 42,23,23,Baron Batch left guard for 2 yards (tackle by Markelle Martin),1.730,1.460
4,2:16,2,8,PIT 44,23,23,Ben Roethlisberger pass complete short right to Baron Batch for 3 yards (tackle by Jason McCourty),1.460,1.160
4,2:00,3,5,PIT 47,23,23,Ben Roethlisberger right tackle for 14 yards (tackle by Colin McCarthy). Penalty on Derrick Morgan: Defensive Offside (Declined),1.160,2.980
4,1:52,1,10,TEN 39,23,23,Ben Roethlisberger pass complete short right to Heath Miller for 4 yards (tackle by Jordan Babineaux),2.980,2.980
4,1:08,2,6,TEN 35,23,23,Baron Batch up the middle for -1 yards (tackle by Derrick Morgan),2.980,0.000
4,1:03,,,,23,23,Timeout #1 by Tennessee Titans,0.000,2.150
4,1:03,3,7,TEN 36,23,23,Ben Roethlisberger pass incomplete short middle intended for Heath Miller,2.150,0.000
4,0:54,,,,23,23,Timeout #1 by Pittsburgh Steelers,0.000,0.880
4,0:54,4,7,TEN 36,23,23,Shaun Suisham 54 yard field goal no good,0.880,-1.930
4,0:49,1,10,TEN 45,23,23,Matt Hasselbeck pass complete short left to Chris Johnson for 5 yards (tackle by Larry Foote),1.930,0.000
4,0:43,,,,23,23,Timeout #2 by Tennessee Titans,0.000,2.060
4,0:43,2,5,,23,23,Matt Hasselbeck pass incomplete short middle intended for Nate Washington,2.060,1.360
4,0:39,3,5,,23,23,Matt Hasselbeck pass complete short right to Jared Cook for 25 yards (tackle by Will Allen),1.360,3.910
4,0:32,1,10,PIT 25,23,23,Chris Johnson right tackle for 3 yards (tackle by Keenan Lewis and Brett Keisel),3.910,0.000
4,0:04,,,,23,23,Timeout #3 by Tennessee Titans,0.000,0.000
4,0:04,,,,23,23,Timeout #2 by Pittsburgh Steelers,0.000,3.770
4,0:03,2,7,PIT 22,23,26,Rob Bironas 40 yard field goal good,3.770,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
