Quarter,Time,Down,ToGo,Location,TAM,SDG,Detail,EPB,EPA
2,4:31,3,5,SDG 5,7,7,Brian Griese pass complete to Michael Clayton for 3 yards (tackle by Drayton Florence),4.260,3.250
2,3:47,4,2,SDG 2,7,7,"Jay Taylor 20 yard field goal good. Penalty on Ken Dilger: Tripping, 10 yards (no play)",3.250,2.630
2,3:44,4,12,SDG 12,7,7,Jay Taylor 30 yard field goal no good,2.630,-0.280
2,3:39,1,10,SDG 20,7,7,Drew Brees pass incomplete intended for Keenan McCardell,0.280,-0.270
2,3:35,2,10,SDG 20,7,7,Drew Brees pass complete to Keenan McCardell for 5 yards (tackle by Ronde Barber),-0.270,-0.300
2,2:51,3,5,SDG 25,7,7,Drew Brees pass complete to Kassim Osgood for 8 yards (tackle by Ronde Barber),-0.300,1.140
2,2:15,1,10,SDG 33,7,7,Drew Brees pass complete to Eric Parker for 13 yards (tackle by Brian Kelly). Penalty on Simeon Rice: Defensive Offside (Declined),1.140,1.990
2,2:00,1,10,SDG 46,7,7,LaDainian Tomlinson up the middle for 10 yards (tackle by Ronde Barber and Shelton Quarles),1.990,2.650
2,1:29,1,10,TAM 44,7,7,"Drew Brees sacked by Greg Spires for -5 yards. Penalty on Greg Spires: Face Mask (5 Yards), 5 yards",2.650,2.650
2,1:22,1,10,TAM 44,7,7,Drew Brees pass complete to Keenan McCardell for 18 yards (tackle by Dwight Smith),2.650,3.840
2,1:12,,,,7,7,Timeout #1 by San Diego Chargers,0.000,3.840
2,1:12,1,10,TAM 26,7,7,Drew Brees pass incomplete intended for LaDainian Tomlinson,3.840,3.300
2,1:06,2,10,TAM 26,7,7,LaDainian Tomlinson up the middle for 7 yards (tackle by Shelton Quarles),3.300,3.570
2,0:55,,,,7,7,Timeout #2 by San Diego Chargers,0.000,3.570
2,0:55,3,3,TAM 19,7,13,"Drew Brees pass complete to Kassim Osgood for 19 yards, touchdown",3.570,7.000
2,,,,TAM 2,7,14,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,7,14,"Nate Kaeding kicks off 66 yards, returned by Ian Smart for 23 yards (tackle by Matt Wilhelm)",0.000,0.740
2,0:43,1,10,TAM 27,7,14,Michael Pittman up the middle for 6 yards (tackle by Donnie Edwards),0.740,1.010
2,0:27,2,4,TAM 33,7,14,Brian Griese pass complete to Michael Pittman for 2 yards (tackle by Jamar Fletcher),1.010,0.560
2,0:17,,,,7,14,Timeout #3 by San Diego Chargers,0.000,0.560
2,0:17,3,2,TAM 35,7,14,Brian Griese pass complete to Michael Clayton for 17 yards (tackle by Quentin Jammer),0.560,2.390
2,0:10,,,,7,14,Timeout #2 by Tampa Bay Buccaneers,0.000,2.390
2,0:10,1,10,SDG 48,7,14,"Brian Griese pass complete to Michael Pittman for 3 yards (tackle by Drayton Florence). Penalty on Shaun Phillips: Defensive Offside, 5 yards (no play)",2.390,3.120
2,0:03,1,5,SDG 43,7,14,Brian Griese pass incomplete intended for Joey Galloway is intercepted by Quentin Jammer at SDG-1 and returned for 12 yards (tackle by Joey Galloway),3.120,0.000
Quarter,Time,Down,ToGo,Location,TAM,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,7,14,"Nate Kaeding kicks off 68 yards, returned by Ian Smart for 24 yards (tackle by Kassim Osgood)",0.000,0.670
3,14:54,1,10,TAM 26,7,14,Michael Pittman right tackle for 2 yards (tackle by Donnie Edwards and Steve Foley),0.670,0.400
3,14:18,2,8,TAM 28,7,14,Brian Griese for 3 yards (tackle by Jacques Cesaire),0.400,0.100
3,13:49,3,5,TAM 31,7,14,Brian Griese pass complete to Ken Dilger for 1 yard (tackle by Terrence Kiel),0.100,-1.240
3,13:14,4,4,TAM 32,7,14,"Josh Bidwell punts 43 yards, muffed catch by Eric Parker, recovered by Eric Parker and returned for no gain",-1.240,-0.280
3,13:03,1,10,SDG 20,7,14,LaDainian Tomlinson right tackle for 5 yards (tackle by Dwight Smith),0.280,0.410
3,12:26,2,5,SDG 25,7,14,Drew Brees for -4 yards (tackle by Chartric Darby),0.410,-0.820
3,11:50,3,9,SDG 21,7,14,LaDainian Tomlinson up the middle for 3 yards (tackle by Ian Gold and Derrick Brooks),-0.820,-1.770
3,11:16,4,6,SDG 24,7,14,"Mike Scifres punts 50 yards, returned by Joey Galloway for 6 yards (tackle by Justin Peelle)",-1.770,-1.070
3,11:04,1,10,TAM 32,7,14,Brian Griese pass complete to Tim Brown for 5 yards (tackle by Drayton Florence),1.070,1.200
3,10:38,2,5,TAM 37,7,14,Brian Griese pass incomplete intended for Joey Galloway,1.200,0.500
3,10:33,3,5,TAM 37,7,14,Brian Griese pass complete to Ken Dilger for 9 yards (tackle by Terrence Kiel),0.500,1.990
3,9:54,1,10,TAM 46,7,14,"Michael Pittman up the middle for no gain (tackle by Randall Godfrey and Jamal Williams). Penalty on Cosey Coleman: Offensive Holding, 10 yards (no play)",1.990,1.330
3,9:34,1,20,TAM 36,7,14,Brian Griese pass complete to Ken Dilger for 12 yards (tackle by Randall Godfrey),1.330,1.720
3,8:54,2,8,TAM 48,7,14,"Brian Griese pass incomplete intended for Michael Pittman. Penalty on Matt Stinchcomb: Face Mask (15 Yards), 15 yards (no play)",1.720,-0.310
3,8:48,2,23,TAM 33,7,14,Brian Griese pass complete to Michael Pittman for 8 yards (tackle by Donnie Edwards),-0.310,0.100
3,8:18,3,15,TAM 41,7,14,Brian Griese pass complete to Joe Jurevicius for 24 yards (tackle by Terrence Kiel),0.100,3.250
3,7:30,1,10,SDG 35,7,14,Michael Pittman up the middle for 1 yard (tackle by Randall Godfrey and Jamal Williams),3.250,2.840
3,6:54,2,9,SDG 34,7,14,Brian Griese pass complete to Will Heller for 4 yards (tackle by Donnie Edwards),2.840,2.680
3,6:17,3,5,SDG 30,7,14,Brian Griese pass complete to Joey Galloway for 20 yards (tackle by Terrence Kiel),2.680,4.910
3,5:46,1,10,SDG 10,7,14,Michael Pittman right end for 6 yards (tackle by Steve Foley and Terrence Kiel),4.910,5.340
3,5:07,2,4,SDG 4,7,14,Brian Griese pass incomplete intended for Jameel Cook (defended by Terrence Kiel),5.340,4.490
3,5:00,3,4,SDG 4,13,14,"Brian Griese pass complete to Joey Galloway for 4 yards, touchdown",4.490,7.000
3,,,,SDG 2,14,14,Jay Taylor kicks extra point good,0.000,0.000
3,,,,TAM 30,14,14,"Jay Taylor kicks off 63 yards, returned by Jesse Chatman for 12 yards (tackle by Will Allen)",0.000,0.150
3,4:51,1,10,SDG 19,14,14,Drew Brees pass complete to Justin Peelle for 9 yards (tackle by Ian Gold),0.150,0.880
3,4:16,2,1,SDG 28,14,14,Lorenzo Neal up the middle for 2 yards (tackle by Derrick Brooks and Will Allen),0.880,0.940
3,3:35,1,10,SDG 30,14,14,LaDainian Tomlinson up the middle for 1 yard (tackle by Shelton Quarles),0.940,0.530
3,3:02,2,9,SDG 31,14,14,Drew Brees pass complete to LaDainian Tomlinson for 10 yards (tackle by Ronde Barber),0.530,1.660
3,2:12,1,10,SDG 41,14,14,"Drew Brees pass incomplete intended for Eric Parker. Penalty on Shelton Quarles: Roughing the Passer, 15 yards (no play)",1.660,2.650
3,2:06,1,10,TAM 44,14,14,LaDainian Tomlinson up the middle for 35 yards (tackle by Dwight Smith),2.650,5.140
3,1:16,1,9,TAM 9,14,14,LaDainian Tomlinson up the middle for 2 yards (tackle by Chartric Darby),5.140,4.760
3,0:35,2,7,TAM 7,14,20,"LaDainian Tomlinson right tackle for 7 yards, touchdown",4.760,7.000
3,,,,TAM 2,14,21,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,14,21,"Nate Kaeding kicks off 62 yards, returned by Ian Smart for 25 yards (tackle by Terrence Kiel)",0.000,1.140
3,0:24,1,10,TAM 33,14,21,Michael Pittman right end for -2 yards (tackle by Quentin Jammer),1.140,0.320
Quarter,Time,Down,ToGo,Location,TAM,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,TAM 31,14,21,Brian Griese pass incomplete intended for Michael Pittman (defended by Donnie Edwards),0.320,-0.360
4,14:55,3,12,TAM 31,14,21,Brian Griese pass incomplete intended for Joey Galloway,-0.360,-1.310
4,14:50,4,12,TAM 31,14,21,"Josh Bidwell punts 39 yards, fair catch by Eric Parker",-1.310,-0.940
4,14:41,1,10,SDG 30,14,21,LaDainian Tomlinson up the middle for 5 yards (tackle by Shelton Quarles and Derrick Brooks),0.940,1.070
4,14:04,2,5,SDG 35,14,21,LaDainian Tomlinson up the middle for 1 yard (tackle by Ronde Barber),1.070,0.500
4,13:19,3,4,SDG 36,14,21,Drew Brees pass incomplete intended for Eric Parker (defended by Mario Edwards),0.500,-0.980
4,13:14,4,4,SDG 36,14,21,"Mike Scifres punts 49 yards, muffed catch by Joey Galloway, recovered by Joey Galloway and returned for no gain",-0.980,0.220
4,13:04,1,10,TAM 15,14,21,Brian Griese pass complete to Ian Smart for 5 yards (tackle by Donnie Edwards),-0.220,0.080
4,12:29,2,5,TAM 20,14,21,Brian Griese pass complete to Michael Clayton for 29 yards (tackle by Jerry Wilson),0.080,2.190
4,11:59,1,10,TAM 49,14,21,Brian Griese pass complete to Mike Alstott for 12 yards (tackle by Terrence Kiel),2.190,2.980
4,11:15,1,10,SDG 39,14,21,Mike Alstott up the middle for 2 yards (tackle by Jamal Williams),2.980,2.710
4,10:34,2,8,SDG 37,14,21,Brian Griese sacked by Ben Leber for -10 yards,2.710,0.700
4,9:58,3,18,SDG 47,14,21,Brian Griese pass complete to Tim Brown for 9 yards (tackle by Robb Butler),0.700,0.720
4,9:10,4,9,SDG 38,14,21,Penalty on Josh Bidwell: Delay of Game (Declined),0.720,0.720
4,8:58,4,9,SDG 38,14,21,Josh Bidwell punts 33 yards,0.720,0.380
4,8:50,1,10,SDG 5,14,21,"LaDainian Tomlinson up the middle for 5 yards (tackle by Dewayne White). Penalty on Dewayne White: Tripping, 10 yards",-0.380,0.280
4,8:30,1,10,SDG 20,14,21,LaDainian Tomlinson right tackle for no gain (tackle by Dwight Smith),0.280,-0.270
4,7:52,2,10,SDG 20,14,21,"LaDainian Tomlinson left end for 14 yards (tackle by Dwight Smith). LaDainian Tomlinson fumbles (forced by Dwight Smith), recovered by Dewayne White at SDG-37 (tackle by Nick Hardwick)",-0.270,-3.120
4,7:42,1,10,SDG 37,14,21,Michael Pittman right end for 2 yards (tackle by Quentin Jammer and Randall Godfrey),3.120,2.840
4,7:03,2,8,SDG 35,14,21,"Brian Griese pass incomplete intended for Joey Galloway. Penalty on Jerry Wilson: Personal Foul, 15 yards (no play)",2.840,4.240
4,6:59,1,10,SDG 20,20,21,"Brian Griese pass complete to Michael Clayton for 20 yards, touchdown",4.240,7.000
4,,,,SDG 2,21,21,Jay Taylor kicks extra point good,0.000,0.000
4,,,,TAM 30,21,21,"Jay Taylor kicks off 65 yards, returned by Jesse Chatman for 35 yards (tackle by Marquis Cooper)",0.000,1.600
4,6:41,1,10,SDG 40,21,21,Drew Brees sacked by Simeon Rice for -9 yards,1.600,-0.160
4,6:05,2,19,SDG 31,21,21,LaDainian Tomlinson up the middle for 2 yards (tackle by Dewayne White),-0.160,-0.560
4,5:23,3,17,SDG 33,21,21,Drew Brees pass complete to LaDainian Tomlinson for 2 yards (tackle by Ronde Barber),-0.560,-1.040
4,4:38,4,15,SDG 35,21,21,"Mike Scifres punts 49 yards, returned by Joey Galloway for -1 yards (tackle by Kassim Osgood)",-1.040,0.220
4,4:28,1,10,TAM 15,21,21,Brian Griese pass complete to Will Heller for 6 yards (tackle by Quentin Jammer),-0.220,0.210
4,4:22,2,4,TAM 21,21,21,Brian Griese pass complete to Michael Clayton for 5 yards (tackle by Quentin Jammer),0.210,0.670
4,4:18,1,10,TAM 26,21,27,"Brian Griese pass incomplete intended for Michael Clayton is intercepted by Donnie Edwards at TAM-30 and returned for 30 yards, touchdown. Penalty on TAM: Illegal Formation (Declined)",0.670,-7.000
4,,,,TAM 2,21,28,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,21,28,"Nate Kaeding kicks off 56 yards, returned by Ian Smart for 20 yards (tackle by George Layne)",0.000,1.200
4,4:03,1,10,TAM 34,21,28,Brian Griese pass complete to Brian Griese for -4 yards (tackle by Jason Fisk),1.200,0.120
4,3:24,2,14,TAM 30,21,28,Brian Griese pass incomplete intended for Michael Pittman,0.120,-0.560
4,3:19,3,14,TAM 30,21,28,"Brian Griese sacked by Steve Foley for -2 yards. Brian Griese fumbles (forced by Steve Foley), recovered by Shaun Phillips at TAM-28 (tackle by Cosey Coleman)",-0.560,-3.710
4,3:10,1,10,TAM 28,21,28,LaDainian Tomlinson left tackle for 2 yards (tackle by Chartric Darby),3.710,3.440
4,3:01,,,,21,28,Timeout #1 by Tampa Bay Buccaneers,0.000,3.440
4,3:01,2,8,TAM 26,21,28,LaDainian Tomlinson up the middle for 4 yards (tackle by Ronde Barber),3.440,3.270
4,2:56,,,,21,28,Timeout #2 by Tampa Bay Buccaneers,0.000,3.270
4,2:56,3,4,TAM 22,21,28,LaDainian Tomlinson right tackle for no gain (tackle by Dwight Smith and Shelton Quarles),3.270,2.070
4,2:11,,,,21,28,Timeout #2 by San Diego Chargers,0.000,2.070
4,2:11,4,4,TAM 22,21,31,Nate Kaeding 40 yard field goal good,2.070,3.000
4,,,,SDG 30,21,31,Nate Kaeding kicks off 52 yards,0.000,1.600
4,2:06,1,10,TAM 40,21,31,"Brian Griese pass complete to Tim Brown for 8 yards (tackle by Jamar Fletcher). Penalty on Tim Brown: Offensive Pass Interference, 10 yards (no play)",1.600,0.940
4,2:00,1,20,TAM 30,21,31,Brian Griese pass complete to Michael Pittman for 6 yards (tackle by Donnie Edwards),0.940,0.510
4,1:42,2,14,TAM 36,21,31,Brian Griese pass complete to Michael Clayton for 23 yards (tackle by Jamar Fletcher),0.510,2.850
4,1:21,1,10,SDG 41,21,31,Brian Griese pass complete to Will Heller for 9 yards (tackle by Terrence Kiel),2.850,3.520
4,1:14,2,1,SDG 32,21,31,Brian Griese pass complete to Joe Jurevicius for 9 yards (tackle by Terrence Kiel),3.520,4.040
4,0:46,1,10,SDG 23,21,31,Brian Griese pass complete to Michael Pittman for 1 yard (tackle by Drayton Florence),4.040,3.630
4,0:46,2,9,SDG 22,21,31,Brian Griese spiked the ball,3.630,2.940
4,0:27,3,9,SDG 22,21,31,Brian Griese pass incomplete intended for Michael Clayton (defended by Quentin Jammer),2.940,1.990
4,0:20,,,,21,31,Timeout #3 by San Diego Chargers,0.000,1.990
4,0:20,4,9,SDG 22,24,31,Jay Taylor 41 yard field goal good,1.990,3.000
4,,,,TAM 30,24,31,"Jay Taylor kicks onside 9 yards, recovered by Donnie Edwards. Penalty on Dwight Smith: Offside on Free Kick, 5 yards, Penalty on Jeff Gooch: Illegal Touch Kick (Declined)",0.000,3.310
4,0:16,1,10,TAM 34,24,31,Drew Brees kneels for -1 yards,3.310,2.640
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
