Quarter,Time,Down,ToGo,Location,NYJ,JAX,Detail,EPB,EPA
2,4:30,3,1,NYJ 13,7,13,"Penalty on A.J. Cann: False Start, 5 yards (no play)",4.390,3.400
2,4:15,3,6,NYJ 18,7,13,Gardner Minshew pass complete short right to Seth Devalve for 11 yards (tackle by Tarell Basham),3.400,5.600
2,3:51,1,7,NYJ 7,7,13,Leonard Fournette up the middle for 1 yard (tackle by Blake Cashman and Folorunso Fatukasi),5.600,4.950
2,3:30,2,6,NYJ 6,7,13,Gardner Minshew pass incomplete short right intended for Dede Westbrook,4.950,4.040
2,3:21,3,6,NYJ 6,7,13,Leonard Fournette left end for -5 yards (tackle by Brian Poole),4.040,2.700
2,3:00,4,11,NYJ 11,7,16,Josh Lambo 29 yard field goal good,2.700,3.000
2,2:57,,,JAX 35,7,16,"Logan Cooke kicks off 65 yards, touchback.",0.000,0.610
2,2:57,1,10,NYJ 25,7,16,Le'Veon Bell right end for 4 yards (tackle by D.J. Hayden),0.610,0.600
2,2:21,2,6,NYJ 29,7,16,Sam Darnold pass incomplete short right intended for Jamison Crowder,0.600,-0.100
2,2:16,3,6,NYJ 29,7,16,"Penalty on NYJ: Delay of Game, 5 yards (no play)",-0.100,-0.760
2,2:16,3,11,NYJ 24,7,16,Sam Darnold sacked by Dawuane Smoot for -9 yards,-0.760,-2.440
2,2:00,4,20,NYJ 15,7,16,"Lac Edwards punts 47 yards, returned by Dede Westbrook for -2 yards (tackle by Brandon Copeland). Dede Westbrook fumbles (forced by Brandon Copeland), recovered by Dede Westbrook at JAC-36",-2.440,-1.330
2,1:43,1,10,JAX 36,7,16,Gardner Minshew right guard for 3 yards (tackle by Jamal Adams),1.330,1.200
2,1:20,2,7,JAX 39,7,16,Gardner Minshew pass complete short right to Leonard Fournette for 8 yards (tackle by Blake Cashman),1.200,2.060
2,1:14,1,10,JAX 47,7,16,Gardner Minshew pass complete short left to DJ Chark for 17 yards (tackle by Darryl Roberts),2.060,3.180
2,0:47,1,10,NYJ 36,7,16,Gardner Minshew pass complete short right to Leonard Fournette for -2 yards (tackle by James Burgess),3.180,2.370
2,0:42,,,,,,Timeout #1 by New York Jets,,
2,0:42,2,12,NYJ 38,7,16,Gardner Minshew pass incomplete short right intended for Chris Conley,2.370,1.690
2,0:38,3,12,NYJ 38,7,16,Gardner Minshew pass complete short middle to Chris Conley for 13 yards (tackle by Nate Hairston and Brian Poole),1.690,3.910
2,0:29,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,0:29,1,10,NYJ 25,7,16,Gardner Minshew pass incomplete short left intended for DJ Chark,3.910,3.360
2,0:25,2,10,NYJ 25,7,16,Gardner Minshew pass incomplete short right,3.360,2.680
2,0:19,3,10,NYJ 25,7,16,Gardner Minshew pass incomplete short left intended for DJ Chark (defended by Darryl Roberts),2.680,1.800
2,0:16,4,10,NYJ 25,7,19,Josh Lambo 43 yard field goal good,1.800,3.000
2,0:11,,,JAX 35,7,19,"Logan Cooke kicks off 65 yards, touchback.",0.000,0.610
2,0:11,1,10,NYJ 25,7,19,Sam Darnold kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,NYJ,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,7,19,"Logan Cooke kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYJ 25,7,19,Sam Darnold pass complete short right to Le'Veon Bell for 6 yards (tackle by Austin Calitro),0.610,0.870
3,14:26,2,4,NYJ 31,7,19,Le'Veon Bell up the middle for 3 yards (tackle by Myles Jack and Abry Jones),0.870,0.560
3,13:45,3,1,NYJ 34,7,19,Sam Darnold pass complete short right to Vyncint Smith for 6 yards (tackle by A.J. Bouye and Austin Calitro),0.560,1.600
3,13:03,1,10,NYJ 40,7,19,Sam Darnold sacked by and Calais Campbell for -4 yards,1.600,0.510
3,12:20,2,14,NYJ 36,7,19,Sam Darnold sacked by Yannick Ngakoue for -8 yards,0.510,-1.220
3,11:35,3,22,NYJ 28,7,19,Sam Darnold pass complete short right to Le'Veon Bell for 10 yards (tackle by Myles Jack),-1.220,-0.850
3,10:51,4,12,NYJ 38,7,19,"Lac Edwards punts 53 yards, muffed catch by Tyler Ervin, recovered by Tyler Ervin at JAC-21 (tackle by Keelan Cole)",-0.850,-0.340
3,10:40,1,10,JAX 21,7,19,Leonard Fournette up the middle for 5 yards (tackle by Nate Hairston),0.340,0.480
3,9:59,2,5,JAX 26,7,19,Leonard Fournette up the middle for no gain (tackle by Folorunso Fatukasi),0.480,-0.230
3,9:13,3,5,JAX 26,7,19,"Gardner Minshew sacked by Leonard Williams for no gain. Penalty on James Burgess: Defensive Holding, 5 yards (no play)",-0.230,1.000
3,8:51,1,10,JAX 31,7,19,"Gardner Minshew pass complete short left to DJ Chark for 6 yards (tackle by Marcus Maye). Penalty on Brandon Linder: Offensive Holding, 10 yards (no play)",1.000,0.340
3,8:25,1,20,JAX 21,7,19,Leonard Fournette up the middle for 1 yard (tackle by Brandon Copeland),0.340,-0.760
3,7:43,2,19,JAX 22,7,19,Gardner Minshew pass incomplete short right intended for Chris Conley,-0.760,-1.420
3,7:38,3,19,JAX 22,7,19,Gardner Minshew pass complete short left to Keelan Cole for 6 yards (tackle by Jordan Jenkins),-1.420,-1.500
3,6:59,4,13,JAX 28,7,19,"Logan Cooke punts 39 yards, fair catch by Braxton Berrios at NYJ-33",-1.500,-1.140
3,6:53,1,10,NYJ 33,7,19,Sam Darnold pass incomplete short right,1.140,0.590
3,6:48,2,10,NYJ 33,7,19,Le'Veon Bell left end for 3 yards (tackle by Akeem Spence),0.590,0.300
3,6:11,3,7,NYJ 36,7,19,Sam Darnold sacked by Ronnie Harrison for -6 yards,0.300,-1.370
3,5:26,4,13,NYJ 30,7,19,"Lac Edwards punts 42 yards, returned by Tyler Ervin for 2 yards (tackle by Rontez Miles)",-1.370,-0.940
3,5:14,1,10,JAX 30,7,19,Gardner Minshew pass complete short left to DJ Chark for 4 yards (tackle by Darryl Roberts and Jamal Adams),0.940,0.930
3,4:34,2,6,JAX 34,7,19,Leonard Fournette up the middle for 1 yard (tackle by Leonard Williams),0.930,0.370
3,3:53,3,5,JAX 35,7,19,"Gardner Minshew left end for 5 yards (tackle by Jamal Adams). Penalty on Jamal Adams: Unnecessary Roughness, 15 yards",0.370,2.590
3,3:28,1,10,NYJ 45,7,19,"Gardner Minshew pass complete short middle to Leonard Fournette for 26 yards (tackle by Darryl Roberts). Penalty on Jamal Adams: Roughing the Passer, 10 yards",2.590,5.140
3,3:06,1,9,NYJ 9,7,19,Leonard Fournette up the middle for 3 yards (tackle by Tarell Basham),5.140,4.950
3,2:26,2,6,NYJ 6,7,19,Gardner Minshew pass incomplete short right intended for DJ Chark (defended by Marcus Maye),4.950,4.040
3,2:19,3,6,NYJ 6,7,19,Gardner Minshew pass incomplete short middle intended for DJ Chark,4.040,2.990
3,2:15,4,6,NYJ 6,7,22,Josh Lambo 24 yard field goal good,2.990,3.000
3,2:11,,,JAX 35,7,22,"Logan Cooke kicks off 65 yards, touchback.",0.000,0.610
3,2:11,1,10,NYJ 25,7,22,Sam Darnold pass complete short right to Jamison Crowder for 16 yards (tackle by D.J. Hayden and A.J. Bouye),0.610,1.660
3,1:29,1,10,NYJ 41,7,22,Le'Veon Bell left end for 3 yards (tackle by Lerentee McCray and Abry Jones),1.660,1.530
3,0:56,2,7,NYJ 44,7,22,Sam Darnold pass complete short right to Demaryius Thomas for 9 yards (tackle by A.J. Bouye),1.530,2.460
3,0:32,1,10,JAX 47,7,22,Sam Darnold pass complete short right to Demaryius Thomas for 8 yards (tackle by A.J. Bouye),2.460,2.990
3,0:03,2,2,JAX 39,7,22,Sam Darnold pass complete short right to Demaryius Thomas for 6 yards (tackle by A.J. Bouye),2.990,3.380
Quarter,Time,Down,ToGo,Location,NYJ,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 33,7,22,Vyncint Smith right end for 13 yards (tackle by Ronnie Harrison),3.380,4.240
4,14:27,1,10,JAX 20,7,22,Sam Darnold sacked by Calais Campbell for -6 yards,4.240,2.880
4,13:40,2,16,JAX 26,7,22,Sam Darnold pass complete deep right to Demaryius Thomas for 23 yards (tackle by Jarrod Wilson),2.880,6.510
4,13:13,1,3,JAX 3,13,22,"Sam Darnold pass complete short left to Ryan Griffin for 3 yards, touchdown",6.510,7.000
4,13:07,,,JAX 2,15,22,"Two Point Attempt: Sam Darnold pass complete to Ryan Griffin, conversion succeeds",1.000,1.000
4,13:07,,,NYJ 35,15,22,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
4,13:07,1,10,JAX 25,15,22,Gardner Minshew left end for 11 yards (tackle by Blake Cashman),0.610,1.330
4,12:33,1,10,JAX 36,15,22,Leonard Fournette up the middle for 2 yards (tackle by Blake Cashman),1.330,1.060
4,11:54,2,8,JAX 38,15,22,Gardner Minshew pass complete short right to DJ Chark for 11 yards (tackle by Nate Hairston),1.060,2.190
4,11:13,1,10,JAX 49,15,22,Gardner Minshew pass complete short left to Chris Conley for 6 yards (tackle by Darryl Roberts),2.190,2.460
4,10:29,2,4,NYJ 45,15,22,Gardner Minshew pass incomplete short left intended for Chris Conley,2.460,1.750
4,10:25,3,4,NYJ 45,15,22,Gardner Minshew pass incomplete short left intended for DJ Chark (defended by Darryl Roberts),1.750,0.270
4,10:20,4,4,NYJ 45,15,22,Logan Cooke punts 37 yards out of bounds,0.270,0.380
4,10:10,1,10,NYJ 8,15,22,"Sam Darnold pass incomplete deep right intended for Robby Anderson. Penalty on Tre Herndon: Defensive Pass Interference, 15 yards (no play)",-0.380,0.480
4,10:04,1,10,NYJ 23,15,22,"Sam Darnold pass complete short left to Le'Veon Bell for 3 yards (tackle by D.J. Hayden). Penalty on Jamison Crowder: Offensive Pass Interference, 10 yards (no play)",0.480,-0.590
4,9:41,1,20,NYJ 13,15,22,Sam Darnold pass complete short right to Le'Veon Bell for -4 yards (tackle by Austin Calitro),-0.590,-1.800
4,8:54,2,24,NYJ 9,15,22,Sam Darnold pass deep middle intended for Vyncint Smith is intercepted by A.J. Bouye at NYJ-49 and returned for 25 yards,-1.800,-3.970
4,8:39,1,10,NYJ 24,15,22,DJ Chark right end for no gain (tackle by James Burgess),3.970,3.430
4,7:59,2,10,NYJ 24,15,22,Leonard Fournette up the middle for no gain (tackle by Jordan Willis),3.430,2.740
4,7:12,3,10,NYJ 24,15,22,Gardner Minshew pass complete short left to Leonard Fournette for 15 yards (tackle by Jordan Willis),2.740,5.140
4,7:06,1,9,NYJ 9,15,22,Leonard Fournette up the middle for 1 yard (tackle by Leonard Williams and James Burgess),5.140,4.570
4,6:23,2,8,NYJ 8,15,22,"Gardner Minshew pass complete short middle to Josh Oliver for 6 yards (tackle by James Burgess and Brian Poole). Penalty on James Burgess: Lowering the Head to Initiate Contact, 1 yard",4.570,6.970
4,6:10,1,1,NYJ 1,15,22,Leonard Fournette up the middle for no gain (tackle by Brandon Copeland),6.970,5.910
4,5:11,2,1,NYJ 1,15,22,Leonard Fournette right end for -7 yards (tackle by Kyle Phillips),5.910,3.580
4,4:22,3,8,NYJ 8,15,28,"Gardner Minshew pass complete short right to DJ Chark for 8 yards, touchdown",3.580,7.000
4,4:13,,,NYJ 15,15,29,Josh Lambo kicks extra point good,0.000,0.000
4,4:13,,,JAX 35,15,29,"Logan Cooke kicks off 55 yards, returned by Ty Montgomery for 21 yards (tackle by Tre Herndon)",0.000,1.000
4,4:08,1,10,NYJ 31,15,29,"Penalty on Chuma Edoga: False Start, 5 yards (no play)",1.000,0.670
4,4:08,1,15,NYJ 26,15,29,Sam Darnold pass complete short right to Jamison Crowder for 3 yards (tackle by Myles Jack),0.670,0.190
4,3:43,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,3:43,2,12,NYJ 29,15,29,Sam Darnold pass complete deep middle to Demaryius Thomas for 17 yards (tackle by Ronnie Harrison and A.J. Bouye),0.190,1.990
4,3:28,1,10,NYJ 46,15,29,Sam Darnold pass incomplete short right intended for Le'Veon Bell,1.990,1.450
4,3:24,2,10,NYJ 46,15,29,Sam Darnold pass short right intended for Robby Anderson is intercepted by Tre Herndon at JAC-42 and returned for no gain,1.450,-1.730
4,3:18,1,10,JAX 42,15,29,"Ryquell Armstead up the middle for 3 yards (tackle by Nate Hairston). Penalty on Brandon Linder: Offensive Holding, 10 yards (no play)",1.730,1.070
4,3:13,1,20,JAX 32,15,29,Ryquell Armstead up the middle for -1 yards (tackle by Folorunso Fatukasi),1.070,-0.300
4,3:09,,,,,,Timeout #1 by New York Jets,,
4,3:09,2,21,JAX 31,15,29,Ryquell Armstead up the middle for -1 yards (tackle by Folorunso Fatukasi),-0.300,-1.090
4,3:03,,,,,,Timeout #2 by New York Jets,,
4,3:03,3,22,JAX 30,15,29,Ryquell Armstead up the middle for 6 yards (tackle by Jamal Adams). Penalty on Cedric Ogbuehi: Illegal Formation (Declined),-1.090,-0.980
4,2:57,4,16,JAX 36,15,29,"Logan Cooke punts 41 yards, fair catch by Braxton Berrios at NYJ-23",-0.980,-0.480
4,2:50,1,10,NYJ 23,15,29,Sam Darnold pass incomplete deep left intended for Vyncint Smith,0.480,-0.070
4,2:42,2,10,NYJ 23,15,29,Sam Darnold sacked by Josh Allen for -7 yards,-0.070,-1.960
4,2:34,,,,,,Timeout #3 by New York Jets,,
4,2:34,3,17,NYJ 16,15,29,Sam Darnold pass complete short right to Robby Anderson for 11 yards (tackle by Breon Borders and Cody Davis),-1.960,-1.570
4,2:27,4,6,NYJ 27,15,29,Sam Darnold pass incomplete deep left intended for Jamison Crowder,-1.570,-3.780
4,2:22,1,10,NYJ 27,15,29,Gardner Minshew kneels for -1 yards,3.780,3.100
4,2:00,2,11,NYJ 28,15,29,Gardner Minshew kneels for -1 yards,3.100,2.280
4,1:18,3,12,NYJ 29,15,29,Gardner Minshew kneels for -1 yards,2.280,1.410
4,0:35,4,13,NYJ 30,15,29,Gardner Minshew kneels for -1 yards,1.410,-1.000
4,0:34,1,10,NYJ 31,15,29,Bilal Powell up the middle for 5 yards (tackle by Taven Bryan),1.000,1.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
