Quarter,Time,Down,ToGo,Location,OAK,HOU,Detail,EPB,EPA
1,7:34,4,1,HOU 24,7,0,"Shane Lechler punts 56 yards, returned by Jacoby Ford for 3 yards (tackle by Eddie Pleasant)",-1.770,-0.480
1,7:22,1,10,OAK 23,7,0,Matt McGloin pass complete short left to Rod Streater for 6 yards (tackle by Johnathan Joseph),0.480,0.740
1,6:45,2,4,OAK 29,7,0,Marcel Reece right tackle for 1 yard (tackle by Darryl Sharpton),0.740,0.170
1,6:01,3,3,OAK 30,7,0,Matt McGloin pass complete short middle to Mychal Rivera for 7 yards (tackle by D.J. Swearinger),0.170,1.400
1,5:23,1,10,OAK 37,7,0,Matt McGloin pass incomplete short middle intended for Marcel Reece,1.400,0.860
1,5:18,2,10,OAK 37,7,0,"Rod Streater left end for 8 yards (tackle by D.J. Swearinger). Penalty on Mike Brisiel: Unnecessary Roughness, 15 yards",0.860,-0.090
1,5:01,2,17,OAK 30,7,0,Matt McGloin pass complete short middle to Rashad Jennings for no gain,-0.090,-0.760
1,4:21,3,17,OAK 30,7,0,Matt McGloin pass incomplete short left intended for Rod Streater,-0.760,-1.370
1,4:15,4,17,OAK 30,7,0,"Marquette King punts 62 yards, returned by Keshawn Martin for 2 yards (tackle by Jeremy Stewart). Penalty on Josh Victorian: Offensive Holding, 5 yards",-1.370,0.380
1,4:01,1,10,HOU 5,7,0,Case Keenum pass incomplete short right intended for Garrett Graham is intercepted by Nick Roach at HOU-16,-0.380,-4.510
1,3:50,1,10,HOU 16,13,0,"Matt McGloin pass complete deep right to Rod Streater for 16 yards, touchdown. Penalty on Rod Streater: Unsportsmanlike Conduct, 15 yards",4.510,7.000
1,3:50,,,HOU 2,14,0,Sebastian Janikowski kicks extra point good,0.000,0.000
1,3:50,,,OAK 20,14,0,"Sebastian Janikowski kicks off 76 yards, returned by Keshawn Martin for 36 yards (tackle by Chimdi Chekwa)",0.000,-1.600
1,3:36,1,10,HOU 40,14,0,Ben Tate right tackle for 3 yards (tackle by Vance Walker),1.600,1.460
1,3:02,2,7,HOU 43,14,0,Case Keenum pass complete short left to Garrett Graham for 34 yards (tackle by Charles Woodson),1.460,4.040
1,2:06,1,10,OAK 23,14,0,Ben Tate right end for -2 yards (tackle by Mike Jenkins),4.040,3.230
1,1:27,2,12,OAK 25,14,0,Case Keenum pass incomplete short right intended for Garrett Graham,3.230,2.540
1,1:21,3,12,OAK 25,14,0,Case Keenum sacked by Lamarr Houston for -15 yards,2.540,0.590
1,0:56,4,27,OAK 40,14,0,"Shane Lechler punts 29 yards, fair catch by Jacoby Ford. Penalty on Kaelin Burnett: Offensive Holding, 5 yards",0.590,0.380
1,0:47,1,10,OAK 6,14,0,Rashad Jennings left guard for 2 yards (tackle by J.J. Watt),-0.380,-0.630
1,0:13,2,8,OAK 8,14,0,Matt McGloin pass complete short right to Rod Streater for 6 yards (tackle by Jeff Tarpinian and Shiloh Keo),-0.630,-0.480
Quarter,Time,Down,ToGo,Location,OAK,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,OAK 14,14,0,Rashad Jennings up the middle for 1 yard (tackle by Justin Tuggle),-0.480,-2.440
2,14:16,4,1,OAK 15,14,0,"Marquette King punts 64 yards, returned by Keshawn Martin for 4 yards (tackle by Kaelin Burnett). Penalty on Brice McCain: Offensive Holding, 10 yards",-2.440,0.220
2,14:02,1,10,HOU 15,14,0,Case Keenum pass complete deep middle to Andre Johnson for 34 yards (tackle by Nick Roach and Mike Jenkins),-0.220,2.190
2,13:25,1,10,HOU 49,14,0,Ben Tate left tackle for 6 yards (tackle by Jack Crawford and Usama Young),2.190,2.460
2,12:40,2,4,OAK 45,14,0,Ben Tate left tackle for 3 yards (tackle by Nick Roach),2.460,2.150
2,12:04,3,1,OAK 42,14,6,"Case Keenum pass complete deep middle to Garrett Graham for 42 yards, touchdown",2.150,7.000
2,12:04,,,OAK 2,14,7,Randy Bullock kicks extra point good,0.000,0.000
2,12:04,,,HOU 35,14,7,"Randy Bullock kicks off 69 yards, returned by Taiwan Jones for 23 yards (tackle by Lestar Jean)",0.000,-0.150
2,11:45,1,10,OAK 19,14,7,Matt McGloin pass complete deep right to Andre Holmes for 33 yards (tackle by Brandon Harris),0.150,2.390
2,11:07,1,10,HOU 48,14,7,Rashad Jennings right guard for 4 yards (tackle by Jeff Tarpinian and Whitney Mercilus),2.390,2.390
2,10:31,2,6,HOU 44,14,7,Matt McGloin pass incomplete short middle intended for Jacoby Ford (defended by Johnathan Joseph),2.390,1.690
2,10:25,3,6,HOU 44,14,7,Matt McGloin pass incomplete short right intended for Rod Streater,1.690,0.330
2,10:20,4,6,HOU 44,14,7,"Marquette King punts 29 yards, fair catch by Keshawn Martin",0.330,0.220
2,10:12,1,10,HOU 15,14,7,"Penalty on Derek Newton: False Start, 5 yards (no play)",-0.220,-0.570
2,10:12,1,15,HOU 10,14,7,Ben Tate right tackle for 9 yards (tackle by Mike Jenkins),-0.570,-0.110
2,9:35,2,6,HOU 19,14,7,Ben Tate left guard for 1 yard (tackle by Kevin Burnett),-0.110,-0.760
2,8:50,3,5,HOU 20,14,7,"Penalty on Chris Myers: False Start, 5 yards (no play)",-0.760,-1.370
2,8:31,3,10,HOU 15,14,7,Case Keenum pass incomplete short right intended for Andre Johnson,-1.370,-2.440
2,8:25,4,10,HOU 15,14,7,"Shane Lechler punts 42 yards, fair catch by Jacoby Ford",-2.440,-1.800
2,8:16,1,10,OAK 43,14,7,Rashad Jennings right tackle for -1 yards (tackle by Antonio Smith),1.800,1.120
2,7:37,2,11,OAK 42,14,7,Matt McGloin pass complete short left to Mychal Rivera for 5 yards (tackle by Brooks Reed),1.120,1.090
2,6:58,3,6,OAK 47,14,7,Matt McGloin pass incomplete short left intended for Denarius Moore,1.090,-0.260
2,6:54,4,6,OAK 47,14,7,"Marquette King punts 41 yards, returned by Keshawn Martin for 5 yards (tackle by Taiwan Jones)",-0.260,0.060
2,6:42,1,10,HOU 17,14,7,Case Keenum pass complete short left to Andre Johnson for 5 yards (tackle by Mike Jenkins),-0.060,0.210
2,6:07,2,5,HOU 22,14,7,Dennis Johnson right guard for 2 yards (tackle by Pat Sims),0.210,-0.370
2,5:31,3,3,HOU 24,14,7,Case Keenum pass incomplete deep left intended for DeVier Posey,-0.370,-1.770
2,5:21,4,3,HOU 24,14,7,"Shane Lechler punts 44 yards, muffed catch by Jacoby Ford, recovered by Jacoby Ford and returned for 4 yards (tackle by Eddie Pleasant)",-1.770,-1.330
2,5:10,1,10,OAK 36,14,7,Rashad Jennings up the middle for 3 yards (tackle by Darryl Sharpton),1.330,1.200
2,4:36,2,7,OAK 39,14,7,Rashad Jennings up the middle for 6 yards (tackle by D.J. Swearinger),1.200,1.290
2,4:36,3,1,OAK 45,14,7,"Penalty on Jeron Mastrud: False Start, 5 yards (no play)",1.290,0.630
2,3:18,3,6,OAK 40,14,7,Matt McGloin pass incomplete short left intended for Denarius Moore,0.630,-0.720
2,3:13,4,6,OAK 40,14,13,"Marquette King punts 47 yards, returned by Keshawn Martin for 87 yards, touchdown",-0.720,-7.000
2,2:54,,,OAK 2,14,14,Randy Bullock kicks extra point good,0.000,0.000
2,2:54,,,HOU 35,14,14,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
2,2:54,1,10,OAK 20,14,14,Matt McGloin sacked by J.J. Watt for -10 yards,0.280,0.280
2,2:50,1,10,OAK 20,14,14,Timeout #1 by Houston Texans,0.280,-1.510
2,2:50,2,20,OAK 10,14,14,Matt McGloin pass complete short left to Mychal Rivera for 5 yards (tackle by Darryl Sharpton),-1.510,-1.510
2,2:44,2,20,OAK 10,14,14,Timeout #2 by Houston Texans,-1.510,-1.860
2,2:44,3,15,OAK 15,14,14,Rashad Jennings up the middle for 8 yards (tackle by Darryl Sharpton),-1.860,-1.860
2,2:37,3,15,OAK 15,14,14,Timeout #3 by Houston Texans,-1.860,-1.830
2,2:37,4,7,OAK 23,14,14,"Marquette King punts 63 yards, returned by Keshawn Martin for 10 yards (tackle by Jack Crawford)",-1.830,-0.540
2,2:26,1,10,HOU 24,14,14,Case Keenum pass complete short left to Ben Tate for 9 yards (tackle by Tracy Porter),0.540,1.210
2,2:05,2,1,HOU 33,14,14,Ben Tate right end for 17 yards (tackle by Mike Jenkins),1.210,2.260
2,1:57,1,10,,14,14,Case Keenum pass incomplete short right intended for Garrett Graham,2.260,1.710
2,1:52,2,10,,14,14,Case Keenum pass complete short left to Andre Johnson for 5 yards (tackle by Lamarr Houston),1.710,1.690
2,1:28,3,5,OAK 45,14,14,Case Keenum pass complete short middle to Garrett Graham for 7 yards (tackle by Brandian Ross),1.690,3.050
2,1:28,1,10,OAK 38,14,14,Case Keenum spiked the ball,3.050,2.510
2,1:13,2,10,OAK 38,14,14,Case Keenum pass complete short right to DeVier Posey for 5 yards (tackle by Mike Jenkins),2.510,2.480
2,0:52,3,5,OAK 33,14,14,Case Keenum pass incomplete deep left intended for Andre Johnson,2.480,1.170
2,0:45,4,5,OAK 33,14,17,Randy Bullock 51 yard field goal good,1.170,3.000
2,0:45,,,HOU 35,14,17,"Randy Bullock kicks off 73 yards, touchback",0.000,-0.280
2,0:40,1,10,OAK 20,14,17,Matt McGloin pass complete short right to Rashad Jennings for -2 yards (tackle by Whitney Mercilus and Darryl Sharpton),0.280,0.280
2,0:33,1,10,OAK 20,14,17,Timeout #1 by Oakland Raiders,0.280,-0.630
2,0:33,2,12,OAK 18,14,17,Matt McGloin pass complete short left to Rod Streater for 7 yards (tackle by Brice McCain and Johnathan Joseph),-0.630,-0.300
Quarter,Time,Down,ToGo,Location,OAK,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,14,17,"Randy Bullock kicks off no gain, returned by Taiwan Jones for 25 yards (tackle by Justin Tuggle). Penalty on Mychal Rivera: Offensive Holding, 8 yards",0.000,-0.380
3,14:54,1,10,OAK 9,14,17,Rashad Jennings up the middle for 2 yards (tackle by Darryl Sharpton),-0.380,-0.630
3,14:20,2,8,OAK 11,14,17,Matt McGloin pass complete short middle to Rod Streater for 13 yards (tackle by Johnathan Joseph),-0.630,0.540
3,13:48,1,10,OAK 24,14,17,Rashad Jennings left guard for 5 yards (tackle by Jeff Tarpinian),0.540,0.670
3,13:11,2,5,OAK 29,14,17,Jacoby Ford right end for 4 yards (tackle by Shiloh Keo),0.670,0.500
3,12:32,3,1,OAK 33,14,17,Matt McGloin pass incomplete short right intended for Denarius Moore (defended by Jeff Tarpinian),0.500,-1.180
3,12:28,4,1,OAK 33,14,17,"Marquette King punts 58 yards, returned by Keshawn Martin for 10 yards (tackle by Taiwan Jones)",-1.180,-0.150
3,12:16,1,10,HOU 19,14,17,Ben Tate left end for -2 yards (tackle by Sio Moore),0.150,-0.720
3,11:29,2,12,HOU 17,14,17,Case Keenum pass complete short right to Andre Johnson for 8 yards (tackle by Mike Jenkins),-0.720,-0.290
3,10:53,3,4,HOU 25,14,17,Case Keenum pass incomplete short middle intended for DeVier Posey (defended by Tracy Porter),-0.290,-1.700
3,10:47,4,4,HOU 25,14,17,Shane Lechler punts 60 yards,-1.700,-0.740
3,10:34,1,10,OAK 27,14,17,Matt McGloin pass complete deep left to Rod Streater for 36 yards (tackle by Brandon Harris). Penalty on Brandon Harris: Illegal Contact (Declined),0.740,3.120
3,10:10,1,10,HOU 37,14,17,Marcel Reece right guard for 1 yard (tackle by Darryl Sharpton),3.120,2.710
3,9:31,2,9,HOU 36,14,17,Matt McGloin pass incomplete deep left intended for Andre Holmes,2.710,2.710
3,9:26,2,9,HOU 36,14,17,Timeout #1 by Oakland Raiders,2.710,2.010
3,9:26,3,9,HOU 36,14,17,Matt McGloin pass complete short middle to Marcel Reece for 20 yards (tackle by Shiloh Keo),2.010,4.510
3,8:47,1,10,HOU 16,14,17,"Rashad Jennings up the middle for no gain (tackle by J.J. Watt). Penalty on Mike Brisiel: Offensive Holding, 10 yards (no play)",4.510,3.840
3,8:19,1,20,HOU 26,20,17,"Matt McGloin pass complete deep middle to Mychal Rivera for 26 yards, touchdown",3.840,7.000
3,8:19,,,HOU 2,21,17,Sebastian Janikowski kicks extra point good,0.000,0.000
3,8:19,,,OAK 35,21,17,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
3,8:13,1,10,HOU 20,21,17,Ben Tate left tackle for 1 yard (tackle by Vance Walker),0.280,-0.130
3,7:39,2,9,HOU 21,21,17,Case Keenum pass incomplete short right intended for Greg Jones,-0.130,-0.820
3,7:33,3,9,HOU 21,21,17,"Case Keenum sacked by Kevin Burnett for -6 yards. Case Keenum fumbles (forced by Kevin Burnett), recovered by Garrett Graham at HOU-13 and returned for 2 yards. Penalty on Garrett Graham: Offensive Holding (Declined)",-0.820,-2.440
3,7:21,4,15,HOU 15,21,17,"Shane Lechler punts 55 yards, returned by Jacoby Ford for 11 yards (tackle by Jeff Tarpinian)",-2.440,-1.660
3,7:12,1,10,OAK 41,21,17,"Rashad Jennings up the middle for no gain (tackle by Darryl Sharpton). Penalty on Jared Crick: Defensive Offside, 5 yards (no play)",1.660,2.390
3,6:48,1,5,OAK 46,21,17,Rashad Jennings right guard for 10 yards (tackle by Brandon Harris),2.390,2.650
3,6:06,1,10,HOU 44,21,17,Rashad Jennings up the middle for no gain (tackle by Earl Mitchell),2.650,2.110
3,5:25,2,10,HOU 44,21,17,Matt McGloin pass complete short left to Marcel Reece for -3 yards (tackle by Jeff Tarpinian),2.110,1.030
3,4:39,3,13,HOU 47,21,17,Matt McGloin pass complete short left to Mychal Rivera for 11 yards (tackle by D.J. Swearinger),1.030,0.890
3,3:48,4,2,HOU 36,21,17,Sebastian Janikowski 54 yard field goal no good,0.890,-1.860
3,3:41,1,10,HOU 44,21,17,Case Keenum pass incomplete deep middle intended for Garrett Graham,1.860,1.320
3,3:35,2,10,HOU 44,21,17,Case Keenum pass incomplete short left intended for Garrett Graham,1.320,0.630
3,3:28,3,10,HOU 44,21,17,Case Keenum pass complete short right to Andre Johnson for 8 yards (tackle by Tracy Porter and Usama Young),0.630,0.070
3,2:46,4,2,OAK 48,21,17,"Shane Lechler punts 48 yards, touchback",0.070,-0.280
3,2:39,1,10,OAK 20,27,17,"Rashad Jennings left guard for 80 yards, touchdown",0.280,7.000
3,2:39,,,HOU 2,28,17,Sebastian Janikowski kicks extra point good,0.000,0.000
3,2:39,,,OAK 35,28,17,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
3,2:26,1,10,HOU 20,28,17,Matt Schaub pass incomplete short left intended for Andre Johnson,0.280,-0.270
3,2:22,2,10,HOU 20,28,17,Matt Schaub pass complete deep middle to Andre Johnson for 23 yards (tackle by Brandian Ross),-0.270,1.800
3,1:58,1,10,HOU 43,28,17,Matt Schaub pass complete short left to Andre Johnson for 5 yards (tackle by Phillip Adams),1.800,1.930
3,1:36,2,5,HOU 48,28,17,Ben Tate right tackle for 3 yards (tackle by Kevin Burnett),1.930,1.620
3,1:00,3,2,OAK 49,28,17,Matt Schaub pass incomplete short left intended for Andre Johnson,1.620,0.000
3,0:57,4,2,OAK 49,28,17,"Penalty on Brandon Brooks: False Start, 5 yards (no play)",0.000,-0.320
3,0:57,4,7,HOU 46,28,17,"Shane Lechler punts 54 yards, touchback",-0.320,-0.280
3,0:48,1,10,OAK 20,28,17,Marcel Reece right guard for 2 yards (tackle by Jared Crick),0.280,0.000
3,0:07,2,8,OAK 22,28,17,Matt McGloin pass incomplete short left intended for Marcel Reece,0.000,-0.690
3,0:03,3,8,OAK 22,28,17,Matt McGloin pass complete short right to Denarius Moore for 6 yards (tackle by Johnathan Joseph),-0.690,-1.500
Quarter,Time,Down,ToGo,Location,OAK,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,OAK 28,28,17,"Marquette King punts 48 yards, returned by Keshawn Martin for 7 yards (tackle by Brandian Ross)",-1.500,-1.000
4,14:47,1,10,HOU 31,28,17,Matt Schaub pass complete short middle to Garrett Graham for 23 yards (tackle by Charles Woodson and Phillip Adams),1.000,2.520
4,14:21,1,10,OAK 46,28,17,Matt Schaub pass incomplete short right intended for DeAndre Hopkins,2.520,1.980
4,14:17,2,10,OAK 46,28,17,Matt Schaub pass complete short right to Keshawn Martin for 23 yards (tackle by Charles Woodson and Mike Jenkins),1.980,4.040
4,13:43,1,10,OAK 23,28,17,Ben Tate right tackle for 4 yards (tackle by Kevin Burnett),4.040,4.050
4,13:14,2,6,OAK 19,28,17,Matt Schaub pass incomplete short middle intended for Ben Tate,4.050,3.340
4,13:09,3,6,OAK 19,28,17,"Penalty on Brandon Brooks: False Start, 5 yards (no play)",3.340,2.680
4,13:09,3,11,OAK 24,28,17,"Matt Schaub pass incomplete short right intended for Andre Johnson. Penalty on Mike Jenkins: Defensive Pass Interference, 14 yards (no play)",2.680,4.910
4,13:04,1,10,OAK 10,28,17,Ben Tate right guard for 2 yards (tackle by Lamarr Houston),4.910,4.570
4,12:27,2,8,OAK 8,28,17,Matt Schaub pass incomplete short middle intended for Andre Johnson (defended by Brandian Ross),4.570,3.580
4,12:22,3,8,OAK 8,28,17,Matt Schaub pass incomplete short left intended for Keshawn Martin,3.580,2.950
4,12:16,4,8,OAK 8,28,20,Randy Bullock 26 yard field goal good,2.950,3.000
4,12:16,,,HOU 35,28,20,"Randy Bullock kicks off 72 yards, touchback",0.000,-0.280
4,12:13,1,10,OAK 20,28,20,Matt McGloin pass incomplete short right intended for Denarius Moore (defended by Johnathan Joseph),0.280,-0.270
4,12:05,2,10,OAK 20,28,20,Rashad Jennings up the middle for 2 yards (tackle by Earl Mitchell),-0.270,-0.690
4,11:36,3,8,OAK 22,28,20,Matt McGloin pass incomplete deep right intended for Andre Holmes,-0.690,-1.900
,,,,,,,"OAK challenged the incomplete pass ruling, and the play was upheld.",,
4,11:29,4,8,OAK 22,28,20,"Marquette King punts 39 yards, out of bounds",-1.900,-1.530
4,11:20,1,10,HOU 39,28,20,Matt Schaub pass complete short middle to Keshawn Martin for 9 yards (tackle by Nick Roach),1.530,2.200
4,10:48,2,1,HOU 48,28,20,Matt Schaub pass complete short right to Andre Johnson for 9 yards (tackle by Mike Jenkins),2.200,2.720
4,10:32,1,10,OAK 43,28,20,Matt Schaub pass incomplete deep left intended for DeVier Posey,2.720,2.180
4,10:25,2,10,OAK 43,28,20,Matt Schaub pass complete short right to Garrett Graham for 14 yards (tackle by Chimdi Chekwa),2.180,3.640
4,10:05,1,10,OAK 29,28,20,Matt Schaub pass incomplete short middle intended for Ben Tate,3.640,3.100
4,9:57,2,10,OAK 29,28,20,Ben Tate up the middle for 16 yards (tackle by Brandian Ross). Penalty on Pat Sims: Defensive Offside (Declined),3.100,4.710
4,9:34,1,10,OAK 13,28,20,Ben Tate up the middle for -3 yards (tackle by Pat Sims),4.710,3.620
4,8:54,2,13,OAK 16,28,20,Matt Schaub pass complete short right to Ben Tate for 4 yards (tackle by Kevin Burnett),3.620,3.280
4,8:11,3,9,OAK 12,28,20,Matt Schaub pass incomplete short middle intended for Andre Johnson (defended by Charles Woodson),3.280,2.630
4,8:05,4,9,OAK 12,28,23,Randy Bullock 30 yard field goal good,2.630,3.000
4,8:05,,,HOU 35,28,23,"Randy Bullock kicks off 73 yards, returned by Taiwan Jones for 29 yards (tackle by D.J. Smith)",0.000,-0.340
4,7:57,1,10,OAK 21,28,23,Rashad Jennings left tackle for 4 yards (tackle by Darryl Sharpton and Jeff Tarpinian),0.340,0.340
4,7:15,2,6,OAK 25,28,23,Matt McGloin pass incomplete short left intended for Rashad Jennings,0.340,-0.360
4,7:10,3,6,OAK 25,28,23,Matt McGloin pass incomplete short middle intended for Mychal Rivera,-0.360,-1.700
4,7:05,4,6,OAK 25,28,23,"Marquette King punts 45 yards, fair catch by Keshawn Martin",-1.700,-0.940
4,6:57,1,10,HOU 30,28,23,Matt Schaub pass incomplete short middle intended for Garrett Graham,0.940,0.390
4,6:52,2,10,HOU 30,28,23,Matt Schaub pass incomplete short middle intended for Keshawn Martin,0.390,-0.300
4,6:47,3,10,HOU 30,28,23,Matt Schaub pass incomplete short middle intended for Keshawn Martin,-0.300,-1.370
4,6:41,4,10,HOU 30,28,23,"Shane Lechler punts 54 yards, fair catch by Jacoby Ford",-1.370,0.140
4,6:33,1,10,OAK 16,28,23,Rashad Jennings left guard for 4 yards (tackle by Antonio Smith),-0.140,0.010
4,5:50,2,6,OAK 20,28,23,Rashad Jennings up the middle for 5 yards (tackle by Antonio Smith and Shiloh Keo),0.010,-0.200
4,5:01,3,1,OAK 25,28,23,Rashad Jennings right guard for 1 yard (tackle by Darryl Sharpton and Jeff Tarpinian),-0.200,0.670
4,4:19,1,10,OAK 26,28,23,Rashad Jennings right guard for no gain (tackle by Shiloh Keo and Jeff Tarpinian),0.670,0.670
4,4:10,1,10,OAK 26,28,23,Timeout #1 by Houston Texans,0.670,0.130
4,4:10,2,10,OAK 26,28,23,Matt McGloin pass incomplete short right intended for Marcel Reece,0.130,-0.560
4,4:06,3,10,OAK 26,28,23,Matt McGloin sacked by J.J. Watt for -11 yards. Penalty on Tony Pashos: Offensive Holding (Declined),-0.560,-2.440
4,4:01,4,21,OAK 15,28,23,"Marquette King punts 48 yards. Penalty on Bryan Braman: Running Into the Kicker, 5 yards (no play)",-2.440,-2.030
4,3:50,4,16,OAK 20,28,23,"Marquette King punts 44 yards, fair catch by Keshawn Martin",-2.030,-1.330
4,3:43,1,10,HOU 36,28,23,Matt Schaub pass complete short right to DeAndre Hopkins for 7 yards (tackle by Mike Jenkins),1.330,1.740
4,3:19,2,3,HOU 43,28,23,Matt Schaub pass complete deep left to Andre Johnson for 22 yards (tackle by Charles Woodson),1.740,3.250
4,3:13,1,10,OAK 35,28,23,Matt Schaub pass complete short left to Ben Tate for 9 yards (tackle by Phillip Adams),3.250,3.920
4,2:38,2,1,OAK 26,28,23,Ben Tate right end for 15 yards (tackle by Charles Woodson),3.920,4.840
4,2:02,1,10,OAK 11,28,23,Ben Tate up the middle for 2 yards (tackle by Vance Walker),4.840,4.510
4,1:57,2,8,OAK 9,28,23,"Matt Schaub pass complete short right to Ben Tate for 7 yards (tackle by Charles Woodson). Ben Tate fumbles (forced by Charles Woodson), recovered by Ben Tate at OAK-2",4.510,5.120
4,1:28,3,1,OAK 2,28,23,Ben Tate left tackle for -1 yards (tackle by Kevin Burnett),5.120,5.120
4,1:15,3,1,OAK 2,28,23,Timeout #2 by Houston Texans,5.120,3.050
4,1:15,4,2,OAK 3,28,23,"Penalty on Brandon Brooks: False Start, 5 yards (no play)",3.050,2.960
4,1:15,4,7,OAK 8,28,23,Matt Schaub pass incomplete short middle intended for Andre Johnson (defended by Usama Young),2.960,0.380
4,1:10,1,10,OAK 8,28,23,Matt McGloin kneels for -1 yards,-0.380,-0.380
4,1:07,1,10,OAK 8,28,23,Timeout #3 by Houston Texans,-0.380,-0.850
4,1:07,2,11,OAK 7,28,23,Matt McGloin kneels for -1 yards,-0.850,-1.650
4,0:26,3,12,OAK 6,28,23,Matt McGloin kneels for -1 yards,-1.650,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
