Quarter,Time,Down,ToGo,Location,PHI,NWE,Detail,EPB,EPA
2,7:38,1,10,NWE 42,16,0,Mac Jones pass incomplete deep right intended for Kendrick Bourne (defended by Darius Slay),1.730,1.190
2,7:31,2,10,NWE 42,16,0,Mac Jones pass complete short middle to Ezekiel Elliott for no gain (tackle by Zach Cunningham),1.190,0.500
2,6:52,3,10,NWE 42,16,0,Mac Jones pass complete short middle to JuJu Smith-Schuster for 15 yards (tackle by Reed Blankenship),0.500,2.720
2,6:20,1,10,PHI 43,16,0,Mac Jones pass complete deep right to Demario Douglas for 23 yards,2.720,4.240
2,5:45,1,10,PHI 20,16,0,Mac Jones pass complete short middle to Ty Montgomery for 11 yards (tackle by Zach Cunningham),4.240,5.140
2,5:16,1,9,PHI 9,16,0,Rhamondre Stevenson up the middle for no gain (tackle by Milton Williams),5.140,4.380
2,4:39,2,9,PHI 9,16,6,"Mac Jones pass complete short left to Hunter Henry for 9 yards, touchdown",4.380,7.000
2,4:34,,,PHI 15,16,7,Chad Ryland kicks extra point good,0.000,0.000
2,4:34,,,NWE 35,16,7,"Chad Ryland kicks off 65 yards, touchback.",0.000,0.610
2,4:34,1,10,PHI 25,16,7,Jalen Hurts right tackle for 3 yards (tackle by Jabrill Peppers and Christian Gonzalez),0.610,0.470
2,3:55,2,7,PHI 28,16,7,"Jalen Hurts pass complete to A.J. Brown for no gain. Penalty on Jack Stoll: Chop Block, 14 yards (accepted) (no play)",0.470,-1.540
2,3:33,2,21,PHI 14,16,7,Jalen Hurts pass complete short right to A.J. Brown for 7 yards (tackle by Christian Gonzalez),-1.540,-1.150
2,2:52,3,14,PHI 21,16,7,Jalen Hurts pass incomplete short middle intended for D'Andre Swift,-1.150,-1.960
2,2:45,4,14,PHI 21,16,7,"Penalty on Patrick Johnson: Ineligible Downfield Kick, 5 yards (accepted) (no play)",-1.960,-2.390
2,2:40,4,19,PHI 16,16,7,"Arryn Siposs punts 47 yards, fair catch by Marcus Jones at NE-37",-2.390,-1.400
2,2:33,1,10,NWE 37,16,7,Mac Jones pass complete short right to Ty Montgomery for -2 yards (tackle by Brandon Graham),1.400,0.590
2,2:00,2,12,NWE 35,16,7,Mac Jones pass complete short middle to Hunter Henry for 13 yards (tackle by Justin Evans),0.590,2.130
2,1:25,1,10,NWE 48,16,7,Mac Jones pass complete short middle to Hunter Henry for 13 yards (tackle by Justin Evans),2.130,2.980
2,1:02,1,10,PHI 39,16,7,"Penalty on Josh Sweat: Neutral Zone Infraction, 5 yards (accepted) (no play)",2.980,3.710
2,1:02,1,5,PHI 34,16,7,Mac Jones scrambles left end for 8 yards (tackle by Reed Blankenship),3.710,3.840
2,0:38,1,10,PHI 26,16,7,Mac Jones pass complete short right to JuJu Smith-Schuster for 7 yards (tackle by Avonte Maddox),3.840,4.270
2,0:30,2,3,PHI 19,16,13,"Mac Jones pass complete deep middle to Kendrick Bourne for 19 yards, touchdown",4.270,7.000
2,0:25,,,PHI 15,16,14,Chad Ryland kicks extra point good,0.000,0.000
2,0:25,,,NWE 35,16,14,"Chad Ryland kicks off 65 yards, touchback.",0.000,0.610
2,0:25,1,10,PHI 25,16,14,Kenneth Gainwell up the middle for 3 yards (tackle by Kyle Dugger and Daniel Ekuale),0.610,0.470
Quarter,Time,Down,ToGo,Location,PHI,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,16,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NWE 25,16,14,Rhamondre Stevenson up the middle for 1 yard (tackle by Nakobe Dean and Jordan Davis),0.610,0.200
3,14:39,2,9,NWE 26,16,14,Mac Jones pass complete short middle to Rhamondre Stevenson for 5 yards (tackle by James Bradberry and Zach Cunningham),0.200,0.170
3,14:04,3,4,NWE 31,16,14,Mac Jones pass incomplete deep left intended for Kayshon Boutte,0.170,-1.310
3,13:58,4,4,NWE 31,16,14,"Bryce Baringer punts 65 yards, returned by Britain Covey for 25 yards (tackle by Brenden Schooler and Kyle Dugger)",-1.310,-0.870
3,13:43,1,10,PHI 29,16,14,Jalen Hurts pass complete short middle to A.J. Brown for 15 yards (tackle by Jabrill Peppers),0.870,1.860
3,13:17,1,10,PHI 44,16,14,Jalen Hurts scrambles right end for 5 yards (tackle by Myles Bryant),1.860,1.990
3,12:33,2,5,PHI 49,16,14,Jalen Hurts pass complete short right to DeVonta Smith for 2 yards (tackle by Adrian Phillips),1.990,1.550
3,11:53,3,3,NWE 49,16,14,Kenneth Gainwell up the middle for 7 yards (tackle by Jahlani Tavai and Deatrich Wise),1.550,2.790
3,11:26,1,10,NWE 42,16,14,Jalen Hurts pass complete short right to Kenneth Gainwell for 2 yards (tackle by Jahlani Tavai),2.790,2.510
3,10:44,2,8,NWE 40,16,14,Jalen Hurts pass complete short right to Quez Watkins for 9 yards (tackle by Kyle Dugger and Christian Gonzalez),2.510,3.510
3,10:19,1,10,NWE 31,16,14,"Jalen Hurts scrambles for no gain. Penalty on Jordan Mailata: Offensive Holding, 10 yards (accepted) (no play)",3.510,2.850
3,9:50,1,20,NWE 41,16,14,Jalen Hurts pass incomplete deep left intended for DeVonta Smith (defended by Jabrill Peppers),2.850,1.620
3,9:44,2,20,NWE 41,16,14,Jalen Hurts pass incomplete short right intended for A.J. Brown (defended by Keion White),1.620,0.960
3,9:39,3,20,NWE 41,16,14,Kenneth Gainwell right end for 3 yards (tackle by Christian Gonzalez),0.960,0.720
3,8:52,,,,,,Timeout #1 by Philadelphia Eagles,,
3,8:52,4,17,NWE 38,19,14,Jake Elliott 56 yard field goal good,0.720,3.000
3,8:48,,,PHI 35,19,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,8:48,1,10,NWE 25,19,14,Ezekiel Elliott left end for 7 yards (tackle by Reed Blankenship),0.610,1.010
3,8:13,2,3,NWE 32,19,14,Ezekiel Elliott left tackle for 4 yards (tackle by Josh Sweat and Fletcher Cox),1.010,1.330
3,7:36,1,10,NWE 36,19,14,Mac Jones pass complete short right to JuJu Smith-Schuster for 6 yards (tackle by Darius Slay and Nakobe Dean),1.330,1.600
3,7:03,2,4,NWE 42,19,14,Mac Jones pass incomplete short middle intended for JuJu Smith-Schuster,1.600,0.890
3,6:59,3,4,NWE 42,19,14,Mac Jones pass complete short left to Kendrick Bourne for 18 yards (tackle by Reed Blankenship),0.890,2.920
3,6:34,1,10,PHI 40,19,14,Rhamondre Stevenson left tackle for 5 yards (tackle by Marlon Tuipulotu),2.920,3.050
3,6:03,2,5,PHI 35,19,14,Mac Jones pass complete short left to Ezekiel Elliott for 4 yards (tackle by Marlon Tuipulotu and Reed Blankenship),3.050,2.870
3,5:33,3,1,PHI 31,19,14,Ezekiel Elliott up the middle for 3 yards (tackle by Christian Elliss),2.870,3.710
3,5:05,1,10,PHI 28,19,14,Rhamondre Stevenson up the middle for 1 yard (tackle by Nakobe Dean and Marlon Tuipulotu),3.710,3.300
3,4:26,2,9,PHI 27,19,14,"Rhamondre Stevenson up the middle for 2 yards (tackle by Justin Evans). Penalty on Hunter Henry: Offensive Holding, 10 yards (accepted)",3.300,2.220
3,4:08,2,17,PHI 35,19,14,Mac Jones pass incomplete deep left intended for Kayshon Boutte (defended by Reed Blankenship),2.220,1.550
3,4:00,3,17,PHI 35,19,14,"Mac Jones pass complete short left to Ezekiel Elliott for 6 yards (tackle by Reed Blankenship and James Bradberry). Penalty on Atonio Mafi: Offensive Holding, 10 yards (accepted)",1.550,1.020
3,3:35,3,21,PHI 39,19,14,Mac Jones pass complete short right to Demario Douglas for -4 yards (tackle by Avonte Maddox),1.020,0.400
3,2:51,4,25,PHI 43,19,14,"Bryce Baringer punts 43 yards, touchback.",0.400,-0.280
3,2:43,1,10,PHI 20,19,14,Jalen Hurts pass complete short left to DeVonta Smith for 3 yards (tackle by Myles Bryant),0.280,0.140
3,2:02,2,7,PHI 23,19,14,Jalen Hurts pass complete short right to Kenneth Gainwell for 4 yards (tackle by Myles Bryant and Ja'Whaun Bentley),0.140,-0.030
3,1:23,3,3,PHI 27,19,14,Jalen Hurts scrambles right end for 5 yards (tackle by Myles Bryant),-0.030,1.070
3,0:41,1,10,PHI 32,19,14,Jalen Hurts pass complete short right to DeVonta Smith for 9 yards,1.070,1.740
3,0:11,2,1,PHI 41,19,14,Jalen Hurts pass complete short right to DeVonta Smith for 13 yards (tackle by Marte Mapu and Ja'Whaun Bentley),1.740,2.520
Quarter,Time,Down,ToGo,Location,PHI,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 46,19,14,Jalen Hurts pass incomplete deep right intended for A.J. Brown,2.520,1.980
4,14:53,2,10,NWE 46,19,14,Jalen Hurts pass complete short right to DeVonta Smith for 13 yards (tackle by Kyle Dugger),1.980,3.380
4,14:22,1,10,NWE 33,19,14,Jalen Hurts pass incomplete deep right intended for DeVonta Smith,3.380,2.840
4,14:14,2,10,NWE 33,19,14,D'Andre Swift left tackle for 3 yards (tackle by Deatrich Wise),2.840,2.540
4,13:31,3,7,NWE 30,19,14,Jalen Hurts pass incomplete short left intended for Dallas Goedert,2.540,1.410
4,13:26,4,7,NWE 30,22,14,Jake Elliott 48 yard field goal good,1.410,3.000
4,13:21,,,PHI 35,22,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,13:21,1,10,NWE 25,22,14,Mac Jones pass complete short left to Mike Gesicki for 10 yards (tackle by James Bradberry),0.610,1.270
4,12:47,1,10,NWE 35,22,14,"Mac Jones pass complete short middle to Rhamondre Stevenson for 12 yards (tackle by Christian Elliss). Penalty on Milton Williams: Roughing the Passer, 15 yards (accepted)",1.270,3.050
4,12:34,1,10,PHI 38,22,14,Mac Jones pass incomplete deep right intended for Ty Montgomery,3.050,2.510
4,12:26,2,10,PHI 38,22,14,Mac Jones pass incomplete short left intended for Ezekiel Elliott (defended by Josh Sweat),2.510,1.820
4,12:23,3,10,PHI 38,22,14,Mac Jones pass complete short left to Rhamondre Stevenson for 2 yards (tackle by Reed Blankenship),1.820,0.880
4,11:44,4,8,PHI 36,22,14,Mac Jones pass complete short middle to Hunter Henry for 12 yards (tackle by Christian Elliss),0.880,3.970
4,11:18,1,10,PHI 24,22,14,Mac Jones pass complete short right to JuJu Smith-Schuster for 5 yards (tackle by Darius Slay),3.970,4.120
4,10:53,2,5,PHI 19,22,14,Rhamondre Stevenson right guard for 2 yards (tackle by Milton Williams),4.120,3.750
4,10:10,3,3,PHI 17,22,14,Ezekiel Elliott right guard for no gain (tackle by Fletcher Cox),3.750,2.410
4,9:39,4,3,PHI 17,22,14,Mac Jones pass incomplete short right intended for Ezekiel Elliott,2.410,0.060
4,9:32,1,10,PHI 17,22,14,"Jalen Hurts pass complete to A.J. Brown for 48 yards NWE challenged the pass completion ruling, and the original play was overturned. Jalen Hurts pass incomplete deep right intended for A.J. Brown (defended by Jonathan Jones)",-0.060,-0.580
4,9:24,2,10,PHI 17,22,14,Jalen Hurts pass complete short left to A.J. Brown for 23 yards (tackle by Christian Gonzalez),-0.580,1.600
4,8:41,1,10,PHI 40,22,14,Jalen Hurts pass complete short middle to A.J. Brown for 15 yards (tackle by Kyle Dugger),1.600,2.590
4,8:04,1,10,NWE 45,22,14,"Jalen Hurts pass complete to A.J. Brown for no gain. Penalty on Deatrich Wise: Defensive Holding, 5 yards (accepted) (no play)",2.590,2.920
4,7:46,1,10,NWE 40,22,14,Jalen Hurts sacked by Christian Gonzalez for -8 yards,2.920,1.290
4,6:59,,,,,,Timeout #2 by Philadelphia Eagles,,
4,6:59,2,18,NWE 48,22,14,Jalen Hurts pass complete short left to Boston Scott for 7 yards (tackle by Jonathan Jones and Adrian Phillips),1.290,1.550
4,6:17,3,11,NWE 41,22,14,Jalen Hurts pass complete short middle to A.J. Brown for 8 yards (tackle by Christian Gonzalez),1.550,1.190
4,5:38,4,3,NWE 33,25,14,Jake Elliott 51 yard field goal good,1.190,3.000
4,5:33,,,PHI 35,25,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,5:33,1,10,NWE 25,25,14,Mac Jones pass incomplete deep right intended for Demario Douglas,0.610,0.060
4,5:27,2,10,NWE 25,25,14,Mac Jones pass complete short left to Rhamondre Stevenson for 32 yards (tackle by Justin Evans and Avonte Maddox),0.060,2.720
4,4:53,1,10,PHI 43,25,14,Rhamondre Stevenson up the middle for 5 yards (tackle by Jordan Davis),2.720,2.850
4,4:33,2,5,PHI 38,25,14,Mac Jones pass complete deep middle to Demario Douglas for 16 yards (tackle by Zach Cunningham),2.850,4.110
4,4:10,1,10,PHI 22,25,14,Mac Jones pass complete short middle to Rhamondre Stevenson for 11 yards (tackle by Avonte Maddox),4.110,4.840
4,3:43,1,10,PHI 11,25,20,"Mac Jones pass complete short right to Kendrick Bourne for 11 yards, touchdown",4.840,7.000
4,3:37,,,PHI 2,25,20,"Two Point Attempt: Mac Jones rushes, conversion succeeds.. Penalty on Calvin Anderson: Offensive Holding, 10 yards (accepted) (no play)",1.000,1.000
4,3:37,,,PHI 2,25,20,Two Point Attempt: Mac Jones pass incomplete intended for Mike Gesicki,1.000,-1.000
4,3:37,,,NWE 35,25,20,"Chad Ryland kicks off 49 yards, returned by Quez Watkins for 11 yards (tackle by Adrian Phillips)",0.000,0.740
4,3:35,1,10,PHI 27,25,20,"Jalen Hurts left guard for 8 yards. Jalen Hurts fumbles (forced by Jabrill Peppers), recovered by Marcus Jones at PHI-41 (tackle by Jabrill Peppers)",0.740,-2.850
4,3:28,1,10,PHI 41,25,20,Ezekiel Elliott left guard for 5 yards (tackle by Jordan Davis and Fletcher Cox),2.850,2.980
4,2:59,2,5,PHI 36,25,20,Mac Jones sacked by and Jordan Davis for -7 yards and Josh Sweat for -7 yards,2.980,1.350
4,2:29,3,12,PHI 43,25,20,Mac Jones pass incomplete deep middle intended for Kendrick Bourne (defended by Darius Slay),1.350,0.400
4,2:24,4,12,PHI 43,25,20,"Penalty on NWE: Delay of Game, 5 yards (accepted) (no play)",0.400,0.070
4,2:24,,,,,,Timeout #3 by Philadelphia Eagles,,
4,2:24,4,17,PHI 48,25,20,Mac Jones pass incomplete short right intended for Hunter Henry,0.070,-2.130
4,2:20,1,10,PHI 48,25,20,Kenneth Gainwell left end for 3 yards (tackle by Ja'Whaun Bentley and Jabrill Peppers),2.130,1.990
4,2:15,,,,,,Timeout #1 by New England Patriots,,
4,2:15,2,7,NWE 49,25,20,Kenneth Gainwell right guard for 1 yard (tackle by Lawrence Guy and Mack Wilson),1.990,1.420
4,2:09,,,,,,Timeout #2 by New England Patriots,,
4,2:09,3,6,NWE 48,25,20,Jalen Hurts left tackle for 4 yards (tackle by Christian Barmore),1.420,0.330
4,2:00,4,2,NWE 44,25,20,Jalen Hurts pass incomplete short middle intended for DeVonta Smith (defended by Christian Gonzalez),0.330,-1.860
4,1:57,1,10,NWE 44,25,20,Mac Jones pass complete short left to Kendrick Bourne for 9 yards (tackle by Terrell Edmunds and James Bradberry),1.860,2.530
4,1:39,2,1,PHI 47,25,20,Mac Jones pass incomplete short right intended for Demario Douglas (defended by Avonte Maddox),2.530,1.820
4,1:35,3,1,PHI 47,25,20,Rhamondre Stevenson up the middle for 4 yards (tackle by Justin Evans),1.820,2.720
4,1:18,1,10,PHI 43,25,20,Mac Jones scrambles left end for 7 yards (tackle by Terrell Edmunds),2.720,3.120
4,1:10,2,3,PHI 36,25,20,Mac Jones pass complete short right to Mike Gesicki for 17 yards (tackle by Terrell Edmunds),3.120,4.310
4,1:02,1,10,PHI 19,25,20,Mac Jones pass incomplete deep left intended for Kayshon Boutte,4.310,3.750
4,0:58,2,10,PHI 19,25,20,Mac Jones sacked by Jalen Carter for -3 yards,3.750,2.680
4,0:51,,,,,,Timeout #3 by New England Patriots,,
4,0:51,3,13,PHI 22,25,20,Mac Jones pass complete short left to Rhamondre Stevenson for 2 yards (tackle by Christian Elliss and Reed Blankenship),2.680,2.120
4,0:29,4,11,PHI 20,25,20,"Mac Jones pass complete to Kayshon Boutte for 12 yards Replay Assistant challenged the pass completion ruling, and the original play was overturned. Mac Jones pass incomplete short left intended for Kayshon Boutte (defended by Josh Jobe)",2.120,-0.280
4,0:25,1,10,PHI 20,25,20,Jalen Hurts kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
