Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
2,,,,PHI 30,0,14,"David Akers kicks off 67 yards, returned by Mewelde Moore for 39 yards (tackle by Matt Ware)",0.000,1.730
2,14:07,1,10,MIN 42,0,14,Michael Bennett right end for 1 yard (tackle by Dhani Jones and Jeremiah Trotter),1.730,1.320
2,13:32,2,9,MIN 43,0,14,Daunte Culpepper pass complete to Nate Burleson for 1 yard (tackle by Sheldon Brown),1.320,0.760
2,12:49,3,8,MIN 44,0,14,Daunte Culpepper pass complete to Marcus Robinson for 40 yards (tackle by Lito Sheppard),0.760,4.510
2,12:07,1,10,PHI 16,0,14,Onterrio Smith up the middle for 2 yards (tackle by Jerome McDougle),4.510,4.210
2,11:27,2,8,PHI 14,0,14,Daunte Culpepper pass complete to Kelly Campbell for 7 yards (tackle by Lito Sheppard),4.210,4.850
2,10:47,3,1,PHI 7,6,14,"Daunte Culpepper right end for 7 yards, touchdown",4.850,7.000
2,,,,PHI 2,7,14,Morten Andersen kicks extra point good,0.000,0.000
2,,,,MIN 30,7,14,"Jose Cortez kicks off 64 yards, returned by J.R. Reed for 48 yards (tackle by Terrance Shaw)",0.000,2.520
2,10:29,1,10,MIN 46,7,14,Donovan McNabb pass incomplete intended for Todd Pinkston,2.520,1.980
2,10:25,2,10,MIN 46,7,14,"Donovan McNabb pass incomplete intended for L.J. Smith (defended by Willie Offord). Penalty on Willie Offord: Defensive Pass Interference, 7 yards (no play)",1.980,2.980
2,10:22,1,10,MIN 39,7,14,"Donovan McNabb pass incomplete intended for Josh Parry. Penalty on Antoine Winfield: Defensive Pass Interference, 25 yards (no play)",2.980,4.650
2,10:15,1,10,MIN 14,7,20,"Donovan McNabb pass complete to L.J. Smith for 10 yards (tackle by Antoine Winfield). L.J. Smith fumbles (forced by Antoine Winfield), recovered by Freddie Mitchell at MIN-0, touchdown",4.650,7.000
2,,,,MIN 2,7,21,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,7,21,"David Akers kicks off 63 yards, returned by Mewelde Moore for 32 yards (tackle by J.R. Reed)",0.000,1.530
2,10:01,1,10,MIN 39,7,21,Daunte Culpepper pass complete to Randy Moss for 15 yards (tackle by Jeremiah Trotter),1.530,2.520
2,9:13,,,,7,21,Timeout #2 by Minnesota Vikings,0.000,2.520
2,9:13,1,10,PHI 46,7,21,Daunte Culpepper pass complete to Sean Berton for 16 yards (tackle by Jeremiah Trotter),2.520,3.580
2,8:35,1,10,PHI 30,7,21,Onterrio Smith right end for 4 yards (tackle by Jevon Kearse and Darwin Walker),3.580,3.570
2,7:57,2,6,PHI 26,7,21,Onterrio Smith right end for 5 yards (tackle by Keith Adams),3.570,3.530
2,7:57,3,1,PHI 21,7,21,Daunte Culpepper pass incomplete intended for Randy Moss (defended by Sheldon Brown),3.530,2.210
2,7:30,4,1,PHI 21,7,21,Daunte Culpepper up the middle for 1 yard (tackle by Sam Rayburn),2.210,4.240
2,6:50,1,10,PHI 20,7,21,Onterrio Smith up the middle for 3 yards (tackle by Jeremiah Trotter),4.240,4.120
2,6:12,2,7,PHI 17,7,21,Daunte Culpepper pass complete to Onterrio Smith for 9 yards (tackle by Michael Lewis),4.120,5.370
2,5:36,1,8,PHI 8,7,21,Daunte Culpepper pass incomplete intended for Marcus Robinson (defended by Lito Sheppard),5.370,4.570
2,5:31,2,8,PHI 8,7,21,Daunte Culpepper up the middle for 5 yards (tackle by Sam Rayburn),4.570,4.720
2,4:47,3,3,PHI 3,7,21,Daunte Culpepper pass incomplete intended for Randy Moss (defended by Jevon Kearse),4.720,3.040
2,4:40,4,3,PHI 3,7,21,Gus Frerotte pass incomplete intended for Jermaine Wiggins,3.040,0.380
2,4:31,1,10,PHI 4,7,21,Brian Westbrook right end for 5 yards (tackle by Willie Offord),-0.380,-0.420
2,4:05,2,5,PHI 9,7,21,Dorsey Levens left guard for 1 yard (tackle by Kevin Williams),-0.420,-0.720
2,3:23,3,4,PHI 10,7,21,Donovan McNabb pass complete to Todd Pinkston for 13 yards,-0.720,0.480
2,2:58,1,10,PHI 23,7,21,Dorsey Levens up the middle for 11 yards (tackle by Chris Claiborne),0.480,1.200
2,2:19,1,10,PHI 34,7,21,"Donovan McNabb pass complete to Josh Parry for 7 yards. Josh Parry fumbles, ball out of bounds at PHI-41",1.200,1.600
,,,,,,,"PHI challenged the ruling, and the original play was overturned.",,
2,2:02,2,3,PHI 41,7,21,Donovan McNabb pass complete to L.J. Smith for 19 yards (tackle by Kevin Williams),1.600,2.920
2,1:53,1,10,MIN 40,7,21,Donovan McNabb pass incomplete intended for Brian Westbrook,2.920,2.370
2,1:48,2,10,MIN 40,7,21,Brian Westbrook up the middle for -1 yards (tackle by Lance Johnstone),2.370,1.550
2,1:09,,,,7,21,Timeout #1 by Philadelphia Eagles,0.000,1.550
2,1:09,3,11,MIN 41,7,21,Donovan McNabb pass complete to Greg Lewis for 12 yards (tackle by Brian Williams),1.550,3.640
2,0:41,1,10,MIN 29,7,21,"Donovan McNabb pass incomplete intended for Dorsey Levens. Penalty on Hank Fraley: Ineligible Downfield Pass, 5 yards (no play)",3.640,3.310
2,0:35,1,15,MIN 34,7,21,Dorsey Levens left tackle for 6 yards (tackle by Kevin Williams),3.310,3.240
2,0:28,,,,7,21,Timeout #2 by Philadelphia Eagles,0.000,3.240
2,0:28,2,9,MIN 28,7,21,Donovan McNabb pass complete to Todd Pinkston for 19 yards (tackle by Antoine Winfield),3.240,5.140
2,0:16,,,,7,21,Timeout #3 by Philadelphia Eagles,0.000,5.140
2,0:16,1,9,MIN 9,7,21,Donovan McNabb pass incomplete intended for L.J. Smith (defended by Brian Williams),5.140,4.380
2,0:10,2,9,MIN 9,7,21,Donovan McNabb pass complete to Dorsey Levens for 5 yards (tackle by Antoine Winfield),4.380,4.490
Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,7,21,"Jose Cortez kicks off 66 yards, returned by J.R. Reed for 26 yards (tackle by Larry Ned)",0.000,0.940
3,14:54,1,10,PHI 30,7,21,Brian Westbrook up the middle for 1 yard (tackle by Spencer Johnson),0.940,0.530
3,14:18,2,9,PHI 31,7,21,Donovan McNabb pass incomplete intended for Freddie Mitchell,0.530,-0.160
3,14:14,3,9,PHI 31,7,21,Donovan McNabb pass incomplete intended for Greg Lewis,-0.160,-1.310
3,14:11,4,9,PHI 31,7,21,"Dirk Johnson punts 42 yards, returned by Nate Burleson for -2 yards (tackle by Keith Adams)",-1.310,-0.610
3,13:59,1,10,MIN 25,7,21,Daunte Culpepper pass complete to Michael Bennett for -1 yards (tackle by Jeremiah Trotter),0.610,-0.070
3,13:23,2,11,MIN 24,7,21,Daunte Culpepper sacked by Jevon Kearse and Nate Wayne for -5 yards,-0.070,-1.510
3,12:49,3,16,MIN 19,7,21,Daunte Culpepper pass complete to Randy Moss for 21 yards (tackle by Lito Sheppard),-1.510,1.600
3,12:10,1,10,MIN 40,7,21,Michael Bennett right tackle for 4 yards (tackle by Darwin Walker),1.600,1.590
3,11:28,2,6,MIN 44,7,21,Michael Bennett right tackle for 8 yards (tackle by Darwin Walker and Nate Wayne),1.590,2.390
3,10:52,1,10,PHI 48,7,21,Daunte Culpepper pass incomplete (defended by Jerome McDougle),2.390,1.850
3,10:44,2,10,PHI 48,7,21,"Daunte Culpepper pass incomplete intended for Marcus Robinson (defended by Sheldon Brown). Penalty on Sheldon Brown: Defensive Holding, 5 yards (no play)",1.850,2.720
3,10:41,1,10,PHI 43,7,21,Daunte Culpepper right end for 8 yards (tackle by Dhani Jones),2.720,3.260
3,10:00,2,2,PHI 35,7,21,Michael Bennett up the middle for 2 yards (tackle by Jeremiah Trotter),3.260,3.380
3,9:18,1,10,PHI 33,7,21,Daunte Culpepper pass incomplete intended for Michael Bennett,3.380,2.840
3,9:11,2,10,PHI 33,7,21,Daunte Culpepper pass complete to Marcus Robinson for 5 yards (tackle by Lito Sheppard),2.840,2.810
3,8:26,3,5,PHI 28,7,21,Daunte Culpepper pass incomplete intended for Nate Burleson is intercepted by Ike Reese at PHI-28 and returned for 3 yards (tackle by Adam Goldberg),2.810,-1.000
3,8:20,1,10,PHI 31,7,21,Donovan McNabb pass complete to Freddie Mitchell for 12 yards (tackle by Willie Offord),1.000,1.800
3,7:46,1,10,PHI 43,7,21,Brian Westbrook left guard for 4 yards (tackle by Kenny Mixon),1.800,1.790
3,7:09,2,6,PHI 47,7,21,Donovan McNabb sacked by Antoine Winfield for 0 yards,1.790,1.090
3,6:41,,,,7,21,Timeout #1 by Philadelphia Eagles,0.000,1.090
3,6:41,3,6,PHI 47,7,21,Donovan McNabb pass incomplete intended for Todd Pinkston,1.090,-0.260
3,6:37,4,6,PHI 47,7,21,Dirk Johnson punts 30 yards,-0.260,-0.480
3,6:27,1,10,MIN 23,7,21,Daunte Culpepper sacked by Jeremiah Trotter and Jevon Kearse for -11 yards,0.480,-1.580
3,5:50,2,21,MIN 12,7,21,Daunte Culpepper pass incomplete intended for Onterrio Smith (defended by Jevon Kearse),-1.580,-2.710
3,5:45,3,21,MIN 12,7,21,Daunte Culpepper pass complete to Marcus Robinson for 29 yards (tackle by Michael Lewis),-2.710,1.660
3,5:15,1,10,MIN 41,7,21,Onterrio Smith left end for 5 yards (tackle by Michael Lewis),1.660,1.800
3,4:37,2,5,MIN 46,7,21,Daunte Culpepper pass incomplete intended for Randy Moss (defended by Jeremiah Trotter),1.800,1.090
3,4:33,3,5,MIN 46,7,21,Daunte Culpepper pass complete to Mewelde Moore for 12 yards (tackle by Brian Dawkins),1.090,2.790
3,4:14,1,10,PHI 42,7,21,Daunte Culpepper pass incomplete intended for Onterrio Smith is intercepted by Jeremiah Trotter at PHI-34 and returned for 35 yards (tackle by Daunte Culpepper),2.790,-3.510
3,4:02,1,10,MIN 31,7,21,Donovan McNabb pass complete to Freddie Mitchell for 30 yards (tackle by Brian Russell). Freddie Mitchell fumbles (forced by Brian Russell),3.510,-0.280
,,,,,,,"MIN challenged the ruling, and the original play was overturned.",,
3,3:53,1,10,MIN 20,7,21,Daunte Culpepper pass complete to Jermaine Wiggins for 20 yards (tackle by Keith Adams),0.280,1.600
3,3:13,1,10,MIN 40,7,21,Daunte Culpepper pass complete to Nate Burleson for 28 yards (tackle by Lito Sheppard),1.600,3.450
3,2:29,1,10,PHI 32,7,21,Daunte Culpepper pass complete to Nate Burleson for 13 yards (tackle by Dhani Jones). Penalty on Jevon Kearse: Defensive Offside (Declined),3.450,4.310
3,2:00,1,10,PHI 19,7,21,Daunte Culpepper pass incomplete intended for Randy Moss,4.310,3.750
3,1:55,2,10,PHI 19,7,21,Mewelde Moore up the middle for no gain (tackle by Keith Adams),3.750,3.030
3,1:11,3,10,PHI 19,7,21,"Daunte Culpepper sacked by Brian Dawkins for -12 yards. Daunte Culpepper fumbles (forced by Brian Dawkins), recovered by Daunte Culpepper at PHI-31",3.030,1.320
3,0:53,,,,7,21,Timeout #1 by Minnesota Vikings,0.000,1.320
3,0:53,4,22,PHI 31,7,21,Daunte Culpepper pass incomplete intended for Randy Moss (defended by Roderick Hood),1.320,-1.000
3,0:44,1,10,PHI 31,7,21,Donovan McNabb pass complete to Freddie Mitchell for 12 yards (tackle by Brian Williams),1.000,1.800
Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 43,7,21,Brian Westbrook left end for 3 yards (tackle by Spencer Johnson),1.800,1.660
4,14:22,2,7,PHI 46,7,21,"Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Ralph Brown). Penalty on Ralph Brown: Defensive Pass Interference, 46 yards (no play)",1.660,5.370
4,14:14,1,8,MIN 8,7,21,Donovan McNabb pass incomplete intended for Brian Westbrook (defended by Brian Russell),5.370,4.570
4,14:09,2,8,MIN 8,7,21,Donovan McNabb up the middle for 5 yards (tackle by Dontarrious Thomas),4.570,4.720
4,13:28,3,3,MIN 3,7,21,Donovan McNabb pass incomplete intended for Brian Westbrook,4.720,3.040
4,13:22,4,3,MIN 3,7,24,David Akers 21 yard field goal good,3.040,3.000
4,,,,PHI 30,7,24,"David Akers kicks off 73 yards, touchback",0.000,0.280
4,13:20,1,10,MIN 20,7,24,"Penalty on MIN: Illegal Substitution, 5 yards (no play)",0.280,-0.310
4,13:20,1,15,MIN 15,7,24,Daunte Culpepper pass incomplete intended for Kelly Campbell (defended by Lito Sheppard),-0.310,-1.070
4,13:14,2,15,MIN 15,7,24,Daunte Culpepper pass incomplete intended for Onterrio Smith (defended by Lito Sheppard),-1.070,-1.860
4,13:10,3,15,MIN 15,7,24,Daunte Culpepper pass complete to Marcus Robinson for 13 yards (tackle by Brian Dawkins),-1.860,-1.500
4,12:26,4,2,MIN 28,7,24,"Darren Bennett punts 39 yards, returned by Dexter Wynn for 7 yards (tackle by Rushen Jones)",-1.500,-1.600
4,12:15,1,10,PHI 40,7,24,Dorsey Levens left tackle for 2 yards (tackle by Spencer Johnson),1.600,1.320
4,11:40,2,8,PHI 42,7,24,Brian Westbrook left tackle for no gain (tackle by Kevin Williams),1.320,0.630
4,11:00,3,8,PHI 42,7,24,Donovan McNabb pass complete to L.J. Smith for 14 yards (tackle by Dontarrious Thomas),0.630,2.650
4,10:22,1,10,MIN 44,7,24,Brian Westbrook right end for 12 yards (tackle by Brian Williams),2.650,3.450
4,9:39,1,10,MIN 32,7,24,Dorsey Levens right guard for 3 yards (tackle by Chris Claiborne),3.450,3.310
4,8:59,2,7,MIN 29,7,24,Brian Westbrook left end for 15 yards (tackle by Lance Johnstone),3.310,4.650
4,8:12,1,10,MIN 14,7,24,Donovan McNabb pass incomplete intended for Freddie Mitchell,4.650,4.000
4,8:03,2,10,MIN 14,7,24,Donovan McNabb pass complete to L.J. Smith for 9 yards (tackle by Dontarrious Thomas),4.000,4.960
4,7:26,3,1,MIN 5,7,24,Dorsey Levens left guard for no gain (tackle by Chris Claiborne),4.960,3.030
4,6:42,4,1,MIN 5,7,27,David Akers 23 yard field goal good,3.030,3.000
4,,,,PHI 30,7,27,"David Akers kicks off 75 yards, touchback",0.000,0.280
4,6:39,1,10,MIN 20,7,27,Daunte Culpepper pass complete to Onterrio Smith for -2 yards (tackle by Corey Simon),0.280,-0.630
4,6:04,2,12,MIN 18,7,27,Daunte Culpepper pass complete to Onterrio Smith for 11 yards (tackle by Sheldon Brown),-0.630,0.230
4,5:30,3,1,MIN 29,7,27,Onterrio Smith up the middle for 10 yards (tackle by Dexter Wynn),0.230,1.530
4,4:57,1,10,MIN 39,7,27,"Daunte Culpepper pass complete to Marcus Robinson for no gain. Penalty on David Dixon: Offensive Holding, 10 yards (no play)",1.530,0.870
4,4:49,1,20,MIN 29,7,27,Daunte Culpepper pass complete to Onterrio Smith for 10 yards (tackle by Sam Rayburn),0.870,0.990
4,4:14,2,10,MIN 39,7,27,Daunte Culpepper pass complete to Jermaine Wiggins for 6 yards (tackle by Nate Wayne),0.990,1.090
4,3:40,3,4,MIN 45,7,27,Daunte Culpepper pass incomplete intended for Randy Moss,1.090,-0.390
4,3:37,4,4,MIN 45,7,27,Daunte Culpepper pass complete to Nate Burleson for 8 yards (tackle by Ike Reese),-0.390,2.460
4,3:02,1,10,PHI 47,7,27,Daunte Culpepper pass incomplete intended for Onterrio Smith (defended by Sheldon Brown),2.460,1.910
4,2:54,2,10,PHI 47,7,27,Daunte Culpepper pass incomplete intended for Marcus Robinson (defended by Roderick Hood),1.910,1.220
4,2:49,3,10,PHI 47,7,27,Daunte Culpepper pass incomplete intended for Randy Moss (defended by Sheldon Brown),1.220,0.130
4,2:39,4,10,PHI 47,7,27,Daunte Culpepper pass complete to Randy Moss for 15 yards (tackle by Lito Sheppard),0.130,3.450
4,2:07,1,10,PHI 32,13,27,"Daunte Culpepper pass complete to Marcus Robinson for 32 yards, touchdown. Penalty on Jevon Kearse: Defensive Offside (Declined)",3.450,7.000
,,,,,,,"PHI challenged the ruling, and the play was upheld.",,
4,,,,PHI 2,14,27,Morten Andersen kicks extra point good,0.000,0.000
4,,,,MIN 30,14,27,"Morten Andersen kicks onside 10 yards, recovered by Freddie Mitchell",0.000,2.920
4,1:58,1,10,MIN 40,14,27,Dorsey Levens right tackle for no gain (tackle by E.J. Henderson),2.920,2.370
4,1:54,,,,14,27,Timeout #2 by Minnesota Vikings,0.000,2.370
4,1:54,2,10,MIN 40,14,27,Brian Westbrook right guard for 14 yards (tackle by Darrion Scott),2.370,3.840
4,1:08,1,10,MIN 26,14,27,Brian Westbrook right tackle for -1 yards (tackle by Chris Claiborne),3.840,3.160
4,1:02,,,,14,27,Timeout #3 by Minnesota Vikings,0.000,3.160
4,1:02,2,11,MIN 27,14,27,Donovan McNabb kneels for -1 yards,3.160,2.350
4,0:25,3,12,MIN 28,14,27,Donovan McNabb kneels for -1 yards,2.350,1.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
