Quarter,Time,Down,ToGo,Location,SDG,CIN,Detail,EPB,EPA
2,5:39,1,9,CIN 9,0,21,Philip Rivers pass incomplete short left intended for Lorenzo Neal (defended by Justin Smith),5.140,4.380
2,5:33,2,9,CIN 9,6,21,"LaDainian Tomlinson left tackle for 9 yards, touchdown",4.380,7.000
2,,,,CIN 2,7,21,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,7,21,"Nate Kaeding kicks off 64 yards, returned by Chris Perry for 20 yards (tackle by Steve Gregory)",0.000,0.670
2,5:20,1,10,CIN 26,7,21,Carson Palmer pass complete short middle to Reggie Kelly for 4 yards (tackle by Terrence Kiel and Donnie Edwards),0.670,0.670
2,4:58,2,6,CIN 30,7,21,Rudi Johnson right tackle for 2 yards (tackle by Donnie Edwards),0.670,0.230
2,4:22,3,4,CIN 32,7,21,Carson Palmer pass complete short right to Chris Perry for 4 yards (tackle by Donnie Edwards),0.230,1.330
2,3:49,1,10,CIN 36,7,21,Carson Palmer sacked by Carlos Polk for -4 yards,1.330,0.250
2,3:17,2,14,CIN 32,7,21,Carson Palmer pass complete short middle to Chad Johnson for 11 yards (tackle by Quentin Jammer),0.250,1.030
2,2:39,3,3,CIN 43,7,21,Carson Palmer pass complete short right to Kenny Watson for 5 yards (tackle by Donnie Edwards),1.030,2.130
2,2:00,1,10,CIN 48,7,21,Carson Palmer pass complete short right to Chad Johnson for 7 yards (tackle by Marlon McCree),2.130,2.530
2,1:30,2,3,SDG 45,7,21,Carson Palmer pass complete short right to Chad Johnson for 13 yards (tackle by Quentin Jammer),2.530,3.450
2,1:16,,,,7,21,Timeout #1 by Cincinnati Bengals,0.000,3.450
2,1:16,1,10,SDG 32,7,21,Carson Palmer sacked by Igor Olshansky for -8 yards,3.450,1.820
2,0:52,2,18,SDG 40,7,21,Carson Palmer pass incomplete deep left intended for Chris Henry (defended by Clinton Hart),1.820,1.160
2,0:46,3,18,SDG 40,7,21,Carson Palmer pass complete deep left to T.J. Houshmandzadeh for 22 yards (tackle by Clinton Hart),1.160,4.370
2,0:34,,,,7,21,Timeout #2 by Cincinnati Bengals,0.000,4.370
2,0:34,1,10,SDG 18,7,21,Carson Palmer pass complete short left to Kenny Watson for 9 yards,4.370,5.420
2,0:26,2,1,SDG 9,7,21,Carson Palmer pass complete short left to T.J. Houshmandzadeh for 2 yards (tackle by Drayton Florence),5.420,5.600
2,0:21,1,7,SDG 7,7,27,"Carson Palmer pass complete short middle to Chris Henry for 7 yards, touchdown",5.600,7.000
2,,,,SDG 2,7,28,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,7,28,"Shayne Graham kicks off 46 yards, muffed catch by Cory Withrow, recovered by Lorenzo Neal and returned for no gain",0.000,0.540
2,0:12,1,10,SDG 24,7,28,LaDainian Tomlinson right guard for 5 yards (tackle by Bryan Robinson),0.540,0.670
Quarter,Time,Down,ToGo,Location,SDG,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,7,28,"Nate Kaeding kicks off 67 yards, returned by Chris Perry for 24 yards (tackle by Clinton Hart)",0.000,0.740
3,14:52,1,10,CIN 27,7,28,Rudi Johnson left tackle for 4 yards (tackle by Stephen Cooper),0.740,0.740
3,14:17,2,6,CIN 31,7,28,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 5 yards (tackle by Terrence Kiel and Stephen Cooper),0.740,0.700
3,13:41,3,1,CIN 36,7,28,"Rudi Johnson left end for 2 yards (tackle by Donnie Edwards). Penalty on Eric Ghiaciuc: Tripping, 10 yards",0.700,-0.360
3,13:31,3,9,CIN 28,7,28,Carson Palmer pass incomplete deep right intended for Chris Henry (defended by Quentin Jammer),-0.360,-1.500
3,13:23,4,9,CIN 28,7,28,"Kyle Larson punts 41 yards, fair catch by Keenan McCardell",-1.500,-1.000
3,13:15,1,10,SDG 31,7,28,Philip Rivers pass complete short middle to LaDainian Tomlinson for 19 yards (tackle by Madieu Williams),1.000,2.260
3,12:44,1,10,,7,28,Philip Rivers pass incomplete short left intended for Malcom Floyd,2.260,1.710
3,12:37,2,10,,7,28,Philip Rivers pass complete short left to LaDainian Tomlinson for 8 yards (tackle by Landon Johnson),1.710,2.080
3,12:16,3,2,CIN 42,7,28,Philip Rivers pass complete short left to LaDainian Tomlinson for 6 yards (tackle by Caleb Miller and Landon Johnson),2.080,3.180
3,11:36,1,10,CIN 36,7,28,"Philip Rivers pass incomplete intended for Antonio Gates. Penalty on Dexter Jackson: Defensive Holding, 5 yards (no play)",3.180,3.510
3,11:30,1,10,CIN 31,7,28,Philip Rivers pass complete short left to Malcom Floyd for 27 yards (tackle by Landon Johnson),3.510,6.280
3,10:51,1,4,CIN 4,13,28,"LaDainian Tomlinson left tackle for 4 yards, touchdown",6.280,7.000
3,,,,CIN 2,14,28,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,14,28,"Nate Kaeding kicks off 66 yards, returned by Chris Perry for 23 yards (tackle by Tim Dobbins). Penalty on Reggie Kelly: Offensive Holding, 9 yards",0.000,-0.380
3,10:41,1,10,CIN 9,14,28,Carson Palmer pass complete short left to Rudi Johnson for 4 yards (tackle by Donnie Edwards),-0.380,-0.480
3,10:08,2,6,CIN 13,14,28,Jeremi Johnson middle for no gain (tackle by Shaun Phillips and Jamal Williams),-0.480,-0.950
3,9:31,3,6,CIN 13,14,28,Carson Palmer pass incomplete short right intended for T.J. Houshmandzadeh,-0.950,-2.490
3,9:24,4,6,CIN 13,14,28,Kyle Larson punts 33 yards,-2.490,-2.520
3,9:15,1,10,CIN 46,20,28,"Philip Rivers pass complete deep right to Malcom Floyd for 46 yards, touchdown",2.520,7.000
3,,,,CIN 2,21,28,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,21,28,"Nate Kaeding kicks off 63 yards, returned by Chris Perry for 36 yards (tackle by Carlos Polk)",0.000,1.800
3,9:00,1,10,CIN 43,21,28,Carson Palmer pass complete deep middle to Chad Johnson for 35 yards (tackle by Marlon McCree),1.800,4.110
3,8:20,1,10,SDG 22,21,28,Chris Perry left end for 18 yards (tackle by Jamal Williams),4.110,6.280
3,7:46,1,4,SDG 4,21,28,Carson Palmer pass complete short right to Chris Perry for -2 yards (tackle by Terrence Kiel),6.280,4.950
3,7:17,2,6,SDG 6,21,28,Rudi Johnson right end for 3 yards (tackle by Donnie Edwards),4.950,4.720
3,6:35,3,3,SDG 3,21,28,Carson Palmer pass incomplete short middle intended for Tony Stewart (defended by Derreck Robinson),4.720,3.040
3,6:31,4,3,SDG 3,21,31,Shayne Graham 21 yard field goal good,3.040,3.000
3,,,,CIN 30,21,31,"Shayne Graham kicks off 70 yards, touchback",0.000,0.280
3,6:27,1,10,SDG 20,21,31,Philip Rivers pass incomplete short left intended for LaDainian Tomlinson (defended by Madieu Williams),0.280,-0.270
3,6:23,2,10,SDG 20,21,31,Philip Rivers pass complete short right to Antonio Gates for 7 yards (tackle by Johnathan Joseph),-0.270,-0.030
3,5:42,3,3,SDG 27,21,31,"Philip Rivers pass complete short middle to Malcom Floyd for 8 yards (tackle by Johnathan Joseph and Dexter Jackson). Penalty on Robert Geathers: Defensive Offside (Declined), Penalty on Madieu Williams: Illegal Use of Hands (Declined)",-0.030,1.270
3,5:32,1,10,SDG 35,21,31,LaDainian Tomlinson left tackle for 3 yards (tackle by Landon Johnson),1.270,1.130
3,4:56,2,7,SDG 38,21,31,Philip Rivers pass complete short middle to Antonio Gates for 11 yards (tackle by Dexter Jackson),1.130,2.190
3,4:20,1,10,SDG 49,21,31,Philip Rivers pass complete deep right to Keenan McCardell for 25 yards,2.190,3.840
,,,,,,,"SDG challenged the ruling, and the original play was overturned.",,
3,4:05,1,10,CIN 26,21,31,LaDainian Tomlinson left guard for 17 yards (tackle by Keiwan Ratliff),3.840,5.140
3,3:50,1,9,CIN 9,21,31,LaDainian Tomlinson right tackle for no gain (tackle by Justin Smith and Madieu Williams),5.140,4.380
3,3:14,2,9,CIN 9,27,31,"Philip Rivers pass complete short right to Brandon Manumaleuna for 9 yards, touchdown",4.380,7.000
3,,,,CIN 2,28,31,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,28,31,"Nate Kaeding kicks off 62 yards, returned by Chris Perry for 18 yards (tackle by Matt Wilhelm)",0.000,0.670
3,3:03,1,10,CIN 26,28,37,"Carson Palmer pass complete deep left to Chad Johnson for 74 yards, touchdown",0.670,7.000
3,,,,SDG 2,28,38,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,28,38,"Shayne Graham kicks off 59 yards, returned by Michael Turner for 49 yards (tackle by John Busing)",0.000,2.920
3,2:40,1,10,CIN 40,28,38,LaDainian Tomlinson middle for 2 yards (tackle by Landon Johnson),2.920,2.640
3,2:03,2,8,CIN 38,28,38,Philip Rivers pass incomplete short left intended for Malcom Floyd (defended by Justin Smith),2.640,1.950
3,1:54,3,8,CIN 38,28,38,Philip Rivers pass complete short middle to Malcom Floyd for 16 yards (tackle by Caleb Miller),1.950,4.110
3,1:17,1,10,CIN 22,28,38,LaDainian Tomlinson middle for 14 yards (tackle by Dexter Jackson),4.110,5.370
3,0:45,1,8,CIN 8,28,38,LaDainian Tomlinson middle for 2 yards (tackle by Justin Smith),5.370,4.950
3,0:08,2,6,CIN 6,28,38,Philip Rivers for 4 yards (tackle by Caleb Miller),4.950,4.950
Quarter,Time,Down,ToGo,Location,SDG,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,CIN 2,34,38,"LaDainian Tomlinson left end for 2 yards, touchdown. Penalty on Madieu Williams: Face Mask (15 Yards), 15 yards",4.950,7.000
4,,,,CIN 2,35,38,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 45,35,38,"Nate Kaeding kicks off 55 yards, touchback",0.000,0.280
4,14:55,1,10,CIN 20,35,38,"Carson Palmer sacked by Shaun Phillips for -11 yards. Carson Palmer fumbles (forced by Shaun Phillips), recovered by Shaun Phillips at CIN-9 (tackle by Jeremi Johnson)",0.280,-5.140
4,14:46,1,9,CIN 9,41,38,"LaDainian Tomlinson left end for 9 yards, touchdown",5.140,7.000
4,,,,CIN 2,42,38,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,42,38,"Nate Kaeding kicks off 60 yards, returned by Chris Perry for 14 yards (tackle by Clinton Hart)",0.000,0.540
4,14:35,1,10,CIN 24,42,38,Chad Johnson right end for no gain (tackle by Carlos Polk),0.540,0.000
4,14:00,2,10,CIN 24,42,38,Rudi Johnson right guard for 15 yards (tackle by Donnie Edwards and Shaun Phillips),0.000,1.530
4,13:25,1,10,CIN 39,42,38,Rudi Johnson left tackle for 5 yards (tackle by Shaun Phillips and Stephen Cooper),1.530,1.660
4,12:52,2,5,CIN 44,42,38,Rudi Johnson right tackle for 13 yards (tackle by Drayton Florence and Marlon McCree),1.660,2.720
4,12:16,1,10,SDG 43,42,38,Rudi Johnson left guard for -2 yards (tackle by Carlos Polk),2.720,1.910
4,11:45,2,12,SDG 45,42,38,Carson Palmer pass incomplete short right intended for T.J. Houshmandzadeh (defended by Quentin Jammer),1.910,1.220
4,11:38,3,12,SDG 45,42,38,Carson Palmer pass incomplete short middle intended for T.J. Houshmandzadeh,1.220,0.270
4,11:32,4,12,SDG 45,42,38,"Kyle Larson punts 33 yards, fair catch by Keenan McCardell",0.270,0.350
4,11:24,1,10,SDG 12,42,38,LaDainian Tomlinson middle for 1 yard (tackle by Domata Peko),-0.350,-0.700
4,10:50,2,9,SDG 13,42,38,Philip Rivers sacked by John Thornton for -6 yards,-0.700,-2.010
4,10:13,3,15,SDG 7,42,38,Philip Rivers pass complete short right to LaDainian Tomlinson for 5 yards,-2.010,-2.490
4,9:48,4,10,SDG 12,42,38,"Mike Scifres punts 41 yards, muffed catch by Keiwan Ratliff, recovered by Johnathan Joseph and returned for no gain",-2.490,-2.590
4,9:37,1,10,SDG 45,42,38,"Carson Palmer pass incomplete deep right intended for T.J. Houshmandzadeh. Penalty on Marlon McCree: Defensive Pass Interfere, 18 yards (no play)",2.590,3.780
4,9:33,1,10,SDG 27,42,38,Rudi Johnson right guard for 4 yards (tackle by Donnie Edwards),3.780,3.770
4,8:57,2,6,SDG 23,42,38,Rudi Johnson left guard for no gain (tackle by Marlon McCree),3.770,3.070
4,8:17,3,6,SDG 23,42,38,Carson Palmer pass complete short middle to Chris Perry for -3 yards (tackle by Marques Harris and Shaun Phillips). Penalty on Bobbie Williams: Ineligible Downfield Pas (Declined),3.070,1.740
4,7:53,4,9,SDG 26,42,41,Shayne Graham 44 yard field goal good,1.740,3.000
4,,,,CIN 30,42,41,"Shayne Graham kicks off 66 yards, returned by Michael Turner for 24 yards (tackle by Caleb Miller)",0.000,0.810
4,7:42,1,10,SDG 28,42,41,Philip Rivers pass incomplete short left intended for LaDainian Tomlinson,0.810,0.260
4,7:38,2,10,SDG 28,42,41,Philip Rivers pass complete short right to Antonio Gates for 8 yards (tackle by Landon Johnson),0.260,0.630
4,7:20,,,,42,41,Timeout #1 by San Diego Chargers,0.000,0.630
4,7:20,3,2,SDG 36,42,41,LaDainian Tomlinson right end for 14 yards (tackle by Dexter Jackson),0.630,2.260
4,6:50,1,10,,42,41,Michael Turner middle for 1 yard (tackle by Rashad Jeanty and Justin Smith),2.260,1.850
4,6:14,2,9,CIN 49,42,41,Philip Rivers pass incomplete short right intended for Vincent Jackson,1.850,1.160
4,6:08,,,,42,41,Timeout #1 by Cincinnati Bengals,0.000,1.160
4,6:08,3,9,CIN 49,42,41,Philip Rivers pass complete short left to Malcom Floyd for 12 yards (tackle by Tory James),1.160,3.120
,,,,,,,"CIN challenged the ruling, and the play was upheld.",,
4,5:34,1,10,CIN 37,42,41,LaDainian Tomlinson right guard for 2 yards (tackle by Domata Peko),3.120,2.840
4,4:57,2,8,CIN 35,42,41,Philip Rivers pass incomplete short right intended for Keenan McCardell,2.840,2.150
4,4:51,3,8,CIN 35,42,41,Philip Rivers pass complete short middle to Antonio Gates for 27 yards (tackle by Madieu Williams),2.150,5.370
4,4:03,1,8,CIN 8,42,41,LaDainian Tomlinson right guard for 6 yards (tackle by Landon Johnson),5.370,5.720
4,3:18,2,2,CIN 2,42,41,"Penalty on Marcus McNeill: False Start, 5 yards (no play)",5.720,4.760
4,3:18,2,7,CIN 7,42,41,LaDainian Tomlinson right tackle for 2 yards (tackle by Domata Peko and Robert Geathers),4.760,4.260
4,2:37,3,5,CIN 5,48,41,"Philip Rivers pass complete short left to Brandon Manumaleuna for 5 yards, touchdown",4.260,7.000
4,,,,CIN 2,49,41,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,49,41,"Nate Kaeding kicks off 57 yards, returned by Chris Perry for 27 yards (tackle by Nate Kaeding)",0.000,1.600
4,2:23,1,10,CIN 40,49,41,Carson Palmer pass complete short middle to Chris Henry for 11 yards (tackle by Donnie Edwards),1.600,2.320
4,2:00,1,10,SDG 49,49,41,Carson Palmer pass complete deep middle to Chad Johnson for 22 yards (tackle by Donnie Edwards),2.320,3.780
4,1:38,1,10,SDG 27,49,41,Carson Palmer pass complete short right to Reggie Kelly for no gain,3.780,3.230
4,1:31,2,10,SDG 27,49,41,Carson Palmer pass complete short middle to Chad Johnson for 12 yards (tackle by Quentin Jammer),3.230,4.580
4,1:09,1,10,SDG 15,49,41,Carson Palmer pass incomplete short right intended for Tony Stewart,4.580,3.950
4,1:05,2,10,SDG 15,49,41,Carson Palmer pass incomplete short right intended for Chris Henry,3.950,3.100
4,0:58,3,10,SDG 15,49,41,Carson Palmer pass complete short right to Kenny Watson for no gain,3.100,2.440
4,0:49,,,,49,41,Timeout #3 by Cincinnati Bengals,0.000,2.440
4,0:49,4,10,SDG 15,49,41,Carson Palmer pass incomplete intended for Glenn Holt,2.440,0.220
4,0:44,1,10,SDG 15,49,41,Philip Rivers kneels for -1 yards,-0.220,-0.820
4,0:21,2,11,SDG 14,49,41,Philip Rivers kneels for -1 yards,-0.820,-1.640
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
