Quarter,Time,Down,ToGo,Location,STL,CHI,Detail,EPB,EPA
2,8:43,1,10,STL 47,3,7,Anthony Thomas left tackle for 3 yards (tackle by Adam Archuleta),2.460,2.320
2,8:02,2,7,STL 44,3,7,Anthony Thomas right end for 5 yards (tackle by Adam Archuleta),2.320,2.280
2,7:17,3,2,STL 39,3,7,Anthony Thomas left guard for 4 yards (tackle by Tommy Polley),2.280,3.250
2,6:33,1,10,STL 35,3,7,"Chris Chandler pass incomplete intended for Dez White. Penalty on Grant Wistrom: Defensive Offside, 5 yards (no play)",3.250,3.980
2,6:28,1,5,STL 30,3,7,Anthony Thomas right guard for 1 yard (tackle by Ryan Pickett),3.980,3.510
2,5:48,2,4,STL 29,3,7,Anthony Thomas right end for 25 yards (tackle by Brian Young and Aeneas Williams),3.510,6.280
2,5:03,1,4,STL 4,3,7,"Chris Chandler for no gain. Chris Chandler fumbles, recovered by Chris Chandler at STL-4",6.280,5.340
2,4:35,2,4,STL 4,3,7,Anthony Thomas left guard for 3 yards (tackle by Travis Fisher),5.340,5.170
2,3:50,3,1,STL 1,3,7,Anthony Thomas right guard for no gain (tackle by Robert W. Thomas and Bryce Fisher),5.170,3.550
2,3:07,4,1,STL 1,3,13,"Anthony Thomas for 1 yard, touchdown",3.550,7.000
2,,,,STL 2,3,14,Paul Edinger kicks extra point good,0.000,0.000
2,,,,CHI 30,3,14,"Paul Edinger kicks off 58 yards, returned by Spencer Nead for 7 yards (tackle by Ahmad Merritt). Spencer Nead fumbles (forced by Ahmad Merritt), recovered by Joe Odom at STL-19 (tackle by Spencer Nead)",0.000,-4.310
2,2:59,1,10,STL 19,3,14,Chris Chandler pass incomplete intended for Marty Booker,4.310,3.750
2,2:54,2,10,STL 19,3,14,Anthony Thomas left end for 3 yards (tackle by Pisa Tinoisamoa),3.750,3.410
2,2:13,3,7,STL 16,3,14,Chris Chandler pass incomplete intended for Justin Gage,3.410,2.380
2,2:08,4,7,STL 16,3,14,Paul Edinger 34 yard field goal no good,2.380,-0.540
2,2:03,1,10,STL 24,3,14,Marc Bulger pass complete to Marshall Faulk for 4 yards (tackle by Phillip Daniels),0.540,0.540
2,1:57,2,6,STL 28,3,14,Marc Bulger pass complete to Mike Furrey for 7 yards (tackle by Charles Tillman),0.540,1.270
2,1:52,1,10,STL 35,3,14,Marc Bulger pass incomplete intended for Mike Furrey (defended by Jerry Azumah),1.270,0.720
2,1:48,2,10,STL 35,3,14,Marc Bulger pass incomplete intended for Isaac Bruce,0.720,0.040
2,1:43,3,10,STL 35,3,14,Marc Bulger pass incomplete intended for Dane Looker,0.040,-1.040
2,1:37,4,10,STL 35,3,14,"Sean Landeta punts 45 yards, returned by R.W. McQuarters for 10 yards (tackle by DeJuan Groce)",-1.040,-0.940
2,1:29,1,10,CHI 30,3,14,Chris Chandler pass incomplete intended for Dez White (defended by Tommy Polley),0.940,0.390
2,1:24,2,10,CHI 30,3,14,Rabih Abdullah left tackle for 1 yard (tackle by Grant Wistrom),0.390,-0.160
2,0:43,3,9,CHI 31,3,14,Chris Chandler pass complete to Marty Booker for 4 yards (tackle by Aeneas Williams),-0.160,-1.040
2,0:37,,,,3,14,Timeout #3 by St. Louis Rams,0.000,-1.040
2,0:36,4,5,CHI 35,3,14,Brad Maynard punts 38 yards,-1.040,-0.740
2,0:25,1,10,STL 27,3,14,Marc Bulger pass incomplete intended for Torry Holt (defended by Mike Brown),0.740,0.200
2,0:17,2,10,STL 27,3,14,Marshall Faulk right guard for 3 yards (tackle by Michael Haynes),0.200,-0.100
Quarter,Time,Down,ToGo,Location,STL,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,3,14,"Jeff Wilkins kicks off 60 yards, returned by Jerry Azumah for 31 yards (tackle by Kevin Garrett)",0.000,1.660
3,14:45,1,10,CHI 41,3,14,Anthony Thomas left tackle for 2 yards (tackle by Grant Wistrom),1.660,1.390
3,14:17,2,8,CHI 43,3,14,"Chris Chandler pass complete to Stanley Pritchett for 7 yards (tackle by Tommy Polley). Penalty on Mike Gandy: Illegal Use of Hands, 10 yards (no play)",1.390,0.040
3,14:12,2,18,CHI 33,3,14,Chris Chandler pass incomplete intended for Marty Booker,0.040,-0.630
3,13:59,3,18,CHI 33,3,14,Chris Chandler pass incomplete intended for Justin Gage,-0.630,-1.180
3,13:51,4,18,CHI 33,3,14,"Brad Maynard punts 40 yards, returned by Mike Furrey for 35 yards (tackle by Ahmad Merritt). Penalty on Joey Goodspeed: Illegal Block Above the Waist, 10 yards",-1.180,-0.810
3,13:39,1,10,STL 28,3,14,Marc Bulger pass complete to Dane Looker for 9 yards (tackle by Charles Tillman),0.810,1.480
3,13:06,2,1,STL 37,3,14,Marshall Faulk right tackle for -2 yards (tackle by Bryan Robinson and Brian Urlacher),1.480,0.500
3,12:25,3,3,STL 35,3,14,Marc Bulger pass complete to Isaac Bruce for 2 yards (tackle by Charles Tillman),0.500,-0.910
3,11:34,4,1,STL 37,3,14,Sean Landeta punts 51 yards,-0.910,0.350
3,11:24,1,10,CHI 12,3,14,Anthony Thomas right guard for 3 yards (tackle by Adam Archuleta),-0.350,-0.500
3,10:47,2,7,CHI 15,3,14,Chris Chandler pass complete to Stanley Pritchett for 2 yards (tackle by Robert W. Thomas),-0.500,-0.840
3,10:06,3,5,CHI 17,3,14,"Chris Chandler pass incomplete intended for Marty Booker. Penalty on Mike Gandy: False Start, 4 yards (no play)",-0.840,-1.300
3,9:44,3,9,CHI 13,3,14,Chris Chandler pass complete to Dez White for 11 yards (tackle by Travis Fisher),-1.300,0.540
3,9:11,1,10,CHI 24,3,14,"Chris Chandler pass complete to Marty Booker for 13 yards (tackle by Travis Fisher). Penalty on Marty Booker: Taunting, 15 yards",0.540,0.410
3,8:57,1,10,CHI 22,3,14,Anthony Thomas right tackle for 5 yards (tackle by Brian Young),0.410,0.540
3,8:10,2,5,CHI 27,3,14,Chris Chandler right tackle for 2 yards (tackle by Grant Wistrom),0.540,0.100
3,7:26,3,3,CHI 29,3,14,Chris Chandler pass incomplete intended for David Terrell,0.100,-1.440
3,7:17,4,3,CHI 29,3,14,"Brad Maynard punts 45 yards, returned by Mike Furrey for 5 yards (tackle by Brock Williams)",-1.440,-1.000
3,7:11,1,10,STL 31,3,14,Marc Bulger pass complete to Marshall Faulk for 5 yards (tackle by Jerry Azumah),1.000,1.140
3,6:31,2,5,STL 36,3,14,Marshall Faulk right end for 1 yard (tackle by Lance Briggs and Phillip Daniels),1.140,0.560
3,5:44,3,4,STL 37,3,14,Marc Bulger pass complete to Isaac Bruce for 3 yards (tackle by R.W. McQuarters),0.560,-0.720
3,5:24,4,1,STL 40,3,14,Marshall Faulk left guard for 52 yards (tackle by R.W. McQuarters),-0.720,5.370
3,4:32,1,8,CHI 8,3,14,Lamar Gordon right tackle for 4 yards (tackle by Phillip Daniels),5.370,5.340
3,3:51,2,4,CHI 4,9,14,"Marc Bulger pass complete to Torry Holt for 4 yards, touchdown",5.340,7.000
3,,,,CHI 2,10,14,Jeff Wilkins kicks extra point good,0.000,0.000
3,,,,STL 30,10,14,"Jeff Wilkins kicks onside 11 yards, recovered by Arlen Harris (onside kick successful)",0.000,1.660
,,,,,,,"CHI challenged the ruling, and the play was upheld.",,
3,3:45,1,10,STL 41,10,14,Marc Bulger pass complete to Torry Holt for 13 yards (tackle by Jerry Azumah),1.660,2.520
3,3:18,1,10,CHI 46,10,14,Marshall Faulk right tackle for 7 yards (tackle by Mike Brown). Penalty on Lance Briggs: Defensive Offside (Declined),2.520,2.920
3,2:55,2,3,CHI 39,10,14,Marshall Faulk right guard for 1 yard (tackle by Lance Briggs and Phillip Daniels),2.920,2.350
3,2:09,,,,10,14,Timeout #1 by St. Louis Rams,0.000,2.350
3,2:09,3,2,CHI 38,10,14,Marc Bulger pass incomplete intended for Mike Furrey (defended by Charles Tillman),2.350,0.720
3,2:05,4,2,CHI 38,10,14,Mike Furrey right end for 2 yards (tackle by Lance Briggs and Charles Tillman),0.720,3.180
3,1:41,1,10,CHI 36,10,14,Marc Bulger pass incomplete intended for Torry Holt,3.180,2.640
3,1:36,2,10,CHI 36,10,14,Mike Furrey right end for 2 yards (tackle by Michael Haynes and Charles Tillman),2.640,2.210
3,0:58,,,,10,14,Timeout #2 by Chicago Bears,0.000,2.210
3,0:58,3,8,CHI 34,10,14,Marc Bulger pass complete to Dane Looker for 11 yards (tackle by Mike Brown),2.210,4.040
3,0:27,1,10,CHI 23,10,14,Marc Bulger pass complete to Isaac Bruce for 5 yards (tackle by Charles Tillman),4.040,4.210
Quarter,Time,Down,ToGo,Location,STL,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,CHI 18,10,14,Marshall Faulk left tackle for 5 yards (tackle by Lance Briggs),4.210,4.710
4,14:17,1,10,CHI 13,10,14,Marshall Faulk left end for 3 yards (tackle by Alex Brown and Brian Urlacher),4.710,4.580
4,13:31,2,7,CHI 10,10,14,Marshall Faulk left guard for 6 yards (tackle by Lance Briggs and Brian Urlacher),4.580,5.010
4,12:52,3,1,CHI 4,16,14,"Marc Bulger pass complete to Brandon Manumaleuna for 4 yards, touchdown",5.010,7.000
4,,,,CHI 2,17,14,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,17,14,"Jeff Wilkins kicks off 61 yards, returned by Jerry Azumah for 19 yards (tackle by Courtland Bullard)",0.000,0.810
4,12:40,1,10,CHI 28,17,14,Chris Chandler pass incomplete intended for Dez White,0.810,0.260
4,12:35,2,10,CHI 28,17,14,Anthony Thomas left guard for 2 yards (tackle by Travis Fisher and Ryan Pickett),0.260,-0.160
4,11:52,3,8,CHI 30,17,14,Chris Chandler sacked by Brian Young and Grant Wistrom for -7 yards,-0.160,-1.830
4,11:34,4,15,CHI 23,17,14,"Brad Maynard punts 51 yards, returned by Mike Furrey for 28 yards (tackle by Ahmad Merritt). Penalty on Jamie Duncan: Offensive Holding, 10 yards",-1.830,-1.860
4,11:21,1,10,STL 44,17,14,Marshall Faulk right end for 7 yards (tackle by Bobby Gray),1.860,2.260
4,10:54,2,3,CHI 49,17,14,Marc Bulger pass complete to Torry Holt for 16 yards (tackle by Mike Brown),2.260,3.380
4,10:15,1,10,CHI 33,17,14,Marshall Faulk right end for 2 yards (tackle by Alfonso Boone and Keith Traylor),3.380,3.110
4,9:31,2,8,CHI 31,17,14,Marc Bulger pass complete to Marshall Faulk for 12 yards (tackle by Mike Brown),3.110,4.310
4,9:02,1,10,CHI 19,17,14,Lamar Gordon left tackle for 6 yards (tackle by Alex Brown),4.310,4.720
4,8:22,2,4,CHI 13,17,14,Marshall Faulk left end for -6 yards (tackle by Alex Brown),4.720,3.030
4,7:37,3,10,CHI 19,17,14,Marc Bulger sacked by Michael Haynes for -7 yards,3.030,1.740
4,7:26,4,17,CHI 26,20,14,Jeff Wilkins 44 yard field goal good,1.740,3.000
4,,,,STL 30,20,14,"Jeff Wilkins kicks off 39 yards, returned by John Gilmore for 7 yards (tackle by Travis Fisher)",0.000,1.470
4,7:15,1,10,CHI 38,20,14,Chris Chandler pass complete to Marty Booker for 24 yards (tackle by Tommy Polley),1.470,3.050
4,6:37,1,10,STL 38,20,14,Chris Chandler pass complete to Desmond Clark for 27 yards (tackle by Aeneas Williams),3.050,4.840
4,6:03,1,10,STL 11,20,20,"Chris Chandler pass complete to Dez White for 11 yards, touchdown",4.840,7.000
4,,,,STL 2,20,21,Paul Edinger kicks extra point good,0.000,0.000
4,,,,CHI 30,20,21,Paul Edinger kicks off 53 yards,0.000,1.600
4,5:57,1,10,STL 40,20,21,Marc Bulger pass complete to Brandon Manumaleuna for 3 yards (tackle by Charles Tillman),1.600,1.460
4,5:22,2,7,STL 43,20,21,Marc Bulger pass incomplete intended for Torry Holt is intercepted by Jerry Azumah at CHI-40 and returned for 2 yards (tackle by Torry Holt),1.460,-1.730
4,5:15,1,10,CHI 42,20,21,Anthony Thomas right end for 4 yards (tackle by Brian Young),1.730,1.730
4,4:28,2,6,CHI 46,20,21,Anthony Thomas left guard for 3 yards (tackle by Tommy Polley),1.730,1.420
4,3:44,3,3,CHI 49,20,21,Chris Chandler pass complete to Marty Booker for 8 yards (tackle by Jerametrius Butler),1.420,2.720
,,,,,,,"CHI challenged the ruling, and the original play was overturned.",,
4,3:13,1,10,STL 43,20,21,Anthony Thomas right end for 1 yard (tackle by Grant Wistrom),2.720,2.310
4,3:05,,,,20,21,Timeout #2 by St. Louis Rams,0.000,2.310
4,3:05,2,9,STL 42,20,21,Anthony Thomas left tackle for 1 yard (tackle by Adam Archuleta and Tommy Polley),2.310,1.750
4,2:58,,,,20,21,Timeout #3 by St. Louis Rams,0.000,1.750
4,2:58,3,8,STL 41,20,21,Chris Chandler pass incomplete intended for Desmond Clark (defended by Robert W. Thomas),1.750,0.530
4,2:55,4,8,STL 41,20,21,Penalty on Brad Maynard: Delay of Game (Declined),0.530,0.530
4,2:55,4,8,STL 41,20,21,"Brad Maynard punts 41 yards, touchback",0.530,-0.280
4,2:41,1,10,STL 20,20,21,Marc Bulger pass complete to Isaac Bruce for 8 yards (tackle by Charles Tillman),0.280,0.810
4,2:35,2,2,STL 28,20,21,Marc Bulger pass complete to Torry Holt for 5 yards (tackle by Brian Urlacher),0.810,1.140
4,2:12,1,10,STL 33,20,21,Marc Bulger pass incomplete intended for Mike Furrey,1.140,0.590
4,2:08,2,10,STL 33,20,21,Marc Bulger pass incomplete intended for Isaac Bruce,0.590,-0.100
4,2:06,3,10,STL 33,20,21,Marc Bulger pass complete to Torry Holt for 21 yards (tackle by R.W. McQuarters),-0.100,2.520
4,2:00,1,10,CHI 46,20,21,"Marc Bulger sacked by Bobby Gray for -4 yards. Penalty on Lance Briggs: Illegal Contact, 4 yards (no play)",2.520,2.790
4,1:51,1,10,CHI 42,20,21,"Marc Bulger pass incomplete intended for Isaac Bruce. Penalty on Charles Tillman: Illegal Use of Hands, 5 yards (no play)",2.790,3.120
4,1:45,1,10,CHI 37,20,21,Marc Bulger pass complete to Mike Furrey for 7 yards (tackle by Brock Williams),3.120,3.520
4,1:42,2,3,CHI 30,20,21,Marshall Faulk left guard for 5 yards (tackle by Jerry Azumah),3.520,3.910
4,1:15,1,10,CHI 25,20,21,Marc Bulger pass complete to Isaac Bruce for 6 yards (tackle by Charles Tillman),3.910,4.200
4,1:10,2,4,CHI 19,20,21,Marc Bulger pass incomplete intended for Torry Holt (defended by Phillip Daniels),4.200,3.490
4,1:06,3,4,CHI 19,20,21,Marc Bulger pass complete to Isaac Bruce for 5 yards (tackle by Jerry Azumah),3.490,4.650
4,0:50,1,10,CHI 14,20,21,Marc Bulger spiked the ball,4.650,4.000
4,0:49,2,10,CHI 14,20,21,Marshall Faulk right end for 1 yard (tackle by Warrick Holdman),4.000,3.260
4,0:41,,,,20,21,Timeout #3 by Chicago Bears,0.000,3.260
4,0:41,3,9,CHI 13,23,21,Jeff Wilkins 31 yard field goal good,3.260,3.000
4,,,,STL 30,23,21,"Jeff Wilkins kicks off 63 yards, returned by Jerry Azumah for 38 yards (tackle by Jeff Wilkins)",0.000,1.930
4,0:31,1,10,CHI 45,23,21,Chris Chandler pass complete to Dez White for 11 yards (tackle by Travis Fisher),1.930,2.650
4,0:16,1,10,STL 44,23,21,Chris Chandler spiked the ball,2.650,2.110
4,0:16,2,10,STL 44,23,21,Chris Chandler pass complete to David Terrell for 4 yards (tackle by Travis Fisher),2.110,1.950
4,0:11,3,6,STL 40,23,21,Chris Chandler pass incomplete intended for Dez White,1.950,0.590
4,0:07,4,6,STL 40,23,21,Chris Chandler pass incomplete intended for Dez White. Penalty on Aaron Gibson: Illegal Use of Hands (Declined),0.590,1.600
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
