Quarter,Time,Down,ToGo,Location,TEN,NOR,Detail,EPB,EPA
2,2:00,2,20,NOR 23,6,6,Ryan Tannehill pass complete short right to Derrick Henry for 10 yards (tackle by Alontae Taylor and Pete Werner),2.810,3.120
2,1:45,,,,,,Timeout #2 by New Orleans Saints,,
2,1:45,3,10,NOR 13,6,6,Ryan Tannehill pass incomplete short right,3.120,2.570
2,1:43,4,10,NOR 13,9,6,"Nick Folk 31 yard field goal good. Penalty on Bryan Bresee: Illegal Formation, 5 yards (declined)",2.570,3.000
2,1:40,,,TEN 35,9,6,"Nick Folk kicks off 65 yards, touchback.",0.000,0.610
2,1:40,1,10,NOR 25,9,6,Derek Carr pass complete short right to Juwan Johnson for 27 yards (tackle by Elijah Molden and Kevin Byard),0.610,2.390
2,1:21,1,10,TEN 48,9,6,Derek Carr pass complete short left to Rashid Shaheed for 8 yards (tackle by Kevin Byard),2.390,2.930
2,1:05,2,2,TEN 40,9,6,"Derek Carr pass complete short right to Chris Olave for 7 yards (tackle by Kindle Vildor) Replay Assistant challenged the pass completion ruling, and the play was upheld.",2.930,3.380
2,1:00,1,10,TEN 33,9,6,Derek Carr sacked by Denico Autry for -7 yards,3.380,1.890
2,0:55,,,,,,Timeout #3 by New Orleans Saints,,
2,0:55,2,17,TEN 40,9,6,Derek Carr pass complete short middle to Michael Thomas for 9 yards (tackle by Kevin Byard),1.890,2.410
2,0:37,3,8,TEN 31,9,6,Derek Carr pass deep middle intended for Juwan Johnson is intercepted by Amani Hooker at TEN-12 and returned for 10 yards (tackle by Juwan Johnson),2.410,-0.410
2,0:30,1,10,TEN 22,9,6,Ryan Tannehill sacked by and Bryan Bresee for -8 yards and Pete Werner for -8 yards,0.410,-1.330
Quarter,Time,Down,ToGo,Location,TEN,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,9,6,"Blake Grupe kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,TEN 25,9,6,Ryan Tannehill pass complete short left to DeAndre Hopkins for 4 yards (tackle by Pete Werner),0.610,0.600
3,14:24,2,6,TEN 29,9,6,Derrick Henry left tackle for 7 yards (tackle by Cameron Jordan),0.600,1.330
3,13:46,1,10,TEN 36,9,6,Tyjae Spears left end for 17 yards (tackle by Demario Davis),1.330,2.460
3,13:06,1,10,NOR 47,9,6,Ryan Tannehill pass deep left (defended by Isaac Yiadom) intended for Chris Moore is intercepted by Marcus Maye at NO-1 and returned for 5 yards (tackle by Chris Moore),2.460,0.380
3,12:55,1,10,NOR 6,9,6,Jamaal Williams right tackle for 4 yards (tackle by Naquan Jones and Azeez Al-Shaair),-0.380,-0.490
3,12:27,2,6,NOR 10,9,6,Jamaal Williams left guard for 3 yards (tackle by Elijah Molden and Teair Tart),-0.490,-0.600
3,11:46,3,3,NOR 13,9,6,Derek Carr pass complete deep left to Chris Olave for 45 yards (tackle by Kevin Byard),-0.600,2.790
3,11:04,1,10,TEN 42,9,6,Taysom Hill right guard for 4 yards (tackle by Jack Gibbens),2.790,2.780
3,10:28,2,6,TEN 38,9,6,Tony Jones right end for 5 yards (tackle by Sean Murphy-Bunting),2.780,2.740
3,9:47,3,1,TEN 33,9,6,"Jamaal Williams right tackle for -1 yards (tackle by Jack Gibbens and Azeez Al-Shaair). Penalty on Erik McCoy: Offensive Holding, 10 yards (declined)",2.740,1.100
3,9:30,4,2,TEN 34,9,9,Blake Grupe 52 yard field goal good,1.100,3.000
3,9:25,,,NOR 35,9,9,"Blake Grupe kicks off 65 yards, touchback.",0.000,0.610
3,9:25,1,10,TEN 25,9,9,Ryan Tannehill pass complete short middle to Treylon Burks for 14 yards (tackle by Paulson Adebo),0.610,1.530
3,8:46,1,10,TEN 39,9,9,Ryan Tannehill pass complete short left to Treylon Burks for 4 yards (tackle by Marcus Maye),1.530,1.530
3,8:08,2,6,TEN 43,9,9,Ryan Tannehill pass incomplete short middle intended for Treylon Burks,1.530,0.830
3,8:04,3,6,TEN 43,9,9,Ryan Tannehill sacked by Carl Granderson for -9 yards,0.830,-1.110
3,7:27,4,15,TEN 34,9,9,"Ryan Stonehouse punts 44 yards, returned by Rashid Shaheed for 6 yards (tackle by Monty Rice). Penalty on Lonnie Johnson: Defensive Holding, 10 yards (accepted)",-1.110,-0.040
3,7:15,1,10,NOR 18,9,9,Jamaal Williams for 1 yard (tackle by Denico Autry),0.040,-0.320
3,6:43,2,9,NOR 19,9,9,Derek Carr pass complete short left to Michael Thomas for 7 yards (tackle by Azeez Al-Shaair),-0.320,-0.140
3,6:06,3,2,NOR 26,9,9,"Derek Carr pass incomplete short left intended for Juwan Johnson (defended by Roger McCreary). Penalty on Azeez Al-Shaair: Roughing the Passer, 15 yards (accepted) (no play)",-0.140,1.660
3,5:59,1,10,NOR 41,9,9,Derek Carr pass complete short right to Chris Olave for 6 yards (tackle by Kevin Byard),1.660,1.930
3,5:27,2,4,NOR 47,9,9,Jamaal Williams left guard for -3 yards (tackle by Teair Tart),1.930,0.830
3,4:50,3,7,NOR 44,9,9,Derek Carr pass incomplete short left intended for Juwan Johnson (defended by Amani Hooker),0.830,-0.460
3,4:46,4,7,NOR 44,9,9,"Lou Hedley punts 45 yards, returned by Kearis Jackson for no gain (tackle by Lonnie Johnson)",-0.460,0.370
3,4:38,1,10,TEN 11,9,9,Tyjae Spears right guard for 2 yards (tackle by Carl Granderson and Tyrann Mathieu),-0.370,-0.630
3,3:57,2,8,TEN 13,9,9,Ryan Tannehill pass complete short right to DeAndre Hopkins for 3 yards (tackle by Alontae Taylor),-0.630,-0.840
3,3:13,3,5,TEN 16,9,9,Ryan Tannehill pass deep right intended for DeAndre Hopkins is intercepted by Paulson Adebo at TEN-33 and returned for no gain (tackle by DeAndre Hopkins),-0.840,-3.380
3,3:08,1,10,TEN 33,9,9,Taysom Hill left end for 4 yards (tackle by Teair Tart),3.380,3.380
3,2:40,2,6,TEN 29,9,9,Derek Carr pass complete short right to Chris Olave for 7 yards (tackle by Elijah Molden),3.380,4.110
3,2:08,1,10,TEN 22,9,9,Jamaal Williams right guard for 3 yards (tackle by Sean Murphy-Bunting),4.110,3.970
3,1:33,2,7,TEN 19,9,9,Derek Carr pass incomplete deep right intended for Keith Kirkwood,3.970,3.260
3,1:28,3,7,TEN 19,9,15,"Derek Carr pass complete deep right to Rashid Shaheed for 19 yards, touchdown",3.260,7.000
3,1:23,,,TEN 15,9,16,Blake Grupe kicks extra point good,0.000,0.000
3,1:23,,,NOR 35,9,16,"Blake Grupe kicks off 65 yards, touchback.",0.000,0.610
3,1:23,1,10,TEN 25,9,16,Derrick Henry left tackle for 3 yards (tackle by Tanoh Kpassagnon),0.610,0.470
3,0:45,2,7,TEN 28,9,16,"Penalty on Treylon Burks: False Start, 5 yards (accepted) (no play)",0.470,-0.210
3,0:20,2,12,TEN 23,9,16,Ryan Tannehill scrambles for 2 yards (tackle by Malcolm Roach and Demario Davis),-0.210,-0.620
Quarter,Time,Down,ToGo,Location,TEN,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,TEN 25,9,16,Ryan Tannehill pass complete deep middle to DeAndre Hopkins for 16 yards (tackle by Paulson Adebo),-0.620,1.660
4,14:20,1,10,TEN 41,9,16,Ryan Tannehill pass complete short right to DeAndre Hopkins for 12 yards,1.660,2.460
4,13:40,1,10,NOR 47,9,16,Ryan Tannehill pass incomplete deep right intended for Chigoziem Okonkwo,2.460,1.910
4,13:37,2,10,NOR 47,9,16,Ryan Tannehill pass complete short middle to Nick Westbrook-Ikhine for 10 yards (tackle by Pete Werner),1.910,3.120
4,13:01,1,10,NOR 37,9,16,Derrick Henry left guard for 4 yards (tackle by Cameron Jordan),3.120,3.110
4,12:17,2,6,NOR 33,9,16,Ryan Tannehill pass incomplete short right intended for DeAndre Hopkins,3.110,2.410
4,12:11,3,6,NOR 33,9,16,"Ryan Tannehill pass incomplete short middle intended for Nick Westbrook-Ikhine. Penalty on Paulson Adebo: Defensive Holding, 5 yards (accepted) (no play)",2.410,3.710
4,12:06,1,10,NOR 28,9,16,Ryan Tannehill pass incomplete short right intended for Derrick Henry (defended by Cameron Jordan),3.710,3.170
4,12:01,2,10,NOR 28,9,16,Ryan Tannehill pass complete short left to Tyjae Spears for 1 yard (tackle by Tyrann Mathieu),3.170,2.610
4,11:20,3,9,NOR 27,9,16,Ryan Tannehill pass incomplete short right intended for DeAndre Hopkins (defended by Ugo Amadi),2.610,1.670
4,11:16,4,9,NOR 27,12,16,Nick Folk 45 yard field goal good,1.670,3.000
4,11:12,,,TEN 35,12,16,"Nick Folk kicks off 68 yards, returned by Rashid Shaheed for 16 yards (tackle by Anthony Kendall)",0.000,-0.320
4,11:09,1,10,NOR 13,12,16,Jamaal Williams right guard for 2 yards (tackle by Denico Autry and Elijah Molden),-0.320,-0.570
4,10:35,2,8,NOR 15,12,16,Derek Carr pass complete short middle to Chris Olave for 13 yards (tackle by Elijah Molden),-0.570,0.810
4,10:01,1,10,NOR 28,12,16,Taysom Hill left end for -4 yards (tackle by Jeffery Simmons),0.810,-0.280
4,9:18,2,14,NOR 24,12,16,Jamaal Williams right guard for 3 yards (tackle by Teair Tart and Arden Key),-0.280,-0.560
4,8:41,3,11,NOR 27,12,16,Derek Carr pass complete short right to Chris Olave for 15 yards (tackle by Sean Murphy-Bunting),-0.560,1.730
4,8:03,1,10,NOR 42,12,16,Jamaal Williams left guard for 4 yards (tackle by Arden Key and Azeez Al-Shaair),1.730,1.730
4,7:29,2,6,NOR 46,12,16,"Penalty on Ryan Ramczyk: False Start, 5 yards (accepted) (no play)",1.730,1.050
4,7:29,2,11,NOR 41,12,16,Derek Carr pass complete short right to Jamaal Williams for 2 yards (tackle by Kevin Byard and Kyle Peko),1.050,0.700
4,6:57,3,8,NOR 43,12,16,Derek Carr pass incomplete deep right intended for Chris Olave (defended by Elijah Molden),0.700,-0.520
4,6:51,4,8,NOR 43,12,16,"Lou Hedley punts 44 yards, returned by Kearis Jackson for 14 yards (tackle by Isaac Yiadom and Adam Prentice)",-0.520,-0.740
4,6:42,1,10,TEN 27,12,16,Tyjae Spears left tackle for 8 yards (tackle by Marcus Maye),0.740,1.280
4,6:01,2,2,TEN 35,12,16,Ryan Tannehill pass incomplete deep left intended for Tyjae Spears,1.280,0.560
4,5:53,3,2,TEN 35,12,16,Ryan Tannehill pass complete short right to Nick Westbrook-Ikhine for 21 yards (tackle by Demario Davis),0.560,2.650
4,5:19,1,10,NOR 44,12,16,Derrick Henry left guard for no gain (tackle by Demario Davis and Cameron Jordan),2.650,2.110
4,4:41,2,10,NOR 44,12,16,Ryan Tannehill pass complete short left to Nick Westbrook-Ikhine for 24 yards (tackle by Tyrann Mathieu),2.110,4.240
4,3:48,1,10,NOR 20,12,16,"Ryan Tannehill pass incomplete short middle intended for Chigoziem Okonkwo. Penalty on Marcus Maye: Defensive Pass Interference, 5 yards (accepted) (no play)",4.240,4.580
4,3:45,1,10,NOR 15,12,16,Derrick Henry right end for -2 yards (tackle by Demario Davis and Alontae Taylor),4.580,3.680
4,2:58,2,12,NOR 17,12,16,Ryan Tannehill pass incomplete short left intended for Nick Westbrook-Ikhine (defended by Marshon Lattimore),3.680,2.980
4,2:56,3,12,NOR 17,12,16,Ryan Tannehill pass complete short middle to DeAndre Hopkins for 6 yards (tackle by Demario Davis),2.980,2.720
4,2:20,4,6,NOR 11,15,16,Nick Folk 29 yard field goal good,2.720,3.000
4,2:17,,,TEN 35,15,16,"Nick Folk kicks off 63 yards, returned by Rashid Shaheed for 27 yards (tackle by Anthony Kendall and Jack Gibbens)",0.000,0.870
4,2:12,1,10,NOR 29,15,16,"Rashid Shaheed right end for 5 yards (tackle by Elijah Molden). Penalty on Keith Kirkwood: Offensive Holding, 10 yards (accepted)",0.870,0.540
4,2:05,1,13,NOR 24,15,16,Jamaal Williams for 1 yard (tackle by Jack Gibbens),0.540,-0.210
4,2:00,2,14,NOR 25,15,16,Derek Carr pass complete short left to Michael Thomas for 8 yards (tackle by Sean Murphy-Bunting and Amani Hooker),-0.210,0.170
4,1:55,,,,,,Timeout #1 by Tennessee Titans,,
4,1:55,3,6,NOR 33,15,16,"Derek Carr pass complete deep left to Rashid Shaheed for 41 yards Replay Assistant challenged the pass completion ruling, and the play was upheld.",0.170,3.840
4,1:50,1,10,TEN 26,15,16,Jamaal Williams right guard for no gain (tackle by Azeez Al-Shaair and Jeffery Simmons),3.840,3.300
4,1:46,,,,,,Timeout #2 by Tennessee Titans,,
4,1:46,2,10,TEN 26,15,16,Rashid Shaheed right end for 6 yards (tackle by Jeffery Simmons),3.300,3.400
4,1:39,,,,,,Timeout #3 by Tennessee Titans,,
4,1:39,3,4,TEN 20,15,16,"Jamaal Williams right tackle for 11 yards. Jamaal Williams fumbles (forced by Sean Murphy-Bunting), recovered by Jamaal Williams at TEN-9 (tackle by Sean Murphy-Bunting) (tackle by Sean Murphy-Bunting) (tackle by Kevin Byard)",3.400,5.140
4,1:09,1,9,TEN 9,15,16,Derek Carr kneels for -2 yards,5.140,4.140
4,0:36,2,10,TEN 11,15,16,Derek Carr kneels for -1 yards,4.140,3.110
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
