Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
1,3:24,3,21,JAX 45,3,0,Lamar Miller up the middle for 16 yards (tackle by Tashaun Gipson),0.630,1.540
1,3:24,4,5,JAX 29,6,0,Ka'imi Fairbairn 48 yard field goal good,1.540,3.000
1,2:39,,,HOU 35,6,0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
1,2:39,1,10,JAX 25,6,0,T.J. Yeldon left end for 1 yard (tackle by Jadeveon Clowney),0.610,0.200
1,2:02,2,9,JAX 26,6,0,T.J. Yeldon up the middle for 2 yards (tackle by Jadeveon Clowney),0.200,-0.230
1,1:20,3,7,JAX 28,6,0,Blake Bortles pass incomplete short left intended for Keelan Cole,-0.230,-1.500
1,1:15,4,7,JAX 28,6,0,"Logan Cooke punts 54 yards, muffed catch by Tyler Ervin",-1.500,-0.040
1,1:06,1,10,HOU 18,6,0,Deshaun Watson pass incomplete short right intended for Keke Coutee,0.040,-0.490
1,0:58,2,10,HOU 18,6,0,Alfred Blue right end for 5 yards (tackle by A.J. Bouye),-0.490,-0.530
1,0:16,3,5,HOU 23,6,0,Deshaun Watson pass complete deep right to Will Fuller for 18 yards,-0.530,1.660
Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,HOU 41,6,0,"Penalty on Martinas Rankin: False Start, 5 yards (no play)",1.660,1.330
2,15:00,1,15,HOU 36,6,0,Deshaun Watson up the middle for 4 yards (tackle by Telvin Smith),1.330,0.990
2,14:25,2,11,HOU 40,6,0,Deshaun Watson pass complete short left to Keke Coutee for 3 yards (tackle by Tyler Patmon and Calais Campbell),0.990,0.700
2,14:01,3,8,HOU 43,6,0,Deshaun Watson up the middle for 4 yards (tackle by Telvin Smith),0.700,-0.260
2,13:18,4,4,HOU 47,6,0,"Trevor Daniel punts 43 yards, fair catch by Dede Westbrook at JAC-10",-0.260,0.380
2,13:11,1,10,JAX 10,6,0,Blake Bortles pass complete short right to DJ Chark for 15 yards (tackle by Johnathan Joseph),-0.380,0.610
2,12:34,1,10,JAX 25,6,0,T.J. Yeldon up the middle for 6 yards (tackle by Benardrick McKinney),0.610,0.870
2,11:57,2,4,JAX 31,6,0,T.J. Yeldon up the middle for no gain (tackle by Jadeveon Clowney),0.870,0.170
2,11:15,3,4,JAX 31,6,0,Blake Bortles pass complete short right to DJ Chark for 3 yards (tackle by Johnathan Joseph),0.170,-1.110
2,10:33,4,1,JAX 34,6,0,Logan Cooke punts 26 yards out of bounds,-1.110,-1.600
2,10:26,1,10,HOU 40,6,0,Deshaun Watson pass complete short right to DeAndre Hopkins for 9 yards,1.600,2.270
2,10:05,2,1,HOU 49,6,0,Lamar Miller right end for 11 yards (tackle by Myles Jack and Barry Church),2.270,2.920
2,9:27,1,10,JAX 40,6,0,"Deshaun Watson sacked by Marcell Dareus for no gain. Penalty on Jalen Ramsey: Defensive Holding, 5 yards (no play)",2.920,3.250
2,9:06,1,10,JAX 35,6,0,Lamar Miller up the middle for 6 yards (tackle by Telvin Smith),3.250,3.510
2,8:29,2,4,JAX 29,6,0,Lamar Miller up the middle for 3 yards (tackle by Telvin Smith),3.510,3.200
2,7:49,3,1,JAX 26,6,0,Lamar Miller left end for 4 yards (tackle by Jalen Ramsey),3.200,4.110
2,7:15,1,10,JAX 22,6,0,Alfred Blue up the middle for 7 yards (tackle by Myles Jack),4.110,4.650
2,7:15,2,3,JAX 15,6,0,"Penalty on Jordan Thomas: False Start, 5 yards (no play)",4.650,3.830
2,6:16,,,,,,Timeout #1 by Houston Texans,,
2,6:12,2,8,JAX 20,6,0,Deshaun Watson pass complete short left to Will Fuller for 15 yards (tackle by Telvin Smith and A.J. Bouye),3.830,6.060
2,5:41,1,5,JAX 5,6,0,Deshaun Watson pass incomplete short middle intended for DeAndre Hopkins (defended by Tashaun Gipson),6.060,5.150
2,5:36,2,5,JAX 5,12,0,"Lamar Miller up the middle for 5 yards, touchdown",5.150,7.000
2,5:31,,,JAX 15,13,0,Ka'imi Fairbairn kicks extra point good,0.000,0.000
2,5:31,,,HOU 35,13,0,"Ka'imi Fairbairn kicks off 65 yards, muffed catch by DJ Chark returned by DJ Chark for no gain (tackle by Brennan Scarlett and A.J. Moore)",0.000,-0.380
2,5:23,1,10,JAX 5,13,0,Blake Bortles pass incomplete short left intended for T.J. Yeldon (defended by Angelo Blackson),-0.380,-0.780
2,5:18,2,10,JAX 5,13,0,Blake Bortles left end for 10 yards (tackle by Benardrick McKinney),-0.780,-0.220
2,4:40,1,10,JAX 15,13,0,Blake Bortles pass complete short right to Donte Moncrief for 9 yards (tackle by Zach Cunningham),-0.220,0.620
2,4:04,2,1,JAX 24,13,0,Blake Bortles pass incomplete deep left intended for Keelan Cole,0.620,-0.270
2,3:57,3,1,JAX 24,13,0,Blake Bortles up the middle for 2 yards (tackle by Angelo Blackson),-0.270,0.670
2,3:26,1,10,JAX 26,13,0,Blake Bortles right end for 2 yards (tackle by Christian Covington and Tyrann Mathieu),0.670,0.400
2,2:51,2,8,JAX 28,13,0,T.J. Yeldon right end for 2 yards (tackle by Zach Cunningham),0.400,-0.030
2,2:11,3,6,JAX 30,13,0,Blake Bortles right end for 9 yards (tackle by Andre Hal),-0.030,1.530
2,2:00,1,10,JAX 39,13,0,Blake Bortles pass incomplete short middle intended for Donte Moncrief (defended by J.J. Watt),1.530,0.990
2,1:56,2,10,JAX 39,13,0,Blake Bortles pass complete short middle to David Grinnage for 6 yards (tackle by Benardrick McKinney),0.990,1.090
2,1:23,3,4,JAX 45,13,0,Blake Bortles pass incomplete short left intended for Donte Moncrief,1.090,-0.390
2,1:17,4,4,JAX 45,13,0,"Logan Cooke punts 55 yards, touchback.",-0.390,-0.280
2,1:11,1,10,HOU 20,13,0,Lamar Miller up the middle for 8 yards (tackle by A.J. Bouye),0.280,0.810
2,0:38,2,2,HOU 28,13,0,Lamar Miller up the middle for 1 yard (tackle by Calais Campbell),0.810,0.230
2,0:09,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:09,3,1,HOU 29,13,0,Alfred Blue up the middle for 3 yards (tackle by Ronnie Harrison),0.230,1.070
Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,13,0,"Josh Lambo kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,HOU 25,13,0,Lamar Miller up the middle for -1 yards (tackle by Calais Campbell and Ronnie Harrison),0.610,-0.070
3,14:25,2,11,HOU 24,13,0,Deshaun Watson pass incomplete short right intended for DeAndre Hopkins (defended by Jalen Ramsey),-0.070,-0.760
3,14:21,3,11,HOU 24,13,0,Deshaun Watson pass complete deep left to Tyler Ervin for 19 yards (tackle by Ronnie Harrison),-0.760,1.800
3,13:49,1,10,HOU 43,13,0,Lamar Miller up the middle for 6 yards (tackle by A.J. Bouye),1.800,2.060
3,13:15,2,4,HOU 49,13,0,Deshaun Watson pass incomplete deep right intended for Will Fuller,2.060,1.350
3,13:05,3,4,HOU 49,13,0,"Penalty on HOU: Delay of Game, 5 yards (no play)",1.350,0.690
3,13:05,3,9,HOU 44,13,0,Deshaun Watson pass incomplete short right intended for Lamar Miller,0.690,-0.460
3,13:00,4,9,HOU 44,13,0,Trevor Daniel punts 55 yards downed by A.J. Moore,-0.460,0.380
3,12:50,1,10,JAX 1,13,0,T.J. Yeldon up the middle for 2 yards (tackle by Justin Reid),-0.380,-0.630
3,12:13,2,8,JAX 3,13,0,T.J. Yeldon up the middle for 1 yard (tackle by Jadeveon Clowney),-0.630,-1.070
3,11:37,3,7,JAX 4,13,0,"Blake Bortles up the middle for 4 yards (tackle by Zach Cunningham). Blake Bortles fumbles (forced by Zach Cunningham), recovered by Kareem Jackson at JAC-12 (tackle by T.J. Yeldon)",-1.070,-4.780
3,11:27,1,10,JAX 12,13,0,Lamar Miller up the middle for 2 yards (tackle by Telvin Smith),4.780,4.450
3,10:56,2,8,JAX 10,19,0,"Deshaun Watson pass complete short right to DeAndre Hopkins for 10 yards, touchdown",4.450,7.000
3,10:50,,,JAX 15,20,0,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,10:50,,,HOU 35,20,0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,10:50,1,10,JAX 25,20,0,Cody Kessler pass incomplete short right intended for Donte Moncrief (defended by Johnathan Joseph),0.610,0.060
3,10:45,2,10,JAX 25,20,0,Cody Kessler right end for 2 yards (tackle by Benardrick McKinney),0.060,-0.360
3,10:13,3,8,JAX 27,20,0,"Penalty on J.J. Watt: Neutral Zone Infraction, 5 yards (no play)",-0.360,0.300
3,9:58,3,3,JAX 32,20,0,Cody Kessler pass complete short right to Dede Westbrook for 4 yards (tackle by Duke Ejiofor),0.300,1.330
3,9:27,1,10,JAX 36,20,0,T.J. Yeldon right end for no gain (tackle by Benardrick McKinney),1.330,0.790
3,8:51,2,10,JAX 36,20,0,Cody Kessler pass complete short right to Jamaal Charles for 2 yards (tackle by Zach Cunningham),0.790,0.370
3,8:11,3,8,JAX 38,20,0,Cody Kessler pass incomplete short right intended for DJ Chark,0.370,-0.850
3,8:04,4,8,JAX 38,20,0,Logan Cooke punts 55 yards out of bounds,-0.850,0.380
3,7:55,1,10,HOU 7,20,0,Deshaun Watson up the middle for no gain (tackle by Dante Fowler),-0.380,-0.780
3,7:19,2,10,HOU 7,20,0,Deshaun Watson pass incomplete short right intended for Will Fuller,-0.780,-1.420
3,7:14,3,10,HOU 7,20,0,Deshaun Watson pass incomplete short left intended for DeAndre Hopkins,-1.420,-2.490
3,7:14,4,10,HOU 7,20,0,"Trevor Daniel punts 61 yards, returned by Dede Westbrook for 21 yards (tackle by Brennan Scarlett)",-2.490,-2.460
3,6:55,1,10,HOU 47,20,0,Cody Kessler pass complete short middle to David Grinnage for 11 yards (tackle by Zach Cunningham),2.460,3.180
3,6:17,1,10,HOU 36,20,0,Cody Kessler pass complete short right to Dede Westbrook for 5 yards (tackle by Justin Reid),3.180,3.310
3,5:46,2,5,HOU 31,20,0,David Williams up the middle for 2 yards (tackle by J.J. Watt),3.310,2.870
3,5:10,3,3,HOU 29,20,0,Cody Kessler pass complete short left to Donte Moncrief for 8 yards (tackle by Kareem Jackson),2.870,4.170
3,4:27,1,10,HOU 21,20,0,Cody Kessler pass complete short left to DJ Chark for 5 yards (tackle by Justin Reid),4.170,4.370
3,3:50,2,5,HOU 16,20,0,Cody Kessler pass incomplete deep left intended for Keelan Cole,4.370,3.630
3,3:45,3,5,HOU 16,20,0,Cody Kessler pass complete short left to Keelan Cole for 8 yards,3.630,5.370
3,3:14,1,8,HOU 8,20,0,Cody Kessler pass complete short right to Dede Westbrook for 2 yards (tackle by Johnathan Joseph),5.370,4.950
3,2:34,2,6,HOU 6,20,0,Cody Kessler pass incomplete short right,4.950,4.040
3,2:24,3,6,HOU 6,20,6,"Cody Kessler pass complete short right to T.J. Yeldon for 6 yards, touchdown",4.040,7.000
3,2:18,,,HOU 15,20,6,"Penalty on HOU: Defensive Too Many Men on Field, 5 yards (no play)",0.000,0.000
3,2:18,,,HOU 10,20,7,Josh Lambo kicks extra point good,0.000,0.000
3,2:18,,,JAX 35,20,7,"Josh Lambo kicks off 65 yards, touchback.",0.000,0.610
3,2:18,1,10,HOU 25,20,7,Lamar Miller up the middle for no gain (tackle by Ronnie Harrison and Calais Campbell),0.610,0.060
3,1:42,2,10,HOU 25,20,7,Deshaun Watson pass complete short right to Will Fuller for 5 yards (tackle by A.J. Bouye),0.060,0.040
3,1:05,3,5,HOU 30,20,7,Deshaun Watson pass complete short right to Will Fuller for 14 yards,0.040,1.860
3,0:41,1,10,HOU 44,20,7,Lamar Miller up the middle for 4 yards (tackle by Telvin Smith),1.860,1.860
Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,HOU 48,20,7,Lamar Miller up the middle for 4 yards (tackle by Malik Jackson),1.860,1.690
4,14:19,3,2,JAX 48,20,7,Deshaun Watson pass incomplete short right intended for Lamar Miller,1.690,0.070
4,14:13,4,2,JAX 48,20,7,"Trevor Daniel punts 32 yards, fair catch by Dede Westbrook at JAC-16",0.070,0.140
4,14:06,1,10,JAX 16,20,7,Cody Kessler pass complete short right to Donte Moncrief for 6 yards (tackle by Justin Reid),-0.140,0.280
4,13:30,2,4,JAX 22,20,7,Cody Kessler sacked by Jadeveon Clowney for -8 yards,0.280,-1.610
4,12:49,3,12,JAX 14,20,7,Cody Kessler pass incomplete deep right,-1.610,-2.470
4,12:43,4,12,JAX 14,20,7,"Logan Cooke punts 47 yards, returned by Tyler Ervin for no gain (tackle by DJ Chark)",-2.470,-1.530
4,12:33,1,10,HOU 39,20,7,Alfred Blue right end for 3 yards (tackle by Calais Campbell),1.530,1.390
4,12:07,2,7,HOU 42,20,7,Alfred Blue up the middle for 1 yard (tackle by Myles Jack),1.390,0.830
4,11:31,3,6,HOU 43,20,7,Deshaun Watson pass incomplete short left intended for DeAndre Hopkins,0.830,-0.520
4,11:27,4,6,HOU 43,20,7,"Trevor Daniel punts 57 yards, touchback.",-0.520,-0.280
4,11:19,1,10,JAX 20,20,7,"Cody Kessler sacked by Whitney Mercilus for -10 yards. Cody Kessler fumbles (forced by Whitney Mercilus), recovered by Josh Walker at JAC-10 (tackle by Whitney Mercilus)",0.280,-1.510
4,10:28,2,20,JAX 10,20,0,"Cody Kessler pass complete short left to T.J. Yeldon for 15 yards (tackle by Justin Reid). Penalty on Dede Westbrook: Offensive Holding, 10 yards",-1.510,-1.070
4,9:59,2,15,JAX 15,20,7,Cody Kessler pass complete short middle to Rashad Greene for 8 yards (tackle by Zach Cunningham and Benardrick McKinney),-1.070,-0.560
4,9:20,3,7,JAX 23,20,7,Cody Kessler pass complete short middle to T.J. Yeldon for 9 yards (tackle by Duke Ejiofor and Zach Cunningham),-0.560,1.070
4,8:48,1,10,JAX 32,20,7,Cody Kessler pass complete short left to DJ Chark for 8 yards (tackle by Kareem Jackson),1.070,1.610
4,8:22,2,2,JAX 40,20,7,Cody Kessler up the middle for 6 yards (tackle by Zach Cunningham),1.610,1.990
4,7:50,1,10,JAX 46,20,7,Cody Kessler pass complete short left to Tommy Bohanon for 5 yards (tackle by Kareem Jackson),1.990,2.130
4,7:23,2,5,HOU 49,20,7,Cody Kessler pass complete short right to Dede Westbrook for 6 yards (tackle by Tyrann Mathieu),2.130,2.720
4,6:58,1,10,HOU 43,20,7,Cody Kessler pass complete short middle to Keelan Cole for 13 yards (tackle by Johnathan Joseph),2.720,3.580
4,6:32,1,10,HOU 30,20,7,Cody Kessler sacked by Jadeveon Clowney for -6 yards,3.580,2.220
4,6:01,2,16,HOU 36,20,7,Cody Kessler pass complete short left to Donte Moncrief for 10 yards,2.220,2.870
4,5:37,3,6,HOU 26,20,7,Cody Kessler pass short middle intended for T.J. Yeldon is intercepted by Tyrann Mathieu at HOU-20 and returned for 6 yards,2.870,-0.670
4,5:30,1,10,HOU 26,20,7,Deshaun Watson pass incomplete short right intended for DeAndre Hopkins,0.670,0.130
4,5:23,2,10,HOU 26,20,7,Lamar Miller up the middle for no gain (tackle by Calais Campbell),0.130,-0.560
4,5:20,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,5:20,3,10,HOU 26,20,7,"Nick Martin for 11 yards. Nick Martin fumbles, recovered by Deshaun Watson at HOU-21 Deshaun Watson pass complete short left to Will Fuller for 11 yards (tackle by Ronnie Harrison)",-0.560,1.400
4,4:35,1,10,HOU 37,20,7,Lamar Miller up the middle for 8 yards (tackle by Barry Church and Telvin Smith),1.400,1.940
4,4:29,2,2,HOU 45,20,7,Lamar Miller up the middle for 2 yards (tackle by Myles Jack),1.940,2.060
4,4:29,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,4:26,1,10,HOU 47,20,7,Alfred Blue right end for 2 yards (tackle by Calais Campbell and Leon Jacobs),2.060,1.790
4,4:26,,,,,,Timeout #3 by Jacksonville Jaguars,,
4,3:41,2,8,HOU 49,20,7,Alfred Blue up the middle for 4 yards (tackle by Calais Campbell),1.790,1.620
4,3:06,3,4,JAX 47,20,7,Alfred Blue up the middle for 3 yards (tackle by Malik Jackson),1.620,0.330
4,2:21,4,1,JAX 44,20,7,"Trevor Daniel punts 29 yards, fair catch by Dede Westbrook at JAC-15",0.330,0.220
4,2:15,1,10,JAX 15,20,7,Cody Kessler pass incomplete short right intended for Keelan Cole,-0.220,-0.710
4,2:10,2,10,JAX 15,20,7,Cody Kessler pass complete short right to Donte Moncrief for 9 yards (tackle by Johnathan Joseph),-0.710,-0.270
4,2:00,3,1,JAX 24,20,7,Cody Kessler pass complete short left to T.J. Yeldon for 6 yards (tackle by Tyrann Mathieu),-0.270,0.940
4,1:41,1,10,JAX 30,20,7,Cody Kessler sacked by Tyrann Mathieu for -4 yards,0.940,-0.150
4,1:18,2,14,JAX 26,20,7,Cody Kessler pass complete short right to Donte Moncrief for 10 yards (tackle by Johnathan Joseph),-0.150,0.500
4,1:13,3,4,JAX 36,20,7,Cody Kessler pass incomplete short left intended for DJ Chark,0.500,-0.980
4,1:09,4,4,JAX 36,20,7,Cody Kessler pass incomplete short right intended for DJ Chark,-0.980,-3.180
4,1:05,1,10,JAX 36,20,7,Deshaun Watson kneels for -1 yards,3.180,2.500
4,0:25,2,11,JAX 37,20,7,Deshaun Watson kneels for -1 yards,2.500,1.690
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
