Quarter,Time,Down,ToGo,Location,CHI,CAR,Detail,EPB,EPA
3,10:06,1,10,CAR 9,13,6,"Teddy Bridgewater pass short right (defended by Kyle Fuller) is intercepted by Eddie Jackson at CAR-17 and returned for 17 yards. Penalty on Kyle Fuller: Defensive Pass Interference, 11 yards (no play)",-0.380,0.280
3,10:00,1,10,CAR 20,13,6,Mike Davis left end for no gain (tackle by Buster Skrine),0.280,-0.270
3,9:30,2,10,CAR 20,13,6,Teddy Bridgewater pass complete deep left to Robby Anderson for 39 yards (tackle by Tashaun Gipson),-0.270,2.850
3,8:39,1,10,CHI 41,13,6,"Penalty on CAR: Delay of Game, 5 yards (no play)",2.850,2.520
3,8:15,1,15,CHI 46,13,6,Teddy Bridgewater sacked by and James Vaughters for -9 yards and Barkevious Mingo for -9 yards,2.520,0.420
3,7:30,2,24,CAR 45,13,6,Teddy Bridgewater pass complete short right to Chris Manhertz for 6 yards (tackle by Danny Trevathan),0.420,0.560
3,6:49,3,18,CHI 49,13,6,Teddy Bridgewater pass complete short left to Keith Kirkwood for 13 yards (tackle by Danny Trevathan),0.560,0.880
3,6:19,4,5,CHI 36,13,6,Joey Slye 54 yard field goal no good,0.880,-1.860
3,6:13,1,10,CHI 44,13,6,David Montgomery right guard for -1 yards (tackle by Austin Larkin and Shaq Thompson),1.860,1.180
3,5:33,2,11,CHI 43,13,6,Nick Foles pass complete short right to Allen Robinson for 6 yards (tackle by Tre Boston),1.180,1.290
3,4:57,3,5,CHI 49,13,6,Nick Foles pass complete short right to Cordarrelle Patterson for 8 yards (tackle by Jeremy Chinn),1.290,2.720
3,4:28,1,10,CAR 43,13,6,David Montgomery up the middle for 5 yards (tackle by Tahir Whitehead),2.720,2.850
3,3:58,2,5,CAR 38,13,6,Nick Foles pass complete short left to Jimmy Graham for 8 yards (tackle by Juston Burris and Troy Pride),2.850,3.580
3,3:27,1,10,CAR 30,13,6,Nick Foles pass complete deep left to Darnell Mooney for 18 yards (tackle by Troy Pride),3.580,4.780
3,3:07,1,10,CAR 12,13,6,David Montgomery up the middle for 11 yards (tackle by Juston Burris and Tre Boston),4.780,6.970
3,2:41,1,1,CAR 1,13,6,David Montgomery up the middle for no gain (tackle by Julian Stanford and Stephen Weatherly),6.970,5.910
3,2:00,2,1,CAR 1,13,6,David Montgomery up the middle for no gain (tackle by Shaq Thompson),5.910,5.170
3,1:47,3,1,CAR 1,19,6,"Nick Foles up the middle for 1 yard, touchdown",5.170,7.000
3,1:44,,,CAR 15,20,6,Cairo Santos kicks extra point good,0.000,0.000
3,1:44,,,CHI 35,20,6,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,1:44,1,10,CAR 25,20,6,Teddy Bridgewater pass incomplete short right intended for D.J. Moore,0.610,0.060
3,1:40,2,10,CAR 25,20,6,Teddy Bridgewater pass incomplete short left intended for Mike Davis,0.060,-0.620
3,1:36,3,10,CAR 25,20,6,Teddy Bridgewater pass complete short right to Ian Thomas for 9 yards (tackle by Kyle Fuller),-0.620,-1.110
3,1:10,4,1,CAR 34,20,6,"Mike Davis up the middle for 2 yards (tackle by Roquan Smith and Danny Trevathan) Penalty on CHI: Defensive Too Many Men on Field, 6 yards (no play)",-1.110,1.600
3,0:45,1,10,CAR 40,20,6,Mike Davis right guard for 4 yards (tackle by John Jenkins and Tashaun Gipson),1.600,1.590
3,0:10,2,6,CAR 44,20,6,"Teddy Bridgewater pass complete short left to Trenton Cannon for -2 yards (tackle by Buster Skrine). Penalty on Robert Quinn: Defensive Offside, 5 yards (no play)",1.590,2.270
3,0:01,2,1,CAR 49,20,6,"Trenton Cannon up the middle for -2 yards (tackle by Roquan Smith and Roy Robertson-Harris) Penalty on CHI: Defensive Too Many Men on Field, 5 yards (no play)",2.270,2.520
3,0:00,1,10,CHI 46,20,6,Trenton Cannon left end for 1 yard (tackle by James Vaughters),2.520,2.110
Quarter,Time,Down,ToGo,Location,CHI,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,CHI 45,20,6,Teddy Bridgewater up the middle for 8 yards (tackle by Roquan Smith),2.110,2.480
4,14:38,3,1,CHI 37,20,6,Mike Davis left guard for no gain (tackle by Roquan Smith and Khalil Mack),2.480,0.790
4,13:58,4,1,CHI 37,20,6,Mike Davis left guard for 3 yards (tackle by Bilal Nichols and Tashaun Gipson),0.790,3.310
4,13:21,1,10,CHI 34,20,6,"Teddy Bridgewater pass incomplete deep left intended for D.J. Moore (defended by Jaylon Johnson). Penalty on Jaylon Johnson: Defensive Pass Interference, 33 yards (no play)",3.310,6.970
4,13:15,1,1,CHI 1,20,12,"Mike Davis up the middle for 1 yard, touchdown",6.970,7.000
4,13:11,,,CHI 15,20,13,Joey Slye kicks extra point good,0.000,0.000
4,13:11,,,CAR 35,20,13,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,13:11,1,10,CHI 25,20,13,Nick Foles pass complete short left to Allen Robinson for 6 yards (tackle by Rasul Douglas),0.610,0.870
4,12:40,2,4,CHI 31,20,13,Nick Foles pass complete short right to Jimmy Graham for 7 yards (tackle by Jeremy Chinn),0.870,1.470
4,12:10,1,10,CHI 38,20,13,David Montgomery right tackle for 12 yards (tackle by Tre Boston),1.470,2.260
4,11:26,1,10,CHI 50,20,13,Nick Foles pass incomplete short right intended for Jimmy Graham (defended by Zach Kerr),2.260,1.710
4,11:22,2,10,CHI 50,20,13,Nick Foles pass complete short right to Allen Robinson for 1 yard (tackle by Donte Jackson),1.710,1.160
4,10:48,3,9,CAR 49,20,13,"Nick Foles pass complete deep middle to Allen Robinson for 23 yards (tackle by Sam Franklin). Penalty on Efe Obada: Roughing the Passer, 13 yards",1.160,4.710
4,10:13,1,10,CAR 13,20,13,David Montgomery left tackle for no gain (tackle by Zach Kerr),4.710,4.050
4,9:32,2,10,CAR 13,20,13,Nick Foles pass incomplete short left,4.050,3.120
4,9:27,3,10,CAR 13,20,13,Nick Foles pass incomplete short left intended for David Montgomery,3.120,2.570
4,9:23,4,10,CAR 13,23,13,Cairo Santos 31 yard field goal good,2.570,3.000
4,9:19,,,CHI 35,23,13,"Cairo Santos kicks off 65 yards, returned by Pharoh Cooper for 35 yards (tackle by DeAndre Houston-Carson)",0.000,1.270
4,9:12,1,10,CAR 35,23,13,Teddy Bridgewater pass complete deep left to D.J. Moore for 38 yards (tackle by Jaylon Johnson),1.270,3.780
4,8:39,1,10,CHI 27,23,13,Teddy Bridgewater pass incomplete short middle intended for D.J. Moore,3.780,3.230
4,8:35,2,10,CHI 27,23,13,Teddy Bridgewater pass incomplete short left intended for D.J. Moore (defended by Jaylon Johnson),3.230,2.540
4,8:31,3,10,CHI 27,23,13,Teddy Bridgewater sacked by Mario Edwards for -3 yards,2.540,1.410
4,7:51,4,13,CHI 30,23,16,Joey Slye 48 yard field goal good,1.410,3.000
4,7:46,,,CAR 35,23,16,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,7:46,1,10,CHI 25,23,16,David Montgomery up the middle for 9 yards (tackle by Tre Boston and Bravvion Roy),0.610,1.280
4,7:04,2,1,CHI 34,23,16,David Montgomery up the middle for 2 yards (tackle by Brian Burns and Tahir Whitehead),1.280,1.330
4,6:19,1,10,CHI 36,23,16,Nick Foles pass incomplete short left intended for Allen Robinson (defended by Rasul Douglas),1.330,0.790
4,6:16,2,10,CHI 36,23,16,Nick Foles pass complete short right to David Montgomery for 7 yards (tackle by Sam Franklin),0.790,1.030
4,5:28,,,,,,Timeout #1 by Chicago Bears,,
4,5:28,3,3,CHI 43,23,16,Nick Foles pass incomplete short left intended for Allen Robinson,1.030,-0.520
4,5:24,4,3,CHI 43,23,16,"Pat O'Donnell punts 49 yards, returned by Pharoh Cooper for 9 yards (tackle by Barkevious Mingo and Demetrius Harris)",-0.520,0.060
4,5:12,1,10,CAR 17,23,16,Teddy Bridgewater pass complete short right to Mike Davis for 2 yards (tackle by Roquan Smith),-0.060,-0.250
4,4:46,2,8,CAR 19,23,16,Teddy Bridgewater pass complete short left to Robby Anderson for 13 yards (tackle by Buster Skrine),-0.250,1.070
4,4:40,1,10,CAR 32,23,16,Mike Davis up the middle for 3 yards (tackle by Danny Trevathan and Mario Edwards),1.070,0.930
4,4:04,2,7,CAR 35,23,16,Teddy Bridgewater pass complete short left to Trenton Cannon for 19 yards (tackle by Danny Trevathan),0.930,2.520
4,3:56,1,10,CHI 46,23,16,Trenton Cannon left guard for 1 yard (tackle by Akiem Hicks),2.520,2.110
4,3:18,2,9,CHI 45,23,16,Teddy Bridgewater pass complete short left to Trenton Cannon for -4 yards (tackle by Roquan Smith),2.110,0.890
4,2:36,3,13,CHI 49,23,16,Teddy Bridgewater up the middle for 11 yards (tackle by Buster Skrine and Roquan Smith),0.890,0.720
4,2:00,4,2,CHI 38,23,16,Teddy Bridgewater pass incomplete deep left intended for D.J. Moore,0.720,-1.470
4,1:55,1,10,CHI 38,23,16,David Montgomery right guard for 7 yards (tackle by Tre Boston),1.470,1.870
4,1:49,,,,,,Timeout #1 by Carolina Panthers,,
4,1:49,2,3,CHI 45,23,16,David Montgomery up the middle for 1 yard (tackle by Brian Burns and Adarius Taylor),1.870,1.290
4,1:44,,,,,,Timeout #2 by Carolina Panthers,,
4,1:44,3,2,CHI 46,23,16,Nick Foles pass incomplete short right intended for Allen Robinson (defended by Rasul Douglas),1.290,-0.320
4,1:40,4,2,CHI 46,23,16,"Pat O'Donnell punts 54 yards, touchback.",-0.320,-0.280
4,1:32,1,10,CAR 20,23,16,Teddy Bridgewater pass short middle intended for D.J. Moore is intercepted by DeAndre Houston-Carson at CAR-35 and returned for no gain,0.280,-3.250
4,1:28,1,10,CAR 35,23,16,Nick Foles kneels for -1 yards,3.250,2.570
4,1:26,,,,,,Timeout #3 by Carolina Panthers,,
4,1:26,2,11,CAR 36,23,16,Nick Foles kneels for -2 yards,2.570,1.620
4,0:43,,,,,,Timeout #2 by Chicago Bears,,
4,0:43,3,13,CAR 38,23,16,Nick Foles kneels for -1 yards,1.620,0.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
