Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
2,11:00,1,10,CIN 22,3,3,Joe Mixon right tackle for 2 yards (tackle by Kyle Peko and Jack Gibbens),0.410,0.140
2,10:22,2,8,CIN 24,3,3,Trayveon Williams right tackle for 4 yards (tackle by Azeez Al-Shaair and Denico Autry),0.140,-0.030
2,9:41,3,4,CIN 28,3,3,Joe Burrow pass incomplete short left intended for Tyler Boyd (defended by Azeez Al-Shaair),-0.030,-1.500
2,9:35,4,4,CIN 28,3,3,"Brad Robbins punts 62 yards, returned by Mason Kinsey for 12 yards (tackle by Mitchell Wilcox)",-1.500,-0.410
2,9:25,1,10,TEN 22,3,3,Derrick Henry left guard for 5 yards (tackle by Nick Scott),0.410,0.540
2,8:43,2,5,TEN 27,3,3,Ryan Tannehill sacked by Myles Murphy for -2 yards,0.540,-0.430
2,7:58,3,7,TEN 25,3,3,Ryan Tannehill pass complete deep right to DeAndre Hopkins for 38 yards (tackle by Cam Taylor-Britt),-0.430,3.120
2,7:20,1,10,CIN 37,3,3,Ryan Tannehill pass complete short middle to Josh Whyle for 24 yards (tackle by Nick Scott and Daxton Hill),3.120,4.710
2,6:36,1,10,CIN 13,3,9,"Ryan Tannehill pass complete short right to Nick Westbrook-Ikhine for 13 yards, touchdown",4.710,7.000
2,6:31,,,CIN 15,3,10,Nick Folk kicks extra point good,0.000,0.000
2,6:31,,,TEN 35,3,10,"Nick Folk kicks off 65 yards, touchback.",0.000,0.610
2,6:31,1,10,CIN 25,3,10,Joe Burrow pass incomplete short left intended for Ja'Marr Chase (defended by Jack Gibbens),0.610,0.060
2,6:29,2,10,CIN 25,3,10,Joe Burrow pass incomplete deep right,0.060,-0.620
2,6:23,3,10,CIN 25,3,10,Joe Burrow pass complete short left to Drew Sample for -1 yards (tackle by Roger McCreary),-0.620,-1.770
2,5:47,4,11,CIN 24,3,10,"Brad Robbins punts 53 yards, returned by Mason Kinsey for 4 yards (tackle by Tycen Anderson and Andrei Iosivas)",-1.770,-0.740
2,5:39,1,10,TEN 27,3,10,Ryan Tannehill pass incomplete deep right intended for Chris Moore,0.740,0.200
2,5:34,2,10,TEN 27,3,10,"Ryan Tannehill aborted snap, recovered by Tyjae Spears at TEN-23 Tyjae Spears for 22 yards (tackle by Daxton Hill)",0.200,2.190
2,4:48,1,10,TEN 49,3,10,Ryan Tannehill pass complete deep middle to Nick Westbrook-Ikhine for 22 yards (tackle by Logan Wilson),2.190,3.640
2,4:06,1,10,CIN 29,3,16,"Derrick Henry left guard for 29 yards, touchdown",3.640,7.000
2,3:58,,,CIN 15,3,17,Nick Folk kicks extra point good,0.000,0.000
2,3:58,,,TEN 35,3,17,"Nick Folk kicks off 65 yards, touchback.",0.000,0.610
2,3:58,1,10,CIN 25,3,17,Joe Burrow pass complete short right to Mitchell Wilcox for 7 yards (tackle by Roger McCreary and Jack Gibbens),0.610,1.010
2,3:21,2,3,CIN 32,3,17,Joe Burrow pass complete short left to Ja'Marr Chase for 8 yards (tackle by Amani Hooker and Roger McCreary),1.010,1.600
2,2:40,1,10,CIN 40,3,17,Joe Mixon up the middle for 1 yard (tackle by Jack Gibbens and Azeez Al-Shaair),1.600,1.190
2,2:00,2,9,CIN 41,3,17,Joe Burrow pass complete short left to Tanner Hudson for 6 yards (tackle by Azeez Al-Shaair and Amani Hooker),1.190,1.290
2,1:32,3,3,CIN 47,3,17,Joe Burrow pass incomplete deep middle intended for Tyler Boyd,1.290,-0.260
2,1:28,4,3,CIN 47,3,17,"Brad Robbins punts 53 yards, touchback.",-0.260,-0.280
2,1:20,1,10,TEN 20,3,17,Derrick Henry right guard for 16 yards (tackle by Germaine Pratt),0.280,1.330
2,1:13,,,,,,Timeout #1 by Tennessee Titans,,
2,1:13,1,10,TEN 36,3,17,"Ryan Tannehill pass complete deep right to Chris Moore for 44 yards. Chris Moore fumbles (forced by Cam Taylor-Britt). Penalty on Mike Hilton: Defensive Offside, 5 yards (declined)",1.330,4.240
2,1:07,1,10,CIN 20,3,17,Tyjae Spears left tackle for -5 yards (tackle by Trey Hendrickson),4.240,3.020
2,1:03,,,,,,Timeout #2 by Tennessee Titans,,
2,1:03,2,15,CIN 25,3,17,Ryan Tannehill pass complete short right to Derrick Henry for 11 yards (tackle by Germaine Pratt and Daxton Hill),3.020,3.890
2,0:26,3,4,CIN 14,3,17,"Ryan Tannehill sacked by D.J. Reader for no gain. Penalty on Germaine Pratt: Defensive Holding, 5 yards (accepted) (no play)",3.890,5.140
2,0:23,1,9,CIN 9,3,17,Ryan Tannehill pass incomplete short left intended for DeAndre Hopkins,5.140,4.380
2,0:20,2,9,CIN 9,3,17,Ryan Tannehill pass complete short left to DeAndre Hopkins for 7 yards (tackle by Mike Hilton and Daxton Hill),4.380,4.950
2,0:14,,,,,,Timeout #3 by Tennessee Titans,,
2,0:14,,,,,,Timeout #2 by Cincinnati Bengals,,
2,0:14,3,2,CIN 2,3,23,"Derrick Henry pass complete short middle to Josh Whyle for 2 yards, touchdown",4.950,7.000
2,0:10,,,CIN 15,3,24,Nick Folk kicks extra point good,0.000,0.000
2,0:10,,,TEN 35,3,24,"Nick Folk kicks off 54 yards, returned by Trayveon Williams for 25 yards (tackle by Shyheim Carter and Matthew Jackson)",0.000,1.330
2,0:04,1,10,CIN 36,3,24,Joe Burrow kneels for -1 yards,1.330,0.660
Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,3,24,"Evan McPherson kicks off 63 yards, returned by Tyjae Spears for 16 yards (tackle by Chase Brown and Tycen Anderson)",0.000,0.040
3,14:56,1,10,TEN 18,3,24,Derrick Henry left tackle for no gain (tackle by D.J. Reader and Trey Hendrickson),0.040,-0.490
3,14:18,2,10,TEN 18,3,24,Derrick Henry left end for 5 yards (tackle by Chidobe Awuzie),-0.490,-0.530
3,13:35,3,5,TEN 23,3,24,Ryan Tannehill pass complete short left to DeAndre Hopkins for 6 yards (tackle by Logan Wilson),-0.530,0.870
3,12:56,1,10,TEN 29,3,24,"Derrick Henry for no gain. Penalty on Dillon Radunz: Offensive Holding, 10 yards (accepted) (no play)",0.870,0.110
3,12:24,1,20,TEN 19,3,24,Ryan Tannehill sacked by Sam Hubbard for -2 yards,0.110,-1.430
3,11:41,2,22,TEN 17,3,24,Ryan Tannehill pass complete short right to Nick Westbrook-Ikhine for 6 yards (tackle by Chidobe Awuzie and Mike Hilton),-1.430,-1.150
3,11:10,3,16,TEN 23,3,24,"Ryan Tannehill pass incomplete intended for Chigoziem Okonkwo. Penalty on Daxton Hill: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",-1.150,1.470
3,10:49,1,10,TEN 38,3,24,Ryan Tannehill right guard for no gain (tackle by Nick Scott and Zachary Carter),1.470,0.920
3,10:10,2,10,TEN 38,3,24,Ryan Tannehill pass complete short right to Chigoziem Okonkwo for 13 yards (tackle by Cam Taylor-Britt),0.920,2.320
3,9:36,1,10,CIN 49,3,24,"Ryan Tannehill scrambles right end for 4 yards (tackle by Germaine Pratt). Penalty on Chidobe Awuzie: Defensive Holding, 5 yards (accepted)",2.320,2.920
3,9:15,1,10,CIN 40,3,24,Derrick Henry right tackle for 3 yards (tackle by Germaine Pratt and Myles Murphy),2.920,2.780
3,8:31,2,7,CIN 37,3,24,Derrick Henry right end for 2 yards (tackle by Daxton Hill and Cam Taylor-Britt),2.780,2.340
3,8:03,3,5,CIN 35,3,24,Ryan Tannehill pass complete short middle to DeAndre Hopkins for 12 yards (tackle by Nick Scott),2.340,4.040
3,7:11,,,,,,Timeout #1 by Tennessee Titans,,
3,7:11,1,10,CIN 23,3,24,"Ryan Tannehill aborted snap, recovered by Ryan Tannehill at CIN-35 and returned for -12 yards",4.040,1.880
3,6:31,2,22,CIN 35,3,24,Derrick Henry right end for 3 yards (tackle by Trey Hendrickson and Daxton Hill),1.880,1.620
3,5:46,3,19,CIN 32,3,24,"Penalty on Trey Hendrickson: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.620,2.280
3,5:25,3,14,CIN 27,3,24,Ryan Tannehill pass complete short middle to Chigoziem Okonkwo for 10 yards (tackle by Daxton Hill and Nick Scott),2.280,2.390
3,4:41,4,4,CIN 17,3,27,Nick Folk 35 yard field goal good,2.390,3.000
3,4:38,,,TEN 35,3,27,"Nick Folk kicks off 65 yards, touchback.",0.000,0.610
3,4:38,1,10,CIN 25,3,27,Joe Burrow pass complete short right to Tyler Boyd for 7 yards (tackle by Kevin Byard),0.610,1.010
3,4:04,2,3,CIN 32,3,27,Joe Burrow pass complete short middle to Tyler Boyd for 9 yards (tackle by Roger McCreary),1.010,1.660
3,3:26,1,10,CIN 41,3,27,Joe Burrow pass complete short right to Tanner Hudson for 12 yards (tackle by Sean Murphy-Bunting and Denico Autry),1.660,2.460
3,2:42,1,10,TEN 47,3,27,Joe Burrow pass complete short left to Tyler Boyd for 8 yards (tackle by Jack Gibbens),2.460,2.990
3,2:09,2,2,TEN 39,3,27,Joe Mixon up the middle for 2 yards (tackle by Azeez Al-Shaair and Jack Gibbens),2.990,3.120
3,1:26,1,10,TEN 37,3,27,"Joe Burrow sacked by Trevis Gipson for -8 yards. Joe Burrow fumbles (forced by Trevis Gipson), recovered by Kevin Byard at TEN-45 (tackle by Trevis Gipson)",3.120,-1.930
3,1:17,1,10,TEN 45,3,27,Tyjae Spears up the middle for 3 yards (tackle by Joseph Ossai and Jay Tufele),1.930,1.790
3,0:38,2,7,TEN 48,3,27,"Ryan Tannehill pass complete to Nick Westbrook-Ikhine for no gain. Penalty on Andre Dillard: Ineligible Downfield Pass, 5 yards (accepted) (no play)",1.790,1.110
3,0:11,2,12,TEN 43,3,27,Derrick Henry right guard for 4 yards (tackle by DJ Turner),1.110,0.960
Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,TEN 47,3,27,"Ryan Tannehill pass incomplete deep left intended for Nick Westbrook-Ikhine. Penalty on Nick Westbrook-Ikhine: Offensive Pass Interference, 10 yards (declined)",0.960,-0.260
4,14:55,4,8,TEN 47,3,27,"Ryan Stonehouse punts 45 yards, returned by Trenton Irwin for 2 yards. Trenton Irwin fumbles (forced by Chris Moore), recovered by Jalen Davis at CIN-13 (tackle by Chris Moore)",-0.260,0.320
4,14:46,1,10,CIN 13,3,27,Joe Burrow pass complete short right to Chase Brown for -3 yards (tackle by Azeez Al-Shaair),-0.320,-1.000
4,14:05,2,13,CIN 10,3,27,Joe Burrow pass complete short right to Joe Mixon for 9 yards (tackle by Kevin Byard),-1.000,-0.710
4,13:24,3,4,CIN 19,3,27,Joe Burrow pass incomplete short left intended for Tyler Boyd,-0.710,-2.140
4,13:20,4,4,CIN 19,3,27,Brad Robbins punts 40 yards out of bounds,-2.140,-1.660
4,13:14,1,10,TEN 41,3,27,Ryan Tannehill pass complete short right to Nick Westbrook-Ikhine for 4 yards (tackle by Nick Scott),1.660,1.660
4,12:40,2,6,TEN 45,3,27,Derrick Henry up the middle for -1 yards (tackle by Nick Scott and D.J. Reader),1.660,0.830
4,11:56,3,7,TEN 44,3,27,Ryan Tannehill pass complete short left to Tyjae Spears for 9 yards (tackle by Nick Scott),0.830,2.460
4,11:21,1,10,CIN 47,3,27,Ryan Tannehill right guard for 1 yard (tackle by Sam Hubbard),2.460,2.050
4,10:45,2,9,CIN 46,3,27,Ryan Tannehill pass deep right intended for Colton Dowell is intercepted by Daxton Hill at CIN-9 and returned for no gain (tackle by Colton Dowell),2.050,0.380
4,10:31,1,10,CIN 9,3,27,Joe Mixon up the middle for -2 yards (tackle by Amani Hooker),-0.380,-0.930
4,9:55,2,12,CIN 7,3,27,Joe Burrow pass complete short right to Ja'Marr Chase for 9 yards (tackle by Kevin Byard and Jack Gibbens),-0.930,-0.600
4,9:25,3,3,CIN 16,3,27,Joe Burrow pass complete short right to Ja'Marr Chase for 13 yards (tackle by Kevin Byard and Roger McCreary),-0.600,0.870
4,8:48,1,10,CIN 29,3,27,Joe Burrow pass complete short left to Ja'Marr Chase for 5 yards (tackle by Kristian Fulton),0.870,1.000
4,8:20,2,5,CIN 34,3,27,Joe Burrow pass incomplete short left,1.000,0.300
4,8:15,3,5,CIN 34,3,27,Joe Burrow pass complete short right to Trenton Irwin for 17 yards (tackle by Sean Murphy-Bunting),0.300,2.320
4,7:46,1,10,TEN 49,3,27,Joe Mixon up the middle for 6 yards (tackle by Jack Gibbens and Naquan Jones),2.320,2.590
4,7:11,2,4,TEN 43,3,27,Joe Mixon right tackle for 9 yards (tackle by Sean Murphy-Bunting),2.590,3.310
4,6:44,1,10,TEN 34,3,27,Joe Mixon right guard for 5 yards (tackle by Kevin Byard and Naquan Jones),3.310,3.450
4,6:16,2,5,TEN 29,3,27,Joe Burrow sacked by Arden Key for -10 yards,3.450,1.420
4,5:32,3,15,TEN 39,3,27,Joe Burrow pass complete short right to Tyler Boyd for 2 yards (tackle by Amani Hooker),1.420,0.790
4,4:58,,,,,,Timeout #1 by Cincinnati Bengals,,
4,4:58,4,13,TEN 37,3,27,Joe Burrow scrambles up the middle for 1 yard (tackle by Harold Landry),0.790,-1.330
4,4:50,1,10,TEN 36,3,27,Derrick Henry up the middle for 9 yards (tackle by Jay Tufele and Logan Wilson),1.330,2.010
4,4:04,2,1,TEN 45,3,27,Derrick Henry up the middle for 3 yards (tackle by Josh Tupou),2.010,2.130
4,3:22,1,10,TEN 48,3,27,Tyjae Spears right guard for 12 yards (tackle by Chidobe Awuzie),2.130,2.920
4,2:38,1,10,CIN 40,3,27,Derrick Henry right guard for 3 yards (tackle by Nick Scott and Zachary Carter),2.920,2.780
4,2:00,2,7,CIN 37,3,27,Derrick Henry up the middle for 3 yards (tackle by Myles Murphy),2.780,2.480
4,1:18,3,4,CIN 34,3,27,Derrick Henry left end for 16 yards (tackle by Markus Bailey),2.480,4.370
4,0:38,1,10,CIN 18,3,27,Ryan Tannehill kneels for -1 yards,4.370,3.670
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
