Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
1,0:34,2,20,CHI 21,0,0,Jay Cutler pass complete short right to Armando Allen for 15 yards (tackle by M.D. Jennings and Casey Hayward),-0.890,0.430
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,CHI 36,0,0,Jay Cutler sacked by Clay Matthews for -7 yards,0.430,-1.440
2,14:36,4,12,CHI 29,0,0,"Adam Podlesh punts 40 yards, returned by Randall Cobb for 7 yards (tackle by Kyle Adams). Penalty on Jarrett Bush: Offensive Holding, 10 yards",-1.440,-0.670
2,14:25,1,10,GNB 26,0,0,Aaron Rodgers pass complete deep middle to Randall Cobb for 29 yards (tackle by Chris Conte and Major Wright),0.670,2.590
2,13:57,1,10,CHI 45,0,0,Alex Green right end for 2 yards (tackle by Julius Peppers),2.590,2.310
2,13:33,2,8,CHI 43,0,0,Aaron Rodgers pass complete short right to Jermichael Finley for 7 yards (tackle by Lance Briggs),2.310,2.540
2,13:14,3,1,CHI 36,0,0,Aaron Rodgers pass complete short middle to Aaron Rodgers for -1 yards (tackle by Cheta Ozougwu). Penalty on John Kuhn: Offensive 12 On-field (Declined),2.540,0.790
2,12:53,4,2,CHI 37,0,0,Aaron Rodgers pass complete short middle to Jermichael Finley for 8 yards (tackle by Major Wright),0.790,3.640
2,12:15,1,10,CHI 29,0,0,Alex Green right end for 4 yards (tackle by Stephen Paea),3.640,3.640
2,11:36,2,6,CHI 25,0,0,Aaron Rodgers pass incomplete short right intended for Alex Green (defended by D.J. Moore),3.640,2.940
2,11:32,3,6,CHI 25,0,0,Aaron Rodgers pass incomplete deep left intended for Randall Cobb,2.940,1.830
2,11:27,4,6,CHI 25,0,0,Mason Crosby 43 yard field goal no good,1.830,-1.140
2,11:22,1,10,CHI 33,0,0,Matt Forte right guard for no gain (tackle by Morgan Burnett),1.140,0.590
2,10:43,2,10,CHI 33,0,0,Jay Cutler pass complete short left to Brandon Marshall for 10 yards (tackle by A.J. Hawk),0.590,1.800
2,10:08,1,10,CHI 43,0,0,Matt Forte left guard for 3 yards (tackle by A.J. Hawk),1.800,1.660
2,9:27,2,7,CHI 46,0,0,"Matt Forte left guard for 22 yards (tackle by M.D. Jennings). Penalty on Erik Walden: Face Mask (15 Yards), 15 yards",1.660,4.440
2,8:53,1,10,GNB 17,0,0,Armando Allen left guard for 2 yards (tackle by Clay Matthews),4.440,4.150
2,8:11,2,8,GNB 15,0,6,"Jay Cutler pass complete short middle to Brandon Marshall for 15 yards, touchdown",4.150,7.000
2,8:11,,,GNB 2,0,7,Olindo Mare kicks extra point good,0.000,0.000
2,8:03,,,CHI 35,0,7,"Olindo Mare kicks off 65 yards, returned by Randall Cobb for 11 yards (tackle by Joe Anderson)",0.000,-0.370
2,7:59,1,10,GNB 11,0,7,Aaron Rodgers pass complete short right to Greg Jennings for 19 yards (tackle by Nick Roach),-0.370,0.940
2,7:34,1,10,GNB 30,0,7,Ryan Grant left end for 2 yards (tackle by Nick Roach),0.940,0.660
2,7:04,2,8,GNB 32,0,7,Ryan Grant left tackle for 2 yards (tackle by Amobi Okoye),0.660,0.230
2,6:25,3,6,GNB 34,0,7,Aaron Rodgers pass complete deep right to Randall Cobb for 31 yards (tackle by Major Wright),0.230,3.250
2,5:47,1,10,CHI 35,0,7,Ryan Grant left end for no gain (tackle by Lance Briggs and D.J. Moore),3.250,2.700
2,5:07,2,10,CHI 35,0,7,Aaron Rodgers pass complete short left to Jermichael Finley for 6 yards (tackle by Charles Tillman and Lance Briggs),2.700,2.810
2,4:25,3,4,CHI 29,6,7,"Aaron Rodgers pass complete deep right to James Jones for 29 yards, touchdown",2.810,7.000
2,4:25,,,CHI 2,7,7,Mason Crosby kicks extra point good,0.000,0.000
2,4:19,,,GNB 35,7,7,"Mason Crosby kicks off 73 yards, returned by Devin Hester for 40 yards (tackle by M.D. Jennings)",0.000,1.070
2,4:13,1,10,CHI 32,7,7,Matt Forte left end for no gain (tackle by A.J. Hawk and Brad Jones),1.070,0.530
2,3:42,2,10,CHI 32,7,7,Matt Forte left end for -2 yards (tackle by Clay Matthews),0.530,-0.430
2,2:59,3,12,CHI 30,7,7,"Jay Cutler pass complete short right to Brandon Marshall for no gain. Brandon Marshall fumbles (forced by Morgan Burnett), recovered by Jonathan Scott at CHI-32",-0.430,-1.240
2,2:19,4,10,CHI 32,7,7,"Adam Podlesh punts 42 yards, fair catch by Randall Cobb",-1.240,-0.670
2,2:11,1,10,GNB 26,7,7,Aaron Rodgers pass complete short right to Alex Green for 7 yards (tackle by Lance Briggs),0.670,1.070
2,2:00,2,3,GNB 33,7,7,Aaron Rodgers pass incomplete,1.070,0.370
2,1:54,3,3,GNB 33,7,7,Aaron Rodgers sacked by Julius Peppers for -5 yards,0.370,0.000
2,1:46,,,,7,7,Timeout #1 by Chicago Bears,0.000,-1.500
2,1:46,4,8,GNB 28,7,7,"Tim Masthay punts 36 yards, returned by Devin Hester for 1 yard (tackle by Jarrett Bush)",-1.500,-1.400
2,1:36,1,10,CHI 37,7,7,Jay Cutler pass incomplete short left intended for Devin Hester is intercepted by Casey Hayward at 50 and returned for 24 yards (tackle by Devin Hester),1.400,-3.840
2,1:25,1,10,CHI 26,7,7,Aaron Rodgers pass complete short right to Randall Cobb for 3 yards (tackle by Kelvin Hayden),3.840,3.700
2,1:19,2,7,CHI 23,7,7,Aaron Rodgers pass incomplete short right intended for Alex Green,3.700,3.010
2,1:14,3,7,CHI 23,7,7,Aaron Rodgers pass complete short middle to Randall Cobb for 13 yards (tackle by D.J. Moore),3.010,4.910
2,0:40,1,10,CHI 10,7,7,Alex Green left guard for 2 yards (tackle by Chris Conte),4.910,0.000
2,0:34,,,,7,7,Timeout #1 by Green Bay Packers,0.000,4.570
2,0:34,2,8,CHI 8,13,7,"Aaron Rodgers pass complete short middle to James Jones for 8 yards, touchdown",4.570,7.000
2,0:34,,,CHI 2,14,7,"Mason Crosby kicks extra point good. Penalty on Amobi Okoye: Defensive Offside, 5 yards",0.000,0.000
2,0:28,,,GNB 40,14,7,"Mason Crosby kicks off 60 yards, touchback",0.000,0.280
2,0:28,1,10,CHI 20,14,7,Jay Cutler pass complete short left to Matt Forte for 9 yards (tackle by Brad Jones),0.280,0.950
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,14,7,"Olindo Mare kicks off 70 yards, returned by Randall Cobb for 26 yards (tackle by Joe Anderson)",0.000,0.340
3,14:54,1,10,GNB 21,14,7,DuJuan Harris right guard for 21 yards (tackle by Major Wright and Lance Briggs),0.340,1.730
3,14:15,1,10,GNB 42,14,7,DuJuan Harris right end for no gain (tackle by Nick Roach and Kelvin Hayden),1.730,1.190
3,13:39,2,10,GNB 42,14,7,Aaron Rodgers pass complete short right to Greg Jennings for 8 yards (tackle by Kelvin Hayden),1.190,1.550
3,12:59,3,2,,14,7,Aaron Rodgers pass complete short right to Jermichael Finley for 9 yards (tackle by Chris Conte),1.550,2.850
3,12:17,1,10,CHI 41,14,7,DuJuan Harris right guard for 2 yards (tackle by Lance Briggs and Israel Idonije),2.850,2.580
3,11:39,2,8,CHI 39,14,7,Aaron Rodgers pass complete short left to Greg Jennings for 9 yards (tackle by Lance Briggs),2.580,3.580
3,11:14,1,10,CHI 30,14,7,DuJuan Harris left tackle for 3 yards (tackle by Cheta Ozougwu),3.580,3.440
3,10:32,2,7,CHI 27,14,7,Aaron Rodgers pass incomplete deep right intended for James Jones,3.440,2.740
3,10:25,3,7,CHI 27,14,7,John Kuhn right guard for 1 yard (tackle by Julius Peppers),2.740,1.760
3,9:44,4,6,CHI 26,14,7,Aaron Rodgers pass complete short middle to Randall Cobb for 12 yards (tackle by Chris Conte),1.760,4.650
3,9:04,1,10,CHI 14,14,7,Alex Green left guard for -3 yards (tackle by D.J. Moore),4.650,3.590
3,8:20,2,13,CHI 17,14,7,Aaron Rodgers pass incomplete short right intended for James Jones,3.590,0.000
3,8:16,,,,14,7,Timeout #1 by Green Bay Packers,0.000,2.930
3,8:16,3,13,CHI 17,14,7,"Aaron Rodgers pass incomplete deep right intended for Jermichael Finley. Penalty on Chris Conte: Defensive Pass Interference, 16 yards (no play)",2.930,6.970
3,8:16,1,1,CHI 1,14,7,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (no play)",6.970,5.830
3,8:12,1,6,CHI 6,20,7,"Aaron Rodgers pass complete short left to James Jones for 6 yards, touchdown",5.830,7.000
3,8:12,,,CHI 2,21,7,Mason Crosby kicks extra point good,0.000,0.000
3,8:08,,,GNB 35,21,7,"Mason Crosby kicks off 68 yards, returned by Devin Hester for 23 yards (tackle by Robert Francois)",0.000,0.280
3,8:02,1,10,CHI 20,21,7,Matt Forte left tackle for 5 yards (tackle by Ryan Pickett),0.280,0.410
3,7:23,2,5,CHI 25,21,7,Jay Cutler pass complete short left to Matt Forte for 16 yards (tackle by A.J. Hawk),0.410,1.660
3,6:46,1,10,CHI 41,21,7,Matt Forte left guard for -1 yards (tackle by Morgan Burnett),1.660,0.990
3,6:03,2,11,CHI 40,21,7,Jay Cutler pass incomplete deep right intended for Alshon Jeffery,0.990,0.300
3,5:58,3,11,CHI 40,21,7,Jay Cutler sacked by Mike Neal for -5 yards,0.300,-1.040
3,5:24,4,16,CHI 35,21,7,"Adam Podlesh punts 45 yards, returned by Randall Cobb for no gain",-1.040,-0.340
3,5:14,1,10,GNB 21,21,7,Alex Green right end for no gain (tackle by Israel Idonije),0.340,-0.200
3,4:33,2,10,GNB 21,21,7,Aaron Rodgers pass incomplete short left intended for Greg Jennings (defended by Charles Tillman),-0.200,-0.890
3,4:26,3,10,GNB 21,21,7,Aaron Rodgers pass complete short middle to Randall Cobb for 27 yards (tackle by Chris Conte),-0.890,0.000
3,3:34,,,,21,7,Timeout #2 by Green Bay Packers,0.000,2.130
3,3:34,1,10,GNB 48,21,7,DuJuan Harris left end for 1 yard (tackle by Lance Briggs),2.130,1.720
3,2:51,2,9,GNB 49,21,7,"Ryan Grant right tackle for 14 yards (tackle by Charles Tillman). Ryan Grant fumbles (forced by Charles Tillman), recovered by Nick Roach at CHI-37 (tackle by Don Barclay)",1.720,-1.400
3,2:42,1,10,CHI 37,21,7,"Jay Cutler pass incomplete deep right intended for Alshon Jeffery. Penalty on Sam Shields: Illegal Contact, 5 yards (no play)",1.400,1.730
3,2:36,1,10,CHI 42,21,7,"Jay Cutler pass incomplete deep left intended for Alshon Jeffery. Penalty on Morgan Burnett: Defensive Pass Interference, 53 yards (no play)",1.730,0.000
3,2:27,,,,21,7,Timeout #1 by Chicago Bears,0.000,6.060
3,2:27,1,5,GNB 5,21,7,Matt Forte left guard for 4 yards (tackle by Ryan Pickett),6.060,5.910
3,1:48,2,1,GNB 1,21,7,Matt Forte right tackle for no gain (tackle by Dezman Moses),5.910,5.170
3,1:07,3,1,GNB 1,21,7,Matt Forte right guard for no gain (tackle by Mike Daniels),5.170,3.550
3,0:22,4,1,GNB 1,21,7,"Jay Cutler pass complete short right to Alshon Jeffery for 1 yard. Penalty on Alshon Jeffery: Offensive Pass Interference, 10 yards (no play)",3.550,2.700
3,0:17,4,11,GNB 11,21,7,"Penalty on CHI: Delay of Game, 5 yards (no play)",2.700,2.380
3,0:17,4,16,GNB 16,21,10,Olindo Mare 34 yard field goal good,2.380,3.000
3,0:12,,,CHI 35,21,10,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
3,0:12,1,10,GNB 20,21,10,Alex Green left guard for 1 yard (tackle by Julius Peppers),0.280,-0.130
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,GNB 21,21,10,Aaron Rodgers right guard for 1 yard (tackle by Lance Briggs),-0.130,-0.690
4,14:21,3,8,GNB 22,21,10,Aaron Rodgers pass complete short middle to James Jones for 11 yards (tackle by Charles Tillman),-0.690,1.140
4,13:38,1,10,GNB 33,21,10,Alex Green left guard for 3 yards (tackle by Israel Idonije),1.140,1.000
4,12:59,2,7,GNB 36,21,10,Aaron Rodgers pass complete deep middle to Jermichael Finley for 31 yards (tackle by Chris Conte),1.000,3.380
4,12:16,1,10,CHI 33,21,10,"Alex Green left tackle for no gain (tackle by Julius Peppers). Penalty on Josh Sitton: Offensive Holding, 10 yards (no play)",3.380,2.720
4,11:50,1,20,CHI 43,21,10,Aaron Rodgers pass incomplete short middle intended for Alex Green,2.720,1.490
4,11:45,2,20,CHI 43,21,10,Aaron Rodgers pass complete short right to Greg Jennings for 14 yards (tackle by Kelvin Hayden),1.490,2.680
4,11:00,3,6,CHI 29,21,10,Aaron Rodgers right end for 5 yards (tackle by Corey Wootton),2.680,2.020
4,10:16,4,1,CHI 24,21,10,Mason Crosby 42 yard field goal no good,2.020,-1.140
4,10:10,1,10,CHI 33,21,10,"Jay Cutler pass complete short left to Alshon Jeffery for 7 yards (tackle by Sam Shields). Penalty on Alshon Jeffery: Offensive Pass Interference, 10 yards (no play)",1.140,0.480
4,9:45,1,20,CHI 23,21,10,Matt Forte right guard for 3 yards (tackle by B.J. Raji),0.480,-0.350
4,9:04,2,17,CHI 26,21,10,Jay Cutler sacked by Clay Matthews for -7 yards,-0.350,-2.080
4,8:31,3,24,CHI 19,21,10,Jay Cutler pass complete short left to Matt Forte for 11 yards (tackle by Jerel Worthy and Dezman Moses). Penalty on James Brown: Ineligible Downfield Pass (Declined),-2.080,-1.370
4,8:11,4,13,CHI 30,21,10,". Randall Cobb fumbles, recovered by Anthony Walters at GNB-16. Penalty on Jarrett Bush: Offensive Holding (Declined)",-1.370,4.510
4,7:54,1,10,GNB 16,21,10,Jay Cutler pass incomplete deep left intended for Alshon Jeffery (defended by Sam Shields),4.510,3.900
4,7:48,2,10,GNB 16,21,10,Matt Forte right end for no gain (tackle by Brad Jones),3.900,0.000
4,7:14,,,,21,10,Timeout #2 by Chicago Bears,0.000,3.080
4,7:14,3,10,GNB 16,21,10,Jay Cutler pass incomplete short middle intended for Matt Forte (defended by Brad Jones),3.080,2.380
4,7:09,4,10,GNB 16,21,13,Olindo Mare 34 yard field goal good,2.380,3.000
4,7:04,,,CHI 35,21,13,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
4,7:04,1,10,GNB 20,21,13,Alex Green left end for 3 yards (tackle by Nick Roach),0.280,0.140
4,6:20,2,7,GNB 23,21,13,Alex Green right guard for no gain (tackle by Blake Costanzo and Amobi Okoye),0.140,-0.560
4,5:39,3,7,GNB 23,21,13,"Aaron Rodgers pass incomplete short right intended for Greg Jennings. Penalty on Julius Peppers: Roughing the Passer, 15 yards (no play)",-0.560,1.470
4,5:35,1,10,GNB 38,21,13,Ryan Grant left guard for 5 yards (tackle by Nick Roach),1.470,1.600
4,4:51,2,5,GNB 43,21,13,Ryan Grant left end for 2 yards (tackle by Stephen Paea),1.600,1.160
4,4:07,3,3,GNB 45,21,13,Aaron Rodgers pass incomplete deep right intended for Greg Jennings,1.160,-0.390
4,4:01,4,3,GNB 45,21,13,"Tim Masthay punts 39 yards, returned by Devin Hester for 17 yards (tackle by Robert Francois)",-0.390,-1.140
4,3:47,1,10,CHI 33,21,13,Jay Cutler pass complete short left to Brandon Marshall for 11 yards (tackle by Morgan Burnett),1.140,1.860
4,3:08,1,10,CHI 44,21,13,Jay Cutler pass incomplete deep middle intended for Brandon Marshall,1.860,1.320
4,3:02,2,10,CHI 44,21,13,Jay Cutler pass incomplete short middle intended for Matt Forte (defended by Clay Matthews),1.320,0.630
4,2:58,3,10,CHI 44,21,13,"Jay Cutler pass complete deep left to Alshon Jeffery for 36 yards. Penalty on Alshon Jeffery: Offensive Pass Interference, 10 yards (no play)",0.630,-0.690
4,2:51,3,20,CHI 34,21,13,Jay Cutler pass complete short middle to Brandon Marshall for 11 yards (tackle by Morgan Burnett),-0.690,-0.390
4,2:12,4,9,CHI 45,21,13,Jay Cutler pass incomplete short left intended for Alshon Jeffery (defended by Sam Shields),-0.390,-2.590
4,2:07,1,10,CHI 45,21,13,Ryan Grant right guard for 2 yards (tackle by Charles Tillman),2.590,2.310
4,2:00,2,8,CHI 43,21,13,Aaron Rodgers right end for 2 yards,2.310,0.000
4,1:50,,,,21,13,Timeout #3 by Chicago Bears,0.000,1.880
4,1:50,3,6,CHI 41,21,13,Ryan Grant left guard for 5 yards (tackle by Major Wright and Chris Conte),1.880,0.890
4,1:50,4,1,CHI 36,21,13,"Penalty on Tim Masthay: Delay of Game, 5 yards (no play)",0.890,0.530
4,1:02,4,6,CHI 41,21,13,"Tim Masthay punts 38 yards, out of bounds",0.530,0.380
4,0:56,1,10,CHI 3,21,13,Jay Cutler pass complete short middle to Matt Forte for 10 yards (tackle by Brad Jones and Dezman Moses),-0.380,-0.320
4,0:37,1,10,CHI 13,21,13,"Jay Cutler sacked by Jerel Worthy and Mike Neal for -9 yards. Jay Cutler fumbles (forced by Jerel Worthy), recovered by Gabe Carimi at CHI-4",-0.320,-1.440
4,0:02,2,19,CHI 4,21,13,Jay Cutler pass complete short middle to Matt Forte for 18 yards (tackle by Brad Jones),-1.440,-0.350
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
