Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
2,7:40,3,1,ATL 1,3,3,"Aaron Rodgers left guard for no gain (tackle by Curtis Lofton). Aaron Rodgers fumbles (forced by Curtis Lofton), recovered by Mike Peterson at ATL-0",5.170,-0.280
2,7:32,1,10,ATL 20,3,3,Matt Ryan pass complete short right to Justin Peelle for 14 yards (tackle by Charles Woodson and Charlie Peprah),0.280,1.200
2,6:55,1,10,ATL 34,3,3,Matt Ryan pass complete short left to Tony Gonzalez for 5 yards (tackle by Frank Zombo),1.200,1.330
2,6:17,2,5,ATL 39,3,3,Matt Ryan pass complete short left to Michael Jenkins for 6 yards,1.330,1.930
2,5:54,1,10,ATL 45,3,3,Michael Turner left end for 6 yards (tackle by A.J. Hawk),1.930,2.190
2,5:13,2,4,GNB 49,3,3,Michael Turner middle for 6 yards (tackle by Clay Matthews),2.190,2.720
2,4:39,1,10,GNB 43,3,3,Matt Ryan sacked by Cullen Jenkins for -9 yards,2.720,0.960
2,4:10,2,19,ATL 48,3,3,Matt Ryan pass incomplete deep left intended for Roddy White,0.960,0.300
2,4:06,3,19,ATL 48,3,3,Matt Ryan pass complete short left to Ovie Mughelli for 16 yards (tackle by Nick Collins),0.300,0.890
2,3:31,4,3,GNB 36,3,3,Matt Ryan pass complete short middle to Tony Gonzalez for 6 yards (tackle by Charlie Peprah),0.890,3.580
2,2:45,1,10,GNB 30,3,3,Michael Turner left end for 4 yards (tackle by Desmond Bishop),3.580,3.570
2,2:00,2,6,GNB 26,3,3,Matt Ryan pass complete deep middle to Tony Gonzalez for 21 yards (tackle by Tramon Williams),3.570,6.060
2,1:17,1,5,GNB 5,3,3,Michael Turner middle for -1 yards (tackle by B.J. Raji and Desmond Bishop),6.060,4.950
2,0:43,2,6,GNB 6,3,3,Michael Turner left guard for 2 yards (tackle by Clay Matthews),4.950,4.490
2,0:12,,,,3,3,Timeout #1 by Atlanta Falcons,0.000,4.490
2,0:12,3,4,GNB 4,3,9,"Matt Ryan pass complete short middle to Tony Gonzalez for 4 yards, touchdown",4.490,7.000
2,,,,GNB 2,3,10,"Matt Bryant kicks extra point good. Penalty on Cullen Jenkins: Unnecessary Roughness, 15 yards",0.000,0.000
2,,,,ATL 45,3,10,"Michael Koenen kicks off 55 yards, touchback",0.000,0.280
2,0:08,1,10,GNB 20,3,10,Aaron Rodgers kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,3,10,"Michael Koenen kicks off 75 yards, returned by Sam Shields for 37 yards (tackle by Michael Koenen)",0.000,1.070
3,14:55,1,10,GNB 32,3,10,Aaron Rodgers pass complete short left to Brett Swain for 9 yards (tackle by Thomas DeCoud),1.070,1.740
3,14:26,2,1,GNB 41,3,10,Brandon Jackson right end for -6 yards (tackle by Brian Williams),1.740,0.230
3,13:41,3,7,GNB 35,3,10,Aaron Rodgers pass complete short left to Andrew Quarless for 5 yards (tackle by Thomas DeCoud),0.230,-0.720
3,13:09,4,2,GNB 40,3,10,Tim Masthay punts 35 yards,-0.720,-0.610
3,13:00,1,10,ATL 25,3,10,Michael Turner left end for 15 yards (tackle by Ryan Pickett and Nick Collins),0.610,1.600
3,12:23,1,10,ATL 40,3,10,Michael Turner middle for 4 yards (tackle by Nick Collins),1.600,1.590
3,11:41,,,,3,10,Timeout #1 by Atlanta Falcons,0.000,1.590
3,11:41,2,6,ATL 44,3,10,Michael Turner middle for -2 yards (tackle by A.J. Hawk),1.590,0.630
3,11:02,3,8,ATL 42,3,10,Matt Ryan pass complete short right to Jason Snelling for 3 yards (tackle by Nick Collins and Sam Shields),0.630,-0.390
3,10:17,4,5,ATL 45,3,10,"Michael Koenen punts 35 yards, fair catch by Tramon Williams",-0.390,-0.280
3,10:09,1,10,GNB 20,3,10,Aaron Rodgers pass complete short left to Donald Driver for 9 yards (tackle by Thomas DeCoud),0.280,0.950
3,9:31,2,1,GNB 29,3,10,Brandon Jackson right tackle for -1 yards (tackle by William Moore),0.950,0.100
3,8:49,3,2,GNB 28,3,10,"Aaron Rodgers pass complete deep right to Greg Jennings for 34 yards (tackle by Thomas DeCoud). Greg Jennings fumbles (forced by Thomas DeCoud), recovered by Korey Hall at ATL-38",0.100,3.050
3,8:33,1,10,ATL 38,3,10,Aaron Rodgers middle for 9 yards (tackle by Sean Weatherspoon),3.050,3.720
3,7:49,2,1,ATL 29,3,10,Aaron Rodgers pass incomplete short middle intended for Greg Jennings (defended by Curtis Lofton),3.720,3.010
3,7:44,3,1,ATL 29,3,10,Aaron Rodgers pass complete deep left to Jordy Nelson for 28 yards (tackle by Brent Grimes),3.010,6.970
3,7:22,1,1,ATL 1,9,10,"Aaron Rodgers middle for 1 yard, touchdown",6.970,7.000
3,,,,ATL 2,10,10,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,10,10,"Mason Crosby kicks off 70 yards, touchback",0.000,0.280
3,7:17,1,10,ATL 20,10,10,"Penalty on Justin Peelle: False Start, 5 yards (no play)",0.280,-0.310
3,7:17,1,15,ATL 15,10,10,Jason Snelling left guard for -1 yards (tackle by Charles Woodson and Frank Zombo),-0.310,-1.180
3,6:37,2,16,ATL 14,10,10,Matt Ryan pass complete short middle to Jason Snelling for 7 yards (tackle by Frank Zombo and Charlie Peprah),-1.180,-0.820
3,5:53,,,,10,10,Timeout #1 by Green Bay Packers,0.000,-0.820
3,5:53,3,9,ATL 21,10,10,Matt Ryan pass complete short right to Jason Snelling for 10 yards (tackle by Desmond Bishop and A.J. Hawk),-0.820,1.000
3,5:13,1,10,ATL 31,10,10,Michael Turner left end for 1 yard (tackle by Desmond Bishop and Tramon Williams),1.000,0.600
3,4:34,2,9,ATL 32,10,10,Matt Ryan pass complete short right to Roddy White for 3 yards (tackle by Charles Woodson),0.600,0.300
3,4:05,3,6,ATL 35,10,10,Matt Ryan pass complete short left to Roddy White for 12 yards (tackle by Charles Woodson),0.300,2.060
3,3:27,1,10,ATL 47,10,10,Matt Ryan pass complete short right to Tony Gonzalez for 15 yards (tackle by Desmond Bishop),2.060,3.050
3,2:41,1,10,GNB 38,10,10,Michael Turner right end for 26 yards (tackle by Charlie Peprah),3.050,4.780
3,2:09,1,10,GNB 12,10,10,Michael Turner left tackle for 5 yards (tackle by Charles Woodson and Erik Walden),4.780,5.020
3,1:26,2,5,GNB 7,10,10,Jason Snelling left tackle for 6 yards (tackle by Charlie Peprah),5.020,6.970
3,0:45,1,1,GNB 1,10,10,Jason Snelling left tackle for no gain (tackle by Charlie Peprah),6.970,5.910
3,0:04,2,1,GNB 1,10,10,Michael Turner left guard for no gain (tackle by A.J. Hawk),5.910,5.170
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,GNB 1,10,10,Matt Ryan pass complete short right to Tony Gonzalez for no gain,5.170,3.550
,,,,,,,"ATL challenged the runner broke the plane ruling, and the play was upheld.",,
4,14:27,4,1,GNB 1,10,16,"Michael Turner left end for 1 yard, touchdown",3.550,7.000
4,,,,GNB 2,10,17,Matt Bryant kicks extra point good,0.000,0.000
4,,,,ATL 30,10,17,"Michael Koenen kicks off 72 yards, returned by Sam Shields for 15 yards (tackle by Brent Grimes). Penalty on Sam Shields: Unnecessary Roughness, 6 yards",0.000,-0.380
4,14:17,1,10,GNB 7,10,17,Aaron Rodgers pass complete short left to Jordy Nelson for 12 yards (tackle by William Moore),-0.380,0.150
4,13:37,1,10,GNB 19,10,17,Aaron Rodgers right end for 10 yards (tackle by Brent Grimes),0.150,0.870
4,12:46,1,10,GNB 29,10,17,Aaron Rodgers middle for no gain (tackle by Chauncey Davis and John Abraham),0.870,0.330
4,12:07,2,10,GNB 29,10,17,Aaron Rodgers pass complete short left to John Kuhn for 9 yards (tackle by Jonathan Babineaux),0.330,0.830
4,11:23,3,1,GNB 38,10,17,Brandon Jackson right tackle for 12 yards (tackle by Thomas DeCoud),0.830,2.260
4,10:37,1,10,,10,17,Brandon Jackson right end for 4 yards (tackle by Thomas DeCoud and Curtis Lofton),2.260,2.250
4,9:58,2,6,ATL 46,10,17,Aaron Rodgers pass complete short right to Greg Jennings for 5 yards (tackle by Brent Grimes),2.250,2.210
4,9:25,3,1,ATL 41,10,17,Aaron Rodgers pass incomplete deep right intended for James Jones,2.210,0.530
4,9:20,4,1,ATL 41,10,17,Aaron Rodgers pass incomplete short middle intended for Donald Driver,0.530,-1.730
4,9:15,1,10,ATL 42,10,17,Michael Turner left end for 3 yards (tackle by Tramon Williams),1.730,1.590
4,8:42,2,7,ATL 45,10,17,Matt Ryan pass complete short right to Roddy White for 11 yards (tackle by Charles Woodson),1.590,2.650
4,8:09,1,10,GNB 44,10,17,Matt Ryan pass complete short right to Michael Turner for 4 yards (tackle by Desmond Bishop and A.J. Hawk),2.650,2.650
4,7:23,2,6,GNB 40,10,17,Michael Turner left end for 2 yards (tackle by Cullen Jenkins),2.650,2.210
4,6:40,3,4,GNB 38,10,17,"Matt Ryan pass complete short left to Gartrell Johnson for no gain. Gartrell Johnson fumbles (forced by Frank Zombo), ball out of bounds at GNB-35",2.210,0.720
4,6:05,4,4,GNB 38,10,17,"Michael Koenen punts 28 yards, fair catch by Tramon Williams",0.720,0.380
4,5:59,1,10,GNB 10,10,17,Brandon Jackson left tackle for 5 yards (tackle by Curtis Lofton),-0.380,-0.350
4,5:34,2,5,GNB 15,10,17,Aaron Rodgers pass complete short left to Andrew Quarless for 11 yards (tackle by Dunta Robinson),-0.350,0.670
4,5:11,1,10,GNB 26,10,17,Aaron Rodgers pass complete short left to Brandon Jackson for no gain,0.670,0.130
4,4:32,2,10,GNB 26,10,17,"Penalty on Daryn Colledge: False Start, 5 yards (no play)",0.130,-0.550
4,4:31,2,15,GNB 21,10,17,Aaron Rodgers pass complete short middle to Andrew Quarless for 19 yards (tackle by Thomas DeCoud and Brian Williams),-0.550,1.600
4,3:51,1,10,GNB 40,10,17,Brandon Jackson left tackle for 8 yards (tackle by William Moore),1.600,2.130
4,3:25,2,2,GNB 48,10,17,Aaron Rodgers for 7 yards (tackle by Brian Williams),2.130,2.590
4,3:17,1,10,ATL 45,10,17,Aaron Rodgers pass incomplete short right intended for Greg Jennings (defended by Thomas DeCoud),2.590,2.040
4,3:13,2,10,ATL 45,10,17,Aaron Rodgers pass complete short right to Greg Jennings for 15 yards (tackle by Brent Grimes),2.040,3.580
4,2:49,1,10,ATL 30,10,17,Aaron Rodgers pass complete short middle to Brandon Jackson for 9 yards (tackle by Brian Williams and Sean Weatherspoon),3.580,4.250
4,2:23,2,1,ATL 21,10,17,Aaron Rodgers pass incomplete deep left intended for James Jones,4.250,3.530
4,2:14,3,1,ATL 21,10,17,Aaron Rodgers pass incomplete short left intended for Brandon Jackson,3.530,2.210
4,2:11,4,1,ATL 21,10,17,Aaron Rodgers pass complete short middle to James Jones for 18 yards (tackle by Dunta Robinson). Penalty on Brian Williams: Defensive Offside (Declined),2.210,6.510
4,2:02,1,3,ATL 3,10,17,"Aaron Rodgers sacked by John Abraham for -5 yards. Aaron Rodgers fumbles (forced by John Abraham), recovered by Aaron Rodgers at ATL-6",6.510,4.950
4,1:54,2,6,ATL 6,10,17,Aaron Rodgers pass incomplete short right intended for James Jones,4.950,4.040
4,1:50,3,6,ATL 6,10,17,Aaron Rodgers pass complete short right to Brandon Jackson for 1 yard (tackle by Sean Weatherspoon),4.040,3.010
4,1:06,4,5,ATL 5,10,17,"Penalty on Bryan Bulaga: False Start, 5 yards (no play)",3.010,2.760
4,1:06,4,10,ATL 10,16,17,"Aaron Rodgers pass complete short left to Jordy Nelson for 10 yards, touchdown",2.760,7.000
4,,,,ATL 2,17,17,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,17,17,"Mason Crosby kicks off 74 yards, returned by Eric Weems for 40 yards (tackle by Matt Wilhelm). Penalty on Matt Wilhelm: Face Mask (15 Yards), 15 yards",0.000,2.320
4,0:49,1,10,GNB 49,17,17,Matt Ryan pass complete short right to Roddy White for 9 yards (tackle by Desmond Bishop),2.320,3.000
4,0:43,2,1,GNB 40,17,17,Matt Ryan pass complete short left to Michael Jenkins for 4 yards (tackle by Sam Shields),3.000,3.180
4,0:29,1,10,GNB 36,17,17,Matt Ryan pass complete short left to Harry Douglas for 4 yards (tackle by Charles Woodson),3.180,3.180
4,0:22,2,6,GNB 32,17,17,Matt Ryan pass complete short left to Harry Douglas for 3 yards (tackle by Charlie Peprah),3.180,2.870
4,0:18,,,,17,17,Timeout #2 by Green Bay Packers,0.000,2.870
4,0:18,3,3,GNB 29,17,17,Matt Ryan pass incomplete short right intended for Roddy White,2.870,1.580
4,0:13,,,,17,17,Timeout #3 by Green Bay Packers,0.000,1.580
4,0:13,4,3,GNB 29,17,20,Matt Bryant 47 yard field goal good,1.580,3.000
4,,,,ATL 30,17,20,"Michael Koenen kicks off 65 yards, returned by Sam Shields for 20 yards (tackle by Eric Weems)",0.000,0.610
4,0:02,1,10,GNB 25,17,20,"Aaron Rodgers pass complete short right to Greg Jennings for 35 yards. Greg Jennings fumbles, ball out of bounds at ATL-39",0.610,2.920
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
