Quarter,Time,Down,ToGo,Location,DAL,MIN,Detail,EPB,EPA
2,12:49,3,5,MIN 50,0,7,Kirk Cousins pass incomplete short right intended for K.J. Osborn (defended by Anthony Brown),,
2,12:44,4,5,MIN 50,0,7,"Jordan Berry punts 37 yards, returned by Cedrick Wilson for 7 yards (tackle by Andrew DePaola)",,
2,12:34,1,10,DAL 20,0,7,Ezekiel Elliott right end for 2 yards (tackle by Armon Watts and Anthony Barr),,
2,11:53,2,8,DAL 22,0,7,Cooper Rush pass complete deep right to Amari Cooper for 29 yards (tackle by Bashaud Breeland),,
2,11:21,1,10,MIN 49,0,7,Ezekiel Elliott right guard for 2 yards (tackle by Anthony Barr and Armon Watts),,
2,10:39,2,8,MIN 47,0,7,Ezekiel Elliott right end for 2 yards (tackle by Danielle Hunter),,
2,9:53,3,6,MIN 45,0,7,Tony Pollard right tackle for 6 yards (tackle by Bashaud Breeland and Sheldon Richardson),,
2,9:07,1,10,MIN 39,0,7,Tony Pollard right tackle for 2 yards (tackle by Nick Vigil),,
2,8:24,2,8,MIN 37,0,7,Cooper Rush pass complete short right to Dalton Schultz for 4 yards (tackle by Eric Kendricks),,
2,7:40,3,4,MIN 33,0,7,Cooper Rush pass complete short left to Cedrick Wilson for 9 yards (tackle by Mackensie Alexander),,
2,7:06,1,10,MIN 24,0,7,Ezekiel Elliott right guard for 4 yards (tackle by Xavier Woods),,
2,6:20,2,6,MIN 20,0,7,Cooper Rush pass incomplete short middle intended for Ezekiel Elliott (defended by Eric Kendricks),,
2,6:16,3,6,MIN 20,0,7,Cooper Rush pass incomplete short right intended for Amari Cooper,,
2,6:13,4,6,MIN 20,3,7,Greg Zuerlein 38 yard field goal good,,
2,6:09,,,DAL 35,3,7,"Greg Zuerlein kicks off 65 yards, touchback.",,
2,6:09,1,10,MIN 25,3,7,Dalvin Cook right tackle for 2 yards (tackle by Carlos Watkins),,
2,5:40,2,8,MIN 27,3,7,Dalvin Cook left tackle for 3 yards (tackle by Justin Hamilton),,
2,5:01,3,5,MIN 30,3,7,Kirk Cousins pass incomplete short right intended for Adam Thielen (defended by Anthony Brown),,
2,4:56,4,5,MIN 30,3,7,"Jordan Berry punts out of bounds. Penalty on Bradlee Anae: Defensive Offside, 5 yards (accepted) (no play)",,
2,4:47,1,10,MIN 35,3,7,Kirk Cousins pass complete short right to Luke Stocker for 7 yards (tackle by Dorance Armstrong),,
2,4:14,2,3,MIN 42,3,7,Dalvin Cook right guard for 2 yards (tackle by Chauncey Golston),,
2,3:30,3,1,MIN 44,3,7,C.J. Ham for no gain (tackle by Micah Parsons),,
2,2:49,4,1,MIN 44,3,7,Kirk Cousins pass complete short right to Adam Thielen for 32 yards (tackle by Damontae Kazee),,
2,2:07,1,10,DAL 24,3,7,Dalvin Cook right end for no gain (tackle by Leighton Vander Esch),,
2,1:59,2,10,DAL 24,3,7,Kirk Cousins pass complete short right to Alexander Mattison for -2 yards (tackle by Micah Parsons),,
2,1:53,,,,,,Timeout #1 by Dallas Cowboys,,
2,1:53,3,12,DAL 26,3,7,Kirk Cousins pass incomplete short right intended for Dalvin Cook,,
2,1:49,4,12,DAL 26,3,10,Greg Joseph 45 yard field goal good,,
2,1:44,,,MIN 35,3,10,"Greg Joseph kicks off 65 yards, touchback.",,
2,1:44,1,10,DAL 25,3,10,Cooper Rush pass complete short left to Ezekiel Elliott for 3 yards (tackle by Anthony Barr),,
2,1:21,2,7,DAL 28,3,10,Cooper Rush pass complete short left to Amari Cooper for 7 yards (tackle by Cameron Dantzler),,
2,0:57,1,10,DAL 35,3,10,"Cooper Rush pass deep left intended for Dalton Schultz is intercepted by Cameron Dantzler at MIN-49 and returned for no gain (tackle by Dalton Schultz and Ezekiel Elliott) Replay Assistant challenged the pass interception ruling, and the original play was overturned. Cooper Rush pass incomplete deep left intended for Dalton Schultz",,
2,0:53,2,10,DAL 35,3,10,Cooper Rush pass incomplete short left intended for Dalton Schultz (defended by Cameron Dantzler),,
2,0:49,3,10,DAL 35,3,10,Cooper Rush pass incomplete deep right intended for Noah Brown,,
2,0:43,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:43,4,10,DAL 35,3,10,"Bryan Anger punts 50 yards, fair catch by K.J. Osborn at MIN-15",,
2,0:37,1,10,MIN 15,3,10,Kirk Cousins pass complete short left to Ihmir Smith-Marsette for 6 yards (tackle by Trevon Diggs),,
2,0:32,2,4,MIN 21,3,10,Kirk Cousins scrambles right tackle for 13 yards (tackle by Jourdan Lewis),,
2,0:05,1,10,MIN 34,3,10,Kirk Cousins pass incomplete short left intended for Adam Thielen,,
2,0:01,2,10,MIN 34,3,10,Kirk Cousins kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,DAL,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,3,10,"Greg Joseph kicks off 65 yards, touchback.",,
3,15:00,1,10,DAL 25,3,10,Ezekiel Elliott left tackle for 2 yards (tackle by D.J. Wonnum),,
3,14:22,2,8,DAL 27,3,10,Cooper Rush pass incomplete short right intended for Dalton Schultz,,
3,14:18,3,8,DAL 27,9,10,"Cooper Rush pass complete deep middle to Cedrick Wilson for 73 yards, touchdown",,
3,14:07,,,MIN 15,10,10,Greg Zuerlein kicks extra point good,,
3,14:07,,,DAL 35,10,10,"Greg Zuerlein kicks off 65 yards, touchback.",,
3,14:07,1,10,MIN 25,10,10,"Kirk Cousins pass incomplete deep left intended for Justin Jefferson (defended by Trevon Diggs). Penalty on Trevon Diggs: Illegal Contact, 5 yards (accepted) (no play)",,
3,14:00,1,10,MIN 30,10,10,Dalvin Cook right tackle for 19 yards (tackle by Donovan Wilson),,
3,13:25,1,10,MIN 49,10,10,"Dalvin Cook right guard for no gain (tackle by Trevon Diggs and Leighton Vander Esch). Penalty on Luke Stocker: Offensive Holding, 10 yards (accepted) (no play)",,
3,13:10,1,20,MIN 39,10,10,Dalvin Cook right end for 4 yards (tackle by Micah Parsons),,
3,12:37,2,16,MIN 43,10,10,Kirk Cousins pass complete short right to Tyler Conklin for 11 yards (tackle by Chauncey Golston),,
3,11:54,3,5,DAL 46,10,10,"Kirk Cousins sacked by Randy Gregory for -7 yards. Kirk Cousins fumbles (forced by Randy Gregory), recovered by Kirk Cousins at MIN-47",,
3,11:18,4,12,MIN 47,10,10,Jordan Berry punts 37 yards downed by Troy Dye,,
3,11:10,1,10,DAL 16,10,10,Ezekiel Elliott right guard for 2 yards (tackle by Armon Watts and Dalvin Tomlinson),,
3,10:27,2,8,DAL 18,10,10,Cooper Rush pass incomplete deep left intended for Amari Cooper,,
3,10:21,3,8,DAL 18,10,10,Cooper Rush sacked by Everson Griffen for -10 yards,,
3,9:40,4,18,DAL 8,10,10,"Bryan Anger punts 54 yards, returned by K.J. Osborn for 7 yards (tackle by Tony Pollard)",,
3,9:32,1,10,MIN 45,10,10,Kirk Cousins pass complete short right to Justin Jefferson for 18 yards (tackle by Anthony Brown),,
3,9:03,1,10,DAL 37,10,10,Dalvin Cook right guard for 3 yards (tackle by Micah Parsons),,
3,8:29,2,7,DAL 34,10,10,Kirk Cousins pass complete short right to Chris Herndon for 7 yards (tackle by Micah Parsons and Donovan Wilson),,
3,8:01,1,10,DAL 27,10,10,Dalvin Cook right tackle for -2 yards (tackle by Carlos Watkins and Osa Odighizuwa),,
3,7:23,2,12,DAL 29,10,10,Kirk Cousins pass incomplete deep right,,
3,7:18,3,12,DAL 29,10,10,Kirk Cousins pass complete short right to Tyler Conklin for 7 yards (tackle by Jayron Kearse and Anthony Brown),,
3,6:38,4,5,DAL 22,10,13,Greg Joseph 40 yard field goal good,,
3,6:31,,,MIN 35,10,13,"Greg Joseph kicks off 67 yards, returned by Tony Pollard for 22 yards (tackle by Kris Boyd)",,
3,6:27,1,10,DAL 20,10,13,Ezekiel Elliott left guard for 4 yards (tackle by Eric Kendricks and Sheldon Richardson),,
3,5:55,2,6,DAL 24,10,13,Cooper Rush pass complete short left to Amari Cooper for 10 yards (tackle by Cameron Dantzler),,
3,5:22,1,10,DAL 34,10,13,Cooper Rush pass incomplete deep left intended for Dalton Schultz,,
3,5:15,,,,,,Timeout #1 by Dallas Cowboys,,
3,5:15,2,10,DAL 34,10,13,Ezekiel Elliott for 2 yards (tackle by Anthony Barr and Xavier Woods),,
3,4:36,3,8,DAL 36,10,13,Cooper Rush pass complete short left to Cedrick Wilson for 2 yards (tackle by Camryn Bynum),,
3,4:01,4,6,DAL 38,10,13,Bryan Anger punts 36 yards downed by Jake McQuaide,,
3,3:50,1,10,MIN 26,10,13,Dalvin Cook right end for 8 yards (tackle by Dorance Armstrong),,
3,3:05,2,2,MIN 34,10,13,Kirk Cousins pass complete short left to C.J. Ham for -4 yards (tackle by Micah Parsons),,
3,2:26,3,6,MIN 30,10,13,Kirk Cousins pass incomplete short left intended for Dalvin Cook,,
3,2:21,4,6,MIN 30,10,13,"Jordan Berry punts 39 yards, returned by CeeDee Lamb for -3 yards (tackle by Josh Metellus)",,
3,2:11,1,10,DAL 28,10,13,"Cooper Rush pass incomplete short right intended for Cedrick Wilson (defended by Mackensie Alexander). Penalty on Mackensie Alexander: Defensive Pass Interference, 14 yards (accepted) (no play)",,
3,2:06,1,10,DAL 42,10,13,Cedrick Wilson pass complete deep right to CeeDee Lamb for 35 yards (tackle by Harrison Smith),,
3,1:45,1,10,MIN 23,10,13,Tony Pollard right end for 1 yard (tackle by Xavier Woods),,
3,0:48,2,9,MIN 22,10,13,Cooper Rush pass complete short right to Tony Pollard for 1 yard (tackle by Eric Kendricks),,
3,0:13,3,8,MIN 21,10,13,Cooper Rush pass incomplete short left intended for Amari Cooper,,
3,0:08,4,8,MIN 21,13,13,Greg Zuerlein 39 yard field goal good,,
3,0:04,,,DAL 35,13,13,"Greg Zuerlein kicks off 65 yards, touchback.",,
3,0:04,1,10,MIN 25,13,13,Kirk Cousins pass complete short right to C.J. Ham for -2 yards (tackle by Micah Parsons),,
Quarter,Time,Down,ToGo,Location,DAL,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,MIN 23,13,13,Kirk Cousins pass complete short left to Adam Thielen for 4 yards (tackle by Jourdan Lewis),,
4,14:26,3,8,MIN 27,13,13,Kirk Cousins pass complete short right to K.J. Osborn for 4 yards (tackle by Jourdan Lewis),,
4,13:46,4,4,MIN 31,13,13,"Jordan Berry punts 51 yards, fair catch by CeeDee Lamb at DAL-18. Penalty on C.J. Goodwin: Offensive Holding, 9 yards (accepted)",,
4,13:39,1,10,DAL 9,13,13,Cooper Rush pass complete short left to CeeDee Lamb for 13 yards (tackle by Cameron Dantzler),,
4,12:52,1,10,DAL 22,13,13,Cooper Rush pass complete short right to Amari Cooper for 15 yards (tackle by Bashaud Breeland and Nick Vigil),,
4,12:19,1,10,DAL 37,13,13,Cooper Rush pass incomplete short left intended for Ezekiel Elliott,,
4,12:13,2,10,DAL 37,13,13,"Cooper Rush pass complete short left to Noah Brown for no gain (tackle by Cameron Dantzler and Harrison Smith). Penalty on Ty Nsekhe: Offensive Holding, 10 yards (accepted) (no play)",,
4,11:45,2,20,DAL 27,13,13,Cooper Rush pass complete short right to Dalton Schultz for 7 yards (tackle by Harrison Smith),,
4,11:22,3,13,DAL 34,13,13,Cooper Rush pass complete short right to CeeDee Lamb for 19 yards (tackle by Harrison Smith and Anthony Barr),,
4,10:51,1,10,MIN 47,13,13,Ezekiel Elliott right tackle for 2 yards (tackle by Sheldon Richardson and Nick Vigil),,
4,10:03,2,8,MIN 45,13,13,"Cooper Rush sacked by Xavier Woods for -3 yards. Cooper Rush fumbles (forced by Xavier Woods), recovered by Anthony Barr at MIN-48",,
4,9:56,1,10,MIN 48,13,13,"Kirk Cousins pass incomplete short right. Penalty on Oli Udoh: Offensive Holding, 10 yards (declined) . Penalty on Kirk Cousins: Intentional Grounding, 13 yards (accepted)",,
4,9:50,2,23,MIN 35,13,13,"Kirk Cousins pass incomplete short middle intended for Justin Jefferson. Penalty on Oli Udoh: Offensive Holding, 10 yards (declined)",,
4,9:44,3,23,MIN 35,13,13,Alexander Mattison right guard for 4 yards (tackle by Jayron Kearse),,
4,9:11,4,19,MIN 39,13,13,Jordan Berry punts 29 yards downed by Josh Metellus,,
4,9:03,1,10,DAL 32,13,13,Ezekiel Elliott left end for 1 yard (tackle by Cameron Dantzler),,
4,8:24,2,9,DAL 33,13,13,Cooper Rush pass incomplete deep left intended for Amari Cooper,,
4,8:19,3,9,DAL 33,13,13,Cooper Rush pass incomplete short right intended for CeeDee Lamb,,
4,8:15,4,9,DAL 33,13,13,"Bryan Anger punts 41 yards, fair catch by K.J. Osborn at MIN-26",,
4,8:08,1,10,MIN 26,13,13,Dalvin Cook up the middle for 8 yards (tackle by Tarell Basham and Jayron Kearse),,
4,7:46,2,2,MIN 34,13,13,"Kirk Cousins pass incomplete short right. Penalty on Tarell Basham: Roughing the Passer, 15 yards (accepted) (no play)",,
4,7:40,1,10,MIN 49,13,13,Kirk Cousins pass complete short left to C.J. Ham for 9 yards (tackle by Micah Parsons),,
4,7:08,2,1,DAL 42,13,13,Dalvin Cook left tackle for 8 yards (tackle by Leighton Vander Esch and Malik Hooker),,
4,6:31,1,10,DAL 34,13,13,"Dalvin Cook right tackle for 7 yards (tackle by Osa Odighizuwa and Leighton Vander Esch). Penalty on Randy Gregory: Unnecessary Roughness / Defense, 14 yards (accepted)",,
4,6:06,1,10,DAL 13,13,13,Alexander Mattison up the middle for 1 yard (tackle by Justin Hamilton),,
4,5:29,2,9,DAL 12,13,13,"Dalvin Cook right tackle for 4 yards (tackle by Damontae Kazee). Penalty on Randy Gregory: Unnecessary Roughness / Defense, 4 yards (accepted)",,
4,5:04,1,4,DAL 4,13,13,Dalvin Cook left tackle for -4 yards (tackle by Donovan Wilson and Justin Hamilton),,
4,4:25,2,8,DAL 8,13,13,Kirk Cousins pass complete short right to Alexander Mattison for -3 yards (tackle by Jayron Kearse),,
4,3:41,3,11,DAL 11,13,13,Kirk Cousins pass complete short right to Adam Thielen for 6 yards (tackle by Jourdan Lewis),,
4,2:50,4,5,DAL 5,13,16,Greg Joseph 24 yard field goal good,,
4,2:51,,,MIN 35,13,16,"Greg Joseph kicks off 65 yards, touchback.",,
4,2:51,1,10,DAL 25,13,16,Cooper Rush pass incomplete short left intended for CeeDee Lamb (defended by Cameron Dantzler),,
4,2:46,2,10,DAL 25,13,16,Cooper Rush pass complete deep right to Amari Cooper for 33 yards (tackle by Harrison Smith),,
4,2:12,1,10,MIN 42,13,16,Cooper Rush pass complete short right to Amari Cooper for 18 yards. Amari Cooper fumbles (forced by Harrison Smith),,
4,2:04,1,10,MIN 24,13,16,Cooper Rush pass incomplete short right intended for Dalton Schultz,,
4,2:00,2,10,MIN 24,13,16,"Cooper Rush pass complete short middle to Noah Brown for no gain. Noah Brown fumbles (forced by Anthony Barr) (tackle by Eric Kendricks), recovered by Anthony Barr at MIN-23. Penalty on Harrison Smith: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",,
4,1:55,1,10,MIN 19,13,16,Cooper Rush pass complete short left to Noah Brown for 7 yards (tackle by Xavier Woods and Eric Kendricks),,
4,1:18,2,3,MIN 12,13,16,"Cooper Rush pass incomplete short left. Penalty on Connor Williams: Offensive Holding, 10 yards (accepted) (no play)",,
4,1:11,2,13,MIN 22,13,16,Cooper Rush pass complete short right to Ezekiel Elliott for -3 yards (tackle by Mackensie Alexander),,
4,1:04,,,,,,Timeout #1 by Minnesota Vikings,,
4,1:04,3,16,MIN 25,13,16,"Penalty on MIN: Defensive Delay of Game, 5 yards (accepted) (no play)",,
4,1:04,3,11,MIN 20,13,16,Cooper Rush pass complete short left to Ezekiel Elliott for 15 yards (tackle by Cameron Dantzler),,
4,0:55,,,,,,Timeout #2 by Minnesota Vikings,,
4,0:55,1,5,MIN 5,19,16,"Cooper Rush pass complete short left to Amari Cooper for 5 yards, touchdown",,
4,0:51,,,MIN 15,20,16,Greg Zuerlein kicks extra point good,,
4,0:51,,,,,,Timeout #3 by Minnesota Vikings,,
4,0:51,,,DAL 35,20,16,"Greg Zuerlein kicks off 65 yards, touchback.",,
4,0:51,1,10,MIN 25,20,16,Kirk Cousins pass complete short right to Adam Thielen for 13 yards (tackle by Anthony Brown),,
4,0:46,1,10,MIN 38,20,16,Kirk Cousins pass incomplete short left intended for Tyler Conklin,,
4,0:42,2,10,MIN 38,20,16,"Penalty on Garrett Bradbury: False Start, 5 yards (accepted) (no play)",,
4,0:42,2,15,MIN 33,20,16,Kirk Cousins pass complete short left to K.J. Osborn for 6 yards (tackle by Jourdan Lewis),,
4,0:20,,,,,,Timeout #2 by Dallas Cowboys,,
4,0:20,3,9,MIN 39,20,16,Kirk Cousins pass complete short right to Tyler Conklin for 3 yards (tackle by Anthony Brown),,
4,0:03,4,6,MIN 42,20,16,Kirk Cousins pass incomplete short right,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
