Quarter,Time,Down,ToGo,Location,TAM,NYG,Detail,EPB,EPA
2,5:44,3,2,NYG 2,0,14,Peyton Barber right guard for 1 yard (tackle by Tae Davis and Dalvin Tomlinson),4.950,3.550
2,5:02,4,1,NYG 1,6,14,"Ryan Fitzpatrick right end for 1 yard, touchdown",3.550,7.000
2,4:56,,,NYG 15,7,14,Cairo Santos kicks extra point good,0.000,0.000
2,4:56,,,TAM 35,7,14,"Cairo Santos kicks off 59 yards, returned by Corey Coleman for no gain (tackle by Cameron Lynch and Kevin Minter)",0.000,0.740
2,4:50,1,10,NYG 27,7,14,Saquon Barkley right guard for 6 yards (tackle by Jason Pierre-Paul),0.740,1.010
2,4:18,2,4,NYG 33,7,14,"Eli Manning for no gain. Eli Manning fumbles, recovered by Eli Manning at NYG-24 Eli Manning sacked by Gerald McCoy for -9 yards",1.010,-0.890
2,3:37,3,13,NYG 24,7,14,Eli Manning pass complete deep right to Sterling Shepard for 18 yards,-0.890,1.730
2,3:03,1,10,NYG 42,7,14,Saquon Barkley up the middle for 4 yards (tackle by Jordan Whitehead and Adarius Taylor),1.730,1.730
2,2:22,,,,,,Timeout #1 by New York Giants,,
2,2:22,2,6,NYG 46,7,14,Eli Manning pass complete short left to Corey Coleman for 9 yards (tackle by Carlton Davis),1.730,2.590
2,2:00,1,10,TAM 45,7,14,Eli Manning pass complete short right to Saquon Barkley for 4 yards (tackle by Javien Elliott),2.590,2.580
2,1:53,2,6,TAM 41,7,14,Eli Manning pass complete short middle to Sterling Shepard for 4 yards (tackle by Javien Elliott),2.580,2.410
2,1:31,3,2,TAM 37,7,14,Eli Manning pass incomplete deep right intended for Saquon Barkley,2.410,0.790
2,1:26,4,2,TAM 37,7,14,Riley Dixon punts 23 yards downed by Ukeme Eligwe,0.790,0.280
2,1:17,1,10,TAM 14,7,14,Ryan Fitzpatrick pass complete deep right to DeSean Jackson for 20 yards (tackle by B.W. Webb),-0.280,1.200
2,0:54,1,10,TAM 34,7,14,Ryan Fitzpatrick pass incomplete short right intended for Jacquizz Rodgers,1.200,0.660
2,0:49,2,10,TAM 34,7,14,Ryan Fitzpatrick pass incomplete short middle intended for Mike Evans,0.660,-0.030
2,0:45,3,10,TAM 34,7,14,"Ryan Fitzpatrick pass incomplete deep left intended for Mike Evans. Penalty on Olivier Vernon: Roughing the Passer, 15 yards (no play)",-0.030,2.190
2,0:39,1,10,TAM 49,7,14,"Penalty on Olivier Vernon: Neutral Zone Infraction, 5 yards (no play)",2.190,2.920
2,0:39,1,5,NYG 46,7,14,"Penalty on Olivier Vernon: Neutral Zone Infraction, 5 yards (no play)",2.920,2.850
2,0:39,1,10,NYG 41,7,14,Jacquizz Rodgers up the middle for 11 yards (tackle by Alec Ogletree),2.850,3.580
2,0:34,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,0:34,1,10,NYG 30,7,14,Ryan Fitzpatrick pass incomplete short right intended for Jacquizz Rodgers,3.580,3.030
2,0:30,2,10,NYG 30,7,14,Ryan Fitzpatrick pass deep middle intended for O.J. Howard is intercepted by Michael Thomas at NYG-13 and returned for no gain,3.030,0.320
2,0:23,1,10,NYG 13,7,14,Saquon Barkley right tackle for 5 yards (tackle by Jordan Whitehead and Beau Allen),-0.320,-0.140
Quarter,Time,Down,ToGo,Location,TAM,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,7,14,"Aldrick Rosas kicks off 58 yards, returned by Dare Ogunbowale for no gain (tackle by Kerry Wynn). Penalty on Antony Auclair: Unnecessary Roughness, 10 yards",0.000,-0.380
3,14:56,1,10,TAM 10,7,14,Ryan Fitzpatrick pass complete short middle to Peyton Barber for 1 yard (tackle by B.J. Goodson),-0.380,-0.710
3,14:23,2,9,TAM 11,7,20,"Ryan Fitzpatrick pass short left (defended by Janoris Jenkins) intended for DeSean Jackson is intercepted by Alec Ogletree at TB-15 and returned for 15 yards, touchdown",-0.710,-7.000
3,14:13,,,NYG 35,7,21,"Aldrick Rosas kicks off 57 yards, returned by Dare Ogunbowale for no gain (tackle by Michael Thomas and Russell Shepard)",0.000,0.540
3,14:08,1,10,TAM 24,7,21,Ryan Fitzpatrick pass complete short right to O.J. Howard for 2 yards (tackle by B.J. Goodson),0.540,0.270
3,13:37,2,8,TAM 26,7,21,Ryan Fitzpatrick pass complete short right to Mike Evans for 7 yards (tackle by B.W. Webb and Kareem Martin),0.270,0.500
3,12:56,3,1,TAM 33,7,21,Ryan Fitzpatrick pass complete short right to O.J. Howard for 8 yards (tackle by Alec Ogletree),0.500,1.660
3,12:14,1,10,TAM 41,7,21,"Ryan Fitzpatrick pass complete short right to Peyton Barber for -4 yards (tackle by Michael Thomas). Penalty on Demar Dotson: Illegal Block Above the Waist, 10 yards (no play)",1.660,1.000
3,11:46,1,20,TAM 31,7,21,"Ryan Fitzpatrick pass complete deep right to Mike Evans for 21 yards. Penalty on Mike Evans: Offensive Pass Interference, 10 yards (no play)",1.000,0.340
3,11:26,1,30,TAM 21,7,21,Ryan Fitzpatrick pass complete short left to Adam Humphries for 39 yards (tackle by Janoris Jenkins and Curtis Riley),0.340,2.920
3,10:50,1,10,NYG 40,7,21,"Penalty on Josh Mauro: Encroachment, 5 yards (no play)",2.920,3.650
3,10:34,1,5,NYG 35,7,21,Peyton Barber left end for 3 yards (tackle by Tae Davis and Landon Collins),3.650,3.450
3,9:58,2,2,NYG 32,7,21,Ryan Fitzpatrick pass deep middle intended for DeSean Jackson is intercepted by Curtis Riley at NYG-0 and returned for 46 yards,3.450,-1.600
3,9:42,1,10,NYG 40,7,21,Saquon Barkley up the middle for 23 yards (tackle by Isaiah Johnson),1.600,3.120
3,9:06,1,10,TAM 37,7,21,Saquon Barkley left tackle for 1 yard (tackle by Gerald McCoy),3.120,2.710
3,8:23,2,9,TAM 36,7,21,Eli Manning sacked by Jason Pierre-Paul for -9 yards,2.710,0.830
3,7:38,,,,,,Timeout #1 by New York Giants,,
3,7:38,3,18,TAM 45,7,21,Eli Manning pass complete short right to Evan Engram for 12 yards (tackle by Javien Elliott),0.830,1.160
3,7:09,4,6,TAM 33,7,24,Aldrick Rosas 52 yard field goal good,1.160,3.000
3,7:04,,,NYG 35,7,24,"Aldrick Rosas kicks off 61 yards, returned by Dare Ogunbowale for no gain (tackle by Michael Thomas)",0.000,0.670
3,6:58,1,10,TAM 26,7,24,Peyton Barber up the middle for 9 yards (tackle by Dalvin Tomlinson and Kareem Martin),0.670,1.350
3,6:30,2,1,TAM 35,7,24,Peyton Barber up the middle for no gain (tackle by B.J. Hill and Kareem Martin),1.350,0.630
3,5:48,3,1,TAM 35,7,24,Peyton Barber right end for 28 yards (tackle by Curtis Riley),0.630,3.120
3,5:05,1,10,NYG 37,7,24,Jameis Winston pass complete deep left to Chris Godwin for 17 yards (tackle by Janoris Jenkins),3.120,4.240
3,4:27,1,10,NYG 20,7,24,Peyton Barber up the middle for no gain (tackle by Dalvin Tomlinson and Josh Mauro),4.240,3.690
3,3:46,2,10,NYG 20,7,24,Jameis Winston right tackle for 2 yards (tackle by Tae Davis),3.690,3.220
3,3:07,3,8,NYG 18,7,24,Jameis Winston pass complete short right to Mike Evans for 10 yards (tackle by B.W. Webb and Landon Collins),3.220,5.370
3,2:26,1,8,NYG 8,7,24,Peyton Barber up the middle for 2 yards (tackle by Mario Edwards and Dalvin Tomlinson),5.370,4.950
3,1:43,2,6,NYG 6,13,24,"Jameis Winston left end for 3 yards (tackle by Mario Edwards). Jameis Winston fumbles (forced by Mario Edwards), recovered by Mike Evans at NYG--3, touchdown",4.950,7.000
3,1:32,,,NYG 15,14,24,Cairo Santos kicks extra point good,0.000,0.000
3,1:32,,,TAM 35,14,24,"Cairo Santos kicks off 64 yards, returned by Corey Coleman for no gain (tackle by Alan Cross)",0.000,0.870
3,1:26,1,10,NYG 29,14,24,Saquon Barkley left guard for 4 yards (tackle by Carlton Davis),0.870,0.870
3,1:26,2,6,NYG 33,14,24,Eli Manning pass complete deep left to Odell Beckham for 27 yards (tackle by Isaiah Johnson),0.870,2.920
3,0:27,1,10,TAM 40,14,24,Saquon Barkley left tackle for 14 yards (tackle by Jordan Whitehead and Isaiah Johnson),2.920,3.840
Quarter,Time,Down,ToGo,Location,TAM,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 26,14,24,Saquon Barkley right tackle for 13 yards (tackle by Isaiah Johnson),3.840,4.710
4,14:26,1,10,TAM 13,14,24,Eli Manning pass complete short right to Elijhaa Penny for 3 yards (tackle by Adarius Taylor),4.710,4.580
4,13:54,2,7,TAM 10,14,24,Saquon Barkley up the middle for 2 yards (tackle by Carl Nassib),4.580,4.100
4,13:10,3,5,TAM 8,14,30,"Eli Manning pass complete short right to Odell Beckham for 8 yards, touchdown",4.100,7.000
4,13:04,,,TAM 15,14,31,Aldrick Rosas kicks extra point good,0.000,0.000
4,13:04,,,NYG 35,14,31,"Aldrick Rosas kicks off 67 yards, returned by Dare Ogunbowale for no gain (tackle by Antonio Hamilton and Russell Shepard)",0.000,0.480
4,12:58,1,10,TAM 23,14,31,Jameis Winston pass complete deep middle to O.J. Howard for 24 yards (tackle by Landon Collins),0.480,2.060
4,12:26,1,10,TAM 47,14,31,Peyton Barber right guard for 3 yards (tackle by Alec Ogletree and Connor Barwin),2.060,1.920
4,11:50,2,7,TAM 50,14,31,Peyton Barber right tackle for 12 yards (tackle by B.W. Webb),1.920,3.050
4,11:11,1,10,NYG 38,14,31,Jameis Winston left tackle for 4 yards (tackle by Kareem Martin),3.050,3.050
4,10:50,2,6,NYG 34,14,31,Jameis Winston pass complete short right to Chris Godwin for 19 yards (tackle by B.W. Webb),3.050,4.580
4,10:20,1,10,NYG 15,14,31,"Jacquizz Rodgers left guard for 5 yards (tackle by Lorenzo Carter and B.J. Hill). Penalty on Janoris Jenkins: Unnecessary Roughness, 5 yards",4.580,6.060
4,9:49,1,5,NYG 5,20,31,"Peyton Barber left tackle for 5 yards, touchdown",6.060,7.000
4,9:47,,,NYG 15,21,31,Cairo Santos kicks extra point good,0.000,0.000
4,9:47,,,TAM 35,21,31,"Cairo Santos kicks off 59 yards, returned by Corey Coleman for no gain (tackle by Dare Ogunbowale)",0.000,0.480
4,9:42,1,10,NYG 23,21,31,Saquon Barkley up the middle for 4 yards (tackle by William Gholston),0.480,0.470
4,9:06,2,6,NYG 27,21,31,Eli Manning pass complete short right to Odell Beckham for -2 yards (tackle by Javien Elliott),0.470,-0.490
4,8:22,3,8,NYG 25,21,31,Eli Manning sacked by Gerald McCoy for -9 yards,-0.490,-2.390
4,7:45,4,17,NYG 16,21,31,"Riley Dixon punts 54 yards, returned by Adam Humphries for 10 yards (tackle by Lorenzo Carter). Penalty on Andrew Adams: Illegal Block Above the Waist, 10 yards",-2.390,-0.940
4,7:33,1,10,TAM 30,21,31,Jameis Winston pass incomplete short right intended for Adam Humphries (defended by B.W. Webb),0.940,0.390
4,7:26,2,10,TAM 30,21,31,Jameis Winston pass complete short middle to Mike Evans for 25 yards (tackle by Alec Ogletree),0.390,2.590
4,6:56,1,10,NYG 45,21,31,Jameis Winston pass incomplete short middle intended for Adam Humphries (defended by Grant Haley),2.590,2.040
4,6:48,2,10,NYG 45,21,31,Jameis Winston pass complete short left to Cameron Brate for 6 yards (tackle by Janoris Jenkins),2.040,2.150
4,6:03,,,,,,Timeout #2 by New York Giants,,
4,6:03,3,4,NYG 39,21,31,Jameis Winston pass complete short right to DeSean Jackson for 7 yards,2.150,3.450
4,5:40,1,10,NYG 32,21,31,Jameis Winston pass complete short right to O.J. Howard for 24 yards (tackle by Tae Davis),3.450,5.370
4,5:16,1,8,NYG 8,27,31,"Jameis Winston pass complete short left to Adam Humphries for 8 yards, touchdown",5.370,7.000
4,5:11,,,NYG 15,28,31,Cairo Santos kicks extra point good,0.000,0.000
4,5:11,,,TAM 35,28,31,"Cairo Santos kicks off 60 yards, returned by Corey Coleman for no gain (tackle by Alan Cross)",0.000,1.140
4,5:04,1,10,NYG 33,28,31,Saquon Barkley right tackle for 2 yards (tackle by Jason Pierre-Paul and Carl Nassib),1.140,0.860
4,4:30,2,8,NYG 35,28,31,Eli Manning pass complete short middle to Evan Engram for 54 yards (tackle by Isaiah Johnson),0.860,4.840
4,4:09,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,4:09,1,10,TAM 11,28,31,Saquon Barkley up the middle for 6 yards (tackle by Carl Nassib),4.840,5.280
4,4:01,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,4:01,2,4,TAM 5,28,31,Saquon Barkley up the middle for 3 yards (tackle by Adarius Taylor and Jason Pierre-Paul),5.280,5.120
4,3:55,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,3:55,3,1,TAM 2,28,37,"Saquon Barkley up the middle for 2 yards, touchdown",5.120,7.000
4,3:52,,,TAM 15,28,38,"Aldrick Rosas kicks extra point good. Penalty on Chad Wheeler: Unnecessary Roughness, 15 yards",0.000,0.000
4,3:52,,,NYG 20,28,38,"Aldrick Rosas kicks off 71 yards, returned by Dare Ogunbowale for no gain (tackle by Russell Shepard)",0.000,1.200
4,3:46,1,10,TAM 34,28,38,Jameis Winston pass complete short left to Adam Humphries for 13 yards (tackle by Grant Haley),1.200,2.060
4,3:26,1,10,TAM 47,28,38,Jameis Winston left tackle for 4 yards (tackle by Alec Ogletree),2.060,2.060
4,3:04,2,6,NYG 49,28,38,Jameis Winston pass complete short left to DeSean Jackson for 5 yards,2.060,2.020
4,2:59,3,1,NYG 44,28,38,Jameis Winston up the middle for 3 yards (tackle by B.J. Hill),2.020,2.850
4,2:36,1,10,NYG 41,28,38,Jameis Winston pass incomplete short right intended for Cameron Brate (defended by Michael Thomas),2.850,2.310
4,2:30,2,10,NYG 41,34,38,"Jameis Winston pass complete deep left to Mike Evans for 41 yards, touchdown",2.310,7.000
4,2:22,,,NYG 15,35,38,Cairo Santos kicks extra point good,0.000,0.000
4,2:22,,,TAM 35,35,38,"Cairo Santos kicks onside 13 yards, returned by Michael Thomas for no gain (tackle by De'Vante Harris)",0.000,-2.650
4,2:20,1,10,TAM 44,35,38,Saquon Barkley up the middle for 3 yards (tackle by Jason Pierre-Paul),2.650,2.520
4,2:00,2,7,TAM 41,35,38,Saquon Barkley right tackle for no gain (tackle by Beau Allen and Andrew Adams),2.520,1.820
4,1:17,3,7,TAM 41,35,38,Saquon Barkley left end for no gain (tackle by Andrew Adams),1.820,0.530
4,0:31,4,7,TAM 41,35,38,"Penalty on NYG: Delay of Game, 5 yards (no play)",0.530,0.200
4,0:31,4,12,TAM 46,35,38,"Riley Dixon punts 46 yards, touchback.",0.200,-0.280
4,0:23,1,10,TAM 20,35,38,Jameis Winston pass deep right intended for DeSean Jackson is intercepted by B.W. Webb at NYG-25 and returned for no gain,0.280,-0.610
4,0:13,1,10,NYG 25,35,38,Eli Manning kneels for -1 yards,0.610,-0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
