Quarter,Time,Down,ToGo,Location,DET,NYJ,Detail,EPB,EPA
1,5:08,4,4,NYJ 33,3,3,Alex Henery 51 yard field goal good,1.180,3.000
1,5:08,,,DET 35,3,3,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
1,5:04,1,10,NYJ 20,3,3,Geno Smith pass incomplete short middle intended for Chris Ivory,0.280,-0.270
1,5:00,2,10,NYJ 20,3,3,Geno Smith left end for 1 yard (tackle by DeAndre Levy),-0.270,-0.820
1,4:24,3,9,NYJ 21,3,3,Geno Smith pass complete short left to Jace Amaro for 6 yards (tackle by Danny Gorrer and Rashean Mathis),-0.820,-1.570
1,3:46,4,3,NYJ 27,3,3,"Ryan Quigley punts 58 yards, returned by Jeremy Ross for 14 yards (tackle by Demario Davis)",-1.570,-0.870
1,3:34,1,10,DET 29,3,3,Matthew Stafford pass complete short left to Reggie Bush for 1 yard (tackle by Demario Davis),0.870,0.460
1,2:50,2,9,DET 30,3,3,"Penalty on Garrett Reynolds: False Start, 5 yards (no play)",0.460,-0.210
1,2:25,2,14,DET 25,3,3,Matthew Stafford pass complete short middle to Golden Tate for 23 yards (tackle by David Harris),-0.210,2.130
1,1:43,1,10,DET 48,3,3,Reggie Bush left end for 3 yards (tackle by Sheldon Richardson),2.130,1.990
1,1:00,2,7,NYJ 49,3,3,Matthew Stafford pass complete short middle to Golden Tate for 6 yards (tackle by Calvin Pryor and David Harris),1.990,2.080
1,0:15,3,1,NYJ 43,3,3,Matthew Stafford up the middle for 3 yards (tackle by Sheldon Richardson),2.080,2.920
Quarter,Time,Down,ToGo,Location,DET,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYJ 40,3,3,"Matthew Stafford pass incomplete short middle intended for Joique Bell. Penalty on Matthew Stafford: Intentional Grounding, 13 yards",2.920,0.620
2,14:56,2,23,DET 47,3,3,Matthew Stafford pass incomplete,0.620,-0.030
2,14:49,3,23,DET 47,3,3,Matthew Stafford pass complete short left to Joique Bell for -2 yards (tackle by Demario Davis),-0.030,-0.390
2,14:09,4,25,DET 45,3,3,"Sam Martin punts 55 yards, touchback",-0.390,-0.280
2,14:02,1,10,NYJ 20,3,3,Chris Johnson left tackle for 3 yards (tackle by Jason Jones),0.280,0.140
2,13:27,2,7,NYJ 23,3,3,Geno Smith pass incomplete short left intended for Eric Decker,0.140,-0.560
2,13:23,3,7,NYJ 23,3,3,Geno Smith right end for 1 yard (tackle by George Johnson),-0.560,-1.770
2,12:57,4,6,NYJ 24,3,3,"Penalty on LeQuan Lewis: False Start, 5 yards (no play)",-1.770,-2.140
2,12:43,4,11,NYJ 19,3,3,Ryan Quigley punts 50 yards,-2.140,-1.000
2,12:39,1,10,DET 31,3,3,Matthew Stafford sacked by Sheldon Richardson for -9 yards,1.000,-0.760
2,11:54,2,19,DET 22,3,3,Matthew Stafford pass incomplete deep left intended for Eric Ebron,-0.760,-1.420
2,11:49,3,19,DET 22,3,3,Matthew Stafford pass complete short middle to Joique Bell for 9 yards (tackle by David Harris and Sheldon Richardson),-1.420,-1.310
2,11:10,4,10,DET 31,3,3,"Sam Martin punts 47 yards, returned by Walt Powell for no gain",-1.310,-0.410
2,10:59,1,10,NYJ 22,3,3,Chris Ivory right tackle for -4 yards (tackle by DeAndre Levy),0.410,-0.770
2,10:26,2,14,NYJ 18,3,3,Chris Ivory right tackle for 6 yards (tackle by Tahir Whitehead),-0.770,-0.560
2,9:48,3,8,NYJ 24,3,3,Geno Smith pass complete short right to David Nelson for 7 yards (tackle by Rashean Mathis),-0.560,-1.310
2,9:25,4,1,NYJ 31,3,3,"Ryan Quigley punts 52 yards, fair catch by Jeremy Ross",-1.310,0.060
2,9:18,1,10,DET 17,3,3,Matthew Stafford pass complete short left to Eric Ebron for 7 yards (tackle by Antonio Allen),-0.060,0.480
2,8:40,2,3,DET 24,3,3,Joique Bell left tackle for 17 yards (tackle by Calvin Pryor and Dawan Landry),0.480,1.660
2,8:01,1,10,DET 41,3,3,Matthew Stafford sacked by Muhammad Wilkerson for -8 yards,1.660,0.040
2,7:14,2,18,DET 33,3,3,Matthew Stafford pass complete short middle to Brandon Pettigrew for 8 yards (tackle by David Harris and Dawan Landry),0.040,0.430
2,6:29,3,10,DET 41,9,3,"Matthew Stafford pass complete deep right to Jeremy Ross for 59 yards, touchdown",0.430,7.000
2,6:29,,,NYJ 2,10,3,Alex Henery kicks extra point good,0.000,0.000
2,6:29,,,DET 35,10,3,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,6:19,1,10,NYJ 20,10,3,Geno Smith sacked by Nick Fairley for -2 yards,0.280,-0.630
2,5:53,2,12,NYJ 18,10,3,Chris Ivory left guard for 7 yards (tackle by DeAndre Levy and Tahir Whitehead),-0.630,-0.300
2,5:19,3,5,NYJ 25,10,3,"Geno Smith for no gain. Geno Smith fumbles, recovered by Geno Smith at NYJ-8",-0.300,-2.490
2,4:36,4,22,NYJ 8,10,3,"Ryan Quigley punts 61 yards, fair catch by Jeremy Ross",-2.490,-1.000
2,4:29,1,10,DET 31,10,3,Theo Riddick left guard for 2 yards (tackle by Damon Harrison and David Harris),1.000,0.730
2,3:46,2,8,DET 33,10,3,Matthew Stafford pass complete short left to Calvin Johnson for 6 yards (tackle by Demario Davis and Antonio Allen),0.730,0.830
2,3:06,3,2,DET 39,10,3,Matthew Stafford sacked by Calvin Pryor and Muhammad Wilkerson for -3 yards,0.830,-0.980
2,2:26,4,5,DET 36,10,3,"Sam Martin punts 53 yards, returned by Walt Powell for 8 yards (tackle by Isa Abdul-Quddus). Penalty on LeQuan Lewis: Illegal Block Above the Waist, 7 yards",-0.980,0.380
2,2:15,1,10,NYJ 7,10,3,"Chris Ivory up the middle for 1 yard (tackle by Darryl Tapp and C.J. Mosley). Penalty on Ndamukong Suh: Defensive Offside, 5 yards (no play)",-0.380,-0.120
2,2:00,1,5,NYJ 12,10,3,Chris Ivory right tackle for 2 yards (tackle by Tahir Whitehead and Darryl Tapp),-0.120,-0.250
2,1:26,2,3,NYJ 14,10,3,Geno Smith pass incomplete short right intended for Jeremy Kerley,-0.250,-0.600
2,1:26,3,3,NYJ 14,10,3,"Penalty on Chris Ivory: False Start, 5 yards (no play)",-0.600,-1.190
2,1:23,3,8,NYJ 9,10,3,Geno Smith pass incomplete deep left intended for Eric Decker,-1.190,-2.490
2,1:17,4,8,NYJ 9,10,3,"Ryan Quigley punts 38 yards, out of bounds",-2.490,-2.460
2,1:08,1,10,NYJ 47,10,3,Matthew Stafford pass complete short middle to Brandon Pettigrew for 11 yards (tackle by David Harris and Dawan Landry),2.460,3.180
2,0:46,1,10,NYJ 36,10,3,Matthew Stafford pass complete short middle to Reggie Bush for 9 yards (tackle by Demario Davis),3.180,3.180
2,0:40,1,10,NYJ 36,10,3,Timeout #1 by Detroit Lions,3.180,3.850
2,0:40,2,1,NYJ 27,10,3,Matthew Stafford pass complete short right to Eric Ebron for 11 yards (tackle by Darrin Walls),3.850,3.850
2,0:33,2,1,NYJ 27,10,3,Timeout #2 by Detroit Lions,3.850,4.510
2,0:33,1,10,NYJ 16,10,3,Matthew Stafford pass incomplete short right intended for Reggie Bush,4.510,3.900
2,0:27,2,10,NYJ 16,16,3,"Matthew Stafford pass complete deep middle to Eric Ebron for 16 yards, touchdown",3.900,7.000
2,0:27,,,NYJ 2,17,3,Alex Henery kicks extra point good,0.000,0.000
2,0:27,,,DET 35,17,3,"Sam Martin kicks off 73 yards, returned by Saalim Hakim for 32 yards (tackle by Jed Collins)",0.000,-0.540
2,0:16,1,10,NYJ 24,17,3,Chris Ivory right end for 17 yards (tackle by Ezekiel Ansah),0.540,0.540
2,0:10,1,10,NYJ 24,17,3,Timeout #1 by New York Jets,0.540,1.660
2,0:10,1,10,NYJ 41,17,3,Geno Smith pass incomplete short left intended for Eric Decker,1.660,1.120
2,0:08,2,10,NYJ 41,17,3,Geno Smith pass incomplete deep right intended for Eric Decker,1.120,0.430
2,0:03,3,10,NYJ 41,17,3,Geno Smith pass incomplete deep right intended for Greg Salas,0.430,-0.650
Quarter,Time,Down,ToGo,Location,DET,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,17,3,"Nick Folk kicks off 69 yards, returned by Jeremy Ross for 19 yards (tackle by Jaiquawn Jarrett)",0.000,0.220
3,14:55,1,10,DET 15,17,3,Joique Bell up the middle for 5 yards (tackle by Sheldon Richardson and Damon Harrison),-0.220,0.080
3,14:16,2,5,DET 20,17,3,Matthew Stafford pass complete short right to Calvin Johnson for 6 yards (tackle by Antonio Allen),0.080,0.670
3,13:42,1,10,DET 26,17,3,Joique Bell left end for no gain (tackle by Darrin Walls),0.670,0.130
3,13:07,2,10,DET 26,17,3,Matthew Stafford sacked by Dawan Landry and Jaiquawn Jarrett for -1 yards,0.130,-0.690
3,12:21,3,11,DET 25,17,3,Matthew Stafford pass incomplete deep left intended for Corey Fuller (defended by Darrin Walls),-0.690,-1.700
3,12:13,4,11,DET 25,17,3,"Sam Martin punts 51 yards, returned by Walt Powell for 2 yards (tackle by Tahir Whitehead)",-1.700,-0.670
3,12:05,1,10,NYJ 26,17,3,Geno Smith pass incomplete short right intended for Chris Ivory,0.670,0.130
3,12:02,2,10,NYJ 26,17,3,Geno Smith pass complete short right to Jeremy Kerley for 3 yards (tackle by Darius Slay),0.130,-0.160
3,11:22,3,7,NYJ 29,17,3,Geno Smith pass complete deep right to Eric Decker for 18 yards (tackle by Darius Slay),-0.160,2.060
3,10:58,1,10,NYJ 47,17,3,Chris Johnson left guard for 1 yard (tackle by Glover Quin and C.J. Mosley),2.060,1.650
3,10:26,2,9,NYJ 48,17,3,Geno Smith pass incomplete short left intended for Jeremy Kerley,1.650,0.960
3,10:26,3,9,NYJ 48,17,3,"Geno Smith pass incomplete. Penalty on Rashean Mathis: Illegal Contact, 5 yards (no play)",0.960,2.460
3,10:21,1,10,DET 47,17,3,Geno Smith pass complete short right to Chris Johnson for 7 yards (tackle by Tahir Whitehead),2.460,2.860
3,9:46,2,3,DET 40,17,3,Chris Johnson up the middle for -1 yards (tackle by C.J. Mosley),2.860,2.010
3,9:46,3,4,DET 41,17,3,"Penalty on Breno Giacomini: False Start, 5 yards (no play)",2.010,1.350
3,8:59,3,9,DET 46,17,3,Geno Smith pass complete short left to Greg Salas for 32 yards (tackle by James Ihedigbo),1.350,4.650
3,8:16,1,10,DET 14,17,3,Geno Smith pass incomplete short left intended for Eric Decker,4.650,4.000
3,8:10,2,10,DET 14,17,3,Chris Ivory up the middle for 3 yards (tackle by Tahir Whitehead and DeAndre Levy),4.000,3.620
3,7:32,3,7,DET 11,17,9,"Geno Smith pass complete short left to Eric Decker for 11 yards, touchdown",3.620,7.000
3,7:32,,,DET 2,17,10,Nick Folk kicks extra point good,0.000,0.000
3,7:32,,,NYJ 35,17,10,"Nick Folk kicks off 71 yards, returned by Jeremy Ross for 16 yards (tackle by Jaiquawn Jarrett)",0.000,0.380
3,7:21,1,10,DET 10,17,10,Reggie Bush left tackle for 1 yard (tackle by Muhammad Wilkerson and Dawan Landry),-0.380,-0.710
3,6:37,2,9,DET 11,17,10,Matthew Stafford pass complete short left to Reggie Bush for -1 yards (tackle by Jaiquawn Jarrett),-0.710,-1.420
3,6:03,3,10,DET 10,17,10,Matthew Stafford pass complete short right to Golden Tate for 11 yards (tackle by Kyle Wilson),-1.420,0.340
3,5:33,1,10,DET 21,17,10,Joique Bell up the middle for 1 yard (tackle by Muhammad Wilkerson),0.340,-0.070
3,4:49,2,9,DET 22,17,10,Matthew Stafford pass incomplete short right intended for Golden Tate,-0.070,-0.760
3,4:47,3,9,DET 22,17,10,Matthew Stafford pass complete short right to Reggie Bush for 10 yards (tackle by Demario Davis and Antonio Allen),-0.760,1.070
3,4:03,1,10,DET 32,17,10,Matthew Stafford pass complete short middle to Golden Tate for 12 yards (tackle by Dawan Landry),1.070,1.860
3,3:20,1,10,DET 44,17,10,Matthew Stafford pass complete short left to Golden Tate for 9 yards (tackle by Darrin Walls),1.860,2.530
3,2:42,2,1,NYJ 47,17,10,Joique Bell left tackle for -1 yards (tackle by David Harris and Demario Davis),2.530,1.690
3,2:02,3,2,NYJ 48,17,10,Matthew Stafford pass complete short left to Ryan Broyles for 21 yards (tackle by Kyle Wilson),1.690,3.780
3,1:26,1,10,NYJ 27,17,10,Joique Bell up the middle for 9 yards (tackle by David Harris and Dawan Landry),3.780,4.530
3,0:49,2,1,NYJ 18,17,10,Matthew Stafford pass complete short right to Golden Tate for 16 yards (tackle by Dawan Landry),4.530,6.740
3,0:07,1,2,NYJ 2,17,10,Joique Bell left tackle for 1 yard (tackle by Damon Harrison and Demario Davis),6.740,5.910
Quarter,Time,Down,ToGo,Location,DET,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,NYJ 1,23,10,"Matthew Stafford right end for 1 yard, touchdown",5.910,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,15:00,,,NYJ 2,24,10,Alex Henery kicks extra point good,0.000,0.000
4,15:00,,,DET 35,24,10,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
4,14:54,1,10,NYJ 20,24,10,Geno Smith pass complete short right to Chris Ivory for 8 yards (tackle by Darius Slay and DeAndre Levy),0.280,0.810
4,14:26,2,2,NYJ 28,24,10,Geno Smith pass incomplete short right intended for Jeff Cumberland,0.810,0.100
4,14:18,3,2,NYJ 28,24,10,Chris Ivory right guard for 3 yards (tackle by DeAndre Levy),0.100,1.000
4,13:46,1,10,NYJ 31,24,10,Geno Smith pass complete short left to Greg Salas for 28 yards (tackle by Glover Quin),1.000,2.850
4,13:21,1,10,DET 41,24,10,Geno Smith pass incomplete short right intended for Chris Ivory,2.850,2.310
4,13:15,2,10,DET 41,24,10,"Penalty on Breno Giacomini: False Start, 5 yards (no play)",2.310,1.630
4,13:15,2,15,DET 46,24,10,Geno Smith pass incomplete deep middle intended for Eric Decker is intercepted by Darius Slay at DET-26 and returned for 40 yards,1.630,-3.310
4,13:04,1,10,NYJ 34,24,10,Reggie Bush left tackle for 2 yards (tackle by David Harris and Trevor Reilly),3.310,3.040
4,12:21,2,8,NYJ 32,24,10,Reggie Bush left end for -2 yards (tackle by Antonio Allen),3.040,2.080
4,11:35,3,10,NYJ 34,24,10,Matthew Stafford pass incomplete short left intended for Reggie Bush,2.080,1.060
4,11:32,4,10,NYJ 34,24,10,Alex Henery 52 yard field goal no good,1.060,-1.730
4,11:28,1,10,NYJ 42,24,10,Geno Smith pass complete short middle to Jace Amaro for 13 yards (tackle by Tahir Whitehead and Glover Quin),1.730,2.590
4,11:07,1,10,DET 45,24,10,Geno Smith pass complete short middle to Chris Johnson for 10 yards (tackle by Tahir Whitehead),2.590,3.250
4,10:41,1,10,DET 35,24,10,"Geno Smith sacked by James Ihedigbo for -7 yards. Geno Smith fumbles (forced by James Ihedigbo), recovered by Darryl Tapp at DET-38 (tackle by Nick Mangold)",3.250,-1.470
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,10:29,1,10,DET 38,24,10,Reggie Bush left end for 4 yards (tackle by Dawan Landry and Muhammad Wilkerson),1.470,1.460
4,9:45,2,6,DET 42,24,10,Matthew Stafford pass incomplete short right intended for Golden Tate,1.460,1.460
4,9:40,2,6,DET 42,24,10,Timeout #1 by Detroit Lions,1.460,0.760
4,9:40,3,6,DET 42,24,10,Matthew Stafford pass incomplete short left intended for Ryan Broyles,0.760,-0.590
4,9:36,4,6,DET 42,24,10,"Sam Martin punts 45 yards, returned by Walt Powell for 12 yards (tackle by Jed Collins)",-0.590,-0.610
4,9:25,1,10,NYJ 25,24,10,Geno Smith pass incomplete short left intended for Greg Salas,0.610,0.060
4,9:20,2,10,NYJ 25,24,10,Geno Smith pass complete short right to Jace Amaro for 9 yards (tackle by DeAndre Levy),0.060,0.560
4,8:57,3,1,NYJ 34,24,10,Geno Smith up the middle for 2 yards (tackle by Ezekiel Ansah and Tahir Whitehead),0.560,1.330
4,8:32,1,10,NYJ 36,24,10,"Penalty on D'Brickashaw Ferguson: False Start, 5 yards (no play)",1.330,1.000
4,8:20,1,15,NYJ 31,24,10,Geno Smith pass complete short middle to Chris Ivory for 8 yards (tackle by Danny Gorrer and Nick Fairley),1.000,1.200
4,8:20,2,7,NYJ 39,24,10,Geno Smith pass complete short middle to Jace Amaro for 21 yards (tackle by James Ihedigbo and Glover Quin),1.200,2.920
4,8:20,1,10,DET 40,24,10,Chris Johnson up the middle for 5 yards (tackle by Devin Taylor),2.920,3.050
4,7:06,2,5,DET 35,24,16,"Chris Johnson up the middle for 35 yards, touchdown",3.050,7.000
4,7:06,,,DET 2,24,17,Nick Folk kicks extra point good,0.000,0.000
4,7:06,,,NYJ 35,24,17,"Nick Folk kicks off 65 yards, touchback",0.000,-0.280
4,6:58,1,10,DET 20,24,17,Reggie Bush left tackle for 6 yards (tackle by Damon Harrison and Sheldon Richardson),0.280,0.540
,,,,,,,"NYJ challenged the runner was down by contact ruling, and the play was upheld.",,
4,6:20,2,4,DET 26,24,17,Reggie Bush left tackle for 3 yards (tackle by Muhammad Wilkerson and Trevor Reilly),0.540,0.230
4,5:38,3,1,DET 29,24,17,Reggie Bush up the middle for no gain (tackle by Sheldon Richardson and Jaiquawn Jarrett),0.230,-1.440
4,4:43,4,1,DET 29,24,17,"Sam Martin punts 55 yards, fair catch by Walt Powell",-1.440,0.140
4,4:36,1,10,NYJ 16,24,17,Geno Smith pass complete short left to Jace Amaro for 9 yards (tackle by Tahir Whitehead),-0.140,0.690
4,4:28,2,1,NYJ 25,24,17,Chris Ivory up the middle for -1 yards (tackle by James Ihedigbo and DeAndre Levy),0.690,-0.320
4,3:53,3,2,NYJ 24,24,17,Geno Smith pass incomplete short left intended for Chris Ivory,-0.320,-1.770
4,3:49,4,2,NYJ 24,24,17,"Ryan Quigley punts 51 yards, fair catch by Jeremy Ross",-1.770,-0.610
4,3:41,1,10,DET 25,24,17,Reggie Bush left tackle for 5 yards (tackle by Demario Davis and Jaiquawn Jarrett),0.610,0.740
4,2:57,2,5,DET 30,24,17,Reggie Bush right end for 16 yards (tackle by Dawan Landry),0.740,0.740
4,2:38,2,5,DET 30,24,17,Timeout #2 by New York Jets,0.740,1.990
4,2:38,1,10,DET 46,24,17,Reggie Bush right guard for 6 yards (tackle by Sheldon Richardson),1.990,2.260
4,2:00,2,4,NYJ 48,24,17,Matthew Stafford right end for 7 yards,2.260,2.850
4,1:16,1,10,NYJ 41,24,17,Matthew Stafford kneels for -1 yards,2.850,2.850
4,1:13,1,10,NYJ 41,24,17,Timeout #3 by New York Jets,2.850,2.170
4,1:09,2,11,NYJ 42,24,17,Matthew Stafford kneels for -1 yards,2.170,1.350
4,0:37,3,12,NYJ 43,24,17,Matthew Stafford kneels for -1 yards,1.350,0.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
