Quarter,Time,Down,ToGo,Location,NOR,MIN,Detail,EPB,EPA
1,8:23,2,2,MIN 44,0,3,Derek Carr pass complete short right to Rashid Shaheed for -3 yards (tackle by Byron Murphy),2.660,1.550
1,7:55,3,5,MIN 47,0,3,Derek Carr pass incomplete short left intended for Rashid Shaheed,1.550,0.130
1,7:51,4,5,MIN 47,0,3,"Lou Hedley punts 47 yards, touchback.",0.130,-0.280
1,7:42,1,10,MIN 20,0,3,Alexander Mattison up the middle for 1 yard (tackle by Malcolm Roach),0.280,-0.130
1,7:13,2,9,MIN 21,0,3,Joshua Dobbs scrambles left end for 5 yards (tackle by Marcus Maye),-0.130,-0.160
1,6:30,3,4,MIN 26,0,3,"Joshua Dobbs pass incomplete deep right intended for T.J. Hockenson (defended by Alontae Taylor). Penalty on Brandon Powell: Offensive Pass Interference, 10 yards (declined)",-0.160,-1.630
1,6:24,4,4,MIN 26,0,3,"Ryan Wright punts 50 yards, fair catch by Rashid Shaheed at NO-24",-1.630,-0.540
1,6:17,1,10,NOR 24,0,3,Alvin Kamara left tackle for 9 yards (tackle by Camryn Bynum and D.J. Wonnum),0.540,1.210
1,5:44,2,1,NOR 33,0,3,Jamaal Williams right tackle for 2 yards (tackle by Danielle Hunter),1.210,1.270
1,5:10,1,10,NOR 35,0,3,Derek Carr pass complete short middle to Taysom Hill for 6 yards (tackle by D.J. Wonnum),1.270,1.530
1,4:33,2,4,NOR 41,0,3,Alvin Kamara right tackle for 7 yards (tackle by Troy Dye and Josh Metellus),1.530,2.130
1,3:55,1,10,NOR 48,0,3,Taysom Hill right end for 6 yards (tackle by Troy Dye),2.130,2.390
1,3:16,2,4,MIN 46,0,3,Derek Carr pass complete deep middle to A.T. Perry for 23 yards (tackle by Harrison Smith),2.390,4.040
1,2:37,1,10,MIN 23,0,3,"Alvin Kamara left tackle for no gain (tackle by Akayleb Evans and Camryn Bynum). Penalty on Foster Moreau: Offensive Holding, 10 yards (accepted) (no play)",4.040,3.380
1,2:11,1,20,MIN 33,0,3,Derek Carr pass incomplete deep middle intended for Juwan Johnson,3.380,2.150
1,2:07,2,20,MIN 33,0,3,Derek Carr pass incomplete short left intended for A.T. Perry,2.150,1.490
1,2:04,3,20,MIN 33,0,3,Derek Carr pass complete short middle to Jamaal Williams for 3 yards (tackle by Ivan Pace),1.490,1.410
1,1:23,4,17,MIN 30,3,3,Blake Grupe 48 yard field goal good,1.410,3.000
1,1:19,,,NOR 35,3,3,"Blake Grupe kicks off 65 yards, touchback.",0.000,0.610
1,1:19,1,10,MIN 25,3,3,Ty Chandler right tackle for 11 yards (tackle by Paulson Adebo and Tyrann Mathieu),0.610,1.330
1,0:45,1,10,MIN 36,3,3,Joshua Dobbs pass complete short left to Johnny Mundt for no gain (tackle by Demario Davis and Zack Baun),1.330,0.790
1,0:11,2,10,MIN 36,3,3,"Joshua Dobbs pass deep right is intercepted by Paulson Adebo at NO-4 and returned for no gain (tackle by Jalen Nailor). Penalty on Carl Granderson: Defensive Offside, 5 yards (accepted) (no play)",0.790,1.470
Quarter,Time,Down,ToGo,Location,NOR,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,MIN 41,3,3,Ty Chandler right end for 4 yards (tackle by Alontae Taylor),1.470,1.290
2,14:30,3,1,MIN 45,3,3,Joshua Dobbs right end for 11 yards (tackle by Tyrann Mathieu),1.290,2.650
2,13:53,1,10,NOR 44,3,3,Joshua Dobbs pass incomplete short right intended for T.J. Hockenson (defended by Alontae Taylor),2.650,2.110
2,13:48,2,10,NOR 44,3,3,"Joshua Dobbs pass complete short middle to Brandon Powell for 11 yards (tackle by Alontae Taylor). Penalty on Marcus Maye: Defensive Holding, 5 yards (declined)",2.110,3.380
2,13:22,1,10,NOR 33,3,3,Joshua Dobbs scrambles right end for 4 yards (tackle by Cameron Jordan),3.380,3.380
2,12:39,2,6,NOR 29,3,3,Ty Chandler left end for 1 yard (tackle by Demario Davis and Zack Baun),3.380,2.810
2,11:54,3,5,NOR 28,3,3,Joshua Dobbs pass complete short right to T.J. Hockenson for 24 yards (tackle by Paulson Adebo),2.810,6.280
2,11:03,1,4,NOR 4,3,3,Joshua Dobbs pass complete short left to T.J. Hockenson for 2 yards (tackle by Marcus Maye),6.280,5.720
2,10:17,2,2,NOR 2,3,9,"Ty Chandler left end for 2 yards, touchdown",5.720,7.000
2,10:14,,,NOR 15,3,10,Greg Joseph kicks extra point good,0.000,0.000
2,10:14,,,MIN 35,3,10,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
2,10:14,1,10,NOR 25,3,10,Alvin Kamara left guard for 5 yards (tackle by Harrison Phillips and Patrick Jones),0.610,0.740
2,9:41,2,5,NOR 30,3,10,Derek Carr sacked by D.J. Wonnum for -6 yards,0.740,-0.760
2,9:02,3,11,NOR 24,3,10,Derek Carr scrambles up the middle for 10 yards (tackle by D.J. Wonnum),-0.760,-1.110
2,8:17,4,1,NOR 34,3,10,"Lou Hedley punts 48 yards, fair catch by Brandon Powell at MIN-18",-1.110,-0.040
2,8:11,1,10,MIN 18,3,10,Joshua Dobbs pass complete deep right to Jordan Addison for 29 yards (tackle by Tyrann Mathieu),0.040,2.060
2,7:32,1,10,MIN 47,3,10,Alexander Mattison right end for -2 yards (tackle by Pete Werner),2.060,1.250
2,6:50,2,12,MIN 45,3,10,Joshua Dobbs pass complete short right to Brandon Powell for 6 yards (tackle by Paulson Adebo),1.250,1.360
2,6:13,3,6,NOR 49,3,10,"Joshua Dobbs pass complete short right to T.J. Hockenson for 13 yards (tackle by Lonnie Johnson). Penalty on Lonnie Johnson: Defensive Holding, 5 yards (declined)",1.360,3.180
2,5:49,1,10,NOR 36,3,10,Joshua Dobbs pass complete short left to T.J. Hockenson for 21 yards (tackle by Alontae Taylor),3.180,4.580
2,5:19,1,10,NOR 15,3,10,Alexander Mattison left end for -1 yards (tackle by Khalen Saunders),4.580,3.810
2,4:38,2,11,NOR 16,3,10,"Joshua Dobbs sacked by Cameron Jordan for no gain. Penalty on Pete Werner: Illegal Contact, 5 yards (accepted) (no play)",3.810,4.840
2,4:24,1,10,NOR 11,3,10,"Joshua Dobbs pass incomplete short right intended for Jordan Addison (defended by Paulson Adebo) MIN challenged the pass completion ruling, and the play was upheld.",4.840,4.140
2,4:18,2,10,NOR 11,3,10,Joshua Dobbs pass complete short right to Jordan Addison for 4 yards (tackle by Paulson Adebo),4.140,3.980
2,3:40,3,6,NOR 7,3,16,"Joshua Dobbs scrambles left end for 7 yards, touchdown",3.980,7.000
2,3:30,,,NOR 15,3,17,Greg Joseph kicks extra point good,0.000,0.000
2,3:30,,,MIN 35,3,17,"Greg Joseph kicks off 62 yards, returned by Rashid Shaheed for 26 yards (tackle by Theo Jackson)",0.000,0.870
2,3:24,1,10,NOR 29,3,17,Alvin Kamara left tackle for 3 yards (tackle by Jonathan Bullard and Ivan Pace),0.870,0.730
2,2:52,2,7,NOR 32,3,17,Derek Carr pass complete short left to Alvin Kamara for 1 yard (tackle by Ivan Pace and Akayleb Evans),0.730,0.170
2,2:10,3,6,NOR 33,3,17,"Penalty on Rashid Shaheed: False Start, 5 yards (accepted) (no play)",0.170,-0.490
2,2:00,3,11,NOR 28,3,17,Derek Carr pass incomplete short right,-0.490,-1.500
2,1:53,4,11,NOR 28,3,17,"Lou Hedley punts 48 yards, fair catch by Brandon Powell at MIN-24",-1.500,-0.540
2,1:47,1,10,MIN 24,3,17,Ty Chandler right guard for 13 yards (tackle by Tyrann Mathieu and Demario Davis),0.540,1.400
2,1:23,1,10,MIN 37,3,17,Joshua Dobbs pass complete short right to T.J. Hockenson for 13 yards (tackle by Pete Werner and Paulson Adebo),1.400,2.260
2,1:01,1,10,MIN 50,3,17,Joshua Dobbs pass complete short right to T.J. Hockenson for 2 yards (tackle by Paulson Adebo),2.260,1.980
2,0:41,2,8,NOR 48,3,17,Joshua Dobbs scrambles left end for 10 yards (tackle by Marshon Lattimore),1.980,3.050
2,0:34,1,10,NOR 38,3,17,Joshua Dobbs pass complete short middle to T.J. Hockenson for 9 yards (tackle by Tyrann Mathieu),3.050,3.720
2,0:28,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:28,2,1,NOR 29,3,17,"Joshua Dobbs pass complete short left to T.J. Hockenson for 6 yards (tackle by Marshon Lattimore) Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",3.720,4.040
2,0:22,1,10,NOR 23,3,17,"Penalty on T.J. Hockenson: False Start, 5 yards (accepted) (no play)",4.040,3.710
2,0:22,1,15,NOR 28,3,23,"Joshua Dobbs pass complete deep middle to T.J. Hockenson for 28 yards, touchdown",3.710,7.000
2,0:16,,,NOR 15,3,24,Greg Joseph kicks extra point good,0.000,0.000
2,0:16,,,MIN 35,3,24,"Greg Joseph kicks off 66 yards, returned by Rashid Shaheed for 28 yards (tackle by Josh Metellus)",0.000,0.740
2,0:13,1,10,NOR 27,3,24,Derek Carr pass complete short middle to Alvin Kamara for 7 yards (tackle by Theo Jackson and Jordan Hicks),0.740,1.140
2,0:05,,,,,,Timeout #1 by New Orleans Saints,,
2,0:05,2,3,NOR 34,3,24,Derek Carr pass complete short left to Rashid Shaheed for 6 yards (tackle by Patrick Jones),1.140,1.600
Quarter,Time,Down,ToGo,Location,NOR,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,3,24,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NOR 25,3,24,Alvin Kamara left tackle for 7 yards (tackle by Josh Metellus),0.610,1.010
3,14:29,2,3,NOR 32,3,24,Jamaal Williams right guard for 2 yards (tackle by Camryn Bynum),1.010,0.560
3,13:55,3,1,NOR 34,3,24,Jamaal Williams up the middle for no gain (tackle by Harrison Phillips and Jordan Hicks),0.560,-1.110
3,13:14,4,1,NOR 34,3,24,"Penalty on Trevor Penning: False Start, 4 yards (accepted) (no play)",-1.110,-1.370
3,13:03,4,5,NOR 30,3,24,"Lou Hedley punts 44 yards, fair catch by Brandon Powell at MIN-26. Penalty on Zach Wood: Offensive Holding, 10 yards (accepted)",-1.370,-1.330
3,12:56,1,10,MIN 36,3,24,Alexander Mattison left guard for 9 yards (tackle by Marshon Lattimore),1.330,2.010
3,12:22,2,1,MIN 45,3,24,Alexander Mattison left guard for 6 yards (tackle by Marcus Maye and Paulson Adebo),2.010,2.320
3,11:46,1,10,NOR 49,3,24,"Joshua Dobbs pass incomplete short left intended for Jordan Addison. Penalty on Carl Granderson: Roughing the Passer, 15 yards (accepted) (no play)",2.320,3.310
3,11:41,1,10,NOR 34,3,24,Joshua Dobbs pass complete short left to Jalen Nailor for 16 yards (tackle by Tyrann Mathieu),3.310,4.370
3,11:02,1,10,NOR 18,3,24,Alexander Mattison left guard for 3 yards (tackle by Cameron Jordan and Carl Granderson),4.370,4.250
3,10:24,2,7,NOR 15,3,24,Joshua Dobbs pass incomplete short right,4.250,3.460
3,10:19,3,7,NOR 15,3,24,Joshua Dobbs pass incomplete short left intended for Alexander Mattison (defended by Tanoh Kpassagnon),3.460,2.440
3,10:13,4,7,NOR 15,3,27,Greg Joseph 33 yard field goal good,2.440,3.000
3,10:09,,,MIN 35,3,27,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,10:09,1,10,NOR 25,3,27,Derek Carr pass complete short middle to Rashid Shaheed for 15 yards (tackle by Ivan Pace),0.610,1.600
3,9:45,1,10,NOR 40,3,27,Alvin Kamara up the middle for -2 yards (tackle by Jordan Hicks),1.600,0.780
3,9:23,2,12,NOR 38,3,27,Derek Carr pass complete short middle to Rashid Shaheed for 6 yards (tackle by Jordan Hicks),0.780,0.890
3,8:53,3,6,NOR 44,3,27,Derek Carr pass complete short left to Alvin Kamara for 11 yards (tackle by Josh Metellus and Jordan Hicks),0.890,2.590
3,8:19,1,10,MIN 45,3,27,"Derek Carr sacked by Jonathan Bullard for -6 yards. Derek Carr fumbles (forced by Jonathan Bullard), recovered by Cesar Ruiz at NO-49",2.590,1.230
3,7:44,2,16,NOR 49,3,27,Derek Carr pass complete short middle to Chris Olave for 15 yards (tackle by Harrison Smith),1.230,2.540
3,7:17,3,1,MIN 36,3,27,Jameis Winston pass complete short right to Rashid Shaheed for no gain (tackle by Harrison Smith),2.540,0.890
3,6:34,4,1,MIN 36,3,27,Alvin Kamara up the middle for 2 yards (tackle by Harrison Phillips),0.890,3.310
3,6:05,1,10,MIN 34,3,27,Jameis Winston pass complete short right to Chris Olave for 20 yards (tackle by Camryn Bynum and Harrison Smith),3.310,4.650
3,5:31,1,10,MIN 14,9,27,"Jameis Winston pass complete short right to Chris Olave for 14 yards, touchdown",4.650,7.000
3,5:26,,,MIN 2,11,27,"Two Point Attempt: Alvin Kamara rushes, conversion succeeds.",1.000,1.000
3,5:26,,,NOR 35,11,27,"Blake Grupe kicks off 65 yards, touchback.",0.000,0.610
3,5:26,1,10,MIN 25,11,27,Ty Chandler left end for 2 yards (tackle by Tanoh Kpassagnon),0.610,0.330
3,4:49,2,8,MIN 27,11,27,Ty Chandler left tackle for 3 yards (tackle by Nathan Shepherd and Malcolm Roach),0.330,0.040
3,4:07,3,5,MIN 30,11,27,Joshua Dobbs scrambles left end for 4 yards (tackle by Demario Davis),0.040,-1.110
3,3:08,4,1,MIN 34,11,27,"Ryan Wright punts 50 yards, fair catch by Rashid Shaheed at NO-16",-1.110,0.140
3,2:59,1,10,NOR 16,11,27,Jameis Winston pass incomplete short left intended for Taysom Hill,-0.140,-0.660
3,2:56,2,10,NOR 16,11,27,Jameis Winston pass incomplete short right intended for Taysom Hill (defended by Mekhi Blackmon),-0.660,-1.320
3,2:51,3,10,NOR 16,11,27,Jameis Winston pass incomplete deep left intended for Chris Olave,-1.320,-2.390
3,2:46,4,10,NOR 16,11,27,"Lou Hedley punts 46 yards, returned by Brandon Powell for 9 yards (tackle by D'Marco Jackson)",-2.390,-2.060
3,2:37,1,10,MIN 47,11,27,Joshua Dobbs pass incomplete short left intended for T.J. Hockenson (defended by Malcolm Roach),2.060,1.520
3,2:34,2,10,MIN 47,11,27,Ty Chandler right guard for 4 yards (tackle by Malcolm Roach and Kyle Phillips),1.520,1.360
3,1:55,3,6,NOR 49,11,27,Joshua Dobbs pass complete short left to T.J. Hockenson for 6 yards (tackle by Marcus Maye),1.360,2.720
3,1:18,1,10,NOR 43,11,27,Alexander Mattison right end for 3 yards (tackle by Pete Werner and Demario Davis),2.720,2.580
3,0:42,2,7,NOR 40,11,27,Joshua Dobbs pass incomplete short right,2.580,1.880
3,0:35,3,7,NOR 40,11,27,Joshua Dobbs pass complete short left to Brandon Powell for 4 yards (tackle by Marshon Lattimore and Alontae Taylor),1.880,0.890
Quarter,Time,Down,ToGo,Location,NOR,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,3,NOR 36,11,27,Greg Joseph 54 yard field goal no good,0.890,-1.860
4,14:55,1,10,NOR 44,11,27,Jameis Winston pass incomplete deep middle intended for Juwan Johnson,1.860,1.320
4,14:51,2,10,NOR 44,11,27,"Jameis Winston pass intended for Rashid Shaheed is intercepted by Camryn Bynum at NO-47 and returned for no gain Replay Assistant challenged the pass interception ruling, and the original play was overturned. Jameis Winston pass incomplete short left intended for Rashid Shaheed (defended by Byron Murphy)",1.320,0.630
4,14:48,3,10,NOR 44,11,27,"Jameis Winston pass incomplete short right intended for Juwan Johnson. Penalty on Danielle Hunter: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",0.630,2.190
4,14:45,1,10,NOR 49,11,27,Jameis Winston sacked by Danielle Hunter for -5 yards,2.190,0.970
4,14:11,2,15,NOR 44,11,27,Jameis Winston pass incomplete deep right intended for Chris Olave,0.970,0.300
4,14:04,3,15,NOR 44,11,27,Jameis Winston pass complete short middle to Alvin Kamara for 13 yards (tackle by Josh Metellus and Theo Jackson),0.300,0.400
4,13:21,4,2,MIN 43,11,27,Jameis Winston pass complete deep right to Chris Olave for 26 yards (tackle by Byron Murphy),0.400,4.440
4,12:33,1,10,MIN 17,11,27,Jameis Winston pass incomplete short right,4.440,3.850
4,12:29,2,10,MIN 17,11,27,Jameis Winston pass complete short left to Chris Olave for 2 yards (tackle by Andrew Booth),3.850,3.340
4,11:48,3,8,MIN 15,17,27,"Jameis Winston pass complete short right to A.T. Perry for 15 yards, touchdown",3.340,7.000
4,11:40,,,MIN 2,19,27,"Two Point Attempt: Alvin Kamara rushes, conversion succeeds.",1.000,1.000
4,11:40,,,NOR 35,19,27,"Blake Grupe kicks off 65 yards, touchback.",0.000,0.610
4,11:40,1,10,MIN 25,19,27,Joshua Dobbs pass incomplete short right intended for Jordan Addison,0.610,0.060
4,11:34,2,10,MIN 25,19,27,Joshua Dobbs pass incomplete short left intended for Brandon Powell,0.060,-0.620
4,11:25,3,10,MIN 25,19,27,Joshua Dobbs pass complete short middle to Brandon Powell for 14 yards (tackle by Demario Davis),-0.620,1.530
4,10:49,1,10,MIN 39,19,27,"Kene Nwangwu left end for 8 yards (tackle by Tyrann Mathieu). Penalty on Tyrann Mathieu: Face Mask (15 Yards), 15 yards (accepted)",1.530,3.050
4,10:30,1,10,NOR 38,19,27,Kene Nwangwu left guard for 1 yard (tackle by Malcolm Roach and Carl Granderson),3.050,2.640
4,9:55,2,9,NOR 37,19,27,Joshua Dobbs pass complete short left to Johnny Mundt for 8 yards (tackle by Carl Granderson),2.640,3.010
4,9:23,3,1,NOR 29,19,27,"Ty Chandler right end for no gain, touchdown. Penalty on Brian O'Neill: Offensive Holding, 10 yards (accepted) (no play)",3.010,1.680
4,9:17,3,11,NOR 39,19,27,Joshua Dobbs sacked by Demario Davis for -5 yards,1.680,0.330
4,8:34,4,16,NOR 44,19,27,"Ryan Wright punts 37 yards, fair catch by Rashid Shaheed at NO-7",0.330,0.380
4,8:28,1,10,NOR 7,19,27,Jamaal Williams up the middle for 3 yards (tackle by Harrison Phillips and Troy Dye),-0.380,-0.560
4,7:54,2,7,NOR 10,19,27,Jameis Winston pass complete short right to Juwan Johnson for 2 yards (tackle by Harrison Smith),-0.560,-0.840
4,7:10,3,5,NOR 12,19,27,Jameis Winston pass complete short left to Alvin Kamara for -2 yards (tackle by Josh Metellus),-0.840,-2.490
4,6:26,4,7,NOR 10,19,27,"Lou Hedley punts 46 yards, returned by Brandon Powell for 3 yards (tackle by Nephi Sewell)",-2.490,-2.060
4,6:15,1,10,MIN 47,19,27,Ty Chandler right guard for 2 yards (tackle by Nathan Shepherd),2.060,1.790
4,5:38,2,8,MIN 49,19,27,Ty Chandler up the middle for -4 yards (tackle by Alontae Taylor and Carl Granderson),1.790,0.560
4,5:06,3,12,MIN 45,19,27,Joshua Dobbs pass incomplete short left intended for T.J. Hockenson,0.560,-0.390
4,5:01,4,12,MIN 45,19,27,"Ryan Wright punts 38 yards, fair catch by Rashid Shaheed at NO-17",-0.390,0.060
4,4:54,1,10,NOR 17,19,27,Jameis Winston pass complete short right to Alvin Kamara for 2 yards (tackle by Mekhi Blackmon),-0.060,-0.250
4,4:26,2,8,NOR 19,19,27,"Jameis Winston pass incomplete short right intended for Alvin Kamara MIN challenged the fumble ruling, and the original play was overturned. Jameis Winston pass complete short right to Alvin Kamara for 1 yard (tackle by Troy Dye)",-0.250,-0.870
4,4:16,3,7,NOR 20,19,27,Jameis Winston pass complete deep right to Chris Olave for 17 yards (tackle by Mekhi Blackmon),-0.870,1.400
4,3:51,1,10,NOR 37,19,27,"Jameis Winston pass complete deep right to Chris Olave for no gain (tackle by Harrison Smith). Penalty on Rashid Shaheed: Offensive Offside, 5 yards (accepted) (no play)",1.400,1.070
4,3:45,1,15,NOR 32,19,27,Jameis Winston pass incomplete deep middle intended for Rashid Shaheed,1.070,0.180
4,3:40,2,15,NOR 32,19,27,Jameis Winston pass complete short middle to Lynn Bowden for 12 yards (tackle by Ivan Pace),0.180,1.090
4,3:13,3,3,NOR 44,19,27,Jameis Winston pass deep right intended for Chris Olave is intercepted by Mekhi Blackmon at MIN-18 and returned for no gain (tackle by Chris Olave),1.090,-0.040
4,3:06,1,10,MIN 18,19,27,Ty Chandler right tackle for no gain (tackle by Demario Davis),0.040,-0.490
4,3:01,,,,,,Timeout #1 by New Orleans Saints,,
4,3:01,2,10,MIN 18,19,27,Ty Chandler right end for -1 yards (tackle by Marcus Maye),-0.490,-1.340
4,2:56,,,,,,Timeout #2 by New Orleans Saints,,
4,2:56,3,11,MIN 17,19,27,Ty Chandler right guard for -1 yards (tackle by Bryan Bresee),-1.340,-2.390
4,2:14,4,12,MIN 16,19,27,"Ryan Wright punts 45 yards, returned by Rashid Shaheed for 10 yards (tackle by NaJee Thompson)",-2.390,-2.190
4,2:07,1,10,NOR 49,19,27,Jameis Winston pass incomplete deep right intended for A.T. Perry (defended by Camryn Bynum),2.190,1.650
4,2:01,2,10,NOR 49,19,27,"Jameis Winston pass incomplete deep middle intended for Chris Olave. Penalty on Byron Murphy: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",1.650,2.520
4,1:56,1,10,MIN 46,19,27,"Jameis Winston pass deep middle intended for Rashid Shaheed is intercepted by Byron Murphy at MIN-9 and returned for 4 yards (tackle by A.T. Perry). Penalty on Andrus Peat: Offensive Holding, 10 yards (declined)",2.520,0.320
4,1:49,1,10,MIN 13,19,27,Ty Chandler left tackle for 3 yards (tackle by Malcolm Roach),-0.320,-0.440
4,1:45,,,,,,Timeout #3 by New Orleans Saints,,
4,1:45,2,7,MIN 16,19,27,Ty Chandler left tackle for 6 yards (tackle by Khalen Saunders),-0.440,-0.470
4,0:59,,,,,,Timeout #1 by Minnesota Vikings,,
4,0:59,3,2,MIN 21,19,27,Joshua Dobbs left end for no gain (tackle by Marcus Maye),-0.470,-1.960
4,0:15,,,,,,Timeout #2 by Minnesota Vikings,,
4,0:15,4,2,MIN 21,19,27,"Ryan Wright punts 38 yards, returned by Rashid Shaheed for 12 yards (tackle by Josh Metellus)",-1.960,-2.390
4,0:06,1,10,MIN 48,19,27,Jameis Winston pass incomplete deep middle (defended by Byron Murphy),2.390,1.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
