Quarter,Time,Down,ToGo,Location,MIN,SEA,Detail,EPB,EPA
1,3:43,2,3,SEA 41,0,0,Russell Wilson up the middle for 10 yards (tackle by Ben Gedeon),1.600,2.320
1,2:58,1,10,MIN 49,0,0,Rashaad Penny up the middle for 8 yards (tackle by Anthony Harris),2.320,2.860
1,2:22,2,2,MIN 41,0,0,Russell Wilson left end for 8 yards (tackle by Anthony Harris),2.860,3.380
1,1:41,1,10,MIN 33,0,0,Rashaad Penny right end for 4 yards (tackle by Ben Gedeon and Stephen Weatherly),3.380,3.380
1,1:00,2,6,MIN 29,0,0,Russell Wilson pass complete short right to Tyler Lockett for 14 yards (tackle by Holton Hill),3.380,4.580
1,0:22,1,10,MIN 15,0,0,Tyler Lockett left end for 1 yard (tackle by Anthony Harris),4.580,4.110
Quarter,Time,Down,ToGo,Location,MIN,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,MIN 14,0,0,Russell Wilson pass incomplete short right,4.110,3.240
2,14:53,3,9,MIN 14,0,0,Russell Wilson sacked by Danielle Hunter for -5 yards,3.240,2.180
2,14:15,4,14,MIN 19,0,3,Sebastian Janikowski 37 yard field goal good,2.180,3.000
2,14:11,,,SEA 35,0,3,"Sebastian Janikowski kicks off 58 yards, returned by Ameer Abdullah for no gain (tackle by Barkevious Mingo)",0.000,0.410
2,14:05,1,10,MIN 22,0,3,Kirk Cousins pass complete short right to Stefon Diggs for 11 yards,0.410,1.140
2,13:31,1,10,MIN 33,0,3,Dalvin Cook left tackle for 2 yards (tackle by Tre Flowers),1.140,0.860
2,12:48,2,8,MIN 35,0,3,Stefon Diggs right end for 5 yards (tackle by Shaquill Griffin),0.860,0.830
2,12:15,3,3,MIN 40,0,3,Kirk Cousins sacked by Frank Clark for -9 yards,0.830,-1.310
2,11:33,4,12,MIN 31,0,3,Matt Wile punts 46 yards out of bounds,-1.310,-0.480
2,11:26,1,10,SEA 23,0,3,Chris Carson right guard for 6 yards (tackle by Harrison Smith and Jaleel Johnson),0.480,0.740
2,10:51,2,4,SEA 29,0,3,Chris Carson left end for 10 yards (tackle by Holton Hill),0.740,1.530
2,10:15,1,10,SEA 39,0,3,Russell Wilson pass complete short right to Ed Dickson for 4 yards (tackle by Anthony Harris),1.530,1.530
2,9:38,2,6,SEA 43,0,3,Rashaad Penny right end for 17 yards (tackle by Holton Hill),1.530,2.920
2,8:54,,,,,,Timeout #1 by Seattle Seahawks,,
2,8:54,1,10,MIN 40,0,3,Russell Wilson pass incomplete deep right intended for David Moore (defended by Holton Hill),2.920,2.370
2,8:48,2,10,MIN 40,0,3,Rashaad Penny left guard for 5 yards (tackle by Linval Joseph),2.370,2.340
2,8:16,3,5,MIN 35,0,3,"Russell Wilson pass incomplete deep right intended for Tyler Lockett. Penalty on Jordan Simmons: Unnecessary Roughness, 15 yards",2.340,-0.060
2,8:09,4,20,SEA 50,0,3,"Michael Dickson punts 40 yards, fair catch by Marcus Sherels at MIN-10",-0.060,0.380
2,8:02,1,10,MIN 10,0,3,Dalvin Cook right end for 13 yards (tackle by Shaquill Griffin),-0.380,0.480
2,7:27,1,10,MIN 23,0,3,Dalvin Cook left end for 3 yards (tackle by Tre Flowers),0.480,0.340
2,6:50,2,7,MIN 26,0,3,Kirk Cousins pass complete short left to Kyle Rudolph for 5 yards (tackle by Mychal Kendricks and Tre Flowers),0.340,0.300
2,6:08,3,2,MIN 31,0,3,Kirk Cousins pass incomplete deep right,0.300,-1.310
2,6:00,4,2,MIN 31,0,3,"Matt Wile punts 41 yards, returned by Tyler Lockett for 12 yards (tackle by Anthony Harris)",-1.310,-1.600
2,5:49,1,10,SEA 40,0,3,Chris Carson up the middle for 5 yards (tackle by Anthony Harris and Linval Joseph),1.600,1.730
2,5:07,2,5,SEA 45,0,3,Rashaad Penny left end for 5 yards (tackle by Anthony Barr),1.730,2.260
2,4:26,1,10,SEA 50,0,3,Chris Carson left tackle for 4 yards (tackle by Eric Kendricks and Ben Gedeon),2.260,2.250
2,3:55,2,6,MIN 46,0,3,Russell Wilson pass complete short right to Jaron Brown for no gain (tackle by Mackensie Alexander and Anthony Harris),2.250,1.550
2,3:10,3,6,MIN 46,0,3,Russell Wilson pass complete short right to Mike Davis for 5 yards (tackle by Holton Hill),1.550,0.530
2,2:25,,,,,,Timeout #2 by Seattle Seahawks,,
2,2:25,4,1,MIN 41,0,3,"Chris Carson right guard for 2 yards (tackle by Ben Gedeon and Eric Kendricks). Penalty on Linval Joseph: Illegal Use of Hands, 5 yards",0.530,3.310
2,2:00,1,10,MIN 34,0,3,Russell Wilson pass incomplete deep right intended for David Moore (defended by Holton Hill),3.310,2.770
2,1:54,2,10,MIN 34,0,3,Russell Wilson pass complete short right to Tyler Lockett for 7 yards (tackle by Holton Hill),2.770,3.010
2,1:50,3,3,MIN 27,0,3,Mike Davis right end for 13 yards (tackle by Harrison Smith),3.010,4.650
2,1:44,1,10,MIN 14,0,3,Mike Davis left end for 4 yards (tackle by Everson Griffen and Linval Joseph),4.650,4.710
2,1:04,2,6,MIN 10,0,3,Mike Davis up the middle for 5 yards (tackle by Eric Kendricks),4.710,4.960
2,0:25,3,1,MIN 5,0,3,Russell Wilson left tackle for 4 yards (tackle by Holton Hill),4.960,6.970
2,0:16,,,,,,Timeout #3 by Seattle Seahawks,,
2,0:16,1,1,MIN 1,0,3,Russell Wilson pass short right is intercepted by Eric Kendricks at MIN-15 and returned for 3 yards,6.970,-0.040
2,0:06,1,10,MIN 18,0,3,Kirk Cousins kneels for -1 yards,0.040,-0.650
Quarter,Time,Down,ToGo,Location,MIN,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,0,3,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SEA 25,0,3,Chris Carson left tackle for 6 yards (tackle by Eric Kendricks and Linval Joseph),0.610,0.870
3,14:22,2,4,SEA 31,0,3,Russell Wilson pass complete short middle to Tyler Lockett for 5 yards (tackle by Holton Hill),0.870,1.330
3,13:48,1,10,SEA 36,0,3,Russell Wilson pass complete short right to George Fant for 9 yards (tackle by Ben Gedeon),1.330,2.010
3,13:12,2,1,SEA 45,0,3,Chris Carson left tackle for 4 yards (tackle by Linval Joseph),2.010,2.190
3,12:30,1,10,SEA 49,0,3,Tyler Lockett left end for -4 yards (tackle by Sheldon Richardson),2.190,1.110
3,11:56,2,14,SEA 45,0,3,Chris Carson left tackle for 3 yards (tackle by Sheldon Richardson and Linval Joseph),1.110,0.830
3,11:16,3,11,SEA 48,0,3,Russell Wilson pass incomplete short right intended for David Moore,0.830,-0.190
3,11:13,4,11,SEA 48,0,3,"Michael Dickson punts 35 yards, fair catch by Marcus Sherels at MIN-17",-0.190,0.060
3,11:06,1,10,MIN 17,0,3,Kirk Cousins pass complete short right to Laquon Treadwell for 7 yards (tackle by Shaquill Griffin),-0.060,0.480
3,10:28,2,3,MIN 24,0,3,Kirk Cousins pass complete short left to Kyle Rudolph for 2 yards (tackle by Shamar Stephen and Bobby Wagner),0.480,-0.120
3,9:59,3,1,MIN 26,0,3,Kirk Cousins up the middle for 4 yards (tackle by Mychal Kendricks),-0.120,0.940
3,9:32,1,10,MIN 30,0,3,Kirk Cousins pass complete short left to Laquon Treadwell for 2 yards (tackle by Justin Coleman),0.940,0.660
3,8:45,2,8,MIN 32,0,3,Dalvin Cook right end for 7 yards (tackle by Tedric Thompson and Mychal Kendricks),0.660,0.890
3,7:58,3,1,MIN 39,0,3,Kirk Cousins pass incomplete deep right,0.890,-0.780
3,7:51,4,1,MIN 39,0,3,"Matt Wile punts 43 yards, fair catch by Tyler Lockett at SEA-18",-0.780,-0.040
3,7:44,1,10,SEA 18,0,3,Chris Carson left tackle for 2 yards (tackle by Linval Joseph and Ben Gedeon),0.040,-0.130
3,7:01,2,8,SEA 20,0,3,Russell Wilson pass incomplete short right,-0.130,-0.910
3,6:54,3,8,SEA 20,0,3,Russell Wilson left tackle for 1 yard (tackle by Xavier Rhodes),-0.910,-1.960
3,6:20,4,7,SEA 21,0,3,"Michael Dickson punts 51 yards, fair catch by Marcus Sherels at MIN-28",-1.960,-0.810
3,6:12,1,10,MIN 28,0,3,Kirk Cousins pass complete short right to Adam Thielen for 7 yards (tackle by Bobby Wagner and Tedric Thompson),0.810,1.210
3,5:33,2,3,MIN 35,0,3,Dalvin Cook right tackle for 6 yards (tackle by Bobby Wagner),1.210,1.660
3,5:01,1,10,MIN 41,0,3,Kirk Cousins pass complete short right to Dalvin Cook for 5 yards (tackle by Bradley McDougald),1.660,1.800
3,4:23,2,5,MIN 46,0,3,"Kirk Cousins pass incomplete short right intended for Laquon Treadwell (defended by Justin Coleman). Penalty on Tre Flowers: Defensive Holding, 5 yards (no play)",1.800,2.320
3,4:16,1,10,SEA 49,0,3,Dalvin Cook right tackle for 3 yards (tackle by Bobby Wagner),2.320,2.190
3,3:32,2,7,SEA 46,0,3,Kirk Cousins pass complete short right to Dalvin Cook for 4 yards (tackle by Bradley McDougald),2.190,2.020
3,2:49,3,3,SEA 42,0,3,Kirk Cousins pass complete short right to Stefon Diggs for 2 yards (tackle by Shaquill Griffin),2.020,0.590
3,2:05,4,1,SEA 40,0,3,Latavius Murray right guard for no gain (tackle by Bobby Wagner and Frank Clark). Penalty on Rashod Hill: Offensive Holding (Declined),0.590,-1.600
3,2:01,1,10,SEA 40,0,3,Rashaad Penny left tackle for 3 yards (tackle by Anthony Barr and Eric Kendricks),1.600,1.460
3,1:29,2,7,SEA 43,0,3,Russell Wilson pass complete short right to Tyler Lockett for 14 yards,1.460,2.720
3,1:05,1,10,MIN 43,0,3,Rashaad Penny left tackle for 2 yards (tackle by Stephen Weatherly),2.720,2.450
3,0:31,2,8,MIN 41,0,3,Rashaad Penny left guard for no gain (tackle by Eric Kendricks and Anthony Harris),2.450,1.750
Quarter,Time,Down,ToGo,Location,MIN,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,MIN 41,0,3,"Russell Wilson pass incomplete deep right intended for Tyler Lockett. Penalty on Xavier Rhodes: Defensive Pass Interference, 31 yards (no play)",1.750,4.910
4,14:54,1,10,MIN 10,0,3,Chris Carson right guard for no gain (tackle by Harrison Smith and Anthony Barr),4.910,4.190
4,14:12,2,10,MIN 10,0,3,Russell Wilson sacked by Anthony Barr for -7 yards,4.190,2.740
4,13:31,3,17,MIN 17,0,3,Russell Wilson pass incomplete deep left intended for David Moore (defended by Holton Hill),2.740,2.310
4,13:26,4,17,MIN 17,0,6,Sebastian Janikowski 35 yard field goal good,2.310,3.000
4,13:22,,,SEA 35,0,6,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
4,13:22,1,10,MIN 25,0,6,Kirk Cousins pass complete short right to Adam Thielen for 10 yards (tackle by Shaquill Griffin),0.610,1.270
4,12:43,1,10,MIN 35,0,6,Kirk Cousins pass complete deep left to Stefon Diggs for 48 yards (tackle by Tre Flowers),1.270,4.440
4,11:54,1,10,SEA 17,0,6,Kirk Cousins pass complete short left to Laquon Treadwell for 7 yards (tackle by Tre Flowers),4.440,5.100
4,11:26,2,3,SEA 10,0,6,Kirk Cousins pass complete short right to Adam Thielen for 6 yards (tackle by Tedric Thompson),5.100,6.280
4,10:41,1,4,SEA 4,0,6,Latavius Murray up the middle for 2 yards (tackle by Frank Clark and Shaquill Griffin),6.280,5.720
4,10:00,2,2,SEA 2,0,6,Kirk Cousins pass incomplete short left intended for Adam Thielen,5.720,4.950
4,9:54,3,2,SEA 2,0,6,Dalvin Cook up the middle for 1 yard (tackle by Frank Clark),4.950,3.550
4,9:10,4,1,SEA 1,0,6,Kirk Cousins pass incomplete short middle intended for Kyle Rudolph (defended by Bradley McDougald),3.550,0.380
4,9:06,1,10,SEA 2,0,6,Chris Carson up the middle for no gain (tackle by Tom Johnson and Linval Joseph),-0.380,-0.780
4,8:30,2,10,SEA 2,0,6,Russell Wilson pass incomplete deep right,-0.780,-1.420
4,8:24,3,10,SEA 2,0,6,Russell Wilson pass incomplete deep left intended for David Moore,-1.420,-2.490
4,8:19,4,10,SEA 2,0,6,Michael Dickson punts 39 yards downed by Shalom Luani,-2.490,-2.850
4,8:08,1,10,SEA 41,0,6,"Adam Thielen left end for 8 yards (tackle by Poona Ford). Penalty on Stefon Diggs: Offensive Holding, 10 yards",2.850,2.720
4,7:44,1,12,SEA 43,0,6,Kirk Cousins pass incomplete short middle intended for Tyler Conklin,2.720,2.040
4,7:40,2,12,SEA 43,0,6,Kirk Cousins pass complete short right to Tyler Conklin for 11 yards (tackle by Bobby Wagner and Tedric Thompson),2.040,2.810
4,6:54,3,1,SEA 32,0,6,Kirk Cousins up the middle for 2 yards (tackle by Jarran Reed),2.810,3.580
4,6:34,1,10,SEA 30,0,6,Dalvin Cook left tackle for 1 yard (tackle by Shamar Stephen),3.580,3.170
4,5:56,2,9,SEA 29,0,6,Kirk Cousins pass incomplete deep right intended for Stefon Diggs (defended by Shaquill Griffin),3.170,2.480
4,5:50,3,9,SEA 29,0,6,Kirk Cousins pass incomplete short right intended for Adam Thielen (defended by Shaquill Griffin),2.480,1.500
4,5:46,4,9,SEA 29,0,6,Dan Bailey 47 yard field goal no good,1.500,-1.400
4,5:38,1,10,SEA 37,0,6,Chris Carson right tackle for 2 yards (tackle by Sheldon Richardson),1.400,1.130
4,4:56,2,8,SEA 39,0,6,Russell Wilson left end for 40 yards (tackle by Harrison Smith),1.130,4.170
4,4:04,1,10,MIN 21,0,6,Chris Carson up the middle for no gain (tackle by Harrison Smith),4.170,3.630
4,3:23,2,10,MIN 21,0,6,Chris Carson right end for 11 yards (tackle by Harrison Smith and Ben Gedeon),3.630,4.910
4,3:09,,,,,,Timeout #1 by Minnesota Vikings,,
4,3:09,1,10,MIN 10,0,6,Chris Carson up the middle for 3 yards (tackle by Danielle Hunter and Linval Joseph),4.910,4.760
4,3:04,,,,,,Timeout #2 by Minnesota Vikings,,
4,3:04,2,7,MIN 7,0,6,Chris Carson up the middle for 5 yards (tackle by Danielle Hunter and Tom Johnson),4.760,4.950
4,2:57,,,,,,Timeout #3 by Minnesota Vikings,,
4,2:57,3,2,MIN 2,0,12,"Chris Carson up the middle for 2 yards, touchdown",4.950,7.000
4,2:53,,,MIN 2,0,14,"Two Point Attempt: Russell Wilson pass complete to Tyler Lockett, conversion succeeds",0.000,1.000
4,2:53,,,SEA 35,0,14,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
4,2:53,1,10,MIN 25,0,14,Kirk Cousins pass incomplete short middle intended for Dalvin Cook,0.610,0.060
4,2:49,2,10,MIN 25,0,20,"Kirk Cousins sacked by Jacob Martin for no gain. Kirk Cousins fumbles (forced by Jacob Martin), recovered by Justin Coleman at MIN-29 and returned for 29 yards, touchdown",0.060,-7.000
4,2:35,,,SEA 35,0,21,"Sebastian Janikowski kicks off 59 yards, returned by Ameer Abdullah for no gain (tackle by Maurice Alexander)",0.000,0.940
4,2:29,1,10,MIN 30,0,21,Kirk Cousins pass complete short right to Adam Thielen for 35 yards (tackle by Tedric Thompson),0.940,3.250
4,2:01,1,10,SEA 35,0,21,Kirk Cousins pass incomplete short right intended for Kyle Rudolph,3.250,2.700
4,1:56,2,10,SEA 35,0,21,Kirk Cousins pass complete short left to Adam Thielen for 12 yards,2.700,4.040
4,1:51,1,10,SEA 23,0,21,Kirk Cousins pass incomplete deep middle intended for Stefon Diggs (defended by Tre Flowers),4.040,3.500
4,1:45,2,10,SEA 23,0,21,Kirk Cousins pass complete short left to Dalvin Cook for 17 yards (tackle by Tre Flowers),3.500,5.830
4,1:17,1,6,SEA 6,6,21,"Kirk Cousins pass complete short middle to Dalvin Cook for 6 yards, touchdown",5.830,7.000
4,1:10,,,SEA 15,7,21,Dan Bailey kicks extra point good,0.000,0.000
4,1:10,,,MIN 35,7,21,"Dan Bailey kicks onside 19 yards, returned by Nick Vannett for no gain",0.000,-1.990
4,1:09,1,10,SEA 46,7,21,Russell Wilson kneels for -1 yards,1.990,1.320
4,0:36,2,11,SEA 45,7,21,Russell Wilson kneels for -1 yards,1.320,0.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
