Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
2,3:47,2,12,STL 16,7,0,Sam Bradford sacked by Aldon Smith for -6 yards,-0.800,-2.360
2,3:11,3,18,STL 10,7,0,Steven Jackson right tackle for 1 yard (tackle by Donte Whitner),-2.360,-2.490
2,2:31,4,17,STL 11,7,0,"Johnny Hekker punts 50 yards, returned by Ted Ginn for no gain",-2.490,-1.530
2,2:16,1,10,SFO 39,7,0,Colin Kaepernick pass incomplete short right intended for Michael Crabtree,1.530,0.990
2,2:10,2,10,SFO 39,7,0,Frank Gore middle for 3 yards (tackle by Jermelle Cudjo),0.990,0.700
2,2:00,3,7,SFO 42,7,0,Colin Kaepernick pass incomplete short right intended for Mario Manningham,0.700,-0.590
2,1:54,4,7,SFO 42,7,0,"Andy Lee punts 50 yards, returned by Austin Pettis for 5 yards (tackle by Tramaine Brock)",-0.590,0.320
2,1:43,1,10,STL 13,7,0,Sam Bradford pass complete short right to Chris Givens for 7 yards (tackle by Chris Culliver),-0.320,0.220
2,1:22,2,3,STL 20,7,0,Sam Bradford pass complete short middle to Steven Jackson for 5 yards (tackle by NaVorro Bowman),0.220,0.220
2,1:15,2,3,STL 20,7,0,Timeout #1 by St. Louis Rams,0.220,0.610
2,1:15,1,10,STL 25,7,0,Sam Bradford pass complete short right to Chris Givens for 7 yards (tackle by Chris Culliver),0.610,1.010
2,1:11,2,3,STL 32,7,0,Sam Bradford pass complete deep middle to Lance Kendricks for 20 yards (tackle by Donte Whitner),1.010,2.390
2,0:58,1,10,SFO 48,7,0,Sam Bradford spiked the ball,2.390,1.850
2,0:56,2,10,SFO 48,7,0,Sam Bradford pass complete short right to Steven Jackson for 8 yards (tackle by NaVorro Bowman),1.850,2.210
2,0:35,3,2,SFO 40,7,0,Sam Bradford pass incomplete short right intended for Steve Smith,2.210,2.210
2,0:30,3,2,SFO 40,7,0,Timeout #2 by St. Louis Rams,2.210,0.590
2,0:30,4,2,SFO 40,7,0,Greg Zuerlein 58 yard field goal no good,0.590,-2.130
2,0:25,1,10,SFO 48,7,0,Colin Kaepernick pass complete short right to Ted Ginn for 1 yard (tackle by Trumaine Johnson),2.130,1.720
2,0:21,2,9,SFO 49,7,0,Colin Kaepernick sacked by Eugene Sims for -9 yards,1.720,1.720
2,0:12,2,9,SFO 49,7,0,Timeout #2 by San Francisco 49ers,1.720,-0.160
2,0:12,3,18,SFO 40,7,0,Colin Kaepernick sacked by William Hayes for -1 yards,-0.160,-0.160
2,0:02,3,18,SFO 40,7,0,Timeout #3 by St. Louis Rams,-0.160,-0.780
2,0:02,4,19,SFO 39,7,0,Colin Kaepernick pass incomplete deep left intended for Randy Moss,-0.780,1.530
Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,7,0,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,SFO 20,7,0,Colin Kaepernick right end for 6 yards (tackle by Rocky McIntosh),0.280,0.540
3,14:19,2,4,SFO 26,7,0,Frank Gore left end for 1 yard (tackle by Chris Long),0.540,-0.030
3,13:34,3,3,SFO 27,7,0,Colin Kaepernick pass incomplete short right intended for Michael Crabtree,-0.030,-1.570
3,13:28,4,3,SFO 27,7,0,"Andy Lee punts 51 yards, fair catch by Austin Pettis",-1.570,-0.410
3,13:22,1,10,STL 22,7,0,Sam Bradford pass complete short left to Chris Givens for 11 yards (tackle by Dashon Goldson),0.410,1.140
3,12:57,1,10,STL 33,7,0,Steven Jackson middle for 2 yards (tackle by Ray McDonald),1.140,0.860
3,12:15,2,8,STL 35,7,0,Sam Bradford pass complete short left to Chris Givens for 8 yards (tackle by Tarell Brown),0.860,1.800
3,11:32,1,10,STL 43,7,0,Sam Bradford pass complete short right to Steven Jackson for 20 yards (tackle by Ahmad Brooks),1.800,3.120
3,11:00,1,10,SFO 37,7,0,Steven Jackson right tackle for 2 yards (tackle by Chris Culliver and NaVorro Bowman),3.120,2.840
3,10:18,2,8,SFO 35,7,0,Sam Bradford pass incomplete deep left intended for Isaiah Pead,2.840,2.150
3,10:12,3,8,SFO 35,7,0,Sam Bradford pass complete short left to Steven Jackson for 22 yards (tackle by Carlos Rogers),2.150,4.710
3,9:27,1,10,SFO 13,7,0,Daryl Richardson middle for 1 yard (tackle by Will Tukuafu),4.710,4.220
3,8:48,2,9,SFO 12,7,0,"Penalty on Rodger Saffold: False Start, 5 yards (no play)",4.220,3.500
3,8:22,2,14,SFO 17,7,0,Sam Bradford right end for 6 yards (tackle by Carlos Rogers),3.500,3.450
3,7:34,3,8,SFO 11,7,0,Sam Bradford pass complete short left to Austin Pettis for 7 yards (tackle by Carlos Rogers),3.450,3.450
3,6:51,3,8,SFO 11,7,0,Timeout #1 by St. Louis Rams,3.450,3.040
3,6:51,4,1,SFO 4,7,0,Sam Bradford pass incomplete short right intended for Austin Pettis (defended by Tarell Brown),3.040,0.380
3,6:45,1,10,SFO 4,7,0,Frank Gore middle for no gain (tackle by James Laurinaitis),-0.380,-0.780
3,6:06,2,10,SFO 4,7,0,Frank Gore left guard for -1 yards (tackle by Michael Brockers),-0.780,-1.540
3,5:23,3,11,SFO 3,7,0,Colin Kaepernick pass complete short left to Mario Manningham for 14 yards (tackle by Craig Dahl),-1.540,-0.060
3,4:36,1,10,SFO 17,7,2,"Colin Kaepernick pass incomplete, safety. Penalty on Colin Kaepernick: Intentional Grounding, 17 yards",-0.060,-2.000
3,4:36,,,SFO 20,7,2,"Andy Lee kicks off 63 yards, returned by Austin Pettis for 13 yards (tackle by Will Tukuafu)",0.000,-0.940
3,4:20,1,10,STL 30,7,2,"Sam Bradford pass complete short middle to Steven Jackson for 5 yards (tackle by Aldon Smith). Penalty on Justin Smith: Defensive Holding, 5 yards (no play)",0.940,1.270
3,3:57,1,10,STL 35,7,2,Steven Jackson right tackle for no gain (tackle by Ahmad Brooks),1.270,0.720
3,3:19,2,10,STL 35,7,2,Steven Jackson right tackle for no gain (tackle by Justin Smith),0.720,0.040
3,2:41,3,10,STL 35,7,2,Sam Bradford pass complete short middle to Chris Givens for 9 yards (tackle by Chris Culliver),0.040,-0.460
3,2:02,4,1,STL 44,7,2,"Johnny Hekker punts 55 yards, out of bounds",-0.460,0.380
3,1:56,1,10,SFO 1,7,2,Bruce Miller right guard for 4 yards (tackle by Cortland Finnegan). Penalty on Mike Iupati: Offensive Holding (no play),-0.380,-0.380
3,1:26,1,10,SFO 1,7,2,Colin Kaepernick pass complete short left to Michael Crabtree for 10 yards (tackle by Janoris Jenkins),-0.380,-0.370
3,0:43,1,10,SFO 11,7,2,"Frank Gore middle for 6 yards (tackle by James Laurinaitis). Penalty on Will Tukuafu: Illegal Motion, 5 yards (no play)",-0.370,-0.570
3,0:16,1,15,SFO 6,7,2,Colin Kaepernick pass complete short left to Michael Crabtree for 22 yards (tackle by Cortland Finnegan),-0.570,0.810
Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 28,7,2,Frank Gore left tackle for 2 yards (tackle by Kendall Langford),0.810,0.530
4,14:18,2,8,SFO 30,7,2,"Colin Kaepernick pass incomplete deep right intended for Delanie Walker (defended by Quintin Mikell). Penalty on Robert Quinn: Roughing the Passer, 15 yards (no play)",0.530,1.930
4,14:10,1,10,SFO 45,7,2,Frank Gore middle for no gain (tackle by Jermelle Cudjo),1.930,1.930
4,13:29,1,10,SFO 45,7,2,Timeout #1 by San Francisco 49ers,1.930,1.380
4,13:29,2,10,SFO 45,7,2,Frank Gore right end for 2 yards (tackle by Rocky McIntosh),1.380,0.960
4,12:47,3,8,SFO 47,7,2,Colin Kaepernick pass complete deep left to Michael Crabtree for 30 yards (tackle by Quintin Mikell). Penalty on Robert Quinn: Defensive Offside (Declined),0.960,4.040
4,12:16,1,10,STL 23,7,2,Colin Kaepernick pass complete short right to Michael Crabtree for 7 yards (tackle by Cortland Finnegan),4.040,4.560
4,11:34,2,3,STL 16,7,2,Colin Kaepernick pass incomplete short left intended for Vernon Davis,4.560,3.850
4,11:27,3,3,STL 16,7,2,Colin Kaepernick pass complete short left to Mario Manningham for 7 yards (tackle by Jo-Lonn Dunbar),3.850,5.140
4,10:53,1,9,STL 9,7,2,Frank Gore right tackle for -1 yards (tackle by Jo-Lonn Dunbar),5.140,4.190
4,10:14,2,10,STL 10,7,2,Colin Kaepernick middle for 1 yard (tackle by Eugene Sims),4.190,3.360
4,9:26,3,9,STL 9,7,2,Colin Kaepernick pass complete short right to Mario Manningham for 4 yards (tackle by Jo-Lonn Dunbar),3.360,3.010
4,8:47,4,5,STL 5,10,2,David Akers 23 yard field goal good,3.010,3.000
4,8:47,,,SFO 35,10,2,"David Akers kicks off 68 yards, returned by Chris Givens for 22 yards (tackle by Darcel McBath)",0.000,-0.150
4,8:36,1,10,STL 19,10,2,Steven Jackson left tackle for 6 yards (tackle by Justin Smith),0.150,0.480
4,8:02,2,4,STL 25,10,2,Sam Bradford sacked by Justin Smith for -7 yards,0.480,-1.250
4,7:28,3,11,STL 18,10,2,Sam Bradford pass complete short right to Steven Jackson for 14 yards (tackle by Chris Culliver),-1.250,1.070
4,6:57,1,10,STL 32,10,2,Sam Bradford pass complete short left to Chris Givens for 9 yards (tackle by Carlos Rogers),1.070,1.740
4,6:20,2,1,STL 41,10,2,Steven Jackson right guard for 3 yards (tackle by NaVorro Bowman),1.740,1.860
4,5:40,1,10,STL 44,10,2,Sam Bradford pass incomplete short left intended for Lance Kendricks,1.860,1.320
4,5:34,2,10,STL 44,10,2,Sam Bradford pass complete short left to Steve Smith for 6 yards (tackle by Perrish Cox and Donte Whitner),1.320,1.420
4,4:54,3,4,,10,2,Sam Bradford pass incomplete short right intended for Brian Quick (defended by Chris Culliver),1.420,-0.060
4,4:48,4,4,,10,2,"Johnny Hekker punts 40 yards, out of bounds",-0.060,0.380
4,4:41,1,10,SFO 10,10,2,Brandon Jacobs left tackle for no gain (tackle by Michael Brockers),-0.380,-0.380
4,3:54,1,10,SFO 10,10,2,Timeout #2 by San Francisco 49ers,-0.380,-0.780
4,3:54,2,10,SFO 10,10,2,Colin Kaepernick right end for 7 yards (tackle by Rocky McIntosh),-0.780,-0.600
4,3:11,3,3,SFO 17,10,8,"Colin Kaepernick for no gain. Colin Kaepernick fumbles, recovered by Janoris Jenkins at SFO-2 and returned for 2 yards, touchdown",-0.600,-7.000
,,,,,,,"Replay Assistant challenged the backward pass ruling, and the play was upheld.",,
4,3:04,,,,10,10,"Two Point Attempt: Sam Bradford pass complete to Lance Kendricks, conversion succeeds",0.000,1.000
4,3:04,,,STL 35,10,10,"Greg Zuerlein kicks off 73 yards, touchback",0.000,-0.280
4,3:04,1,10,SFO 20,10,10,Colin Kaepernick pass complete short right to Michael Crabtree for 16 yards (tackle by Quintin Mikell),0.280,1.330
4,2:28,1,10,SFO 36,10,10,Colin Kaepernick right end for 50 yards (tackle by Janoris Jenkins),1.330,4.650
4,2:00,1,10,STL 14,10,10,Colin Kaepernick pass incomplete short right intended for Delanie Walker,4.650,4.000
4,1:54,2,10,STL 14,10,10,"Frank Gore left tackle for 2 yards. Penalty on Delanie Walker: Offensive Holding, 10 yards (no play)",4.000,2.740
4,1:47,2,20,STL 24,10,10,Frank Gore right guard for -1 yards (tackle by Jo-Lonn Dunbar),2.740,2.740
4,1:44,2,20,STL 24,10,10,Timeout #2 by St. Louis Rams,2.740,1.950
4,1:44,3,21,STL 25,10,10,Colin Kaepernick for 10 yards (tackle by Quintin Mikell),1.950,2.440
4,1:38,4,11,STL 15,13,10,David Akers 33 yard field goal good,2.440,3.000
4,1:38,,,SFO 35,13,10,"David Akers kicks off 73 yards, touchback",0.000,-0.280
4,1:34,1,10,STL 20,13,10,Sam Bradford pass incomplete short right intended for Lance Kendricks,0.280,-0.270
4,1:30,2,10,STL 20,13,10,Sam Bradford left end for 14 yards (tackle by Dashon Goldson),-0.270,1.200
4,1:07,1,10,STL 34,13,10,"Sam Bradford left end for 11 yards (tackle by Dashon Goldson). Penalty on Dashon Goldson: Unnecessary Roughness, 15 yards",1.200,2.920
4,0:59,1,10,SFO 40,13,10,"Sam Bradford pass incomplete deep left intended for Chris Givens. Penalty on STL: Illegal Formation, 5 yards (no play)",2.920,2.590
4,0:54,1,15,SFO 45,13,10,Sam Bradford pass incomplete short middle intended for Austin Pettis (defended by Dashon Goldson),2.590,1.700
4,0:43,2,15,SFO 45,13,10,Sam Bradford pass complete short right to Austin Pettis for 5 yards (tackle by Carlos Rogers),1.700,1.680
4,0:21,3,10,SFO 40,13,10,Sam Bradford pass complete short right to Chris Givens for 5 yards (tackle by Chris Culliver),1.680,1.680
4,0:02,3,10,SFO 40,13,10,Timeout #3 by St. Louis Rams,1.680,0.980
4,0:02,4,5,SFO 35,13,13,Greg Zuerlein 53 yard field goal good,0.980,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
,,,,,,,"Rams won the coin toss, Rams to receive the overtime kickoff.",,
OT,15:00,,,SFO 35,13,13,"David Akers kicks off 65 yards, touchback",0.000,0.280
OT,15:00,1,10,STL 20,13,13,Steven Jackson right end for 2 yards (tackle by Isaac Sopoaga),0.280,0.000
OT,14:21,2,8,STL 22,13,13,Sam Bradford pass complete deep left to Chris Givens for 16 yards (tackle by Donte Whitner),0.000,1.470
OT,14:07,1,10,STL 38,13,13,"Steven Jackson right end for 17 yards (tackle by NaVorro Bowman). Penalty on Matthew Mulligan: Offensive Holding, 10 yards (no play)",1.470,0.810
OT,13:36,1,20,STL 28,13,13,Daryl Richardson left end for 3 yards (tackle by Justin Smith),0.810,-0.020
OT,12:57,2,17,STL 31,13,13,Sam Bradford pass complete short middle to Daryl Richardson for 2 yards (tackle by NaVorro Bowman),-0.020,-0.430
OT,12:13,3,15,STL 33,13,13,Sam Bradford pass incomplete short left intended for Steven Jackson,-0.430,-1.180
OT,12:10,4,15,STL 33,13,13,"Johnny Hekker punts 47 yards, out of bounds",-1.180,-0.280
OT,12:00,1,10,SFO 20,13,13,Colin Kaepernick pass complete short left to Vernon Davis for 9 yards (tackle by Michael Brockers),0.280,0.280
OT,11:31,1,10,SFO 20,13,13,Timeout #1 by San Francisco 49ers,0.280,0.950
OT,11:31,2,1,SFO 29,13,13,Frank Gore right tackle for 6 yards (tackle by Craig Dahl),0.950,1.270
OT,10:51,1,10,SFO 35,13,13,"Colin Kaepernick pass incomplete deep left intended for Vernon Davis. Penalty on Daniel Kilgore: Offensive Holding, 10 yards (no play)",1.270,0.610
OT,10:44,1,20,SFO 25,13,13,Colin Kaepernick pass incomplete short left intended for Randy Moss,0.610,0.610
OT,10:41,1,20,SFO 25,13,13,Timeout #2 by San Francisco 49ers,0.610,-0.630
OT,10:41,2,20,SFO 25,13,13,Frank Gore right tackle for 1 yard (tackle by Jo-Lonn Dunbar),-0.630,-1.150
OT,10:04,3,19,SFO 26,13,13,Colin Kaepernick pass complete short left to Randy Moss for 7 yards (tackle by James Laurinaitis),-1.150,-1.180
OT,9:30,4,12,SFO 33,13,13,"Penalty on Tramaine Brock: False Start, 5 yards (no play)",-1.180,-1.500
OT,9:20,4,17,SFO 28,13,13,"Andy Lee punts 60 yards, returned by Austin Pettis for 15 yards (tackle by Brian Jennings)",-1.500,-0.740
OT,9:08,1,10,STL 27,13,13,Sam Bradford pass incomplete deep right intended for Chris Givens,0.740,0.200
OT,9:02,2,10,STL 27,13,13,Steven Jackson for 6 yards (tackle by Dashon Goldson and Aldon Smith),0.200,0.300
OT,8:21,3,4,STL 33,13,13,Sam Bradford pass complete short left to Brian Quick for 3 yards (tackle by Tarell Brown),0.300,-0.980
OT,7:35,4,1,STL 36,13,13,"Johnny Hekker punts 14 yards, out of bounds",-0.980,-2.260
OT,7:29,1,10,,13,13,Frank Gore middle for 5 yards (tackle by James Laurinaitis),2.260,2.390
OT,6:58,2,5,STL 45,13,13,Brandon Jacobs right guard for 1 yard (tackle by Rocky McIntosh),2.390,1.820
OT,6:14,3,4,STL 44,13,13,Colin Kaepernick pass complete short left to Randy Moss for 7 yards (tackle by Janoris Jenkins),1.820,3.120
OT,5:42,1,10,STL 37,13,13,Frank Gore right tackle for 2 yards (tackle by James Laurinaitis),3.120,2.840
OT,5:06,2,8,STL 35,13,13,Frank Gore right guard for 2 yards (tackle by James Laurinaitis),2.840,2.410
OT,4:21,3,6,STL 33,13,13,Colin Kaepernick pass incomplete short left intended for Michael Crabtree,2.410,1.160
OT,4:16,4,6,STL 33,13,13,David Akers 51 yard field goal no good,1.160,-1.660
OT,4:11,1,10,STL 41,13,13,Steven Jackson left tackle for 3 yards (tackle by Patrick Willis),1.660,1.530
OT,3:33,2,7,STL 44,13,13,Steven Jackson middle for 4 yards (tackle by Aldon Smith),1.530,1.360
OT,2:56,3,3,STL 48,13,13,Sam Bradford pass complete short left to Chris Givens for 6 yards (tackle by Tarell Brown),1.360,2.520
OT,2:18,1,10,SFO 46,13,13,Steven Jackson right tackle for 9 yards (tackle by Donte Whitner),2.520,3.190
OT,2:00,2,1,SFO 37,13,13,Steven Jackson right tackle for -2 yards (tackle by Justin Smith),3.190,3.190
OT,1:21,2,1,SFO 37,13,13,Timeout #1 by St. Louis Rams,3.190,2.210
OT,1:21,3,3,SFO 39,13,13,Steven Jackson right tackle for 2 yards (tackle by NaVorro Bowman),2.210,2.210
OT,0:30,3,3,SFO 39,13,13,Timeout #2 by St. Louis Rams,2.210,0.790
OT,0:30,4,1,SFO 37,13,16,Greg Zuerlein 54 yard field goal good,0.790,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
