Quarter,Time,Down,ToGo,Location,LAR,PIT,Detail,EPB,EPA
2,9:44,4,3,PIT 50,7,7,"Jordan Berry punts 40 yards downed by Johnny Holton. Penalty on Robert Spillane: Illegal Formation, 5 yards (no play)",-0.060,-0.390
2,9:36,4,8,PIT 45,7,7,"Jordan Berry punts 45 yards, returned by Jojo Natson for 5 yards (tackle by Robert Spillane)",-0.390,0.220
2,9:26,1,10,LAR 15,7,7,Darrell Henderson left guard for 3 yards (tackle by Mike Hilton and Javon Hargrave),-0.220,-0.280
2,8:49,2,7,LAR 18,7,7,Jared Goff pass complete short middle to Josh Reynolds for 18 yards (tackle by Terrell Edmunds),-0.280,1.330
2,8:22,1,10,LAR 36,7,7,"Jared Goff pass incomplete deep left intended for Cooper Kupp. Penalty on Terrell Edmunds: Defensive Pass Interference, 20 yards (no play)",1.330,2.650
2,8:16,1,10,PIT 44,7,7,Darrell Henderson right tackle for -1 yards (tackle by Tyson Alualu and Vince Williams),2.650,1.980
2,7:44,2,11,PIT 45,7,7,Jared Goff pass complete short right to Gerald Everett for 3 yards,1.980,1.690
2,7:14,3,8,PIT 42,7,7,Jared Goff pass incomplete short left intended for Todd Gurley,1.690,0.460
2,7:09,4,8,PIT 42,7,7,"Penalty on LAR: Delay of Game, 5 yards (no play)",0.460,0.130
2,7:09,4,13,PIT 47,7,7,"Johnny Hekker punts 47 yards, touchback.. Penalty on Artie Burns: Offensive Holding, 10 yards",0.130,0.380
2,7:02,1,10,PIT 10,7,7,Mason Rudolph pass complete short right to JuJu Smith-Schuster for 15 yards (tackle by Troy Hill),-0.380,0.610
2,6:26,1,10,PIT 25,7,7,Mason Rudolph pass incomplete short left intended for Trey Edmunds,0.610,0.060
2,6:22,2,10,PIT 25,7,7,Mason Rudolph pass complete short left to Vance McDonald for 3 yards (tackle by Marqui Christian),0.060,-0.230
2,5:44,3,7,PIT 28,7,7,Mason Rudolph pass incomplete short left intended for Jaylen Samuels,-0.230,-1.500
2,5:40,4,7,PIT 28,7,7,"Jordan Berry punts 43 yards, fair catch by Jojo Natson at LA-29",-1.500,-0.870
2,5:32,1,10,LAR 29,7,7,Jared Goff pass complete deep middle to Josh Reynolds for 21 yards (tackle by Minkah Fitzpatrick),0.870,2.260
2,4:48,1,10,LAR 50,7,7,"Todd Gurley right guard for 2 yards (tackle by Devin Bush and Mike Hilton). Penalty on Andrew Whitworth: Offensive Holding, 10 yards (no play)",2.260,1.600
2,4:27,1,20,LAR 40,7,7,Jared Goff pass complete short right to Tyler Higbee for 11 yards (tackle by Mark Barron),1.600,1.850
2,4:02,2,9,PIT 49,7,7,Jared Goff sacked by T.J. Watt for -8 yards,1.850,0.100
2,3:19,3,17,LAR 43,7,7,Todd Gurley left tackle for 2 yards (tackle by Bud Dupree and Javon Hargrave),0.100,-0.390
2,2:39,4,15,LAR 45,7,7,Johnny Hekker punts 24 yards out of bounds,-0.390,-1.000
2,2:31,1,10,PIT 31,7,7,Mason Rudolph pass incomplete short left intended for Jaylen Samuels,1.000,0.460
2,2:26,2,10,PIT 31,7,7,"Mason Rudolph pass complete deep middle to James Washington for 34 yards (tackle by Nickell Robey-Coleman). James Washington fumbles (forced by Nickell Robey-Coleman), recovered by Cory Littleton at LA-35 and returned for 3 yards (tackle by JuJu Smith-Schuster)",0.460,-1.470
2,2:15,1,10,LAR 38,7,7,"Penalty on Austin Corbett: False Start, 5 yards (no play)",1.470,1.140
2,2:15,1,15,LAR 33,7,7,Jared Goff pass complete short right to Gerald Everett for 8 yards (tackle by Mark Barron),1.140,1.330
2,2:00,2,7,LAR 41,7,7,Jared Goff pass incomplete short right intended for Todd Gurley,1.330,0.630
2,1:56,3,7,LAR 41,7,13,"Jared Goff sacked by Javon Hargrave for no gain. Jared Goff fumbles (forced by Javon Hargrave), recovered by Minkah Fitzpatrick at LA-43 and returned for 43 yards, touchdown",0.630,-7.000
2,1:44,,,LAR 15,7,14,Chris Boswell kicks extra point good,0.000,0.000
2,1:44,,,PIT 35,7,14,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,1:44,1,10,LAR 25,7,14,Jared Goff pass incomplete short middle intended for Robert Woods (defended by Joe Haden),0.610,0.060
2,1:40,2,10,LAR 25,7,14,Jared Goff pass incomplete deep right intended for Robert Woods (defended by Joe Haden),0.060,-0.620
2,1:34,3,10,LAR 25,7,14,Jared Goff pass incomplete short right intended for Todd Gurley (defended by Mark Barron),-0.620,-1.700
2,1:31,4,10,LAR 25,7,14,"Johnny Hekker punts 55 yards, fair catch by Ryan Switzer at PIT-20",-1.700,-0.280
2,1:24,1,10,PIT 20,7,14,Mason Rudolph pass incomplete short middle,0.280,-0.270
2,1:20,2,10,PIT 20,7,14,Mason Rudolph pass complete short right to Jaylen Samuels for 5 yards (tackle by Cory Littleton),-0.270,-0.300
2,1:13,3,5,PIT 25,7,14,Mason Rudolph pass incomplete short middle intended for Vance McDonald. Penalty on Alejandro Villanueva: Offensive Holding (Declined),-0.300,-1.700
2,1:09,4,5,PIT 25,7,14,"Jordan Berry punts 59 yards, returned by Jojo Natson for 18 yards (tackle by Tyler Matakevich and Anthony Chickillo)",-1.700,-1.200
2,0:57,1,10,LAR 34,7,14,Jared Goff pass complete short right to Robert Woods for 8 yards (tackle by Joe Haden),1.200,1.740
2,0:51,2,2,LAR 42,7,14,Jared Goff pass complete short right to Gerald Everett for 17 yards (tackle by Mark Barron and Terrell Edmunds),1.740,2.850
2,0:34,1,10,PIT 41,7,14,Jared Goff pass incomplete short middle intended for Cooper Kupp,2.850,2.310
2,0:29,2,10,PIT 41,7,14,Jared Goff pass incomplete short right intended for Gerald Everett,2.310,1.620
2,0:25,3,10,PIT 41,7,14,"Jared Goff pass complete deep left to Robert Woods for 20 yards (tackle by Steven Nelson). Penalty on David Edwards: Offensive Holding, 10 yards (no play)",1.620,0.300
2,0:18,3,20,LAR 49,7,14,Jared Goff pass complete short left to Robert Woods for 13 yards (tackle by Mark Barron and Tyson Alualu),0.300,0.720
2,0:03,,,,,,Timeout #3 by Los Angeles Rams,,
2,0:03,4,7,PIT 38,7,14,Greg Zuerlein 56 yard field goal no good,0.720,1.930
Quarter,Time,Down,ToGo,Location,LAR,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,7,14,"Chris Boswell kicks off 66 yards, returned by Jojo Natson for 27 yards (tackle by Kameron Kelly)",0.000,0.670
3,14:56,1,10,LAR 26,7,14,Jared Goff pass complete short left to Robert Woods for 10 yards (tackle by Joe Haden),0.670,1.330
3,14:19,1,10,LAR 36,7,14,Jared Goff pass incomplete short middle intended for Cooper Kupp,1.330,0.790
3,14:14,2,10,LAR 36,7,14,Todd Gurley right guard for no gain (tackle by Mark Barron),0.790,0.100
3,13:55,3,10,LAR 36,7,14,Jared Goff pass complete short right to Robert Woods for 14 yards (tackle by Joe Haden) Penalty on PIT: Defensive Too Many Men on Field (Declined),0.100,2.260
3,13:34,1,10,LAR 50,7,14,Jared Goff pass deep right intended for Tyler Higbee is intercepted by Joe Haden at PIT-25 and returned for no gain,2.260,-0.610
3,13:29,1,10,PIT 25,7,14,Tony Brooks-James right tackle for 8 yards (tackle by Eric Weddle),0.610,1.140
3,12:55,2,2,PIT 33,7,14,Jaylen Samuels right tackle for 4 yards (tackle by Cory Littleton and Sebastian Joseph),1.140,1.400
3,12:14,1,10,PIT 37,7,14,Mason Rudolph pass complete short left to Vance McDonald for -1 yards (tackle by Taylor Rapp),1.400,0.720
3,11:31,2,11,PIT 36,7,14,"Mason Rudolph pass incomplete short middle intended for JuJu Smith-Schuster. Penalty on Jalen Ramsey: Defensive Pass Interference, 11 yards (no play)",0.720,2.060
3,11:25,1,10,PIT 47,7,14,Mason Rudolph pass complete short right to Nick Vannett for 8 yards (tackle by Cory Littleton),2.060,2.600
3,10:50,2,2,LAR 45,7,14,"Jaylen Samuels right end for 2 yards (tackle by Troy Hill). Penalty on Nick Vannett: Offensive Holding, 10 yards (no play)",2.600,1.250
3,10:32,,,,,,Timeout #1 by Pittsburgh Steelers,,
3,10:32,2,12,PIT 45,7,14,Jaylen Samuels up the middle for -1 yards (tackle by Dante Fowler and Michael Brockers),1.250,0.430
3,9:49,3,13,PIT 44,7,14,Mason Rudolph pass incomplete short left intended for Jaylen Samuels,0.430,-0.460
3,9:45,4,13,PIT 44,7,14,"Penalty on Robert Spillane: False Start, 5 yards (no play)",-0.460,-0.780
3,9:45,4,18,PIT 39,7,14,"Jordan Berry punts 41 yards, fair catch by Jojo Natson at LA-20",-0.780,-0.280
3,9:38,1,10,LAR 20,7,14,Todd Gurley right guard for 9 yards (tackle by Mark Barron and Terrell Edmunds),0.280,0.950
3,9:17,2,1,LAR 29,7,14,Jared Goff pass complete short left to Tyler Higbee for -1 yards (tackle by Terrell Edmunds and Vince Williams),0.950,0.100
3,8:33,3,2,LAR 28,7,14,Blake Bortles right end for 1 yard (tackle by T.J. Watt and Joe Haden),0.100,-1.440
3,7:52,4,1,LAR 29,7,14,Johnny Hekker pass short middle intended for David Long is intercepted by Trey Edmunds at LA-33 and returned for 2 yards,-1.440,-3.510
3,7:46,1,10,LAR 31,7,14,"Tony Brooks-James up the middle for 3 yards (tackle by Jalen Ramsey). Penalty on Alejandro Villanueva: Offensive Holding, 10 yards",3.510,3.050
3,7:22,1,17,LAR 38,7,14,Mason Rudolph sacked by Clay Matthews for -5 yards,3.050,1.350
3,6:41,2,22,LAR 43,7,14,Vance McDonald left guard for 2 yards (tackle by Cory Littleton),1.350,0.960
3,5:56,3,20,LAR 41,7,14,Mason Rudolph pass incomplete deep middle intended for Vance McDonald,0.960,0.530
3,5:51,4,20,LAR 41,7,14,"Jordan Berry punts 29 yards, fair catch by Jojo Natson at LA-12",0.530,0.350
3,5:43,1,10,LAR 12,7,14,Todd Gurley up the middle for 22 yards (tackle by Minkah Fitzpatrick and Terrell Edmunds),-0.350,1.200
3,5:10,1,10,LAR 34,7,14,Todd Gurley up the middle for 5 yards (tackle by Terrell Edmunds and Tyson Alualu),1.200,1.330
3,4:33,2,5,LAR 39,7,14,Jared Goff pass complete deep left to Robert Woods for 24 yards (tackle by Terrell Edmunds),1.330,3.120
3,4:06,1,10,PIT 37,7,14,Jared Goff pass complete short left to Johnny Mundt for 9 yards (tackle by Steven Nelson),3.120,3.790
3,3:33,2,1,PIT 28,7,14,Malcolm Brown up the middle for 5 yards (tackle by Tyson Alualu),3.790,4.040
3,3:13,1,10,PIT 23,7,14,"Malcolm Brown right tackle for 10 yards (tackle by Joe Haden) Penalty on LAR: Illegal Shift, 5 yards (no play)",4.040,3.710
3,2:54,1,15,PIT 28,7,14,Malcolm Brown up the middle for 1 yard (tackle by Javon Hargrave and Cameron Heyward),3.710,2.960
3,2:20,2,14,PIT 27,7,14,Jared Goff pass complete short right to Gerald Everett for 10 yards (tackle by Mark Barron),2.960,3.660
3,1:36,3,4,PIT 17,7,14,"Jared Goff pass complete short middle to Gerald Everett for 2 yards (tackle by Terrell Edmunds). Penalty on Cameron Sutton: Defensive Pass Interference, 3 yards (no play)",3.660,4.650
3,1:20,1,10,PIT 14,7,14,"Todd Gurley right tackle for 6 yards (tackle by Joe Haden). Todd Gurley fumbles, ball out of bounds at PIT-8 (forced by Joe Haden)",4.650,5.090
3,1:00,2,4,PIT 8,7,14,Todd Gurley left end for -4 yards (tackle by Terrell Edmunds and Devin Bush),5.090,3.430
3,0:19,3,8,PIT 12,7,14,Jared Goff pass incomplete short left intended for Cooper Kupp (defended by Minkah Fitzpatrick),3.430,2.630
3,0:14,4,8,PIT 12,10,14,Greg Zuerlein 30 yard field goal good,2.630,3.000
3,0:11,,,LAR 35,10,14,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,0:11,1,10,PIT 25,10,14,Mason Rudolph pass complete short right to Jaylen Samuels for 3 yards (tackle by Troy Reeder),0.610,0.470
Quarter,Time,Down,ToGo,Location,LAR,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,PIT 28,10,14,Mason Rudolph pass incomplete short right intended for Diontae Johnson,0.470,-0.230
4,14:57,3,7,PIT 28,10,14,Mason Rudolph pass incomplete short left intended for James Washington,-0.230,-1.500
4,14:52,4,7,PIT 28,10,14,Jordan Berry punts 42 yards downed by Olasunkanmi Adeniyi,-1.500,-0.940
4,14:42,1,10,LAR 30,10,14,Malcolm Brown up the middle for 2 yards (tackle by Anthony Chickillo),0.940,0.660
4,14:20,2,8,LAR 32,10,14,"Jared Goff pass complete short right to Tyler Higbee for 4 yards (tackle by Mike Hilton). Penalty on Austin Blythe: Offensive Holding, 10 yards (no play)",0.660,-0.690
4,13:56,2,18,LAR 22,10,14,Malcolm Brown left guard for no gain (tackle by Cameron Heyward and Javon Hargrave),-0.690,-1.350
4,13:33,3,18,LAR 22,10,14,Jared Goff pass complete short right to Robert Woods for 16 yards (tackle by Joe Haden),-1.350,-0.850
4,12:59,4,2,LAR 38,10,14,"Johnny Hekker punts 56 yards, returned by Ryan Switzer for -1 yards (tackle by Travin Howard)",-0.850,0.380
4,12:46,1,10,PIT 5,12,14,"Mason Rudolph sacked by Aaron Donald for -5 yards, safety.",-0.380,-2.000
4,12:40,,,PIT 20,12,14,"Jordan Berry kicks off 66 yards, returned by Jojo Natson for 18 yards (tackle by Trey Edmunds and Kameron Kelly)",0.000,1.070
4,12:33,1,10,LAR 32,12,14,Jared Goff pass incomplete short left intended for Cooper Kupp (defended by Joe Haden),1.070,0.530
4,12:28,2,10,LAR 32,12,14,Malcolm Brown right guard for 2 yards (tackle by Bud Dupree and Javon Hargrave),0.530,0.100
4,11:44,3,8,LAR 34,12,14,Jared Goff pass complete short left to Gerald Everett for 4 yards (tackle by Steven Nelson),0.100,-0.850
4,10:57,4,4,LAR 38,12,14,"Johnny Hekker punts 51 yards, returned by Diontae Johnson for 14 yards (tackle by Johnny Mundt)",-0.850,-0.610
4,10:46,1,10,PIT 25,12,14,Tony Brooks-James up the middle for -3 yards (tackle by Aaron Donald),0.610,-0.340
4,10:09,2,13,PIT 22,12,14,Mason Rudolph pass complete short left to James Washington for 12 yards (tackle by Nickell Robey-Coleman),-0.340,0.560
4,9:39,3,1,PIT 34,12,14,Jaylen Samuels up the middle for no gain (tackle by Taylor Rapp and Cory Littleton),0.560,-1.110
4,8:55,4,1,PIT 34,12,14,Mason Rudolph pass complete short right to Trey Edmunds for 6 yards (tackle by Cory Littleton and Eric Weddle),-1.110,1.600
4,8:14,1,10,PIT 40,12,14,"Mason Rudolph pass complete short middle to Vance McDonald for 9 yards (tackle by Cory Littleton and Taylor Rapp). Vance McDonald fumbles (forced by Cory Littleton), recovered by JuJu Smith-Schuster at PIT-49 (tackle by Samson Ebukam)",1.600,2.270
4,7:26,2,1,PIT 49,12,14,Trey Edmunds right tackle for -3 yards (tackle by Aaron Donald and Dante Fowler),2.270,1.160
4,6:45,3,4,PIT 46,12,14,Mason Rudolph pass complete short left to James Washington for 19 yards (tackle by Nickell Robey-Coleman),1.160,3.250
4,6:19,1,10,LAR 35,12,14,Jaylen Samuels right tackle for 2 yards (tackle by Troy Hill),3.250,2.970
4,5:43,2,8,LAR 33,12,14,Jaylen Samuels left guard for 6 yards (tackle by Troy Hill and Cory Littleton),2.970,3.070
4,5:00,3,2,LAR 27,12,14,Mason Rudolph pass complete short right to James Washington for 9 yards (tackle by Nickell Robey-Coleman),3.070,4.370
4,4:20,1,10,LAR 18,12,14,Trey Edmunds left guard for -1 yards (tackle by Taylor Rapp and Cory Littleton),4.370,3.670
4,3:37,2,11,LAR 19,12,14,Mason Rudolph pass complete short left to JuJu Smith-Schuster for 9 yards (tackle by Jalen Ramsey),3.670,4.510
4,2:52,3,2,LAR 10,12,14,Mason Rudolph pass incomplete short right intended for Jaylen Samuels (defended by Clay Matthews),4.510,2.890
4,2:49,4,2,LAR 10,12,14,"Penalty on Chris Boswell: False Start, 5 yards (no play)",2.890,2.440
4,2:49,4,7,LAR 15,12,17,Chris Boswell 33 yard field goal good,2.440,3.000
4,2:46,,,PIT 35,12,17,"Chris Boswell kicks off 61 yards, returned by Jojo Natson for 30 yards (tackle by Kameron Kelly)",0.000,1.200
4,2:39,1,10,LAR 34,12,17,Jared Goff pass complete short right to Gerald Everett for 12 yards (tackle by Cameron Sutton),1.200,1.990
4,2:33,1,10,LAR 46,12,17,Jared Goff pass complete short right to Gerald Everett for 5 yards (tackle by Mark Barron),1.990,2.130
4,2:08,2,5,PIT 49,12,17,Jared Goff pass complete short right to Gerald Everett for 9 yards (tackle by Mark Barron),2.130,2.920
4,2:00,1,10,PIT 40,12,17,Jared Goff pass complete short middle to Josh Reynolds for 10 yards (tackle by Devin Bush),2.920,3.580
4,1:40,1,10,PIT 30,12,17,Jared Goff pass incomplete short right intended for Gerald Everett,3.580,3.030
4,1:39,2,10,PIT 30,12,17,Jared Goff pass incomplete short middle intended for Gerald Everett (defended by Steven Nelson),3.030,2.340
4,1:34,3,10,PIT 30,12,17,Jared Goff pass incomplete short middle intended for Josh Reynolds (defended by Cameron Heyward),2.340,1.410
4,1:31,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,1:30,4,10,PIT 30,12,17,Jared Goff pass incomplete deep right intended for Josh Reynolds (defended by Terrell Edmunds),1.410,-0.940
4,1:25,1,10,PIT 30,12,17,Jaylen Samuels left guard for no gain (tackle by Michael Brockers),0.940,0.390
4,1:20,,,,,,Timeout #1 by Los Angeles Rams,,
4,1:20,2,10,PIT 30,12,17,Jaylen Samuels left tackle for no gain (tackle by Aaron Donald),0.390,-0.300
4,1:15,,,,,,Timeout #2 by Los Angeles Rams,,
4,1:15,3,10,PIT 30,12,17,"Penalty on David DeCastro: False Start, 5 yards (no play)",-0.300,-0.960
4,1:15,3,15,PIT 25,12,17,Jaylen Samuels left guard for 2 yards (tackle by Troy Hill),-0.960,-1.570
4,1:10,,,,,,Timeout #3 by Los Angeles Rams,,
4,1:10,4,13,PIT 27,12,17,"Jordan Berry punts 38 yards downed by Artie Burns. Penalty on Artie Burns: Illegal Touch Kick, 5 yards",-1.570,-1.600
4,1:01,1,10,LAR 40,12,17,"Jared Goff sacked by T.J. Watt for -7 yards. Jared Goff fumbles (forced by T.J. Watt), recovered by Coleman Shelton at LA-33 (tackle by Javon Hargrave)",1.600,0.110
4,0:41,2,17,LAR 33,12,17,Jared Goff pass complete short right to Robert Woods for 10 yards (tackle by Joe Haden),0.110,0.760
4,0:33,3,7,LAR 43,12,17,"Jared Goff pass incomplete short left intended for Cooper Kupp (defended by Mike Hilton). Penalty on Mike Hilton: Defensive Pass Interference, 4 yards (no play)",0.760,2.060
4,0:30,1,10,LAR 47,12,17,"Penalty on Austin Corbett: False Start, 5 yards (no play)",2.060,1.730
4,0:30,1,15,LAR 42,12,17,Jared Goff pass short right (defended by Joe Haden) intended for Robert Woods is intercepted by Minkah Fitzpatrick at PIT-45 and returned for 14 yards,1.730,-2.850
4,0:20,1,10,LAR 41,12,17,Mason Rudolph kneels for -1 yards,2.850,2.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
