Quarter,Time,Down,ToGo,Location,ATL,CHI,Detail,EPB,EPA
2,11:00,3,1,ATL 21,3,10,Jay Cutler pass complete short right to Kellen Davis for 11 yards (tackle by Thomas DeCoud),3.530,4.910
2,10:14,1,10,ATL 10,3,10,Jay Cutler sacked by Kroy Biermann for -7 yards,4.910,3.240
2,9:40,2,17,ATL 17,3,10,Jay Cutler pass incomplete deep middle intended for Devin Hester (defended by Brent Grimes),3.240,2.740
2,9:34,2,17,ATL 17,3,10,Timeout #1 by Chicago Bears,3.240,2.740
2,9:34,3,17,ATL 17,3,10,Jay Cutler pass complete short middle to Kellen Davis for 12 yards (tackle by Curtis Lofton),2.740,3.010
2,8:47,4,5,ATL 5,3,13,Robbie Gould 23 yard field goal good,3.010,3.000
2,8:47,,,CHI 35,3,13,"Robbie Gould kicks off 70 yards, returned by Eric Weems for 20 yards (tackle by Corey Graham)",0.000,-0.220
2,8:38,1,10,ATL 15,3,13,Matt Ryan pass complete short left to Michael Turner for 12 yards (tackle by Major Wright),-0.220,0.740
2,8:08,1,10,ATL 27,3,13,Michael Turner left tackle for 19 yards (tackle by D.J. Moore),0.740,1.990
2,7:28,1,10,ATL 46,3,13,Matt Ryan pass complete short left to Julio Jones for -6 yards (tackle by Charles Tillman),1.990,0.640
2,7:04,2,16,ATL 40,3,13,Michael Turner left tackle for 5 yards (tackle by Brian Urlacher),0.640,0.630
2,6:26,3,11,ATL 45,3,13,Matt Ryan pass incomplete short left intended for Roddy White,0.630,-0.390
2,6:23,4,11,ATL 45,3,13,"Matthew Bosher punts 35 yards, fair catch by Devin Hester",-0.390,-0.280
2,6:14,1,10,CHI 20,3,13,Matt Forte right end for 4 yards (tackle by Curtis Lofton),0.280,0.270
2,5:37,2,6,CHI 24,3,13,Matt Forte left guard for -3 yards (tackle by John Abraham),0.270,-0.820
2,4:52,3,9,CHI 21,3,13,Jay Cutler pass complete short left to Johnny Knox for 18 yards (tackle by Curtis Lofton),-0.820,1.530
2,4:09,1,10,CHI 39,3,13,Matt Forte left guard for 8 yards (tackle by Dunta Robinson),1.530,2.070
2,3:33,2,2,CHI 47,3,13,Matt Forte right tackle for 6 yards (tackle by Stephen Nicholas),2.070,2.460
2,2:49,1,10,ATL 47,3,13,Kahlil Bell left end for 4 yards (tackle by Chris Owens),2.460,2.450
2,2:10,2,6,ATL 43,3,13,Kahlil Bell right tackle for 2 yards (tackle by Ray Edwards),2.450,2.010
2,2:00,3,4,ATL 41,3,13,"Penalty on Peria Jerry: Defensive Offside, 5 yards (no play)",2.010,3.180
2,2:00,1,10,ATL 36,3,13,Matt Forte right tackle for -2 yards (tackle by John Abraham),3.180,2.370
2,1:56,1,10,ATL 36,3,13,Timeout #1 by Atlanta Falcons,3.180,2.370
2,1:56,2,12,ATL 38,3,13,Jay Cutler pass complete short middle to Earl Bennett for 6 yards (tackle by William Moore),2.370,2.480
2,1:51,2,12,ATL 38,3,13,Timeout #2 by Atlanta Falcons,2.370,2.480
2,1:51,3,6,ATL 32,3,13,Jay Cutler pass complete short left to Roy Williams for 15 yards (tackle by Dunta Robinson),2.480,4.440
2,1:14,1,10,ATL 17,3,13,Jay Cutler pass complete short left to Dane Sanzenbacher for 6 yards (tackle by Sean Weatherspoon),4.440,4.890
2,1:10,1,10,ATL 17,3,13,Timeout #2 by Chicago Bears,4.440,4.890
2,1:10,2,4,ATL 11,3,13,Jay Cutler pass complete short left to Matt Forte for 3 yards (tackle by Dunta Robinson),4.890,4.800
2,1:04,3,1,ATL 8,3,13,Jay Cutler pass incomplete short left intended for Kellen Davis,4.800,2.990
2,0:59,4,1,ATL 8,3,16,Robbie Gould 26 yard field goal good,2.990,3.000
2,0:59,,,CHI 35,3,16,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
2,0:55,1,10,ATL 20,3,16,Matt Ryan pass complete short left to Jason Snelling for 2 yards (tackle by Major Wright and D.J. Moore),0.280,0.000
2,0:32,2,8,ATL 22,3,16,Jason Snelling left guard for 9 yards (tackle by D.J. Moore),0.000,1.000
2,0:23,2,8,ATL 22,3,16,Timeout #3 by Atlanta Falcons,0.000,1.000
2,0:23,1,10,ATL 31,3,16,Matt Ryan pass complete short middle to Jason Snelling for 7 yards (tackle by Israel Idonije and Brian Urlacher),1.000,1.410
2,0:09,2,3,ATL 38,3,16,Matt Ryan spiked the ball,1.410,0.700
2,0:08,3,3,ATL 38,3,16,"Penalty on Israel Idonije: Defensive Offside, 5 yards (no play)",0.700,1.800
2,0:08,1,10,ATL 43,3,16,Matt Ryan pass complete short right to Jason Snelling for 9 yards (tackle by Tim Jennings),1.800,2.470
Quarter,Time,Down,ToGo,Location,ATL,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,3,16,"Robbie Gould kicks off 66 yards, returned by Eric Weems for 13 yards (tackle by Dom DeCicco). Penalty on Michael Palmer: Offensive Holding, 6 yards",0.000,-0.380
3,14:56,1,10,ATL 6,3,16,Matt Ryan pass incomplete short middle intended for Tony Gonzalez,-0.380,-0.780
3,14:52,2,10,ATL 6,3,16,Matt Ryan pass complete short right to Tony Gonzalez for 9 yards (tackle by Nick Roach),-0.780,-0.370
3,14:09,2,10,ATL 6,3,16,Timeout #1 by Atlanta Falcons,-0.780,-0.370
3,14:09,3,1,ATL 15,3,16,Michael Turner right tackle for 53 yards (tackle by Tim Jennings),-0.370,3.450
3,13:23,1,10,CHI 32,3,16,Matt Ryan pass complete short right to Roddy White for 11 yards (tackle by Chris Harris),3.450,4.170
3,12:57,1,10,CHI 21,3,16,Jacquizz Rodgers right guard for -2 yards (tackle by Brian Urlacher),4.170,3.360
3,12:12,2,12,CHI 23,3,16,Jacquizz Rodgers right guard for 2 yards (tackle by Anthony Adams),3.360,2.940
3,11:39,3,10,CHI 21,3,16,Matt Ryan pass complete short right to Roddy White for 14 yards (tackle by Major Wright),2.940,5.600
3,11:03,1,7,CHI 7,3,16,Michael Turner right tackle for no gain (tackle by Henry Melton and Matt Toeaina),5.600,4.760
3,10:24,2,7,CHI 7,3,16,Matt Ryan pass incomplete short left intended for Roddy White (defended by Charles Tillman),4.760,3.810
3,10:21,3,7,CHI 7,3,16,Matt Ryan pass incomplete short left intended for Jason Snelling,3.810,2.970
3,10:17,4,7,CHI 7,6,16,Matt Bryant 25 yard field goal good,2.970,3.000
3,10:17,,,ATL 35,6,16,"Matthew Bosher kicks off 63 yards, returned by Devin Hester for 22 yards (tackle by Kroy Biermann). Penalty on Corey Graham: Illegal Block Above the Waist, 8 yards",0.000,-0.380
3,10:07,1,10,CHI 8,6,16,Matt Forte left tackle for 7 yards (tackle by Peria Jerry),-0.380,-0.210
3,9:28,2,3,CHI 15,6,16,Matt Forte left tackle for 2 yards (tackle by Sean Weatherspoon),-0.210,-0.370
3,8:55,3,1,CHI 17,6,16,Matt Forte right end for 2 yards (tackle by William Moore),-0.370,0.150
3,8:10,1,10,CHI 19,6,16,Jay Cutler pass incomplete short left intended for Matt Forte,0.150,-0.390
3,8:05,2,10,CHI 19,6,16,Matt Forte left guard for 27 yards (tackle by Thomas DeCoud),-0.390,1.990
3,7:15,1,10,CHI 46,6,16,Jay Cutler pass complete short right to Devin Hester for 53 yards (tackle by Brent Grimes),1.990,6.970
,,,,,,,"CHI challenged the runner was down by contact ruling, and the play was upheld.",,
3,7:00,1,1,ATL 1,6,22,"Jay Cutler pass complete short left to Matt Spaeth for 1 yard, touchdown",6.970,7.000
3,7:00,,,ATL 2,6,23,Robbie Gould kicks extra point good,0.000,0.000
3,7:00,,,CHI 35,6,23,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
3,6:55,1,10,ATL 20,6,23,Matt Ryan pass incomplete short right intended for Michael Turner (defended by Nick Reed),0.280,-0.270
3,6:49,2,10,ATL 20,6,23,Matt Ryan pass complete short right to Roddy White for 7 yards (tackle by Tim Jennings),-0.270,-0.030
3,6:09,3,3,ATL 27,6,29,"Matt Ryan sacked for -11 yards. Matt Ryan fumbles, recovered by Brian Urlacher at ATL-12 and returned for 12 yards, touchdown",-0.030,-7.000
3,5:58,,,ATL 2,6,30,Robbie Gould kicks extra point good,0.000,0.000
3,5:58,,,CHI 35,6,30,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
3,5:58,1,10,ATL 20,6,30,Matt Ryan pass complete short left to Michael Turner for 20 yards (tackle by Brandon Meriweather),0.280,1.600
3,5:33,1,10,ATL 40,6,30,Michael Turner left end for 2 yards (tackle by Henry Melton),1.600,1.320
3,5:07,2,8,ATL 42,6,30,Matt Ryan pass complete deep left to Julio Jones for 32 yards (tackle by Charles Tillman and Brandon Meriweather),1.320,3.840
3,4:45,2,8,ATL 42,6,30,Timeout #2 by Chicago Bears,1.320,3.840
3,4:45,1,10,CHI 26,6,30,Matt Ryan pass complete short right to Roddy White for no gain,3.840,3.300
3,4:22,2,10,CHI 26,6,30,"Matt Ryan pass complete short middle to Roddy White for 8 yards (tackle by Lance Briggs). Penalty on Harry Douglas: Unnecessary Roughness, 15 yards",3.300,1.690
3,3:50,3,17,CHI 33,6,30,"Penalty on Joe Hawley: False Start, 5 yards (no play)",1.690,1.030
3,3:34,3,22,CHI 38,6,30,Matt Ryan pass incomplete short middle intended for Jason Snelling,1.030,0.720
3,3:29,4,22,CHI 38,6,30,Matthew Bosher punts 32 yards,0.720,0.380
3,3:20,1,10,CHI 6,6,30,Kahlil Bell right tackle for no gain (tackle by Curtis Lofton). Penalty on Tyler Clutts: Offensive Holding (Declined),-0.380,-0.780
3,2:59,2,10,CHI 6,6,30,Jay Cutler pass incomplete short right intended for Kahlil Bell,-0.780,-1.420
3,2:54,3,10,CHI 6,6,30,Jay Cutler pass incomplete deep right intended for Johnny Knox (defended by Brent Grimes),-1.420,-2.490
3,2:47,4,10,CHI 6,6,30,Adam Podlesh punts 51 yards,-2.490,-1.800
3,2:36,1,10,ATL 43,6,30,Matt Ryan pass incomplete short right intended for Roddy White,1.800,1.250
3,2:34,2,10,ATL 43,6,30,Matt Ryan pass complete short left to Tony Gonzalez for 8 yards (tackle by Charles Tillman and Brian Urlacher),1.250,1.620
3,1:54,3,2,CHI 49,6,30,Matt Ryan pass complete short right to Roddy White for 4 yards (tackle by Brian Urlacher),1.620,2.590
3,1:15,1,10,CHI 45,6,30,Matt Ryan sacked by Julius Peppers for -1 yards,2.590,1.910
3,0:32,2,11,CHI 46,6,30,Matt Ryan sacked by Amobi Okoye for -9 yards,1.910,0.040
3,0:10,3,20,ATL 45,6,30,Matt Ryan pass incomplete short left intended for Harry Douglas (defended by Charles Tillman),0.040,-0.390
Quarter,Time,Down,ToGo,Location,ATL,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,20,ATL 45,6,30,Matthew Bosher punts 45 yards,-0.390,0.380
4,14:50,1,10,CHI 10,6,30,Matt Forte left end for 6 yards (tackle by Curtis Lofton),-0.380,-0.230
4,14:03,2,4,CHI 16,6,30,Matt Forte right tackle for 6 yards (tackle by Curtis Lofton),-0.230,0.410
4,13:15,1,10,CHI 22,6,30,Jay Cutler pass complete short right to Roy Williams for 13 yards (tackle by Lawrence Sidbury),0.410,1.270
4,12:48,1,10,CHI 35,6,30,Jay Cutler pass complete short right to Johnny Knox for 17 yards (tackle by Thomas DeCoud),1.270,2.390
4,12:06,1,10,ATL 48,6,30,"Jay Cutler pass incomplete short middle intended for Johnny Knox. Penalty on Sean Weatherspoon: Defensive Pass Interference, 4 yards (no play)",2.390,2.650
4,12:02,1,10,ATL 44,6,30,Jay Cutler pass complete short middle to Matt Spaeth for 6 yards (tackle by Thomas DeCoud),2.650,2.920
4,11:15,1,10,ATL 44,6,30,Timeout #3 by Chicago Bears,2.650,2.920
4,11:15,2,4,ATL 38,6,30,Matt Forte right end for no gain (tackle by Sean Weatherspoon),2.920,2.210
4,10:35,3,4,ATL 38,12,30,"Jay Cutler pass incomplete short left intended for Earl Bennett is intercepted by Kroy Biermann at 50 and returned for 50 yards, touchdown",2.210,-7.000
4,10:23,,,,12,30,"Two Point Attempt: Matt Ryan, conversion fails",1.000,-1.000
4,10:23,,,ATL 35,12,30,"Matthew Bosher kicks off 65 yards, touchback",0.000,0.280
4,10:23,1,10,CHI 20,12,30,Kahlil Bell right tackle for 4 yards (tackle by Sean Weatherspoon),0.280,0.270
4,9:42,2,6,CHI 24,12,30,Kahlil Bell right end for -1 yards (tackle by Curtis Lofton),0.270,-0.560
4,8:59,3,7,CHI 23,12,30,"Jay Cutler pass complete short middle to Kahlil Bell for 19 yards (tackle by Thomas DeCoud). Penalty on J'Marcus Webb: Offensive Holding, 10 yards (no play)",-0.560,-2.190
4,8:24,3,17,CHI 13,12,30,Jay Cutler pass complete short right to Devin Hester for no gain,-2.190,-2.490
4,7:47,4,17,CHI 13,12,30,"Adam Podlesh punts 44 yards, returned by Eric Weems for 2 yards (tackle by Corey Graham)",-2.490,-1.930
4,7:38,1,10,ATL 45,12,30,Matt Ryan pass incomplete short right intended for Julio Jones,1.930,1.380
4,7:34,2,10,ATL 45,12,30,"Matt Ryan pass complete short middle to Jacquizz Rodgers for 3 yards (tackle by Lance Briggs). Penalty on Sam Baker: Offensive Holding, 10 yards (no play)",1.380,0.030
4,7:15,2,20,ATL 35,12,30,Matt Ryan pass complete short right to Jacquizz Rodgers for 10 yards (tackle by D.J. Moore),0.030,0.700
4,6:47,3,10,ATL 45,12,30,Matt Ryan sacked by Henry Melton for -10 yards,0.700,-1.040
4,6:13,4,20,ATL 35,12,30,"Matthew Bosher punts 37 yards, fair catch by Devin Hester",-1.040,-0.810
4,6:05,1,10,CHI 28,12,30,"Kahlil Bell left end for 6 yards (tackle by William Moore). Penalty on J'Marcus Webb: Offensive Holding, 10 yards",0.810,0.540
4,5:31,1,14,CHI 24,12,30,"Jay Cutler sacked by Vance Walker for -2 yards. Jay Cutler fumbles, recovered by Jay Cutler at CHI-22",0.540,-0.550
4,5:06,2,16,CHI 22,12,30,Kahlil Bell right end for 5 yards (tackle by Sean Weatherspoon and Kroy Biermann),-0.550,-0.560
4,4:59,3,11,CHI 27,12,30,Jay Cutler pass incomplete short middle intended for Devin Hester (defended by Sean Weatherspoon),-0.560,-1.570
4,4:55,4,11,CHI 27,12,30,"Adam Podlesh punts 47 yards, returned by Eric Weems for 7 yards (tackle by Winston Venable). Penalty on Jason Snelling: Illegal Block Above the Waist, 10 yards",-1.570,0.140
4,4:40,1,10,ATL 16,12,30,Matt Ryan pass complete deep right to Tony Gonzalez for 17 yards (tackle by Brian Urlacher and Chris Harris),-0.140,1.140
4,4:21,1,10,ATL 33,12,30,Matt Ryan pass incomplete short right intended for Roddy White,1.140,0.590
4,4:17,2,10,ATL 33,12,30,Matt Ryan pass complete short left to Julio Jones for 28 yards (tackle by Major Wright),0.590,2.980
4,4:09,1,10,CHI 39,12,30,Matt Ryan pass complete short middle to Jacquizz Rodgers for 8 yards (tackle by Brian Urlacher),2.980,3.520
4,3:46,2,2,CHI 31,12,30,Matt Ryan pass complete short right to Roddy White for 6 yards (tackle by Tim Jennings),3.520,3.910
4,3:29,1,10,CHI 25,12,30,"Penalty on Garrett Reynolds: False Start, 5 yards (no play)",3.910,3.580
4,3:28,1,15,CHI 30,12,30,Matt Ryan pass complete short middle to Jason Snelling for 10 yards (tackle by Lance Briggs and D.J. Moore),3.580,4.040
4,3:09,2,5,CHI 20,12,30,"Matt Ryan pass incomplete short right intended for Roddy White. Penalty on Tim Jennings: Illegal Use of Hands, 5 yards (no play)",4.040,4.580
4,3:04,1,10,CHI 15,12,30,Matt Ryan pass incomplete short middle intended for Harry Douglas (defended by D.J. Moore),4.580,3.950
4,3:00,2,10,CHI 15,12,30,Matt Ryan pass incomplete short middle intended for Jacquizz Rodgers,3.950,3.100
4,2:56,2,10,CHI 15,12,30,Timeout #2 by Atlanta Falcons,3.950,3.100
4,2:56,3,10,CHI 15,12,30,Matt Ryan pass incomplete short middle intended for Jacquizz Rodgers,3.100,2.440
4,2:51,4,10,CHI 15,12,30,Matt Ryan pass incomplete short right intended for Roddy White,2.440,0.220
4,2:42,1,10,CHI 15,12,30,Kahlil Bell right guard for 5 yards (tackle by Lawrence Sidbury),-0.220,0.080
4,2:00,2,5,CHI 20,12,30,Kahlil Bell left end for -3 yards (tackle by Stephen Nicholas),0.080,-1.120
4,1:11,3,8,CHI 17,12,30,Jay Cutler sacked by Lawrence Sidbury for -2 yards,-1.120,-2.440
4,1:11,4,10,CHI 15,12,30,"Penalty on Adam Podlesh: Delay of Game, 5 yards (no play)",-2.440,-2.490
4,0:22,4,15,CHI 10,12,30,"Adam Podlesh punts 41 yards, fair catch by Eric Weems",-2.490,-2.190
4,0:15,1,10,ATL 49,12,30,Matt Ryan pass complete short middle to Jacquizz Rodgers for 15 yards (tackle by Brian Urlacher),2.190,3.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
