Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
1,2:58,1,10,BUF 43,0,0,Joe Flacco pass complete deep right to Kamar Aiken for 16 yards (tackle by Ronald Darby),2.720,3.780
1,2:25,1,10,BUF 27,0,0,Terrance West left guard for 3 yards (tackle by Corey Graham),3.780,3.640
1,1:48,2,7,BUF 24,0,0,"Justin Forsett left guard for 4 yards (tackle by Corbin Bryant). Penalty on Marshal Yanda: Offensive Holding, 10 yards (no play)",3.640,2.290
1,1:22,2,17,BUF 34,0,0,Joe Flacco pass incomplete short left intended for Breshad Perriman (defended by Stephon Gilmore),2.290,1.620
1,1:18,3,17,BUF 34,0,0,Kyle Juszczyk right guard for 2 yards (tackle by Jerry Hughes and Zach Brown),1.620,1.240
1,0:41,4,15,BUF 32,0,3,Justin Tucker 50 yard field goal good,1.240,3.000
1,0:41,,,BAL 35,0,3,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
1,0:35,1,10,BUF 25,0,3,Tyrod Taylor pass complete short right to LeSean McCoy for 1 yard (tackle by Shareece Wright),0.610,0.200
1,0:04,2,9,BUF 26,0,3,LeSean McCoy left guard for 5 yards (tackle by Zach Orr),0.200,0.170
Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,BUF 31,0,3,Tyrod Taylor pass complete short left to Sammy Watkins for 5 yards,0.170,1.330
2,14:32,1,10,BUF 36,0,3,Tyrod Taylor pass incomplete deep right intended for Greg Salas,1.330,0.790
2,14:27,2,10,BUF 36,0,3,Tyrod Taylor pass complete short right to LeSean McCoy for 4 yards (tackle by Anthony Levine),0.790,0.630
2,13:42,3,6,BUF 40,0,3,Tyrod Taylor sacked by Timmy Jernigan for -4 yards,0.630,-0.980
2,13:07,4,10,BUF 36,0,3,"Colton Schmidt punts 49 yards, out of bounds",-0.980,0.220
2,12:59,1,10,BAL 15,0,3,Joe Flacco pass incomplete short middle intended for Kyle Juszczyk,-0.220,-0.710
2,12:54,2,10,BAL 15,0,3,Justin Forsett right tackle for 9 yards (tackle by Kyle Williams),-0.710,-0.270
2,12:19,3,1,BAL 24,0,3,Justin Forsett middle for 1 yard (tackle by Jerel Worthy and Lorenzo Alexander),-0.270,-0.270
2,11:32,3,1,BAL 24,0,3,Timeout #1 by Baltimore Ravens,-0.270,0.610
2,11:32,1,10,BAL 25,0,3,"Penalty on Marshal Yanda: False Start, 5 yards (no play)",0.610,0.280
2,11:32,1,15,BAL 20,0,3,Terrance West right end for 10 yards (tackle by Lerentee McCray),0.280,0.740
2,10:57,2,5,BAL 30,0,3,Joe Flacco pass complete short middle to Steve Smith for 4 yards (tackle by Preston Brown),0.740,0.560
2,10:22,3,1,BAL 34,0,9,"Joe Flacco pass complete deep middle to Mike Wallace for 66 yards, touchdown",0.560,7.000
2,10:22,,,BUF 34,0,10,"Justin Tucker kicks extra point good. Penalty on Ronald Darby: Unnecessary Roughness, 15 yards",0.000,0.000
2,10:22,,,BAL 50,0,10,"Justin Tucker kicks off 50 yards, touchback",0.000,-0.610
2,10:11,1,10,BUF 25,0,10,LeSean McCoy right guard for 16 yards (tackle by Shareece Wright),0.610,1.660
2,9:39,1,10,BUF 41,0,10,LeSean McCoy left tackle for 8 yards (tackle by Shareece Wright),1.660,2.200
2,8:57,2,2,BUF 49,0,10,"Tyrod Taylor pass incomplete short right intended for Charles Clay. Penalty on Glenn Gronkowski: Offensive Holding, 10 yards (no play)",2.200,0.850
2,8:50,2,12,BUF 39,0,10,Tyrod Taylor pass complete short middle to Sammy Watkins for 8 yards (tackle by Shareece Wright),0.850,1.220
2,8:03,3,4,BUF 47,0,10,Tyrod Taylor pass complete short left to Robert Woods for 6 yards,1.220,2.460
2,7:32,1,10,BAL 47,0,10,LeSean McCoy left end for 13 yards (tackle by Eric Weddle),2.460,3.310
2,6:50,1,10,BAL 34,0,10,Tyrod Taylor pass incomplete short right intended for Reggie Bush,3.310,2.770
2,6:44,2,10,BAL 34,0,10,Reggie Bush left tackle for -3 yards (tackle by Lawrence Guy),2.770,1.690
2,5:57,3,13,BAL 37,0,10,Tyrod Taylor pass complete deep middle to Charles Clay for 33 yards (tackle by Shareece Wright),1.690,6.280
2,5:06,1,4,BAL 4,0,10,LeSean McCoy left guard for 3 yards (tackle by Terrell Suggs),6.280,5.910
2,4:33,2,1,BAL 1,0,10,LeSean McCoy left tackle for no gain (tackle by Albert McClellan),5.910,5.170
,,,,,,,"BUF challenged the runner broke the plane ruling, and the play was upheld.",,
2,3:57,3,1,BAL 1,0,10,Tyrod Taylor middle for no gain (tackle by Brent Urban and Michael Pierce),5.170,5.170
2,3:06,3,1,BAL 1,0,10,Timeout #2 by Buffalo Bills,5.170,3.550
2,3:06,4,1,BAL 1,6,10,"LeSean McCoy left guard for 1 yard, touchdown",3.550,7.000
2,3:06,,,BAL 1,7,10,Dan Carpenter kicks extra point good,0.000,0.000
2,3:06,,,BUF 35,7,10,"Jordan Gay kicks off 65 yards, returned by Devin Hester for 23 yards (tackle by Ramon Humber)",0.000,-0.480
2,2:56,1,10,BAL 23,7,10,Joe Flacco pass incomplete short middle intended for Mike Wallace,0.480,-0.070
2,2:52,2,10,BAL 23,7,10,Justin Forsett right tackle for 5 yards (tackle by Zach Brown),-0.070,-0.100
2,2:07,3,5,BAL 28,7,10,Joe Flacco pass complete short middle to Justin Forsett for 10 yards (tackle by Stephon Gilmore),-0.100,1.470
2,1:58,1,10,BAL 38,7,10,Joe Flacco pass complete short middle to Steve Smith for 6 yards (tackle by Aaron Williams),1.470,1.730
2,1:33,2,4,BAL 44,7,10,Justin Forsett right guard for 3 yards (tackle by Jerry Hughes),1.730,1.420
2,0:57,3,1,BAL 47,7,10,Joe Flacco pass complete short right to Dennis Pitta for 7 yards (tackle by Preston Brown),1.420,1.420
2,0:51,3,1,BAL 47,7,10,Timeout #2 by Baltimore Ravens,1.420,2.520
2,0:51,1,10,BUF 46,7,10,Joe Flacco pass incomplete short left intended for Dennis Pitta,2.520,1.980
2,0:46,2,10,BUF 46,7,10,Joe Flacco pass incomplete short right intended for Mike Wallace (defended by Ronald Darby),1.980,1.290
2,0:42,3,10,BUF 46,7,10,Joe Flacco sacked by Jerry Hughes for -10 yards,1.290,-0.460
Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,7,10,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,BUF 25,7,10,LeSean McCoy left tackle for 4 yards (tackle by Shareece Wright),0.610,0.600
3,14:24,2,6,BUF 29,7,10,LeSean McCoy right tackle for 6 yards (tackle by Zach Orr),0.600,1.270
3,13:45,1,10,BUF 35,7,10,Tyrod Taylor pass complete deep left to Sammy Watkins for 19 yards (tackle by C.J. Mosley),1.270,2.520
3,13:01,1,10,BAL 46,7,10,Tyrod Taylor pass complete short right to Robert Woods for 4 yards,2.520,2.520
3,12:21,2,6,BAL 42,7,10,Reggie Bush left guard for 5 yards (tackle by Za'Darius Smith),2.520,2.480
3,11:36,3,1,BAL 37,7,10,LeSean McCoy right tackle for no gain (tackle by Zach Orr),2.480,0.790
3,10:53,4,1,BAL 37,7,10,"Tyrod Taylor for 6 yards. Penalty on Jimmy Smith: Defensive Holding, 5 yards",0.790,3.840
3,10:19,1,10,BAL 26,7,10,Tyrod Taylor pass incomplete short right intended for Robert Woods,3.840,3.300
3,10:13,2,10,BAL 26,7,10,Reggie Bush right end for -6 yards (tackle by Albert McClellan),3.300,3.300
3,9:26,2,10,BAL 26,7,10,Timeout #1 by Buffalo Bills,3.300,1.820
3,9:26,3,16,BAL 32,7,10,Tyrod Taylor pass complete short left to Robert Woods for 1 yard (tackle by Tavon Young),1.820,1.320
3,8:43,4,15,BAL 31,7,10,Dan Carpenter 49 yard field goal no good,1.320,-1.530
3,8:37,1,10,BAL 39,7,10,Joe Flacco pass incomplete short right intended for Steve Smith (defended by Ronald Darby),1.530,0.990
3,8:33,2,10,BAL 39,7,10,Justin Forsett left guard for 8 yards (tackle by Jonathan Meeks and Zach Brown),0.990,1.360
3,7:49,3,2,BAL 47,7,10,Joe Flacco pass incomplete short left intended for Chris Moore,1.360,-0.260
3,7:43,4,2,BAL 47,7,10,"Sam Koch punts 46 yards, returned by Brandon Tate for 21 yards (tackle by Morgan Cox)",-0.260,-0.810
3,7:32,1,10,BUF 28,7,10,LeSean McCoy right guard for no gain (tackle by Michael Pierce),0.810,0.260
3,6:53,2,10,BUF 28,7,10,Tyrod Taylor pass complete short left to Sammy Watkins for 11 yards (tackle by Jimmy Smith),0.260,1.530
3,6:19,1,10,BUF 39,7,10,LeSean McCoy right guard for 4 yards (tackle by Eric Weddle),1.530,1.530
3,5:39,2,6,BUF 43,7,10,Tyrod Taylor middle for 4 yards (tackle by C.J. Mosley and Matt Judon),1.530,1.360
3,4:53,3,2,BUF 47,7,10,Tyrod Taylor left end for -2 yards (tackle by Shareece Wright),1.360,-0.390
3,4:18,4,4,BUF 45,7,10,"Colton Schmidt punts 46 yards, fair catch by Devin Hester",-0.390,0.380
3,4:09,1,10,BAL 9,7,10,Justin Forsett left guard for -2 yards (tackle by Kyle Williams),-0.380,-0.930
3,3:41,2,12,BAL 7,7,10,"Joe Flacco pass complete short left to Justin Forsett for no gain. Penalty on Nickell Robey-Coleman: Unnecessary Roughness, 15 yards (no play)",-0.930,0.410
3,3:25,1,10,BAL 22,7,10,Joe Flacco pass complete short middle to Kyle Juszczyk for 12 yards (tackle by Preston Brown),0.410,1.200
3,2:45,1,10,BAL 34,7,10,"Joe Flacco pass incomplete deep middle intended for Kamar Aiken. Penalty on Jerry Hughes: Roughing the Passer, 15 yards (no play)",1.200,2.190
3,2:39,1,10,BAL 49,7,10,Joe Flacco pass complete short middle to Terrance West for 6 yards,2.190,2.460
3,1:53,2,4,BUF 45,7,10,Joe Flacco pass complete short right to Kamar Aiken for -2 yards (tackle by Aaron Williams),2.460,1.490
3,1:10,3,6,BUF 47,7,10,Joe Flacco pass complete short left to Dennis Pitta for 5 yards,1.490,0.460
3,0:46,4,1,BUF 42,7,10,Joe Flacco pass complete short right to Terrance West for no gain,0.460,-1.730
3,0:36,1,10,BUF 42,7,10,Tyrod Taylor pass incomplete short right intended for Nick O'Leary,1.730,1.190
3,0:31,2,10,BUF 42,7,10,LeSean McCoy right guard for 2 yards (tackle by Eric Weddle),1.190,0.760
Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,BUF 44,7,10,Tyrod Taylor pass complete short left to Charles Clay for 7 yards (tackle by Shareece Wright),0.760,0.000
4,14:19,4,1,BAL 49,7,10,"Colton Schmidt punts 49 yards, touchback. Penalty on Garrison Sanborn: Offensive Holding, 10 yards",0.000,-0.940
4,14:12,1,10,BAL 30,7,10,Joe Flacco pass incomplete short right intended for Steve Smith,0.940,0.390
4,14:06,2,10,BAL 30,7,10,Terrance West right tackle for no gain (tackle by Preston Brown),0.390,-0.300
4,13:26,3,10,BAL 30,7,10,Joe Flacco sacked by Jerry Hughes for -8 yards,-0.300,-1.900
4,12:59,4,18,BAL 22,7,10,"Sam Koch punts 43 yards, fair catch by Reggie Bush",-1.900,-1.270
4,12:51,1,10,BUF 35,7,10,LeSean McCoy right guard for 3 yards (tackle by Brandon Williams),1.270,1.130
4,12:15,2,7,BUF 38,7,10,Tyrod Taylor pass incomplete short left intended for Sammy Watkins,1.130,1.130
4,12:06,2,7,BUF 38,7,10,Timeout #2 by Buffalo Bills,1.130,0.430
4,12:06,3,7,BUF 38,7,10,Tyrod Taylor for 3 yards (tackle by Zach Orr). Penalty on BUF: Illegal Formation (Declined),0.430,-0.650
4,11:46,4,4,BUF 41,7,10,"Colton Schmidt punts 37 yards, out of bounds",-0.650,-0.410
4,11:38,1,10,BAL 22,7,10,Joe Flacco pass incomplete short middle intended for Steve Smith,0.410,-0.130
4,11:32,2,10,BAL 22,7,10,Joe Flacco pass complete short right to Chris Moore for 13 yards (tackle by Ronald Darby),-0.130,1.270
4,11:03,1,10,BAL 35,7,10,Justin Forsett right tackle for 4 yards (tackle by Ronald Darby),1.270,1.260
4,10:32,2,6,BAL 39,7,10,Joe Flacco pass complete short right to Mike Wallace for 9 yards (tackle by Ronald Darby),1.260,2.130
4,9:59,1,10,BAL 48,7,10,Terrance West left guard for 2 yards (tackle by Jerel Worthy and Zach Brown),2.130,1.850
4,9:30,2,8,BAL 50,7,10,Joe Flacco pass complete deep middle to Dennis Pitta for 27 yards (tackle by Zach Brown),1.850,4.040
4,9:02,1,10,BUF 23,7,10,Terrance West right tackle for 2 yards (tackle by Kyle Williams),4.040,3.770
4,8:22,2,8,BUF 21,7,10,Joe Flacco pass incomplete deep right intended for Mike Wallace,3.770,3.070
4,8:16,3,8,BUF 21,7,10,Joe Flacco sacked by Leger Douzable for -6 yards,3.070,1.670
4,7:43,4,14,BUF 27,7,10,"Justin Tucker 45 yard field goal good. Penalty on Jerel Worthy: Leverage, 14 yards (no play)",1.670,4.710
4,7:38,1,10,BUF 13,7,10,Joe Flacco pass complete short left to Steve Smith for no gain,4.710,4.050
4,7:00,2,10,BUF 13,7,10,Terrance West right guard for 3 yards (tackle by Zach Brown),4.050,3.650
4,6:25,3,7,BUF 10,7,10,Joe Flacco sacked by Lorenzo Alexander and Leger Douzable for -9 yards,3.650,2.180
4,5:42,4,16,BUF 19,7,13,Justin Tucker 37 yard field goal good,2.180,3.000
4,,,,BAL 35,7,13,"Justin Tucker kicks off 56 yards, returned by Nick O'Leary for 13 yards (tackle by Kendrick Lewis)",,
4,5:35,1,10,BUF 22,7,13,Tyrod Taylor pass incomplete deep middle intended for Sammy Watkins (defended by Jimmy Smith),0.410,-0.130
4,5:27,2,10,BUF 22,7,13,"Penalty on Tyrod Taylor: Delay of Game, 5 yards (no play)",-0.130,-0.940
4,5:27,2,15,BUF 17,7,13,Tyrod Taylor pass complete short left to Robert Woods for 9 yards (tackle by Shareece Wright),-0.940,-0.290
4,4:53,3,6,BUF 26,7,13,Tyrod Taylor sacked by Terrell Suggs for -12 yards. Penalty on Eric Wood: Offensive Holding (Declined),-0.290,-2.470
4,4:43,4,18,BUF 14,7,13,"Colton Schmidt punts 43 yards, returned by Devin Hester for -7 yards (tackle by Corey Graham)",-2.470,-1.330
4,4:29,1,10,BAL 36,7,13,Terrance West left tackle for -1 yards (tackle by Lorenzo Alexander),1.330,0.660
4,3:55,2,11,BAL 35,7,13,Mike Wallace right end for 11 yards (tackle by Aaron Williams),0.660,0.660
4,3:09,2,11,BAL 35,7,13,Timeout #1 by Baltimore Ravens,0.660,1.990
4,3:09,1,10,BAL 46,7,13,Terrance West left guard for 2 yards (tackle by Corbin Bryant and Kyle Williams),1.990,1.720
4,2:26,2,8,BAL 48,7,13,Justin Forsett right end for 7 yards (tackle by Zach Brown),1.720,1.950
,,,,,,,"BAL challenged the short of the line to gain ruling, and the play was upheld.",,
4,2:00,3,1,BUF 45,7,13,Terrance West middle for 3 yards (tackle by Preston Brown),1.950,1.950
4,1:48,3,1,BUF 45,7,13,Timeout #3 by Buffalo Bills,1.950,2.790
4,1:46,1,10,BUF 42,7,13,Joe Flacco kneels for -1 yards,2.790,2.110
4,1:08,2,11,BUF 43,7,13,Joe Flacco kneels for -1 yards,2.110,1.290
4,0:39,3,12,BUF 44,7,13,Joe Flacco kneels for -1 yards,1.290,0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
