Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA
2,8:14,1,10,HOU 39,7,3,David Carr pass complete to Corey Bradford for -1 yards (tackle by Nick Harper),1.530,0.850
2,7:36,2,11,HOU 38,7,3,Domanick Williams up the middle for 19 yards (tackle by Nick Harper and Idrees Bashir),0.850,2.720
2,6:50,1,10,IND 43,7,3,David Carr pass complete to Andre Johnson for 2 yards (tackle by Nick Harper),2.720,2.450
2,6:07,2,8,IND 41,7,3,David Carr pass complete to Jabar Gaffney for 13 yards (tackle by Walt Harris),2.450,3.710
2,5:34,1,10,IND 28,7,3,Domanick Williams right tackle for 27 yards (tackle by Nick Harper and Mike Doss),3.710,6.970
2,5:01,1,1,IND 1,13,3,"David Carr pass complete to Billy Miller for 1 yard, touchdown",6.970,7.000
2,,,,IND 2,14,3,Kris Brown kicks extra point good,0.000,0.000
2,,,,HOU 30,14,3,"Kris Brown kicks off 54 yards, returned by Detron Smith for 15 yards (tackle by Jimmy McClain)",0.000,1.000
2,4:51,1,10,IND 31,14,3,Peyton Manning pass complete to Marvin Harrison for 10 yards (tackle by Aaron Glenn),1.000,1.660
2,4:05,1,10,IND 41,14,3,Peyton Manning pass incomplete intended for Brandon Stokley,1.660,1.120
2,4:02,2,10,IND 41,14,3,Peyton Manning pass complete to Marvin Harrison for 37 yards (tackle by Marcus Coleman). Penalty on Kenny Wright: Illegal Use of Hands (Declined),1.120,4.110
2,3:37,1,10,HOU 22,14,3,Peyton Manning pass complete to Reggie Wayne for 12 yards (tackle by Marcus Coleman),4.110,4.910
2,2:47,1,10,HOU 10,14,3,"Edgerrin James left end for -1 yards (tackle by Eric Brown and Marcus Coleman). Penalty on Marcus Coleman: Face Mask (15 Yards), 6 yards",4.910,6.060
2,2:17,,,,14,3,Timeout #1 by Indianapolis Colts,0.000,6.060
2,2:17,1,5,HOU 5,14,3,Edgerrin James up the middle for 4 yards (tackle by Jay Foreman and Eric Brown),6.060,5.910
2,2:00,2,1,HOU 1,14,9,"Peyton Manning pass complete to Marcus Pollard for 1 yard, touchdown",5.910,7.000
2,,,,HOU 2,14,10,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,14,10,"Mike Vanderjagt kicks off 57 yards, returned by J.J. Moses for 23 yards (tackle by Jason Doering)",0.000,1.330
2,1:50,1,10,HOU 36,14,10,Domanick Williams right tackle for 2 yards (tackle by Larry Tripplett),1.330,1.060
2,1:04,2,8,HOU 38,14,10,"Domanick Williams right tackle for -7 yards (tackle by Montae Reagor). Domanick Williams fumbles (forced by Montae Reagor), recovered by Raheem Brock at HOU-31 and returned for 8 yards (tackle by Tony Banks)",1.060,-4.040
2,0:57,1,10,HOU 23,14,10,Peyton Manning pass complete to Marvin Harrison for 6 yards (tackle by Jamie Sharper),4.040,4.380
2,0:33,,,,14,10,Timeout #2 by Houston Texans,0.000,4.380
2,0:33,2,4,HOU 17,14,10,"Peyton Manning pass incomplete intended for Brandon Stokley (defended by Marlon McCree). Penalty on Marlon McCree: Defensive Pass Interference, 16 yards (no play)",4.380,6.970
2,0:29,1,1,HOU 1,14,10,Edgerrin James up the middle for -1 yards (tackle by Jamie Sharper and Jay Foreman),6.970,5.720
2,0:23,,,,14,10,Timeout #2 by Indianapolis Colts,0.000,5.720
2,0:21,2,2,HOU 2,14,10,Edgerrin James left end for no gain (tackle by Steve Martin),5.720,4.950
2,0:18,,,,14,10,Timeout #3 by Indianapolis Colts,0.000,0.000
2,0:18,,,,14,10,Timeout #3 by Houston Texans,0.000,4.950
2,0:18,3,2,HOU 2,14,16,"Peyton Manning pass complete to Reggie Wayne for 2 yards, touchdown",4.950,7.000
2,,,,HOU 2,14,17,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,14,17,"Mike Vanderjagt kicks off 50 yards, returned by Moran Norris for 16 yards (tackle by Robert Mathis)",0.000,1.330
2,0:10,1,10,HOU 36,14,17,"Penalty on Zach Wiegert: False Start, 5 yards (no play)",1.330,1.000
2,0:10,1,15,HOU 31,14,17,Domanick Williams up the middle for -1 yards (tackle by Raheem Brock),1.000,-0.020
Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,14,17,"Kris Brown kicks off 47 yards, returned by Marcus Pollard for 9 yards (tackle by Kenny Wright)",0.000,1.070
3,14:54,1,10,IND 32,14,17,Edgerrin James right end for 11 yards (tackle by Jerry DeLoach and Jamie Sharper),1.070,1.800
3,14:11,1,10,IND 43,14,23,"Peyton Manning pass complete to Reggie Wayne for 57 yards, touchdown",1.800,7.000
3,,,,HOU 2,14,24,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,14,24,"Mike Vanderjagt kicks off 55 yards, returned by J.J. Moses for 11 yards (tackle by Donald Strickland)",0.000,0.670
3,13:56,1,10,HOU 26,14,24,Domanick Williams up the middle for 5 yards (tackle by Dwight Freeney),0.670,0.810
3,13:21,2,5,HOU 31,14,24,Domanick Williams right end for 6 yards (tackle by Marcus Washington),0.810,1.400
3,12:51,1,10,HOU 37,14,24,Tony Banks pass complete to Domanick Williams for 7 yards (tackle by David Thornton),1.400,1.800
3,12:10,2,3,HOU 44,14,24,Stacey Mack up the middle for 3 yards (tackle by Mike Doss),1.800,2.060
3,11:31,1,10,HOU 47,14,24,Tony Banks up the middle for 7 yards (tackle by Rob Morris),2.060,2.460
3,10:55,2,3,IND 46,14,24,"Penalty on Jabari Holloway: False Start, 5 yards (no play)",2.460,1.790
3,10:30,2,8,HOU 49,14,24,Tony Banks pass incomplete intended for Jabar Gaffney,1.790,1.090
3,10:26,3,8,HOU 49,14,24,Tony Banks pass incomplete intended for Andre Johnson,1.090,-0.130
3,10:22,4,8,HOU 49,14,24,"Chad Stanley punts 43 yards, fair catch by Brad Pyatt",-0.130,0.380
3,10:15,1,10,IND 8,14,24,Peyton Manning pass complete to Marvin Harrison for 9 yards (tackle by Kenny Wright),-0.380,0.050
3,9:35,2,1,IND 17,14,24,Peyton Manning pass complete to Marvin Harrison for 16 yards (tackle by Eric Brown),0.050,1.140
3,8:54,1,10,IND 33,14,24,Peyton Manning pass complete to Reggie Wayne for 18 yards (tackle by Marcus Coleman),1.140,2.320
3,8:25,1,10,HOU 49,14,24,Edgerrin James left tackle for 4 yards (tackle by Junior Ioane and Jay Foreman),2.320,2.320
3,7:50,2,6,HOU 45,14,24,Peyton Manning pass incomplete intended for Marvin Harrison,2.320,1.620
3,7:46,3,6,HOU 45,14,24,Peyton Manning pass complete to Marcus Pollard for 16 yards (tackle by Marlon McCree),1.620,3.640
3,6:57,1,10,HOU 29,14,24,Peyton Manning pass complete to Marcus Pollard for 5 yards (tackle by Jay Foreman),3.640,3.780
3,6:16,2,5,HOU 24,14,24,Peyton Manning pass complete to Marvin Harrison for 8 yards (tackle by Antwan Peek),3.780,4.510
3,5:30,1,10,HOU 16,14,24,Peyton Manning pass incomplete intended for Troy Walters,4.510,3.900
3,5:25,2,10,HOU 16,14,24,Edgerrin James left guard for 5 yards (tackle by Jerry DeLoach),3.900,3.940
3,4:42,3,5,HOU 11,14,24,Peyton Manning pass incomplete intended for Troy Walters,3.940,2.750
3,4:38,4,5,HOU 11,14,27,Mike Vanderjagt 29 yard field goal good,2.750,3.000
3,,,,IND 30,14,27,"Mike Vanderjagt kicks off 61 yards, returned by J.J. Moses for 25 yards (tackle by Donald Strickland)",0.000,1.200
3,4:29,1,10,HOU 34,14,27,Tony Banks pass complete to Billy Miller for 6 yards (tackle by David Thornton),1.200,1.470
3,3:47,2,4,HOU 40,14,27,Tony Banks pass complete to Andre Johnson for 10 yards (tackle by Nick Harper),1.470,2.260
3,3:12,1,10,IND 50,14,27,Domanick Williams up the middle for 2 yards (tackle by Josh Williams),2.260,1.980
3,2:31,2,8,IND 48,14,27,Domanick Williams up the middle for 16 yards (tackle by Nick Harper and Idrees Bashir),1.980,3.450
3,1:47,1,10,IND 32,14,27,Tony Banks pass complete to Billy Miller for 5 yards (tackle by Mike Doss),3.450,3.580
3,1:04,2,5,IND 27,14,27,Domanick Williams up the middle for 2 yards (tackle by Rob Morris),3.580,3.140
3,0:24,3,3,IND 25,14,27,Tony Banks pass incomplete intended for Corey Bradford (defended by Walt Harris),3.140,1.900
3,0:20,4,3,IND 25,14,27,Chad Stanley left end for 12 yards (tackle by Nick Harper),1.900,4.710
Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 13,14,27,"Domanick Williams right end for no gain (tackle by David Thornton). Penalty on David Thornton: Unnecessary Roughness, 7 yards",4.710,5.830
4,14:37,1,6,IND 6,14,27,Domanick Williams up the middle for 3 yards (tackle by Marcus Washington),5.830,5.530
4,13:54,2,3,IND 3,14,27,"Domanick Williams up the middle for 2 yards (tackle by Mike Doss). Domanick Williams fumbles (forced by Mike Doss), recovered by Domanick Williams at IND-4. Penalty on Montae Reagor: Defensive Offside, 1 yards (no play)",5.530,5.720
4,13:54,2,2,IND 2,14,27,Domanick Williams up the middle for no gain (tackle by Mike Doss and Larry Tripplett),5.720,4.950
4,12:34,3,2,IND 2,20,27,"Domanick Williams left tackle for 2 yards, touchdown",4.950,7.000
4,,,,IND 2,21,27,Kris Brown kicks extra point good,0.000,0.000
4,,,,HOU 30,21,27,"Kris Brown kicks off 64 yards, returned by Brad Pyatt for 22 yards (tackle by Moran Norris)",0.000,0.810
4,12:25,1,10,IND 28,21,27,Edgerrin James right end for 12 yards (tackle by Corey Sears and Eric Brown),0.810,1.600
4,11:40,1,10,IND 40,21,27,Edgerrin James for 13 yards (tackle by Marcus Coleman),1.600,2.460
4,11:11,1,10,HOU 47,21,27,Peyton Manning for 3 yards (tackle by Antwan Peek),2.460,2.320
4,10:34,2,7,HOU 44,21,27,Edgerrin James left tackle for 6 yards (tackle by Jay Foreman and Junior Ioane),2.320,2.410
4,9:48,3,1,HOU 38,21,27,Edgerrin James up the middle for 2 yards (tackle by Kailee Wong and Jay Foreman),2.410,3.180
4,9:03,1,10,HOU 36,21,27,Edgerrin James right end for 10 yards (tackle by Kailee Wong),3.180,3.840
4,8:16,1,10,HOU 26,21,27,Edgerrin James right tackle for 4 yards (tackle by Jamie Sharper),3.840,3.840
4,7:33,2,6,HOU 22,21,27,Peyton Manning pass incomplete intended for Reggie Wayne,3.840,3.140
4,7:27,,,,21,27,Timeout #1 by Indianapolis Colts,0.000,3.140
4,7:27,3,6,HOU 22,21,27,Dominic Rhodes left end for 13 yards (tackle by Eric Brown),3.140,5.140
4,6:56,1,9,HOU 9,21,27,Dominic Rhodes up the middle for 1 yard (tackle by Corey Sears and Jerry DeLoach),5.140,4.570
4,6:10,2,8,HOU 8,21,27,Peyton Manning pass complete to Troy Walters for 3 yards (tackle by Jay Foreman),4.570,4.260
4,5:28,3,5,HOU 5,21,27,Peyton Manning pass incomplete intended for Troy Walters,4.260,3.010
4,5:19,4,5,HOU 5,21,30,Mike Vanderjagt 22 yard field goal good,3.010,3.000
4,,,,IND 30,21,30,"Mike Vanderjagt kicks off 67 yards, returned by J.J. Moses for 12 yards (tackle by Robert Mathis)",0.000,-0.220
4,5:12,1,10,HOU 15,21,30,Domanick Williams left guard for 1 yard (tackle by Raheem Brock and Montae Reagor),-0.220,-0.580
4,4:35,2,9,HOU 16,21,30,Tony Banks pass complete to Domanick Williams for 4 yards (tackle by Gary Brackett),-0.580,-0.760
4,3:54,3,5,HOU 20,21,30,Tony Banks pass complete to Domanick Williams for 1 yard (tackle by Nick Harper). Penalty on Chester Pitts: Offensive Holding (Declined),-0.760,-1.960
4,3:47,4,4,HOU 21,21,30,"Chad Stanley punts 49 yards, fair catch by Brad Pyatt",-1.960,-0.940
4,3:37,1,10,IND 30,21,30,Edgerrin James right end for 3 yards (tackle by Corey Sears),0.940,0.800
4,3:30,,,,21,30,Timeout #1 by Houston Texans,0.000,0.800
4,3:30,2,7,IND 33,21,30,Edgerrin James left end for 2 yards (tackle by Jay Foreman),0.800,0.370
4,3:23,,,,21,30,Timeout #2 by Houston Texans,0.000,0.370
4,3:23,3,5,IND 35,21,30,Peyton Manning pass complete to Reggie Wayne for 6 yards (tackle by Eric Brown),0.370,1.660
4,3:04,,,,21,30,Timeout #3 by Houston Texans,0.000,1.660
4,3:04,1,10,IND 41,21,30,Edgerrin James up the middle for 3 yards (tackle by Jay Foreman),1.660,1.530
4,2:17,2,7,IND 44,21,30,Edgerrin James right end for 3 yards (tackle by Corey Sears and Steve Martin),1.530,1.220
4,2:00,3,4,IND 47,21,30,Peyton Manning pass complete to Reggie Wayne for 1 yard (tackle by Junior Ioane),1.220,-0.190
4,1:15,4,3,IND 48,21,30,Hunter Smith punts 26 yards,-0.190,-0.670
4,1:08,1,10,HOU 26,21,30,Tony Banks sacked by Dwight Freeney for -10 yards,0.670,-1.370
4,0:40,2,20,HOU 16,21,30,Tony Banks pass complete to Domanick Williams for 8 yards (tackle by Donald Strickland),-1.370,-0.820
4,0:20,3,12,HOU 24,21,30,Tony Banks pass complete to Jabar Gaffney for 21 yards (tackle by Donald Strickland),-0.820,1.930
4,0:03,1,10,HOU 45,21,30,Tony Banks spiked the ball,1.930,1.380
4,0:03,2,10,HOU 45,21,30,"Penalty on Greg Randall: False Start, 5 yards (no play)",1.380,0.710
4,0:03,2,15,HOU 40,21,30,Tony Banks pass incomplete intended for Corey Bradford is intercepted by Idrees Bashir at IND-9,0.710,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
