Quarter,Time,Down,ToGo,Location,MIA,DET,Detail,EPB,EPA
2,5:30,1,10,MIA 31,0,10,Matthew Stafford pass incomplete deep right intended for Calvin Johnson is intercepted by Brent Grimes at MIA--1,3.510,-0.280
2,5:22,1,10,MIA 20,0,10,Ryan Tannehill pass incomplete short middle intended for Mike Wallace (defended by Ashlee Palmer),0.280,-0.270
2,5:16,2,10,MIA 20,0,10,Damian Williams left end for 6 yards (tackle by James Ihedigbo),-0.270,-0.160
2,4:35,3,4,MIA 26,0,10,Ryan Tannehill pass complete short left to Damian Williams for 9 yards,-0.160,1.270
2,4:05,1,10,MIA 35,0,10,Ryan Tannehill pass complete short left to Charles Clay for 5 yards (tackle by Darryl Tapp),1.270,1.400
2,3:29,2,5,MIA 40,0,10,Ryan Tannehill pass complete short right to Rishard Matthews for 14 yards (tackle by Darius Slay and Tahir Whitehead),1.400,2.520
2,2:49,1,10,DET 46,0,10,Damian Williams up the middle for 1 yard (tackle by Devin Taylor),2.520,2.110
2,2:13,2,9,DET 45,0,10,Ryan Tannehill pass complete short right to Mike Wallace for 14 yards,2.110,3.510
2,2:00,1,10,DET 31,0,10,Ryan Tannehill pass complete short middle to Lamar Miller for -4 yards (tackle by James Ihedigbo),3.510,2.430
2,1:28,2,14,DET 35,0,10,Ryan Tannehill pass complete short middle to Jarvis Landry for 11 yards (tackle by James Ihedigbo),2.430,2.430
2,1:28,2,14,DET 35,0,10,Timeout #1 by Detroit Lions,2.430,3.200
2,1:16,3,3,DET 24,0,10,"Ryan Tannehill up the middle for 3 yards (tackle by George Johnson). Penalty on Ndamukong Suh: Face Mask (15 Yards), 10 yards",3.200,4.840
2,1:09,1,10,DET 11,0,10,Ryan Tannehill pass complete short middle to Jarvis Landry for 6 yards (tackle by Glover Quin),4.840,5.280
2,0:46,2,4,DET 5,0,10,Ryan Tannehill pass complete short left to Charles Clay for no gain,5.280,5.280
2,0:24,2,4,DET 5,0,10,Timeout #2 by Miami Dolphins,5.280,4.440
2,0:24,3,4,DET 5,0,10,Ryan Tannehill pass incomplete short middle intended for Charles Clay (defended by DeAndre Levy),4.440,3.010
2,0:17,4,4,DET 5,3,10,Caleb Sturgis 23 yard field goal good,3.010,3.000
2,0:17,,,MIA 35,3,10,"Caleb Sturgis kicks off 69 yards, returned by Jeremy Ross for 21 yards (tackle by Jordan Kovacs)",0.000,0.060
2,0:08,1,10,DET 17,3,10,Matthew Stafford kneels for -1 yards,-0.060,-0.730
Quarter,Time,Down,ToGo,Location,MIA,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,3,10,"Sam Martin kicks off 69 yards, returned by Jarvis Landry for 46 yards",0.000,-1.730
3,14:51,1,10,MIA 42,3,10,Ryan Tannehill pass complete short right to Brian Hartline for 12 yards (tackle by James Ihedigbo and Darius Slay),1.730,2.520
3,14:20,1,10,DET 46,3,10,"Daniel Thomas left tackle for 1 yard (tackle by Ezekiel Ansah). Daniel Thomas fumbles (forced by Ezekiel Ansah), recovered by Josh Bynes at DET-44. Penalty on Ja'Wuan James: Offensive Holding (Declined)",2.520,-1.860
3,14:14,1,10,DET 44,3,10,Joique Bell up the middle for 6 yards (tackle by Jelani Jenkins),1.860,2.130
3,13:43,2,4,,3,10,Matthew Stafford pass complete short right to Calvin Johnson for 6 yards (tackle by Brent Grimes),2.130,2.650
3,13:04,1,10,MIA 44,3,10,Matthew Stafford sacked by Jelani Jenkins for -10 yards,2.650,0.760
3,12:19,2,20,DET 46,3,10,Reggie Bush up the middle for 1 yard (tackle by Dion Jordan),0.760,0.230
3,11:34,3,19,DET 47,3,10,Matthew Stafford pass incomplete deep left intended for Calvin Johnson (defended by Cortland Finnegan),0.230,-0.260
3,11:25,4,19,DET 47,3,10,"Sam Martin punts 30 yards, returned by Jarvis Landry for 5 yards. Penalty on Isa Abdul-Quddus: Unnecessary Roughness, 15 yards",-0.260,-1.800
3,11:16,1,10,MIA 43,3,10,Damian Williams up the middle for 4 yards (tackle by DeAndre Levy),1.800,1.790
3,10:42,2,6,MIA 47,3,10,Ryan Tannehill pass complete short right to Charles Clay for 13 yards (tackle by Darius Slay),1.790,2.920
3,10:16,1,10,DET 40,3,10,Ryan Tannehill pass complete short left to Damian Williams for 11 yards (tackle by DeAndre Levy and Jason Jones),2.920,3.640
3,9:27,1,10,DET 29,3,10,Ryan Tannehill pass incomplete short right intended for Lamar Miller,3.640,3.100
3,9:20,2,10,DET 29,3,10,Ryan Tannehill left end for -3 yards (tackle by James Ihedigbo),3.100,2.020
3,8:35,3,13,DET 32,3,10,Ryan Tannehill pass incomplete deep left intended for Mike Wallace,2.020,1.240
3,8:29,4,13,DET 32,6,10,Caleb Sturgis 50 yard field goal good,1.240,3.000
3,8:29,,,MIA 35,6,10,"Caleb Sturgis kicks off 69 yards, returned by Jeremy Ross for 27 yards (tackle by Walt Aikens)",0.000,-0.480
3,8:16,1,10,DET 23,6,10,Joique Bell right end for 3 yards (tackle by Louis Delmas),0.480,0.340
3,7:40,2,7,DET 26,6,10,Matthew Stafford pass complete short left to Golden Tate for 14 yards (tackle by Jelani Jenkins),0.340,1.600
3,7:06,1,10,DET 40,6,10,Matthew Stafford pass complete short middle to Joique Bell for 9 yards (tackle by Koa Misi),1.600,2.270
3,6:27,2,1,DET 49,6,10,Joique Bell left tackle for 7 yards (tackle by Jelani Jenkins),2.270,2.650
3,5:47,1,10,MIA 44,6,10,Joique Bell up the middle for 4 yards (tackle by Randy Starks),2.650,2.650
3,5:04,2,6,MIA 40,6,10,Matthew Stafford left end for no gain (tackle by Olivier Vernon),2.650,1.950
3,4:23,3,6,MIA 40,6,10,Matthew Stafford pass incomplete short left intended for Calvin Johnson. Penalty on Travis Swanson: Offensive Holding (Declined),1.950,1.950
3,4:19,3,6,MIA 40,6,10,Timeout #1 by Miami Dolphins,1.950,0.590
3,4:19,4,6,MIA 40,6,10,Matthew Stafford pass complete short left to Calvin Johnson for 12 yards (tackle by Louis Delmas),0.590,3.710
3,3:35,1,10,MIA 28,6,10,"Reggie Bush up the middle for no gain (tackle by Reshad Jones). Penalty on Brandon Pettigrew: Offensive Holding, 10 yards (no play)",3.710,3.050
3,3:08,1,20,MIA 38,6,10,Matthew Stafford pass complete short right to Jed Collins for 6 yards (tackle by Brent Grimes and Koa Misi),3.050,2.630
3,2:24,2,14,MIA 32,6,10,Matthew Stafford pass incomplete deep left intended for Kellen Davis,2.630,1.950
3,2:18,3,14,MIA 32,6,10,Matthew Stafford pass complete short left to Golden Tate for 8 yards (tackle by Jamar Taylor),1.950,1.890
3,1:35,4,6,MIA 24,6,10,"Matt Prater 42 yard field goal no good, blocked by Earl Mitchell, recovered by Dion Jordan and returned for 58 yards",1.890,-6.510
3,1:22,1,3,DET 3,12,10,"Ryan Tannehill pass complete short right to Mike Wallace for 3 yards, touchdown. Penalty on Darius Slay: Defensive Holding (Declined)",6.510,7.000
3,1:22,,,DET 2,13,10,Caleb Sturgis kicks extra point good,0.000,0.000
3,1:22,,,MIA 35,13,10,"Caleb Sturgis kicks off 73 yards, returned by Jeremy Ross for 26 yards (tackle by Jonathan Freeny)",0.000,-0.040
3,1:12,1,10,DET 18,13,10,"Matthew Stafford pass complete short left to Golden Tate for 5 yards (tackle by Jamar Taylor). Penalty on Jamar Taylor: Face Mask (15 Yards), 15 yards, Penalty on Olivier Vernon: Unnecessary Roughness (Declined)",0.040,1.470
3,0:50,1,10,DET 38,13,10,Joique Bell right tackle for 1 yard (tackle by Louis Delmas),1.470,1.060
3,0:07,2,9,DET 39,13,10,Matthew Stafford pass complete short middle to Golden Tate for 28 yards (tackle by Reshad Jones),1.060,3.380
Quarter,Time,Down,ToGo,Location,MIA,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 33,13,10,Matthew Stafford pass complete short middle to Calvin Johnson for 17 yards (tackle by Jelani Jenkins),3.380,4.510
4,14:21,1,10,MIA 16,13,10,Joique Bell up the middle for -1 yards (tackle by Earl Mitchell),4.510,3.770
4,13:36,2,11,MIA 17,13,10,Matthew Stafford pass complete short right to Theo Riddick for -6 yards (tackle by Jelani Jenkins),3.770,2.340
4,12:51,3,17,MIA 23,13,10,Matthew Stafford sacked by Cameron Wake for -9 yards,2.340,1.240
4,12:07,4,26,MIA 32,13,13,Matt Prater 50 yard field goal good,1.240,3.000
4,12:07,,,DET 35,13,13,"Sam Martin kicks off 68 yards, returned by Jarvis Landry for 31 yards (tackle by Ashlee Palmer)",0.000,-0.810
4,12:02,1,10,MIA 28,13,13,Damian Williams right tackle for 3 yards (tackle by DeAndre Levy),0.810,0.670
4,11:16,2,7,MIA 31,13,13,Ryan Tannehill pass incomplete short middle intended for Brandon Gibson (defended by Ezekiel Ansah),0.670,2.060
4,10:27,1,10,MIA 47,13,13,Lamar Miller left end for 2 yards (tackle by Ezekiel Ansah),2.060,1.790
4,9:44,2,8,MIA 49,13,13,Ryan Tannehill pass complete short left to Damian Williams for 7 yards (tackle by DeAndre Levy),1.790,2.020
4,9:00,3,1,DET 44,13,13,Ryan Tannehill pass complete short right to Charles Clay for 4 yards (tackle by Darius Slay),2.020,2.920
4,8:30,1,10,DET 40,13,13,Ryan Tannehill sacked by Ashlee Palmer and Darryl Tapp for -8 yards,2.920,1.290
4,7:46,2,18,DET 48,13,13,Ryan Tannehill pass complete short right to Charles Clay for 9 yards (tackle by DeAndre Levy),1.290,1.820
4,7:03,3,9,DET 39,13,13,Ryan Tannehill pass complete short right to Charles Clay for 12 yards (tackle by DeAndre Levy),1.820,3.780
4,6:33,1,10,DET 27,13,13,Damian Williams up the middle for 19 yards (tackle by Darius Slay),3.780,5.370
4,5:57,1,8,DET 8,13,13,"Ryan Tannehill pass incomplete short middle intended for Damian Williams (defended by Josh Bynes). Penalty on Josh Bynes: Defensive Pass Interference, 3 yards (no play)",5.370,6.060
4,5:51,1,5,DET 5,13,13,Damian Williams left tackle for 1 yard (tackle by DeAndre Levy),6.060,5.340
4,5:21,2,4,DET 4,13,13,Ryan Tannehill pass complete short left to Charles Clay for 2 yards (tackle by C.J. Mosley and Josh Bynes),5.340,4.950
4,4:31,3,2,DET 2,13,13,Ryan Tannehill pass incomplete short right intended for Charles Clay (defended by James Ihedigbo),4.950,3.250
4,4:23,4,2,DET 2,16,13,Caleb Sturgis 20 yard field goal good,3.250,3.000
4,4:23,,,MIA 35,16,13,"Caleb Sturgis kicks off 69 yards, returned by Jeremy Ross for 28 yards (tackle by Dion Jordan)",0.000,-0.540
4,4:12,1,10,DET 24,16,13,Matthew Stafford pass incomplete short left intended for Jeremy Ross,0.540,0.000
4,4:08,2,10,DET 24,16,13,Matthew Stafford pass incomplete short left intended for Calvin Johnson (defended by Brent Grimes),0.000,-0.690
4,4:03,3,10,DET 24,16,13,Matthew Stafford pass incomplete short left intended for Calvin Johnson,-0.690,-1.770
4,3:51,4,10,DET 24,16,13,"Sam Martin punts 59 yards, fair catch by Jarvis Landry",-1.770,0.060
4,3:47,1,10,MIA 17,16,13,Daniel Thomas up the middle for 5 yards (tackle by DeAndre Levy),-0.060,-0.060
4,3:41,1,10,MIA 17,16,13,Timeout #1 by Detroit Lions,-0.060,0.210
4,3:41,2,5,MIA 22,16,13,Damian Williams right tackle for no gain (tackle by Ezekiel Ansah),0.210,0.210
4,3:35,2,5,MIA 22,16,13,Timeout #2 by Detroit Lions,0.210,-0.620
4,3:35,3,5,MIA 22,16,13,Ryan Tannehill pass incomplete short right intended for Jarvis Landry (defended by Cassius Vaughn),-0.620,-1.900
4,3:27,4,5,MIA 22,16,13,"Brandon Fields punts 55 yards, returned by Jeremy Ross for 3 yards (tackle by Jonathan Freeny)",-1.900,-0.670
4,3:13,1,10,DET 26,16,13,"Penalty on Jared Odrick: Neutral Zone Infraction, 5 yards (no play)",0.670,1.400
4,3:13,1,5,DET 31,16,13,"Joique Bell right end for 9 yards (tackle by Cameron Wake). Penalty on Kellen Davis: Offensive Holding, 10 yards (no play)",1.400,0.340
4,3:06,1,15,DET 21,16,13,Matthew Stafford pass complete short middle to Calvin Johnson for 6 yards (tackle by Jelani Jenkins),0.340,0.270
4,2:36,2,9,DET 27,16,13,Matthew Stafford pass complete deep middle to Golden Tate for 17 yards (tackle by Louis Delmas),0.270,1.860
4,2:06,1,10,DET 44,16,13,Matthew Stafford pass complete deep right to Calvin Johnson for 18 yards,1.860,3.050
4,2:00,1,10,MIA 38,16,13,Matthew Stafford pass complete short right to Golden Tate for 6 yards (tackle by Reshad Jones),3.050,3.320
4,1:28,2,4,MIA 32,16,13,Matthew Stafford pass complete short left to Jeremy Ross for 5 yards (tackle by Jamar Taylor),3.320,3.320
4,1:21,2,4,MIA 32,16,13,Timeout #2 by Miami Dolphins,3.320,3.780
4,1:21,1,10,MIA 27,16,13,Matthew Stafford pass incomplete deep left intended for Golden Tate,3.780,3.230
4,1:16,2,10,MIA 27,16,13,Matthew Stafford pass incomplete short middle intended for Calvin Johnson,3.230,2.540
4,1:12,3,10,MIA 27,16,13,Matthew Stafford pass complete short left to Golden Tate for 10 yards (tackle by Louis Delmas),2.540,4.440
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
4,0:57,1,10,MIA 17,16,13,Matthew Stafford pass complete short left to Golden Tate for 6 yards (tackle by Jamar Taylor),4.440,4.440
4,0:43,1,10,MIA 17,16,13,Timeout #3 by Miami Dolphins,4.440,4.890
4,0:43,2,4,MIA 11,16,13,Matthew Stafford pass incomplete short left intended for Calvin Johnson (defended by Dion Jordan),4.890,4.100
4,0:36,3,4,MIA 11,16,19,"Matthew Stafford pass complete short left to Theo Riddick for 11 yards, touchdown",4.100,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,0:36,,,MIA 2,16,20,Matt Prater kicks extra point good,0.000,0.000
4,0:36,,,DET 35,16,20,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
4,0:29,1,10,MIA 20,16,20,Ryan Tannehill pass complete deep right to Mike Wallace for 20 yards (tackle by Tahir Whitehead),0.280,1.600
4,0:11,1,10,MIA 40,16,20,Ryan Tannehill spiked the ball,1.600,1.050
4,0:10,2,10,MIA 40,16,20,Ryan Tannehill pass incomplete short left intended for Jarvis Landry,1.050,0.370
4,0:04,3,10,MIA 40,16,20,"Ryan Tannehill pass complete short left to Jarvis Landry for 3 yards, lateral to Brian Hartline for -11 yards. Brian Hartline fumbles, recovered by Ryan Tannehill at MIA-32. Ryan Tannehill fumbles, recovered by Ryan Tannehill at MIA-26",0.370,-0.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
