Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
3,11:53,3,3,TEN 20,7,0,Marcus Mariota pass incomplete short right intended for Dion Lewis (defended by Matt Milano),-0.590,-2.030
3,11:49,4,3,TEN 20,7,0,Brett Kern punts 50 yards out of bounds,-2.030,-0.940
3,11:42,1,10,BUF 30,7,0,T.J. Yeldon right tackle for 4 yards (tackle by Jayon Brown),0.940,0.930
3,11:05,2,6,BUF 34,7,0,Josh Allen up the middle for 5 yards (tackle by Harold Landry),0.930,0.890
3,10:43,3,1,BUF 39,7,0,"Josh Allen left tackle for 4 yards (tackle by Logan Ryan) Penalty on BUF: Illegal Shift, 4 yards (no play)",0.890,0.370
3,10:42,,,,,,Timeout #1 by Tennessee Titans,,
3,10:42,3,5,BUF 35,7,0,Josh Allen pass short left intended for Cole Beasley is intercepted by Kevin Byard at BUF-43 and returned for 5 yards,0.370,-3.050
3,10:30,1,10,BUF 38,7,0,Derrick Henry right tackle for 4 yards (tackle by Darryl Johnson),3.050,3.050
3,9:51,2,6,BUF 34,7,0,Marcus Mariota pass incomplete short left intended for Corey Davis,3.050,2.340
3,9:46,3,6,BUF 34,7,0,Marcus Mariota pass complete short left to Adam Humphries for 9 yards (tackle by Levi Wallace),2.340,3.910
3,9:13,1,10,BUF 25,7,0,Derrick Henry left end for 17 yards (tackle by Ed Oliver),3.910,5.370
3,8:29,1,8,BUF 8,7,0,Derrick Henry left tackle for -2 yards (tackle by Jerry Hughes),5.370,4.190
3,7:50,2,10,BUF 10,7,0,"Penalty on Trent Murphy: Encroachment, 5 yards (no play)",4.190,5.150
3,7:35,2,5,BUF 5,7,0,Marcus Mariota right end for 4 yards (tackle by Jordan Poyer),5.150,5.170
3,7:20,3,1,BUF 1,7,0,Derrick Henry left guard for no gain (tackle by Kyle Peko). Penalty on Jordan Phillips: Defensive Offside (no play),5.170,5.170
3,7:05,3,1,BUF 1,7,6,"Derrick Henry up the middle for 1 yard, touchdown",5.170,7.000
3,7:02,,,BUF 15,7,6,"Penalty on Jamil Douglas: False Start, 5 yards (no play)",1.000,0.000
3,7:02,,,BUF 20,7,7,Cairo Santos kicks extra point good,0.000,0.000
3,7:02,,,TEN 35,7,7,"Cairo Santos kicks off 60 yards, returned by Andre Roberts for 18 yards (tackle by Darius Jennings)",0.000,0.480
3,6:54,1,10,BUF 23,7,7,Frank Gore up the middle for 5 yards (tackle by Reggie Gilbert and Wesley Woodyard),0.480,0.610
3,6:17,2,5,BUF 28,7,7,Josh Allen pass complete short left to Cole Beasley for 7 yards (tackle by Adoree' Jackson),0.610,1.270
3,5:36,1,10,BUF 35,7,7,Josh Allen right tackle for 5 yards (tackle by Kevin Byard),1.270,1.400
3,5:00,2,5,BUF 40,7,7,"Frank Gore right tackle for 2 yards (tackle by Kevin Byard). Penalty on Cody Ford: Offensive Holding, 10 yards",1.400,0.320
3,4:38,2,13,BUF 32,7,7,Josh Allen pass complete short middle to Dawson Knox for 7 yards (tackle by Wesley Woodyard),0.320,0.560
3,4:08,3,6,BUF 39,7,7,Josh Allen pass incomplete short right intended for Dawson Knox (defended by Kevin Byard),0.560,-0.780
3,4:04,4,6,BUF 39,7,7,"Corey Bojorquez punts 47 yards, fair catch by Adam Humphries at TEN-14",-0.780,0.280
3,3:55,1,10,TEN 14,7,7,Derrick Henry up the middle for 1 yard (tackle by Jerry Hughes and Kyle Peko),-0.280,-0.640
3,3:20,2,9,TEN 15,7,7,"Marcus Mariota pass incomplete short right. Penalty on Matt Milano: Defensive Holding, 5 yards (no play)",-0.640,0.280
3,3:12,1,10,TEN 20,7,7,Marcus Mariota right end for 2 yards (tackle by Dean Marlowe),0.280,0.000
3,2:29,2,8,TEN 22,7,7,Marcus Mariota pass complete short right to Jonnu Smith for 57 yards (tackle by Levi Wallace and Siran Neal),0.000,4.170
3,1:37,1,10,BUF 21,7,7,Derrick Henry left tackle for 6 yards (tackle by Siran Neal),4.170,4.550
3,0:56,2,4,BUF 15,7,7,Derrick Henry left tackle for no gain (tackle by Maurice Alexander and Jordan Poyer),4.550,3.810
3,0:17,3,4,BUF 15,7,7,"Penalty on Nate Davis: False Start, 5 yards (no play)",3.810,3.070
Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,BUF 20,7,7,Marcus Mariota pass complete short right to Tajae Sharpe for 12 yards (tackle by Tre'Davious White),3.070,5.370
4,14:16,1,8,BUF 8,7,7,"Derrick Henry up the middle for 3 yards. Penalty on Jack Conklin: Offensive Holding, 10 yards",5.370,4.370
4,14:11,1,15,BUF 15,7,7,Marcus Mariota pass complete short middle to Dion Lewis for 10 yards (tackle by Ed Oliver and Jordan Poyer),4.370,5.150
4,13:32,2,5,BUF 5,7,7,Derrick Henry left end for -1 yards (tackle by Tremaine Edmunds and Siran Neal),5.150,4.040
4,12:55,3,6,BUF 6,7,7,"Penalty on Taylor Lewan: False Start, 5 yards (no play)",4.040,3.120
4,12:34,3,11,BUF 11,7,7,"Marcus Mariota up the middle for 1 yard Marcus Mariota pass complete short left to A.J. Brown for 10 yards. Penalty on Marcus Mariota: Illegal Forward Pass, 5 yards",3.120,2.440
4,12:27,4,15,BUF 15,7,7,Cairo Santos 33 yard field goal no good,2.440,-0.480
4,12:23,1,10,BUF 23,7,7,Josh Allen sacked by Reggie Gilbert for -4 yards. Penalty on Lee Smith: Offensive Holding (Declined),0.480,-0.670
4,11:52,2,14,BUF 19,7,7,"Josh Allen up the middle for 6 yards (tackle by Logan Ryan). Penalty on Jurrell Casey: Unnecessary Roughness, 15 yards",-0.670,1.600
4,11:23,1,10,BUF 40,7,7,Josh Allen pass complete short middle to Isaiah McKenzie for 46 yards (tackle by Logan Ryan),1.600,4.650
4,10:33,1,10,TEN 14,7,7,Josh Allen pass incomplete short right,4.650,4.000
4,10:27,2,10,TEN 14,7,7,Andre Roberts right guard for 7 yards (tackle by Jayon Brown),4.000,4.500
4,9:49,3,3,TEN 7,13,7,"Josh Allen pass complete short middle to Duke Williams for 7 yards, touchdown",4.500,7.000
4,9:46,,,TEN 15,14,7,Stephen Hauschka kicks extra point good,0.000,0.000
4,9:46,,,BUF 35,14,7,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
4,9:46,1,10,TEN 25,14,7,Marcus Mariota sacked by Darryl Johnson for -4 yards,0.610,-0.480
4,9:06,2,14,TEN 21,14,7,Marcus Mariota pass complete short middle to A.J. Brown for 13 yards (tackle by Levi Wallace),-0.480,0.560
4,8:23,3,1,TEN 34,14,7,"Derrick Henry right end for 10 yards (tackle by Lorenzo Alexander). Penalty on Lorenzo Alexander: Horse Collar Tackle, 15 yards",0.560,2.850
4,8:02,1,10,BUF 41,14,7,Derrick Henry left end for 2 yards (tackle by Lorenzo Alexander and Jerry Hughes),2.850,2.580
4,7:20,2,8,BUF 39,14,7,Derrick Henry left tackle for 4 yards (tackle by Tremaine Edmunds),2.580,2.410
4,6:40,3,4,BUF 35,14,7,Marcus Mariota pass incomplete short left intended for Delanie Walker,2.410,0.980
4,6:35,4,4,BUF 35,14,7,Cairo Santos 53 yard field goal no good,0.980,-1.800
4,6:31,1,10,BUF 43,14,7,Josh Allen pass incomplete short right intended for Tommy Sweeney,1.800,1.250
4,6:26,2,10,BUF 43,14,7,Josh Allen pass incomplete short right intended for Dawson Knox,1.250,0.560
4,6:21,3,10,BUF 43,14,7,Josh Allen pass complete short left to T.J. Yeldon for 1 yard (tackle by Rashaan Evans),0.560,-0.460
4,5:35,4,9,BUF 44,14,7,"Corey Bojorquez punts 56 yards, touchback.",-0.460,-0.280
4,5:27,1,10,TEN 20,14,7,Marcus Mariota pass complete short left to Adam Humphries for 6 yards (tackle by Jerry Hughes),0.280,0.540
4,4:49,2,4,TEN 26,14,7,Derrick Henry left end for -1 yards (tackle by Star Lotulelei and Ed Oliver),0.540,-0.300
4,4:26,3,5,TEN 25,14,7,Marcus Mariota pass incomplete short right intended for Adam Humphries (defended by Tremaine Edmunds),-0.300,-1.700
4,4:21,4,5,TEN 25,14,7,"Brett Kern punts 48 yards, returned by Andre Roberts for 2 yards (tackle by Dane Cruikshank)",-1.700,-0.870
4,4:12,1,10,BUF 29,14,7,Frank Gore left end for -1 yards (tackle by Harold Landry and Reggie Gilbert),0.870,0.190
4,3:31,2,11,BUF 28,14,7,T.J. Yeldon right guard for 11 yards (tackle by Kevin Byard),0.190,1.530
4,2:54,1,10,BUF 39,14,7,Frank Gore up the middle for 11 yards (tackle by Kenny Vaccaro),1.530,2.260
4,2:09,1,10,BUF 50,14,7,Frank Gore left end for 19 yards (tackle by Kevin Byard and Logan Ryan),2.260,3.510
4,2:00,1,10,TEN 31,14,7,Frank Gore left tackle for 4 yards (tackle by Jayon Brown),3.510,3.510
4,1:55,,,,,,Timeout #2 by Tennessee Titans,,
4,1:55,2,6,TEN 27,14,7,Frank Gore up the middle for 3 yards (tackle by Matt Dickerson and DaQuan Jones),3.510,3.200
4,1:50,,,,,,Timeout #3 by Tennessee Titans,,
4,1:50,,,,,,Timeout #1 by Buffalo Bills,,
4,1:50,3,3,TEN 24,14,7,Josh Allen left end for 5 yards (tackle by Rashaan Evans),3.200,4.310
4,1:05,1,10,TEN 19,14,7,Josh Allen kneels for -1 yards,4.310,3.630
4,0:34,2,11,TEN 20,14,7,Josh Allen kneels for -1 yards,3.630,2.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
