Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
2,14:18,1,10,KAN 11,0,0,Trent Green pass complete to Johnnie Morton for 5 yards (tackle by Chris McAlister),-0.370,-0.300
2,13:47,2,5,KAN 16,0,0,Priest Holmes right guard for 2 yards (tackle by Kelly Gregg),-0.300,-0.600
2,13:06,3,3,KAN 18,0,0,Trent Green pass complete to Priest Holmes for 5 yards (tackle by Ray Lewis),-0.600,0.480
2,12:23,1,10,KAN 23,0,0,Trent Green pass incomplete intended for Derrick Blaylock. Penalty on Willie Roaf: Illegal Formation (Declined),0.480,-0.070
2,12:14,,,,0,0,Timeout #1 by Kansas City Chiefs,0.000,-0.070
2,12:14,2,10,KAN 23,0,0,Trent Green pass incomplete intended for Tony Richardson (defended by Ed Hartwell),-0.070,-0.760
2,12:09,3,10,KAN 23,0,0,Trent Green pass complete to Johnnie Morton for 19 yards,-0.760,1.730
2,11:48,1,10,KAN 42,0,0,Priest Holmes left guard for -3 yards (tackle by Jarret Johnson),1.730,0.780
2,11:05,2,13,KAN 39,0,0,Trent Green sacked by Kelly Gregg for -4 yards,0.780,-0.430
2,10:22,3,17,KAN 35,0,0,Trent Green pass complete to Priest Holmes for 15 yards (tackle by Adalius Thomas),-0.430,-0.060
2,10:02,4,2,BAL 50,0,0,"Jason Baker punts 35 yards, returned by Lamont Brightful for 10 yards (tackle by Marc Boerigter)",-0.060,-0.610
2,9:45,1,10,BAL 25,0,0,Kyle Boller pass complete to Todd Heap for 6 yards (tackle by Eric Warfield),0.610,0.870
2,9:14,2,4,BAL 31,0,0,Jamal Lewis left tackle for no gain (tackle by Scott Fujita and Shawn Barber),0.870,0.170
2,8:37,3,4,BAL 31,0,0,Kyle Boller pass incomplete intended for Todd Heap (defended by Jerome Woods),0.170,-1.310
2,8:28,4,4,BAL 31,0,0,"Dave Zastudil punts 38 yards, returned by Dante Hall for -4 yards (tackle by Will Demps)",-1.310,-0.740
2,8:17,1,10,KAN 27,0,0,Trent Green pass complete to Tony Richardson for 11 yards (tackle by Ed Reed),0.740,1.470
2,7:54,1,10,KAN 38,0,0,Trent Green pass complete to Johnnie Morton for 16 yards (tackle by Chris McAlister),1.470,2.520
2,7:28,1,10,BAL 46,0,0,Priest Holmes left guard for 11 yards (tackle by Gary Baxter and Ray Lewis),2.520,3.250
2,6:48,1,10,BAL 35,0,0,Priest Holmes right tackle for 9 yards (tackle by Gary Baxter),3.250,3.920
2,6:13,2,1,BAL 26,0,0,Priest Holmes up the middle for no gain (tackle by Kelly Gregg),3.920,3.200
2,5:35,3,1,BAL 26,0,0,Priest Holmes left tackle for 5 yards (tackle by Marques Douglas and Ray Lewis),3.200,4.170
2,4:55,1,10,BAL 21,0,0,Trent Green pass incomplete intended for Derrick Blaylock,4.170,3.630
2,4:48,2,10,BAL 21,0,0,"Penalty on Tony Gonzalez: False Start, 5 yards (no play)",3.630,2.950
2,4:48,2,15,BAL 26,0,0,Trent Green pass complete to Eddie Kennison for 10 yards (tackle by Gary Baxter),2.950,3.630
2,4:14,3,5,BAL 16,0,0,"Trent Green sacked by Ed Reed for -8 yards. Trent Green fumbles (forced by Ed Reed), recovered by Jason Dunn at BAL-28",3.630,1.590
2,3:28,4,17,BAL 28,3,0,Morten Andersen 46 yard field goal good,1.590,3.000
2,,,,KAN 30,3,0,"Jason Baker kicks off 76 yards, touchback",0.000,0.280
2,3:23,1,10,BAL 20,3,0,Jamal Lewis left end for 8 yards (tackle by Jerome Woods),0.280,0.810
2,2:57,2,2,BAL 28,3,0,Jamal Lewis right guard for 3 yards (tackle by Shawn Barber and Eric Hicks),0.810,1.000
2,2:24,1,10,BAL 31,3,0,Kyle Boller pass complete to Todd Heap for 32 yards (tackle by Greg Wesley),1.000,3.120
2,2:00,1,10,KAN 37,3,0,Kyle Boller pass complete to Jamal Lewis for 6 yards (tackle by Mike Maslowski),3.120,3.380
2,1:25,2,4,KAN 31,3,0,Jamal Lewis left tackle for 1 yard (tackle by Eric Hicks and Scott Fujita),3.380,2.810
2,1:17,,,,3,0,Timeout #1 by Baltimore Ravens,0.000,2.810
2,1:17,3,3,KAN 30,3,0,Kyle Boller sacked by Gary Stills for -11 yards,2.810,0.530
2,1:07,,,,3,0,Timeout #2 by Kansas City Chiefs,0.000,0.530
2,1:07,4,14,KAN 41,3,0,Dave Zastudil punts 25 yards,0.530,0.140
2,0:57,1,10,KAN 16,3,0,Priest Holmes right tackle for 7 yards (tackle by Ray Lewis),-0.140,0.420
2,0:48,,,,3,0,Timeout #3 by Kansas City Chiefs,0.000,0.420
2,0:48,2,3,KAN 23,3,0,Trent Green pass complete to Johnnie Morton for 17 yards,0.420,1.600
2,0:42,1,10,KAN 40,3,0,Trent Green pass complete to Tony Gonzalez for 8 yards (tackle by Tom Knight),1.600,2.130
2,0:36,2,2,KAN 48,3,0,Trent Green pass incomplete intended for Eddie Kennison,2.130,1.420
2,0:31,3,2,KAN 48,3,0,Trent Green pass incomplete intended for Eddie Kennison,1.420,-0.190
2,0:26,4,2,KAN 48,3,0,Jason Baker punts 31 yards,-0.190,-0.340
2,0:13,1,10,BAL 21,3,0,Kyle Boller kneels for -1 yards,0.340,-0.340
Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,3,0,"Jason Baker kicks off 67 yards, returned by Lamont Brightful for 19 yards (tackle by Derrick Blaylock)",0.000,0.410
3,14:54,1,10,BAL 22,3,0,Jamal Lewis right tackle for 13 yards (tackle by Greg Wesley),0.410,1.270
3,14:22,1,10,BAL 35,3,0,Jamal Lewis right tackle for 2 yards (tackle by Eric Hicks),1.270,0.990
3,13:48,2,8,BAL 37,3,0,Kyle Boller pass complete to Todd Heap for 2 yards (tackle by Eric Warfield),0.990,0.560
3,13:05,3,6,BAL 39,3,0,"Kyle Boller pass complete to Jamal Lewis for 8 yards (tackle by Eric Warfield). Penalty on KAN: Face Mask (5 Yards), 5 yards",0.560,2.390
3,12:39,1,10,KAN 48,3,0,Kyle Boller up the middle for 15 yards (tackle by Dexter McCleon),2.390,3.380
3,11:54,1,10,KAN 33,3,0,Chester Taylor up the middle for 32 yards (tackle by Greg Wesley),3.380,6.970
3,11:16,1,1,KAN 1,3,0,"Jamal Lewis up the middle for 1 yard. Penalty on Terry Jones: Offensive Holding, 10 yards (no play)",6.970,4.770
3,11:10,1,11,KAN 11,3,0,Kyle Boller pass incomplete intended for Frank Sanders (defended by Jerome Woods),4.770,4.020
3,11:01,2,11,KAN 11,3,0,Jamal Lewis left tackle for 5 yards (tackle by Eric Hicks and Jerome Woods),4.020,4.040
3,10:27,3,6,KAN 6,3,0,"Kyle Boller for 5 yards. Kyle Boller fumbles, recovered by Todd Heap at KAN--8. Penalty on BAL: Illegal Shift, 5 yards (no play)",4.040,3.120
3,10:09,3,11,KAN 11,3,0,Kyle Boller pass incomplete intended for Jamal Lewis,3.120,2.700
3,10:05,4,11,KAN 11,3,3,Matt Stover 29 yard field goal good,2.700,3.000
3,,,,BAL 30,3,3,"Wade Richey kicks off 59 yards, returned by Dante Hall for 13 yards (tackle by Raymond Walls)",0.000,-0.540
3,9:55,1,10,KAN 24,3,3,Priest Holmes left tackle for 14 yards (tackle by Ed Hartwell),0.540,1.470
3,9:20,1,10,KAN 38,3,3,Johnnie Morton right end for 36 yards (tackle by Cornell Brown),1.470,3.840
3,8:33,1,10,BAL 26,3,3,Priest Holmes right tackle for 4 yards (tackle by Tom Knight and Ray Lewis),3.840,3.840
3,7:54,2,6,BAL 22,3,3,Trent Green up the middle for 4 yards (tackle by Peter Boulware),3.840,3.750
3,7:13,3,2,BAL 18,3,3,Trent Green pass complete to Jason Dunn for 15 yards (tackle by Chris McAlister),3.750,6.510
3,6:32,1,3,BAL 3,3,3,Priest Holmes left guard for 2 yards (tackle by Ray Lewis),6.510,5.910
3,5:52,2,1,BAL 1,9,3,"Trent Green pass complete to Tony Gonzalez for 1 yard, touchdown",5.910,7.000
3,,,,BAL 2,10,3,Morten Andersen kicks extra point good,0.000,0.000
3,,,,KAN 30,10,3,"Jason Baker kicks off 63 yards, returned by Chester Taylor for 26 yards (tackle by Lyle West)",0.000,1.140
3,5:36,1,10,BAL 33,10,3,Kyle Boller sacked by Ryan Sims for -5 yards. Penalty on Orlando Brown: Offensive Holding (Declined),1.140,-0.080
3,5:18,2,15,BAL 28,10,3,Kyle Boller pass complete to Travis Taylor for 7 yards (tackle by Eric Warfield),-0.080,0.170
3,4:50,3,8,BAL 35,10,3,Kyle Boller pass incomplete intended for Jamal Lewis,0.170,-1.040
3,4:41,4,8,BAL 35,10,3,"Dave Zastudil punts 44 yards, fair catch by Dante Hall",-1.040,-0.340
3,4:32,1,10,KAN 21,10,3,Priest Holmes right end for 2 yards (tackle by Ed Hartwell),0.340,0.070
3,4:14,2,8,KAN 23,10,3,Trent Green pass complete to Eddie Kennison for 17 yards (tackle by Gary Baxter),0.070,1.600
3,3:38,1,10,KAN 40,10,3,Trent Green pass complete to Priest Holmes for -1 yards (tackle by Ray Lewis),1.600,0.920
3,2:53,2,11,KAN 39,10,3,Priest Holmes left end for 7 yards (tackle by Gary Baxter),0.920,1.160
3,2:15,3,4,KAN 46,10,3,Trent Green pass incomplete intended for Eddie Kennison,1.160,-0.320
3,2:06,4,4,KAN 46,10,3,"Jason Baker punts 33 yards, fair catch by Lamont Brightful",-0.320,-0.340
3,1:58,1,10,BAL 21,10,3,Jamal Lewis right guard for 3 yards (tackle by Mike Maslowski),0.340,0.210
3,1:29,2,7,BAL 24,10,3,Jamal Lewis right tackle for 15 yards (tackle by Eric Warfield and Greg Wesley),0.210,1.530
3,0:47,1,10,BAL 39,10,3,Jamal Lewis right guard for 14 yards (tackle by Greg Wesley),1.530,2.460
Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 47,10,3,Todd Heap left end for 9 yards (tackle by Greg Wesley),2.460,3.130
4,14:29,2,1,KAN 38,10,3,Jamal Lewis up the middle for 3 yards (tackle by Mike Maslowski and Shawn Barber),3.130,3.250
4,13:49,1,10,KAN 35,10,3,Jamal Lewis left tackle for 3 yards (tackle by Ryan Sims),3.250,3.110
4,13:14,2,7,KAN 32,10,3,Kyle Boller pass complete to Marcus Robinson for 9 yards (tackle by Dexter McCleon),3.110,4.040
4,12:30,1,10,KAN 23,10,3,Kyle Boller pass incomplete intended for Chester Taylor is intercepted by Dexter McCleon,4.040,-0.280
4,12:20,1,10,KAN 20,10,3,Priest Holmes up the middle for 5 yards (tackle by Ray Lewis and Peter Boulware),0.280,0.410
4,11:46,2,5,KAN 25,10,3,Trent Green pass complete to Priest Holmes for -6 yards (tackle by Gary Baxter). Penalty on Casey Wiegmann: Offensive Holding (Declined),0.410,-1.140
4,11:14,3,11,KAN 19,10,3,Trent Green sacked by Terrell Suggs for -7 yards,-1.140,-2.490
4,10:58,4,18,KAN 12,10,3,"Jason Baker punts 45 yards, returned by Ed Reed for 13 yards (tackle by Fred Jones)",-2.490,-2.650
4,10:42,1,10,KAN 44,10,3,Jamal Lewis right guard for 17 yards (tackle by Greg Wesley and Scott Fujita),2.650,3.780
4,10:06,1,10,KAN 27,10,3,Jamal Lewis right end for -3 yards (tackle by Shawn Barber and Eric Hicks),3.780,2.830
4,9:26,2,13,KAN 30,10,3,Jamal Lewis up the middle for 12 yards (tackle by Scott Fujita),2.830,3.840
4,8:44,3,1,KAN 18,10,3,--,3.840,4.710
4,8:05,1,10,KAN 13,10,3,Chester Taylor left guard for 5 yards (tackle by Scott Fujita),4.710,4.960
4,7:25,2,5,KAN 8,10,3,Jamal Lewis right guard for 3 yards (tackle by Ryan Sims),4.960,4.780
4,6:42,3,2,KAN 5,10,3,Jamal Lewis up the middle for 2 yards (tackle by Eric Downing and Ryan Sims),4.780,6.510
4,6:18,1,3,KAN 3,10,3,Chester Taylor right guard for 1 yard (tackle by Monty Beisel),6.510,5.720
4,5:38,2,2,KAN 2,10,3,"Kyle Boller pass incomplete intended for Todd Heap. Penalty on Scott Fujita: Defensive Holding, 1 yards (no play)",5.720,6.970
4,5:31,1,1,KAN 1,10,9,"Jamal Lewis left guard for 1 yard, touchdown",6.970,7.000
4,,,,KAN 2,10,10,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,10,10,"Wade Richey kicks off 65 yards, returned by Dante Hall for 12 yards (tackle by Will Demps). Penalty on Adalius Thomas: Offside on Free Kick, 5 yards (no play)",0.000,0.000
4,,,,BAL 25,16,10,"Wade Richey kicks off 72 yards, returned by Dante Hall for 97 yards, touchdown",0.000,-7.000
4,,,,BAL 2,17,10,Morten Andersen kicks extra point good,0.000,0.000
4,,,,KAN 30,17,10,"Jason Baker kicks off 64 yards, returned by Chester Taylor for 18 yards (tackle by Monty Beisel). Penalty on John Jones: Offensive Holding, 10 yards",0.000,-0.370
4,5:01,1,10,BAL 11,17,10,Jamal Lewis left tackle for 1 yard (tackle by Mike Maslowski),-0.370,-0.710
4,4:32,2,9,BAL 12,17,10,Kyle Boller pass incomplete intended for Alan Ricard,-0.710,-1.300
4,4:23,3,9,BAL 12,17,10,Kyle Boller sacked by Scott Fujita for 0 yards,-1.300,-2.490
4,4:15,4,9,BAL 12,17,10,Dave Zastudil punts 67 yards,-2.490,-0.340
4,3:58,1,10,KAN 21,17,10,Priest Holmes left guard for 3 yards (tackle by Kelly Gregg and Anthony Weaver),0.340,0.210
4,3:23,2,7,KAN 24,17,10,Priest Holmes right guard for 1 yard (tackle by Ed Hartwell),0.210,-0.360
4,2:36,3,6,KAN 25,17,10,Trent Green pass incomplete intended for Johnnie Morton (defended by Corey Fuller),-0.360,-1.700
4,2:30,4,6,KAN 25,17,10,"Jason Baker punts 36 yards, muffed catch by Ed Reed, recovered by Marc Boerigter and returned for no gain",-1.700,2.980
4,2:21,1,10,BAL 39,17,10,Priest Holmes right end for -5 yards (tackle by Ray Lewis),2.980,1.770
4,2:15,,,,17,10,Timeout #1 by Baltimore Ravens,0.000,1.770
4,2:15,2,15,BAL 44,17,10,Dante Hall left end for -12 yards (tackle by Ed Reed),1.770,-0.490
4,2:08,,,,17,10,Timeout #2 by Baltimore Ravens,0.000,-0.490
4,2:08,3,27,KAN 44,17,10,Priest Holmes up the middle for 9 yards (tackle by Gary Baxter and Anthony Weaver),-0.490,0.130
4,2:00,4,18,BAL 47,17,10,"Jason Baker punts 30 yards, returned by Ed Reed for no gain",0.130,0.060
4,1:52,1,10,BAL 17,17,10,--,-0.060,1.070
4,1:44,1,10,BAL 32,17,10,Kyle Boller pass complete to Todd Heap for 8 yards (tackle by Scott Fujita),1.070,1.610
4,1:29,2,2,BAL 40,17,10,Kyle Boller pass incomplete intended for Travis Taylor,1.610,0.890
4,1:19,3,2,BAL 40,17,10,Kyle Boller pass complete to Travis Taylor for 5 yards (tackle by Shawn Barber),0.890,1.930
4,1:06,1,10,BAL 45,17,10,Kyle Boller spiked the ball,1.930,1.380
4,1:04,2,10,BAL 45,17,10,Kyle Boller pass incomplete intended for Frank Sanders (defended by Dexter McCleon),1.380,0.700
4,1:02,3,10,BAL 45,17,10,Kyle Boller pass complete to Travis Taylor for 10 yards (tackle by Shawn Barber),0.700,2.590
4,0:44,1,10,KAN 45,17,10,Kyle Boller for 1 yard (tackle by Scott Fujita),2.590,2.180
4,0:36,2,9,KAN 44,17,10,Kyle Boller pass incomplete intended for Todd Heap is intercepted by Dexter McCleon at KAN-2,2.180,0.380
4,0:29,1,10,KAN 2,17,10,Trent Green kneels for no gain,-0.380,-0.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
