Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
2,1:29,,,,,,Timeout #1 by Los Angeles Rams,,
2,1:29,4,1,SEA 34,20,10,Michael Dickson punts 59 yards out of bounds,-1.110,0.380
2,1:21,1,10,LAR 7,20,10,Cam Akers left guard for -3 yards (tackle by Jarran Reed),-0.380,-1.000
2,1:18,,,,,,Timeout #2 by Seattle Seahawks,,
2,1:18,2,13,LAR 4,20,10,Cam Akers right end for 15 yards (tackle by Jarran Reed),-1.000,0.150
2,0:57,1,10,LAR 19,20,10,Jared Goff pass incomplete short left intended for Cooper Kupp,0.150,-0.390
2,0:54,2,10,LAR 19,20,10,Cam Akers right guard for 5 yards (tackle by Bobby Wagner and Quandre Diggs),-0.390,-0.420
2,0:46,,,,,,Timeout #3 by Seattle Seahawks,,
2,0:46,3,5,LAR 24,20,10,Cam Akers right guard for 3 yards (tackle by Carlos Dunlap),-0.420,-1.570
2,0:05,,,,,,Timeout #2 by Los Angeles Rams,,
2,0:05,4,2,LAR 27,20,10,Jared Goff pass incomplete deep right,-1.570,0.740
Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,20,10,"Matt Gay kicks off 64 yards, returned by D.J. Reed for 58 yards (tackle by Nsimba Webster)",0.000,2.850
3,14:50,1,10,LAR 41,20,10,Russell Wilson pass incomplete deep right intended for Jacob Hollister,2.850,2.310
3,14:44,2,10,LAR 41,20,10,Chris Carson right guard for 7 yards (tackle by Troy Reeder and Jordan Fuller),2.310,2.540
3,14:00,3,3,LAR 34,20,10,Russell Wilson pass incomplete deep right intended for Chris Carson,2.540,1.090
3,13:50,4,3,LAR 34,20,13,Jason Myers 52 yard field goal good,1.090,3.000
3,13:45,,,SEA 35,20,13,"Jason Myers kicks off 60 yards, returned by Nsimba Webster for 36 yards (tackle by Jason Myers)",0.000,1.660
3,13:38,1,10,LAR 41,20,13,Cam Akers right guard for 4 yards (tackle by Poona Ford),1.660,1.660
3,13:09,2,6,LAR 45,20,13,Jared Goff pass incomplete short middle intended for Cooper Kupp (defended by Jamal Adams),1.660,0.960
3,13:03,3,6,LAR 45,20,13,Jared Goff sacked by Jarran Reed for -8 yards,0.960,-0.910
3,12:25,4,14,LAR 37,20,13,"Johnny Hekker punts 45 yards, returned by D.J. Reed for 8 yards (tackle by Derek Rivers)",-0.910,-0.670
3,12:16,1,10,SEA 26,20,13,Chris Carson right guard for 2 yards (tackle by Sebastian Joseph and Troy Reeder),0.670,0.400
3,11:44,2,8,SEA 28,20,13,Chris Carson right end for 10 yards (tackle by John Johnson),0.400,1.470
3,11:06,1,10,SEA 38,20,13,Russell Wilson pass complete short left to Chris Carson for 5 yards (tackle by Troy Hill),1.470,1.600
3,10:30,2,5,SEA 43,20,13,Carlos Hyde right guard for 1 yard (tackle by Michael Brockers),1.600,1.020
3,10:04,3,4,SEA 44,20,13,Russell Wilson pass incomplete deep middle intended for D.K. Metcalf,1.020,-0.460
3,9:58,4,4,SEA 44,20,13,"Michael Dickson punts 56 yards, touchback.",-0.460,-0.280
3,9:51,1,10,LAR 20,20,13,"Penalty on Bobby Evans: False Start, 5 yards (no play)",0.280,-0.310
3,9:51,1,15,LAR 15,20,13,Jared Goff pass incomplete deep middle intended for Cooper Kupp,-0.310,-1.070
3,9:47,2,15,LAR 15,20,13,Cam Akers right tackle for 2 yards (tackle by Poona Ford),-1.070,-1.510
3,9:08,3,13,LAR 17,20,13,Malcolm Brown left guard for 2 yards (tackle by Jarran Reed and Bobby Wagner),-1.510,-2.140
3,8:31,4,11,LAR 19,20,13,Johnny Hekker punts 46 yards out of bounds,-2.140,-1.270
3,8:25,1,10,SEA 35,20,13,Russell Wilson pass complete short left to Will Dissly for 1 yard (tackle by Jordan Fuller),1.270,0.860
3,7:41,2,9,SEA 36,20,13,Russell Wilson pass incomplete short middle intended for Will Dissly,0.860,0.170
3,7:37,3,9,SEA 36,20,13,Russell Wilson pass incomplete deep left intended for D.K. Metcalf (defended by Jalen Ramsey),0.170,-0.980
3,7:30,4,9,SEA 36,20,13,"Michael Dickson punts 57 yards, fair catch by Nsimba Webster at LA-7",-0.980,0.380
3,7:23,1,10,LAR 7,20,13,Cam Akers left end for 6 yards (tackle by Quandre Diggs),-0.380,-0.340
3,6:38,2,4,LAR 13,20,13,Jared Goff right end for 6 yards (tackle by Cedrick Lattimore),-0.340,0.150
3,6:07,1,10,LAR 19,20,13,Cam Akers left tackle for 1 yard (tackle by D.J. Reed),0.150,-0.200
3,5:42,2,9,LAR 20,20,13,Jared Goff pass incomplete short left intended for Tyler Higbee (defended by D.J. Reed),-0.200,-0.940
3,5:39,3,9,LAR 20,20,13,Jared Goff pass incomplete short middle intended for Robert Woods (defended by Carlos Dunlap),-0.940,-2.030
3,5:34,4,9,LAR 20,20,13,Johnny Hekker punts 49 yards downed by Micah Kiser,-2.030,-1.000
3,5:21,1,10,SEA 31,20,13,Chris Carson left guard for 3 yards (tackle by Justin Hollins),1.000,0.870
3,4:39,2,7,SEA 34,20,13,Chris Carson right guard for 6 yards (tackle by A'Shawn Robinson and Jordan Fuller),0.870,0.960
3,3:58,3,1,SEA 40,20,13,Carlos Hyde right guard for 3 yards (tackle by Troy Reeder),0.960,1.800
3,3:18,1,10,SEA 43,20,13,"Russell Wilson pass incomplete short middle intended for Will Dissly. Penalty on Brandon Shell: Ineligible Downfield Pass, 5 yards (no play)",1.800,1.470
3,3:09,1,15,SEA 38,20,13,"Russell Wilson right tackle for 16 yards (tackle by Leonard Floyd). Penalty on Ethan Pocic: Offensive Holding, 10 yards (no play)",1.470,0.810
3,2:41,1,25,SEA 28,20,13,Chris Carson left guard for 1 yard (tackle by Troy Reeder and Greg Gaines),0.810,-0.640
3,1:58,2,24,SEA 29,20,13,Russell Wilson pass incomplete short right,-0.640,-1.290
3,1:53,3,24,SEA 29,20,13,Russell Wilson pass incomplete short middle intended for Jacob Hollister,-1.290,-1.440
3,1:50,4,24,SEA 29,20,13,"Michael Dickson punts 55 yards, returned by Nsimba Webster for 9 yards (tackle by Cody Barton). Penalty on Damarious Randall: Player Out of Bounds on Kick, 5 yards",-1.440,-0.940
3,1:40,1,10,LAR 30,20,13,Jared Goff pass complete short middle to Robert Woods for 20 yards (tackle by D.J. Reed),0.940,2.260
3,0:59,1,10,LAR 50,20,13,Cam Akers right tackle for 8 yards (tackle by Jordyn Brooks and Bobby Wagner),2.260,2.790
3,0:18,2,2,SEA 42,20,13,Cam Akers left tackle for 4 yards (tackle by Cedrick Lattimore),2.790,3.050
Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 38,20,13,Cam Akers right end for 5 yards (tackle by Bobby Wagner),3.050,3.180
4,14:22,2,5,SEA 33,20,13,Jared Goff pass complete short right to Robert Woods for 6 yards,3.180,3.780
4,13:50,1,10,SEA 27,20,13,Cam Akers right tackle for 1 yard (tackle by K.J. Wright),3.780,3.370
4,13:12,2,9,SEA 26,20,13,Jared Goff pass complete short middle to Robert Woods for 7 yards (tackle by Jordyn Brooks),3.370,3.640
4,12:22,,,,,,Timeout #2 by Los Angeles Rams,,
4,12:22,3,2,SEA 19,20,13,Malcolm Brown left guard for 1 yard (tackle by Jordyn Brooks),3.640,2.400
4,11:37,4,1,SEA 18,23,13,Matt Gay 36 yard field goal good,2.400,3.000
4,11:33,,,LAR 35,23,13,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
4,11:33,1,10,SEA 25,23,13,"Russell Wilson sacked by Leonard Floyd for no gain. Penalty on Ethan Pocic: Offensive Holding, 10 yards (no play)",0.610,-0.410
4,11:12,1,20,SEA 15,23,13,Russell Wilson pass complete short left to D.K. Metcalf for 15 yards (tackle by Jalen Ramsey),-0.410,0.740
4,10:45,2,5,SEA 30,23,13,Chris Carson left guard for 4 yards (tackle by A'Shawn Robinson and Jordan Fuller),0.740,0.560
4,10:16,3,1,SEA 34,23,13,Chris Carson left guard for no gain (tackle by A'Shawn Robinson),0.560,-1.110
4,9:32,4,1,SEA 34,23,13,"Penalty on Jordan Simmons: False Start, 5 yards (no play)",-1.110,-1.440
4,9:32,4,6,SEA 29,23,13,"Michael Dickson punts 71 yards, touchback.",-1.440,-0.280
4,9:21,1,10,LAR 20,23,13,Cam Akers left guard for 3 yards (tackle by Jordyn Brooks and Benson Mayowa),0.280,0.140
4,8:39,2,7,LAR 23,23,13,Malcolm Brown left guard for 6 yards (tackle by Benson Mayowa),0.140,0.230
4,7:55,3,1,LAR 29,23,13,Malcolm Brown right guard for no gain (tackle by Cedrick Lattimore),0.230,-1.440
4,7:11,4,1,LAR 29,23,13,"Johnny Hekker punts 44 yards, returned by D.J. Reed for 8 yards (tackle by Nick Scott and Samson Ebukam). D.J. Reed fumbles (forced by Samson Ebukam), recovered by Micah Kiser at SEA-36",-1.440,3.180
4,7:02,1,10,SEA 36,23,13,Jared Goff pass complete short right to Malcolm Brown for 9 yards (tackle by Bobby Wagner),3.180,3.850
4,6:22,2,1,SEA 27,23,13,Malcolm Brown right guard for 6 yards (tackle by Bobby Wagner),3.850,4.170
4,5:36,1,10,SEA 21,23,13,Malcolm Brown right tackle for 6 yards (tackle by K.J. Wright and Jamal Adams),4.170,4.550
4,4:52,2,4,SEA 15,29,13,"Jared Goff pass complete short left to Robert Woods for 15 yards, touchdown",4.550,7.000
4,4:46,,,SEA 15,30,13,Matt Gay kicks extra point good,0.000,0.000
4,4:46,,,LAR 35,30,13,"Matt Gay kicks off 65 yards, returned by D.J. Reed for 24 yards (tackle by J.R. Reed and Juju Hughes)",0.000,0.540
4,4:40,1,10,SEA 24,30,13,Russell Wilson pass incomplete short middle intended for Jacob Hollister,0.540,0.000
4,4:35,2,10,SEA 24,30,13,Russell Wilson up the middle for 5 yards (tackle by John Johnson),0.000,-0.030
4,4:11,3,5,SEA 29,30,13,Chris Carson right tackle for -1 yards (tackle by Morgan Fox and Troy Reeder),-0.030,-1.500
4,3:35,4,6,SEA 28,30,13,Russell Wilson right end for 23 yards (tackle by Jordan Fuller),-1.500,2.320
4,3:07,1,10,LAR 49,30,13,Russell Wilson pass incomplete deep right intended for D.K. Metcalf,2.320,1.780
4,3:01,2,10,LAR 49,30,13,Russell Wilson pass complete short right to D.K. Metcalf for 9 yards (tackle by Jalen Ramsey),1.780,2.280
4,2:39,3,1,LAR 40,30,13,Russell Wilson pass complete deep left to Freddie Swain for 28 yards,2.280,4.780
4,2:34,1,10,LAR 12,30,19,"Russell Wilson pass complete short middle to D.K. Metcalf for 12 yards, touchdown",4.780,7.000
4,2:28,,,LAR 15,30,20,Jason Myers kicks extra point good,0.000,0.000
4,2:28,,,SEA 35,30,20,"Michael Dickson kicks onside 14 yards, returned by Robert Woods for no gain",0.000,2.320
4,2:27,1,10,SEA 49,30,20,Malcolm Brown left tackle for 5 yards (tackle by Bobby Wagner and Cedrick Lattimore),2.320,2.460
4,2:23,,,,,,Timeout #1 by Seattle Seahawks,,
4,2:23,2,5,SEA 44,30,20,Malcolm Brown right tackle for 1 yard (tackle by Jordyn Brooks),2.460,1.880
4,2:18,,,,,,Timeout #2 by Seattle Seahawks,,
4,2:18,3,4,SEA 43,30,20,Malcolm Brown left guard for 3 yards (tackle by Quandre Diggs and Cedrick Lattimore),1.880,0.590
4,2:00,4,1,SEA 40,30,20,Jared Goff up the middle for no gain (tackle by Bobby Wagner and Carlos Dunlap),0.590,-1.600
4,1:55,1,10,SEA 40,30,20,Russell Wilson sacked by Leonard Floyd for -5 yards,1.600,0.380
4,1:45,,,,,,Timeout #3 by Seattle Seahawks,,
4,1:45,2,15,SEA 35,30,20,Russell Wilson pass incomplete deep right intended for D.K. Metcalf,0.380,-0.300
4,1:40,3,15,SEA 35,30,20,Russell Wilson pass incomplete deep right intended for Tyler Lockett (defended by Nick Scott),-0.300,-1.040
4,1:31,4,15,SEA 35,30,20,Russell Wilson sacked by Morgan Fox for -6 yards,-1.040,-3.640
4,1:24,1,10,SEA 29,30,20,Jared Goff kneels for -1 yards,3.640,2.970
4,0:42,2,11,SEA 30,30,20,Jared Goff kneels for -1 yards,2.970,2.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
