Quarter,Time,Down,ToGo,Location,OAK,NYJ,Detail,EPB,EPA
4,6:21,4,5,OAK 46,20,37,"Matt McGloin pass incomplete. Penalty on Antonio Cromartie: Defensive Pass Interference, 21 yards (no play)",-0.320,3.380
4,5:24,1,10,NYJ 33,20,37,Marcel Reece right tackle for 7 yards (tackle by Dawan Landry),3.380,3.780
4,4:45,2,3,NYJ 26,20,37,Matt McGloin pass complete short left to Mychal Rivera for 6 yards (tackle by Dawan Landry),3.780,4.240
4,4:29,1,10,NYJ 20,20,37,Marcel Reece right guard for 5 yards (tackle by Quinton Coples),4.240,4.450
4,3:59,2,5,NYJ 15,20,37,Matt McGloin pass incomplete short left intended for Andre Holmes (defended by Antonio Cromartie),4.450,3.700
4,3:59,3,5,NYJ 15,20,37,Matt McGloin pass incomplete short left intended for Rod Streater (defended by Antonio Cromartie),3.700,3.700
4,3:59,3,5,NYJ 15,20,37,Timeout #2 by Oakland Raiders,3.700,2.490
4,3:49,4,5,NYJ 15,20,37,Matt McGloin pass complete short left to Rod Streater for 14 yards (tackle by Ed Reed),2.490,6.970
4,3:14,1,1,NYJ 1,20,37,Marcel Reece right guard for no gain (tackle by Sheldon Richardson),6.970,5.910
4,2:40,2,1,NYJ 1,20,37,Marcel Reece up the middle for no gain (tackle by David Harris and Quinton Coples),5.910,5.910
4,2:35,2,1,NYJ 1,20,37,Timeout #3 by Oakland Raiders,5.910,5.170
4,2:35,3,1,NYJ 1,20,37,Matt McGloin pass incomplete short right intended for Marcel Reece,5.170,3.550
4,2:24,4,1,NYJ 1,26,37,"Matt McGloin pass complete short left to Mychal Rivera for 1 yard, touchdown",3.550,7.000
4,2:24,,,NYJ 2,27,37,Sebastian Janikowski kicks extra point good,0.000,0.000
4,2:24,,,OAK 35,27,37,"Sebastian Janikowski kicks onside 11 yards, recovered by Nick Bellore",0.000,-2.520
4,2:21,1,10,OAK 46,27,37,"Penalty on Brian Winters: False Start, 5 yards (no play)",2.520,2.190
4,2:21,1,15,NYJ 49,27,37,Chris Ivory up the middle for 7 yards (tackle by Pat Sims),2.190,2.250
4,1:59,2,8,OAK 44,27,37,Chris Ivory right tackle for 1 yard (tackle by Daniel Muir),2.250,1.680
4,1:15,3,7,OAK 43,27,37,Chris Ivory up the middle for 4 yards (tackle by Nick Roach and Daniel Muir),1.680,1.680
4,0:31,3,7,OAK 43,27,37,Timeout #1 by New York Jets,1.680,0.660
4,0:31,4,3,OAK 39,27,37,"Ryan Quigley punts 39 yards, touchback",0.660,-0.280
4,0:25,1,10,OAK 20,27,37,Matt McGloin sacked by Quinton Coples for -10 yards,0.280,-1.510
4,0:02,2,20,OAK 10,27,37,Matt McGloin pass incomplete short middle intended for Mychal Rivera,-1.510,-2.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
