Quarter,Time,Down,ToGo,Location,IND,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,IND 35,13,6,Peyton Manning pass incomplete intended for Marvin Harrison,0.560,-1.040
2,14:55,4,2,IND 35,13,6,"Penalty on Justin Snow: False Start, 5 yards (no play)",-1.040,-1.370
2,14:55,4,7,IND 30,13,6,"Hunter Smith punts 35 yards, returned by Eddie Drummond for 5 yards (tackle by Gary Brackett). Penalty on Andre' Goodman: Offensive Holding, 10 yards",-1.370,-0.340
2,14:45,1,10,DET 21,13,6,Joey Harrington pass complete to Tai Streets for 2 yards (tackle by Jason David),0.340,0.070
2,14:10,2,8,DET 23,13,6,Kevin Jones left end for 21 yards (tackle by Idrees Bashir),0.070,1.860
2,13:42,1,10,DET 44,13,6,Kevin Jones up the middle for 3 yards (tackle by Cato June),1.860,1.720
2,13:05,2,7,DET 47,13,6,Joey Harrington sacked by Montae Reagor for -2 yards,1.720,0.760
2,12:32,3,9,DET 45,13,6,Joey Harrington pass complete to Shawn Bryson for 10 yards (tackle by Joe Jefferson),0.760,2.590
2,11:53,1,10,IND 45,13,6,Kevin Jones up the middle for 6 yards (tackle by Josh Thomas),2.590,2.850
2,11:19,2,4,IND 39,13,6,Kevin Jones right tackle for 3 yards (tackle by Rob Morris),2.850,2.540
2,10:41,3,1,IND 36,13,6,Shawn Bryson up the middle for 2 yards (tackle by Mike Doss),2.540,3.310
2,10:01,1,10,IND 34,13,6,Kevin Jones up the middle for -1 yards (tackle by Larry Tripplett),3.310,2.640
2,9:23,2,11,IND 35,13,6,Joey Harrington pass incomplete intended for Tai Streets (defended by Jason David),2.640,1.950
2,9:17,3,11,IND 35,13,6,Joey Harrington pass complete to Roy E. Williams for 5 yards (tackle by Cato June),1.950,1.430
2,8:29,4,6,IND 30,13,6,Jason Hanson 48 yard field goal no good,1.430,-1.470
2,8:28,1,10,IND 38,13,6,Peyton Manning pass complete to Marvin Harrison for 14 yards (tackle by Fernando Bryant),1.470,2.390
2,8:15,1,10,DET 48,13,6,Edgerrin James left end for 7 yards (tackle by Alex Lewis),2.390,2.790
2,7:40,2,3,DET 41,13,6,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Brock Marion),2.790,2.080
2,7:34,,,,13,6,Timeout #1 by Detroit Lions,0.000,2.080
2,7:34,3,3,DET 41,13,6,"Peyton Manning pass complete to Brandon Stokley for 16 yards (tackle by Bracy Walker). Penalty on Dallas Clark: Offensive Pass Interference, 10 yards (no play)",2.080,0.760
2,7:05,3,13,IND 49,13,6,Peyton Manning pass complete to Edgerrin James for -1 yards (tackle by Marcus Bell),0.760,-0.190
2,6:26,4,14,IND 48,13,6,"Hunter Smith punts 39 yards, fair catch by Eddie Drummond",-0.190,0.320
2,6:17,1,10,DET 13,13,6,Joey Harrington pass complete to Stephen Alexander for 30 yards (tackle by Jason David),-0.320,1.800
2,5:36,1,10,DET 43,13,6,Joey Harrington pass complete to Cory Schlesinger for 10 yards (tackle by Cato June),1.800,2.460
2,4:57,1,10,IND 47,13,6,"Penalty on Jeff Backus: False Start, 5 yards (no play)",2.460,2.130
2,4:30,1,15,DET 48,13,6,"Joey Harrington sacked by Rob Morris for -1 yards. Joey Harrington fumbles (forced by Rob Morris), recovered by Montae Reagor at DET-47 (tackle by Kevin Jones)",2.130,-2.460
2,4:19,1,10,DET 47,13,6,Edgerrin James left end for 5 yards (tackle by Dre' Bly),2.460,2.590
2,3:52,2,5,DET 42,13,6,Peyton Manning pass complete to Marvin Harrison for 12 yards (tackle by Fernando Bryant),2.590,3.580
2,3:12,1,10,DET 30,13,6,Edgerrin James up the middle for 5 yards (tackle by Earl Holmes),3.580,3.710
2,2:35,2,5,DET 25,13,6,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Fernando Bryant),3.710,3.010
2,2:29,3,5,DET 25,19,6,"Peyton Manning pass complete to Brandon Stokley for 25 yards, touchdown",3.010,7.000
2,,,,DET 2,20,6,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,20,6,"Jason Baker kicks off 65 yards, returned by Eddie Drummond for 20 yards (tackle by Cory Bird)",0.000,0.610
2,2:15,1,10,DET 25,20,6,Shawn Bryson right tackle for 1 yard (tackle by Jim Nelson),0.610,0.200
2,2:00,2,9,DET 26,20,6,"Joey Harrington pass complete to Shawn Bryson for 4 yards (tackle by David Thornton). Shawn Bryson fumbles (forced by David Thornton), recovered by Robert Mathis at DET-32 (tackle by Stockar McDougle)",0.200,-3.510
2,1:51,1,10,DET 31,20,6,Edgerrin James right end for 17 yards (tackle by Marcus Bell),3.510,4.650
2,1:21,1,10,DET 14,20,6,Edgerrin James up the middle for 1 yard (tackle by Marcus Bell),4.650,4.160
2,0:53,2,9,DET 13,26,6,"Peyton Manning pass complete to Marvin Harrison for 13 yards, touchdown",4.160,7.000
2,,,,DET 2,27,6,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,27,6,"Jason Baker kicks off 70 yards, touchback",0.000,0.280
2,0:50,1,10,DET 20,27,6,Joey Harrington pass complete to Shawn Bryson for 12 yards (tackle by Jason David),0.280,1.070
2,0:24,1,10,DET 32,27,6,Joey Harrington pass incomplete intended for Scottie Vines,1.070,0.530
2,0:21,2,10,DET 32,27,6,"Shawn Bryson up the middle for 16 yards (tackle by Joe Jefferson). Penalty on Joe Jefferson: Face Mask (15 Yards), 15 yards",0.530,3.120
2,0:14,1,10,IND 37,27,6,Joey Harrington pass incomplete intended for Shawn Bryson,3.120,2.570
2,0:10,2,10,IND 37,27,6,Joey Harrington pass complete to Reggie Swinton for 23 yards,2.570,4.650
2,0:04,1,10,IND 14,27,9,Jason Hanson 32 yard field goal good,4.650,3.000
Quarter,Time,Down,ToGo,Location,IND,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,27,9,"Jason Baker kicks off 67 yards, returned by Eddie Drummond for 8 yards (tackle by Gerome Sapp)",0.000,-0.370
3,14:55,1,10,DET 11,27,9,Joey Harrington pass complete to Roy E. Williams for 2 yards (tackle by Joe Jefferson),-0.370,-0.630
3,14:21,2,8,DET 13,27,9,Shawn Bryson right end for 1 yard (tackle by Rob Morris),-0.630,-1.070
3,14:02,3,7,DET 14,27,9,Joey Harrington pass incomplete intended for Stephen Alexander,-1.070,-2.470
3,13:54,4,7,DET 14,27,9,"Nick Harris punts 47 yards, returned by Jason David for -3 yards (tackle by Andre' Goodman)",-2.470,-1.330
3,13:41,1,10,IND 36,27,9,Peyton Manning pass complete to Marvin Harrison for 9 yards (tackle by Teddy Lehman),1.330,2.010
3,13:10,2,1,IND 45,27,9,Peyton Manning pass complete to Dallas Clark for 6 yards (tackle by Fernando Bryant),2.010,2.320
3,12:32,1,10,DET 49,27,9,Peyton Manning pass complete to Marvin Harrison for 14 yards (tackle by Fernando Bryant),2.320,3.250
3,11:47,1,10,DET 35,27,9,Edgerrin James up the middle for 4 yards (tackle by Teddy Lehman),3.250,3.240
3,11:16,2,6,DET 31,27,9,Peyton Manning pass complete to Marvin Harrison for 4 yards (tackle by Fernando Bryant),3.240,3.070
3,10:41,3,2,DET 27,27,9,"Edgerrin James right tackle for 10 yards (tackle by Fernando Bryant). Penalty on Dan Wilkinson: Face Mask (5 Yards), 5 yards",3.070,4.780
3,10:12,1,10,DET 12,27,9,Edgerrin James left end for 2 yards (tackle by Shaun Rogers),4.780,4.450
3,9:26,2,8,DET 10,33,9,"Peyton Manning pass complete to Marvin Harrison for 10 yards, touchdown",4.450,7.000
3,,,,DET 2,34,9,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,34,9,"Jason Baker kicks off 67 yards, returned by Reggie Swinton for 21 yards (tackle by Joe Jefferson)",0.000,0.540
3,9:11,1,10,DET 24,34,9,Kevin Jones left end for 2 yards (tackle by Rob Morris),0.540,0.270
3,8:35,2,8,DET 26,34,9,Joey Harrington pass incomplete intended for Kevin Jones (defended by Joe Jefferson),0.270,-0.430
3,8:25,3,8,DET 26,34,9,"Penalty on Damien Woody: False Start, 5 yards (no play)",-0.430,-1.090
3,8:25,3,13,DET 21,34,9,Joey Harrington pass complete to Shawn Bryson for 6 yards (tackle by Jason David),-1.090,-1.570
3,8:11,4,7,DET 27,34,9,"Nick Harris punts 45 yards, returned by Jason David for 8 yards (tackle by Wali Rainer)",-1.570,-1.330
3,8:00,1,10,IND 36,34,9,Edgerrin James left tackle for -1 yards (tackle by James Davis),1.330,0.660
3,7:29,2,11,IND 35,34,9,Peyton Manning pass complete to Reggie Wayne for 3 yards (tackle by James Davis),0.660,0.370
3,6:45,3,8,IND 38,34,9,"Penalty on Tarik Glenn: False Start, 5 yards (no play)",0.370,-0.300
3,6:19,3,13,IND 33,34,9,Peyton Manning pass complete to Edgerrin James for 4 yards (tackle by Alex Lewis),-0.300,-0.910
3,5:51,4,9,IND 37,34,9,"Hunter Smith punts 40 yards, returned by Reggie Swinton for 8 yards (tackle by Von Hutchins). Penalty on David Thornton: Illegal Formation (Offsetting), Penalty on Andre' Goodman: Illegal Block Above the Waist (Offsetting) (no play)",-0.910,-0.910
3,5:41,4,9,IND 37,34,9,"Hunter Smith punts 51 yards, returned by Reggie Swinton for 11 yards (tackle by Justin Snow). Reggie Swinton fumbles, recovered by Hunter Smith at DET-36",-0.910,3.180
3,5:27,1,10,DET 36,34,9,Edgerrin James left tackle for 2 yards (tackle by Shaun Rogers),3.180,2.910
3,4:52,2,8,DET 34,34,9,Peyton Manning pass complete to Brandon Stokley for 7 yards (tackle by Dre' Bly),2.910,3.140
3,4:22,3,1,DET 27,34,9,Peyton Manning right end for 4 yards (tackle by Cory Redding and Fernando Bryant),3.140,4.040
3,3:40,1,10,DET 23,34,9,Peyton Manning pass complete to Marvin Harrison for 12 yards (tackle by Fernando Bryant),4.040,4.840
3,2:54,1,10,DET 11,34,9,Edgerrin James up the middle for 6 yards (tackle by Bracy Walker),4.840,5.280
3,2:15,2,4,DET 5,40,9,"Peyton Manning pass complete to Marvin Harrison for 5 yards, touchdown",5.280,7.000
3,,,,DET 2,41,9,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,41,9,"Jason Baker kicks off 67 yards, returned by Reggie Swinton for 24 yards (tackle by Joe Jefferson)",0.000,0.740
3,2:05,1,10,DET 27,41,9,Mike McMahon pass complete to Stephen Alexander for 8 yards (tackle by Rob Morris),0.740,1.280
3,1:24,2,2,DET 35,41,9,"Mike McMahon pass complete to Roy E. Williams for 7 yards (tackle by Joe Jefferson). Roy E. Williams fumbles (forced by Joe Jefferson), recovered by Raheem Brock at DET-42 (tackle by Stephen Alexander)",1.280,-2.790
3,1:15,1,10,DET 42,41,9,Jim Sorgi pass complete to Marvin Harrison for 7 yards (tackle by Earl Holmes),2.790,3.190
3,0:31,2,3,DET 35,41,9,Edgerrin James up the middle for -2 yards (tackle by Kelvin Pritchett),3.190,2.210
Quarter,Time,Down,ToGo,Location,IND,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,DET 37,41,9,Jim Sorgi pass incomplete intended for Reggie Wayne,2.210,0.790
4,14:54,4,5,DET 37,41,9,Hunter Smith punts 34 yards,0.790,0.380
4,14:43,1,10,DET 3,41,9,Kevin Jones right tackle for 2 yards (tackle by Anthony Floyd),-0.380,-0.630
4,14:05,2,8,DET 5,41,9,Mike McMahon pass complete to Kevin Jones for 2 yards (tackle by Von Hutchins),-0.630,-0.950
4,13:20,3,6,DET 7,41,9,Mike McMahon pass complete to Stephen Alexander for 11 yards (tackle by Gerome Sapp),-0.950,0.040
4,12:42,1,10,DET 18,41,9,Mike McMahon pass complete to Tai Streets for 19 yards (tackle by Von Hutchins),0.040,1.400
4,12:08,1,10,DET 37,41,9,Kevin Jones right tackle for 12 yards (tackle by Anthony Floyd),1.400,2.190
4,11:29,1,10,DET 49,41,9,Mike McMahon right end for 4 yards (tackle by Gary Brackett),2.190,2.190
4,10:48,2,6,IND 47,41,9,Mike McMahon pass complete to Kevin Jones for -5 yards (tackle by Waine Bacon). Penalty on Dominic Raiola: Ineligible Downfield Pass (Declined),2.190,0.830
4,10:15,3,11,DET 48,41,9,Mike McMahon sacked by Robert Mathis and Raheem Brock for -12 yards,0.830,-0.980
4,10:02,4,23,DET 36,41,9,Nick Harris punts 31 yards,-0.980,-1.140
4,9:52,1,10,IND 33,41,9,Edgerrin James left end for 7 yards (tackle by Dre' Bly),1.140,1.540
4,9:10,2,3,IND 40,41,9,Edgerrin James left end for 5 yards (tackle by James Hall),1.540,1.930
4,8:24,1,10,IND 45,41,9,Edgerrin James right end for -3 yards (tackle by James Davis),1.930,0.980
4,7:39,2,13,IND 42,41,9,"Penalty on Jim Sorgi: False Start, 5 yards (no play)",0.980,0.300
4,7:14,2,18,IND 37,41,9,Edgerrin James left tackle for 3 yards (tackle by Marcus Bell),0.300,0.040
4,6:29,3,15,IND 40,41,9,Jim Sorgi pass incomplete intended for Dallas Clark (defended by James Hall). Penalty on Makoa Freitas: Offensive Holding (Declined),0.040,-0.720
4,6:25,4,15,IND 40,41,9,"Hunter Smith punts 50 yards, returned by Reggie Swinton for 18 yards (tackle by Robert Mathis)",-0.720,-0.810
4,6:11,1,10,DET 28,41,9,Mike McMahon pass complete to Casey Fitzsimmons for 7 yards (tackle by Rob Morris),0.810,1.210
4,5:32,2,3,DET 35,41,9,Mike McMahon pass complete to Stephen Alexander for 5 yards (tackle by David Thornton),1.210,1.600
4,4:53,1,10,DET 40,41,9,"Mike McMahon pass complete to Kevin Jones for 4 yards (tackle by Jim Nelson). Penalty on Jeff Backus: Offensive Holding, 10 yards, Penalty on Stockar McDougle: Offensive Holding (Declined) (no play)",1.600,0.940
4,4:45,1,20,DET 30,41,9,Mike McMahon pass incomplete intended for Roy E. Williams,0.940,-0.300
4,4:40,2,20,DET 30,41,9,"Penalty on David Loverne: False Start, 5 yards (no play)",-0.300,-0.970
4,4:40,2,25,DET 25,41,9,Mike McMahon pass complete to Shawn Bryson for 4 yards (tackle by Waine Bacon),-0.970,-1.090
4,3:55,3,21,DET 29,41,9,Mike McMahon left end for 14 yards (tackle by David Thornton),-1.090,-0.520
4,3:10,4,7,DET 43,41,9,Mike McMahon pass incomplete intended for Stephen Alexander,-0.520,-2.720
4,2:57,1,10,DET 43,41,9,James Mungro left tackle for 4 yards (tackle by Earl Holmes),2.720,2.720
4,2:14,2,6,DET 39,41,9,James Mungro up the middle for no gain (tackle by Cory Redding),2.720,2.010
4,2:00,,,,41,9,Timeout #1 by Indianapolis Colts,0.000,2.010
4,2:00,3,6,DET 39,41,9,Dominic Rhodes left end for 3 yards (tackle by Brock Marion),2.010,0.890
4,1:11,4,3,DET 36,41,9,Dominic Rhodes right end for 1 yard (tackle by Earl Holmes),0.890,-1.270
4,1:05,1,10,DET 35,41,9,Shawn Bryson up the middle for 21 yards (tackle by Idrees Bashir and Gerome Sapp),1.270,2.650
4,0:36,1,10,IND 44,41,9,Mike McMahon pass complete to Scottie Vines for 11 yards (tackle by Waine Bacon),2.650,3.380
4,0:19,1,10,IND 33,41,9,Mike McMahon pass complete to Shawn Bryson for 8 yards (tackle by David Thornton),3.380,3.920
4,0:12,,,,41,9,Timeout #1 by Detroit Lions,0.000,3.920
4,0:12,2,2,IND 25,41,9,Mike McMahon pass incomplete intended for Scottie Vines,3.920,3.200
4,0:08,3,2,IND 25,41,9,"Mike McMahon pass incomplete intended for Reggie Swinton is intercepted by Waine Bacon at IND-38. Mike McMahon fumbles (forced by Dwight Freeney), recovered by Mike McMahon at IND-38",3.200,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
