Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
1,9:11,1,10,LAR 29,0,0,Darrell Henderson left tackle for 3 yards (tackle by Marcell Harris and Javon Kinlaw),0.870,0.730
1,8:34,2,7,LAR 32,0,0,Jared Goff pass complete deep right to Robert Woods for 30 yards (tackle by Richard Sherman),0.730,3.050
1,8:04,1,10,SFO 38,0,0,Jared Goff left end for 2 yards (tackle by Fred Warner),3.050,2.780
1,7:38,2,8,SFO 36,0,0,Jared Goff pass complete short left to Josh Reynolds for 6 yards (tackle by Jason Verrett),2.780,2.870
1,7:00,3,2,SFO 30,0,0,Jared Goff pass incomplete short right intended for Cooper Kupp,2.870,1.500
1,6:57,4,2,SFO 30,0,3,Matt Gay 48 yard field goal good,1.500,3.000
1,6:52,,,LAR 35,0,3,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
1,6:52,1,10,SFO 25,0,3,Jeff Wilson left end for 5 yards (tackle by Greg Gaines and Nick Scott),0.610,0.740
1,6:14,2,5,SFO 30,0,3,Nick Mullens pass complete short middle to Deebo Samuel for 33 yards (tackle by John Johnson),0.740,3.120
1,5:39,1,10,LAR 37,0,3,Raheem Mostert up the middle for 3 yards (tackle by Troy Reeder and Samson Ebukam),3.120,2.980
1,4:59,2,7,LAR 34,0,3,Nick Mullens pass complete short left to Deebo Samuel for 26 yards (tackle by Troy Hill),2.980,5.370
1,4:15,1,8,LAR 8,6,3,"Raheem Mostert left end for 8 yards, touchdown",5.370,7.000
1,4:10,,,LAR 15,7,3,Robbie Gould kicks extra point good,0.000,0.000
1,4:10,,,SFO 35,7,3,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
1,4:10,1,10,LAR 25,7,3,Jared Goff pass complete short left to Josh Reynolds for 5 yards,0.610,0.740
1,3:40,2,5,LAR 30,7,3,Cam Akers up the middle for 4 yards (tackle by Dre Greenlaw and Kentavius Street),0.740,0.560
1,3:02,3,1,LAR 34,7,3,Malcolm Brown right end for 2 yards (tackle by Richard Sherman),0.560,1.330
1,2:32,1,10,LAR 36,7,3,Jared Goff pass deep right intended for Robert Woods is intercepted by Richard Sherman at SF-37 and returned for 18 yards,1.330,-2.590
1,2:21,1,10,LAR 45,7,3,"Jeff Wilson right guard for -3 yards (tackle by Sebastian Joseph). Jeff Wilson fumbles (forced by Sebastian Joseph), recovered by Morgan Fox at LA-48",2.590,-2.130
1,2:15,1,10,LAR 48,7,3,Darrell Henderson right end for -1 yards (tackle by Dre Greenlaw),2.130,1.450
1,1:41,2,11,LAR 47,7,3,Jared Goff pass complete short left to Robert Woods for 8 yards (tackle by Alex Barrett and Jimmie Ward),1.450,1.820
1,1:16,3,3,SFO 45,7,3,Jared Goff pass incomplete short right,1.820,0.270
1,1:08,4,3,SFO 45,7,3,"Johnny Hekker punts 31 yards, fair catch by Trent Taylor at SF-14",0.270,0.280
1,1:01,1,10,SFO 14,7,3,Raheem Mostert left end for 2 yards (tackle by John Johnson),-0.280,-0.510
1,0:24,2,8,SFO 16,7,3,Nick Mullens pass complete short middle to Deebo Samuel for 3 yards (tackle by Troy Reeder and Leonard Floyd),-0.510,-0.800
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,SFO 19,7,3,Nick Mullens pass complete short left to Kendrick Bourne for 4 yards (tackle by Darious Williams),-0.800,-1.830
2,14:24,4,1,SFO 23,7,3,"Mitch Wishnowsky punts 49 yards, returned by Nsimba Webster for 7 yards (tackle by Dre Greenlaw and Marcell Harris)",-1.830,-1.270
2,14:14,1,10,LAR 35,7,3,Darrell Henderson right tackle for 4 yards (tackle by Jamar Taylor and Fred Warner),1.270,1.260
2,13:33,2,6,LAR 39,7,3,Darrell Henderson up the middle for 5 yards (tackle by Dre Greenlaw),1.260,1.220
2,12:52,3,1,LAR 44,7,3,Robert Woods right end for 8 yards (tackle by Jamar Taylor and Fred Warner),1.220,2.390
2,12:11,1,10,SFO 48,7,3,Darrell Henderson right guard for -1 yards (tackle by Richard Sherman),2.390,1.710
2,11:26,2,11,SFO 49,7,3,Jared Goff sacked by Kerry Hyder for -9 yards,1.710,-0.160
2,10:41,3,20,LAR 42,7,3,Malcolm Brown up the middle for 1 yard (tackle by Dre Greenlaw),-0.160,-0.520
2,10:06,4,19,LAR 43,7,3,"Johnny Hekker punts 42 yards, fair catch by Trent Taylor at SF-15",-0.520,0.220
2,9:59,1,10,SFO 15,7,3,Nick Mullens pass complete short middle to Jordan Reed for 12 yards (tackle by Nick Scott and Troy Reeder),-0.220,0.740
2,9:18,1,10,SFO 27,7,3,Jeff Wilson left end for 10 yards (tackle by Nick Scott),0.740,1.400
2,8:34,1,10,SFO 37,7,3,Raheem Mostert right end for 2 yards (tackle by Sebastian Joseph),1.400,1.130
2,7:49,2,8,SFO 39,7,3,Kyle Juszczyk right guard for 6 yards (tackle by Aaron Donald),1.130,1.220
2,7:02,3,2,SFO 45,7,3,"Penalty on SFO: Delay of Game, 5 yards (no play)",1.220,0.560
2,6:43,3,7,SFO 40,7,3,Nick Mullens pass incomplete short middle intended for Jordan Reed,0.560,-0.720
2,6:39,4,7,SFO 40,7,3,"Mitch Wishnowsky punts 60 yards, touchback.",-0.720,-0.280
2,6:31,1,10,LAR 20,7,3,Darrell Henderson left guard for 5 yards (tackle by Arik Armstead),0.280,0.410
2,5:56,2,5,LAR 25,7,3,Darrell Henderson up the middle for 3 yards (tackle by Arik Armstead),0.410,0.100
2,5:13,3,2,LAR 28,7,3,Jared Goff pass incomplete short middle intended for Robert Woods,0.100,-1.500
2,5:09,4,2,LAR 28,7,3,"Johnny Hekker punts 62 yards, returned by Trent Taylor for 15 yards (tackle by Samson Ebukam)",-1.500,-0.610
2,4:57,1,10,SFO 25,7,3,Nick Mullens pass complete short left to Deebo Samuel for 9 yards (tackle by Troy Hill and Michael Brockers),0.610,1.280
2,4:20,2,1,SFO 34,7,3,Raheem Mostert left tackle for 10 yards (tackle by Troy Hill),1.280,1.860
2,3:48,1,10,SFO 44,7,3,"Raheem Mostert right tackle for 4 yards (tackle by John Johnson and Troy Reeder). Penalty on Ross Dwelley: Offensive Holding, 10 yards (no play)",1.860,1.200
2,3:22,1,20,SFO 34,7,3,Nick Mullens pass complete short left to Ross Dwelley for 3 yards (tackle by Troy Reeder),1.200,0.370
2,2:40,2,17,SFO 37,7,3,"Penalty on Richie James: False Start, 5 yards (no play)",0.370,-0.300
2,2:16,2,22,SFO 32,7,3,Nick Mullens pass complete short right to Deebo Samuel for -6 yards (tackle by Leonard Floyd),-0.300,-1.750
2,2:00,3,28,SFO 26,7,3,Jerick McKinnon right tackle for 19 yards (tackle by Jalen Ramsey and Nick Scott),-1.750,-0.390
2,1:52,,,,,,Timeout #1 by Los Angeles Rams,,
2,1:52,4,9,SFO 45,7,3,"Mitch Wishnowsky punts 55 yards, touchback.",-0.390,-0.280
2,1:43,1,10,LAR 20,7,3,"Jared Goff pass complete short middle to Gerald Everett for 6 yards (tackle by Fred Warner). Penalty on Arik Armstead: Roughing the Passer, 15 yards",0.280,1.660
2,1:32,,,,,,Timeout #1 by San Francisco 49ers,,
2,1:32,1,10,LAR 41,7,3,Jared Goff pass complete short right to Gerald Everett for 10 yards (tackle by Kerry Hyder),1.660,2.320
2,1:10,1,10,SFO 49,7,3,Jared Goff pass complete short right to Robert Woods for 9 yards,2.320,3.000
2,1:08,2,1,SFO 40,7,3,Jared Goff pass incomplete short right intended for Robert Woods,3.000,2.280
2,1:04,3,1,SFO 40,7,3,Malcolm Brown up the middle for 1 yard (tackle by Fred Warner),2.280,2.980
2,0:43,,,,,,Timeout #2 by San Francisco 49ers,,
2,0:43,1,10,SFO 39,7,3,"Jared Goff up the middle for 3 yards (tackle by Jimmie Ward). Jared Goff fumbles (forced by Jimmie Ward), recovered by Kerry Hyder at SF-32 and returned for 14 yards (tackle by Austin Corbett)",2.980,-1.990
2,0:30,1,10,SFO 46,7,3,Nick Mullens pass incomplete short middle intended for Jordan Reed (defended by Darious Williams),1.990,1.450
2,0:25,2,10,SFO 46,7,3,Nick Mullens pass incomplete short middle,1.450,0.760
2,0:22,,,,,,Timeout #2 by Los Angeles Rams,,
2,0:22,3,10,SFO 46,7,3,Nick Mullens pass complete short right to Kendrick Bourne for 18 yards (tackle by Jalen Ramsey and Jordan Fuller),0.760,3.180
2,0:11,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:11,1,10,LAR 36,7,3,Nick Mullens pass complete short right to Jerick McKinnon for 4 yards (tackle by Nick Scott),3.180,3.180
2,0:07,2,6,LAR 32,7,3,Robbie Gould 50 yard field goal no good,3.180,-1.600
2,0:02,1,10,LAR 40,7,3,Jared Goff kneels for -1 yards,1.600,0.920
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,7,3,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAR 25,7,3,Darrell Henderson left end for 2 yards (tackle by Dre Greenlaw and Javon Kinlaw),0.610,0.330
3,14:32,2,8,LAR 27,13,3,"Jared Goff pass short left intended for Cooper Kupp is intercepted by Javon Kinlaw at LA-27 and returned for 27 yards, touchdown",0.330,-7.000
3,14:22,,,LAR 15,14,3,Robbie Gould kicks extra point good,0.000,0.000
3,14:22,,,SFO 35,14,3,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
3,14:22,1,10,LAR 25,14,3,"Cam Akers right tackle for 3 yards (tackle by Darrion Daniels). Penalty on Austin Blythe: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,13:59,1,20,LAR 15,14,3,Jared Goff pass complete short right to Josh Reynolds for 8 yards (tackle by Tarvarius Moore),-0.410,-0.210
3,13:34,2,12,LAR 23,14,3,Jared Goff pass incomplete short right intended for Tyler Higbee (defended by Jimmie Ward),-0.210,-0.890
3,13:30,3,12,LAR 23,14,3,Jared Goff pass incomplete deep right intended for Josh Reynolds,-0.890,-1.830
3,13:23,4,12,LAR 23,14,3,"Johnny Hekker punts 47 yards, fair catch by Trent Taylor at SF-30",-1.830,-0.940
3,13:15,1,10,SFO 30,14,3,Nick Mullens pass incomplete short middle intended for Deebo Samuel,0.940,0.390
3,13:12,2,10,SFO 30,14,3,Raheem Mostert left tackle for no gain (tackle by Sebastian Joseph),0.390,-0.300
3,12:32,3,10,SFO 30,14,3,Nick Mullens pass incomplete deep left intended for Jordan Reed,-0.300,-1.370
3,12:26,4,10,SFO 30,14,3,"Mitch Wishnowsky punts 47 yards, returned by Nsimba Webster for 4 yards (tackle by Taybor Pepper and Charlie Woerner)",-1.370,-0.740
3,12:12,1,10,LAR 27,14,3,Jared Goff right end for 6 yards (tackle by Richard Sherman),0.740,1.010
3,11:36,2,4,LAR 33,14,3,Cam Akers right tackle for 3 yards (tackle by Kevin Givens and Arik Armstead),1.010,0.700
3,10:53,3,1,LAR 36,14,3,Cam Akers right guard for -1 yards (tackle by Kentavius Street),0.700,-1.040
3,10:14,4,2,LAR 35,14,3,"Johnny Hekker punts 48 yards, fair catch by Trent Taylor at SF-17",-1.040,0.060
3,10:06,1,10,SFO 17,14,3,Jeff Wilson up the middle for 5 yards (tackle by Justin Hollins),-0.060,0.210
3,9:22,2,5,SFO 22,14,3,Jeff Wilson up the middle for 4 yards (tackle by Greg Gaines),0.210,-0.120
3,8:46,3,1,SFO 26,14,3,Jeff Wilson right tackle for 4 yards (tackle by Troy Reeder),-0.120,0.940
3,8:05,1,10,SFO 30,14,3,Raheem Mostert left end for -4 yards (tackle by Kenny Young),0.940,-0.150
3,7:21,2,14,SFO 26,14,3,Nick Mullens pass complete short left to Deebo Samuel for 26 yards (tackle by Troy Hill),-0.150,2.390
3,6:44,1,10,LAR 48,14,3,Raheem Mostert left tackle for 1 yard (tackle by Morgan Fox),2.390,1.980
3,6:02,2,9,LAR 47,14,3,"Nick Mullens pass incomplete short right intended for Richie James. Penalty on David Long: Defensive Pass Interference, 12 yards (no play)",1.980,3.250
3,5:58,1,10,LAR 35,14,3,"Penalty on Trent Williams: False Start, 5 yards (no play)",3.250,2.920
3,5:58,1,15,LAR 40,14,3,Jeff Wilson right tackle for 7 yards (tackle by John Johnson and Leonard Floyd),2.920,2.970
3,5:18,2,8,LAR 33,14,3,Jeff Wilson up the middle for 5 yards (tackle by Sebastian Joseph),2.970,2.940
3,4:39,3,3,LAR 28,14,3,Nick Mullens pass incomplete short middle intended for Kendrick Bourne (defended by Samson Ebukam),2.940,1.680
3,4:35,4,3,LAR 28,17,3,Robbie Gould 46 yard field goal good,1.680,3.000
3,4:30,,,SFO 35,17,3,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
3,4:30,1,10,LAR 25,17,3,Jared Goff pass complete short left to Robert Woods for 5 yards (tackle by Jason Verrett and Emmanuel Moseley),0.610,0.740
3,4:10,2,5,LAR 30,17,3,Jared Goff pass complete short middle to Cooper Kupp for 33 yards (tackle by Emmanuel Moseley),0.740,3.120
3,3:49,1,10,SFO 37,17,3,Jared Goff pass complete short left to Josh Reynolds for 14 yards (tackle by Emmanuel Moseley),3.120,4.040
3,3:26,1,10,SFO 23,17,3,Jared Goff pass incomplete deep left intended for Darrell Henderson,4.040,3.500
3,3:23,2,10,SFO 23,17,3,Jared Goff right end for 1 yard (tackle by Richard Sherman),3.500,2.940
3,2:47,3,9,SFO 22,17,3,Jared Goff pass incomplete deep left intended for Robert Woods,2.940,1.990
3,2:42,4,9,SFO 22,17,6,Matt Gay 41 yard field goal good,1.990,3.000
3,2:38,,,LAR 35,17,6,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,2:38,1,10,SFO 25,17,12,"Raheem Mostert left tackle for -5 yards (tackle by Aaron Donald). Raheem Mostert fumbles (forced by Aaron Donald), recovered by Troy Hill at SF-20 and returned for 20 yards, touchdown",0.610,-7.000
3,2:32,,,SFO 15,17,13,Matt Gay kicks extra point good,0.000,0.000
3,2:32,,,LAR 35,17,13,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,2:32,1,10,SFO 25,17,13,Nick Mullens sacked by Aaron Donald for -8 yards,0.610,-1.150
3,1:51,2,18,SFO 17,17,13,Nick Mullens pass complete short right to Raheem Mostert for -1 yards (tackle by Troy Reeder),-1.150,-2.140
3,1:15,3,19,SFO 16,17,13,Jerick McKinnon left end for no gain (tackle by Troy Reeder),-2.140,-2.390
3,0:42,4,19,SFO 16,17,13,"Mitch Wishnowsky punts 50 yards, returned by Nsimba Webster for -2 yards (tackle by Charlie Woerner)",-2.390,-1.070
3,0:32,1,10,LAR 32,17,13,Cam Akers right tackle for 61 yards (tackle by Jason Verrett),1.070,5.600
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,7,SFO 7,17,13,Cam Akers left tackle for 6 yards (tackle by Tarvarius Moore and Kerry Hyder),5.600,5.910
4,14:22,2,1,SFO 1,17,19,"Cam Akers right guard for 1 yard, touchdown",5.910,7.000
4,14:17,,,SFO 15,17,20,Matt Gay kicks extra point good,0.000,0.000
4,14:17,,,LAR 35,17,20,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
4,14:17,1,10,SFO 25,17,20,Nick Mullens pass complete short left to Raheem Mostert for 1 yard (tackle by Troy Hill),0.610,0.200
4,13:39,2,9,SFO 26,17,20,Nick Mullens pass complete deep middle to Richie James for 29 yards (tackle by John Johnson),0.200,2.590
4,12:57,1,10,LAR 45,17,20,Jeff Wilson left end for no gain (tackle by Leonard Floyd and Michael Brockers),2.590,2.040
4,12:18,2,10,LAR 45,17,20,Nick Mullens pass incomplete short middle intended for Ross Dwelley (defended by John Johnson),2.040,1.360
4,12:13,3,10,LAR 45,17,20,Nick Mullens sacked by Morgan Fox for -11 yards. Penalty on Trent Williams: Offensive Holding (Declined),1.360,-0.460
4,11:54,4,21,SFO 44,17,20,"Mitch Wishnowsky punts 42 yards, fair catch by Nsimba Webster at LA-14",-0.460,0.280
4,11:47,1,10,LAR 14,17,20,Cam Akers up the middle for 4 yards (tackle by Kevin Givens),-0.280,-0.210
4,11:08,2,6,LAR 18,17,20,Jared Goff pass complete short right to Robert Woods for 12 yards (tackle by Marcell Harris),-0.210,0.940
4,10:38,1,10,LAR 30,17,20,Cam Akers up the middle for no gain (tackle by Jason Verrett and Tarvarius Moore),0.940,0.390
4,9:57,2,10,LAR 30,17,20,Cam Akers right tackle for 6 yards (tackle by Jimmie Ward),0.390,0.500
4,9:38,3,4,LAR 36,17,20,Jared Goff sacked by Kerry Hyder for -7 yards,0.500,-1.440
4,8:56,4,11,LAR 29,17,20,"Johnny Hekker punts 57 yards, returned by Trent Taylor for 12 yards (tackle by Justin Hollins)",-1.440,-0.670
4,8:45,1,10,SFO 26,17,20,Nick Mullens pass complete short right to Deebo Samuel for 4 yards (tackle by Troy Reeder),0.670,0.670
4,8:04,2,6,SFO 30,17,20,Nick Mullens pass complete short middle to Jordan Reed for 6 yards (tackle by Jordan Fuller),0.670,1.330
4,7:27,1,10,SFO 36,17,20,Nick Mullens pass complete short middle to Deebo Samuel for 3 yards (tackle by Morgan Fox and A'Shawn Robinson),1.330,1.200
4,6:40,2,7,SFO 39,17,20,Nick Mullens pass complete short middle to Kendrick Bourne for 12 yards (tackle by Troy Hill),1.200,2.320
4,6:06,1,10,LAR 49,17,20,Jeff Wilson right end for no gain (tackle by Aaron Donald),2.320,1.780
4,5:23,2,10,LAR 49,17,20,"Nick Mullens pass complete deep left to Kyle Juszczyk for 20 yards (tackle by Troy Hill). Kyle Juszczyk fumbles, ball out of bounds at LA-29 (forced by Troy Hill)",1.780,3.640
4,4:47,1,10,LAR 29,17,20,Raheem Mostert left tackle for 1 yard (tackle by Leonard Floyd),3.640,3.240
4,4:01,2,9,LAR 28,17,20,Raheem Mostert up the middle for 3 yards (tackle by Sebastian Joseph and Jordan Fuller),3.240,2.940
4,3:19,3,6,LAR 25,17,20,Nick Mullens pass incomplete short middle intended for Jerick McKinnon (defended by John Johnson),2.940,1.830
4,3:15,4,6,LAR 25,20,20,Robbie Gould 44 yard field goal good,1.830,3.000
4,3:11,,,SFO 35,20,20,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
4,3:11,1,10,LAR 25,20,20,Jared Goff pass complete short left to Cooper Kupp for 8 yards (tackle by Emmanuel Moseley),0.610,1.140
4,2:53,2,2,LAR 33,20,20,Jared Goff pass complete short right to Tyler Higbee for 6 yards (tackle by Jimmie Ward),1.140,1.530
4,2:49,1,10,LAR 39,20,20,Jared Goff pass complete short right to Robert Woods for 5 yards (tackle by Richard Sherman),1.530,1.660
4,2:29,2,5,LAR 44,20,20,Jared Goff pass incomplete short right intended for Robert Woods,1.660,0.960
4,2:26,3,5,LAR 44,20,20,Jared Goff pass incomplete deep left intended for Cooper Kupp,0.960,-0.460
4,2:20,4,5,LAR 44,20,20,"Johnny Hekker punts 56 yards, touchback.",-0.460,-0.280
4,2:10,1,10,SFO 20,20,20,Raheem Mostert left tackle for 1 yard (tackle by Michael Brockers and Troy Reeder),0.280,-0.130
4,2:00,2,9,SFO 21,20,20,Nick Mullens pass complete short right to Jerick McKinnon for 7 yards (tackle by Troy Reeder),-0.130,0.100
4,1:55,3,2,SFO 28,20,20,Nick Mullens pass complete short left to Deebo Samuel for 24 yards (tackle by Troy Reeder),0.100,2.390
4,1:17,1,10,LAR 48,20,20,Nick Mullens pass complete short left to Deebo Samuel for 7 yards (tackle by Troy Reeder),2.390,2.790
4,0:45,,,,,,Timeout #1 by Los Angeles Rams,,
4,0:45,2,3,LAR 41,20,20,Jerick McKinnon right tackle for 2 yards (tackle by Troy Reeder),2.790,2.340
4,0:40,,,,,,Timeout #2 by Los Angeles Rams,,
4,0:40,3,1,LAR 39,20,20,Jeff Wilson up the middle for no gain (tackle by Leonard Floyd and John Johnson),2.340,0.660
4,0:35,,,,,,Timeout #3 by Los Angeles Rams,,
4,0:35,4,1,LAR 39,20,20,Kyle Juszczyk up the middle for 2 yards (tackle by Troy Reeder and Jordan Fuller),0.660,3.120
4,0:28,,,,,,Timeout #1 by San Francisco 49ers,,
4,0:28,1,10,LAR 37,20,20,Nick Mullens pass incomplete short right intended for Kendrick Bourne,3.120,2.570
4,0:23,2,10,LAR 37,20,20,Nick Mullens pass complete short left to Deebo Samuel for 4 yards (tackle by Darious Williams),2.570,2.410
4,0:18,,,,,,Timeout #2 by San Francisco 49ers,,
4,0:18,3,6,LAR 33,20,20,Raheem Mostert up the middle for 4 yards (tackle by John Johnson),2.410,1.600
4,0:04,,,,,,Timeout #3 by San Francisco 49ers,,
4,0:04,4,2,LAR 29,20,20,"Penalty on Jalen Ramsey: Defensive Offside, 5 yards (no play)",1.600,3.970
4,0:04,1,10,LAR 24,23,20,Robbie Gould 42 yard field goal good,3.970,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
