Quarter,Time,Down,ToGo,Location,HOU,OAK,Detail,EPB,EPA
3,2:46,3,2,HOU 2,17,10,Derek Carr pass incomplete short middle intended for DeAndre Washington,4.950,3.250
3,2:42,4,2,HOU 2,17,13,Sebastian Janikowski 20 yard field goal good,3.250,3.000
3,2:39,,,OAK 35,17,13,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.610
3,2:39,1,10,HOU 25,17,13,Akeem Hunt middle for -5 yards (tackle by Stacy McGee),0.610,-0.610
3,1:57,2,15,HOU 20,17,13,Brock Osweiler pass complete deep middle to Will Fuller for 17 yards (tackle by Bruce Irvin),-0.610,1.400
3,1:11,1,10,HOU 37,17,13,Brock Osweiler pass incomplete short left intended for Braxton Miller,1.400,0.860
3,1:08,2,10,HOU 37,17,13,Brock Osweiler right end for 10 yards (tackle by Cory James),0.860,2.060
3,0:30,1,10,HOU 47,17,13,Brock Osweiler pass complete short right to C.J. Fiedorowicz for 20 yards (tackle by Karl Joseph and Cory James),2.060,3.380
Quarter,Time,Down,ToGo,Location,HOU,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,OAK 33,17,13,Brock Osweiler pass complete short right to Lamar Miller for 5 yards (tackle by Malcolm Smith),3.380,3.510
4,14:27,2,5,OAK 28,17,13,Lamar Miller middle for 3 yards (tackle by Justin Ellis),3.510,3.200
4,13:43,3,2,OAK 25,17,13,Lamar Miller middle for 5 yards (tackle by Karl Joseph),3.200,4.240
4,13:01,1,10,OAK 20,17,13,Brock Osweiler pass complete short left to Braxton Miller for 6 yards (tackle by Sean Smith),4.240,4.640
4,12:12,2,4,OAK 14,17,13,"Penalty on Brock Osweiler: Delay of Game, 5 yards (no play)",4.640,3.820
4,11:51,2,9,OAK 19,17,13,Brock Osweiler pass complete short right to Keith Mumphery for 8 yards (tackle by Dan Williams),3.820,4.590
4,11:07,3,1,OAK 11,17,13,Brock Osweiler pass incomplete short right intended for Lamar Miller,4.590,2.850
4,10:59,4,1,OAK 11,20,13,Nick Novak 28 yard field goal good,2.850,3.000
4,10:57,,,HOU 35,20,13,"Nick Novak kicks off 65 yards, touchback",0.000,-0.610
4,10:57,1,10,OAK 25,20,19,"Derek Carr pass complete deep right to Jamize Olawale for 75 yards, touchdown",0.610,7.000
4,10:44,,,HOU 15,20,20,Sebastian Janikowski kicks extra point good,0.000,0.000
4,10:44,,,OAK 35,20,20,"Sebastian Janikowski kicks off 60 yards, returned by Akeem Hunt for 39 yards (tackle by T.J. Carrie)",0.000,-1.860
4,10:35,1,10,HOU 44,20,20,Lamar Miller right guard for 5 yards (tackle by Malcolm Smith),1.860,1.990
4,10:04,2,5,HOU 49,20,20,Brock Osweiler pass complete short middle to C.J. Fiedorowicz for 14 yards (tackle by Bruce Irvin),1.990,3.120
4,9:26,1,10,OAK 37,20,20,Brock Osweiler pass incomplete deep right intended for Will Fuller,3.120,2.570
4,9:20,2,10,OAK 37,20,20,Lamar Miller middle for 4 yards (tackle by Malcolm Smith),2.570,0.000
4,8:44,,,,20,20,Timeout #1 by Houston Texans,0.000,-2.410
4,8:44,3,6,OAK 33,20,20,Brock Osweiler pass complete short right to DeAndre Hopkins for 9 yards (tackle by D.J. Hayden),2.410,3.970
4,8:14,1,10,OAK 24,20,20,Lamar Miller right end for 5 yards (tackle by Reggie Nelson),3.970,0.000
4,7:34,,,,20,20,Timeout #1 by Oakland Raiders,0.000,-4.120
4,7:34,2,5,OAK 19,20,20,Lamar Miller left end for 3 yards (tackle by Stacy McGee),4.120,3.950
4,7:07,3,2,OAK 16,20,20,Lamar Miller left end for 1 yard (tackle by Malcolm Smith),3.950,2.590
4,6:31,4,1,OAK 15,20,20,Akeem Hunt left guard for no gain (tackle by Malcolm Smith),2.590,0.220
,,,,,,,"HOU challenged the short of the line to gain ruling, and the play was upheld.",,
4,6:15,1,10,OAK 15,20,20,Derek Carr pass complete short right to Amari Cooper for 8 yards,-0.220,0.480
4,5:47,2,2,OAK 23,20,20,Latavius Murray middle for 3 yards (tackle by Whitney Mercilus),0.480,0.670
4,5:07,1,10,OAK 26,20,20,Derek Carr pass incomplete short left intended for Michael Crabtree,0.670,0.130
4,5:03,2,10,OAK 26,20,20,Derek Carr pass complete short left to Latavius Murray for 39 yards (tackle by Quintin Demps),0.130,3.250
4,4:51,1,10,HOU 35,20,26,"Derek Carr pass complete short left to Amari Cooper for 35 yards, touchdown",3.250,7.000
4,4:43,,,HOU 15,20,27,Sebastian Janikowski kicks extra point good,0.000,0.000
4,4:43,,,OAK 35,20,27,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.610
4,4:43,1,10,HOU 25,20,27,Brock Osweiler pass complete short right to C.J. Fiedorowicz for 6 yards (tackle by Malcolm Smith),0.610,0.870
4,4:38,2,4,HOU 31,20,27,Brock Osweiler pass incomplete short right intended for C.J. Fiedorowicz,0.870,0.170
4,4:32,3,4,HOU 31,20,27,Brock Osweiler pass complete short left to DeAndre Hopkins for 8 yards (tackle by D.J. Hayden),0.170,1.530
4,4:00,1,10,HOU 39,20,27,Lamar Miller right tackle for 5 yards (tackle by Bruce Irvin),1.530,1.660
4,3:25,2,5,HOU 44,20,27,Brock Osweiler sacked by Bruce Irvin for -4 yards. Penalty on Chris Clark: Offensive Holding (Declined),1.660,0.430
4,3:19,3,9,HOU 40,20,27,Brock Osweiler pass complete short left to Keith Mumphery for 4 yards (tackle by D.J. Hayden),0.430,-0.460
4,3:13,4,5,HOU 44,20,27,"Shane Lechler punts 51 yards, returned by T.J. Carrie for 15 yards (tackle by Don Jones)",-0.460,-0.280
4,3:02,1,10,OAK 20,20,27,Latavius Murray left guard for 3 yards (tackle by Quintin Demps),0.280,0.140
4,2:16,2,7,OAK 23,20,27,Derek Carr pass complete deep right to Jalen Richard for 29 yards (tackle by Benardrick McKinney),0.140,2.390
4,2:00,1,10,HOU 48,20,27,Latavius Murray middle for 4 yards (tackle by Brian Cushing),2.390,0.000
4,1:56,,,,20,27,Timeout #3 by Houston Texans,0.000,-2.390
4,1:56,2,6,HOU 44,20,27,Latavius Murray middle for 2 yards (tackle by Whitney Mercilus),2.390,1.950
4,1:10,3,4,HOU 42,20,27,Latavius Murray right tackle for 3 yards (tackle by D.J. Reader). Penalty on Clive Walford: Offensive Holding (Declined),1.950,0.000
4,1:04,,,,20,27,Timeout #2 by Oakland Raiders,0.000,-0.660
4,1:04,4,1,HOU 39,20,27,"Latavius Murray left tackle for 6 yards (tackle by Corey Moore). Penalty on Vince Wilfork: Unnecessary Roughness, 14 yards",0.660,4.310
4,0:58,1,10,HOU 19,20,27,Derek Carr kneels for -1 yards,4.310,3.630
4,0:35,2,11,HOU 20,20,27,Derek Carr kneels for -1 yards,3.630,2.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
