Quarter,Time,Down,ToGo,Location,LAR,TEN,Detail,EPB,EPA
1,1:07,1,10,LAR 21,6,3,Todd Gurley right guard for -1 yards (tackle by Johnathan Cyprien),0.340,-0.340
1,0:24,2,11,LAR 20,6,3,Jared Goff pass complete short right to Robert Woods for 10 yards,-0.340,0.300
,,,,,,,"TEN challenged the first down ruling, and the original play was overturned.",,
Quarter,Time,Down,ToGo,Location,LAR,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,LAR 30,6,3,Todd Gurley left guard for 2 yards (tackle by Brian Orakpo),0.300,1.070
2,14:24,1,10,LAR 32,6,3,Todd Gurley left end for 4 yards (tackle by Wesley Woodyard),1.070,1.070
2,13:40,2,6,LAR 36,6,3,Todd Gurley left guard for 10 yards (tackle by Tye Smith),1.070,1.990
2,13:15,1,10,LAR 46,6,3,Jared Goff pass complete short left to Todd Gurley for 4 yards (tackle by Wesley Woodyard),1.990,1.990
2,12:41,2,6,,6,3,Jared Goff pass incomplete short left intended for Sammy Watkins,1.990,1.290
2,12:37,3,6,,6,3,Jared Goff pass complete short left to Robert Woods for 10 yards (tackle by Jayon Brown),1.290,2.920
2,12:08,1,10,TEN 40,6,3,Jared Goff pass incomplete short right intended for Robert Woods (defended by Adoree' Jackson),2.920,2.370
2,12:02,2,10,TEN 40,6,3,Todd Gurley middle for 7 yards (tackle by Avery Williamson),2.370,2.610
2,11:21,3,3,TEN 33,6,3,Jared Goff pass complete short left to Tyler Higbee for 10 yards (tackle by Jayon Brown),2.610,4.040
2,10:41,1,10,TEN 23,6,3,Jared Goff pass complete short middle to Todd Gurley for 16 yards (tackle by Tye Smith),4.040,5.600
2,10:07,1,7,TEN 7,6,3,Todd Gurley middle for 3 yards (tackle by Johnathan Cyprien and Jurrell Casey),5.600,5.340
2,9:23,2,4,TEN 4,6,3,Todd Gurley middle for 1 yard (tackle by Jurrell Casey and Sylvester Williams),5.340,4.720
2,8:39,3,3,TEN 3,6,3,"Jared Goff sacked by Sylvester Williams for -9 yards. Jared Goff fumbles, recovered by Andrew Whitworth at TEN-18",4.720,2.250
2,7:57,4,18,TEN 18,6,3,Sam Ficken 36 yard field goal no good,2.250,-0.670
2,7:52,1,10,TEN 26,6,3,Derrick Henry left guard for 4 yards (tackle by Tyrunn Walker),0.670,0.670
2,7:15,2,6,TEN 30,6,3,"Marcus Mariota pass complete short left to DeMarco Murray for 3 yards (tackle by Tyrunn Walker). Penalty on Robert Quinn: Roughing the Passer, 15 yards",0.670,2.130
2,6:45,1,10,TEN 48,6,3,Marcus Mariota pass complete short left to Delanie Walker for 6 yards,2.130,2.390
2,6:21,2,4,LAR 46,6,3,DeMarco Murray middle for 2 yards (tackle by Alec Ogletree and Michael Brockers),2.390,1.950
2,5:36,3,2,LAR 44,6,3,Marcus Mariota pass incomplete short left intended for DeMarco Murray (defended by Alec Ogletree),1.950,0.330
2,5:36,4,2,LAR 44,6,3,"Brett Kern punts 33 yards, fair catch by Pharoh Cooper",0.330,0.370
2,5:24,1,10,LAR 11,6,9,"Jared Goff right guard for -7 yards (tackle by Jurrell Casey). Jared Goff fumbles (forced by Jurrell Casey), recovered by Wesley Woodyard at LAR-4 and returned for 4 yards, touchdown",-0.370,-7.000
2,,,,LAR 15,6,10,Ryan Succop kicks extra point good,,
2,5:20,,,TEN 35,6,10,"Ryan Succop kicks off 66 yards, returned by Pharoh Cooper for 22 yards (tackle by Nate Palmer)",0.000,-0.340
2,5:14,1,10,LAR 21,6,10,Todd Gurley right guard for -1 yards (tackle by Erik Walden and Johnathan Cyprien),0.340,-0.340
2,4:38,2,11,LAR 20,12,10,"Jared Goff pass complete short left to Todd Gurley for 80 yards, touchdown",-0.340,7.000
2,4:24,,,TEN 15,13,10,Sam Ficken kicks extra point good,0.000,0.000
2,4:24,,,LAR 35,13,10,"Sam Ficken kicks off 65 yards, touchback",0.000,-0.610
2,4:24,1,10,TEN 25,13,10,Marcus Mariota pass incomplete short left intended for Rishard Matthews (defended by Troy Hill),0.610,0.060
2,4:20,2,10,TEN 25,13,10,Derrick Henry right guard for 10 yards (tackle by Trumaine Johnson),0.060,1.270
2,3:37,1,10,TEN 35,13,10,DeMarco Murray middle for 3 yards (tackle by John Johnson),1.270,1.130
2,2:58,2,7,TEN 38,13,10,Marcus Mariota left end for 14 yards (tackle by Lamarcus Joyner),1.130,2.390
2,2:27,1,10,LAR 48,13,10,DeMarco Murray right tackle for no gain (tackle by Aaron Donald),2.390,1.850
2,2:00,2,10,LAR 48,13,10,Marcus Mariota pass complete short left to Corey Davis for 11 yards (tackle by Troy Hill),1.850,3.120
2,1:20,1,10,LAR 37,13,10,Marcus Mariota pass complete short middle to Delanie Walker for 15 yards (tackle by Troy Hill),3.120,4.110
2,1:13,1,10,LAR 22,13,10,DeMarco Murray right guard for 1 yard (tackle by Ethan Westbrooks and Cory Littleton),4.110,3.700
2,0:46,2,9,LAR 21,13,10,"Marcus Mariota for 2 yards (tackle by Aaron Donald). Marcus Mariota fumbles (forced by Aaron Donald), recovered by Marcus Mariota at LAR-22",3.700,3.260
2,0:33,3,7,LAR 19,13,10,Marcus Mariota pass incomplete,3.260,0.000
2,0:33,,,,,,Timeout #1 by Tennessee Titans,0.000,-2.180
2,0:24,4,7,LAR 19,13,13,Ryan Succop 37 yard field goal good,2.180,3.000
2,0:19,,,TEN 35,13,13,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
2,0:19,1,10,LAR 25,13,13,Jared Goff kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,LAR,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,13,13,"Sam Ficken kicks off 55 yards, returned by Adoree' Jackson for 21 yards (tackle by Bryce Hager)",0.000,-1.000
3,14:53,1,10,TEN 31,13,13,DeMarco Murray right guard for 3 yards (tackle by Cory Littleton and John Johnson),1.000,0.870
3,14:17,2,7,TEN 34,13,13,Derrick Henry right guard for 1 yard (tackle by John Johnson),0.870,0.300
3,13:37,3,6,TEN 35,13,13,Marcus Mariota pass incomplete short right intended for Delanie Walker (defended by Michael Brockers),0.300,-1.040
3,13:32,4,6,TEN 35,13,13,"Brett Kern punts 20 yards, out of bounds",-1.040,-1.930
3,13:23,1,10,LAR 45,13,13,Jared Goff pass incomplete short middle intended for Sammy Watkins,1.930,1.380
3,13:17,2,10,LAR 45,13,13,"Jared Goff pass incomplete deep left intended for Cooper Kupp. Penalty on Andrew Whitworth: Offensive Holding, 10 yards (no play)",1.380,0.030
3,13:11,2,20,LAR 35,13,13,Jared Goff pass incomplete short middle intended for Todd Gurley,0.030,-0.630
3,13:05,3,20,LAR 35,13,13,Todd Gurley right tackle for 7 yards (tackle by Brian Orakpo and Jayon Brown),-0.630,-0.590
3,12:31,4,13,LAR 42,13,13,"Johnny Hekker punts 52 yards, returned by Adoree' Jackson for 11 yards (tackle by Cameron Lynch). Penalty on Pharoh Cooper: Face Mask (15 Yards), 15 yards",-0.590,-1.070
3,12:21,1,10,TEN 32,13,13,Marcus Mariota pass complete deep middle to Corey Davis for 37 yards (tackle by Lamarcus Joyner). Penalty on Troy Hill: Defensive Holding (Declined),1.070,3.510
3,11:49,1,10,LAR 31,13,13,DeMarco Murray right tackle for 4 yards (tackle by Michael Brockers),3.510,3.510
3,11:12,2,6,LAR 27,13,13,Derrick Henry right end for -2 yards (tackle by Carlos Thompson),3.510,2.540
3,10:29,3,8,LAR 29,13,13,Marcus Mariota pass complete short left to Corey Davis for 2 yards (tackle by Troy Hill),2.540,1.700
3,9:43,4,6,LAR 27,13,13,Ryan Succop 45 yard field goal no good,1.700,-1.270
3,9:37,1,10,LAR 35,13,13,Jared Goff pass complete short left to Todd Gurley for 9 yards (tackle by Avery Williamson),1.270,1.940
3,9:01,2,1,LAR 44,13,13,Todd Gurley right tackle for 34 yards (tackle by Kevin Byard),1.940,4.110
3,8:22,1,10,TEN 22,13,13,Jared Goff pass incomplete deep right intended for Robert Woods,4.110,3.560
3,8:16,2,10,TEN 22,13,13,Jared Goff pass complete short right to Todd Gurley for 7 yards (tackle by Jurrell Casey),3.560,3.930
3,7:41,3,3,TEN 15,13,13,Jared Goff middle for 2 yards (tackle by Brian Orakpo),3.930,2.720
,,,,,,,"TEN challenged the first down ruling, and the original play was overturned.",,
3,7:14,4,1,TEN 13,13,13,Todd Gurley left tackle for 10 yards (tackle by Kevin Byard),2.720,6.510
3,6:44,1,3,TEN 3,19,13,"Jared Goff pass complete short right to Sammy Watkins for 3 yards, touchdown",6.510,7.000
3,6:40,,,TEN 15,20,13,Sam Ficken kicks extra point good,0.000,0.000
3,6:40,,,LAR 35,20,13,"Sam Ficken kicks off 66 yards, returned by Adoree' Jackson for 57 yards (tackle by John Johnson)",0.000,-2.650
3,6:28,1,10,LAR 44,20,13,Marcus Mariota pass incomplete short left intended for Corey Davis,2.650,2.110
3,6:23,2,10,LAR 44,20,13,Marcus Mariota pass complete short middle to DeMarco Murray for 4 yards (tackle by Cory Littleton and Alec Ogletree),2.110,1.950
3,5:37,3,6,LAR 40,20,13,Marcus Mariota pass complete short right to Rishard Matthews for 25 yards (tackle by Lamarcus Joyner),1.950,4.580
3,4:51,1,10,LAR 15,20,13,Marcus Mariota pass complete short left to Eric Decker for 9 yards (tackle by Nickell Robey-Coleman),4.580,5.600
3,4:28,2,1,LAR 6,20,19,"DeMarco Murray right tackle for 6 yards, touchdown",5.600,7.000
3,4:23,,,LAR 15,20,20,Ryan Succop kicks extra point good,0.000,0.000
3,4:23,,,TEN 35,20,20,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
3,4:23,1,10,LAR 25,20,20,Jared Goff pass incomplete short middle intended for Cooper Kupp (defended by Derrick Morgan),0.610,0.000
3,4:20,,,,,,Timeout #1 by Los Angeles Rams,0.000,-0.060
3,4:20,2,10,LAR 25,20,20,Todd Gurley middle for 5 yards (tackle by Jurrell Casey and Derrick Morgan),0.060,0.040
3,3:40,3,5,LAR 30,20,20,Jared Goff pass incomplete short middle intended for Cooper Kupp,0.040,-1.370
3,3:32,4,5,LAR 30,20,20,"Johnny Hekker punts 43 yards, out of bounds",-1.370,-0.740
3,3:26,1,10,TEN 27,20,20,DeMarco Murray left tackle for 3 yards (tackle by Connor Barwin),0.740,0.600
3,2:50,2,7,TEN 30,20,20,Marcus Mariota pass complete short middle to Eric Decker for 25 yards (tackle by Troy Hill),0.600,2.590
3,2:21,1,10,LAR 45,20,20,Marcus Mariota pass incomplete short middle intended for Eric Decker,2.590,2.040
3,2:17,2,10,LAR 45,20,20,Marcus Mariota pass complete short right to Eric Decker for 7 yards (tackle by Trumaine Johnson),2.040,2.280
3,1:50,3,3,LAR 38,20,20,Marcus Mariota pass complete short left to Rishard Matthews for 23 yards (tackle by Lamarcus Joyner),2.280,4.580
3,1:06,1,10,LAR 15,20,20,Derrick Henry middle for 5 yards (tackle by Connor Barwin and John Johnson),4.580,4.840
3,0:45,2,5,LAR 10,20,20,Derrick Henry left guard for 1 yard (tackle by John Johnson),4.840,4.220
Quarter,Time,Down,ToGo,Location,LAR,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,LAR 9,20,20,Marcus Mariota pass incomplete. Penalty on Delanie Walker: Offensive Holding (Declined),4.220,2.900
4,14:51,4,4,LAR 9,20,23,Ryan Succop 27 yard field goal good,2.900,3.000
4,14:46,,,TEN 35,20,23,"Ryan Succop kicks off 64 yards, returned by Pharoh Cooper for 26 yards (tackle by Da'Norris Searcy). Penalty on Brynden Trawick: Illegal Use of Hands, 5 yards",0.000,-1.070
4,14:35,1,10,LAR 32,20,23,Todd Gurley right guard for 9 yards (tackle by Erik Walden),1.070,1.740
4,14:02,2,1,LAR 41,20,23,"Jared Goff pass incomplete deep left intended for Cooper Kupp. Penalty on Brice McCain: Defensive Pass Interference, 31 yards (no play)",1.740,3.710
4,13:56,1,10,TEN 28,20,23,Jared Goff pass complete short right to Todd Gurley for 4 yards (tackle by Brian Orakpo),3.710,3.710
4,13:20,2,6,TEN 24,20,23,Todd Gurley right tackle for 6 yards (tackle by Avery Williamson),3.710,4.370
4,12:41,1,10,TEN 18,20,23,Jared Goff pass incomplete short left intended for Robert Woods,4.370,3.800
4,12:37,2,10,TEN 18,20,23,Malcolm Brown left tackle for 4 yards (tackle by Avery Williamson and Sylvester Williams),3.800,3.630
4,11:57,3,6,TEN 14,26,23,"Jared Goff pass complete short right to Cooper Kupp for 14 yards, touchdown",3.630,7.000
4,11:51,,,TEN 15,27,23,Sam Ficken kicks extra point good,0.000,0.000
4,11:51,,,LAR 35,27,23,"Sam Ficken kicks off 65 yards, touchback",0.000,-0.610
4,11:51,1,10,TEN 25,27,23,Marcus Mariota pass complete short left to Eric Decker for 14 yards (tackle by Cory Littleton),0.610,1.530
4,11:24,1,10,TEN 39,27,23,"Marcus Mariota pass incomplete short right intended for DeMarco Murray (defended by Robert Quinn). Penalty on Taylor Lewan: Offensive Holding, 10 yards (no play)",1.530,0.870
4,11:15,1,20,TEN 29,27,23,Marcus Mariota pass incomplete short left intended for Eric Decker,0.870,-0.360
4,11:09,2,20,TEN 29,27,23,Marcus Mariota pass complete short left to DeMarco Murray for 4 yards (tackle by Troy Hill),-0.360,-0.490
4,10:27,3,16,TEN 33,27,23,Marcus Mariota pass incomplete deep middle intended for Taywan Taylor (defended by John Johnson),-0.490,-1.180
4,10:21,4,16,TEN 33,27,23,"Brett Kern punts 62 yards, returned by Pharoh Cooper for 3 yards (tackle by David Fluellen)",-1.180,0.380
4,10:09,1,10,LAR 8,27,23,"Penalty on Andrew Whitworth: False Start, 4 yards (no play)",-0.380,-0.530
4,10:09,1,14,LAR 4,27,23,Jared Goff pass incomplete short right intended for Todd Gurley,-0.530,-1.070
4,10:04,2,14,LAR 4,27,23,Jared Goff pass complete short left to Cooper Kupp for 4 yards (tackle by Kevin Byard),-1.070,-1.420
4,9:20,3,10,LAR 8,27,23,Jared Goff pass complete short left to Todd Gurley for 5 yards (tackle by Tye Smith),-1.420,-2.490
4,8:47,4,5,LAR 13,27,23,"Johnny Hekker punts 57 yards, returned by Adoree' Jackson for 1 yard (tackle by Josh Reynolds)",-2.490,-1.000
4,8:34,1,10,TEN 31,27,23,Marcus Mariota pass complete deep left to Corey Davis for 19 yards,1.000,2.260
4,8:21,1,10,,27,23,Marcus Mariota pass incomplete short right intended for Eric Decker,2.260,1.710
4,8:18,2,10,,27,23,DeMarco Murray left guard for no gain (tackle by Troy Hill),1.710,1.030
4,7:38,3,10,,27,23,Marcus Mariota pass incomplete short left intended for Corey Davis,1.030,-0.060
4,7:31,4,10,,27,23,"Brett Kern punts 30 yards, out of bounds",-0.060,-0.280
4,7:22,1,10,LAR 20,27,23,Todd Gurley left end for 2 yards (tackle by Brian Orakpo),0.280,0.000
4,6:38,2,8,LAR 22,27,23,Jared Goff pass incomplete short right intended for Sammy Watkins,0.000,-0.690
4,6:34,3,8,LAR 22,27,23,Jared Goff pass complete short right to Robert Woods for 13 yards (tackle by Jayon Brown),-0.690,1.270
4,5:57,1,10,LAR 35,27,23,Jared Goff pass incomplete short left intended for Robert Woods,1.270,0.720
4,5:52,2,10,LAR 35,27,23,Todd Gurley right guard for 5 yards (tackle by Erik Walden),0.720,0.700
4,5:13,3,5,LAR 40,27,23,Jared Goff pass complete short left to Cooper Kupp for 13 yards (tackle by Jayon Brown and Brice McCain),0.700,2.460
4,4:30,1,10,TEN 47,27,23,Todd Gurley left end for -1 yards (tackle by Brian Orakpo),2.460,1.780
4,3:44,2,11,TEN 48,27,23,Jared Goff pass incomplete deep right intended for Robert Woods,1.780,1.090
4,3:39,3,11,TEN 48,27,23,Jared Goff pass incomplete short right intended for Josh Reynolds,1.090,0.070
4,3:33,4,11,TEN 48,27,23,"Johnny Hekker punts 48 yards, touchback",0.070,-0.280
4,3:25,1,10,TEN 20,27,23,Marcus Mariota right end for 8 yards (tackle by Nickell Robey-Coleman),0.280,0.810
4,3:16,2,2,TEN 28,27,23,DeMarco Murray right guard for 9 yards (tackle by Connor Barwin),0.810,1.400
4,2:39,1,10,TEN 37,27,23,DeMarco Murray right tackle for 2 yards (tackle by Cory Littleton and Alec Ogletree),1.400,1.130
4,2:13,2,8,TEN 39,27,23,Marcus Mariota pass complete short right to Delanie Walker for 12 yards (tackle by Cory Littleton),1.130,0.000
4,2:05,,,,,,Timeout #1 by Tennessee Titans,0.000,-2.320
4,2:05,1,10,LAR 49,27,23,Marcus Mariota pass incomplete deep left intended for Corey Davis,2.320,1.780
4,1:59,2,10,LAR 49,27,23,Marcus Mariota pass incomplete deep left intended for Eric Decker,1.780,1.090
4,1:53,3,10,LAR 49,27,23,Marcus Mariota pass complete short middle to Derrick Henry for 6 yards (tackle by Trumaine Johnson),1.090,0.000
4,1:45,,,,,,Timeout #2 by Tennessee Titans,0.000,-0.400
4,1:45,4,4,LAR 43,27,23,Marcus Mariota pass incomplete short right intended for David Fluellen,0.400,-1.860
4,1:35,1,10,LAR 44,27,23,Todd Gurley left guard for 3 yards (tackle by Tye Smith),1.860,0.000
4,1:30,,,,,,Timeout #3 by Tennessee Titans,0.000,-1.720
4,1:30,2,7,LAR 47,27,23,Todd Gurley middle for 2 yards (tackle by Sylvester Williams),1.720,0.000
4,0:45,,,,,,Timeout #2 by Los Angeles Rams,0.000,-1.290
4,0:45,3,5,LAR 49,27,23,Todd Gurley left guard for 3 yards (tackle by Tye Smith),1.290,0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
