Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
2,12:45,1,10,HOU 12,3,13,"Tom Brady pass complete short right to James White for 12 yards, touchdown",4.780,7.000
2,12:38,,,HOU 15,3,14,Stephen Gostkowski kicks extra point good,0.000,0.000
2,12:38,,,NWE 35,3,14,"Stephen Gostkowski kicks off 64 yards, returned by Tyler Ervin for no gain (tackle by Devin McCourty)",0.000,1.400
2,12:32,1,10,HOU 37,3,14,Lamar Miller up the middle for 3 yards (tackle by Patrick Chung and Danny Shelton),1.400,1.260
2,12:00,2,7,HOU 40,3,14,Deshaun Watson pass complete deep left to Jordan Thomas for 27 yards (tackle by Patrick Chung),1.260,3.380
2,11:31,1,10,NWE 33,3,14,Deshaun Watson pass incomplete deep middle intended for DeAndre Hopkins (defended by Stephon Gilmore),3.380,2.840
2,11:25,2,10,NWE 33,3,14,Deshaun Watson pass complete short left to DeAndre Hopkins for 9 yards (tackle by Stephon Gilmore),2.840,3.340
2,10:48,3,1,NWE 24,3,14,Alfred Blue right guard for 9 yards (tackle by Eric Rowe),3.340,4.580
2,10:20,1,10,NWE 15,3,14,Lamar Miller left end for no gain (tackle by Lawrence Guy),4.580,3.950
2,9:52,2,10,NWE 15,3,14,Deshaun Watson sacked by Deatrich Wise for -4 yards,3.950,2.790
2,9:08,3,14,NWE 19,3,14,Deshaun Watson pass incomplete short right intended for Ryan Griffin,2.790,2.180
2,9:03,4,14,NWE 19,6,14,Ka'imi Fairbairn 36 yard field goal good,2.180,3.000
2,9:01,,,HOU 35,6,14,"Ka'imi Fairbairn kicks off 66 yards, returned by Cordarrelle Patterson for no gain (tackle by Peter Kalambayi)",0.000,0.040
2,8:56,1,10,NWE 18,6,14,Tom Brady pass incomplete deep right intended for Riley McCarron,0.040,-0.490
2,8:50,2,10,NWE 18,6,14,Tom Brady pass complete short right to James White for 5 yards (tackle by Kevin Johnson and Zach Cunningham),-0.490,-0.530
2,8:13,3,5,NWE 23,6,14,Tom Brady pass complete short left to Rob Gronkowski for 7 yards (tackle by Zach Cunningham and Aaron Colvin),-0.530,0.940
2,7:30,1,10,NWE 30,6,14,Tom Brady pass incomplete short left intended for Chris Hogan (defended by Johnathan Joseph),0.940,0.390
2,7:25,2,10,NWE 30,6,14,Tom Brady pass incomplete short left intended for James White,0.390,-0.300
2,7:23,3,10,NWE 30,6,14,Tom Brady pass incomplete deep middle intended for Chris Hogan (defended by Zach Cunningham),-0.300,-1.370
2,7:17,4,10,NWE 30,6,14,"Ryan Allen punts 47 yards, returned by Tyler Ervin for 11 yards (tackle by Jonathan Jones)",-1.370,-1.200
2,7:09,1,10,HOU 34,6,14,Lamar Miller up the middle for 7 yards (tackle by Devin McCourty and Dont'a Hightower),1.200,1.600
2,6:38,2,3,HOU 41,6,14,Deshaun Watson pass complete short middle to DeAndre Hopkins for 10 yards (tackle by Stephon Gilmore),1.600,2.320
2,6:10,1,10,NWE 49,6,14,Lamar Miller left tackle for 7 yards (tackle by Malcom Brown and Ja'Whaun Bentley),2.320,2.730
2,5:39,2,3,NWE 42,6,14,Deshaun Watson pass deep middle intended for Vyncint Smith is intercepted by Stephon Gilmore at NE-0 and returned for no gain,2.730,-0.280
2,5:30,1,10,NWE 20,6,14,Jeremy Hill right tackle for 2 yards (tackle by Tyrann Mathieu),0.280,0.000
2,5:07,2,8,NWE 22,6,14,Tom Brady pass complete short right to Rob Gronkowski for 4 yards (tackle by Dylan Cole),0.000,-0.160
2,4:37,3,4,NWE 26,6,14,Tom Brady pass incomplete short right intended for Rob Gronkowski (defended by Justin Reid),-0.160,-1.630
2,4:34,4,4,NWE 26,6,14,Ryan Allen punts 40 yards downed by Rex Burkhead,-1.630,-1.200
2,4:24,1,10,HOU 34,6,14,Lamar Miller right guard for 6 yards (tackle by Lawrence Guy and Kyle Van Noy),1.200,1.470
2,3:55,2,4,HOU 40,6,14,Lamar Miller up the middle for 1 yard (tackle by Kyle Van Noy and Ja'Whaun Bentley),1.470,0.890
2,3:15,3,3,HOU 41,6,14,Deshaun Watson right end for 4 yards (tackle by Nicholas Grigsby),0.890,1.930
2,2:36,1,10,HOU 45,6,14,Lamar Miller left guard for 2 yards (tackle by Danny Shelton and Ja'Whaun Bentley),1.930,1.650
2,2:00,2,8,HOU 47,6,14,"Penalty on Ryan Griffin: False Start, 5 yards (no play)",1.650,0.980
2,2:00,2,13,HOU 42,6,14,"Deshaun Watson pass complete short right to DeAndre Hopkins for 7 yards (tackle by Stephon Gilmore). Penalty on Sammie Coates: Illegal Block Above the Waist, 10 yards (no play)",0.980,-0.370
2,1:52,2,23,HOU 32,6,14,Lamar Miller right guard for 4 yards (tackle by Adam Butler and Jonathan Jones),-0.370,-0.490
2,1:47,,,,,,Timeout #1 by New England Patriots,,
2,1:47,3,19,HOU 36,6,14,Deshaun Watson pass complete short left to Tyler Ervin for 12 yards (tackle by Deatrich Wise),-0.490,-0.190
2,1:39,,,,,,Timeout #2 by New England Patriots,,
2,1:39,4,7,HOU 48,6,14,Trevor Daniel punts 30 yards downed by Jon Weeks,-0.190,-0.410
2,1:28,1,10,NWE 22,6,14,Jeremy Hill left guard for 8 yards (tackle by Justin Reid),0.410,0.950
2,1:08,2,2,NWE 30,6,14,Jeremy Hill left tackle for 11 yards,0.950,1.660
2,1:05,1,10,NWE 41,6,14,Tom Brady pass complete deep middle to Rob Gronkowski for 28 yards (tackle by Aaron Colvin),1.660,3.510
2,0:42,1,10,HOU 31,6,14,"Rex Burkhead right guard for 1 yard (tackle by Kareem Jackson). Rex Burkhead fumbles (forced by Kareem Jackson), recovered by Chris Hogan at HOU-30 (tackle by D.J. Reader)",3.510,3.100
2,0:32,,,,,,Timeout #3 by New England Patriots,,
2,0:32,2,9,HOU 30,6,14,Tom Brady pass complete short left to Phillip Dorsett for 12 yards,3.100,4.370
2,0:27,1,10,HOU 18,6,14,Tom Brady pass incomplete deep left intended for James White,4.370,3.800
2,0:23,2,10,HOU 18,6,14,Tom Brady pass complete short right to Phillip Dorsett for 14 yards (tackle by Kevin Johnson),3.800,6.280
2,0:19,1,4,HOU 4,6,20,"Tom Brady pass complete short left to Phillip Dorsett for 4 yards, touchdown",6.280,7.000
2,0:14,,,HOU 15,6,21,Stephen Gostkowski kicks extra point good,0.000,0.000
2,0:14,,,NWE 35,6,21,"Stephen Gostkowski kicks off 65 yards, touchback. Penalty on NWE: Illegal Formation, 5 yards",0.000,0.940
2,0:14,1,10,HOU 30,6,21,Deshaun Watson kneels for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,6,21,"Stephen Gostkowski kicks off 64 yards, returned by Tyler Ervin for no gain (tackle by Jason McCourty and Elandon Roberts)",0.000,0.810
3,14:56,1,10,HOU 28,6,21,DeAndre Hopkins right end for -7 yards (tackle by Kyle Van Noy),0.810,-0.680
3,14:23,2,17,HOU 21,6,21,Deshaun Watson pass complete short right to Bruce Ellington for 5 yards (tackle by Ja'Whaun Bentley),-0.680,-0.690
3,13:42,3,12,HOU 26,6,21,Deshaun Watson pass complete short left to Lamar Miller for 11 yards (tackle by Devin McCourty and Jonathan Jones),-0.690,-0.910
3,13:00,4,1,HOU 37,6,21,"Trevor Daniel punts 42 yards, fair catch by Riley McCarron at NE-21",-0.910,-0.340
3,12:54,1,10,NWE 21,6,21,Jeremy Hill left guard for 4 yards (tackle by Benardrick McKinney),0.340,0.340
3,12:25,2,6,NWE 25,6,21,Tom Brady pass complete deep middle,0.340,-1.930
3,12:09,1,10,HOU 45,6,21,Deshaun Watson pass complete short middle to DeAndre Hopkins for 12 yards (tackle by Duron Harmon),1.930,2.720
3,11:39,1,10,NWE 43,6,21,Lamar Miller right guard for 4 yards (tackle by Malcom Brown),2.720,2.720
3,11:03,2,6,NWE 39,6,21,Deshaun Watson pass complete short middle to DeAndre Hopkins for 17 yards (tackle by Stephon Gilmore),2.720,4.110
3,10:45,1,10,NWE 22,6,21,Deshaun Watson pass incomplete short right intended for Lamar Miller,4.110,3.560
3,10:40,2,10,NWE 22,6,21,Lamar Miller right guard for 5 yards (tackle by Ja'Whaun Bentley),3.560,3.560
3,10:01,3,5,NWE 17,6,21,Deshaun Watson pass incomplete deep right intended for Ryan Griffin,3.560,2.360
3,9:56,4,5,NWE 17,6,21,Deshaun Watson pass incomplete deep middle intended for Ryan Griffin,2.360,0.060
3,9:52,1,10,NWE 17,6,21,Rex Burkhead up the middle for 2 yards (tackle by D.J. Reader),-0.060,-0.250
3,9:08,2,8,NWE 19,6,21,Rex Burkhead left guard for 5 yards (tackle by Kareem Jackson),-0.250,-0.370
3,8:39,3,3,NWE 24,6,21,Tom Brady pass complete deep right to Rob Gronkowski for 30 yards (tackle by Zach Cunningham),-0.370,2.520
3,8:15,1,10,HOU 46,6,21,Tom Brady pass complete short left to Phillip Dorsett for 3 yards (tackle by Johnathan Joseph),2.520,2.380
3,7:54,2,7,HOU 43,6,21,James White left end for 2 yards (tackle by J.J. Watt),2.380,1.950
3,7:22,3,5,HOU 41,6,21,"Tom Brady pass incomplete deep right intended for Chris Hogan (defended by Kevin Johnson). Penalty on Kevin Johnson: Defensive Holding, 5 yards (no play)",1.950,3.180
3,7:15,1,10,HOU 36,6,21,Tom Brady pass complete short left to Phillip Dorsett for 13 yards (tackle by Dylan Cole),3.180,4.040
3,6:44,1,10,HOU 23,6,21,Rex Burkhead left end for 3 yards (tackle by Angelo Blackson),4.040,3.900
3,6:13,2,7,HOU 20,6,21,Tom Brady pass incomplete short left intended for Rex Burkhead (defended by Dylan Cole),3.900,3.200
3,6:08,3,7,HOU 20,6,21,Tom Brady pass incomplete short middle intended for Chris Hogan,3.200,2.120
3,6:05,4,7,HOU 20,6,24,Stephen Gostkowski 39 yard field goal good,2.120,3.000
3,6:02,,,NWE 35,6,24,"Stephen Gostkowski kicks off 66 yards, returned by Tyler Ervin for no gain (tackle by Elandon Roberts)",0.000,1.070
3,5:57,1,10,HOU 32,6,24,Alfred Blue left tackle for -2 yards (tackle by Elandon Roberts and Lawrence Guy),1.070,0.260
3,5:24,2,12,HOU 30,6,24,Deshaun Watson pass complete short middle to Bruce Ellington for 13 yards (tackle by Devin McCourty and Adam Butler),0.260,1.800
3,4:57,1,10,HOU 43,6,24,Alfred Blue right guard for 17 yards (tackle by Duron Harmon),1.800,2.920
3,4:34,1,10,NWE 40,6,24,Alfred Blue left guard for 11 yards (tackle by Eric Rowe and Devin McCourty),2.920,3.640
3,4:07,1,10,NWE 29,6,24,Lamar Miller right tackle for 5 yards (tackle by Adam Butler and Elandon Roberts),3.640,3.780
3,3:32,2,5,NWE 24,6,24,Lamar Miller left guard for 6 yards (tackle by Adam Butler),3.780,4.370
3,3:09,1,10,NWE 18,6,24,Lamar Miller right guard for 1 yard (tackle by Danny Shelton and Elandon Roberts),4.370,3.940
3,2:45,2,9,NWE 17,6,24,Deshaun Watson pass complete short middle to Bruce Ellington for 14 yards (tackle by Eric Rowe),3.940,6.510
3,2:13,1,3,NWE 3,6,24,"Penalty on Jordan Akins: False Start, 5 yards (no play)",6.510,5.370
3,2:13,1,8,NWE 8,6,24,Deshaun Watson pass complete short middle to DeAndre Hopkins for 7 yards (tackle by Duron Harmon and Stephon Gilmore),5.370,5.910
3,1:54,2,1,NWE 1,12,24,"Alfred Blue right end for 1 yard, touchdown",5.910,7.000
3,1:52,,,NWE 15,13,24,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,1:52,,,HOU 35,13,24,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,1:52,1,10,NWE 25,13,24,Rex Burkhead left end for 12 yards (tackle by Benardrick McKinney),0.610,1.400
3,1:08,1,10,NWE 37,13,24,Tom Brady pass complete short right to James Develin for 3 yards (tackle by Dylan Cole),1.400,1.260
3,0:21,2,7,NWE 40,13,24,Tom Brady pass complete short right to James White for 12 yards (tackle by Kevin Johnson and Whitney Mercilus),1.260,2.390
Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 48,13,24,Tom Brady pass incomplete short left intended for Chris Hogan,2.390,1.850
4,14:56,2,10,HOU 48,13,24,Tom Brady pass complete short right to James White for 9 yards (tackle by Kevin Johnson and Whitney Mercilus),1.850,2.340
4,14:15,3,1,HOU 39,13,24,Rex Burkhead right tackle for 4 yards (tackle by Dylan Cole),2.340,3.250
4,13:46,1,10,HOU 35,13,24,Rex Burkhead right tackle for 4 yards (tackle by Angelo Blackson),3.250,3.240
4,13:10,2,6,HOU 31,13,24,Tom Brady pass complete short right to Rob Gronkowski for 8 yards (tackle by Benardrick McKinney and Tyrann Mathieu),3.240,4.040
4,12:27,1,10,HOU 23,13,24,Tom Brady pass complete short right to Phillip Dorsett for 10 yards (tackle by Tyrann Mathieu),4.040,4.710
4,11:46,1,10,HOU 13,13,24,James White right guard for 3 yards (tackle by Dylan Cole),4.710,4.580
4,11:07,2,7,HOU 10,13,24,Tom Brady sacked by D.J. Reader for -7 yards,4.580,2.880
4,10:21,,,,,,Timeout #2 by New England Patriots,,
4,10:21,3,14,HOU 17,13,24,Cordarrelle Patterson left end for no gain (tackle by Kareem Jackson),2.880,2.310
4,9:53,4,14,HOU 17,13,27,Stephen Gostkowski 35 yard field goal good,2.310,3.000
4,9:48,,,NWE 35,13,27,"Stephen Gostkowski kicks off 66 yards, returned by Tyler Ervin for no gain (tackle by Matthew Slater and Geneo Grissom)",0.000,1.000
4,9:42,1,10,HOU 31,13,27,Deshaun Watson pass complete short middle to DeAndre Hopkins for 9 yards (tackle by Stephon Gilmore),1.000,1.680
4,9:23,2,1,HOU 40,13,27,Lamar Miller left tackle for 10 yards (tackle by Stephon Gilmore),1.680,2.260
4,8:49,1,10,HOU 50,13,27,Deshaun Watson sacked by Trey Flowers for -7 yards. Penalty on Julie'n Davenport: Offensive Holding (Declined),2.260,0.770
4,8:28,2,17,HOU 43,13,27,Deshaun Watson pass complete short right to Jordan Akins for 8 yards,0.770,1.160
4,7:59,3,9,NWE 49,13,27,Deshaun Watson pass complete short left to DeAndre Hopkins for no gain (tackle by Devin McCourty),1.160,0.000
4,7:15,4,9,NWE 49,13,27,"Trevor Daniel punts 37 yards, fair catch by Riley McCarron at NE-12",0.000,0.350
4,7:09,1,10,NWE 12,13,27,Rex Burkhead left tackle for no gain (tackle by J.J. Watt),-0.350,-0.780
4,6:39,2,10,NWE 12,13,27,Tom Brady sacked by D.J. Reader for -3 yards,-0.780,-1.770
4,5:58,3,13,NWE 9,13,27,James White right tackle for 11 yards (tackle by Aaron Colvin and Tyrann Mathieu),-1.770,-2.030
4,5:27,4,2,NWE 20,13,27,"Ryan Allen punts 55 yards, returned by Tyler Ervin for 9 yards (tackle by Nate Ebner)",-2.030,-1.200
4,5:17,1,10,HOU 34,13,27,Deshaun Watson pass incomplete short right intended for Ryan Griffin,1.200,0.660
4,5:13,2,10,HOU 34,13,27,Lamar Miller left end for 2 yards (tackle by Stephon Gilmore),0.660,0.230
4,4:46,3,8,HOU 36,13,27,Deshaun Watson pass incomplete short left intended for Bruce Ellington (defended by Jonathan Jones),0.230,-0.980
4,4:41,4,8,HOU 36,13,27,"Trevor Daniel punts 48 yards, muffed catch by Riley McCarron, recovered by Johnson Bademosi at NE-16 (tackle by Jonathan Jones)",-0.980,4.510
4,4:32,1,10,NWE 16,13,27,Lamar Miller right tackle for -1 yards (tackle by Ja'Whaun Bentley),4.510,3.770
4,3:58,2,11,NWE 17,13,27,"Deshaun Watson left end for 7 yards (tackle by Ja'Whaun Bentley). Penalty on Stephon Gilmore: Defensive Holding, 5 yards",3.770,6.060
4,3:50,1,5,NWE 5,13,27,"Penalty on Deshaun Watson: False Start, 5 yards (no play)",6.060,4.910
4,3:50,1,10,NWE 10,13,27,Deshaun Watson left tackle for 8 yards (tackle by Devin McCourty and Dont'a Hightower),4.910,5.720
4,3:08,2,2,NWE 2,13,27,Deshaun Watson pass incomplete short right intended for DeAndre Hopkins,5.720,4.950
4,3:01,3,2,NWE 2,13,27,"Deshaun Watson pass incomplete short right intended for Ryan Griffin. Penalty on Stephon Gilmore: Defensive Holding, 1 yard (no play)",4.950,6.970
4,2:55,1,1,NWE 1,13,27,Deshaun Watson up the middle for -4 yards (tackle by Lawrence Guy and Trey Flowers),6.970,5.150
4,2:12,2,5,NWE 5,19,27,"Deshaun Watson pass complete short middle to Bruce Ellington for 5 yards, touchdown",5.150,7.000
4,2:08,,,NWE 15,20,27,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,2:08,,,HOU 35,20,27,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,2:08,1,10,NWE 25,20,27,Rex Burkhead left tackle for 2 yards (tackle by Brandon Dunn),0.610,0.330
4,2:00,2,8,NWE 27,20,27,Tom Brady pass complete short right to James Develin for 10 yards (tackle by Johnathan Joseph),0.330,1.400
4,1:49,,,,,,Timeout #1 by Houston Texans,,
4,1:49,1,10,NWE 37,20,27,Rex Burkhead left guard for 1 yard (tackle by Benardrick McKinney and Brandon Dunn),1.400,0.990
4,1:44,,,,,,Timeout #2 by Houston Texans,,
4,1:44,2,9,NWE 38,20,27,Rex Burkhead right guard for 7 yards (tackle by Aaron Colvin),0.990,1.220
4,1:39,,,,,,Timeout #3 by Houston Texans,,
4,1:39,3,2,NWE 45,20,27,Rex Burkhead left tackle for no gain (tackle by Benardrick McKinney),1.220,-0.390
4,0:51,,,,,,Timeout #3 by New England Patriots,,
4,0:51,4,2,NWE 45,20,27,Ryan Allen punts 54 yards downed by Jonathan Jones,-0.390,0.380
4,0:43,1,10,HOU 1,20,27,Deshaun Watson pass incomplete short middle intended for Bruce Ellington (defended by Eric Rowe),-0.380,-0.780
4,0:38,2,10,HOU 1,20,27,"Deshaun Watson pass incomplete deep left intended for DeAndre Hopkins (defended by Stephon Gilmore). Penalty on Duron Harmon: Unnecessary Roughness, 15 yards (no play)",-0.780,-0.140
4,0:29,1,10,HOU 16,20,27,Deshaun Watson pass incomplete deep middle intended for Bruce Ellington (defended by Jonathan Jones),-0.140,-0.660
4,0:21,2,10,HOU 16,20,27,Deshaun Watson pass complete short left to DeAndre Hopkins for 14 yards (tackle by Stephon Gilmore),-0.660,0.940
4,0:14,1,10,HOU 30,20,27,Deshaun Watson right end for 13 yards,0.940,1.800
4,0:05,1,10,HOU 43,20,27,Deshaun Watson pass incomplete deep right intended for Vyncint Smith (defended by Jason McCourty),1.800,1.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
