Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
2,5:58,1,10,BAL 19,7,7,Zack Moss up the middle for 2 yards (tackle by Patrick Queen and Jeremiah Moon),4.310,4.030
2,5:17,2,8,BAL 17,7,7,Gardner Minshew pass complete short middle to Michael Pittman for 7 yards (tackle by Ronald Darby),4.030,4.690
2,4:57,3,1,BAL 10,7,7,Zack Moss up the middle for 1 yard (tackle by Geno Stone and Roquan Smith),4.690,5.140
2,4:18,1,9,BAL 9,7,7,Zack Moss left tackle for 2 yards (tackle by Justin Madubuike and Roquan Smith),5.140,4.760
2,3:38,2,7,BAL 7,7,7,Gardner Minshew pass incomplete short middle intended for Zack Moss,4.760,3.810
2,3:34,3,7,BAL 7,7,7,Gardner Minshew pass incomplete short left intended for Kylen Granson,3.810,2.970
2,3:30,,,,,,Timeout #1 by Baltimore Ravens,,
2,3:30,4,7,BAL 7,7,7,"Penalty on IND: Delay of Game, 5 yards (accepted) (no play)",2.970,2.630
2,3:28,4,12,BAL 12,10,7,Matt Gay 31 yard field goal good,2.630,3.000
2,3:26,,,IND 35,10,7,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
2,3:26,1,10,BAL 25,10,7,Lamar Jackson left end for 5 yards (tackle by Julian Blackmon),0.610,0.740
2,2:55,2,5,BAL 30,10,7,"Kenyan Drake right end for no gain (tackle by Zaire Franklin). Penalty on Zay Flowers: Illegal Shift, 5 yards (declined)",0.740,0.040
2,2:41,3,5,BAL 30,10,7,"Sam Mustipher aborted snap, recovered by Lamar Jackson at BAL-30",0.040,-2.140
2,2:00,4,16,BAL 19,10,7,"Jordan Stout punts 51 yards, returned by Isaiah McKenzie for 16 yards (tackle by Isaiah Likely and Jalyn Armour-Davis)",-2.140,-1.990
2,1:49,1,10,IND 46,10,7,Zack Moss right tackle for 3 yards (tackle by Travis Jones),1.990,1.860
2,1:33,,,,,,Timeout #2 by Baltimore Ravens,,
2,1:33,2,7,IND 49,10,7,Zack Moss up the middle for 6 yards (tackle by Jadeveon Clowney),1.860,1.950
2,1:14,3,1,BAL 45,10,7,Zack Moss up the middle for 2 yards (tackle by Daryl Worley and Roquan Smith),1.950,2.720
2,0:52,1,10,BAL 43,10,7,Gardner Minshew pass incomplete deep right intended for Michael Pittman (defended by Ronald Darby),2.720,2.180
2,0:47,2,10,BAL 43,10,7,"Penalty on Quenton Nelson: False Start, 5 yards (accepted) (no play)",2.180,1.500
2,0:47,2,15,BAL 48,10,7,Gardner Minshew pass complete short left to Josh Downs for 6 yards (tackle by Kyle Hamilton),1.500,1.620
2,0:42,3,9,BAL 42,10,7,"Gardner Minshew sacked by Kyle Hamilton for -16 yards. Gardner Minshew fumbles (forced by Kyle Hamilton), recovered by Michael Pittman at IND-43",1.620,-0.520
2,0:27,4,24,IND 43,10,7,"Rigoberto Sanchez punts 50 yards, returned by Devin Duvernay for 5 yards (tackle by Jaylon Jones)",-0.520,0.350
2,0:18,1,10,BAL 12,10,7,Gus Edwards right guard for 14 yards (tackle by Shaquille Leonard and Julian Blackmon),-0.350,0.670
Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,10,7,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,BAL 25,10,7,Gus Edwards right guard for 3 yards (tackle by Zaire Franklin),0.610,0.470
3,14:25,2,7,BAL 28,10,7,Lamar Jackson pass complete short left to Zay Flowers for 6 yards (tackle by Zaire Franklin and Julian Blackmon),0.470,0.560
3,14:08,3,1,BAL 34,10,7,Gus Edwards left tackle for 2 yards (tackle by Dayo Odeyingbo),0.560,1.330
3,13:33,1,10,BAL 36,10,7,"Penalty on Morgan Moses: False Start, 5 yards (accepted) (no play)",1.330,1.000
3,13:14,1,15,BAL 31,10,7,Lamar Jackson pass complete short middle to Mark Andrews for 3 yards (tackle by Julian Blackmon),1.000,0.520
3,12:36,2,12,BAL 34,10,7,Lamar Jackson scrambles left end for 11 yards (tackle by Zaire Franklin),0.520,1.290
3,11:50,3,1,BAL 45,10,7,Gus Edwards right tackle for -2 yards (tackle by E.J. Speed),1.290,-0.520
3,11:05,4,3,BAL 43,10,7,"Jordan Stout punts 44 yards, returned by Isaiah McKenzie for 32 yards (tackle by Tyler Ott)",-0.520,-1.930
3,10:54,1,10,IND 45,10,7,Zack Moss right end for 1 yard (tackle by Justin Madubuike),1.930,1.520
3,10:13,2,9,IND 46,10,7,Gardner Minshew pass complete short middle to Andrew Ogletree for 11 yards (tackle by Jeremiah Moon and Roquan Smith),1.520,2.720
3,9:50,1,10,BAL 43,10,7,Trey Sermon up the middle for 4 yards (tackle by Brandon Stephens),2.720,2.720
3,9:27,2,6,BAL 39,10,7,Trey Sermon left guard for 3 yards (tackle by Kyle Hamilton),2.720,2.410
3,8:43,3,3,BAL 36,10,7,Gardner Minshew pass incomplete deep right intended for Josh Downs,2.410,0.890
3,8:38,4,3,BAL 36,13,7,Matt Gay 54 yard field goal good,0.890,3.000
3,8:33,,,IND 35,13,7,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,8:33,1,10,BAL 25,13,7,Lamar Jackson pass complete short right to Zay Flowers for 4 yards (tackle by Julian Blackmon),0.610,0.600
3,8:00,2,6,BAL 29,13,7,Lamar Jackson pass incomplete short right,0.600,-0.100
3,7:55,3,6,BAL 29,13,7,Lamar Jackson pass incomplete short middle intended for Mark Andrews,-0.100,-1.440
3,7:44,4,6,BAL 29,13,7,"Jordan Stout punts 49 yards, fair catch by Isaiah McKenzie at IND-22. Penalty on Nick Cross: Offensive Holding, 10 yards (accepted)",-1.440,0.350
3,7:44,1,10,IND 12,13,7,Trey Sermon left guard for 3 yards (tackle by Tavius Robinson and Travis Jones),-0.350,-0.500
3,7:02,2,7,IND 15,13,7,Gardner Minshew pass complete short left to Trey Sermon for 4 yards (tackle by Patrick Queen),-0.500,-0.600
3,6:23,3,3,IND 19,13,7,Gardner Minshew pass complete short left to Josh Downs for 10 yards (tackle by Brandon Stephens),-0.600,0.870
3,5:57,1,10,IND 29,13,7,Gardner Minshew pass incomplete short right intended for Josh Downs (defended by Kyle Hamilton),0.870,0.330
3,5:55,2,10,IND 29,13,7,Gardner Minshew pass incomplete deep left intended for Alec Pierce,0.330,-0.360
3,5:50,3,10,IND 29,13,7,Gardner Minshew pass incomplete deep left intended for Josh Downs,-0.360,-1.440
3,5:41,4,10,IND 29,13,7,"Rigoberto Sanchez punts 54 yards, returned by Devin Duvernay for 2 yards (tackle by Trevor Denbow)",-1.440,-0.150
3,5:29,1,10,BAL 19,13,7,Lamar Jackson left tackle for 13 yards (tackle by Zaire Franklin),0.150,1.070
3,5:09,1,10,BAL 32,13,7,Lamar Jackson pass complete short left to Zay Flowers for 4 yards (tackle by Grover Stewart),1.070,1.070
3,4:35,2,6,BAL 36,13,7,Lamar Jackson pass complete short middle to Zay Flowers for 5 yards (tackle by Zaire Franklin and Shaquille Leonard),1.070,1.030
3,4:03,3,1,BAL 41,13,7,Gus Edwards up the middle for 10 yards (tackle by Shaquille Leonard),1.030,2.320
3,3:30,1,10,IND 49,13,7,Gus Edwards left guard for 4 yards (tackle by DeForest Buckner and Julian Blackmon),2.320,2.320
3,2:54,2,6,IND 45,13,7,Melvin Gordon right guard for 15 yards (tackle by Julian Blackmon and Rodney Thomas),2.320,3.580
3,2:16,1,10,IND 30,13,7,Lamar Jackson pass complete short left to Melvin Gordon for 11 yards (tackle by Zaire Franklin),3.580,4.310
3,1:38,1,10,IND 19,13,7,Melvin Gordon left tackle for -2 yards (tackle by Samson Ebukam),4.310,3.490
3,0:58,2,12,IND 21,13,7,Lamar Jackson pass complete short middle to Nelson Agholor for 11 yards (tackle by Julius Brents),3.490,4.690
3,0:19,3,1,IND 10,13,13,"Lamar Jackson up the middle for 10 yards, touchdown",4.690,7.000
3,0:13,,,IND 15,13,14,Justin Tucker kicks extra point good,0.000,0.000
3,0:13,,,BAL 35,13,14,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,0:13,1,10,IND 25,13,14,Zack Moss left end for 24 yards (tackle by Geno Stone),0.610,2.190
Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 49,13,14,Zack Moss left tackle for 1 yard (tackle by Justin Madubuike and Patrick Queen),2.190,1.780
4,14:18,2,9,BAL 50,13,14,Gardner Minshew pass complete short left to Josh Downs for 3 yards (tackle by Patrick Queen),1.780,1.490
4,13:38,3,6,BAL 47,13,14,Gardner Minshew pass complete short left to Michael Pittman for 8 yards (tackle by Patrick Queen),1.490,2.980
4,12:56,1,10,BAL 39,13,14,Trey Sermon left tackle for 5 yards (tackle by Patrick Queen and Tavius Robinson),2.980,3.120
4,12:11,2,5,BAL 34,13,14,Zack Moss left guard for -1 yards (tackle by Justin Madubuike and Patrick Queen),3.120,2.280
4,11:31,3,6,BAL 35,13,14,Gardner Minshew pass incomplete short left intended for Trey Sermon,2.280,0.970
4,11:27,4,6,BAL 35,16,14,Matt Gay 53 yard field goal good,0.970,3.000
4,11:22,,,IND 35,16,14,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
4,11:22,1,10,BAL 25,16,14,Lamar Jackson pass complete short left to Kenyan Drake for 7 yards (tackle by Zaire Franklin),0.610,1.010
4,10:48,2,3,BAL 32,16,14,Lamar Jackson left tackle for 5 yards (tackle by Dallis Flowers),1.010,1.400
4,10:10,1,10,BAL 37,16,14,Lamar Jackson pass complete short middle to Zay Flowers for 7 yards (tackle by Zaire Franklin and Shaquille Leonard),1.400,1.800
4,9:36,2,3,BAL 44,16,14,Lamar Jackson scrambles up the middle for 16 yards (tackle by Zaire Franklin),1.800,2.920
4,8:59,1,10,IND 40,16,14,Gus Edwards right guard for 2 yards (tackle by Zaire Franklin and Samson Ebukam),2.920,2.640
4,8:23,2,8,IND 38,16,14,Lamar Jackson pass incomplete short left intended for Rashod Bateman,2.640,1.950
4,8:20,3,8,IND 38,16,14,Lamar Jackson pass complete short middle to Nelson Agholor for 6 yards (tackle by Kenny Moore),1.950,1.300
4,7:38,4,2,IND 32,16,17,Justin Tucker 50 yard field goal good,1.300,3.000
4,7:33,,,BAL 35,16,17,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,7:33,1,10,IND 25,16,17,Gardner Minshew pass complete short left to Alec Pierce for 8 yards (tackle by Brandon Stephens),0.610,1.140
4,6:54,2,2,IND 33,16,17,Zack Moss left guard for 2 yards (tackle by Roquan Smith),1.140,1.270
4,6:22,1,10,IND 35,16,17,Zack Moss left end for 5 yards (tackle by Roquan Smith),1.270,1.400
4,5:45,2,5,IND 40,16,17,Zack Moss left guard for no gain (tackle by Patrick Queen),1.400,0.700
4,5:02,3,5,IND 40,16,17,Gardner Minshew pass incomplete short right intended for Josh Downs,0.700,-0.720
4,4:55,4,5,IND 40,16,17,"Rigoberto Sanchez punts 39 yards, fair catch by Devin Duvernay at BAL-21",-0.720,-0.340
4,4:48,1,10,BAL 21,16,17,Lamar Jackson right end for -2 yards (tackle by Julian Blackmon),0.340,-0.530
4,4:10,2,12,BAL 19,16,17,Melvin Gordon right tackle for 6 yards (tackle by DeForest Buckner),-0.530,-0.360
4,3:31,3,6,BAL 25,16,17,"Lamar Jackson scrambles left end for 14 yards (tackle by E.J. Speed). Penalty on Kenny Moore: Defensive Holding, 5 yards (accepted)",-0.360,1.860
4,3:20,1,10,BAL 44,16,17,Lamar Jackson left tackle for 3 yards (tackle by Tyquan Lewis),1.860,1.720
4,2:44,2,7,BAL 47,16,17,Melvin Gordon left guard for 2 yards (tackle by E.J. Speed and Grover Stewart),1.720,1.290
4,2:32,,,,,,Timeout #1 by Indianapolis Colts,,
4,2:32,3,5,BAL 49,16,17,Lamar Jackson sacked by Zaire Franklin for -4 yards,1.290,-0.390
4,2:28,,,,,,Timeout #2 by Indianapolis Colts,,
4,2:28,4,9,BAL 45,16,17,Jordan Stout punts 53 yards downed by Jalyn Armour-Davis,-0.390,0.380
4,2:14,1,10,IND 2,16,17,Gardner Minshew pass incomplete short middle intended for Kylen Granson,-0.380,-0.780
4,2:11,2,10,IND 2,16,17,"Penalty on Braden Smith: False Start, 1 yard (accepted) (no play)",-0.780,-0.850
4,2:11,2,11,IND 1,16,17,Gardner Minshew pass incomplete short left,-0.850,-1.540
4,2:05,3,11,IND 1,16,19,Gardner Minshew sacked by,-1.540,-2.000
4,2:03,,,IND 20,16,19,"Rigoberto Sanchez kicks off 62 yards,",0.000,0.610
4,2:03,1,10,BAL 25,16,19,Melvin Gordon right guard for 1 yard (tackle by Grover Stewart and Kenny Moore),0.610,0.200
4,1:59,2,9,BAL 26,16,19,Melvin Gordon left guard for no gain (tackle by Grover Stewart),0.200,-0.490
4,1:55,,,,,,Timeout #3 by Indianapolis Colts,,
4,1:55,,,,,,Timeout #1 by Baltimore Ravens,,
4,1:55,3,9,BAL 26,16,19,"Zay Flowers right end for 2 yards (tackle by Kwity Paye). Penalty on Nelson Agholor: Illegal Blindside Block, 15 yards (declined)",-0.490,-1.500
4,1:48,4,7,BAL 28,16,19,"Jordan Stout punts 34 yards, fair catch by Isaiah McKenzie at IND-38",-1.500,-1.470
4,1:41,1,10,IND 38,16,19,Gardner Minshew pass complete short right to Alec Pierce for 12 yards,1.470,2.260
4,1:36,1,10,BAL 50,16,19,Gardner Minshew pass complete short left to Josh Downs for 12 yards (tackle by Daryl Worley),2.260,3.050
4,1:31,1,10,BAL 38,16,19,Gardner Minshew pass complete short left to Michael Pittman for 7 yards (tackle by Brandon Stephens and Roquan Smith),3.050,3.450
4,1:12,2,3,BAL 31,16,19,Gardner Minshew pass complete short left to Michael Pittman for 2 yards (tackle by Brandon Stephens),3.450,3.010
4,1:07,3,1,BAL 29,16,19,"Penalty on Braden Smith: False Start, 5 yards (accepted) (no play)",3.010,2.340
4,1:07,3,6,BAL 34,16,19,Gardner Minshew pass incomplete deep left intended for Alec Pierce (defended by Brandon Stephens),2.340,1.070
4,1:02,4,6,BAL 34,19,19,Matt Gay 53 yard field goal good,1.070,3.000
4,0:57,,,IND 35,19,19,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
4,0:57,1,10,BAL 25,19,19,Lamar Jackson pass incomplete deep left intended for Rashod Bateman,0.610,0.060
4,0:52,2,10,BAL 25,19,19,Lamar Jackson pass complete short left to Zay Flowers for 8 yards (tackle by Dallis Flowers),0.060,0.430
4,0:33,3,2,BAL 33,19,19,Lamar Jackson pass complete short left to Nelson Agholor for 4 yards (tackle by Dallis Flowers),0.430,1.400
4,0:29,1,10,BAL 37,19,19,Lamar Jackson pass complete short middle to Melvin Gordon for 12 yards (tackle by E.J. Speed),1.400,2.190
4,0:23,,,,,,Timeout #2 by Baltimore Ravens,,
4,0:23,1,10,BAL 49,19,19,"Lamar Jackson sacked by Kwity Paye for -10 yards Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",2.190,0.300
4,0:16,2,20,BAL 39,19,19,Lamar Jackson pass incomplete deep middle intended for Devin Duvernay (defended by Kenny Moore),0.300,-0.360
4,0:11,3,20,BAL 39,19,19,Lamar Jackson pass complete deep middle to Nelson Agholor for 18 yards (tackle by Julian Blackmon and Dallis Flowers),-0.360,2.790
4,0:06,,,,,,Timeout #3 by Baltimore Ravens,,
4,0:06,1,10,IND 42,19,19,Justin Tucker 61 yard field goal no good,2.790,-2.320
4,0:01,1,10,BAL 49,19,19,Gardner Minshew pass incomplete short right,2.320,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
,,,,,,,"Colts won the coin toss, Colts to receive the overtime kickoff.",,
OT,10:00,,,BAL 35,19,19,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,IND 25,19,19,Gardner Minshew sacked by and Roquan Smith for -2 yards and Jadeveon Clowney for -2 yards,0.610,-0.210
OT,9:20,2,12,IND 23,19,19,Gardner Minshew pass complete short right to Zack Moss for 6 yards (tackle by Roquan Smith),-0.210,-0.100
OT,8:43,3,6,IND 29,19,19,Gardner Minshew pass incomplete deep right intended for Alec Pierce,-0.100,-1.440
OT,8:35,4,6,IND 29,19,19,"Rigoberto Sanchez punts 50 yards, returned by Devin Duvernay for 31 yards (tackle by Nick Cross)",-1.440,-2.390
OT,8:22,1,10,IND 48,19,19,Melvin Gordon left guard for 4 yards (tackle by Julian Blackmon),2.390,2.390
OT,7:45,2,6,IND 44,19,19,Melvin Gordon up the middle for no gain (tackle by Zaire Franklin),2.390,1.690
OT,7:10,3,6,IND 44,19,19,Lamar Jackson pass incomplete short middle intended for Zay Flowers,1.690,0.330
OT,7:06,4,6,IND 44,19,19,"Jordan Stout punts 33 yards, fair catch by Isaiah McKenzie at IND-11",0.330,0.370
OT,7:00,1,10,IND 11,19,19,Zack Moss left end for no gain (tackle by Jeremiah Moon and Roquan Smith),-0.370,-0.780
OT,6:17,2,10,IND 11,19,19,Gardner Minshew pass complete deep left to Michael Pittman for 34 yards (tackle by Geno Stone and Brandon Stephens),-0.780,1.930
OT,5:59,1,10,IND 45,19,19,Zack Moss right tackle for 1 yard (tackle by Roquan Smith and Patrick Queen),1.930,1.520
OT,5:28,2,9,IND 46,19,19,Gardner Minshew pass complete short right to Josh Downs for 7 yards (tackle by Ronald Darby),1.520,1.750
OT,5:01,3,2,BAL 47,19,19,Zack Moss up the middle for 1 yard (tackle by Jadeveon Clowney),1.750,0.200
OT,4:16,4,1,BAL 46,19,19,Zack Moss right guard for no gain (tackle by Brandon Stephens and Patrick Queen),0.200,-1.990
OT,4:10,1,10,BAL 46,19,19,Lamar Jackson pass incomplete short left intended for Kenyan Drake,1.990,1.450
OT,4:08,2,10,BAL 46,19,19,Lamar Jackson pass complete short middle to Mark Andrews for 7 yards (tackle by Rodney Thomas and Julian Blackmon),1.450,1.690
OT,3:29,3,3,IND 47,19,19,Lamar Jackson pass incomplete short right intended for Isaiah Likely,1.690,0.130
OT,3:25,,,,,,Timeout #1 by Baltimore Ravens,,
OT,3:25,4,3,IND 47,19,19,Lamar Jackson pass incomplete short middle intended for Zay Flowers,0.130,-2.060
OT,3:21,1,10,IND 47,19,19,Zack Moss left tackle for 13 yards (tackle by Michael Pierce and Daryl Worley),2.060,2.920
OT,2:40,1,10,BAL 40,19,19,Zack Moss left tackle for 2 yards (tackle by Daryl Worley),2.920,2.640
OT,2:00,2,8,BAL 38,19,19,Zack Moss up the middle for 3 yards (tackle by Michael Pierce),2.640,2.340
OT,1:18,3,5,BAL 35,19,19,Zack Moss up the middle for no gain (tackle by Michael Pierce),2.340,0.980
OT,1:14,,,,,,Timeout #2 by Baltimore Ravens,,
OT,1:14,4,5,BAL 35,22,19,Matt Gay 53 yard field goal good,0.980,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
