Quarter,Time,Down,ToGo,Location,CHI,CAR,Detail,EPB,EPA
2,5:43,4,13,CAR 13,17,3,Jason Baker punts 46 yards,-2.490,-1.660
2,5:36,1,10,CHI 41,17,3,"Penalty on Frank Omiyale: False Start, 5 yards (no play)",1.660,1.330
2,5:36,1,15,CHI 36,17,3,"Todd Collins pass complete short right to Devin Hester for -5 yards (tackle by Everette Brown). Penalty on Charles Johnson: Face Mask (15 Yards), 15 yards",1.330,1.990
2,5:08,1,10,CHI 46,17,3,Matt Forte middle for 2 yards (tackle by Jon Beason),1.990,1.720
2,4:30,2,8,CHI 48,17,3,Todd Collins pass incomplete short right intended for Devin Hester is intercepted by Everette Brown at CHI-42. Penalty on Roberto Garza: Offensive Holding (Declined),1.720,-2.790
2,4:23,1,10,CHI 42,17,3,David Gettis right end for -6 yards (tackle by Tim Jennings),2.790,1.430
2,3:44,2,16,CHI 48,17,3,Armanti Edwards middle for 7 yards (tackle by Julius Peppers and Pisa Tinoisamoa),1.430,1.680
2,3:00,3,9,CHI 41,17,3,Jimmy Clausen pass incomplete short right intended for Brandon LaFell,1.680,0.530
,,,,,,,"CAR challenged the incomplete pass ruling, and the play was upheld.",,
2,2:52,4,9,CHI 41,17,3,"Jason Baker punts 31 yards, fair catch by Devin Hester",0.530,0.380
2,2:46,1,10,CHI 10,17,3,Matt Forte right end for 14 yards (tackle by Charles Godfrey),-0.380,0.540
2,2:25,1,10,CHI 24,17,3,Matt Forte middle for 5 yards (tackle by Dan Connor),0.540,0.670
2,2:00,2,5,CHI 29,17,3,Chester Taylor middle for 10 yards (tackle by James Anderson and Jordan Pugh),0.670,1.530
2,1:29,1,10,CHI 39,17,3,Chester Taylor middle for 1 yard (tackle by Nick Hayden),1.530,1.120
2,0:51,2,9,CHI 40,17,3,Chester Taylor left tackle for 2 yards (tackle by Jon Beason),1.120,0.700
2,0:13,3,7,CHI 42,17,3,Todd Collins pass incomplete short left intended for Chester Taylor (defended by Captain Munnerlyn),0.700,-0.590
2,0:07,4,7,CHI 42,17,3,Brad Maynard punts 42 yards,-0.590,1.730
Quarter,Time,Down,ToGo,Location,CHI,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,17,3,"Robbie Gould kicks off 72 yards, returned by Mike Goodson for 32 yards (tackle by Josh Bullocks)",0.000,0.940
3,14:54,1,10,CAR 30,17,3,DeAngelo Williams middle for 1 yard (tackle by Anthony Adams),0.940,0.530
3,14:17,2,9,CAR 31,17,3,Jimmy Clausen sacked by Israel Idonije and Brian Urlacher for 0 yards,0.530,-0.160
3,13:36,3,9,CAR 31,17,3,Jimmy Clausen pass complete short left to David Gettis for 10 yards (tackle by Charles Tillman and Henry Melton),-0.160,1.660
3,13:04,1,10,CAR 41,17,3,DeAngelo Williams middle for 2 yards (tackle by Julius Peppers and Israel Idonije),1.660,1.390
3,12:31,2,8,CAR 43,17,3,Jimmy Clausen pass incomplete,1.390,0.700
3,12:25,3,8,CAR 43,17,3,Jimmy Clausen pass incomplete. Penalty on Brandon LaFell: Illegal Formation (Declined),0.700,-0.520
3,12:16,4,8,CAR 43,17,3,Jason Baker punts 41 yards,-0.520,0.140
3,12:05,1,10,CHI 16,17,3,Matt Forte left end for 3 yards (tackle by Charles Johnson and Richard Marshall),-0.140,-0.180
3,11:48,2,7,CHI 19,17,3,Matt Forte right end for 1 yard (tackle by Jon Beason and Dan Connor),-0.180,-0.820
3,11:26,3,6,CHI 20,17,3,Todd Collins pass incomplete short left intended for Devin Hester,-0.820,-2.030
3,11:21,4,6,CHI 20,17,3,"Brad Maynard punts 44 yards, returned by Captain Munnerlyn for 3 yards (tackle by Brian Iwuh)",-2.030,-1.530
3,11:11,1,10,CAR 39,17,3,Jonathan Stewart middle for 2 yards (tackle by Matt Toeaina),1.530,1.260
3,10:29,2,8,CAR 41,17,3,Jimmy Clausen pass complete short right to Dante Rosario for 2 yards (tackle by Pisa Tinoisamoa),1.260,0.830
3,10:02,3,6,CAR 43,17,3,Jimmy Clausen pass incomplete short right intended for Dante Rosario,0.830,-0.520
3,9:59,4,6,CAR 43,17,3,Jason Baker punts 49 yards. Penalty on Kellen Davis: Illegal Formation (Declined),-0.520,0.380
3,9:48,1,10,CHI 8,17,3,Todd Collins pass incomplete short left intended for Greg Olsen,-0.380,-0.780
3,9:43,2,10,CHI 8,17,3,Matt Forte middle for 5 yards (tackle by Everette Brown),-0.780,-0.840
3,9:03,3,5,CHI 13,17,3,Todd Collins pass incomplete short right intended for Devin Aromashodu,-0.840,-2.490
3,9:00,4,5,CHI 13,17,3,"Brad Maynard punts 44 yards, returned by Captain Munnerlyn for 4 yards (tackle by Corey Graham)",-2.490,-2.060
3,8:50,1,10,CAR 47,17,3,Jimmy Clausen pass complete deep right to Brandon LaFell for 16 yards (tackle by Charles Tillman),2.060,3.120
3,8:20,1,10,CHI 37,17,3,DeAngelo Williams middle for 1 yard (tackle by Henry Melton),3.120,2.710
3,7:42,2,9,CHI 36,17,3,Jimmy Clausen pass incomplete deep right intended for David Clowney,2.710,2.010
3,7:37,3,9,CHI 36,17,3,Jimmy Clausen pass complete short right to David Clowney for 8 yards (tackle by Zackary Bowman),2.010,1.720
3,7:37,4,1,CHI 28,17,3,"Penalty on Travelle Wharton: False Start, 5 yards (no play)",1.720,1.160
3,6:40,4,6,CHI 33,17,3,John Kasay 51 yard field goal no good,1.160,-1.660
3,6:35,1,10,CHI 41,17,3,Todd Collins pass complete short right to Chester Taylor for 6 yards (tackle by James Anderson),1.660,1.930
3,5:59,2,4,CHI 47,17,3,Todd Collins sacked by James Anderson and Nick Hayden for -9 yards,1.930,0.040
3,5:17,,,,17,3,Timeout #1 by Chicago Bears,0.000,0.040
3,5:17,3,13,CHI 38,17,3,Todd Collins pass incomplete deep middle intended for Johnny Knox is intercepted by Charles Godfrey at CAR-33 and returned for 24 yards. Penalty on J'Marcus Webb: Offensive Holding (Declined),0.040,-2.720
3,5:07,1,10,CHI 43,17,3,Jimmy Clausen pass incomplete deep middle intended for Brandon LaFell (defended by Danieal Manning),2.720,2.180
3,5:00,2,10,CHI 43,17,3,Jimmy Clausen pass complete short right to Jonathan Stewart for 4 yards (tackle by Chris Harris and Brian Urlacher),2.180,2.010
3,4:14,3,6,CHI 39,17,3,"Jimmy Clausen middle for 4 yards (tackle by Matt Toeaina). Penalty on Israel Idonije: Defensive Offside, 5 yards (no play)",2.010,2.680
3,3:45,3,1,CHI 34,17,3,Tony Fiammetta middle for 3 yards (tackle by Chris Harris),2.680,3.510
3,3:10,1,10,CHI 31,17,3,Jimmy Clausen pass incomplete short left intended for Brandon LaFell (defended by Charles Tillman),3.510,2.970
3,3:06,2,10,CHI 31,17,3,Jonathan Stewart middle for 1 yard (tackle by Anthony Adams and Corey Wootton),2.970,2.410
3,2:26,,,,17,3,Timeout #2 by Chicago Bears,0.000,2.410
3,2:26,3,9,CHI 30,17,3,"Penalty on Brandon LaFell: False Start, 5 yards (no play)",2.410,1.750
3,2:26,3,14,CHI 35,17,3,Jimmy Clausen pass incomplete,1.750,0.970
3,2:18,4,14,CHI 35,17,6,John Kasay 53 yard field goal good,0.970,3.000
3,,,,CAR 30,17,6,"Rhys Lloyd kicks off 76 yards, returned by Danieal Manning for 34 yards (tackle by Gary Barnidge)",0.000,0.810
3,2:06,1,10,CHI 28,17,6,Matt Forte right end for 1 yard (tackle by Charles Godfrey and Chris Gamble),0.810,0.400
3,1:31,2,9,CHI 29,17,6,"Caleb Hanie pass complete short left to Matt Forte for 12 yards (tackle by James Anderson and Richard Marshall). Penalty on Frank Omiyale: Offensive Holding, 10 yards (no play)",0.400,-1.010
3,1:02,2,19,CHI 19,17,6,Chester Taylor middle for -2 yards (tackle by Greg Hardy and Jordan Pugh),-1.010,-2.190
3,0:22,3,21,CHI 17,17,6,Caleb Hanie pass complete short right to Chester Taylor for 5 yards (tackle by James Anderson),-2.190,-1.900
Quarter,Time,Down,ToGo,Location,CHI,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,16,CHI 22,17,6,"Brad Maynard punts 36 yards, muffed catch by Captain Munnerlyn, recovered by Captain Munnerlyn and returned for 2 yards (tackle by Garrett Wolfe)",-1.900,-2.060
4,14:49,1,10,CAR 47,17,6,Jimmy Clausen pass complete short right to DeAngelo Williams for 1 yard (tackle by Brian Iwuh and Tim Jennings),2.060,1.650
4,14:12,2,9,CAR 48,17,6,Jimmy Clausen sacked by Pisa Tinoisamoa for -9 yards,1.650,-0.230
4,13:57,3,18,CAR 39,17,6,Jimmy Clausen sacked by Israel Idonije for -13 yards,-0.230,-1.630
4,13:25,4,31,CAR 26,17,6,"Jason Baker punts 49 yards, returned by Devin Hester for 2 yards (tackle by Marcus Hudson)",-1.630,-0.740
4,13:13,1,10,CHI 27,17,6,Matt Forte left end for 5 yards (tackle by Jon Beason),0.740,0.870
4,12:37,2,5,CHI 32,17,6,Matt Forte middle for 4 yards (tackle by Edward Johnson),0.870,0.700
4,12:02,3,1,CHI 36,17,6,Chester Taylor left tackle for 2 yards (tackle by Dan Connor),0.700,1.470
4,11:22,1,10,CHI 38,17,6,Chester Taylor middle for 9 yards (tackle by Charles Godfrey),1.470,2.140
4,10:36,2,1,CHI 47,17,6,Matt Forte middle for 5 yards (tackle by Jon Beason),2.140,2.390
4,9:54,1,10,CAR 48,17,6,Matt Forte right end for 2 yards (tackle by Nick Hayden),2.390,2.120
4,9:12,2,8,CAR 46,17,6,Chester Taylor middle for 1 yard (tackle by Dan Connor),2.120,1.550
4,8:30,3,7,CAR 45,17,6,Caleb Hanie pass complete short left to Johnny Knox for 14 yards (tackle by Jon Beason),1.550,3.510
4,7:42,1,10,CAR 31,17,6,Chester Taylor middle for 2 yards (tackle by Everette Brown),3.510,3.240
4,7:00,2,8,CAR 29,17,6,Caleb Hanie sacked by Richard Marshall for -7 yards,3.240,1.620
4,6:55,,,,17,6,Timeout #1 by Carolina Panthers,0.000,1.620
4,6:55,3,15,CAR 36,17,6,"Penalty on J'Marcus Webb: False Start, 5 yards (no play)",1.620,0.960
4,6:55,,,,17,6,Timeout #3 by Chicago Bears,0.000,0.960
4,6:55,3,20,CAR 41,17,6,Caleb Hanie pass incomplete deep left intended for Johnny Knox,0.960,0.530
4,6:49,4,20,CAR 41,17,6,"Brad Maynard punts 26 yards, fair catch by Captain Munnerlyn",0.530,0.220
4,6:42,1,10,CAR 15,17,6,Jimmy Clausen pass incomplete short left intended for Brandon LaFell,-0.220,-0.710
4,6:40,2,10,CAR 15,17,6,Jimmy Clausen pass incomplete short left intended for Brandon LaFell,-0.710,-1.370
4,6:36,3,10,CAR 15,17,6,Jimmy Clausen pass incomplete short right intended for David Gettis,-1.370,-2.440
4,6:12,4,10,CAR 15,17,6,"Jason Baker punts 51 yards, returned by Devin Hester for 16 yards (tackle by Gary Barnidge)",-2.440,-2.260
4,6:03,1,10,,17,6,Matt Forte right tackle for 1 yard (tackle by Greg Hardy and Derek Landri),2.260,1.850
4,5:20,2,9,CAR 49,17,6,Matt Forte left end for 10 yards (tackle by Jon Beason),1.850,2.980
4,4:34,1,10,CAR 39,17,6,Chester Taylor left end for 7 yards (tackle by Richard Marshall),2.980,3.390
4,3:51,2,3,CAR 32,17,6,Chester Taylor middle for -1 yards (tackle by Dan Connor),3.390,2.540
4,3:47,,,,17,6,Timeout #2 by Carolina Panthers,0.000,2.540
4,3:47,3,4,CAR 33,17,6,Matt Forte left end for -2 yards (tackle by Charles Johnson and Dan Connor),2.540,0.970
4,3:41,,,,17,6,Timeout #3 by Carolina Panthers,0.000,0.970
4,3:41,4,6,CAR 35,20,6,Robbie Gould 53 yard field goal good,0.970,3.000
4,,,,CHI 30,20,6,"Robbie Gould kicks off 70 yards, touchback",0.000,0.280
4,3:36,1,10,CAR 20,20,6,Matt Moore pass incomplete deep left intended for Armanti Edwards,0.280,-0.270
4,3:29,2,10,CAR 20,20,6,Matt Moore pass incomplete short middle intended for Armanti Edwards is intercepted by Brian Urlacher at CAR-23,-0.270,-4.040
4,3:23,1,10,CAR 23,20,6,Chester Taylor middle for no gain (tackle by Edward Johnson),4.040,3.500
4,2:41,2,10,CAR 23,20,6,Chester Taylor left end for -2 yards (tackle by Derek Landri). Penalty on Frank Omiyale: Illegal Formation (Declined),3.500,2.540
4,2:36,3,12,CAR 25,20,6,Chester Taylor left end for no gain (tackle by Derek Landri and James Anderson),2.540,1.800
4,2:00,4,12,CAR 25,23,6,Robbie Gould 43 yard field goal good,1.800,3.000
4,,,,CHI 30,23,6,Robbie Gould kicks off 30 yards,0.000,1.600
4,1:56,1,10,CAR 40,23,6,Matt Moore pass complete short left to Jeff King for 14 yards (tackle by Nick Roach),1.600,2.520
4,1:32,1,10,CHI 46,23,6,Matt Moore pass complete short right to Jeff King for no gain,2.520,1.980
4,1:13,2,10,CHI 46,23,6,Matt Moore pass incomplete short left intended for Brandon LaFell,1.980,1.290
4,1:10,3,10,CHI 46,23,6,Matt Moore pass complete short middle to David Clowney for 6 yards (tackle by Chris Harris),1.290,0.590
4,0:48,4,4,CHI 40,23,6,Matt Moore pass complete short middle to Jeff King for 6 yards (tackle by Chris Harris),0.590,3.310
4,0:29,1,10,CHI 34,23,6,Matt Moore pass complete short right to David Gettis for 9 yards (tackle by D.J. Moore),3.310,3.990
4,0:14,2,1,CHI 25,23,6,Matt Moore spiked the ball,3.990,3.270
4,0:14,3,1,CHI 25,23,6,Matt Moore pass incomplete deep left intended for David Gettis is intercepted by Charles Tillman at CHI-0 and returned for 17 yards,3.270,0.060
4,0:04,1,10,CHI 17,23,6,Caleb Hanie kneels for -1 yards,-0.060,-0.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
