Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
2,7:01,1,10,NYG 48,10,14,"Penalty on Adam Snyder: False Start, 5 yards (no play)",2.130,1.800
2,6:49,1,15,NYG 43,10,14,Eli Manning pass complete short right to Odell Beckham for 6 yards (tackle by Sterling Moore),1.800,1.720
2,6:14,2,9,NYG 49,10,14,Andre Williams up the middle for 3 yards (tackle by Rolando McClain and Nick Hayden),1.720,1.420
2,5:30,3,6,DAL 48,10,14,Eli Manning pass complete short middle to Odell Beckham for 12 yards (tackle by J.J. Wilcox),1.420,3.180
2,4:55,1,10,DAL 36,10,14,Andre Williams right end for 18 yards (tackle by Jeff Heath and J.J. Wilcox),3.180,3.180
2,4:19,1,10,DAL 36,10,14,Timeout #2 by Dallas Cowboys,3.180,4.370
2,4:19,1,10,DAL 18,10,14,"Andre Williams up the middle for 2 yards (tackle by Barry Church and Anthony Hitchens). Penalty on Jeremy Mincey: Unnecessary Roughness, 8 yards",4.370,5.370
2,4:07,1,8,DAL 8,10,14,Andre Williams right tackle for 5 yards (tackle by Kyle Wilber and Bruce Carter),5.370,5.530
,,,,,,,"DAL challenged the runner was down by contact ruling, and the play was upheld.",,
2,3:22,2,3,DAL 3,10,20,"Andre Williams right tackle for 3 yards, touchdown",5.530,7.000
2,3:22,,,DAL 2,10,21,Josh Brown kicks extra point good,0.000,0.000
2,3:22,,,NYG 35,10,21,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
2,3:18,1,10,DAL 20,10,21,DeMarco Murray up the middle for 2 yards (tackle by Mike Patterson and Quintin Demps),0.280,0.000
2,2:48,2,8,DAL 22,10,21,Tony Romo sacked by Damontre Moore for -9 yards,0.000,0.000
2,2:38,2,8,DAL 22,10,21,Timeout #1 by New York Giants,0.000,-2.190
2,2:38,3,17,DAL 13,10,21,Tony Romo pass incomplete deep right intended for Dez Bryant,-2.190,-2.490
2,2:31,4,17,DAL 13,10,21,"Chris Jones punts 51 yards, returned by Odell Beckham for -1 yards (tackle by Dwayne Harris)",-2.490,-1.270
2,2:17,1,10,NYG 35,10,21,Eli Manning pass complete short left to Rashad Jennings for 2 yards (tackle by Rolando McClain),1.270,0.990
2,2:00,2,8,NYG 37,10,21,Eli Manning sacked by George Selvie for -1 yards,0.990,0.990
2,1:56,2,8,NYG 37,10,21,Timeout #2 by New York Giants,0.990,0.170
2,1:56,3,9,NYG 36,10,21,"Penalty on Rashad Jennings: False Start, 5 yards (no play)",0.170,-0.490
2,1:56,3,14,NYG 31,10,21,Eli Manning sacked by Jeremy Mincey for -9 yards,-0.490,-1.900
2,1:23,4,23,NYG 22,10,21,"Steve Weatherford punts 63 yards, returned by Dwayne Harris for 15 yards (tackle by Chandler Fenner)",-1.900,-0.940
2,1:06,1,10,DAL 30,10,21,Tony Romo pass complete short right to Dez Bryant for 9 yards (tackle by Dominique Rodgers-Cromartie),0.940,1.610
2,1:01,2,1,DAL 39,10,21,Tony Romo pass complete short middle to Dez Bryant for 9 yards (tackle by Dominique Rodgers-Cromartie),1.610,2.130
2,0:35,1,10,DAL 48,10,21,Tony Romo pass complete short middle to DeMarco Murray for 7 yards (tackle by Antrel Rolle),2.130,2.530
2,0:19,2,3,NYG 45,10,21,Tony Romo spiked the ball,2.530,1.820
2,0:18,3,3,NYG 45,10,21,"Tony Romo sacked by Mathias Kiwanuka for -5 yards. Tony Romo fumbles (forced by Mathias Kiwanuka), recovered by Jason Pierre-Paul at NYG-43 (tackle by Ronald Leary). Penalty on Ronald Leary: Unnecessary Roughness, 15 yards",1.820,-2.790
2,0:09,1,10,DAL 42,10,21,"Eli Manning pass incomplete. Penalty on Eli Manning: Intentional Grounding, 10 yards",2.790,2.790
2,0:05,1,10,DAL 42,10,21,Timeout #3 by New York Giants,2.790,0.890
2,0:05,2,20,NYG 48,10,21,Eli Manning pass complete short right to Odell Beckham for 22 yards (tackle by Sterling Moore),0.890,3.580
Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,10,21,"Dan Bailey kicks off 66 yards, returned by Preston Parker for 30 yards (tackle by James Hanna)",0.000,0.870
3,14:53,1,10,NYG 29,10,21,Rashad Jennings right tackle for 5 yards (tackle by Nick Hayden and Bruce Carter),0.870,1.000
3,14:25,2,5,NYG 34,10,21,Rashad Jennings right tackle for 3 yards (tackle by Bruce Carter and Anthony Hitchens),1.000,0.700
3,13:36,3,2,NYG 37,10,21,Eli Manning pass incomplete short middle intended for Preston Parker,0.700,-0.910
3,13:30,4,2,NYG 37,10,21,"Steve Weatherford punts 55 yards, returned by Dwayne Harris for 20 yards (tackle by Spencer Paysinger)",-0.910,-0.810
3,13:18,1,10,DAL 28,10,21,DeMarco Murray left guard for 5 yards (tackle by Johnathan Hankins and Devon Kennard),0.810,0.940
3,12:46,2,5,DAL 33,10,21,DeMarco Murray right end for 11 yards (tackle by Devon Kennard),0.940,1.860
3,12:11,1,10,DAL 44,10,21,DeMarco Murray left tackle for 1 yard (tackle by Mark Herzlich and Johnathan Hankins),1.860,1.450
3,11:32,2,9,DAL 45,10,21,"Tony Romo pass complete deep left to Dez Bryant for 39 yards (tackle by Dominique Rodgers-Cromartie). Penalty on Tyron Smith: Offensive Holding, 10 yards (no play)",1.450,0.100
3,11:05,2,19,DAL 35,10,21,Tony Romo pass incomplete short right intended for DeMarco Murray,0.100,-0.560
3,10:58,3,19,DAL 35,10,21,Tony Romo pass incomplete deep middle intended for Jason Witten,-0.560,-1.040
3,10:53,4,19,DAL 35,10,21,Chris Jones punts 52 yards,-1.040,0.320
3,10:39,1,10,NYG 13,10,21,Rashad Jennings right end for no gain (tackle by Rolando McClain),-0.320,-0.770
3,10:09,2,10,NYG 13,10,21,Rashad Jennings up the middle for 3 yards (tackle by Tyrone Crawford and Jeremy Mincey),-0.770,-1.060
3,9:24,3,7,NYG 16,10,21,Eli Manning pass complete short middle to Rashad Jennings for 4 yards (tackle by J.J. Wilcox),-1.060,-2.030
3,8:51,4,3,NYG 20,10,21,"Steve Weatherford punts 60 yards, returned by Dwayne Harris for 15 yards (tackle by Orleans Darkwa)",-2.030,-1.270
3,8:34,1,10,DAL 35,10,21,Tony Romo pass complete short right to DeMarco Murray for 15 yards (tackle by Jameel McClain),1.270,2.260
3,8:15,1,10,,10,21,DeMarco Murray left end for no gain (tackle by Zackary Bowman),2.260,1.710
3,7:33,2,10,,10,21,DeMarco Murray right end for 5 yards (tackle by Chykie Brown and Antrel Rolle),1.710,1.690
3,6:48,3,5,NYG 45,16,21,"Tony Romo pass complete short left to Cole Beasley for 45 yards, touchdown",1.690,7.000
3,6:48,,,NYG 2,17,21,Dan Bailey kicks extra point good,0.000,0.000
3,6:48,,,DAL 35,17,21,"Dan Bailey kicks off 68 yards, returned by Preston Parker for 27 yards (tackle by Barry Church)",0.000,-0.540
3,6:29,1,10,NYG 24,17,21,Odell Beckham right end for -2 yards (tackle by Barry Church),0.540,-0.270
3,5:51,2,12,NYG 22,17,21,Eli Manning pass incomplete short middle intended for Andre Williams,-0.270,-0.960
3,5:46,3,12,NYG 22,17,21,"Eli Manning pass complete short left to Daniel Fells for 13 yards (tackle by Jeremy Mincey). Penalty on Orlando Scandrick: Unsportsmanlike Conduct, 15 yards",-0.960,2.260
3,5:23,1,10,,17,21,Eli Manning pass incomplete,2.260,1.710
3,5:14,2,10,,17,21,Eli Manning pass complete short middle to Andre Williams for 12 yards (tackle by Tyrone Crawford),1.710,3.050
3,4:37,1,10,DAL 38,17,21,"Penalty on Jack Crawford: Encroachment, 5 yards (no play)",3.050,3.780
3,4:20,1,5,DAL 33,17,21,Eli Manning pass incomplete short right intended for Larry Donnell,3.780,3.180
3,4:14,2,5,DAL 33,17,21,Andre Williams up the middle for 3 yards (tackle by Barry Church),3.180,2.870
3,3:39,3,2,DAL 30,17,21,Eli Manning pass complete short right to Odell Beckham for 12 yards (tackle by Barry Church),2.870,4.370
3,3:25,1,10,DAL 18,17,21,Eli Manning pass incomplete deep left intended for Odell Beckham,4.370,3.800
3,3:16,2,10,DAL 18,17,21,Eli Manning pass incomplete short middle intended for Preston Parker is intercepted by Barry Church at DAL-3 and returned for 45 yards,3.800,-2.130
3,3:03,1,10,DAL 48,17,21,DeMarco Murray left tackle for 3 yards (tackle by Johnathan Hankins and Mark Herzlich),2.130,1.990
3,2:27,2,7,NYG 49,17,21,DeMarco Murray left end for 18 yards (tackle by Stevie Brown),1.990,3.510
3,2:02,1,10,NYG 31,17,21,DeMarco Murray left end for no gain (tackle by Jason Pierre-Paul),3.510,2.970
3,1:19,2,10,NYG 31,23,21,"Tony Romo pass complete deep right to Dez Bryant for 31 yards, touchdown",2.970,7.000
3,1:19,,,NYG 2,24,21,Dan Bailey kicks extra point good,0.000,0.000
3,,,,DAL 35,,,"Dan Bailey kicks off 57 yards, returned by Preston Parker for 5 yards",,
3,1:05,1,10,NYG 13,24,21,Eli Manning pass complete short left to Rashad Jennings for 5 yards (tackle by Jack Crawford and Anthony Hitchens),-0.320,-0.140
3,0:26,2,5,NYG 18,24,21,Rashad Jennings up the middle for 7 yards (tackle by Jeff Heath and J.J. Wilcox),-0.140,0.610
Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 25,24,21,"Rashad Jennings for no gain. Rashad Jennings fumbles, recovered by Rashad Jennings at NYG-20. Penalty on Orlando Scandrick: Defensive Holding, 5 yards (no play)",0.610,0.940
4,14:36,1,10,NYG 30,24,21,"Penalty on Preston Parker: False Start, 5 yards (no play)",0.940,0.610
4,14:21,1,15,NYG 25,24,21,Eli Manning pass complete short left to Rueben Randle for 3 yards (tackle by Orlando Scandrick),0.610,0.120
4,13:40,2,12,NYG 28,24,21,Rashad Jennings up the middle for 1 yard (tackle by Anthony Spencer),0.120,-0.430
4,13:03,3,11,NYG 29,24,21,Eli Manning pass complete short middle to Odell Beckham for 9 yards (tackle by Orlando Scandrick),-0.430,-0.850
4,12:29,4,2,NYG 38,24,21,"Steve Weatherford punts 42 yards, returned by Dwayne Harris for 18 yards (tackle by Nat Berhe)",-0.850,-1.470
4,12:10,1,10,DAL 38,24,21,DeMarco Murray right tackle for 4 yards (tackle by Jameel McClain and Mark Herzlich),1.470,1.460
4,11:30,2,6,DAL 42,24,21,DeMarco Murray left end for 9 yards (tackle by Dominique Rodgers-Cromartie),1.460,2.320
4,10:53,1,10,NYG 49,24,21,DeMarco Murray right guard for 4 yards (tackle by Jameel McClain and Devon Kennard),2.320,2.320
4,10:12,2,6,NYG 45,24,21,DeMarco Murray left tackle for 3 yards (tackle by Zackary Bowman and Mike Patterson),2.320,2.020
4,9:29,3,3,NYG 42,24,21,Tony Romo pass incomplete short left intended for Terrance Williams (defended by Zackary Bowman),2.020,0.460
4,9:22,4,3,NYG 42,24,21,Chris Jones punts 35 yards,0.460,0.380
4,9:12,1,10,NYG 7,24,21,Rashad Jennings right guard for 2 yards (tackle by Nick Hayden and George Selvie),-0.380,-0.630
4,8:37,2,8,NYG 9,24,21,Eli Manning pass complete short middle to Rueben Randle for 12 yards (tackle by Orlando Scandrick),-0.630,0.340
4,8:06,1,10,NYG 21,24,21,Rashad Jennings left end for -4 yards (tackle by Demarcus Lawrence),0.340,-0.860
4,7:27,2,14,NYG 17,24,21,Eli Manning pass complete deep right to Preston Parker for 16 yards (tackle by Brandon Carr),-0.860,1.140
4,6:50,1,10,NYG 33,24,21,Rashad Jennings up the middle for 3 yards (tackle by Anthony Hitchens and Jeremy Mincey),1.140,1.000
4,6:09,2,7,NYG 36,24,21,Eli Manning pass incomplete short right intended for Rashad Jennings,1.000,0.300
4,6:01,3,7,NYG 36,24,21,Eli Manning pass complete short left to Larry Donnell for 16 yards (tackle by Orlando Scandrick),0.300,2.390
4,5:29,1,10,DAL 48,24,21,Rashad Jennings left end for 7 yards (tackle by J.J. Wilcox and Orlando Scandrick),2.390,2.790
4,5:12,2,3,DAL 41,24,21,Eli Manning pass complete short right to Rashad Jennings for 27 yards (tackle by Barry Church),2.790,4.650
4,4:59,1,10,DAL 14,24,21,Rashad Jennings left tackle for 5 yards (tackle by C.J. Spillman and J.J. Wilcox),4.650,4.900
4,4:23,2,5,DAL 9,24,21,Eli Manning pass complete short middle to Rashad Jennings for 8 yards (tackle by J.J. Wilcox and Rolando McClain),4.900,6.970
4,3:42,1,1,DAL 1,24,21,Rashad Jennings left guard for no gain (tackle by Bruce Carter),6.970,6.970
4,3:37,1,1,DAL 1,24,21,Timeout #1 by Dallas Cowboys,6.970,5.910
4,3:37,2,1,DAL 1,24,21,Henry Hynoski up the middle for no gain (tackle by Rolando McClain and Kyle Wilber),5.910,5.170
4,3:06,3,1,DAL 1,24,27,"Eli Manning pass complete short right to Adrien Robinson for 1 yard, touchdown",5.170,7.000
4,3:06,,,DAL 2,24,28,Josh Brown kicks extra point good,0.000,0.000
4,3:06,,,NYG 35,24,28,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
4,3:00,1,10,DAL 20,24,28,Tony Romo pass complete short left to Dez Bryant for 4 yards (tackle by Dominique Rodgers-Cromartie),0.280,0.270
4,2:35,2,6,DAL 24,24,28,Tony Romo pass complete short right to Jason Witten for 5 yards (tackle by Jayron Hosley),0.270,0.230
4,2:06,3,1,DAL 29,24,28,DeMarco Murray left guard for 9 yards (tackle by Stevie Brown),0.230,1.470
4,1:59,1,10,DAL 38,24,28,"Penalty on Mathias Kiwanuka: Neutral Zone Infraction, 5 yards (no play)",1.470,2.200
4,1:59,1,5,DAL 43,24,28,Tony Romo pass complete short middle to Cole Beasley for 21 yards (tackle by Stevie Brown),2.200,3.180
4,1:30,1,10,NYG 36,24,28,Tony Romo pass complete short middle to Jason Witten for 15 yards (tackle by Antrel Rolle). Penalty on Zackary Bowman: Defensive Holding (Declined),3.180,4.170
4,1:19,1,10,NYG 21,24,28,Tony Romo pass complete short left to Dez Bryant for 8 yards (tackle by Antrel Rolle and Quintin Demps),4.170,4.950
4,1:11,2,2,NYG 13,30,28,"Tony Romo pass complete short left to Dez Bryant for 13 yards, touchdown",4.950,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,1:11,,,NYG 2,31,28,Dan Bailey kicks extra point good,0.000,0.000
4,1:11,,,DAL 35,31,28,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
4,1:01,1,10,NYG 20,31,28,Eli Manning pass incomplete short middle intended for Rashad Jennings,0.280,-0.270
4,0:56,2,10,NYG 20,31,28,Eli Manning pass complete short right to Larry Donnell for 8 yards (tackle by Bruce Carter),-0.270,-0.270
4,0:50,2,10,NYG 20,31,28,Timeout #1 by New York Giants,-0.270,0.100
4,0:50,3,2,NYG 28,31,28,Eli Manning pass incomplete short middle intended for Larry Donnell,0.100,-1.500
4,0:46,4,2,NYG 28,31,28,Eli Manning pass complete short middle to Rashad Jennings for 1 yard (tackle by Rolando McClain),-1.500,-3.640
,,,,,,,"Replay Assistant challenged the first down ruling, and the original play was overturned.",,
4,0:40,1,10,NYG 29,31,28,Tony Romo kneels for -2 yards,3.640,2.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
