Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
2,0:43,2,10,ARI 32,17,0,"Malcolm Brown up the middle for 2 yards (tackle by Cassius Marsh). Penalty on David Edwards: Offensive Holding, 10 yards",2.900,1.820
2,0:37,2,18,ARI 40,17,0,Jared Goff pass complete deep middle to Robert Woods for 18 yards (tackle by Jalen Thompson),1.820,4.110
2,0:19,1,10,ARI 22,17,0,Jared Goff pass complete short left to Cooper Kupp for 7 yards (tackle by Byron Murphy),4.110,4.650
2,0:04,2,3,ARI 15,17,0,Jared Goff spiked the ball,4.650,3.930
2,0:04,3,3,ARI 15,20,0,Greg Zuerlein 33 yard field goal good,3.930,3.000
Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,20,0,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ARI 25,20,0,Kyler Murray pass complete short middle to Larry Fitzgerald for 13 yards (tackle by Cory Littleton),0.610,1.470
3,14:23,1,10,ARI 38,20,0,Kyler Murray sacked by Sebastian Joseph for -7 yards,1.470,-0.020
3,13:38,,,,,,Timeout #1 by Arizona Cardinals,,
3,13:38,2,17,ARI 31,20,0,"Kyler Murray pass deep middle is intercepted by Taylor Rapp at LA-47 and returned for 11 yards. Penalty on Nickell Robey-Coleman: Defensive Pass Interference, 16 yards (no play)",-0.020,2.060
3,13:31,1,10,ARI 47,20,0,Kenyan Drake up the middle for 2 yards (tackle by Greg Gaines),2.060,1.790
3,12:57,2,8,ARI 49,20,0,Kyler Murray sacked by Clay Matthews for no gain,1.790,1.090
3,12:17,3,8,ARI 49,20,0,Kyler Murray pass incomplete short left intended for Christian Kirk,1.090,-0.130
3,12:12,4,8,ARI 49,20,0,Andy Lee punts 43 yards downed by Trent Sherfield,-0.130,0.380
3,12:01,1,10,LAR 8,20,0,Todd Gurley up the middle for 5 yards (tackle by Chandler Jones),-0.380,-0.410
3,11:32,2,5,LAR 13,20,0,Jared Goff pass complete short right to Brandin Cooks for -4 yards (tackle by Tramaine Brock),-0.410,-1.300
3,10:53,3,9,LAR 9,20,0,Jared Goff pass complete short left to Robert Woods for 48 yards (tackle by Jalen Thompson),-1.300,2.720
3,10:19,1,10,ARI 43,20,0,"Jared Goff pass incomplete deep left. Penalty on Jared Goff: Intentional Grounding, 10 yards",2.720,0.830
3,10:13,2,20,LAR 47,20,0,Malcolm Brown up the middle for 12 yards (tackle by Deionte Thompson and Patrick Peterson),0.830,1.750
3,9:33,3,8,ARI 41,20,0,Jared Goff pass complete short left to Brandin Cooks for 28 yards (tackle by Deionte Thompson),1.750,4.710
3,9:16,1,10,ARI 13,20,0,Malcolm Brown up the middle for 3 yards (tackle by Budda Baker),4.710,4.580
3,8:55,2,7,ARI 10,20,0,Jared Goff pass incomplete short left intended for Robert Woods (defended by Byron Murphy),4.580,3.650
3,8:49,,,,,,Timeout #1 by Los Angeles Rams,,
3,8:49,3,7,ARI 10,26,0,"Jared Goff pass complete short right to Cooper Kupp for 10 yards, touchdown",3.650,7.000
3,8:44,,,ARI 15,27,0,Greg Zuerlein kicks extra point good,0.000,0.000
3,8:44,,,LAR 35,27,0,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,8:44,1,10,ARI 25,27,0,Kyler Murray pass incomplete short left intended for Kenyan Drake,0.610,0.060
3,8:39,2,10,ARI 25,33,0,"Kyler Murray pass short right intended for Larry Fitzgerald is intercepted by Taylor Rapp at ARI-31 and returned for 31 yards, touchdown",0.060,-7.000
3,8:28,,,ARI 15,34,0,Greg Zuerlein kicks extra point good,0.000,0.000
3,8:28,,,LAR 35,34,0,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,8:28,1,10,ARI 25,34,0,Kyler Murray pass incomplete short left intended for Andy Isabella (defended by David Long),0.610,0.060
3,8:25,2,10,ARI 25,34,0,David Johnson up the middle for 3 yards (tackle by Michael Brockers),0.060,-0.230
3,7:52,3,7,ARI 28,34,0,"Kyler Murray pass short middle is intercepted by Jalen Ramsey at ARI-36 and returned for no gain. Penalty on Ogbonnia Okoronkwo: Roughing the Passer, 15 yards (no play)",-0.230,1.800
3,7:44,1,10,ARI 43,34,0,Kyler Murray pass incomplete short right intended for Christian Kirk (defended by Dante Fowler),1.800,1.250
3,7:40,2,10,ARI 43,34,0,Kenyan Drake up the middle for 3 yards (tackle by Cory Littleton and Samson Ebukam),1.250,0.960
3,7:02,3,7,ARI 46,34,0,Kyler Murray pass complete short left to David Johnson for 5 yards (tackle by Cory Littleton),0.960,0.000
3,6:42,4,2,LAR 49,34,0,Kyler Murray sacked by and Michael Brockers for -2 yards and Aaron Donald for -2 yards,0.000,-2.320
3,6:35,1,10,ARI 49,34,0,Todd Gurley up the middle for -3 yards (tackle by Budda Baker),2.320,1.380
3,5:56,2,13,LAR 48,34,0,Jared Goff pass complete short left to Robert Woods for -10 yards (tackle by Cassius Marsh),1.380,-0.630
3,5:20,3,23,LAR 38,34,0,Todd Gurley up the middle for 10 yards (tackle by Budda Baker),-0.630,-0.190
3,4:34,4,13,LAR 48,34,0,Johnny Hekker punts 41 yards downed by Mike Thomas,-0.190,0.370
3,4:22,1,10,ARI 11,34,0,Kyler Murray pass incomplete short left intended for Damiere Byrd,-0.370,-0.780
3,4:19,2,10,ARI 11,34,0,David Johnson up the middle for 1 yard (tackle by Morgan Fox),-0.780,-1.300
3,3:39,3,9,ARI 12,34,0,Kyler Murray pass incomplete short left,-1.300,-2.490
3,3:32,4,9,ARI 12,34,0,"Andy Lee punts 48 yards, fair catch by Jojo Natson at LA-40",-2.490,-1.600
3,3:24,1,10,LAR 40,34,0,Todd Gurley up the middle for 5 yards (tackle by Chandler Jones and Tramaine Brock),1.600,1.730
3,2:50,2,5,LAR 45,34,0,Jared Goff pass incomplete short right,1.730,1.030
3,2:47,,,,,,Timeout #2 by Los Angeles Rams,,
3,2:47,3,5,LAR 45,34,0,Jared Goff pass complete short left to Robert Woods for 15 yards (tackle by Patrick Peterson),1.030,2.920
3,2:11,1,10,ARI 40,34,0,Todd Gurley up the middle for 5 yards (tackle by Jordan Hicks and Joe Walker),2.920,3.050
3,1:31,2,5,ARI 35,34,0,Jared Goff pass incomplete short left intended for Robert Woods,3.050,2.340
3,1:25,3,5,ARI 35,34,0,Jared Goff pass complete short left to Robert Woods for 7 yards (tackle by Joe Walker),2.340,3.710
3,0:43,1,10,ARI 28,34,0,"Todd Gurley right tackle for 28 yards. Penalty on David Edwards: Offensive Holding, 10 yards (no play)",3.710,3.050
3,0:34,1,20,ARI 38,34,0,Todd Gurley right end for 5 yards (tackle by Cassius Marsh and Budda Baker),3.050,2.490
Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,ARI 33,34,0,Todd Gurley up the middle for 7 yards (tackle by Cassius Marsh),2.490,2.740
4,14:18,3,8,ARI 26,34,0,Jared Goff pass complete short middle to Josh Reynolds for 7 yards (tackle by Budda Baker and Byron Murphy),2.740,2.340
4,13:58,4,1,ARI 19,34,0,Todd Gurley left tackle for -1 yards (tackle by Joe Walker),2.340,-0.280
4,13:50,1,10,ARI 20,34,0,Kyler Murray pass complete short left to Pharoh Cooper for 5 yards (tackle by Nickell Robey-Coleman),0.280,0.410
4,13:26,2,5,ARI 25,34,0,Kyler Murray pass incomplete short left intended for Kenyan Drake,0.410,-0.300
4,13:21,3,5,ARI 25,34,0,Kyler Murray pass complete short right to Larry Fitzgerald for 3 yards (tackle by Travin Howard),-0.300,-1.500
4,12:40,4,2,ARI 28,34,0,Kyler Murray pass complete short right to Larry Fitzgerald for 6 yards (tackle by Nick Scott),-1.500,1.200
4,12:10,1,10,ARI 34,34,0,Kyler Murray pass complete short middle to Pharoh Cooper for 6 yards (tackle by Travin Howard),1.200,1.470
4,11:49,2,4,ARI 40,34,0,Kyler Murray pass complete short right to Christian Kirk for 10 yards (tackle by David Long),1.470,2.260
4,11:21,1,10,ARI 50,34,0,Kyler Murray pass complete short left to Pharoh Cooper for 6 yards (tackle by Troy Reeder),2.260,2.520
4,11:03,2,4,LAR 44,34,0,Kyler Murray pass complete short right to Christian Kirk for 9 yards (tackle by David Long),2.520,3.250
4,10:26,1,10,LAR 35,34,0,Kenyan Drake left end for 2 yards (tackle by Sebastian Joseph),3.250,2.970
4,9:55,2,8,LAR 33,34,0,Kyler Murray right end for 5 yards (tackle by Ogbonnia Okoronkwo),2.970,2.940
4,9:15,3,3,LAR 28,34,0,Kyler Murray pass complete short left to David Johnson for 4 yards (tackle by Troy Reeder and Nick Scott),2.940,3.970
4,8:53,1,10,LAR 24,34,0,David Johnson left end for 9 yards (tackle by Troy Reeder). Penalty on Aaron Donald: Defensive Offside (Declined) Penalty on LAR: Defensive Too Many Men on Field (Declined),3.970,4.850
4,8:43,2,1,LAR 15,34,6,"Kyler Murray left end for 15 yards, touchdown",4.850,7.000
4,8:35,,,LAR 15,34,7,Zane Gonzalez kicks extra point good,0.000,0.000
4,8:35,,,ARI 35,34,7,"Zane Gonzalez kicks off 72 yards, returned by Jojo Natson for 14 yards (tackle by Pharoh Cooper)",0.000,-0.380
4,8:28,1,10,LAR 7,34,7,Darrell Henderson up the middle for 13 yards (tackle by Deionte Thompson),-0.380,0.280
4,7:44,1,10,LAR 20,34,7,Blake Bortles pass incomplete short right,0.280,-0.270
4,7:39,2,10,LAR 20,34,7,Darrell Henderson right tackle for 2 yards (tackle by Zach Kerr),-0.270,-0.690
4,6:54,3,8,LAR 22,34,7,Blake Bortles pass complete short left to Josh Reynolds for 3 yards (tackle by Byron Murphy and Corey Peters),-0.690,-1.700
4,6:40,,,,,,Timeout #2 by Arizona Cardinals,,
4,6:40,4,5,LAR 25,34,7,Johnny Hekker punts 39 yards out of bounds,-1.700,-1.330
4,6:32,1,10,ARI 36,34,7,Kyler Murray pass complete short right to Pharoh Cooper for 9 yards (tackle by Travin Howard),1.330,2.010
4,6:16,2,1,ARI 45,34,7,Kyler Murray pass incomplete short left intended for Pharoh Cooper,2.010,1.290
4,6:08,3,1,ARI 45,34,7,Kenyan Drake up the middle for no gain (tackle by Greg Gaines),1.290,-0.390
4,5:38,4,1,ARI 45,34,7,Kenyan Drake left tackle for 2 yards (tackle by Sebastian Joseph),-0.390,2.060
4,5:15,1,10,ARI 47,34,7,Kyler Murray pass complete short left to Larry Fitzgerald for 4 yards (tackle by Donte Deayon and Ogbonnia Okoronkwo),2.060,2.060
4,4:40,2,6,LAR 49,34,7,Kyler Murray pass complete short right to Christian Kirk for 4 yards (tackle by Marqui Christian),2.060,1.880
4,4:10,3,2,LAR 45,34,7,Kyler Murray pass complete short middle to Larry Fitzgerald for 12 yards (tackle by Marqui Christian),1.880,3.380
4,3:43,1,10,LAR 33,34,7,Kyler Murray pass incomplete deep middle intended for Christian Kirk,3.380,2.840
4,3:35,2,10,LAR 33,34,7,Kenyan Drake up the middle for 2 yards (tackle by Morgan Fox and Samson Ebukam),2.840,2.410
4,2:59,3,8,LAR 31,34,7,Kyler Murray up the middle for 3 yards (tackle by Samson Ebukam),2.410,1.630
4,2:13,,,,,,Timeout #3 by Los Angeles Rams,,
4,2:13,4,5,LAR 28,34,7,Kyler Murray pass incomplete short right intended for Christian Kirk,1.630,-0.810
4,2:07,1,10,LAR 28,34,7,Darrell Henderson up the middle for 1 yard (tackle by Zach Kerr),0.810,0.400
4,2:00,2,9,LAR 29,34,7,Darrell Henderson up the middle for 1 yard (tackle by Zach Kerr),0.400,-0.160
4,1:15,3,8,LAR 30,34,7,Blake Bortles right end for -10 yards (tackle by Patrick Peterson),-0.160,-2.030
4,0:30,4,18,LAR 20,34,7,"Johnny Hekker punts 41 yards downed by Mike Thomas. Penalty on Mike Thomas: Illegal Touch Kick, 5 yards",-2.030,-1.860
4,0:20,1,10,ARI 44,34,7,Kenyan Drake up the middle for 1 yard (tackle by Samson Ebukam),1.860,1.450
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
