Quarter,Time,Down,ToGo,Location,LAC,WAS,Detail,EPB,EPA
2,0:45,1,10,WAS 25,13,6,J.D. McKissic left guard for 8 yards (tackle by Derwin James),,
2,0:20,2,2,WAS 33,13,6,"Taylor Heinicke pass incomplete deep left intended for Terry McLaurin. Penalty on Joey Bosa: Roughing the Passer, 15 yards (accepted) (no play)",,
2,0:20,1,10,WAS 48,13,6,Taylor Heinicke pass complete to Logan Thomas for 12 yards (tackle by Michael Davis),,
2,0:14,1,10,LAC 40,13,6,Taylor Heinicke pass complete to Logan Thomas for 7 yards (tackle by Alohi Gilman),,
2,0:11,2,3,LAC 33,13,6,Taylor Heinicke scrambles for 3 yards (tackle by Derwin James),,
2,0:05,,,,,,Timeout #2 by Los Angeles Chargers,,
2,0:05,1,10,LAC 30,13,9,Dustin Hopkins 48 yard field goal good,,
Quarter,Time,Down,ToGo,Location,LAC,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,13,9,"Tristan Vizcaino kicks off 64 yards, returned by DeAndre Carter for 18 yards (tackle by Justin Jackson)",,
3,14:55,1,10,WAS 19,13,9,Taylor Heinicke scrambles for 5 yards (tackle by Derwin James),,
3,14:28,2,5,WAS 24,13,9,Taylor Heinicke pass complete to Antonio Gibson for 11 yards (tackle by Derwin James),,
3,13:47,1,10,WAS 35,13,9,Antonio Gibson for 6 yards (tackle by Kenneth Murray),,
3,13:24,2,4,LAC 41,13,9,Taylor Heinicke pass complete to Terry McLaurin for 9 yards (tackle by Kenneth Murray),,
3,12:45,1,10,LAC 50,13,9,Taylor Heinicke pass complete to Terry McLaurin for 2 yards (tackle by Derwin James),,
3,12:11,2,8,LAC 48,13,9,Antonio Gibson left end for 2 yards. Antonio Gibson fumbles (forced by Kyzir White). Antonio Gibson fumbles out of bounds,,
3,11:41,3,6,LAC 45,13,9,"Taylor Heinicke pass complete to Terry McLaurin for 34 yards. Penalty on Michael Davis: Illegal Contact, 5 yards (declined)",,
3,11:29,1,10,LAC 11,13,15,"Taylor Heinicke pass complete to Logan Thomas for 11 yards, touchdown",,
3,11:20,,,LAC 15,13,16,Dustin Hopkins kicks extra point good,,
3,11:20,,,WAS 35,13,16,"Dustin Hopkins kicks off 65 yards, touchback.",,
3,11:20,1,10,LAC 25,13,16,Austin Ekeler for no gain (tackle by Montez Sweat),,
3,10:42,2,10,LAC 25,13,16,Justin Herbert pass complete to Keenan Allen for 7 yards (tackle by Benjamin St-Juste),,
3,10:17,3,3,LAC 32,13,16,Justin Herbert pass complete to Jared Cook for 11 yards (tackle by Cole Holcomb),,
3,9:44,1,10,LAC 43,13,16,Justin Herbert pass incomplete intended for Keenan Allen,,
3,9:38,2,10,LAC 43,13,16,Justin Herbert pass incomplete short right intended for Mike Williams (defended by William Jackson),,
3,9:32,3,10,LAC 43,13,16,Justin Herbert pass complete to Jared Cook for 23 yards (tackle by Benjamin St-Juste),,
3,8:45,1,10,WAS 34,13,16,Austin Ekeler for 14 yards (tackle by William Jackson and Bobby McCain),,
3,8:04,1,10,WAS 20,13,16,Justin Herbert pass incomplete intended for Mike Williams,,
3,7:56,2,10,WAS 20,13,16,Justin Jackson for 5 yards (tackle by Cole Holcomb and Tim Settle),,
3,7:19,3,5,WAS 15,13,16,Justin Herbert pass complete to Keenan Allen for 6 yards (tackle by Benjamin St-Juste),,
3,6:37,1,9,WAS 9,13,16,Austin Ekeler for 2 yards (tackle by Jonathan Allen and Landon Collins),,
3,6:00,2,7,WAS 7,13,16,"Justin Herbert sacked by Montez Sweat for no gain. Justin Herbert fumbles, ball out of bounds at WAS-7 (forced by Montez Sweat) Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,5:55,1,10,WAS 20,13,16,Antonio Gibson for 6 yards (tackle by Kenneth Murray),,
3,5:25,2,3,WAS 27,13,16,Taylor Heinicke pass complete to Cam Sims for 17 yards (tackle by Asante Samuel),,
3,4:48,1,10,WAS 43,13,16,Antonio Gibson for 6 yards (tackle by Kenneth Murray),,
3,4:11,2,4,WAS 49,13,16,Antonio Gibson for 6 yards (tackle by Kenneth Murray and Alohi Gilman),,
3,3:32,1,10,LAC 45,13,16,Taylor Heinicke pass incomplete,,
3,3:26,2,10,LAC 45,13,16,Antonio Gibson for 6 yards (tackle by Kenneth Murray and Christian Covington),,
3,3:01,3,4,LAC 39,13,16,Antonio Gibson for 3 yards (tackle by Christian Covington),,
3,2:38,4,1,LAC 36,13,16,Antonio Gibson for 5 yards (tackle by Christian Covington),,
3,2:01,1,10,LAC 32,13,16,"Jaret Patterson for no gain. Penalty on Brandon Scherff: Offensive Holding, 10 yards (accepted) (no play)",,
3,1:37,1,20,LAC 42,13,16,Taylor Heinicke pass complete to Terry McLaurin for 17 yards (tackle by Michael Davis),,
3,0:56,2,2,LAC 24,13,16,"Antonio Gibson for no gain. Penalty on Antonio Gibson: Face Mask (15 Yards), 15 yards (offset) . Penalty on Derwin James: Horse Collar Tackle, 15 yards (offset) (no play)",,
3,0:33,2,2,LAC 24,13,16,Antonio Gibson for -2 yards (tackle by Christian Covington and Kyzir White),,
Quarter,Time,Down,ToGo,Location,LAC,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,LAC 26,13,16,"Penalty on Brandon Scherff: False Start, 5 yards (accepted) (no play)",,
4,15:00,3,10,LAC 31,13,16,Taylor Heinicke pass complete to Dyami Brown for -2 yards (tackle by Asante Samuel),,
4,14:16,4,12,LAC 33,13,16,Dustin Hopkins 51 yard field goal no good,,
4,14:15,1,10,LAC 41,13,16,Justin Herbert pass complete to Jared Cook for 19 yards (tackle by Bobby McCain and Cole Holcomb),,
4,13:36,1,10,WAS 40,13,16,Larry Rountree for 3 yards (tackle by Matthew Ioannidis),,
4,13:03,2,7,WAS 37,13,16,Justin Herbert pass incomplete intended for Mike Williams,,
4,12:58,3,7,WAS 37,13,16,Justin Herbert pass complete to Keenan Allen for 17 yards. Keenan Allen fumbles,,
4,12:23,1,10,WAS 20,13,16,Justin Herbert pass intended for Stephen Anderson is intercepted by William Jackson at WAS-4 and returned for no gain (tackle by Stephen Anderson),,
4,12:16,1,10,WAS 4,13,16,"Antonio Gibson for -1 yards. Antonio Gibson fumbles (forced by Kyzir White) (tackle by Asante Samuel), recovered by Kyler Fackrell at WAS-3 (tackle by Kyzir White) (tackle by Asante Samuel) (tackle by Asante Samuel) (tackle by Kyzir White)",,
4,12:06,1,4,WAS 4,13,16,Austin Ekeler for no gain (tackle by Daron Payne and Chase Young),,
4,11:29,2,3,WAS 3,13,16,Justin Herbert pass incomplete intended for Donald Parham,,
4,11:25,3,3,WAS 3,19,16,"Justin Herbert pass complete to Mike Williams for 3 yards, touchdown",,
4,11:21,,,WAS 15,20,16,Tristan Vizcaino kicks extra point good,,
4,11:21,,,LAC 35,20,16,"Tristan Vizcaino kicks off 65 yards, touchback.",,
4,11:21,1,10,WAS 25,20,16,Taylor Heinicke pass incomplete intended for Antonio Gibson,,
4,11:16,2,10,WAS 25,20,16,Antonio Gibson for 6 yards (tackle by Derwin James),,
4,10:42,3,4,WAS 31,20,16,"Taylor Heinicke pass incomplete intended for Adam Humphries. Penalty on Joey Bosa: Roughing the Passer, 15 yards (accepted) (no play)",,
4,10:36,1,10,WAS 46,20,16,Jaret Patterson for 4 yards (tackle by Christian Covington),,
4,10:16,2,6,WAS 50,20,16,Jaret Patterson for 5 yards (tackle by Linval Joseph and Kenneth Murray),,
4,9:45,3,1,LAC 45,20,16,Antonio Gibson for 2 yards (tackle by Michael Davis and Eric Banks),,
4,9:05,1,10,LAC 43,20,16,Antonio Gibson for 5 yards (tackle by Linval Joseph and Kenneth Murray),,
4,8:44,2,5,LAC 38,20,16,"Taylor Heinicke pass complete to Dyami Brown for no gain (tackle by Derwin James). Penalty on Adam Humphries: Low Block, 15 yards (accepted) (no play)",,
4,8:25,2,20,WAS 47,20,16,Taylor Heinicke pass complete to Adam Humphries for 4 yards (tackle by Derwin James),,
4,7:57,3,16,LAC 49,20,16,Taylor Heinicke scrambles for 9 yards (tackle by Nasir Adderley),,
4,6:50,4,7,LAC 40,20,16,"Penalty on Troy Apke: False Start, 5 yards (accepted) (no play)",,
4,6:01,4,12,LAC 45,20,16,"Tress Way punts 37 yards, fair catch by K.J. Hill at LAC-8. Penalty on Camaron Cheeseman: Offensive Holding, 10 yards (accepted)",,
4,6:43,1,10,LAC 18,20,16,Austin Ekeler for 4 yards (tackle by Jonathan Bostic),,
4,5:58,2,6,LAC 22,20,16,"Justin Herbert pass complete to Keenan Allen for no gain. Penalty on Oday Aboushi: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",,
4,5:33,2,16,LAC 12,20,16,Justin Herbert pass incomplete,,
4,5:29,3,16,LAC 12,20,16,Justin Herbert pass complete to Keenan Allen for 17 yards (tackle by Bobby McCain),,
4,4:53,1,10,LAC 29,20,16,Justin Herbert pass incomplete intended for Keenan Allen (defended by Chase Young),,
4,4:49,2,10,LAC 29,20,16,Justin Herbert pass complete to K.J. Hill for 7 yards (tackle by Jonathan Bostic),,
4,4:19,3,3,LAC 36,20,16,Justin Herbert pass complete to K.J. Hill for 19 yards (tackle by Torry McTyer),,
4,3:36,1,10,WAS 45,20,16,Larry Rountree for 1 yard (tackle by Bobby McCain),,
4,2:54,2,9,WAS 44,20,16,Austin Ekeler for 2 yards (tackle by Montez Sweat and Daron Payne),,
4,2:18,3,7,WAS 42,20,16,Justin Herbert pass complete to Mike Williams for 20 yards (tackle by Benjamin St-Juste),,
4,2:00,1,10,WAS 22,20,16,Austin Ekeler for 9 yards (tackle by Cole Holcomb and Bobby McCain),,
4,1:54,,,,,,Timeout #1 by Washington Football Team,,
4,1:54,2,1,WAS 13,20,16,Austin Ekeler for -3 yards (tackle by Chase Young),,
4,1:50,,,,,,Timeout #2 by Washington Football Team,,
4,1:50,3,4,WAS 16,20,16,Justin Herbert pass complete to Keenan Allen for 9 yards (tackle by Bobby McCain),,
4,1:44,,,,,,Timeout #3 by Washington Football Team,,
4,1:44,1,7,WAS 7,20,16,Justin Herbert kneels for -1 yards,,
4,1:04,2,8,WAS 8,20,16,Justin Herbert kneels for -1 yards,,
4,0:36,3,9,WAS 9,20,16,Justin Herbert kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
