Quarter,Time,Down,ToGo,Location,GNB,STL,Detail,EPB,EPA
2,8:45,2,7,GNB 16,10,14,Ahman Green right tackle for no gain (tackle by DeJuan Groce),-0.440,-1.060
2,8:07,3,7,GNB 16,10,14,Ahman Green up the middle for 8 yards (tackle by James Whitley),-1.060,0.540
2,7:30,1,10,GNB 24,10,14,Brett Favre pass complete to William Henderson for 14 yards (tackle by Tommy Polley),0.540,1.470
2,6:51,1,10,GNB 38,10,14,Brett Favre pass complete to David Martin for 13 yards (tackle by Jerametrius Butler),1.470,2.320
2,6:25,1,10,STL 49,10,14,Najeh Davenport left end for -1 yards (tackle by Tommy Polley),2.320,1.650
2,6:06,2,11,STL 50,10,14,Brett Favre pass complete to Bubba Franks for 6 yards (tackle by Grant Wistrom),1.650,1.750
2,5:28,3,5,STL 44,10,14,Brett Favre pass incomplete intended for Ahman Green,1.750,0.330
2,5:21,4,5,STL 44,10,14,"Josh Bidwell punts 33 yards, fair catch by DeJuan Groce. Penalty on STL: Defensive 12 On-field, 4 yards (no play)",0.330,0.590
2,5:17,4,1,STL 40,10,14,Ahman Green right tackle for 2 yards (tackle by Jamie Duncan),0.590,3.050
2,4:42,1,10,STL 38,10,14,Donald Driver right end for 7 yards (tackle by Rich Coady),3.050,3.450
2,4:14,2,3,STL 31,10,14,"Ahman Green left tackle for no gain (tackle by Pisa Tinoisamoa). Ahman Green fumbles (forced by Pisa Tinoisamoa), recovered by Jerametrius Butler at STL-29 (tackle by Chad Clifton)",3.450,-0.870
2,4:06,1,10,STL 29,10,14,Arlen Harris up the middle for 9 yards (tackle by Na'il Diggs),0.870,1.540
2,3:38,2,1,STL 38,10,14,Brandon Manumaleuna up the middle for no gain (tackle by Kabeer Gbaja-Biamila),1.540,0.830
2,2:55,,,,10,14,Timeout #1 by Green Bay Packers,0.000,0.830
2,2:55,3,1,STL 38,10,14,Arlen Harris left guard for 2 yards (tackle by Antuan Edwards and Paris Lenon),0.830,1.600
2,2:16,1,10,STL 40,10,14,Arlen Harris left tackle for no gain (tackle by Rod Walker and Cletidus Hunt),1.600,1.050
2,2:00,2,10,STL 40,10,14,Marc Bulger pass complete to Isaac Bruce for 13 yards (tackle by Antuan Edwards),1.050,2.460
2,1:34,1,10,GNB 47,10,14,"Marc Bulger pass incomplete intended for Torry Holt. Penalty on Michael Hawthorne: Defensive Holding, 5 yards (no play)",2.460,2.790
2,1:29,1,10,GNB 42,10,14,Marc Bulger pass complete to Isaac Bruce for 19 yards (tackle by Mike McKenzie),2.790,4.040
2,1:23,,,,10,14,Timeout #2 by St. Louis Rams,0.000,4.040
2,1:23,1,10,GNB 23,10,14,Marc Bulger pass complete to Isaac Bruce for 9 yards (tackle by Michael Hawthorne),4.040,4.950
2,1:17,2,1,GNB 14,10,14,Marc Bulger pass incomplete intended for Torry Holt,4.950,4.280
2,1:09,3,1,GNB 14,10,14,"Arlen Harris right guard for 3 yards (tackle by Chukie Nwokorie). Penalty on Kabeer Gbaja-Biamila: Defensive Offside, 5 yards (no play)",4.280,5.140
2,1:06,1,9,GNB 9,10,14,Marc Bulger pass incomplete intended for Isaac Bruce,5.140,4.380
2,1:01,2,9,GNB 9,10,20,"Marc Bulger pass complete to Torry Holt for 9 yards, touchdown",4.380,7.000
2,,,,GNB 2,10,21,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,10,21,"Jeff Wilkins kicks off 73 yards, touchback",0.000,0.280
2,0:57,1,10,GNB 20,10,21,Brett Favre pass complete to Ahman Green for 10 yards (tackle by Pisa Tinoisamoa),0.280,0.940
2,0:34,1,10,GNB 30,10,21,"Penalty on Marco Rivera: False Start, 5 yards (no play)",0.940,0.610
2,0:31,,,,10,21,Timeout #2 by Green Bay Packers,0.000,0.610
2,0:31,1,15,GNB 25,10,21,Najeh Davenport right tackle for -3 yards (tackle by Leonard Little),0.610,-0.690
Quarter,Time,Down,ToGo,Location,GNB,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,10,21,"Jeff Wilkins kicks off 65 yards, returned by Antonio Chatman for 24 yards (tackle by Fred Weary)",0.000,0.870
3,14:54,1,10,GNB 29,10,21,Brett Favre pass complete to David Martin for 14 yards (tackle by DeJuan Groce),0.870,1.800
3,14:33,1,10,GNB 43,10,21,Ahman Green left guard for 1 yard (tackle by Leonard Little),1.800,1.390
3,13:59,2,9,GNB 44,10,21,Brett Favre pass complete to Donald Driver for 15 yards (tackle by Jerametrius Butler),1.390,2.850
3,13:23,1,10,STL 41,10,21,Brett Favre pass complete to Robert Ferguson for 25 yards (tackle by James Whitley),2.850,4.510
3,12:46,1,10,STL 16,10,21,Ahman Green right guard for no gain (tackle by Pisa Tinoisamoa),4.510,3.900
3,12:06,2,10,STL 16,10,21,"Brett Favre pass incomplete intended for Donald Driver. Penalty on Jerametrius Butler: Defensive Pass Interference, 15 yards (no play)",3.900,6.970
3,12:00,1,1,STL 1,16,21,"Brett Favre pass complete to William Henderson for 1 yard, touchdown",6.970,7.000
3,,,,STL 2,17,21,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,GNB 30,17,21,"Ryan Longwell kicks off 63 yards, returned by Joffrey Reynolds for 13 yards (tackle by William Henderson)",0.000,0.280
3,11:50,1,10,STL 20,17,21,Marc Bulger pass complete to Isaac Bruce for 16 yards (tackle by Al Harris),0.280,1.330
3,11:17,1,10,STL 36,17,21,Marc Bulger pass complete to Dane Looker for 11 yards (tackle by Nick Barnett),1.330,2.060
3,10:35,1,10,STL 47,17,21,Marc Bulger pass complete to Torry Holt for 8 yards (tackle by Darren Sharper). Penalty on Kabeer Gbaja-Biamila: Defensive Offside (Declined),2.060,2.600
3,9:57,2,2,GNB 45,17,21,Marc Bulger pass incomplete intended for Arlen Harris,2.600,1.880
3,9:51,3,2,GNB 45,17,21,Marc Bulger pass incomplete intended for Dane Looker,1.880,0.270
3,9:44,4,2,GNB 45,17,21,"Sean Landeta punts 45 yards, touchback",0.270,-0.280
3,9:34,1,10,GNB 20,17,21,Ahman Green left guard for 1 yard (tackle by Leonard Little),0.280,-0.130
3,9:04,2,9,GNB 21,17,21,Ahman Green up the middle for 3 yards (tackle by Jamie Duncan),-0.130,-0.430
3,8:27,3,6,GNB 24,17,21,Brett Favre pass complete to Antonio Freeman for 8 yards (tackle by Aeneas Williams),-0.430,1.070
3,7:54,1,10,GNB 32,17,21,Ahman Green right guard for 2 yards (tackle by Brian Young and Pisa Tinoisamoa),1.070,0.800
3,7:17,2,8,GNB 34,17,21,Brett Favre pass incomplete intended for Donald Driver (defended by Aeneas Williams),0.800,0.100
3,7:11,3,8,GNB 34,17,21,Brett Favre pass incomplete intended for Wesley Walls (defended by Aeneas Williams),0.100,-1.110
3,7:07,4,8,GNB 34,17,21,"Josh Bidwell punts 51 yards, returned by DeJuan Groce for 14 yards (tackle by Paris Lenon)",-1.110,-0.870
3,6:55,1,10,STL 29,17,21,"Arlen Harris left guard for 18 yards (tackle by Darren Sharper). Arlen Harris fumbles (forced by Darren Sharper), recovered by Arlen Harris at STL-47",0.870,2.060
3,6:03,1,10,STL 47,17,21,Marc Bulger pass complete to Isaac Bruce for 26 yards (tackle by Mike McKenzie),2.060,3.780
3,5:13,1,10,GNB 27,17,21,Marc Bulger pass incomplete intended for Isaac Bruce,3.780,3.230
3,5:08,2,10,GNB 27,17,21,Arlen Harris left tackle for 7 yards (tackle by Al Harris),3.230,3.470
3,4:23,3,3,GNB 20,17,27,"Marc Bulger pass complete to Dane Looker for 20 yards, touchdown",3.470,7.000
3,,,,GNB 2,17,28,Jeff Wilkins kicks extra point good,0.000,0.000
3,,,,STL 30,17,28,"Jeff Wilkins kicks off 68 yards, returned by Antonio Chatman for 13 yards (tackle by Bryce Fisher)",0.000,-0.220
3,4:04,1,10,GNB 15,17,28,Brett Favre pass complete to Ahman Green for 10 yards (tackle by Jamie Duncan),-0.220,0.610
3,3:27,1,10,GNB 25,17,28,Ahman Green right tackle for 4 yards (tackle by Robert W. Thomas),0.610,0.600
3,2:52,2,6,GNB 29,17,28,Brett Favre pass incomplete intended for William Henderson,0.600,-0.100
3,2:47,3,6,GNB 29,17,28,"Penalty on Mark Tauscher: False Start, 5 yards (no play)",-0.100,-0.760
3,2:47,3,11,GNB 24,17,28,Brett Favre pass complete to Najeh Davenport for 10 yards (tackle by Robert W. Thomas),-0.760,-1.110
3,2:14,4,1,GNB 34,17,28,"Penalty on Joffrey Reynolds: Neutral Zone Infraction, 5 yards (no play)",-1.110,1.530
3,2:03,1,10,GNB 39,17,28,Najeh Davenport right tackle for 5 yards (tackle by Pisa Tinoisamoa),1.530,1.660
3,1:28,2,5,GNB 44,17,28,Brett Favre pass complete to Ahman Green for 3 yards (tackle by Jerametrius Butler),1.660,1.360
3,0:45,3,2,GNB 47,17,28,Brett Favre pass incomplete intended for William Henderson,1.360,-0.260
3,0:40,4,2,GNB 47,17,28,"Josh Bidwell punts 53 yards, touchback",-0.260,-0.280
3,0:27,1,10,STL 20,17,28,Arlen Harris up the middle for 14 yards (tackle by Darren Sharper),0.280,1.200
Quarter,Time,Down,ToGo,Location,GNB,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 34,17,28,Arlen Harris right guard for 1 yard (tackle by Aaron Kampman),1.200,0.790
4,14:23,2,9,STL 35,17,28,Marc Bulger pass incomplete intended for Dane Looker (defended by Darren Sharper),0.790,0.100
4,14:18,3,9,STL 35,17,28,Marc Bulger pass complete to Torry Holt for 11 yards (tackle by Darren Sharper),0.100,1.990
4,13:33,1,10,STL 46,17,28,Arlen Harris right end for 6 yards (tackle by Antuan Edwards),1.990,2.260
4,12:48,2,4,GNB 48,17,28,Marc Bulger pass complete to Isaac Bruce for 7 yards (tackle by Darren Sharper),2.260,2.850
4,12:07,1,10,GNB 41,17,28,"Marc Bulger pass complete to Shaun McDonald for -5 yards (tackle by Darren Sharper). Shaun McDonald fumbles (forced by Darren Sharper), ball out of bounds at GNB-49",2.850,1.230
4,11:43,2,18,GNB 49,17,28,Marc Bulger pass complete to Arlen Harris for no gain,1.230,0.560
4,10:55,3,18,GNB 49,17,28,Marc Bulger pass complete to Arlen Harris for 2 yards (tackle by Antuan Edwards),0.560,0.130
4,10:19,4,16,GNB 47,17,28,"Sean Landeta punts 47 yards, touchback",0.130,-0.280
4,10:09,1,10,GNB 20,17,28,Ahman Green right end for no gain (tackle by Jamie Duncan),0.280,-0.270
4,9:30,2,10,GNB 20,17,28,Brett Favre pass complete to Bubba Franks for no gain,-0.270,-0.960
4,8:54,3,10,GNB 20,17,28,Brett Favre sacked by Tyoka Jackson and Damione Lewis for -12 yards,-0.960,-2.490
4,8:30,4,22,GNB 8,17,28,"Josh Bidwell punts 46 yards, returned by DeJuan Groce for 6 yards (tackle by Torrance Marshall). Penalty on Fred Weary: Offensive Holding, 10 yards",-2.490,-1.470
4,8:18,1,10,STL 38,17,28,Arlen Harris right end for 4 yards (tackle by Nick Barnett),1.470,1.460
4,7:53,2,6,STL 42,17,28,Marc Bulger for 28 yards (tackle by Darren Sharper),1.460,3.580
4,7:18,1,10,GNB 30,17,28,Arlen Harris right tackle for 3 yards (tackle by Cletidus Hunt),3.580,3.440
4,6:32,2,7,GNB 27,17,28,Marc Bulger pass complete to Brandon Manumaleuna for 3 yards (tackle by Antuan Edwards),3.440,3.140
4,5:45,,,,17,28,Timeout #1 by St. Louis Rams,0.000,3.140
4,5:45,3,4,GNB 24,17,28,Arlen Harris left guard for 3 yards (tackle by Antuan Edwards),3.140,2.210
4,5:45,4,1,GNB 21,17,31,Jeff Wilkins 39 yard field goal good,2.210,3.000
4,,,,STL 30,17,31,"Jeff Wilkins kicks off 48 yards, returned by William Henderson for 9 yards (tackle by Dane Looker)",0.000,1.000
4,4:46,1,10,GNB 31,17,31,Brett Favre pass complete to Donald Driver for 19 yards (tackle by Rich Coady),1.000,2.260
4,4:13,1,10,STL 50,17,31,Brett Favre pass incomplete intended for Robert Ferguson is intercepted by Leonard Little at GNB-46 and returned for 28 yards (tackle by Ahman Green),2.260,-4.370
4,4:00,1,10,GNB 18,17,31,Arlen Harris right tackle for 3 yards (tackle by Na'il Diggs),4.370,4.250
4,3:14,2,7,GNB 15,17,31,Marc Bulger sacked by Kabeer Gbaja-Biamila for -5 yards,4.250,2.870
4,3:03,,,,17,31,Timeout #1 by Green Bay Packers,0.000,2.870
4,3:03,3,12,GNB 20,17,31,"Marc Bulger for no gain. Marc Bulger fumbles, recovered by Marc Bulger at STL-GB",2.870,1.800
4,3:01,,,,17,31,Timeout #2 by Green Bay Packers,0.000,1.800
4,3:01,4,17,GNB 25,17,34,Jeff Wilkins 43 yard field goal good,1.800,3.000
4,,,,STL 30,17,34,"Jeff Wilkins kicks off 73 yards, returned by Antonio Chatman for 17 yards (tackle by DeJuan Groce)",0.000,-0.280
4,2:52,1,10,GNB 14,17,34,Brett Favre pass incomplete intended for Donald Driver (defended by Robert W. Thomas),-0.280,-0.750
4,2:47,2,10,GNB 14,17,34,Ahman Green up the middle for 5 yards (tackle by Grant Wistrom),-0.750,-0.800
4,2:09,3,5,GNB 19,17,34,Brett Favre pass complete to Ahman Green for 5 yards (tackle by Tyoka Jackson),-0.800,0.540
4,2:00,1,10,GNB 24,23,34,"Najeh Davenport left tackle for 76 yards, touchdown",0.540,7.000
4,,,,STL 2,24,34,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,24,34,Ryan Longwell kicks onside 27 yards,0.000,1.800
4,1:48,1,10,STL 43,24,34,Arlen Harris up the middle for 4 yards (tackle by Larry Smith),1.800,1.790
4,1:40,,,,24,34,Timeout #3 by Green Bay Packers,0.000,1.790
4,1:40,2,6,STL 47,24,34,Arlen Harris right end for 7 yards (tackle by Na'il Diggs),1.790,2.520
4,0:57,1,10,GNB 46,24,34,Marc Bulger kneels for -1 yards (tackle by Larry Smith),2.520,1.840
4,0:30,2,11,GNB 47,24,34,Marc Bulger kneels for -1 yards (tackle by Larry Smith),1.840,1.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
