Quarter,Time,Down,ToGo,Location,PHI,NOR,Detail,EPB,EPA
1,0:24,3,11,NOR 45,21,14,Drew Brees pass complete short right to David Patten for no gain,0.630,-0.390
Quarter,Time,Down,ToGo,Location,PHI,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,11,NOR 45,21,14,"Steve Weatherford punts 39 yards, muffed catch by Nick Graham, recovered by Reno Mahe and returned for no gain. Penalty on Terrance Copper: Interference with Opportunity to Catch, 19 yards",-0.390,-1.270
2,14:49,1,10,PHI 35,21,14,Donovan McNabb pass complete short left to Brian Westbrook for 6 yards (tackle by Jason Craft),1.270,1.530
2,14:07,2,4,PHI 41,21,14,Donovan McNabb sacked by Renaldo Wynn for -6 yards,1.530,0.040
2,13:30,3,10,PHI 35,21,14,Donovan McNabb pass complete short left to Jason Avant for 15 yards (tackle by Scott Fujita),0.040,2.260
2,12:47,1,10,,21,14,Donovan McNabb pass incomplete,2.260,1.710
2,12:38,,,,21,14,Timeout #2 by Philadelphia Eagles,0.000,1.710
2,12:38,2,10,,21,14,Donovan McNabb pass complete short right to Reggie Brown for 18 yards (tackle by Jason Craft),1.710,3.450
2,12:08,1,10,NOR 32,21,14,Brian Westbrook right tackle for 5 yards (tackle by Charles Grant and Mark Simoneau),3.450,3.580
2,11:23,2,5,NOR 27,21,14,Donovan McNabb pass complete short middle to Greg Lewis for 16 yards (tackle by Roman Harper),3.580,4.840
2,10:38,1,10,NOR 11,21,14,Donovan McNabb pass incomplete short middle intended for Brian Westbrook,4.840,4.140
2,10:33,2,10,NOR 11,21,14,Brian Westbrook up the middle for 5 yards (tackle by Hollis Thomas and Roman Harper),4.140,4.210
2,9:55,3,5,NOR 6,21,14,Donovan McNabb sacked by Charles Grant for 0 yards. Penalty on PHI: Offensive Holding (Declined),4.210,2.990
2,9:33,4,5,NOR 6,24,14,David Akers 24 yard field goal good,2.990,3.000
2,,,,PHI 30,24,14,"David Akers kicks off 69 yards, returned by Pierre Thomas for 29 yards (tackle by Pago Togafau)",0.000,0.940
2,9:20,1,10,NOR 30,24,14,Aaron Stecker left tackle for -1 yards (tackle by Brodrick Bunkley),0.940,0.260
2,8:48,2,11,NOR 29,24,14,Drew Brees pass complete short left to Pierre Thomas for 8 yards (tackle by Stewart Bradley),0.260,0.630
2,8:21,3,3,NOR 37,24,14,Drew Brees pass complete short left to Pierre Thomas for -1 yards (tackle by Omar Gaither),0.630,-0.980
2,7:42,4,4,NOR 36,24,14,"Steve Weatherford punts 41 yards, fair catch by Reno Mahe",-0.980,-0.480
2,7:34,1,10,PHI 23,24,14,Brian Westbrook left end for 11 yards (tackle by Jason David),0.480,1.200
2,7:09,1,10,PHI 34,24,14,Donovan McNabb sacked by Will Smith for -6 yards. Penalty on PHI: Offensive Holding (Declined),1.200,-0.150
2,6:40,2,16,PHI 28,24,14,Donovan McNabb pass complete short left to Kevin Curtis for 10 yards (tackle by Jason David),-0.150,0.500
2,5:57,3,6,PHI 38,24,14,Donovan McNabb pass complete short right to Jason Avant for 4 yards (tackle by Jason Craft),0.500,-0.590
2,5:19,4,2,PHI 42,24,14,"Saverio Rocca punts 58 yards, touchback",-0.590,-0.280
2,5:09,1,10,NOR 20,24,14,Drew Brees pass complete short middle to Billy Miller for 13 yards (tackle by Chris Gocong),0.280,1.140
2,4:24,1,10,NOR 33,24,14,Drew Brees sacked by Stewart Bradley for -8 yards,1.140,-0.490
2,3:49,2,18,NOR 25,24,14,Drew Brees pass incomplete deep middle intended for Billy Miller (defended by Quintin Mikell),-0.490,-1.150
2,3:43,3,18,NOR 25,24,14,Drew Brees pass incomplete deep left intended for Devery Henderson,-1.150,-1.700
2,3:37,4,18,NOR 25,24,14,"Steve Weatherford punts 61 yards, returned by Reno Mahe for 1 yard (tackle by Troy Evans)",-1.700,0.220
2,3:25,1,10,PHI 15,24,14,Brian Westbrook right guard for 8 yards (tackle by Roman Harper),-0.220,0.480
2,2:52,2,2,PHI 23,24,14,Donovan McNabb pass incomplete short left intended for Reggie Brown (defended by Jason David),0.480,-0.390
2,2:48,3,2,PHI 23,24,14,Brian Westbrook left guard for 16 yards (tackle by Jason Craft),-0.390,1.530
2,2:38,,,,24,14,Timeout #1 by New Orleans Saints,0.000,1.530
2,2:38,1,10,PHI 39,24,14,Donovan McNabb pass incomplete short left intended for Kevin Curtis,1.530,0.990
2,2:33,2,10,PHI 39,24,14,Donovan McNabb pass incomplete deep right intended for Greg Lewis,0.990,0.300
2,2:27,,,,24,14,Timeout #3 by Philadelphia Eagles,0.000,0.300
2,2:27,3,10,PHI 39,24,14,Donovan McNabb pass incomplete deep right intended for Kevin Curtis,0.300,-0.780
2,2:17,4,10,PHI 39,24,14,Saverio Rocca punts 43 yards,-0.780,-0.040
2,2:00,1,10,NOR 18,24,14,Drew Brees pass complete short right to Terrance Copper for 10 yards (tackle by Lito Sheppard),0.040,0.810
2,1:55,1,10,NOR 28,24,14,Drew Brees pass incomplete deep right intended for Lance Moore,0.810,0.260
2,1:48,2,10,NOR 28,24,14,Drew Brees pass complete short right to Drew Brees for 8 yards (tackle by Will James),0.260,0.630
2,1:40,,,,24,14,Timeout #2 by New Orleans Saints,0.000,0.630
2,1:40,3,2,NOR 36,24,14,Drew Brees pass complete short right to Lance Moore for 5 yards (tackle by Chris Gocong),0.630,1.660
2,1:35,,,,24,14,Timeout #3 by New Orleans Saints,0.000,1.660
2,1:35,1,10,NOR 41,24,14,Drew Brees pass complete short right to Pierre Thomas for 6 yards (tackle by Omar Gaither),1.660,1.930
2,1:11,2,4,NOR 47,24,14,Drew Brees pass complete short left to Billy Miller for 4 yards (tackle by Sheldon Brown),1.930,2.320
2,1:04,1,10,PHI 49,24,14,Drew Brees pass incomplete short right intended for Terrance Copper,2.320,1.780
2,0:59,2,10,PHI 49,24,14,Drew Brees pass complete short left to David Patten for 14 yards (tackle by Sheldon Brown),1.780,3.250
2,0:42,1,10,PHI 35,24,14,"Drew Brees spiked the ball. Penalty on PHI: Defensive Offside, 5 yards (no play)",3.250,3.980
2,0:42,1,5,PHI 30,24,14,Drew Brees pass incomplete (defended by Joselio Hanson),3.980,3.380
2,0:37,2,5,PHI 30,24,14,Drew Brees pass incomplete,3.380,2.680
2,0:32,3,5,PHI 30,24,14,Drew Brees pass complete short right to Pierre Thomas for -7 yards (tackle by J.R. Reed),2.680,0.790
2,0:04,4,12,PHI 37,24,17,Martin Gramatica 55 yard field goal good,0.790,3.000
Quarter,Time,Down,ToGo,Location,PHI,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,24,17,"David Akers kicks off 69 yards, returned by Lance Moore for 20 yards (tackle by Akeem Jordan)",0.000,0.340
3,14:52,1,10,NOR 21,24,17,"Drew Brees pass complete short left to Pierre Thomas for 6 yards (tackle by Brodrick Bunkley). Penalty on Trent Cole: Roughing the Passer, 15 yards",0.340,1.730
3,14:28,1,10,NOR 42,24,17,"Drew Brees pass complete short left to David Patten for 13 yards (tackle by Sheldon Brown). Penalty on Jammal Brown: Offensive Holding, 10 yards (no play)",1.730,1.070
3,14:06,1,20,NOR 32,24,17,Pierre Thomas up the middle for 5 yards (tackle by Omar Gaither),1.070,0.510
3,13:25,2,15,NOR 37,24,17,Drew Brees pass incomplete intended for David Patten,0.510,-0.160
3,13:19,3,15,NOR 37,24,17,Drew Brees pass complete short left to Pierre Thomas for 17 yards (tackle by Sheldon Brown),-0.160,2.520
3,13:02,1,10,PHI 46,24,17,Pierre Thomas right end for 13 yards (tackle by Quintin Mikell),2.520,3.380
3,12:23,1,10,PHI 33,24,17,Aaron Stecker right guard for 26 yards (tackle by Sheldon Brown),3.380,5.600
3,11:37,1,7,PHI 7,24,17,Drew Brees pass complete short right to David Patten for 6 yards (tackle by J.R. Reed),5.600,5.910
,,,,,,,"NOR challenged the runner broke the plane ruling, and the play was upheld.",,
3,11:13,2,1,PHI 1,24,17,Mike Karney right guard for no gain (tackle by Trent Cole),5.910,5.170
3,10:43,3,1,PHI 1,24,17,Aaron Stecker left guard for no gain (tackle by Stewart Bradley),5.170,3.550
3,10:04,4,1,PHI 1,24,17,Aaron Stecker left guard for -1 yards (tackle by Stewart Bradley and Quintin Mikell),3.550,0.380
3,9:56,1,10,PHI 2,24,17,"Donovan McNabb pass complete short left to Jason Avant for 5 yards (tackle by Jason Craft). Penalty on Will Smith: Personal Foul, 15 yards",-0.380,0.410
3,9:24,1,10,PHI 22,24,17,Donovan McNabb pass complete short left to Kevin Curtis for 7 yards (tackle by Jason David),0.410,0.810
3,8:55,2,3,PHI 29,24,17,Brian Westbrook left guard for 5 yards (tackle by Antwan Lake),0.810,1.200
3,8:18,1,10,PHI 34,24,17,Donovan McNabb pass complete short right to Reggie Brown for 5 yards (tackle by Usama Young),1.200,1.330
3,7:45,2,5,PHI 39,24,17,Correll Buckhalter right tackle for 11 yards (tackle by Roman Harper and Scott Fujita),1.330,2.260
3,7:08,1,10,,24,17,Donovan McNabb pass complete short right to Reggie Brown for 6 yards (tackle by Jason Craft),2.260,2.520
3,6:41,2,4,NOR 44,24,17,Correll Buckhalter left tackle for 1 yard (tackle by Scott Fujita),2.520,1.950
3,6:01,3,3,NOR 43,24,17,Brian Westbrook for 5 yards (tackle by Josh Bullocks),1.950,3.050
3,5:33,1,10,NOR 38,24,17,Brian Westbrook right guard for 2 yards (tackle by Roman Harper),3.050,2.780
3,5:18,,,,24,17,Timeout #2 by New Orleans Saints,0.000,2.780
3,5:18,2,8,NOR 36,24,17,Correll Buckhalter left tackle for 5 yards (tackle by Antwan Lake and Hollis Thomas),2.780,2.740
3,4:36,3,3,NOR 31,24,17,Donovan McNabb pass complete short left to Jason Avant for 11 yards (tackle by Jason Craft),2.740,4.240
3,4:05,1,10,NOR 20,24,17,Donovan McNabb pass incomplete deep left intended for Brent Celek,4.240,3.690
3,3:59,2,10,NOR 20,24,17,Brian Westbrook right end for 5 yards (tackle by Jason Craft),3.690,3.700
3,3:27,,,,24,17,Timeout #1 by Philadelphia Eagles,0.000,3.700
3,3:27,3,5,NOR 15,24,17,Donovan McNabb pass complete short right to Reggie Brown for 6 yards (tackle by Usama Young),3.700,5.140
3,3:00,1,9,NOR 9,30,17,"Donovan McNabb pass complete short middle to Greg Lewis for 9 yards, touchdown",5.140,7.000
3,,,,NOR 2,31,17,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,31,17,"David Akers kicks off 70 yards, returned by Lance Moore for 31 yards (tackle by Akeem Jordan)",0.000,1.000
3,2:48,1,10,NOR 31,31,17,Drew Brees pass complete deep left to Billy Miller for 21 yards (tackle by Lito Sheppard),1.000,2.390
3,1:53,1,10,PHI 48,31,17,Aaron Stecker left tackle for no gain (tackle by Mike Patterson and Victor Abiamiri),2.390,1.850
3,1:20,2,10,PHI 48,31,17,"Drew Brees pass incomplete intended for Aaron Stecker. Penalty on Trent Cole: Defensive Offside, 5 yards (no play)",1.850,2.520
3,1:12,2,5,PHI 43,31,17,Drew Brees pass complete short right to Lance Moore for 12 yards (tackle by Joselio Hanson),2.520,3.510
3,0:31,1,10,PHI 31,31,17,Drew Brees pass complete short right to David Patten for 4 yards (tackle by Stewart Bradley),3.510,3.510
Quarter,Time,Down,ToGo,Location,PHI,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,PHI 27,31,17,Aaron Stecker right guard for 3 yards (tackle by Trent Cole),3.510,3.200
4,14:24,3,3,PHI 24,31,17,Drew Brees pass incomplete intended for David Patten (defended by Trent Cole),3.200,1.970
4,14:19,4,3,PHI 24,31,17,Drew Brees pass complete short right to Aaron Stecker for 6 yards (tackle by Lito Sheppard),1.970,4.370
4,13:55,1,10,PHI 18,31,17,Aaron Stecker right tackle for 1 yard (tackle by Akeem Jordan),4.370,3.940
4,13:20,2,9,PHI 17,31,17,Drew Brees pass incomplete short right intended for David Patten,3.940,3.170
4,13:12,3,9,PHI 17,31,17,Drew Brees pass incomplete intended for Pierre Thomas,3.170,2.310
4,13:07,4,9,PHI 17,31,20,Martin Gramatica 35 yard field goal good,2.310,3.000
4,,,,NOR 30,31,20,"Martin Gramatica kicks off 69 yards, returned by J.R. Reed for 25 yards (tackle by Usama Young)",0.000,0.670
4,12:57,1,10,PHI 26,31,20,Donovan McNabb pass complete short right to Hank Baskett for 8 yards (tackle by Scott Shanle),0.670,1.210
4,12:13,2,2,PHI 34,31,20,Brian Westbrook right tackle for -3 yards (tackle by Will Smith),1.210,0.100
4,11:33,3,5,PHI 31,31,20,Donovan McNabb pass incomplete short left intended for Brian Westbrook,0.100,-1.310
4,11:29,4,5,PHI 31,31,20,"Saverio Rocca punts 41 yards, returned by Lance Moore for 8 yards (tackle by Quintin Mikell)",-1.310,-1.330
4,11:16,1,10,NOR 36,31,20,Drew Brees pass complete short right to David Patten for 15 yards (tackle by Lito Sheppard),1.330,2.320
4,10:38,1,10,PHI 49,31,20,"Drew Brees pass incomplete short right intended for Billy Miller. Penalty on Jammal Brown: Offensive Holding, 10 yards (no play)",2.320,1.660
4,10:34,1,20,NOR 41,31,20,Drew Brees pass complete short right to Terrance Copper for 10 yards (tackle by Akeem Jordan),1.660,1.780
4,9:59,2,10,PHI 49,31,20,Drew Brees pass complete short left to Terrance Copper for 8 yards (tackle by Joselio Hanson),1.780,2.150
4,9:20,3,2,PHI 41,31,20,Aaron Stecker right guard for 8 yards (tackle by Joselio Hanson),2.150,3.380
4,8:41,1,10,PHI 33,31,20,"Penalty on Billy Miller: False Start, 5 yards (no play)",3.380,3.050
4,8:27,1,15,PHI 38,31,20,Drew Brees pass complete short middle to Aaron Stecker for -1 yards (tackle by Akeem Jordan),3.050,2.030
4,7:50,2,16,PHI 39,31,20,Drew Brees pass incomplete deep left intended for Lance Moore,2.030,1.350
4,7:42,3,16,PHI 39,31,20,Drew Brees pass complete short left to Lance Moore for 11 yards (tackle by Quintin Mikell),1.350,1.630
4,7:25,4,5,PHI 28,31,23,Martin Gramatica 46 yard field goal good,1.630,3.000
4,,,,NOR 30,31,23,"Martin Gramatica kicks off 60 yards, returned by Correll Buckhalter for 34 yards (tackle by Usama Young)",0.000,1.860
4,7:11,1,10,PHI 44,31,23,Donovan McNabb pass complete short left to Kevin Curtis for 9 yards,1.860,2.530
4,6:41,2,1,NOR 47,31,23,Brian Westbrook right end for 2 yards (tackle by Charles Grant and Scott Shanle),2.530,2.590
4,6:30,,,,31,23,Timeout #3 by New Orleans Saints,0.000,2.590
4,6:30,1,10,NOR 45,31,23,Donovan McNabb pass complete deep left to Kevin Curtis for 26 yards (tackle by Jason David),2.590,4.310
4,5:45,1,10,NOR 19,31,23,Brian Westbrook right guard for 2 yards (tackle by Hollis Thomas and Will Smith),4.310,4.030
4,5:02,2,8,NOR 17,31,23,Donovan McNabb pass complete short middle to Reggie Brown for 7 yards (tackle by Usama Young),4.030,4.690
4,4:18,3,1,NOR 10,31,23,Donovan McNabb pass complete short left to Brian Westbrook for 2 yards (tackle by Mark Simoneau),4.690,5.370
4,3:28,1,8,NOR 8,31,23,Donovan McNabb pass complete short middle to Brian Westbrook for 1 yard (tackle by Charles Grant),5.370,4.760
4,2:37,2,7,NOR 7,31,23,Donovan McNabb pass incomplete short left intended for Kevin Curtis,4.760,3.810
4,2:33,3,7,NOR 7,37,23,"Donovan McNabb pass complete short left to Kevin Curtis for 7 yards, touchdown",3.810,7.000
4,,,,NOR 2,38,23,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,38,23,"David Akers kicks off 69 yards, returned by Lance Moore for 15 yards (tackle by Quintin Mikell)",0.000,-0.140
4,2:24,1,10,NOR 16,38,23,Drew Brees pass incomplete deep left intended for Devery Henderson is intercepted by Stewart Bradley at NOR-37 and returned for 13 yards (tackle by Billy Miller),-0.140,-3.970
4,2:09,1,10,NOR 24,38,23,Donovan McNabb kneels for -1 yards,3.970,3.300
4,2:00,2,11,NOR 25,38,23,Donovan McNabb kneels for -1 yards,3.300,2.480
4,1:16,,,,38,23,Timeout #2 by Philadelphia Eagles,0.000,2.480
4,1:16,3,12,NOR 26,38,23,Donovan McNabb kneels for no gain,2.480,1.740
4,0:34,,,,38,23,Timeout #3 by Philadelphia Eagles,0.000,1.740
4,0:34,4,12,NOR 26,38,23,Donovan McNabb kneels for -1 yards,1.740,-0.810
4,0:29,1,10,NOR 28,38,23,Drew Brees kneels for -1 yards,0.810,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
