Quarter,Time,Down,ToGo,Location,SEA,PIT,Detail,EPB,EPA
1,8:12,4,3,PIT 49,0,0,"Pressley Harvin punts 38 yards, returned by Freddie Swain for 3 yards (tackle by Benny Snell)",,
1,8:04,1,10,SEA 16,0,0,"Penalty on Kyle Fuller: False Start, 5 yards (accepted) (no play)",,
1,8:04,1,15,SEA 11,0,0,Alex Collins left guard for 7 yards (tackle by Minkah Fitzpatrick),,
1,7:25,2,8,SEA 18,0,0,Geno Smith pass incomplete short right intended for D.K. Metcalf (defended by T.J. Watt),,
1,7:22,3,8,SEA 18,0,0,Geno Smith pass complete short middle to Travis Homer for 27 yards (tackle by Robert Spillane and James Pierre),,
1,6:56,1,10,SEA 45,0,0,Geno Smith pass complete short right to Penny Hart for 12 yards,,
1,6:37,1,10,PIT 43,0,0,Alex Collins left guard for 6 yards (tackle by Terrell Edmunds and Chris Wormley),,
1,5:59,2,4,PIT 37,0,0,Alex Collins right guard for -1 yards (tackle by Alex Highsmith),,
1,5:12,3,5,PIT 38,0,0,Geno Smith pass incomplete short left intended for Tyler Lockett (defended by Tre Norwood),,
1,5:08,4,5,PIT 38,0,0,"Penalty on SEA: Delay of Game, 5 yards (accepted) (no play)",,
1,5:08,4,10,PIT 43,0,0,"Michael Dickson punts 43 yards, touchback.",,
1,4:55,1,10,PIT 20,0,0,Ben Roethlisberger pass complete short right to Pat Freiermuth for 9 yards (tackle by Tre Brown and Jordyn Brooks),,
1,4:14,2,1,PIT 29,0,0,"Ben Roethlisberger pass complete to Chase Claypool for no gain (tackle by Quandre Diggs). Penalty on Diontae Johnson: Offensive Pass Interference, 10 yards (accepted) (no play)",,
1,3:45,2,11,PIT 19,0,0,Najee Harris left guard for no gain (tackle by Bryan Mone),,
1,3:06,3,11,PIT 19,0,0,Ben Roethlisberger pass complete short left to Diontae Johnson for 12 yards (tackle by D.J. Reed),,
1,2:22,1,10,PIT 31,0,0,Najee Harris up the middle for -2 yards (tackle by Jamal Adams and Bryan Mone),,
1,1:39,2,12,PIT 29,0,0,Ben Roethlisberger pass complete short right to Diontae Johnson for 6 yards (tackle by Tre Brown),,
1,0:53,3,6,PIT 35,0,0,Ben Roethlisberger pass incomplete deep right intended for Diontae Johnson,,
1,0:47,4,6,PIT 35,0,0,"Pressley Harvin punts 58 yards, returned by Freddie Swain for 14 yards (tackle by Derek Watt)",,
1,0:35,1,10,SEA 21,0,0,Geno Smith pass complete short left to Alex Collins for -3 yards (tackle by Arthur Maulet),,
Quarter,Time,Down,ToGo,Location,SEA,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,13,SEA 18,0,0,Geno Smith pass complete short right to D.K. Metcalf for 12 yards (tackle by Minkah Fitzpatrick and Devin Bush),,
2,14:21,3,1,SEA 30,0,0,Geno Smith pass incomplete short middle intended for Gerald Everett (defended by T.J. Watt),,
2,14:17,4,1,SEA 30,0,0,Michael Dickson punts 24 yards out of bounds,,
2,14:11,1,10,PIT 46,0,0,Najee Harris left tackle for 1 yard (tackle by Jordyn Brooks and Bobby Wagner),,
2,13:32,2,9,PIT 47,0,0,Najee Harris left end for 6 yards (tackle by D.J. Reed),,
2,12:51,3,3,SEA 47,0,0,Ben Roethlisberger pass complete short left to Eric Ebron for 4 yards (tackle by Ryan Neal),,
2,12:28,1,10,SEA 43,0,0,Najee Harris up the middle for 1 yard (tackle by Al Woods),,
2,11:45,2,9,SEA 42,0,0,Diontae Johnson right end for 25 yards (tackle by Bobby Wagner),,
2,11:05,1,10,SEA 17,0,0,Ben Roethlisberger pass complete short middle to Pat Freiermuth for 12 yards (tackle by D.J. Reed and Jordyn Brooks),,
2,10:10,1,5,SEA 5,0,0,Ben Roethlisberger pass incomplete short middle intended for Chase Claypool (defended by Robert Nkemdiche),,
2,10:04,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,10:04,2,5,SEA 5,0,6,"Ben Roethlisberger pass complete short left to Najee Harris for 5 yards, touchdown",,
2,10:01,,,SEA 15,0,7,Chris Boswell kicks extra point good,,
2,10:01,,,PIT 35,0,7,"Chris Boswell kicks off 68 yards, returned by DeeJay Dallas for 34 yards (tackle by Derek Watt)",,
2,9:55,1,10,SEA 31,0,7,Geno Smith pass complete short middle to D.K. Metcalf for 14 yards (tackle by Minkah Fitzpatrick),,
2,9:30,1,10,SEA 45,0,7,Geno Smith sacked by Cameron Heyward for -8 yards,,
2,8:46,2,18,SEA 37,0,7,Geno Smith pass incomplete short left intended for Freddie Swain,,
2,8:43,3,18,SEA 37,0,7,Geno Smith pass complete short left to Freddie Swain for no gain (tackle by James Pierre),,
2,8:13,4,18,SEA 37,0,7,"Michael Dickson punts 47 yards, returned by Ray-Ray McCloud for no gain (tackle by Travis Homer)",,
2,8:03,1,10,PIT 16,0,7,Ben Roethlisberger pass complete short left to Diontae Johnson for 6 yards (tackle by Bobby Wagner),,
2,7:27,2,4,PIT 22,0,7,Ben Roethlisberger pass complete short right to Diontae Johnson for 5 yards (tackle by Sidney Jones),,
2,6:44,1,10,PIT 27,0,7,Ben Roethlisberger pass complete short left to Najee Harris for 12 yards (tackle by Benson Mayowa),,
2,5:57,1,10,PIT 39,0,7,Najee Harris left guard for 2 yards (tackle by Jordyn Brooks and Darrell Taylor),,
2,5:19,2,8,PIT 41,0,7,Ben Roethlisberger pass complete short middle to Pat Freiermuth for 9 yards (tackle by Jordyn Brooks),,
2,4:35,1,10,PIT 50,0,7,"Kalen Ballage right end for 4 yards (tackle by Bobby Wagner). Penalty on Bryan Mone: Face Mask (15 Yards), 15 yards (accepted)",,
2,4:09,1,10,SEA 31,0,7,Ben Roethlisberger pass complete short right to Najee Harris for 6 yards (tackle by Darrell Taylor),,
2,3:37,2,4,SEA 25,0,7,Najee Harris right tackle for 1 yard (tackle by Jordyn Brooks and Sidney Jones),,
2,2:57,3,3,SEA 24,0,7,"Ben Roethlisberger pass incomplete deep left intended for Diontae Johnson (defended by D.J. Reed). Penalty on Alton Robinson: Defensive Offside, 5 yards (accepted) (no play)",,
2,2:50,1,10,SEA 19,0,7,Najee Harris right guard for 4 yards (tackle by Rasheem Green and Jordyn Brooks),,
2,2:11,2,6,SEA 15,0,7,Najee Harris right end for 4 yards (tackle by Jamal Adams),,
2,2:00,3,2,SEA 11,0,7,Ben Roethlisberger pass complete short middle to Chase Claypool for 5 yards (tackle by Poona Ford),,
2,1:51,,,,,,Timeout #2 by Seattle Seahawks,,
2,1:51,1,6,SEA 6,0,7,Najee Harris right guard for 5 yards (tackle by D.J. Reed and Jordyn Brooks),,
2,1:43,,,,,,Timeout #3 by Seattle Seahawks,,
2,1:43,2,1,SEA 1,0,7,Najee Harris right guard for no gain (tackle by Kerry Hyder),,
2,1:07,3,1,SEA 1,0,13,"Eric Ebron left tackle for 1 yard, touchdown",,
2,1:04,,,SEA 15,0,14,Chris Boswell kicks extra point good,,
2,1:04,,,PIT 35,0,14,"Chris Boswell kicks off 65 yards, touchback.",,
2,1:04,1,10,SEA 25,0,14,Geno Smith pass incomplete short right intended for Tyler Lockett (defended by Chris Wormley),,
2,1:01,2,10,SEA 25,0,14,Geno Smith pass incomplete deep left intended for Tyler Lockett,,
2,0:52,3,10,SEA 25,0,14,Geno Smith sacked by Alex Highsmith for -8 yards,,
2,0:47,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,0:47,4,18,SEA 17,0,14,Michael Dickson punts 42 yards downed by Cody Barton,,
2,0:36,1,10,PIT 41,0,14,Ben Roethlisberger pass complete short right to Diontae Johnson for 2 yards (tackle by Sidney Jones),,
2,0:31,2,8,PIT 43,0,14,Ben Roethlisberger pass incomplete short right intended for Najee Harris,,
2,0:27,3,8,PIT 43,0,14,Ben Roethlisberger pass complete short left to Diontae Johnson for 1 yard (tackle by D.J. Reed),,
2,0:20,4,7,PIT 44,0,14,"Pressley Harvin punts 56 yards, touchback.",,
2,0:11,1,10,SEA 20,0,14,Geno Smith kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,SEA,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,0,14,"Chris Boswell kicks off 65 yards, touchback.",,
3,15:00,1,10,SEA 25,0,14,Alex Collins right tackle for 5 yards (tackle by Devin Bush),,
3,14:22,2,5,SEA 30,0,14,Alex Collins right guard for 11 yards (tackle by Minkah Fitzpatrick),,
3,13:46,1,10,SEA 41,0,14,Alex Collins right tackle for 21 yards (tackle by Terrell Edmunds),,
3,13:07,1,10,PIT 38,0,14,Geno Smith pass complete short right to D.K. Metcalf for 9 yards (tackle by Terrell Edmunds),,
3,12:38,2,1,PIT 29,0,14,DeeJay Dallas right guard for 5 yards (tackle by Joe Haden),,
3,11:53,1,10,PIT 24,0,14,Alex Collins right tackle for 7 yards (tackle by Chris Wormley),,
3,11:16,2,3,PIT 17,0,14,Alex Collins right guard for 7 yards (tackle by Devin Bush and Joe Haden),,
3,10:36,1,10,PIT 10,0,14,"Alex Collins for 5 yards (tackle by Minkah Fitzpatrick). Penalty on T.J. Watt: Unnecessary Roughness / Defense, 3 yards (accepted)",,
3,10:18,1,2,PIT 2,0,14,Alex Collins for no gain (tackle by T.J. Watt and Alex Highsmith),,
3,9:59,2,2,PIT 2,6,14,"Alex Collins up the middle for 2 yards, touchdown Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
3,9:55,,,PIT 15,7,14,Jason Myers kicks extra point good,,
3,9:55,,,SEA 35,7,14,"Jason Myers kicks off 65 yards, touchback.",,
3,9:55,1,10,PIT 25,7,14,Ben Roethlisberger pass complete short right to Ray-Ray McCloud for 15 yards (tackle by Marquise Blair and Sidney Jones),,
3,9:31,1,10,PIT 40,7,14,Najee Harris up the middle for 6 yards (tackle by Rasheem Green and Bobby Wagner),,
3,8:47,2,4,PIT 46,7,14,Ben Roethlisberger pass incomplete short left intended for Chase Claypool,,
3,8:43,3,4,PIT 46,7,14,Ben Roethlisberger pass complete short middle to Diontae Johnson for 14 yards (tackle by Bobby Wagner),,
3,8:02,1,10,SEA 40,7,14,Ben Roethlisberger pass complete deep left to Diontae Johnson for 23 yards (tackle by D.J. Reed),,
3,7:41,1,10,SEA 17,7,14,Ben Roethlisberger pass incomplete short right intended for Chase Claypool,,
3,7:36,2,10,SEA 17,7,14,"Ben Roethlisberger pass complete short right to Diontae Johnson for no gain (tackle by Marquise Blair). Penalty on Chase Claypool: Offensive Illegal Block Above the Waist, 10 yards (accepted) . Penalty on Chukwuma Okorafor: Offensive Illegal Block Above the Waist, 10 yards (declined) (no play)",,
3,7:12,2,20,SEA 27,7,14,Ben Roethlisberger pass complete short middle to Eric Ebron for 6 yards (tackle by Bobby Wagner),,
3,6:31,3,14,SEA 21,7,14,Ben Roethlisberger pass complete short right to Pat Freiermuth for 12 yards (tackle by Ryan Neal),,
3,5:50,4,2,SEA 9,7,17,Chris Boswell 27 yard field goal good,,
3,5:46,,,PIT 35,7,17,"Chris Boswell kicks off 63 yards, returned by DeeJay Dallas for 38 yards (tackle by Robert Spillane and Miles Killebrew)",,
3,5:35,1,10,SEA 40,7,17,Alex Collins right end for no gain (tackle by Isaiahh Loudermilk and Alex Highsmith),,
3,5:06,2,10,SEA 40,7,17,Geno Smith pass complete short left to Tyler Lockett for 14 yards (tackle by Arthur Maulet),,
3,4:58,1,10,PIT 46,7,17,Alex Collins left end for 3 yards (tackle by Chris Wormley and Alex Highsmith),,
3,4:20,2,7,PIT 43,7,17,Geno Smith pass complete deep left to Gerald Everett for 41 yards (tackle by Joe Schobert),,
3,3:32,1,2,PIT 2,7,17,Alex Collins up the middle for 1 yard (tackle by Cameron Heyward),,
3,3:06,2,1,PIT 1,13,17,"Geno Smith pass complete short right to Will Dissly for 1 yard, touchdown",,
3,3:02,,,PIT 15,14,17,Jason Myers kicks extra point good,,
3,3:02,,,SEA 35,14,17,"Jason Myers kicks off 66 yards, returned by Ray-Ray McCloud for 19 yards (tackle by Darrell Taylor). Penalty on Darrell Taylor: Illegal Formation, 5 yards (accepted)",,
3,2:58,1,10,PIT 23,14,17,Najee Harris left guard for -1 yards (tackle by Kerry Hyder),,
3,2:19,2,11,PIT 22,14,17,Ben Roethlisberger pass complete short middle to Najee Harris for 4 yards (tackle by Bobby Wagner),,
3,1:36,3,7,PIT 26,14,17,Ben Roethlisberger pass incomplete short left intended for Chase Claypool (defended by D.J. Reed),,
3,1:31,4,7,PIT 26,14,17,Pressley Harvin punts 32 yards out of bounds,,
3,1:25,1,10,SEA 42,14,17,Alex Collins right tackle for 14 yards (tackle by Cameron Heyward and Minkah Fitzpatrick),,
3,0:47,1,10,PIT 44,14,17,Alex Collins right tackle for 3 yards (tackle by Cameron Heyward),,
3,0:10,2,7,PIT 41,14,17,Geno Smith pass incomplete short right intended for Tyler Lockett,,
3,0:06,3,7,PIT 41,14,17,Travis Homer right tackle for 26 yards (tackle by Joe Haden and Cameron Sutton),,
Quarter,Time,Down,ToGo,Location,SEA,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 15,14,17,Alex Collins up the middle for 5 yards (tackle by Chris Wormley and T.J. Watt),,
4,14:27,2,5,PIT 10,14,17,Geno Smith pass complete short left to Phillip Dorsett for 3 yards (tackle by Cameron Sutton),,
4,13:47,3,2,PIT 7,14,17,Geno Smith sacked by and Alex Highsmith for -15 yards and Chris Wormley for -15 yards,,
4,13:05,4,17,PIT 22,17,17,Jason Myers 40 yard field goal good,,
4,12:59,,,SEA 35,17,17,"Jason Myers kicks off 65 yards, returned by Ray-Ray McCloud for 17 yards (tackle by Cody Barton)",,
4,12:52,1,10,PIT 17,17,17,Najee Harris left tackle for 10 yards (tackle by Quandre Diggs),,
4,12:14,1,10,PIT 27,17,17,Kalen Ballage up the middle for 11 yards (tackle by Jamal Adams),,
4,11:37,1,10,PIT 38,17,17,"Ben Roethlisberger pass incomplete short middle intended for Diontae Johnson SEA challenged the fumble ruling, and the original play was overturned. Ben Roethlisberger sacked by. Ben Roethlisberger fumbles, recovered by Kerry Hyder at PIT-35 and returned for -3 yards",,
4,11:32,1,10,PIT 35,17,17,"Alex Collins left tackle for no gain (tackle by Arthur Maulet and Minkah Fitzpatrick). Penalty on Jamarco Jones: Offensive Holding, 10 yards (accepted) (no play)",,
4,11:09,1,20,PIT 45,17,17,DeeJay Dallas up the middle for 10 yards (tackle by Arthur Maulet),,
4,10:37,2,10,PIT 35,17,17,Geno Smith pass incomplete short right intended for Tyler Lockett (defended by T.J. Watt),,
4,10:33,3,10,PIT 35,17,17,Geno Smith pass complete short left to Freddie Swain for -4 yards (tackle by Tre Norwood),,
4,9:53,4,14,PIT 39,17,17,"Michael Dickson punts 39 yards, touchback.",,
4,9:45,1,10,PIT 20,17,17,Najee Harris up the middle for 2 yards (tackle by Bobby Wagner and Benson Mayowa),,
4,9:07,2,8,PIT 22,17,17,Ben Roethlisberger pass complete short left to Chase Claypool for 12 yards (tackle by Marquise Blair),,
4,8:26,1,10,PIT 34,17,17,Najee Harris up the middle for 1 yard (tackle by Jordyn Brooks and Jamal Adams),,
4,7:50,2,9,PIT 35,17,17,Ben Roethlisberger pass incomplete deep left intended for Diontae Johnson,,
4,7:43,3,9,PIT 35,17,17,Ben Roethlisberger pass incomplete deep right intended for Chase Claypool,,
4,7:38,4,9,PIT 35,17,17,"Pressley Harvin punts 50 yards, returned by Tyler Lockett for 3 yards (tackle by Justin Layne)",,
4,7:29,1,10,SEA 18,17,17,Alex Collins left tackle for -1 yards (tackle by T.J. Watt and Cameron Heyward),,
4,6:53,2,11,SEA 17,17,17,Alex Collins up the middle for -1 yards (tackle by T.J. Watt),,
4,6:10,3,12,SEA 16,17,17,Geno Smith pass complete short left to DeeJay Dallas for 7 yards (tackle by Cameron Heyward and Robert Spillane),,
4,5:32,4,5,SEA 23,17,17,"Michael Dickson punts 65 yards, returned by Ray-Ray McCloud for 14 yards (tackle by Jon Rhattigan and DeeJay Dallas)",,
4,5:19,1,10,PIT 26,17,17,Najee Harris right guard for 4 yards (tackle by Bobby Wagner),,
4,4:38,2,6,PIT 30,17,17,Ben Roethlisberger pass complete short right to Pat Freiermuth for 7 yards (tackle by Jordyn Brooks),,
4,3:59,1,10,PIT 37,17,17,Najee Harris up the middle for 9 yards (tackle by Quandre Diggs and Jordyn Brooks),,
4,3:18,2,1,PIT 46,17,17,Najee Harris up the middle for 3 yards (tackle by Darrell Taylor and Al Woods),,
4,2:56,1,10,PIT 49,17,17,Najee Harris up the middle for 10 yards (tackle by Jordyn Brooks),,
4,2:17,1,10,SEA 41,17,17,Najee Harris left guard for 5 yards (tackle by Al Woods and Bobby Wagner),,
4,2:00,2,5,SEA 36,17,17,"Ben Roethlisberger pass incomplete deep left intended for Chase Claypool. Penalty on Chase Claypool: Offensive Pass Interference, 10 yards (accepted) (no play)",,
4,1:53,2,15,SEA 46,17,17,Ben Roethlisberger pass incomplete short middle intended for Diontae Johnson,,
4,1:48,3,15,SEA 46,17,17,Ben Roethlisberger pass complete short left to Najee Harris for 12 yards (tackle by D.J. Reed and Jamal Adams),,
4,1:35,,,,,,Timeout #1 by Seattle Seahawks,,
4,1:35,4,3,SEA 34,17,20,Chris Boswell 52 yard field goal good,,
4,1:30,,,PIT 35,17,20,"Chris Boswell kicks off 65 yards, touchback.",,
4,1:30,1,10,SEA 25,17,20,Geno Smith pass complete short right to Will Dissly for 7 yards (tackle by Tre Norwood),,
4,1:25,2,3,SEA 32,17,20,DeeJay Dallas right guard for 6 yards (tackle by Alex Highsmith and Cameron Heyward),,
4,1:04,1,10,SEA 38,17,20,Geno Smith pass complete short middle to DeeJay Dallas for 7 yards (tackle by Minkah Fitzpatrick and Devin Bush),,
4,0:52,,,,,,Timeout #2 by Seattle Seahawks,,
4,0:52,2,3,SEA 45,17,20,Geno Smith pass complete short left to DeeJay Dallas for 2 yards (tackle by Devin Bush),,
4,0:28,3,1,SEA 47,17,20,Geno Smith pass complete short right to D.K. Metcalf for 11 yards,,
4,0:22,1,10,PIT 42,17,20,"Geno Smith pass complete to DeeJay Dallas for 7 yards. DeeJay Dallas fumbles (forced by Minkah Fitzpatrick), recovered by DeeJay Dallas at PIT-35",,
4,0:18,,,,,,Timeout #3 by Seattle Seahawks,,
4,0:18,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,0:18,2,3,PIT 35,17,20,"Geno Smith pass complete short left to D.K. Metcalf for 10 yards. D.K. Metcalf fumbles (forced by James Pierre), recovered by Freddie Swain at PIT-25 Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,0:03,1,10,PIT 25,17,20,Geno Smith spiked the ball,,
4,0:02,2,10,PIT 25,20,20,Jason Myers 43 yard field goal good,,
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SEA,PIT,Detail,EPB,EPA
,,,,,,,"Seahawks won the coin toss, Seahawks to receive the overtime kickoff.",,
OT,10:00,,,PIT 35,20,20,"Chris Boswell kicks off 63 yards, returned by DeeJay Dallas for 25 yards (tackle by Ulysees Gilbert and James Pierre)",,
OT,9:56,1,10,SEA 27,20,20,Travis Homer right guard for 1 yard (tackle by T.J. Watt),,
OT,9:17,2,9,SEA 28,20,20,Geno Smith pass complete deep middle to Tyler Lockett for 21 yards (tackle by Cameron Sutton),,
OT,8:42,1,10,SEA 49,20,20,DeeJay Dallas up the middle for -4 yards (tackle by Cameron Heyward),,
OT,8:01,2,14,SEA 45,20,20,Geno Smith pass complete short middle to DeeJay Dallas for 10 yards (tackle by Minkah Fitzpatrick and Devin Bush),,
OT,7:17,3,4,PIT 45,20,20,Geno Smith sacked by T.J. Watt for -13 yards,,
OT,6:49,4,17,SEA 42,20,20,"Michael Dickson punts 47 yards, returned by Ray-Ray McCloud for 9 yards (tackle by DeeJay Dallas)",,
OT,6:31,1,10,PIT 20,20,20,Najee Harris right tackle for 4 yards (tackle by Poona Ford and Jordyn Brooks),,
OT,5:55,2,6,PIT 24,20,20,Ben Roethlisberger pass complete short right to Pat Freiermuth for 2 yards (tackle by Jamal Adams),,
OT,5:15,3,4,PIT 26,20,20,Ben Roethlisberger pass complete short right to Ray-Ray McCloud for 3 yards (tackle by Tre Brown),,
OT,4:33,4,1,PIT 29,20,20,Pressley Harvin punts 56 yards out of bounds,,
OT,4:27,1,10,SEA 15,20,20,"Geno Smith sacked by T.J. Watt for no gain. Geno Smith fumbles (forced by T.J. Watt), recovered by Devin Bush at SEA-15 and returned for -1 yards (tackle by D.K. Metcalf)",,
OT,4:16,1,10,SEA 16,20,20,Ben Roethlisberger for -3 yards,,
OT,3:34,2,13,SEA 19,20,20,Ben Roethlisberger kneels for no gain,,
OT,2:55,3,13,SEA 19,20,23,Chris Boswell 37 yard field goal good,,
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
