Quarter,Time,Down,ToGo,Location,BAL,NYG,Detail,EPB,EPA
2,1:32,1,10,NYG 47,10,7,Joe Flacco pass incomplete short middle intended for Breshad Perriman (defended by Janoris Jenkins),2.460,1.910
2,1:27,2,10,NYG 47,10,7,Joe Flacco pass incomplete deep right intended for Breshad Perriman,1.910,1.910
2,1:22,2,10,NYG 47,10,7,Timeout #2 by New York Giants,1.910,1.220
2,1:22,3,10,NYG 47,10,7,Joe Flacco sacked by Landon Collins for -10 yards,1.220,1.220
2,1:09,3,10,NYG 47,10,7,Timeout #3 by New York Giants,1.220,-0.520
2,1:09,4,20,BAL 43,10,7,"Sam Koch punts 34 yards, returned by Dwayne Harris for no gain. Penalty on Marqueston Huff: Illegal Block Above the Waist, 10 yards",-0.520,-1.140
2,1:01,1,10,NYG 33,10,7,Paul Perkins left tackle for 6 yards (tackle by Albert McClellan and Anthony Levine),1.140,1.400
2,0:46,2,4,NYG 39,10,7,Eli Manning pass complete short middle to Paul Perkins for 5 yards (tackle by Zach Orr),1.400,1.860
2,0:29,1,10,NYG 44,10,7,Eli Manning pass complete short middle to Paul Perkins for 11 yards (tackle by Anthony Levine and Will Davis),1.860,2.590
2,0:15,1,10,BAL 45,10,7,Eli Manning pass incomplete deep right intended for Odell Beckham,2.590,2.590
2,0:08,1,10,BAL 45,10,7,Timeout #1 by Baltimore Ravens,2.590,2.040
2,0:08,2,10,BAL 45,10,7,Eli Manning pass incomplete short right intended for Sterling Shepard is intercepted by Will Davis at BAL-30,2.040,0.000
Quarter,Time,Down,ToGo,Location,BAL,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,10,7,"Justin Tucker kicks off 65 yards, touchback",0.000,0.610
3,15:00,1,10,NYG 25,10,7,Rashad Jennings right tackle for 3 yards (tackle by Za'Darius Smith),0.610,0.470
3,14:36,2,7,NYG 28,10,7,Eli Manning pass complete short left to Sterling Shepard for 10 yards (tackle by Tavon Young),0.470,1.470
3,14:18,1,10,NYG 38,10,7,Eli Manning pass incomplete short left intended for Larry Donnell,1.470,0.920
3,14:14,2,10,NYG 38,10,7,"Eli Manning pass incomplete short middle intended for Sterling Shepard. Penalty on Tavon Young: Defensive Pass Interference, 7 yards (no play)",0.920,1.930
3,14:11,1,10,NYG 45,10,7,Eli Manning pass complete short right to Odell Beckham for 11 yards (tackle by Zach Orr),1.930,2.650
3,13:54,1,10,BAL 44,10,7,Eli Manning pass complete short middle to Odell Beckham for 4 yards (tackle by Will Davis),2.650,2.650
3,13:29,2,6,BAL 40,10,7,Eli Manning pass complete short left to Sterling Shepard for 1 yard (tackle by Shareece Wright),2.650,2.080
3,13:00,3,5,BAL 39,10,7,Rashad Jennings middle for 2 yards (tackle by Zach Orr and Timmy Jernigan),2.080,0.790
3,12:29,4,3,BAL 37,10,7,Eli Manning pass complete short right to Sterling Shepard for 10 yards (tackle by Tavon Young),0.790,3.780
3,12:00,1,10,BAL 27,10,7,Eli Manning pass complete short right to Larry Donnell for 4 yards (tackle by Anthony Levine and Will Davis),3.780,3.770
3,11:36,2,6,BAL 23,10,7,Bobby Rainey right end for 4 yards (tackle by Zach Orr),3.770,3.640
3,11:18,3,2,BAL 19,10,7,Eli Manning pass complete short left to Victor Cruz for 17 yards (tackle by Shareece Wright),3.640,6.740
3,10:50,1,2,BAL 2,10,7,"Eli Manning pass incomplete short right intended for Odell Beckham. Penalty on Albert McClellan: Defensive Holding (Declined), Penalty on Will Davis: Defensive Pass Interference, 1 yards (no play)",6.740,6.970
3,10:44,1,1,BAL 1,10,7,Rashad Jennings right guard for -2 yards (tackle by Terrell Suggs and Michael Pierce),6.970,5.530
3,10:03,2,3,BAL 3,10,7,Eli Manning pass incomplete short left intended for Odell Beckham,5.530,4.720
3,9:56,3,3,BAL 3,10,7,Eli Manning pass incomplete short left intended for Roger Lewis (defended by Shareece Wright),4.720,3.040
3,9:50,4,3,BAL 3,10,10,Josh Brown 21 yard field goal good,3.040,3.000
3,9:50,,,NYG 35,10,10,"Josh Brown kicks off 65 yards, touchback",0.000,-0.610
3,9:48,1,10,BAL 25,10,10,Joe Flacco pass complete short right to Terrance West for 9 yards (tackle by Janoris Jenkins),0.610,1.280
3,9:13,2,1,BAL 34,10,10,Terrance West right guard for no gain (tackle by Landon Collins),1.280,0.560
3,8:33,3,1,BAL 34,10,10,Terrance West middle for 3 yards (tackle by Jonathan Casillas and Olivier Vernon),0.560,1.400
3,7:57,1,10,BAL 37,10,10,Joe Flacco pass incomplete short left intended for Breshad Perriman (defended by Janoris Jenkins),1.400,0.860
3,7:51,2,10,BAL 37,10,10,"Joe Flacco for 11 yards (tackle by Jonathan Casillas). Penalty on Alex Lewis: Offensive Holding, 10 yards (no play)",0.860,-0.490
3,7:33,2,20,BAL 27,10,10,"Penalty on Alex Lewis: False Start, 5 yards (no play)",-0.490,-1.170
3,7:16,2,25,BAL 22,10,10,Joe Flacco pass complete short right to Kenneth Dixon for 1 yard (tackle by Landon Collins),-1.170,-1.680
3,6:33,3,24,BAL 23,10,10,Joe Flacco pass complete short left to Kamar Aiken for 17 yards (tackle by Trevin Wade),-1.680,-0.720
3,6:03,4,7,BAL 40,10,10,"Sam Koch punts 55 yards, returned by Dwayne Harris for 6 yards (tackle by Marqueston Huff)",-0.720,0.370
3,5:51,1,10,NYG 11,10,10,Eli Manning pass complete short middle to Will Tye for 5 yards (tackle by Albert McClellan),-0.370,-0.300
3,5:23,2,5,NYG 16,10,10,Paul Perkins right tackle for 4 yards (tackle by Matt Judon),-0.300,-0.370
3,4:49,3,1,NYG 20,10,10,Eli Manning pass incomplete deep left intended for Sterling Shepard is intercepted by Tavon Young at NYG-43 and returned for 16 yards,-0.370,-3.780
3,4:36,1,10,NYG 27,10,10,"Joe Flacco pass incomplete deep middle intended for Mike Wallace (defended by Janoris Jenkins). Penalty on Terrance West: Offensive Holding, 10 yards (no play)",3.780,3.120
3,4:29,1,20,NYG 37,10,10,Terrance West right tackle for 1 yard (tackle by Damon Harrison and Jonathan Casillas),3.120,2.020
3,3:51,2,19,NYG 36,10,10,Joe Flacco pass complete short middle to Dennis Pitta for 11 yards (tackle by Andrew Adams and Jonathan Casillas),2.020,2.810
3,3:09,3,8,NYG 25,10,10,Joe Flacco pass complete short right to Dennis Pitta for 4 yards (tackle by Coty Sensabaugh and Trevin Wade),2.810,2.130
3,2:32,4,4,NYG 21,13,10,Justin Tucker 39 yard field goal good,2.130,3.000
3,2:32,,,BAL 35,13,10,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
3,2:22,1,10,NYG 25,13,16,"Eli Manning pass complete deep right to Odell Beckham for 75 yards, touchdown",0.610,7.000
3,2:22,,,BAL 25,13,17,"Josh Brown kicks extra point good. Penalty on Lawrence Guy: Unnecessary Roughness, 15 yards",0.000,0.000
3,2:22,,,NYG 25,13,17,"Josh Brown kicks off 50 yards, touchback",0.000,-0.610
3,2:10,1,10,BAL 25,13,17,"Joe Flacco pass complete deep right to Mike Wallace for 70 yards (tackle by Janoris Jenkins). Penalty on Janoris Jenkins: Face Mask (15 Yards), 2 yards",0.610,6.510
3,1:57,1,3,NYG 3,13,17,Terrance West right tackle for 2 yards (tackle by Devon Kennard and Landon Collins),6.510,5.910
3,1:19,2,1,NYG 1,13,17,Joe Flacco middle for no gain (tackle by Romeo Okwara and Robert Thomas),5.910,5.170
3,0:38,3,1,NYG 1,13,17,Terrance West left tackle for no gain (tackle by Janoris Jenkins and Jonathan Casillas),5.170,3.550
Quarter,Time,Down,ToGo,Location,BAL,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,NYG 1,13,17,Terrance West left end for -1 yards (tackle by Jonathan Casillas),3.550,0.380
4,14:55,1,10,NYG 2,13,17,Rashad Jennings right guard for 1 yard (tackle by Brandon Williams and Zach Orr),-0.380,-0.710
4,14:24,2,9,NYG 3,13,17,Eli Manning pass complete short middle to Rashad Jennings for 7 yards (tackle by Zach Orr and Albert McClellan),-0.710,-0.480
4,13:46,3,2,NYG 10,13,17,Eli Manning pass complete short left to Rashad Jennings for 9 yards (tackle by Albert McClellan),-0.480,0.150
4,13:12,1,10,NYG 19,13,17,Rashad Jennings left tackle for 1 yard (tackle by Albert McClellan and Zach Orr),0.150,-0.200
4,12:30,2,9,NYG 20,13,17,Eli Manning pass incomplete short left intended for Victor Cruz,-0.200,-0.940
4,12:24,3,9,NYG 20,13,17,Eli Manning pass complete short right to Larry Donnell for no gain,-0.940,-2.030
4,11:50,4,9,NYG 20,13,17,"Brad Wing punts 53 yards, fair catch by Lardarius Webb",-2.030,-0.740
4,11:42,1,10,BAL 27,13,17,Joe Flacco pass incomplete short middle intended for Dennis Pitta (defended by Kelvin Sheppard),0.740,0.200
4,11:37,2,10,BAL 27,13,17,Terrance West left tackle for 1 yard (tackle by Jonathan Casillas and Damon Harrison),0.200,-0.360
4,10:56,3,9,BAL 28,13,17,"Joe Flacco pass incomplete deep right intended for Mike Wallace. Penalty on Trevin Wade: Defensive Pass Interference, 42 yards (no play)",-0.360,3.580
4,10:48,1,10,NYG 30,13,17,Terrance West left end for 12 yards (tackle by Jason Pierre-Paul and Andrew Adams),3.580,4.370
4,10:09,1,10,NYG 18,13,17,Terrance West left end for 1 yard (tackle by Devon Kennard and Damon Harrison),4.370,3.940
4,9:31,2,9,NYG 17,13,17,Joe Flacco pass incomplete deep left intended for Dennis Pitta,3.940,3.170
4,9:25,3,9,NYG 17,13,17,Joe Flacco pass incomplete short right intended for Kyle Juszczyk,3.170,2.310
4,9:19,4,9,NYG 17,16,17,Justin Tucker 35 yard field goal good,2.310,3.000
4,9:19,,,BAL 35,16,17,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
4,9:14,1,10,NYG 25,16,17,Eli Manning pass complete deep left to Odell Beckham for 43 yards (tackle by Lardarius Webb),0.610,3.450
4,8:48,1,10,BAL 32,16,17,Bobby Rainey right tackle for -1 yards (tackle by Michael Pierce and Za'Darius Smith),3.450,2.770
4,8:13,2,11,BAL 33,16,17,Eli Manning pass complete short middle to Larry Donnell for 13 yards (tackle by Zach Orr and Eric Weddle),2.770,4.240
4,7:46,1,10,BAL 20,16,17,Bobby Rainey left guard for no gain (tackle by Terrell Suggs and Timmy Jernigan),4.240,3.690
4,7:16,2,10,BAL 20,16,17,Eli Manning sacked by Terrell Suggs for -6 yards,3.690,2.210
4,6:42,3,16,BAL 26,16,17,Eli Manning pass complete short middle to Odell Beckham for 12 yards (tackle by Lardarius Webb),2.210,2.580
4,6:04,4,4,BAL 14,16,20,Josh Brown 31 yard field goal good,2.580,3.000
4,6:04,,,NYG 35,16,20,"Josh Brown kicks off 65 yards, touchback",0.000,-0.610
4,5:54,1,10,BAL 25,16,20,Joe Flacco pass incomplete short middle intended for Breshad Perriman,0.610,0.060
4,5:49,2,10,BAL 25,16,20,Joe Flacco pass complete short left to Terrance West for 7 yards (tackle by Jonathan Casillas),0.060,0.060
4,5:07,2,10,BAL 25,16,20,Timeout #1 by Baltimore Ravens,0.060,0.300
4,5:07,3,3,BAL 32,16,20,Joe Flacco pass complete short left to Kyle Juszczyk for 2 yards (tackle by Janoris Jenkins and Jonathan Casillas),0.300,-1.110
4,4:24,4,1,BAL 34,16,20,Joe Flacco pass complete deep right to Kamar Aiken for 22 yards (tackle by Landon Collins),-1.110,2.650
4,3:47,1,10,NYG 44,16,20,Terrance West left tackle for 6 yards (tackle by Keenan Robinson),2.650,2.920
4,3:09,2,4,NYG 38,16,20,Joe Flacco pass complete short right to Kyle Juszczyk for no gain,2.920,2.210
4,2:23,3,4,NYG 38,16,20,"Joe Flacco pass incomplete deep right intended for Breshad Perriman (defended by Dominique Rodgers-Cromartie). Penalty on Dominique Rodgers-Cromartie: Defensive Pass Interference, 30 yards (no play)",2.210,5.370
4,2:14,1,8,NYG 8,16,20,Joe Flacco pass complete short right to Mike Wallace for 6 yards (tackle by Dominique Rodgers-Cromartie),5.370,5.720
4,2:11,2,2,NYG 2,16,20,Joe Flacco pass incomplete short right intended for Terrance West,5.720,5.720
4,2:08,2,2,NYG 2,16,20,Timeout #2 by Baltimore Ravens,5.720,4.950
4,2:08,3,2,NYG 2,22,20,"Terrance West left guard for 2 yards, touchdown",4.950,7.000
4,2:08,,,NYG 2,23,20,Justin Tucker kicks extra point good,0.000,0.000
4,2:08,,,BAL 35,23,20,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
4,2:04,1,10,NYG 25,23,20,Eli Manning pass incomplete short middle intended for Bobby Rainey,0.610,0.060
4,2:00,2,10,NYG 25,23,20,Eli Manning pass complete short middle to Larry Donnell for 6 yards (tackle by Kendrick Lewis),0.060,0.170
4,1:43,3,4,NYG 31,23,20,Eli Manning pass complete short right to Larry Donnell for 3 yards (tackle by Tavon Young),0.170,-1.110
4,1:36,4,1,NYG 34,23,26,"Eli Manning pass complete short middle to Odell Beckham for 66 yards, touchdown. Penalty on Odell Beckham: Unsportsmanlike Conduct, 15 yards",-1.110,7.000
4,1:36,,,BAL 34,23,27,Josh Brown kicks extra point good,0.000,0.000
4,1:36,,,NYG 20,23,27,"Josh Brown kicks off 74 yards, returned by Chris Moore for 26 yards (tackle by Kerry Wynn)",0.000,-1.070
4,1:19,1,10,BAL 32,23,27,Joe Flacco pass complete short middle to Kamar Aiken for 13 yards (tackle by Keenan Robinson),1.070,1.930
4,0:58,1,10,BAL 45,23,27,Joe Flacco pass complete short middle to Mike Wallace for 11 yards (tackle by Landon Collins),1.930,2.650
4,0:37,1,10,NYG 44,23,27,Joe Flacco pass complete short middle to Breshad Perriman for 5 yards (tackle by Leon Hall),2.650,2.650
4,0:32,1,10,NYG 44,23,27,Timeout #3 by Baltimore Ravens,2.650,2.780
4,0:32,2,5,NYG 39,23,27,Joe Flacco pass incomplete short right intended for Kyle Juszczyk (defended by Jason Pierre-Paul),2.780,2.080
4,0:27,3,5,NYG 39,23,27,Joe Flacco pass incomplete deep right intended for Mike Wallace,2.080,0.660
4,0:22,4,5,NYG 39,23,27,"Joe Flacco pass incomplete deep middle intended for Kamar Aiken (defended by Landon Collins). Penalty on Owamagbe Odighizuwa: Roughing the Passer, 15 yards (no play)",0.660,0.660
4,0:15,4,5,NYG 39,23,27,Timeout #1 by New York Giants,0.660,3.970
4,0:15,1,10,NYG 24,23,27,Joe Flacco pass incomplete deep right intended for Mike Wallace,3.970,3.430
4,0:11,2,10,NYG 24,23,27,Joe Flacco pass incomplete short right intended for Mike Wallace (defended by Dominique Rodgers-Cromartie),3.430,2.740
4,0:07,3,10,NYG 24,23,27,"Penalty on Joe Flacco: Delay of Game, 5 yards (no play)",2.740,2.080
4,0:07,3,15,NYG 29,23,27,Joe Flacco pass incomplete deep middle intended for Dennis Pitta (defended by Dominique Rodgers-Cromartie),2.080,1.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
