Quarter,Time,Down,ToGo,Location,HOU,MIA,Detail,EPB,EPA
2,0:17,2,10,HOU 11,0,27,Tua Tagovailoa sacked by Maliek Collins for -6 yards,4.140,2.790
2,0:02,3,16,HOU 17,0,27,Tua Tagovailoa spiked the ball,2.790,2.310
2,0:01,4,16,HOU 17,0,30,Jason Sanders 35 yard field goal good,2.310,3.000
Quarter,Time,Down,ToGo,Location,HOU,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,0,30,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIA 25,0,30,Jeff Wilson right end for 7 yards (tackle by Jalen Pitre),0.610,1.010
3,14:14,2,3,MIA 32,0,30,Myles Gaskin left end for -2 yards (tackle by Desmond King and Christian Kirksey),1.010,0.040
3,13:33,3,5,MIA 30,0,30,Tua Tagovailoa pass complete short left to Tyreek Hill for 16 yards (tackle by Tavierre Thomas),0.040,1.990
3,12:51,1,10,MIA 46,0,30,"Tua Tagovailoa pass short middle is intercepted by Jalen Pitre at HOU-42 and returned for no gain (tackle by Durham Smythe). Penalty on Steven Nelson: Defensive Pass Interference, 13 yards (accepted) (no play)",1.990,2.850
3,12:42,1,10,HOU 41,0,30,Tua Tagovailoa sacked by Mario Addison for -5 yards,2.850,1.630
3,11:59,2,15,HOU 46,0,30,Myles Gaskin right guard for 2 yards (tackle by Michael Dwumfour),1.630,1.220
3,11:21,3,13,HOU 44,0,30,Tua Tagovailoa sacked by Christian Kirksey for -8 yards,1.220,-0.190
3,10:51,4,21,MIA 48,0,30,"Thomas Morstead punts 45 yards, returned by Desmond King for 19 yards (tackle by Alec Ingold)",-0.190,-0.670
3,10:38,1,10,HOU 26,0,30,Brandin Cooks left end for 2 yards (tackle by Melvin Ingram),0.670,0.400
3,10:01,2,8,HOU 28,0,30,Kyle Allen pass complete short right to Chris Moore for 3 yards (tackle by Jaelan Phillips),0.400,0.100
3,9:17,3,5,HOU 31,0,30,Kyle Allen sacked by Jaelan Phillips for -4 yards,0.100,-1.570
3,8:36,4,9,HOU 27,0,30,"Cameron Johnston punts 43 yards, fair catch by Cedrick Wilson at MIA-30",-1.570,-0.940
3,8:29,1,10,MIA 30,0,30,Tua Tagovailoa sacked by Maliek Collins for -7 yards,0.940,-0.550
3,7:51,2,17,MIA 23,0,30,Myles Gaskin left tackle for 2 yards (tackle by Maliek Collins and Roy Lopez),-0.550,-0.960
3,7:08,3,15,MIA 25,0,30,Tua Tagovailoa pass complete short right to Jaylen Waddle for 5 yards (tackle by Tavierre Thomas),-0.960,-1.370
3,6:41,4,10,MIA 30,0,30,"Thomas Morstead punts 45 yards, returned by Desmond King for 11 yards (tackle by Elandon Roberts)",-1.370,-1.330
3,6:28,1,10,HOU 36,0,30,Dare Ogunbowale right tackle for 9 yards (tackle by Jerome Baker and Eric Rowe),1.330,2.010
3,5:47,2,1,HOU 45,0,30,Kyle Allen pass complete short right to Dare Ogunbowale for 6 yards (tackle by Andrew Van Ginkel),2.010,2.320
3,5:01,1,10,MIA 49,0,30,"Kyle Allen pass complete deep middle to Brandin Cooks for 17 yards (tackle by Jevon Holland). Penalty on Jevon Holland: Unnecessary Roughness / Defense, 15 yards (accepted)",2.320,4.440
3,4:36,1,10,MIA 17,0,30,Kyle Allen pass complete short left to Brandin Cooks for 3 yards,4.440,4.320
3,3:59,2,7,MIA 14,0,30,Kyle Allen pass complete short right to Jordan Akins for 11 yards (tackle by Elandon Roberts),4.320,6.510
3,3:22,1,3,MIA 3,6,30,"Dare Ogunbowale up the middle for 3 yards, touchdown",6.510,7.000
3,3:18,,,MIA 2,6,30,"Two Point Attempt: Dare Ogunbowale rushes, conversion fails.",1.000,-1.000
3,3:18,,,HOU 35,6,30,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,3:18,1,10,MIA 25,6,30,Jeff Wilson right guard for 3 yards (tackle by Jalen Reeves-Maybin),0.610,0.470
3,2:50,2,7,MIA 28,6,30,Jeff Wilson right tackle for 3 yards (tackle by Jalen Reeves-Maybin and Christian Kirksey),0.470,0.170
3,2:07,3,4,MIA 31,6,30,Skylar Thompson pass complete short right to Cedrick Wilson for 6 yards (tackle by Steven Nelson),0.170,1.400
3,1:29,1,10,MIA 37,6,30,Jeff Wilson up the middle for 9 yards (tackle by Jalen Pitre),1.400,2.070
3,0:53,2,1,MIA 46,6,30,Jeff Wilson right guard for 2 yards (tackle by Jake Hansen),2.070,2.130
3,0:16,1,10,MIA 48,6,30,"Skylar Thompson aborted snap, recovered by M.J. Stewart at 50 and returned for 2 yards",2.130,-2.260
3,0:11,1,10,MIA 50,6,30,Kyle Allen pass complete short right to Jordan Akins for 10 yards (tackle by Elandon Roberts),2.260,2.920
Quarter,Time,Down,ToGo,Location,HOU,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 40,6,30,"Penalty on Tytus Howard: False Start, 5 yards (accepted) (no play)",2.920,2.590
4,15:00,1,15,MIA 45,6,30,Kyle Allen pass complete short middle to Teagan Quitoriano for 13 yards (tackle by Jaelan Phillips),2.590,3.450
4,14:28,2,2,MIA 32,6,30,Dameon Pierce up the middle for 1 yard (tackle by Raekwon Davis),3.450,2.870
4,14:07,3,1,MIA 31,6,30,Kyle Allen up the middle for 2 yards (tackle by Elandon Roberts),2.870,3.640
4,13:37,1,10,MIA 29,6,30,Kyle Allen scrambles left end for 4 yards (tackle by Jaelan Phillips),3.640,3.640
4,12:56,2,6,MIA 25,12,30,"Kyle Allen pass complete short left to Jordan Akins for 25 yards, touchdown",3.640,7.000
4,12:46,,,MIA 2,12,30,Two Point Attempt: Kyle Allen pass incomplete intended for intended for Laremy Tunsil,1.000,-1.000
4,12:46,,,HOU 35,12,30,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,12:46,1,10,MIA 25,12,30,"Skylar Thompson pass incomplete short left intended for Jaylen Waddle (defended by Desmond King). Penalty on Desmond King: Defensive Pass Interference, 5 yards (accepted) (no play)",0.610,0.940
4,12:43,1,10,MIA 30,12,30,Myles Gaskin left tackle for 2 yards (tackle by Michael Dwumfour),0.940,0.660
4,12:08,2,8,MIA 32,12,30,Skylar Thompson pass incomplete short right intended for Jaylen Waddle,0.660,-0.030
4,12:02,3,8,MIA 32,12,30,Skylar Thompson pass incomplete short middle intended for Trent Sherfield,-0.030,-1.240
4,11:58,4,8,MIA 32,12,30,"Thomas Morstead punts 52 yards, returned by Tremon Smith for 17 yards (tackle by Thomas Morstead)",-1.240,-1.140
4,11:47,1,10,HOU 33,12,30,Kyle Allen pass complete deep left to Brandin Cooks for 39 yards,1.140,3.710
4,11:08,1,10,MIA 28,12,30,Kyle Allen pass incomplete short right intended for Nico Collins (defended by Christian Wilkins),3.710,3.170
4,11:05,2,10,MIA 28,12,30,Kyle Allen pass incomplete short left intended for Dare Ogunbowale (defended by Zach Sieler),3.170,2.480
4,11:01,3,10,MIA 28,12,30,Kyle Allen pass complete short middle to Nico Collins for 12 yards (tackle by Verone McKinley),2.480,4.510
4,10:32,1,10,MIA 16,12,30,Kyle Allen pass complete short left to Rex Burkhead for 5 yards (tackle by Jevon Holland),4.510,4.760
4,9:51,2,5,MIA 11,12,30,Dare Ogunbowale left guard for 1 yard (tackle by Zach Sieler and Bradley Chubb),4.760,4.170
4,9:09,3,4,MIA 10,12,30,Kyle Allen pass incomplete short right intended for Nico Collins,4.170,2.840
4,9:04,4,4,MIA 10,15,30,Ka'imi Fairbairn 28 yard field goal good,2.840,3.000
4,9:00,,,HOU 35,15,30,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,9:00,1,10,MIA 25,15,30,Skylar Thompson pass incomplete deep middle intended for Jaylen Waddle (defended by Steven Nelson),0.610,0.060
4,8:54,2,10,MIA 25,15,30,Skylar Thompson scrambles up the middle for 2 yards (tackle by Jake Hansen),0.060,-0.360
4,8:11,3,8,MIA 27,15,30,Skylar Thompson scrambles left end for 3 yards (tackle by Blake Cashman),-0.360,-1.370
4,7:28,4,5,MIA 30,15,30,"Thomas Morstead punts 55 yards, returned by Tremon Smith for 26 yards (tackle by Thomas Morstead and Andrew Van Ginkel)",-1.370,-1.660
4,7:12,1,10,HOU 41,15,30,"Kyle Allen pass complete short left to Brandin Cooks for no gain (tackle by Keion Crossen). Penalty on Teagan Quitoriano: Offensive Illegal Block Above the Waist, 10 yards (accepted)",1.660,1.000
4,6:43,1,20,HOU 31,15,30,Kyle Allen pass complete short left to Dameon Pierce for -2 yards (tackle by Christian Wilkins and Keion Crossen),1.000,-0.500
4,6:14,2,22,HOU 29,15,30,Kyle Allen pass complete short right to Nico Collins for 9 yards (tackle by Zach Sieler),-0.500,0.040
4,5:40,3,13,HOU 38,15,30,"Kyle Allen sacked by Jerome Baker for -9 yards. Kyle Allen fumbles (forced by Jerome Baker), recovered by A.J. Cann at HOU-29 (tackle by Zach Sieler)",0.040,-1.310
4,4:55,4,20,HOU 31,15,30,"Cameron Johnston punts 49 yards, returned by Cedrick Wilson for 1 yard",-1.310,-0.340
4,4:48,1,10,MIA 21,15,30,Jeff Wilson left guard for 5 yards (tackle by Jalen Reeves-Maybin and Kurt Hinish),0.340,0.480
4,4:41,,,,,,Timeout #1 by Houston Texans,,
4,4:41,2,5,MIA 26,15,30,Skylar Thompson sacked by Jake Hansen for -6 yards,0.480,-0.890
4,4:35,,,,,,Timeout #2 by Houston Texans,,
4,4:35,3,10,MIA 21,15,30,Skylar Thompson pass incomplete short right intended for Jeff Wilson,-0.890,-2.030
4,4:31,4,11,MIA 20,15,30,"Thomas Morstead punts 48 yards, returned by Desmond King for 8 yards (tackle by Andrew Van Ginkel)",-2.030,-1.600
4,4:20,1,10,HOU 40,15,30,Kyle Allen pass incomplete short left intended for Rex Burkhead (defended by Duke Riley),1.600,1.050
4,4:15,2,10,HOU 40,15,30,Kyle Allen pass incomplete short right intended for Phillip Dorsett,1.050,0.370
4,4:11,3,10,HOU 40,15,30,Kyle Allen pass complete short middle to Nico Collins for 9 yards (tackle by Eric Rowe),0.370,-0.130
4,3:43,4,1,HOU 49,15,30,Kyle Allen up the middle for 1 yard (tackle by Christian Wilkins and Duke Riley),-0.130,2.260
4,3:19,1,10,HOU 50,15,30,Kyle Allen pass complete short middle to Nico Collins for 6 yards (tackle by Jevon Holland and Duke Riley),2.260,2.520
4,2:55,2,4,MIA 44,15,30,Kyle Allen pass incomplete deep left,2.520,1.820
4,2:48,3,4,MIA 44,15,30,Kyle Allen pass intended for Chris Moore is intercepted by Verone McKinley at MIA-19 and returned for 17 yards (tackle by Teagan Quitoriano),1.820,-1.330
4,2:40,1,10,MIA 36,15,30,Myles Gaskin left guard for 3 yards (tackle by Jonathan Owens and Jerry Hughes),1.330,1.200
4,2:00,2,7,MIA 39,15,30,Myles Gaskin right tackle for 10 yards (tackle by Rasheem Green),1.200,2.190
4,1:52,,,,,,Timeout #3 by Houston Texans,,
4,1:52,1,10,MIA 49,15,30,Skylar Thompson kneels for no gain,2.190,1.650
4,1:10,2,10,MIA 49,15,30,Skylar Thompson kneels for no gain,1.650,0.960
4,0:37,3,10,MIA 49,15,30,Skylar Thompson kneels for no gain,0.960,-0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
