Quarter,Time,Down,ToGo,Location,MIA,SDG,Detail,EPB,EPA
2,3:13,4,10,SDG 11,7,10,"Mike Scifres punts 51 yards, returned by Davone Bess for 22 yards (tackle by Mike Windt). Penalty on Richard Goodman: Unsportsmanlike Conduct, 15 yards",-2.490,-3.910
2,2:59,1,10,SDG 25,7,10,Reggie Bush right end for -5 yards (tackle by Donald Butler),3.910,2.690
2,2:59,2,15,SDG 30,7,10,Matt Moore sacked by Larry English for -6 yards,2.690,1.220
2,2:00,3,21,SDG 36,7,10,Matt Moore pass complete short right to Brandon Marshall for 13 yards (tackle by Marcus Gilchrist and Dante Hughes),1.220,1.930
2,1:53,,,,7,10,Timeout #2 by San Diego Chargers,0.000,1.930
2,1:53,4,8,SDG 23,10,10,Dan Carpenter 41 yard field goal good,1.930,3.000
2,,,,MIA 35,10,10,"Dan Carpenter kicks off 74 yards, touchback",0.000,0.280
2,1:48,1,10,SDG 20,10,10,Philip Rivers pass complete short left to Mike Tolbert for 6 yards (tackle by Reshad Jones),0.280,0.540
2,1:42,2,4,SDG 26,10,10,Philip Rivers pass complete short left to Mike Tolbert for 19 yards (tackle by Nolan Carroll),0.540,1.930
2,1:19,1,10,SDG 45,10,10,"Philip Rivers pass complete short right to Mike Tolbert for 7 yards (tackle by Karlos Dansby). Mike Tolbert fumbles (forced by Karlos Dansby), recovered by Randy McMichael at MIA-48",1.930,2.330
2,0:40,2,3,MIA 48,10,10,Philip Rivers pass incomplete short right intended for Randy McMichael,2.330,1.620
2,0:34,3,3,MIA 48,10,10,Philip Rivers pass complete short left to Patrick Crayton for 3 yards (tackle by Sean Smith),1.620,2.590
2,0:28,,,,10,10,Timeout #3 by San Diego Chargers,0.000,2.590
2,0:28,1,10,MIA 45,10,10,Philip Rivers pass incomplete short left intended for Mike Tolbert,2.590,2.040
2,0:21,2,10,MIA 45,10,10,Philip Rivers for 15 yards (tackle by Karlos Dansby),2.040,3.580
2,0:12,1,10,MIA 30,10,13,Nick Novak 48 yard field goal good,3.580,3.000
2,,,,SDG 35,10,13,"Nick Novak kicks off 65 yards, touchback",0.000,0.280
2,0:07,1,10,MIA 20,10,13,Matt Moore kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,MIA,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,10,13,"Nick Novak kicks off 71 yards, returned by Edmond Gates for 25 yards (tackle by Darrell Stuckey)",0.000,0.150
3,14:56,1,10,MIA 19,10,13,Matt Moore pass incomplete short right intended for Anthony Fasano (defended by Takeo Spikes),0.150,-0.390
3,14:53,2,10,MIA 19,10,13,Reggie Bush up the middle for 6 yards (tackle by Antonio Garay and Donald Butler),-0.390,-0.290
3,14:09,3,4,MIA 25,10,13,Matt Moore pass incomplete short left intended for Brandon Marshall,-0.290,-1.700
3,14:05,4,4,MIA 25,10,13,"Brandon Fields punts 43 yards, returned by Patrick Crayton for 14 yards (tackle by Austin Spitler)",-1.700,-1.990
3,13:53,1,10,SDG 46,10,13,Ryan Mathews right end for 4 yards (tackle by Kevin Burnett),1.990,1.990
3,13:10,2,6,,10,13,"Ryan Mathews left end for -4 yards (tackle by Jared Odrick). Ryan Mathews fumbles (forced by Jared Odrick), recovered by Ryan Mathews at SDG-46",1.990,0.760
3,12:24,3,10,SDG 46,10,13,"Penalty on Jeromey Clary: False Start, 5 yards (no play)",0.760,0.100
3,12:01,3,15,SDG 41,10,13,Philip Rivers pass complete short middle to Vincent Brown for 20 yards (tackle by Yeremiah Bell and Reshad Jones),0.100,2.980
3,11:20,1,10,MIA 39,10,13,Philip Rivers sacked by Cameron Wake for -8 yards,2.980,1.360
3,10:45,2,18,MIA 47,10,13,Philip Rivers pass complete short left to Ryan Mathews for 42 yards (tackle by Yeremiah Bell),1.360,6.060
3,10:10,1,5,MIA 5,10,13,Mike Tolbert right tackle for 4 yards (tackle by Yeremiah Bell),6.060,5.910
3,9:35,2,1,MIA 1,10,13,Philip Rivers pass incomplete short left intended for Randy McMichael,5.910,5.170
3,9:28,3,1,MIA 1,10,19,"Mike Tolbert up the middle for 1 yard, touchdown",5.170,7.000
3,,,,MIA 2,10,20,Nick Novak kicks extra point good,0.000,0.000
3,,,,SDG 35,10,20,"Nick Novak kicks off 72 yards, touchback",0.000,0.280
3,9:24,1,10,MIA 20,10,20,Matt Moore pass complete short left to Brandon Marshall for 14 yards (tackle by Steve Gregory),0.280,1.200
3,9:10,1,10,MIA 34,10,20,Matt Moore pass incomplete deep left intended for Brandon Marshall,1.200,0.660
3,9:03,2,10,MIA 34,10,20,Matt Moore pass incomplete short middle intended for Davone Bess,0.660,-0.030
3,8:59,3,10,MIA 34,10,20,"Matt Moore pass incomplete deep right intended for Brian Hartline is intercepted by Eric Weddle at SDG-45. Penalty on Marcus Gilchrist: Defensive Pass Interference, 25 yards (no play)",-0.030,2.850
3,8:53,1,10,SDG 41,10,20,Matt Moore pass complete short left to Brandon Marshall for 14 yards (tackle by Antoine Cason),2.850,3.780
3,8:17,,,,10,20,Timeout #1 by Miami Dolphins,0.000,3.780
3,8:17,1,10,SDG 27,10,20,Steve Slaton up the middle for 2 yards (tackle by Antonio Garay and Takeo Spikes),3.780,3.500
3,7:40,2,8,SDG 25,10,20,Matt Moore pass incomplete deep right intended for Brandon Marshall (defended by Marcus Gilchrist),3.500,2.810
3,7:33,3,8,SDG 25,10,20,Matt Moore pass complete short left to Reggie Bush for 6 yards (tackle by Takeo Spikes and Eric Weddle),2.810,2.310
3,6:49,4,2,SDG 19,13,20,Dan Carpenter 37 yard field goal good,2.310,3.000
3,,,,MIA 35,13,20,"Dan Carpenter kicks off 70 yards, returned by Richard Goodman for 21 yards (tackle by Marlon Moore)",0.000,-0.140
3,6:41,1,10,SDG 16,13,20,Ryan Mathews up the middle for 20 yards (tackle by Yeremiah Bell and Nolan Carroll),-0.140,1.330
3,6:05,1,10,SDG 36,13,20,Ryan Mathews right end for 13 yards (tackle by Yeremiah Bell),1.330,2.190
3,5:31,1,10,SDG 49,13,20,Mike Tolbert up the middle for 11 yards (tackle by Yeremiah Bell),2.190,2.920
3,4:49,1,10,MIA 40,13,20,Mike Tolbert up the middle for 1 yard (tackle by Kendall Langford),2.920,2.510
3,4:12,2,9,MIA 39,13,20,Philip Rivers pass complete short right to Ryan Mathews for 5 yards (tackle by Cameron Wake and Reshad Jones),2.510,2.480
3,3:26,3,4,MIA 34,13,20,"Philip Rivers pass complete deep right to Malcom Floyd for 29 yards (tackle by Sean Smith). Penalty on Malcom Floyd: Illegal Touch Pass, 5 yards (no play)",2.480,1.820
3,2:59,3,9,MIA 39,13,20,"Philip Rivers pass incomplete deep left intended for Malcom Floyd. Penalty on Yeremiah Bell: Defensive Pass Interference, 26 yards (no play)",1.820,4.710
3,2:53,1,10,MIA 13,13,20,Mike Tolbert up the middle for -3 yards (tackle by Igor Olshansky and Nolan Carroll),4.710,3.620
3,2:08,2,13,MIA 16,13,20,Philip Rivers pass incomplete,3.620,2.970
3,2:02,3,13,MIA 16,13,20,Philip Rivers pass complete short left to Mike Tolbert for 11 yards (tackle by Yeremiah Bell),2.970,3.030
3,1:17,4,2,MIA 5,13,23,Nick Novak 23 yard field goal good,3.030,3.000
3,,,,SDG 35,13,23,"Nick Novak kicks off 65 yards, touchback",0.000,0.280
3,1:14,1,10,MIA 20,13,23,Reggie Bush up the middle for 1 yard (tackle by Vaughn Martin),0.280,-0.130
3,0:37,2,9,MIA 21,13,23,Matt Moore sacked by Larry English for -4 yards,-0.130,-1.510
3,0:03,3,13,MIA 17,13,23,Matt Moore pass complete short right to Lex Hilliard for 18 yards (tackle by Marcus Gilchrist and Eric Weddle),-1.510,1.270
Quarter,Time,Down,ToGo,Location,MIA,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 35,13,23,Matt Moore pass complete short left to Brian Hartline for 10 yards (tackle by Eric Weddle),1.270,1.930
4,14:34,1,10,MIA 45,13,23,Matt Moore pass complete short right to Brandon Marshall for 5 yards (tackle by Marcus Gilchrist),1.930,2.060
4,14:09,2,5,,13,23,Lex Hilliard right end for 4 yards (tackle by Steve Gregory),2.060,1.880
4,13:28,3,1,SDG 46,13,23,Reggie Bush up the middle for 5 yards (tackle by Donald Butler and Vaughn Martin),1.880,2.850
4,12:55,1,10,SDG 41,13,23,Matt Moore pass complete short left to Davone Bess for 3 yards (tackle by Antoine Cason and Dante Hughes),2.850,2.710
4,12:27,2,7,SDG 38,13,23,Lex Hilliard up the middle for 4 yards (tackle by Takeo Spikes and Dante Hughes),2.710,2.540
4,11:42,3,3,SDG 34,13,23,Matt Moore pass incomplete short right intended for Davone Bess,2.540,1.090
4,11:38,4,3,SDG 34,16,23,Dan Carpenter 51 yard field goal good,1.090,3.000
4,,,,MIA 35,16,23,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
4,11:34,1,10,SDG 20,16,23,Ryan Mathews up the middle for 7 yards (tackle by Yeremiah Bell),0.280,0.680
4,10:54,2,3,SDG 27,16,23,Ryan Mathews up the middle for 1 yard (tackle by Randy Starks),0.680,0.100
4,10:24,3,2,SDG 28,16,23,"Penalty on Patrick Crayton: False Start, 5 yards (no play)",0.100,-0.560
4,10:02,3,7,SDG 23,16,23,Philip Rivers right end for 7 yards (tackle by Yeremiah Bell),-0.560,0.940
4,9:14,1,10,SDG 30,16,23,Ryan Mathews left tackle for 5 yards (tackle by Marvin Mitchell and Igor Olshansky),0.940,1.070
4,8:31,2,5,SDG 35,16,23,Philip Rivers pass complete short left to Randy McMichael for 10 yards (tackle by Yeremiah Bell),1.070,1.930
4,7:47,1,10,SDG 45,16,23,Philip Rivers pass complete short right to Randy McMichael for 17 yards (tackle by Yeremiah Bell),1.930,3.050
4,7:01,1,10,MIA 38,16,23,Ryan Mathews right guard for 2 yards (tackle by Jason Trusnik),3.050,2.780
4,6:17,2,8,MIA 36,16,23,Philip Rivers pass incomplete short left intended for Kory Sperry (defended by Paul Soliai),2.780,2.080
4,6:12,3,8,MIA 36,16,23,Philip Rivers pass complete short right to Malcom Floyd for 11 yards (tackle by Nate Jones),2.080,3.910
4,5:26,1,10,MIA 25,16,23,Philip Rivers pass incomplete short right intended for Randy McMichael,3.910,3.360
4,5:20,2,10,MIA 25,16,23,Ryan Mathews up the middle for 5 yards (tackle by Yeremiah Bell),3.360,3.340
4,4:36,3,5,MIA 20,16,23,Philip Rivers pass incomplete short middle intended for Mike Tolbert,3.340,2.170
4,4:32,4,5,MIA 20,16,26,Nick Novak 38 yard field goal good,2.170,3.000
4,,,,SDG 35,16,26,"Nick Novak kicks off 69 yards, returned by Edmond Gates for 28 yards (tackle by Jacob Hester)",0.000,0.540
4,4:22,1,10,MIA 24,16,26,Matt Moore pass complete short middle to Brian Hartline for 3 yards (tackle by Takeo Spikes),0.540,0.400
4,3:58,2,7,MIA 27,16,26,Matt Moore pass complete short left to Anthony Fasano for 9 yards (tackle by Antoine Cason),0.400,1.330
4,3:33,1,10,MIA 36,16,26,Matt Moore pass incomplete deep right intended for Brian Hartline,1.330,0.790
4,3:28,2,10,MIA 36,16,26,Matt Moore sacked by Takeo Spikes for -8 yards,0.790,-0.960
4,3:04,3,18,MIA 28,16,26,Matt Moore pass incomplete deep right intended for Anthony Fasano is intercepted by Eric Weddle at MIA-47 and returned for 20 yards (tackle by Brian Hartline),-0.960,-3.780
4,2:53,1,10,MIA 27,16,26,Ryan Mathews right end for 2 yards (tackle by Jimmy Wilson),3.780,3.500
4,2:47,,,,16,26,Timeout #2 by Miami Dolphins,0.000,3.500
4,2:47,2,8,MIA 25,16,26,Ryan Mathews right tackle for 4 yards (tackle by Yeremiah Bell and Jimmy Wilson),3.500,3.340
4,2:42,,,,16,26,Timeout #3 by Miami Dolphins,0.000,3.340
4,2:42,3,4,MIA 21,16,26,Ryan Mathews up the middle for 6 yards (tackle by Kendall Langford),3.340,4.580
4,2:00,1,10,MIA 15,16,26,Philip Rivers kneels for -2 yards,4.580,3.680
4,1:19,2,12,MIA 17,16,26,Philip Rivers kneels for -1 yards,3.680,2.890
4,0:37,3,13,MIA 18,16,26,Philip Rivers kneels for -1 yards,2.890,2.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
