Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
1,6:00,4,11,CIN 39,3,0,"Brett Kern punts 27 yards, fair catch by Trent Taylor at CIN-12",,
1,5:52,1,10,CIN 12,3,0,Joe Mixon up the middle for 1 yard (tackle by Harold Landry),,
1,5:17,2,9,CIN 13,3,0,Joe Burrow pass complete short left to Ja'Marr Chase for 57 yards (tackle by Zach Cunningham),,
1,4:26,1,10,TEN 30,3,0,Ja'Marr Chase left end for 2 yards (tackle by Jeffery Simmons),,
1,3:45,2,8,TEN 28,3,0,Joe Burrow sacked by Denico Autry for -6 yards,,
1,3:01,3,14,TEN 34,3,0,Joe Burrow pass complete short right to Tee Higgins for 7 yards (tackle by Dane Cruikshank),,
1,2:15,4,7,TEN 27,6,0,Evan McPherson 45 yard field goal good,,
1,2:11,,,CIN 35,6,0,"Evan McPherson kicks off 65 yards, touchback.",,
1,2:11,1,10,TEN 25,6,0,D'Onta Foreman left guard for 2 yards (tackle by Markus Bailey and D.J. Reader),,
1,1:33,2,8,TEN 27,6,0,Ryan Tannehill pass complete short left to Julio Jones for 13 yards (tackle by Germaine Pratt and Chidobe Awuzie),,
1,0:56,1,10,TEN 40,6,0,Ryan Tannehill pass incomplete deep right intended for A.J. Brown,,
1,0:50,2,10,TEN 40,6,0,Ryan Tannehill pass complete short right to Chester Rogers for 3 yards (tackle by Logan Wilson),,
1,0:07,3,7,TEN 43,6,0,Ryan Tannehill scrambles left end for 4 yards (tackle by Tre Flowers and Trey Hendrickson),,
Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,3,TEN 47,6,0,"Brett Kern punts 41 yards, fair catch by Trent Taylor at CIN-12",,
2,14:52,1,10,CIN 12,6,0,Joe Mixon right tackle for 5 yards (tackle by Bud Dupree and David Long),,
2,14:19,2,5,CIN 17,6,0,Joe Burrow pass incomplete short right intended for Ja'Marr Chase,,
2,14:15,,,,,,Timeout #1 by Cincinnati Bengals,,
2,14:15,3,5,CIN 17,6,0,Joe Burrow pass complete deep left to Tee Higgins for 19 yards (tackle by Kristian Fulton),,
2,13:40,1,10,CIN 36,6,0,Joe Mixon right end for -3 yards (tackle by David Long and Denico Autry),,
2,12:57,2,13,CIN 33,6,0,Joe Mixon up the middle for no gain (tackle by Zach Cunningham),,
2,12:12,3,13,CIN 33,6,0,Joe Burrow pass complete short right to C.J. Uzomah for 7 yards (tackle by Kevin Byard and Dane Cruikshank),,
2,11:30,4,6,CIN 40,6,0,"Kevin Huber punts 39 yards, returned by Chester Rogers for 5 yards (tackle by Markus Bailey). Penalty on Racey McMath: Offensive Holding, 10 yards (accepted)",,
2,11:17,1,10,TEN 16,6,0,Ryan Tannehill pass complete deep right to A.J. Brown for 41 yards (tackle by Jessie Bates),,
2,10:35,1,10,CIN 43,6,0,Derrick Henry left guard for 3 yards (tackle by Zach Kerr),,
2,10:07,2,7,CIN 40,6,0,Derrick Henry right tackle for 4 yards (tackle by Jessie Bates and Eli Apple),,
2,9:22,3,3,CIN 36,6,0,Ryan Tannehill pass complete short left to Dontrell Hilliard for 3 yards (tackle by Chidobe Awuzie),,
2,8:36,1,10,CIN 33,6,0,Derrick Henry left guard for 6 yards (tackle by Logan Wilson),,
2,7:58,2,4,CIN 27,6,0,Ryan Tannehill pass complete short right to Julio Jones for 13 yards (tackle by Vonn Bell),,
2,7:27,1,10,CIN 14,6,0,Ryan Tannehill pass complete short right to A.J. Brown for 8 yards (tackle by Logan Wilson),,
2,6:53,2,2,CIN 6,6,0,Derrick Henry up the middle for 3 yards (tackle by D.J. Reader),,
2,6:12,1,3,CIN 3,6,6,"Derrick Henry left tackle for 3 yards, touchdown",,
2,6:07,,,CIN 15,6,6,"Penalty on CIN: Defensive Too Many Men on Field, 1 yard (accepted) (no play)",,
2,6:07,1,1,CIN 2,6,6,"Two Point Attempt: Derrick Henry rushes, conversion fails.",,
2,6:07,,,TEN 35,6,6,"Randy Bullock kicks off 65 yards, touchback.",,
2,6:07,1,10,CIN 25,6,6,Joe Burrow pass incomplete short middle intended for Tyler Boyd (defended by Denico Autry),,
2,6:03,2,10,CIN 25,6,6,Joe Burrow pass complete short middle to Tyler Boyd for 7 yards (tackle by David Long),,
2,5:16,,,,,,Timeout #2 by Cincinnati Bengals,,
2,5:16,3,3,CIN 32,6,6,Joe Burrow pass complete short left to C.J. Uzomah for 6 yards (tackle by Amani Hooker),,
2,4:38,1,10,CIN 38,6,6,Joe Mixon left tackle for 1 yard (tackle by Jeffery Simmons and Zach Cunningham),,
2,3:54,2,9,CIN 39,6,6,Joe Burrow pass complete short right to Tee Higgins for 15 yards (tackle by Jackrabbit Jenkins),,
2,3:15,1,10,TEN 46,6,6,Joe Burrow pass complete short right to Joe Mixon for 4 yards (tackle by Kevin Byard),,
2,2:35,2,6,TEN 42,6,6,Joe Burrow pass complete short middle to Tee Higgins for 22 yards (tackle by Amani Hooker),,
2,2:00,1,10,TEN 21,6,6,Joe Burrow sacked by David Long for no gain,,
2,1:54,,,,,,Timeout #2 by Tennessee Titans,,
2,1:54,2,9,TEN 20,6,6,Joe Burrow pass complete short left to C.J. Uzomah for 1 yard (tackle by Zach Cunningham),,
2,1:47,,,,,,Timeout #2 by Tennessee Titans,,
2,1:47,3,9,TEN 19,6,6,"Penalty on Isaiah Prince: False Start, 5 yards (accepted) (no play)",,
2,1:47,3,14,TEN 24,6,6,Joe Burrow sacked by Jeffery Simmons for -12 yards,,
2,1:40,,,,,,Timeout #3 by Tennessee Titans,,
2,1:40,4,26,TEN 36,9,6,Evan McPherson 54 yard field goal good,,
2,1:35,,,CIN 35,9,6,"Evan McPherson kicks off 65 yards, returned by Dontrell Hilliard for 26 yards (tackle by Markus Bailey)",,
2,1:30,1,10,TEN 26,9,6,Ryan Tannehill pass incomplete short right intended for A.J. Brown,,
2,1:26,2,10,TEN 26,9,6,Ryan Tannehill pass incomplete short left intended for Anthony Firkser (defended by Tre Flowers),,
2,1:19,3,10,TEN 26,9,6,Ryan Tannehill scrambles left end for 8 yards (tackle by B.J. Hill),,
2,1:07,,,,,,Timeout #3 by Cincinnati Bengals,,
2,1:07,4,2,TEN 34,9,6,"Brett Kern punts 48 yards, fair catch by Trent Taylor at CIN-18",,
2,1:02,1,10,CIN 18,9,6,Joe Burrow pass complete short left to Joe Mixon for 5 yards (tackle by Kristian Fulton),,
2,0:56,2,5,CIN 23,9,6,Joe Burrow pass incomplete short right intended for Tee Higgins (defended by Jackrabbit Jenkins),,
2,0:49,3,5,CIN 23,9,6,Joe Burrow pass complete short right to Tyler Boyd for 10 yards (tackle by Buster Skrine),,
2,0:29,1,10,CIN 33,9,6,Joe Burrow pass complete short middle to Joe Mixon for 11 yards (tackle by Jayon Brown and Amani Hooker),,
2,0:14,1,10,CIN 44,9,6,Joe Burrow spiked the ball,,
2,0:13,2,10,CIN 44,9,6,Joe Burrow pass incomplete deep right,,
2,0:04,3,10,CIN 44,9,6,Joe Burrow pass complete short middle to C.J. Uzomah for 32 yards (tackle by Chris Jackson),,
Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,9,6,"Randy Bullock kicks off 61 yards, returned by Chris Evans for 31 yards (tackle by Matthias Farley)",,
3,14:53,1,10,CIN 35,9,6,Joe Burrow pass complete short middle to Joe Mixon for 7 yards (tackle by Zach Cunningham),,
3,14:16,2,3,CIN 42,9,6,Joe Mixon right end for 2 yards (tackle by Zach Cunningham and Jackrabbit Jenkins),,
3,13:34,3,1,CIN 44,9,6,Joe Burrow pass complete short left to Tee Higgins for 12 yards (tackle by Kristian Fulton),,
3,12:55,1,10,TEN 44,9,6,Joe Mixon left end for 6 yards (tackle by David Long and Amani Hooker),,
3,12:12,2,4,TEN 38,9,6,Joe Mixon right tackle for 10 yards (tackle by Jeffery Simmons and Amani Hooker),,
3,11:34,1,10,TEN 28,9,6,Joe Burrow sacked by Jeffery Simmons for -6 yards,,
3,10:53,2,16,TEN 34,9,6,Joe Burrow pass complete short middle to C.J. Uzomah for 11 yards (tackle by Kristian Fulton),,
3,10:25,3,5,TEN 23,9,6,Joe Burrow scrambles up the middle for 7 yards (tackle by Jayon Brown),,
3,9:41,1,10,TEN 16,15,6,"Joe Mixon up the middle for 16 yards, touchdown",,
3,9:34,,,TEN 15,16,6,Evan McPherson kicks extra point good,,
3,9:34,,,CIN 35,16,6,"Evan McPherson kicks off 65 yards, touchback.",,
3,9:34,1,10,TEN 25,16,6,Derrick Henry left end for 9 yards (tackle by Jessie Bates),,
3,8:58,2,1,TEN 34,16,6,Derrick Henry left tackle for 3 yards (tackle by D.J. Reader),,
3,8:14,1,10,TEN 37,16,6,Derrick Henry left tackle for 9 yards (tackle by Vonn Bell),,
3,7:38,2,1,TEN 46,16,6,D'Onta Foreman up the middle for 45 yards (tackle by Mike Hilton),,
3,6:48,1,9,CIN 9,16,6,"Ryan Tannehill pass short right intended for Chester Rogers is intercepted by Mike Hilton at CIN-20 and returned for 19 yards (tackle by Ryan Tannehill). Penalty on Eli Apple: Unsportsmanlike Conduct / Offense, 15 yards (accepted)",,
3,6:41,1,10,CIN 24,16,6,Joe Mixon left tackle for 1 yard (tackle by Zach Cunningham and Jeffery Simmons),,
3,6:02,2,9,CIN 25,16,6,Joe Burrow pass complete short left to Ja'Marr Chase for 4 yards (tackle by Kristian Fulton and Elijah Molden),,
3,5:13,3,5,CIN 29,16,6,Joe Burrow pass incomplete short left intended for Tee Higgins (defended by Amani Hooker),,
3,5:09,4,5,CIN 29,16,6,"Kevin Huber punts 43 yards, returned by Chester Rogers for no gain (tackle by Tre Flowers)",,
3,5:00,1,10,TEN 28,16,6,Derrick Henry left tackle for 5 yards (tackle by B.J. Hill),,
3,4:34,2,5,TEN 33,16,6,Derrick Henry left tackle for 5 yards (tackle by B.J. Hill),,
3,3:44,1,10,TEN 38,16,6,Ryan Tannehill pass complete deep middle to A.J. Brown for 40 yards (tackle by Eli Apple),,
3,3:01,1,10,CIN 22,16,6,Derrick Henry left guard for 1 yard (tackle by Logan Wilson),,
3,2:21,2,9,CIN 21,16,6,Ryan Tannehill pass incomplete short middle intended for A.J. Brown,,
3,2:17,,,,,,Timeout #1 by Tennessee Titans,,
3,2:17,3,9,CIN 21,16,6,Ryan Tannehill pass complete short left to Dontrell Hilliard for 5 yards (tackle by Germaine Pratt and Logan Wilson),,
3,1:40,4,4,CIN 16,16,9,Randy Bullock 34 yard field goal good,,
3,1:36,,,TEN 35,16,9,"Randy Bullock kicks off 57 yards, returned by Chris Evans for 32 yards (tackle by Amani Hooker)",,
3,1:28,1,10,CIN 40,16,9,"Joe Burrow pass short left intended for Samaje Perine is intercepted by Amani Hooker at CIN-42 and returned for 15 yards (tackle by Samaje Perine) Replay Assistant challenged the pass interception ruling, and the play was upheld.",,
3,1:19,1,10,CIN 27,16,9,Derrick Henry right tackle for -1 yards (tackle by Sam Hubbard),,
3,0:42,2,11,CIN 28,16,9,"Penalty on Ben Jones: False Start, 5 yards (accepted) (no play)",,
3,0:22,2,16,CIN 33,16,15,"Ryan Tannehill pass complete deep right to A.J. Brown for 33 yards, touchdown",,
3,0:15,,,CIN 15,16,16,Randy Bullock kicks extra point good,,
3,0:15,,,TEN 35,16,16,"Randy Bullock kicks off 64 yards, returned by Chris Evans for 19 yards (tackle by Chris Jackson)",,
3,0:09,1,10,CIN 20,16,16,Joe Burrow pass complete short middle to C.J. Uzomah for 7 yards (tackle by Zach Cunningham and David Long),,
Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,CIN 27,16,16,Joe Mixon right end for 13 yards (tackle by Kevin Byard),,
4,14:20,1,10,CIN 40,16,16,Joe Burrow pass complete short right to Ja'Marr Chase for 21 yards (tackle by Amani Hooker),,
4,13:36,1,10,TEN 39,16,16,Joe Mixon left guard for -1 yards (tackle by Zach Cunningham and Kyle Peko),,
4,12:52,2,11,TEN 40,16,16,Joe Burrow pass complete short left to Ja'Marr Chase for 8 yards (tackle by Harold Landry and Elijah Molden),,
4,12:13,3,3,TEN 32,16,16,Joe Burrow sacked by Bud Dupree for -16 yards,,
4,11:26,4,19,TEN 48,16,16,"Kevin Huber punts 31 yards, fair catch by Chester Rogers at TEN-17",,
4,11:18,1,10,TEN 17,16,16,D'Onta Foreman right guard for 9 yards (tackle by Jessie Bates),,
4,10:44,2,1,TEN 26,16,16,D'Onta Foreman up the middle for 10 yards (tackle by Sam Hubbard),,
4,10:05,1,10,TEN 36,16,16,Ryan Tannehill pass complete deep left to A.J. Brown for 20 yards (tackle by Chidobe Awuzie),,
4,9:20,1,10,CIN 44,16,16,Ryan Tannehill pass complete short left to Julio Jones for 6 yards,,
4,8:49,2,4,CIN 38,16,16,Ryan Tannehill pass complete short left to Julio Jones for 3 yards (tackle by Germaine Pratt),,
4,8:06,3,1,CIN 35,16,16,Ryan Tannehill up the middle for no gain (tackle by Cameron Sample),,
4,7:21,4,1,CIN 35,16,16,Derrick Henry up the middle for -2 yards (tackle by Logan Wilson and Markus Bailey),,
4,7:16,1,10,CIN 37,16,16,Joe Burrow sacked by and Harold Landry for -7 yards and Kyle Peko for -7 yards,,
4,6:34,2,17,CIN 30,16,16,Joe Burrow pass complete short right to Tee Higgins for 13 yards (tackle by David Long),,
4,5:49,3,4,CIN 43,16,16,Joe Burrow pass complete short middle to C.J. Uzomah for 7 yards (tackle by Dane Cruikshank),,
4,5:08,1,10,TEN 50,16,16,"Penalty on Joe Mixon: False Start, 5 yards (accepted) (no play)",,
4,5:08,1,15,CIN 45,16,16,Chris Evans left guard for 4 yards (tackle by Kristian Fulton and Zach Cunningham),,
4,4:21,2,11,CIN 49,16,16,Joe Burrow pass complete short middle to Joe Mixon for 3 yards (tackle by David Long),,
4,3:38,3,8,TEN 48,16,16,Joe Burrow sacked by Jeffery Simmons for -10 yards,,
4,2:52,4,18,CIN 42,16,16,"Kevin Huber punts 42 yards, returned by Chester Rogers for no gain (tackle by Tre Flowers)",,
4,2:43,1,10,TEN 16,16,16,Derrick Henry right end for 3 yards (tackle by Chidobe Awuzie),,
4,2:00,2,7,TEN 19,16,16,Ryan Tannehill pass complete short middle to Julio Jones for 16 yards (tackle by Eli Apple and Logan Wilson),,
4,1:46,,,,,,Timeout #1 by Cincinnati Bengals,,
4,1:46,1,10,TEN 35,16,16,Derrick Henry left tackle for no gain (tackle by D.J. Reader),,
4,1:08,2,10,TEN 35,16,16,Ryan Tannehill pass complete short middle to Dontrell Hilliard for 5 yards (tackle by Logan Wilson),,
4,0:28,3,5,TEN 40,16,16,Ryan Tannehill pass short left (defended by Eli Apple) intended for Nick Westbrook-Ikhine is intercepted by Logan Wilson at CIN-47 and returned for no gain (tackle by Anthony Firkser),,
4,0:20,1,10,CIN 47,16,16,Joe Burrow pass complete deep right to Ja'Marr Chase for 19 yards,,
4,0:15,1,10,TEN 34,16,16,Joe Mixon up the middle for 2 yards (tackle by Harold Landry),,
4,0:09,,,,,,Timeout #2 by Cincinnati Bengals,,
4,0:09,,,,,,Timeout #2 by Tennessee Titans,,
4,0:09,2,8,TEN 32,16,16,Joe Burrow right guard for -2 yards,,
4,0:04,,,,,,Timeout #3 by Cincinnati Bengals,,
4,0:04,3,10,TEN 34,19,16,Evan McPherson 52 yard field goal good,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
