Quarter,Time,Down,ToGo,Location,NYJ,PIT,Detail,EPB,EPA
2,2:42,1,10,PIT 23,10,7,Ben Roethlisberger pass complete short left to Antonio Brown for -1 yards (tackle by Bart Scott),0.480,-0.200
2,2:11,2,11,PIT 22,10,7,Ben Roethlisberger pass complete short middle to Matt Spaeth for 13 yards (tackle by Darrelle Revis),-0.200,1.270
2,2:00,1,10,PIT 35,10,7,"Ben Roethlisberger pass incomplete short left intended for Emmanuel Sanders. Penalty on Antonio Cromartie: Defensive Holding, 5 yards (no play)",1.270,1.600
2,1:55,1,10,PIT 40,10,7,Ben Roethlisberger pass complete short right to Matt Spaeth for 5 yards (tackle by Antonio Cromartie),1.600,1.730
2,1:26,2,5,PIT 45,10,7,Ben Roethlisberger pass complete short right to Mike Wallace for 16 yards (tackle by Antonio Cromartie),1.730,2.980
2,1:18,1,10,NYJ 39,10,7,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 5 yards (tackle by Drew Coleman and Dwight Lowery),2.980,3.120
2,1:09,,,,10,7,Timeout #1 by Pittsburgh Steelers,0.000,3.120
2,1:09,2,5,NYJ 34,10,7,"Penalty on Jason Taylor: Neutral Zone Infraction, 4 yards (no play)",3.120,3.660
2,1:09,2,1,NYJ 30,10,7,Rashard Mendenhall right guard for 6 yards (tackle by Calvin Pace),3.660,3.970
2,0:52,1,10,NYJ 24,10,7,Ben Roethlisberger pass incomplete deep right intended for Mike Wallace,3.970,3.430
2,0:48,2,10,NYJ 24,10,7,Ben Roethlisberger pass incomplete short left intended for Emmanuel Sanders,3.430,2.740
2,0:43,3,10,NYJ 24,10,7,Ben Roethlisberger pass incomplete deep right intended for Emmanuel Sanders,2.740,1.870
2,0:38,4,10,NYJ 24,10,10,Shaun Suisham 42 yard field goal good,1.870,3.000
2,,,,PIT 30,10,10,"Shaun Suisham kicks off 44 yards, returned by Robert Turner for 11 yards (tackle by Arnaz Battle)",0.000,1.400
2,0:29,1,10,NYJ 37,10,10,Mark Sanchez pass complete short middle to Braylon Edwards for 6 yards (tackle by Lawrence Timmons),1.400,1.670
2,0:09,2,4,NYJ 43,10,10,Mark Sanchez pass complete short right to LaDainian Tomlinson for 6 yards (tackle by Lawrence Timmons),1.670,2.190
2,0:03,,,,10,10,Timeout #2 by New York Jets,0.000,2.190
2,0:03,1,10,NYJ 49,10,10,Mark Sanchez pass incomplete short right intended for Braylon Edwards,2.190,1.650
Quarter,Time,Down,ToGo,Location,NYJ,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,10,10,"Nick Folk kicks off 47 yards, returned by Antonio Brown for 3 yards (tackle by Emanuel Cook)",0.000,0.670
3,14:58,1,10,PIT 26,10,10,Ben Roethlisberger pass complete short right to Mike Wallace for 4 yards (tackle by Brodney Pool),0.670,0.670
3,14:18,2,6,PIT 30,10,10,Rashard Mendenhall middle for 6 yards (tackle by Sione Pouha),0.670,1.330
3,13:33,1,10,PIT 36,10,10,Ben Roethlisberger pass complete deep middle to Mike Wallace for 23 yards (tackle by Dwight Lowery),1.330,2.850
3,12:51,1,10,NYJ 41,10,10,Rashard Mendenhall right end for 4 yards (tackle by Antonio Cromartie),2.850,2.850
3,12:04,2,6,NYJ 37,10,10,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 4 yards (tackle by Drew Coleman),2.850,2.680
3,11:20,3,2,NYJ 33,10,10,Ben Roethlisberger pass complete short right to Mike Wallace for 8 yards (tackle by Calvin Pace),2.680,3.910
3,10:35,1,10,NYJ 25,10,10,Rashard Mendenhall right end for 21 yards (tackle by Darrelle Revis),3.910,6.280
3,9:46,1,4,NYJ 4,10,10,Rashard Mendenhall middle for 2 yards (tackle by David Harris),6.280,5.720
3,9:07,2,2,NYJ 2,10,16,"Rashard Mendenhall middle for 2 yards, touchdown",5.720,7.000
3,,,,NYJ 2,10,17,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,PIT 30,10,17,"Shaun Suisham kicks off 61 yards, returned by Brad Smith for 25 yards (tackle by Emmanuel Sanders)",0.000,1.200
3,8:57,1,10,NYJ 34,10,17,Mark Sanchez pass complete short left to Shonn Greene for 5 yards (tackle by James Harrison),1.200,1.330
3,8:21,2,5,NYJ 39,10,17,Shonn Greene right tackle for 4 yards (tackle by LaMarr Woodley),1.330,1.160
3,7:46,3,1,NYJ 43,10,17,Mark Sanchez pass complete short left to Dustin Keller for 11 yards (tackle by Ryan Clark),1.160,2.520
3,7:06,1,10,PIT 46,10,17,"Mark Sanchez pass complete short right to Braylon Edwards for 15 yards (tackle by Ryan Clark). Penalty on Ryan Clark: Unnecessary Roughness, 15 yards",2.520,4.510
3,6:42,1,10,PIT 16,10,17,Mark Sanchez pass incomplete short right intended for Shonn Greene,4.510,3.900
3,6:38,2,10,PIT 16,10,17,Shonn Greene middle for 5 yards (tackle by Lawrence Timmons),3.900,3.940
3,5:55,3,5,PIT 11,10,17,Mark Sanchez pass complete short right to Santonio Holmes for 4 yards (tackle by Bryant McFadden),3.940,3.010
3,5:21,4,1,PIT 7,16,17,"Mark Sanchez left end for 7 yards, touchdown",3.010,7.000
3,,,,PIT 2,17,17,Nick Folk kicks extra point good,0.000,0.000
3,,,,NYJ 30,17,17,"Nick Folk kicks off 58 yards, returned by Antonio Brown for 13 yards (tackle by Lance Laury)",0.000,0.610
3,5:07,1,10,PIT 25,17,17,Ben Roethlisberger pass incomplete short right intended for Hines Ward,0.610,0.060
3,5:01,2,10,PIT 25,17,17,Rashard Mendenhall middle for 4 yards (tackle by David Harris),0.060,-0.100
3,4:18,3,6,PIT 29,17,17,Ben Roethlisberger pass complete deep middle to Mike Wallace for 17 yards (tackle by Drew Coleman),-0.100,1.990
3,4:18,1,10,PIT 46,17,17,"Penalty on Flozell Adams: Unnecessary Roughness, 15 yards (no play)",1.990,1.000
3,3:36,1,10,PIT 31,17,17,Rashard Mendenhall middle for 6 yards (tackle by Bart Scott),1.000,1.270
3,2:59,2,4,PIT 37,17,17,Rashard Mendenhall middle for 1 yard (tackle by Sione Pouha and David Harris),1.270,0.700
3,2:13,3,3,PIT 38,17,17,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown,0.700,-0.850
3,2:09,4,3,PIT 38,17,17,"Jeremy Kapinos punts 47 yards, returned by Jerricho Cotchery for 19 yards (tackle by Anthony Madison)",-0.850,-1.200
3,1:54,1,10,NYJ 34,17,17,LaDainian Tomlinson left tackle for no gain (tackle by Lawrence Timmons and James Harrison),1.200,0.660
3,1:15,2,10,NYJ 34,17,17,Mark Sanchez pass complete short right to Santonio Holmes for 9 yards (tackle by Ike Taylor),0.660,1.160
3,0:39,3,1,NYJ 43,17,17,Mark Sanchez middle for 2 yards (tackle by James Harrison),1.160,1.930
Quarter,Time,Down,ToGo,Location,NYJ,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYJ 45,17,17,Mark Sanchez pass incomplete deep right intended for Braylon Edwards,1.930,1.380
4,14:38,2,10,NYJ 45,17,17,LaDainian Tomlinson right end for 1 yard (tackle by James Farrior and Casey Hampton),1.380,0.830
4,14:16,3,9,NYJ 46,17,17,Mark Sanchez pass complete short middle to Braylon Edwards for 16 yards (tackle by James Harrison),0.830,3.050
4,14:02,1,10,PIT 38,17,17,LaDainian Tomlinson right guard for -1 yards (tackle by James Harrison),3.050,2.370
4,12:56,2,11,PIT 39,17,17,Mark Sanchez pass complete short left to Santonio Holmes for 7 yards (tackle by James Farrior),2.370,2.610
4,12:17,3,4,PIT 32,17,17,LaDainian Tomlinson right guard for 8 yards (tackle by Lawrence Timmons),2.610,3.970
4,11:38,1,10,PIT 24,17,17,Shonn Greene right tackle for 2 yards (tackle by Lawrence Timmons and Ryan Mundy),3.970,3.700
4,10:57,2,8,PIT 22,17,17,Mark Sanchez pass incomplete short right intended for Santonio Holmes,3.700,3.010
4,10:52,3,8,PIT 22,17,17,Mark Sanchez middle for 6 yards (tackle by William Gay),3.010,2.500
4,10:11,4,2,PIT 16,20,17,Nick Folk 34 yard field goal good,2.500,3.000
4,,,,NYJ 30,20,17,"Nick Folk kicks off 57 yards, returned by Mewelde Moore for 15 yards (tackle by Vernon Gholston)",0.000,0.810
4,10:00,1,10,PIT 28,20,17,Rashard Mendenhall right end for 11 yards (tackle by David Harris),0.810,1.530
4,9:30,1,10,PIT 39,20,17,Mewelde Moore left end for 2 yards (tackle by Drew Coleman),1.530,1.260
4,8:57,2,8,PIT 41,20,17,"Ben Roethlisberger sacked by Drew Coleman for -13 yards. Ben Roethlisberger fumbles (forced by Drew Coleman), recovered by Flozell Adams at PIT-28 and returned for 2 yards",1.260,-0.890
4,8:06,3,19,PIT 30,20,17,Ben Roethlisberger pass complete short left to Mike Wallace for 16 yards (tackle by Antonio Cromartie),-0.890,-0.320
4,7:24,4,3,PIT 46,20,17,"Penalty on Larry Foote: False Start, 5 yards (no play)",-0.320,-0.650
4,7:17,4,8,PIT 41,20,17,"Jeremy Kapinos punts 35 yards, fair catch by Jerricho Cotchery",-0.650,-0.540
4,7:09,1,10,NYJ 24,20,17,Mark Sanchez pass complete short right to Braylon Edwards for 6 yards (tackle by Lawrence Timmons),0.540,0.810
4,6:40,2,4,NYJ 30,20,17,Shonn Greene right tackle for 6 yards (tackle by Evander Hood and Lawrence Timmons),0.810,1.330
4,5:58,1,10,NYJ 36,20,17,Shonn Greene left guard for 2 yards (tackle by James Harrison),1.330,1.060
4,5:21,2,8,NYJ 38,20,17,Mark Sanchez pass complete short left to Santonio Holmes for 11 yards (tackle by Ike Taylor),1.060,2.190
4,4:39,1,10,NYJ 49,20,17,Shonn Greene middle for no gain (tackle by Lawrence Timmons),2.190,1.650
4,3:55,2,10,NYJ 49,20,17,Mark Sanchez pass complete short left to Braylon Edwards for 4 yards (tackle by Bryant McFadden),1.650,1.490
4,3:50,3,6,PIT 47,20,17,LaDainian Tomlinson left end for 10 yards (tackle by James Farrior),1.490,3.120
4,3:43,1,10,PIT 37,20,17,Shonn Greene left tackle for 5 yards (tackle by Ryan Clark and Lawrence Timmons),3.120,3.250
4,2:59,2,5,PIT 32,20,17,Mark Sanchez pass incomplete short left intended for Braylon Edwards,3.250,2.540
4,2:56,3,5,PIT 32,20,17,Mark Sanchez pass incomplete short left intended for Santonio Holmes (defended by Brett Keisel),2.540,1.260
4,2:56,4,5,PIT 32,20,17,Steve Weatherford punts 29 yards,1.260,0.380
4,2:45,1,10,PIT 3,22,17,"Mewelde Moore for -3 yards, safety",-0.380,-2.000
4,,,,PIT 20,22,17,"Jeremy Kapinos kicks off 41 yards, returned by Antonio Cromartie for -6 yards (tackle by Stevenson Sylvester)",0.000,1.140
4,2:36,1,10,NYJ 33,22,17,Shonn Greene right guard for 2 yards (tackle by James Harrison and Brett Keisel),1.140,0.860
4,2:30,,,,22,17,Timeout #1 by Pittsburgh Steelers,0.000,0.860
4,2:30,2,8,NYJ 35,22,17,Shonn Greene right end for 5 yards (tackle by James Farrior and Ryan Mundy),0.860,0.830
4,2:24,,,,22,17,Timeout #2 by Pittsburgh Steelers,0.000,0.830
4,2:24,3,3,NYJ 40,22,17,Mark Sanchez pass incomplete short right intended for Dustin Keller (defended by Ryan Mundy). Penalty on Wayne Hunter: Ineligible Downfield Pas (Declined),0.830,-0.720
4,2:13,4,3,NYJ 40,22,17,Steve Weatherford punts 52 yards,-0.720,0.380
4,2:08,1,10,PIT 8,22,17,Ben Roethlisberger pass incomplete deep middle intended for Emmanuel Sanders,-0.380,-0.780
4,2:04,2,10,PIT 8,22,17,Ben Roethlisberger for 22 yards (tackle by Drew Coleman),-0.780,0.940
4,1:56,1,10,PIT 30,22,17,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 11 yards (tackle by Drew Coleman),0.940,1.660
4,1:30,1,10,PIT 41,22,17,Ben Roethlisberger pass incomplete deep middle intended for Emmanuel Sanders (defended by Darrelle Revis),1.660,1.120
4,1:23,2,10,PIT 41,22,17,"Ben Roethlisberger sacked by Drew Coleman for -8 yards. Ben Roethlisberger fumbles (forced by Drew Coleman), recovered by Ben Roethlisberger at PIT-27",1.120,-1.420
4,1:12,,,,22,17,Timeout #3 by Pittsburgh Steelers,0.000,-1.420
4,1:12,3,24,PIT 27,22,17,Ben Roethlisberger pass complete deep middle to Emmanuel Sanders for 29 yards (tackle by James Ihedigbo),-1.420,2.650
4,1:12,1,10,NYJ 44,22,17,Ben Roethlisberger spiked the ball,2.650,2.110
4,0:52,2,10,NYJ 44,22,17,Ben Roethlisberger pass incomplete deep right intended for Matt Spaeth (defended by Dwight Lowery). Penalty on Emmanuel Sanders: Illegal Formation (Declined),2.110,1.420
4,0:47,3,10,NYJ 44,22,17,Ben Roethlisberger pass complete short left to Mike Wallace for 18 yards (tackle by Antonio Cromartie),1.420,3.840
4,0:29,1,10,NYJ 26,22,17,Ben Roethlisberger spiked the ball,3.840,3.300
4,0:29,2,10,NYJ 26,22,17,Ben Roethlisberger pass incomplete deep right intended for Emmanuel Sanders,3.300,2.610
4,0:24,3,10,NYJ 26,22,17,Ben Roethlisberger pass complete deep middle to Antonio Brown for 16 yards (tackle by Marquice Cole),2.610,4.910
4,0:09,1,10,NYJ 10,22,17,Ben Roethlisberger spiked the ball,4.910,4.190
4,0:09,,,,22,17,Timeout #1 by New York Jets,0.000,4.190
4,0:09,2,10,NYJ 10,22,17,Ben Roethlisberger pass incomplete short middle intended for Emmanuel Sanders,4.190,3.130
4,0:02,,,,22,17,Timeout #2 by New York Jets,0.000,3.130
4,0:02,3,10,NYJ 10,22,17,Ben Roethlisberger pass incomplete short left intended for Matt Spaeth (defended by Marquice Cole),3.130,2.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
