Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
3,0:35,1,10,KAN 17,35,24,Ty'Son Williams right guard for 6 yards (tackle by Jarran Reed),,
Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,KAN 11,35,24,Lamar Jackson pass complete short middle to Josh Oliver for 9 yards (tackle by Ben Niemann),,
4,14:20,1,2,KAN 2,35,30,"Lamar Jackson right end for 2 yards, touchdown",,
4,14:13,,,KAN 2,35,30,"Penalty on Kevin Zeitler: Ineligible Downfield Pass, 5 yards (accepted) (no play)",,
4,14:13,,,KAN 2,35,30,"Two Point Attempt: Lamar Jackson pass incomplete intended for. Interception by Anthony Hitchens, lateral to L'Jarius Sneed for no gain",,
4,14:13,,,BAL 35,35,30,"Justin Tucker kicks off 67 yards, returned by Mike Hughes for 25 yards (tackle by Chris Board)",,
4,14:08,1,10,KAN 23,35,30,Clyde Edwards-Helaire right end for 4 yards (tackle by Pernell McPhee),,
4,13:27,2,6,KAN 27,35,30,Patrick Mahomes pass complete short middle to Mecole Hardman for 8 yards (tackle by Patrick Queen),,
4,12:53,1,10,KAN 35,35,30,Clyde Edwards-Helaire right end for -2 yards (tackle by Odafe Oweh and Justin Ellis),,
4,12:12,2,12,KAN 33,35,30,Patrick Mahomes pass complete short left to Demarcus Robinson for 3 yards (tackle by Anthony Averett),,
4,11:28,3,9,KAN 36,35,30,Patrick Mahomes pass incomplete deep right intended for Tyreek Hill (defended by Anthony Averett),,
4,11:23,4,9,KAN 36,35,30,Tommy Townsend punts 32 yards out of bounds,,
4,11:16,1,10,BAL 32,35,30,Lamar Jackson up the middle for 8 yards (tackle by Nick Bolton),,
4,10:31,2,2,BAL 40,35,30,Latavius Murray right guard for 5 yards (tackle by Jarran Reed),,
4,9:51,1,10,BAL 45,35,30,Lamar Jackson pass incomplete short middle intended for Sammy Watkins,,
4,9:47,2,10,BAL 45,35,30,Lamar Jackson up the middle for 9 yards (tackle by Anthony Hitchens),,
4,9:09,3,1,KAN 46,35,30,Patrick Ricard right guard for 2 yards (tackle by Chris Jones),,
4,8:29,1,10,KAN 44,35,30,"Lamar Jackson sacked by Charvarius Ward for no gain. Penalty on Tyrann Mathieu: Illegal Contact, 5 yards (accepted) (no play)",,
4,8:06,1,10,KAN 39,35,30,Lamar Jackson pass complete short middle to Mark Andrews for 10 yards (tackle by Daniel Sorensen),,
4,7:31,1,10,KAN 29,35,30,Ty'Son Williams right end for 1 yard (tackle by Daniel Sorensen),,
4,6:58,2,9,KAN 28,35,30,Ty'Son Williams right end for 11 yards (tackle by Anthony Hitchens and Charvarius Ward),,
4,6:15,1,10,KAN 17,35,30,Latavius Murray left guard for 5 yards (tackle by Ben Niemann),,
4,5:36,2,5,KAN 12,35,30,Lamar Jackson pass incomplete short middle intended for Marquise Brown (defended by Tyrann Mathieu),,
4,5:31,3,5,KAN 12,35,30,Lamar Jackson up the middle for 9 yards (tackle by Charvarius Ward),,
4,4:49,1,3,KAN 3,35,30,Lamar Jackson up the middle for -1 yards (tackle by Nick Bolton and Anthony Hitchens),,
4,4:07,2,4,KAN 4,35,30,Ty'Son Williams right guard for 3 yards (tackle by Daniel Sorensen),,
4,3:18,3,1,KAN 1,35,36,"Lamar Jackson right end for 1 yard, touchdown",,
4,3:14,,,KAN 2,35,36,Two Point Attempt: Lamar Jackson pass incomplete intended for intended for Marquise Brown,,
4,3:14,,,BAL 35,35,36,"Justin Tucker kicks off 65 yards, touchback.",,
4,3:14,1,10,KAN 25,35,36,Patrick Mahomes pass complete deep middle to Byron Pringle for 23 yards (tackle by Chuck Clark),,
4,2:35,1,10,KAN 48,35,36,Patrick Mahomes pass complete short middle to Travis Kelce for 13 yards (tackle by Chris Board),,
4,2:00,1,10,BAL 39,35,36,Patrick Mahomes pass complete short middle to Travis Kelce for 7 yards (tackle by Tyus Bowser),,
4,1:24,2,3,BAL 32,35,36,"Clyde Edwards-Helaire left guard for -2 yards. Clyde Edwards-Helaire fumbles (forced by Odafe Oweh), recovered by Odafe Oweh at BAL-34",,
4,1:20,1,10,BAL 34,35,36,Lamar Jackson left tackle for 1 yard (tackle by Anthony Hitchens),,
4,1:16,,,,,,Timeout #1 by Kansas City Chiefs,,
4,1:16,2,9,BAL 35,35,36,Lamar Jackson right end for 2 yards (tackle by Anthony Hitchens),,
4,1:11,,,,,,Timeout #2 by Kansas City Chiefs,,
4,1:11,3,7,BAL 37,35,36,Lamar Jackson pass complete short middle to Sammy Watkins for 6 yards (tackle by Mike Hughes),,
4,1:05,,,,,,Timeout #3 by Kansas City Chiefs,,
4,1:05,4,1,BAL 43,35,36,Lamar Jackson up the middle for 2 yards (tackle by Anthony Hitchens),,
4,0:25,1,10,BAL 45,35,36,Lamar Jackson kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
