Quarter,Time,Down,ToGo,Location,NYG,JAX,Detail,EPB,EPA
1,10:05,3,4,JAX 33,3,0,David Garrard pass complete deep middle to Ernest Wilford for 18 yards (tackle by Kevin Dockery),0.300,2.320
1,9:19,1,10,NYG 49,3,0,David Garrard pass complete deep left to George Wrighster for 23 yards (tackle by Will Demps),2.320,3.840
1,8:45,1,10,NYG 26,3,0,David Garrard pass incomplete deep right intended for George Wrighster,3.840,3.300
1,8:38,2,10,NYG 26,3,0,Fred Taylor left tackle for 5 yards (tackle by Will Demps),3.300,3.270
1,7:52,3,5,NYG 21,3,0,David Garrard pass incomplete deep middle intended for Ernest Wilford (defended by James Butler),3.270,2.110
1,7:45,4,5,NYG 21,3,3,Josh Scobee 39 yard field goal good,2.110,3.000
1,,,,JAX 30,3,3,"Josh Scobee kicks off 62 yards, returned by Derrick Ward for 19 yards (tackle by Brian Williams)",0.000,0.740
1,7:35,1,10,NYG 27,3,3,"Tiki Barber right tackle for no gain (tackle by Donovin Darius). Penalty on Jeremy Shockey: Offensive Holding, 10 yards (no play)",0.740,-0.170
1,7:15,1,20,NYG 17,3,3,Eli Manning pass complete short left to Tiki Barber for 13 yards (tackle by Bobby McCray),-0.170,0.600
1,6:58,2,7,NYG 30,3,3,Tiki Barber middle for 6 yards (tackle by Clint Ingram),0.600,0.700
1,6:18,3,1,NYG 36,3,3,Brandon Jacobs right tackle for -1 yards (tackle by Clint Ingram),0.700,-1.040
1,5:36,4,2,NYG 35,3,3,"Jeff Feagles punts 39 yards, returned by Alvin Pearman for 11 yards (tackle by Reggie Torbor). Penalty on Clint Ingram: Illegal Block Above the , 10 yards",-1.040,-0.740
1,5:26,1,10,JAX 27,3,3,Fred Taylor middle for 3 yards (tackle by Antonio Pierce),0.740,0.600
1,4:48,2,7,JAX 30,3,3,Fred Taylor middle for 5 yards (tackle by Gibril Wilson),0.600,0.560
1,4:05,3,2,JAX 35,3,3,Maurice Jones-Drew left tackle for 7 yards (tackle by R.W. McQuarters),0.560,1.730
1,3:22,1,10,JAX 42,3,3,David Garrard pass complete short right to Reggie Williams for 5 yards (tackle by Corey Webster),1.730,1.860
1,2:45,2,5,JAX 47,3,3,Fred Taylor middle for 4 yards (tackle by Carlos Emmons),1.860,1.690
1,1:59,3,1,NYG 49,3,3,David Garrard middle for 3 yards (tackle by William Joseph),1.690,2.520
1,1:21,1,10,NYG 46,3,3,David Garrard pass incomplete short right intended for Reggie Williams,2.520,1.980
1,1:15,2,10,NYG 46,3,3,David Garrard pass incomplete short right intended for Reggie Williams,1.980,1.290
1,1:12,3,10,NYG 46,3,3,David Garrard pass incomplete deep right intended for Ernest Wilford (defended by Corey Webster),1.290,0.200
1,1:03,4,10,NYG 46,3,3,"Chris Hanson punts 32 yards, returned by Chad Morton for 6 yards (tackle by Nick Sorensen)",0.200,-0.280
1,0:54,1,10,NYG 20,3,3,Eli Manning pass incomplete short middle intended for Plaxico Burress (defended by Gerald Sensabaugh),0.280,-0.270
,,,,,,,"NYG challenged the ruling, and the original play was overturned.",,
1,0:47,2,10,NYG 20,3,3,Tiki Barber right tackle for 2 yards (tackle by Nick Greisen),-0.270,-0.690
1,0:04,3,8,NYG 22,3,3,Eli Manning pass incomplete short right intended for Plaxico Burress (defended by Rashean Mathis),-0.690,-1.900
Quarter,Time,Down,ToGo,Location,NYG,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,8,NYG 22,3,3,"Jeff Feagles punts 35 yards, fair catch by Alvin Pearman",-1.900,-1.800
2,14:53,1,10,JAX 43,3,3,Fred Taylor middle for 3 yards (tackle by Corey Webster),1.800,1.660
2,14:14,2,7,JAX 46,3,3,David Garrard pass complete deep right to Ernest Wilford for 17 yards (tackle by Corey Webster and Antonio Pierce),1.660,3.120
2,13:32,1,10,NYG 37,3,3,Fred Taylor right tackle for 3 yards (tackle by Chase Blackburn),3.120,2.980
2,12:50,2,7,NYG 34,3,3,Fred Taylor middle for 4 yards (tackle by Antonio Pierce),2.980,2.810
2,12:05,3,3,NYG 30,3,3,David Garrard pass complete short left to Ernest Wilford for 7 yards (tackle by James Butler),2.810,4.040
2,11:39,1,10,NYG 23,3,3,David Garrard pass complete to Ernest Wilford for 13 yards (tackle by Will Demps),4.040,4.910
2,11:01,1,10,NYG 10,3,3,Fred Taylor left tackle for no gain (tackle by Will Demps),4.910,4.190
2,10:20,2,10,NYG 10,3,9,"Fred Taylor middle for 10 yards, touchdown",4.190,7.000
2,,,,NYG 2,3,10,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,3,10,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
2,10:15,1,10,NYG 20,3,10,Eli Manning pass incomplete short right intended for Jeremy Shockey,0.280,-0.270
2,10:09,2,10,NYG 20,3,10,Brandon Jacobs right tackle for -1 yards (tackle by Gerald Sensabaugh),-0.270,-1.140
2,9:25,,,,3,10,Timeout #1 by New York Giants,0.000,-1.140
2,9:25,3,11,NYG 19,3,10,Eli Manning pass complete short middle to Brandon Jacobs for 9 yards (tackle by Daryl Smith and Clint Ingram),-1.140,-1.500
2,8:44,4,2,NYG 28,3,10,"Jeff Feagles punts 50 yards, returned by Alvin Pearman for 6 yards (tackle by Jason Bell)",-1.500,-0.810
2,8:34,1,10,JAX 28,3,10,Reggie Williams right end for 10 yards (tackle by Corey Webster),0.810,1.470
2,7:48,1,10,JAX 38,3,10,Fred Taylor left end for 4 yards (tackle by R.W. McQuarters),1.470,1.460
2,7:09,2,6,JAX 42,3,10,David Garrard for 8 yards (tackle by Mathias Kiwanuka),1.460,2.260
2,6:23,1,10,JAX 50,3,10,David Garrard for 4 yards (tackle by Carlos Emmons),2.260,2.250
2,5:50,2,6,NYG 46,3,10,Maurice Jones-Drew left end for 1 yard (tackle by Fred Robbins),2.250,1.690
2,5:06,3,5,NYG 45,3,10,David Garrard pass incomplete short left intended for Matt Jones (defended by Kevin Dockery),1.690,0.270
2,4:59,4,5,NYG 45,3,10,"Chris Hanson punts 32 yards, fair catch by Chad Morton",0.270,0.320
2,4:53,1,10,NYG 13,3,10,"Penalty on Kareem McKenzie: False Start, 5 yards (no play)",-0.320,-0.570
2,4:53,1,15,NYG 8,3,10,Tiki Barber left tackle for -3 yards (tackle by Bobby McCray),-0.570,-1.360
2,4:14,2,18,NYG 5,3,10,Eli Manning pass incomplete short right intended for Tim Carter (defended by John Henderson),-1.360,-2.360
2,4:09,3,18,NYG 5,3,10,Eli Manning pass complete short middle to Brandon Jacobs for 20 yards (tackle by Brian Williams and Scott Starks),-2.360,0.610
2,3:30,1,10,NYG 25,3,10,Eli Manning pass incomplete deep right intended for Plaxico Burress is intercepted by Deon Grant at JAX-46 and returned for 24 yards,0.610,-3.580
2,3:16,1,10,NYG 30,3,10,David Garrard pass complete short right to Fred Taylor for 5 yards (tackle by Will Demps),3.580,3.710
2,2:26,2,5,NYG 25,3,10,David Garrard pass incomplete deep right intended for Matt Jones,3.710,3.010
2,2:20,,,,3,10,Timeout #1 by Jacksonville Jaguars,0.000,3.010
2,2:20,3,5,NYG 25,3,10,David Garrard pass complete short left to George Wrighster for 11 yards (tackle by Gibril Wilson),3.010,4.650
2,2:00,1,10,NYG 14,3,10,David Garrard pass complete short middle to Fred Taylor for 9 yards (tackle by Gibril Wilson). Fred Taylor fumbles (forced by Gibril Wilson),4.650,-0.280
2,1:50,1,10,NYG 20,3,10,Eli Manning pass complete short right to Jeremy Shockey for 7 yards,0.280,0.680
2,1:32,2,3,NYG 27,3,10,"Tiki Barber middle for 9 yards (tackle by Daryl Smith). Penalty on Bobby McCray: Defensive Offside (Declined), Penalty on Clint Ingram: Unnecessary Roughness, 15 yards",0.680,2.320
2,1:26,1,10,JAX 49,3,10,"Penalty on Bob Whitfield: False Start, 5 yards (no play)",2.320,1.990
2,1:25,1,15,NYG 46,3,10,Eli Manning pass incomplete short right intended for Tiki Barber,1.990,1.110
2,1:21,2,15,NYG 46,3,10,Eli Manning pass complete short left to Jeremy Shockey for 10 yards (tackle by Scott Starks and Gerald Sensabaugh),1.110,1.750
2,1:00,3,5,JAX 44,3,10,Eli Manning pass incomplete short right intended for Plaxico Burress,1.750,0.330
2,0:55,4,5,JAX 44,3,10,"Penalty on Jeff Feagles: Delay of Game, 5 yards (no play)",0.330,0.000
2,0:55,4,10,JAX 49,3,10,"Jeff Feagles punts 36 yards, fair catch by Alvin Pearman",0.000,0.320
2,0:49,1,10,JAX 13,3,10,Fred Taylor middle for 2 yards (tackle by Reggie Torbor),-0.320,-0.570
2,0:26,2,8,JAX 15,3,10,David Garrard pass complete short middle to Maurice Jones-Drew for 9 yards (tackle by Antonio Pierce),-0.570,0.540
2,0:03,1,10,JAX 24,3,10,David Garrard pass incomplete short right intended for George Wrighster,0.540,0.000
2,0:01,2,10,JAX 24,3,10,Maurice Jones-Drew right tackle for 9 yards (tackle by R.W. McQuarters),0.000,0.500
Quarter,Time,Down,ToGo,Location,NYG,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,3,10,"Josh Scobee kicks off 61 yards, muffed catch by Derrick Ward, ball out of bounds at NYG-10",0.000,-0.380
3,14:58,1,10,NYG 10,3,10,Eli Manning for -2 yards (tackle by John Henderson),-0.380,-0.930
3,14:26,2,12,NYG 8,3,10,Eli Manning pass incomplete short left intended for Jeremy Shockey,-0.930,-1.650
3,14:23,3,12,NYG 8,3,10,Eli Manning pass incomplete deep left intended for Plaxico Burress,-1.650,-2.490
3,14:18,4,12,NYG 8,3,10,"Jeff Feagles punts 47 yards, returned by Alvin Pearman for 8 yards (tackle by Reggie Torbor)",-2.490,-2.460
3,14:07,1,10,NYG 47,3,10,David Garrard pass complete deep right to Ernest Wilford for 17 yards (tackle by Corey Webster),2.460,3.580
3,13:26,1,10,NYG 30,3,10,Fred Taylor middle for 2 yards (tackle by Antonio Pierce),3.580,3.300
3,12:51,2,8,NYG 28,3,10,Fred Taylor middle for 4 yards (tackle by Antonio Pierce),3.300,3.140
3,12:09,3,4,NYG 24,3,10,David Garrard pass complete short left to George Wrighster for 15 yards (tackle by R.W. McQuarters),3.140,5.140
3,11:22,1,9,NYG 9,3,10,Fred Taylor middle for 2 yards (tackle by Barry Cofield),5.140,4.760
3,10:38,2,7,NYG 7,3,10,Fred Taylor middle for 1 yard (tackle by Gibril Wilson),4.760,4.040
3,9:53,3,6,NYG 6,3,10,David Garrard pass incomplete short right intended for Ernest Wilford,4.040,2.990
3,9:46,4,6,NYG 6,3,13,Josh Scobee 24 yard field goal good,2.990,3.000
3,,,,JAX 30,3,13,"Josh Scobee kicks off 68 yards, returned by Brandon Jacobs for 28 yards (tackle by Alvin Pearman)",0.000,0.940
3,9:38,1,10,NYG 30,3,13,Tiki Barber middle for 4 yards (tackle by Daryl Smith),0.940,0.930
3,9:11,2,6,NYG 34,3,13,Eli Manning pass incomplete short right intended for Jeremy Shockey,0.930,0.230
3,9:04,3,6,NYG 34,3,13,"Eli Manning sacked by Bobby McCray for -16 yards. Eli Manning fumbles (forced by Bobby McCray), recovered by Paul Spicer at NYG-18 and returned for 18 yards. Penalty on Rashean Mathis: Illegal Use of Hands, 5 yards (no play)",0.230,1.530
3,8:51,1,10,NYG 39,3,13,Eli Manning pass incomplete short right intended for David Tyree,1.530,0.990
3,8:48,2,10,NYG 39,3,13,Eli Manning pass complete short left to Plaxico Burress for 9 yards (tackle by Brian Williams),0.990,1.490
3,8:28,,,,3,13,Timeout #1 by Jacksonville Jaguars,0.000,1.490
3,8:27,3,1,NYG 48,3,13,Brandon Jacobs middle for 2 yards (tackle by Deon Grant),1.490,2.260
3,7:49,1,10,JAX 50,3,13,Eli Manning pass incomplete short left intended for Plaxico Burress,2.260,1.710
3,7:44,2,10,JAX 50,3,13,Eli Manning pass complete short left to Plaxico Burress for 14 yards (tackle by Brian Williams),1.710,3.180
3,7:37,1,10,JAX 36,3,13,Eli Manning pass complete to David Tyree for 8 yards (tackle by Daryl Smith),3.180,3.720
3,7:12,2,2,JAX 28,3,13,Tiki Barber middle for 3 yards (tackle by Rob Meier),3.720,3.910
3,6:46,1,10,JAX 25,3,13,Eli Manning pass incomplete deep middle intended for Jeremy Shockey (defended by Daryl Smith),3.910,3.360
3,6:39,2,10,JAX 25,9,13,"Eli Manning pass complete short left to Plaxico Burress for 25 yards, touchdown",3.360,7.000
3,,,,JAX 2,10,13,Jay Feely kicks extra point good,0.000,0.000
3,,,,NYG 30,10,13,"Jay Feely kicks off 61 yards, returned by Derrick Wimbush for 27 yards (tackle by Chase Blackburn)",0.000,1.330
3,6:25,1,10,JAX 36,10,13,David Garrard pass complete short left to Marcedes Lewis for 9 yards (tackle by Antonio Pierce),1.330,2.010
3,5:57,2,1,JAX 45,10,13,Maurice Jones-Drew middle for 12 yards (tackle by Carlos Emmons),2.010,2.720
3,5:17,1,10,NYG 43,10,13,Maurice Jones-Drew right end for 5 yards (tackle by Carlos Emmons),2.720,2.850
3,4:35,2,5,NYG 38,10,13,David Garrard pass incomplete short middle intended for George Wrighster (defended by Will Demps),2.850,2.150
3,4:28,3,5,NYG 38,10,13,David Garrard right end for 17 yards (tackle by Antonio Pierce),2.150,4.170
3,3:56,1,10,NYG 21,10,13,Maurice Jones-Drew middle for 5 yards (tackle by Antonio Pierce),4.170,4.370
3,3:18,2,5,NYG 16,10,13,Maurice Jones-Drew left end for 2 yards (tackle by Reggie Torbor),4.370,4.020
3,2:34,3,3,NYG 14,10,13,David Garrard pass complete short left to George Wrighster for 5 yards (tackle by Will Demps),4.020,5.140
3,1:51,1,9,NYG 9,10,13,Fred Taylor middle for 4 yards (tackle by Barry Cofield),5.140,5.150
3,1:05,2,5,NYG 5,10,13,David Garrard pass incomplete short middle intended for Reggie Williams (defended by Corey Webster),5.150,4.260
3,1:01,3,5,NYG 5,10,13,David Garrard pass incomplete short left intended for Maurice Jones-Drew,4.260,3.010
3,0:57,4,5,NYG 5,10,16,Josh Scobee 23 yard field goal good,3.010,3.000
3,,,,JAX 30,10,16,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
3,0:53,1,10,NYG 20,10,16,Eli Manning pass incomplete deep middle intended for Plaxico Burress,0.280,-0.270
,,,,,,,"JAX challenged the ruling, and the original play was overturned.",,
3,0:37,2,10,NYG 20,10,16,Tiki Barber left end for 3 yards (tackle by Gerald Sensabaugh),-0.270,-0.560
3,0:09,3,7,NYG 23,10,16,Eli Manning pass incomplete short right intended for Jeremy Shockey,-0.560,-1.830
3,0:04,4,7,NYG 23,10,16,"Jeff Feagles punts 34 yards, returned by Alvin Pearman for 2 yards (tackle by James Butler)",-1.830,-1.930
Quarter,Time,Down,ToGo,Location,NYG,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 45,10,16,David Garrard pass complete short left to Maurice Jones-Drew for 7 yards (tackle by Reggie Torbor),1.930,2.330
4,14:17,2,3,NYG 48,10,16,Maurice Jones-Drew middle for 1 yard (tackle by Barry Cofield),2.330,1.750
4,13:33,3,2,NYG 47,10,16,"Penalty on Matt Jones: False Start, 5 yards (no play)",1.750,1.090
4,13:09,3,7,JAX 48,10,16,David Garrard pass complete deep middle to Matt Jones for 49 yards (tackle by R.W. McQuarters),1.090,6.510
4,12:40,1,3,NYG 3,10,22,"Maurice Jones-Drew middle for 3 yards, touchdown",6.510,7.000
4,,,,NYG 2,10,23,Josh Scobee kicks extra point good,0.000,0.000
4,,,,JAX 30,10,23,"Josh Scobee kicks off 67 yards, returned by Derrick Ward for 17 yards (tackle by Kenneth Pettway). Penalty on Dee Webb: Offside on Free Kick, 5 yards (no play)",0.000,0.000
4,,,,JAX 25,10,23,"Josh Scobee kicks off 65 yards, returned by Derrick Ward for 24 yards (tackle by Dee Webb)",0.000,1.200
4,12:25,1,10,NYG 34,10,23,Eli Manning sacked by Bobby McCray for -8 yards,1.200,-0.420
4,12:02,2,18,NYG 26,10,23,Tiki Barber middle for 2 yards (tackle by Rob Meier),-0.420,-0.820
4,11:31,3,16,NYG 28,10,23,Eli Manning pass complete deep left to Jeremy Shockey for 21 yards (tackle by Clint Ingram),-0.820,2.190
4,11:08,1,10,NYG 49,10,23,"Eli Manning pass complete short left to Tiki Barber for 13 yards (tackle by Clint Ingram). Penalty on Bob Whitfield: Offensive Holding, 10 yards (no play)",2.190,1.530
4,10:40,1,20,NYG 39,10,23,"Eli Manning pass incomplete deep middle intended for Tim Carter. Penalty on Marcus Stroud: Defensive Offside, 5 yards (no play)",1.530,1.860
4,10:32,1,15,NYG 44,10,23,Eli Manning pass complete short right to Jeremy Shockey for 5 yards (tackle by Daryl Smith),1.860,1.650
4,10:07,2,10,NYG 49,10,23,Tiki Barber middle for -1 yards (tackle by Rob Meier),1.650,0.830
4,9:36,3,11,NYG 48,10,23,Eli Manning pass incomplete deep middle intended for Plaxico Burress is intercepted by Clint Ingram at JAX-36,0.830,-1.330
4,9:29,1,10,JAX 36,10,23,David Garrard pass complete short middle to Cortez Hankton for 15 yards (tackle by Will Demps),1.330,2.320
4,8:41,1,10,NYG 49,10,23,Fred Taylor middle for 2 yards (tackle by Reggie Torbor and Carlos Emmons),2.320,2.050
4,7:58,2,8,NYG 47,10,23,David Garrard pass complete short right to Cortez Hankton for 13 yards (tackle by Will Demps),2.050,3.310
4,7:33,1,10,NYG 34,10,23,Fred Taylor middle for 5 yards (tackle by Antonio Pierce),3.310,3.450
4,6:49,2,5,NYG 29,10,23,Fred Taylor middle for 2 yards (tackle by William Joseph),3.450,3.010
4,6:03,,,,10,23,Timeout #2 by Jacksonville Jaguars,0.000,3.010
4,6:03,3,3,NYG 27,10,23,David Garrard left end for 2 yards (tackle by William Joseph),3.010,1.950
,,,,,,,"NYG challenged the ruling, and the original play was overturned.",,
4,5:44,,,,10,23,Timeout #1 by New York Giants,0.000,1.950
4,5:44,4,1,NYG 25,10,23,"David Garrard middle for no gain. Penalty on Kyle Brady: False Start, 5 yards (no play)",1.950,1.430
4,5:44,4,6,NYG 30,10,26,Josh Scobee 48 yard field goal good,1.430,3.000
4,,,,JAX 30,10,26,"Josh Scobee kicks off 66 yards, returned by Derrick Ward for 36 yards (tackle by Scott Starks)",0.000,1.600
4,5:32,1,10,NYG 40,10,26,Eli Manning pass complete short right to Jeremy Shockey for 9 yards (tackle by Rashean Mathis and Clint Ingram),1.600,2.270
4,5:07,2,1,NYG 49,10,26,Eli Manning pass complete short right to Tim Carter for 8 yards (tackle by Rashean Mathis),2.270,2.720
4,4:47,1,10,JAX 43,10,26,Eli Manning pass complete short right to Jeremy Shockey for 17 yards (tackle by Gerald Sensabaugh),2.720,3.840
4,4:39,1,10,JAX 26,10,26,"Eli Manning pass complete deep right to Tim Carter for 18 yards (tackle by Scott Starks). Tim Carter fumbles (forced by Scott Starks), recovered by Gerald Sensabaugh at JAX-7 (tackle by Visanthe Shiancoe)",3.840,0.380
,,,,,,,"NYG challenged the ruling, and the play was upheld.",,
4,4:29,1,10,JAX 7,10,26,Fred Taylor middle for 2 yards (tackle by Mathias Kiwanuka),-0.380,-0.630
4,3:43,2,8,JAX 9,10,26,Fred Taylor right tackle for 1 yard (tackle by Reggie Torbor),-0.630,-1.070
4,3:37,,,,10,26,Timeout #3 by New York Giants,0.000,-1.070
4,3:37,3,7,JAX 10,10,26,David Garrard pass incomplete deep middle intended for Reggie Williams (defended by James Butler),-1.070,-2.490
4,3:32,4,7,JAX 10,10,26,"Chris Hanson punts 45 yards, fair catch by Chad Morton",-2.490,-1.930
4,3:24,1,10,NYG 45,10,26,Eli Manning pass complete deep left to Plaxico Burress for 16 yards (tackle by Deon Grant),1.930,2.980
4,2:57,1,10,JAX 39,10,26,Eli Manning pass incomplete short right intended for Tim Carter,2.980,2.440
4,2:52,2,10,JAX 39,10,26,Eli Manning pass complete short right to David Tyree for 7 yards (tackle by Deon Grant),2.440,2.680
4,2:31,3,3,JAX 32,10,26,Eli Manning pass complete short left to Jeremy Shockey for 13 yards (tackle by Clint Ingram),2.680,4.310
4,2:06,1,10,JAX 19,10,26,Eli Manning pass incomplete short middle intended for Tiki Barber,4.310,3.750
4,2:02,2,10,JAX 19,10,26,Eli Manning pass complete short left to Plaxico Burress for 1 yard (tackle by Dee Webb),3.750,3.140
4,1:56,3,9,JAX 18,10,26,Eli Manning pass incomplete short right intended for Jeremy Shockey,3.140,2.250
4,1:50,4,9,JAX 18,10,26,Eli Manning pass incomplete deep middle intended for Plaxico Burress,2.250,-0.040
4,1:43,1,10,JAX 18,10,26,David Garrard kneels for -1 yards,0.040,-0.650
4,1:02,2,11,JAX 17,10,26,David Garrard kneels for -1 yards,-0.650,-1.500
4,0:27,3,12,JAX 16,10,26,David Garrard kneels for -1 yards,-1.500,-2.440
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
