Quarter,Time,Down,ToGo,Location,KAN,JAX,Detail,EPB,EPA
1,10:35,4,17,JAX 19,0,2,"Bryan Anger punts 41 yards, returned by Dexter McCluster for 36 yards (tackle by Josh Evans)",-2.140,-3.970
1,10:24,1,10,JAX 24,0,2,Alex Smith pass complete short right to Anthony Fasano for 4 yards (tackle by Geno Hayes),3.970,3.970
1,9:41,2,6,JAX 20,0,2,Alex Smith pass complete short right to Jamaal Charles for 15 yards (tackle by Geno Hayes),3.970,6.060
1,9:09,1,5,JAX 5,6,2,"Alex Smith pass complete short left to Donnie Avery for 5 yards, touchdown",6.060,7.000
1,9:09,,,JAX 2,7,2,Ryan Succop kicks extra point good,0.000,0.000
1,9:09,,,KAN 35,7,2,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
1,9:04,1,10,JAX 20,7,2,Blaine Gabbert pass complete short left to Ace Sanders for -4 yards (tackle by Kendrick Lewis),0.280,-0.940
1,8:29,2,14,JAX 16,7,2,Maurice Jones-Drew up the middle for 5 yards (tackle by Eric Berry),-0.940,-0.820
1,7:54,3,9,JAX 21,7,2,Blaine Gabbert pass incomplete short left intended for Mike Brown (defended by Dontari Poe),-0.820,-1.960
1,7:50,4,9,JAX 21,7,2,Bryan Anger punts 47 yards,-1.960,-1.070
1,7:38,1,10,KAN 32,7,2,Jamaal Charles up the middle for 7 yards (tackle by Jonathan Cyprien),1.070,1.470
1,7:05,2,3,KAN 39,7,2,Jamaal Charles right end for no gain (tackle by Dwayne Gratz),1.470,0.760
1,6:22,3,3,KAN 39,7,2,Alex Smith pass complete short left to Donnie Avery for 6 yards (tackle by Alan Ball),0.760,1.930
1,5:42,1,10,KAN 45,7,2,Alex Smith pass incomplete short left intended for Jamaal Charles,1.930,1.380
1,5:37,2,10,KAN 45,7,2,Alex Smith pass complete short left to Jamaal Charles for 4 yards (tackle by Alan Ball),1.380,1.220
1,4:52,3,6,KAN 49,7,2,Alex Smith pass incomplete short middle intended for Donnie Avery,1.220,-0.130
1,4:47,4,6,KAN 49,7,2,"Dustin Colquitt punts 31 yards, fair catch by Will Blackmon",-0.130,-0.280
1,4:40,1,10,JAX 20,7,2,Maurice Jones-Drew left end for 1 yard (tackle by Dontari Poe),0.280,-0.130
1,4:10,2,9,JAX 21,7,2,Maurice Jones-Drew left end for 2 yards (tackle by Dontari Poe),-0.130,-0.560
1,3:34,3,7,JAX 23,7,2,Blaine Gabbert pass complete short left to Justin Forsett for 8 yards (tackle by Tamba Hali),-0.560,1.000
1,2:58,1,10,JAX 31,7,2,Blaine Gabbert pass complete short left to Justin Forsett for 2 yards (tackle by Kendrick Lewis),1.000,0.730
1,2:22,2,8,JAX 33,7,2,Blaine Gabbert pass incomplete deep right intended for Cecil Shorts is intercepted by Brandon Flowers at KAN-47 and returned for 32 yards (tackle by Eugene Monroe),0.730,-4.170
1,2:08,1,10,JAX 21,7,2,Jamaal Charles up the middle for 18 yards (tackle by Jonathan Cyprien),4.170,4.170
1,1:40,1,10,JAX 21,7,2,Timeout #1 by Kansas City Chiefs,4.170,6.510
1,1:40,1,3,JAX 3,13,2,"Alex Smith pass complete short middle to Junior Hemingway for 3 yards, touchdown",6.510,7.000
1,1:40,,,JAX 2,14,2,Ryan Succop kicks extra point good,0.000,0.000
1,1:40,,,KAN 35,14,2,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
1,1:35,1,10,JAX 20,14,2,Maurice Jones-Drew right end for 3 yards (tackle by Derrick Johnson),0.280,0.140
1,1:02,2,7,JAX 23,14,2,Blaine Gabbert pass incomplete short left intended for Allen Reisner,0.140,-0.560
1,0:57,3,7,JAX 23,14,2,Blaine Gabbert pass incomplete deep right intended for Ace Sanders,-0.560,-1.830
1,0:52,4,7,JAX 23,14,2,"Penalty on Andre Branch: False Start, 5 yards (no play)",-1.830,-2.240
1,0:52,4,12,JAX 18,14,2,Bryan Anger punts 58 yards,-2.240,-0.540
1,0:41,1,10,KAN 24,14,2,Alex Smith pass complete short middle to Anthony Sherman for 8 yards (tackle by Paul Posluszny),0.540,1.080
1,0:04,2,2,KAN 32,14,2,Jamaal Charles up the middle for 1 yard (tackle by Roy Miller),1.080,0.500
Quarter,Time,Down,ToGo,Location,KAN,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,KAN 33,14,2,Jamaal Charles for 5 yards,0.500,1.470
2,14:31,1,10,KAN 38,14,2,"Alex Smith for no gain. Alex Smith fumbles, ball out of bounds at KAN-31",1.470,-0.020
2,14:02,2,17,KAN 31,14,2,Alex Smith for 13 yards,-0.020,1.020
2,13:27,3,4,KAN 44,14,2,"Penalty on Geoff Schwartz: False Start, 5 yards (no play)",1.020,0.370
2,12:59,3,9,KAN 39,14,2,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",0.370,-0.290
2,12:32,3,14,KAN 34,14,2,Alex Smith pass incomplete short right intended for Donnie Avery,-0.290,-1.110
2,12:23,4,14,KAN 34,14,2,"Dustin Colquitt punts 47 yards, fair catch by Will Blackmon",-1.110,-0.150
2,12:17,1,10,JAX 19,14,2,Blaine Gabbert pass incomplete deep right intended for Cecil Shorts (defended by Brandon Flowers),0.150,-0.390
,,,,,,,"JAX challenged the pass completion ruling, and the play was upheld.",,
2,12:09,2,10,JAX 19,14,2,Denard Robinson up the middle for 1 yard (tackle by Justin Houston),-0.390,-0.940
2,11:27,3,9,JAX 20,14,2,Blaine Gabbert pass incomplete short middle intended for Mike Brown (defended by Quintin Demps),-0.940,-2.030
2,11:20,4,9,JAX 20,14,2,"Bryan Anger punts 52 yards, returned by Dexter McCluster for 15 yards (tackle by Will Ta'ufo'ou)",-2.030,-1.800
2,11:08,1,10,KAN 43,14,2,Jamaal Charles up the middle for 8 yards (tackle by Jonathan Cyprien),1.800,1.800
2,10:26,1,10,KAN 43,14,2,Timeout #2 by Kansas City Chiefs,1.800,2.330
2,10:26,2,2,JAX 49,14,2,Alex Smith pass complete deep middle to Dexter McCluster for 21 yards (tackle by Dwayne Gratz),2.330,3.710
2,9:52,1,10,JAX 28,14,2,Jamaal Charles up the middle for 1 yard (tackle by Paul Posluszny),3.710,3.300
2,9:13,2,9,JAX 27,14,2,Alex Smith pass complete short right to Jamaal Charles for 4 yards (tackle by Dwayne Gratz),3.300,3.140
2,8:30,3,5,JAX 23,14,2,Alex Smith left guard for 9 yards,3.140,4.650
2,7:49,1,10,JAX 14,14,2,Cyrus Gray up the middle for 9 yards (tackle by Jason Babin),4.650,5.670
2,7:09,2,1,JAX 5,14,2,Jamaal Charles right end for 3 yards (tackle by Roy Miller),5.670,6.740
2,6:29,1,2,JAX 2,20,2,"Jamaal Charles left end for 2 yards, touchdown",6.740,7.000
2,6:29,,,JAX 2,21,2,Ryan Succop kicks extra point good,0.000,0.000
2,6:29,,,KAN 35,21,2,"Ryan Succop kicks off 71 yards, returned by Stephen Burton for 25 yards (tackle by Frank Zombo)",0.000,-0.150
2,6:20,1,10,JAX 19,21,2,Blaine Gabbert pass complete short left to Will Ta'ufo'ou for 11 yards (tackle by Derrick Johnson),0.150,0.940
2,5:52,1,10,JAX 30,21,2,Maurice Jones-Drew up the middle for 3 yards (tackle by Mike DeVito),0.940,0.800
2,5:17,2,7,JAX 33,21,2,Blaine Gabbert sacked by Tyson Jackson for -11 yards,0.800,-1.350
2,4:35,3,18,JAX 22,21,2,"Penalty on Blaine Gabbert: Delay of Game, 5 yards (no play)",-1.350,-2.360
2,4:16,3,23,JAX 17,21,2,Blaine Gabbert pass complete short right to Ace Sanders for 18 yards (tackle by Derrick Johnson),-2.360,-1.040
,,,,,,,"KAN challenged the first down ruling, and the original play was overturned.",,
2,3:35,4,5,JAX 35,21,2,"Bryan Anger punts 52 yards, returned by Dexter McCluster for 4 yards (tackle by Chris Prosinski)",-1.040,0.060
2,3:22,1,10,KAN 17,21,2,Alex Smith pass incomplete short middle intended for Jamaal Charles,-0.060,-0.580
2,3:18,2,10,KAN 17,21,2,Alex Smith pass complete short left to Anthony Sherman for 7 yards (tackle by Paul Posluszny),-0.580,-0.370
2,2:52,3,3,KAN 24,21,2,Alex Smith pass complete short right to Dwayne Bowe for 7 yards,-0.370,1.000
2,2:23,1,10,KAN 31,21,2,Cyrus Gray up the middle for -1 yards (tackle by Jeremy Mincey),1.000,0.320
2,2:00,2,11,KAN 30,21,2,Alex Smith pass incomplete short right intended for Anthony Fasano,0.320,0.320
2,1:54,2,11,KAN 30,21,2,Timeout #3 by Kansas City Chiefs,0.320,-0.360
2,1:54,3,11,KAN 30,21,2,Alex Smith pass complete short middle to Dwayne Bowe for 8 yards (tackle by Alan Ball),-0.360,-0.360
2,1:44,3,11,KAN 30,21,2,Timeout #2 by Jacksonville Jaguars,-0.360,-0.850
2,1:44,4,3,KAN 38,21,2,Dustin Colquitt punts 43 yards,-0.850,-0.150
2,1:31,1,10,JAX 19,21,2,Blaine Gabbert for 3 yards,0.150,0.070
2,1:25,2,7,JAX 22,21,2,Blaine Gabbert pass incomplete short right intended for Ace Sanders,0.070,-0.680
2,1:21,3,7,JAX 22,21,2,Blaine Gabbert pass complete short middle to Mike Brown for 14 yards (tackle by Derrick Johnson),-0.680,1.330
2,0:58,1,10,JAX 36,21,2,"Penalty on Eugene Monroe: False Start, 5 yards (no play)",1.330,1.330
2,0:55,1,10,JAX 36,21,2,Timeout #3 by Jacksonville Jaguars,1.330,1.000
2,0:55,1,15,JAX 31,21,2,Blaine Gabbert pass incomplete short right intended for Ace Sanders,1.000,0.120
2,0:50,2,15,JAX 31,21,2,Blaine Gabbert pass incomplete short right intended for Maurice Jones-Drew,0.120,-0.560
2,0:45,3,15,JAX 31,21,2,Blaine Gabbert sacked by Dontari Poe for -7 yards,-0.560,-1.770
Quarter,Time,Down,ToGo,Location,KAN,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,21,2,"Josh Scobee kicks off 74 yards, touchback",0.000,-0.280
3,15:00,1,10,KAN 20,21,2,Jamaal Charles up the middle for 15 yards (tackle by Alan Ball),0.280,1.270
3,14:20,1,10,KAN 35,21,2,Jamaal Charles up the middle for 10 yards (tackle by Russell Allen),1.270,1.930
3,13:37,1,10,KAN 45,21,2,Alex Smith pass complete short left to Dexter McCluster for 6 yards (tackle by Russell Allen),1.930,2.190
3,12:52,2,4,JAX 49,21,2,Jamaal Charles up the middle for 3 yards (tackle by Jason Babin),2.190,2.190
3,12:23,2,4,JAX 49,21,2,Timeout #1 by Kansas City Chiefs,2.190,1.880
3,12:23,3,1,JAX 46,21,2,Jamaal Charles left end for no gain (tackle by Geno Hayes),1.880,0.200
3,11:59,4,1,JAX 46,21,2,Dustin Colquitt punts 32 yards,0.200,0.280
3,11:51,1,10,JAX 14,21,2,Maurice Jones-Drew up the middle for 10 yards (tackle by Sean Smith),-0.280,0.540
3,11:15,1,10,JAX 24,21,2,"Blaine Gabbert pass complete deep right to Ace Sanders for 33 yards (tackle by Husain Abdullah). Penalty on Cecil Shorts: Offensive Pass Interference, 10 yards (no play)",0.540,-0.500
3,10:51,1,20,JAX 14,21,2,Blaine Gabbert pass incomplete deep middle intended for Ace Sanders,-0.500,-1.470
3,10:44,2,20,JAX 14,21,2,Maurice Jones-Drew up the middle for 1 yard (tackle by Akeem Jordan),-1.470,-2.250
3,10:09,3,19,JAX 15,21,2,Blaine Gabbert sacked by Justin Houston for -6 yards,-2.250,-2.490
3,9:39,4,25,JAX 9,21,2,"Bryan Anger punts 49 yards, returned by Dexter McCluster for no gain. Penalty on Dezman Moses: Offensive Holding, 10 yards",-2.490,-1.070
3,9:27,1,10,KAN 32,21,2,Alex Smith pass complete short left to Anthony Sherman for 3 yards (tackle by Mike Harris),1.070,0.930
3,8:50,2,7,KAN 35,21,2,Alex Smith pass complete short middle to Dwayne Bowe for 15 yards (tackle by Paul Posluszny),0.930,2.260
3,8:05,1,10,,21,2,Alex Smith pass incomplete short left intended for Dwayne Bowe,2.260,1.710
3,7:59,2,10,,21,2,Knile Davis left guard for 4 yards (tackle by Sen'Derrick Marks),1.710,1.550
3,7:15,3,6,JAX 46,21,2,Alex Smith pass incomplete short right intended for Anthony Fasano,1.550,0.200
3,7:10,4,6,JAX 46,21,2,"Dustin Colquitt punts 37 yards, fair catch by Will Blackmon",0.200,0.380
3,7:02,1,10,JAX 9,21,2,Blaine Gabbert pass incomplete short right intended for Cecil Shorts,-0.380,-0.780
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
3,7:01,2,10,JAX 9,21,2,Jordan Todman up the middle for 2 yards (tackle by Eric Berry),-0.780,-1.190
3,6:24,3,8,JAX 11,21,2,Blaine Gabbert sacked by Eric Berry and Dontari Poe for -5 yards,-1.190,-2.490
3,5:58,4,13,JAX 6,21,2,"Bryan Anger punts 53 yards, returned by Dexter McCluster for 13 yards (tackle by Mike Harris)",-2.490,-2.520
3,5:47,1,10,JAX 46,21,2,Alex Smith pass incomplete short left intended for Dexter McCluster (defended by Mike Harris),2.520,1.980
3,5:43,2,10,JAX 46,21,2,Alex Smith pass incomplete short right intended for Dwayne Bowe (defended by Will Blackmon),1.980,1.290
3,5:38,3,10,JAX 46,21,2,Alex Smith pass complete short right to Cyrus Gray for 6 yards (tackle by Sen'Derrick Marks),1.290,0.590
3,4:53,4,4,JAX 40,21,2,"Dustin Colquitt punts 40 yards, touchback",0.590,-0.280
3,4:45,1,10,JAX 20,21,2,Maurice Jones-Drew left end for 5 yards (tackle by Dontari Poe),0.280,0.410
3,4:12,2,5,JAX 25,21,2,Blaine Gabbert sacked by Justin Houston for -8 yards,0.410,-1.510
3,3:39,3,13,JAX 17,21,2,Blaine Gabbert pass complete short right to Allen Reisner for 10 yards (tackle by Derrick Johnson),-1.510,-1.570
3,3:04,4,3,JAX 27,21,2,"Bryan Anger punts 47 yards, returned by Dexter McCluster for 9 yards (tackle by Will Ta'ufo'ou)",-1.570,-1.270
3,2:55,1,10,KAN 35,21,2,Alex Smith pass complete deep middle to Dexter McCluster for 16 yards (tackle by Dwight Lowery),1.270,2.320
3,2:15,1,10,JAX 49,21,2,Alex Smith pass complete short middle to Knile Davis for 5 yards (tackle by Paul Posluszny),2.320,2.460
3,1:39,2,5,JAX 44,21,2,Knile Davis up the middle for 1 yard (tackle by Paul Posluszny),2.460,1.880
3,0:57,3,4,JAX 43,21,2,Alex Smith pass complete short right to Anthony Fasano for 4 yards (tackle by Geno Hayes),1.880,2.980
3,0:16,1,10,JAX 39,21,2,Jamaal Charles up the middle for 1 yard (tackle by Paul Posluszny),2.980,2.580
Quarter,Time,Down,ToGo,Location,KAN,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,JAX 38,21,2,Jamaal Charles up the middle for no gain (tackle by Sen'Derrick Marks),2.580,1.880
4,14:16,3,9,JAX 38,21,2,Alex Smith sacked by Jason Babin for -2 yards,1.880,0.590
4,13:47,4,11,JAX 40,21,2,"Dustin Colquitt punts 28 yards, fair catch by Will Blackmon",0.590,0.350
4,13:41,1,10,JAX 12,21,2,Blaine Gabbert pass incomplete short middle intended for Maurice Jones-Drew,-0.350,-0.780
4,13:35,2,10,JAX 12,21,2,Denard Robinson up the middle for no gain (tackle by Akeem Jordan),-0.780,-1.420
4,12:51,3,10,JAX 12,27,2,"Blaine Gabbert pass incomplete short right intended for Justin Forsett is intercepted by Tamba Hali at JAX-10 and returned for 10 yards, touchdown",-1.420,-7.000
4,12:51,,,JAX 2,28,2,Ryan Succop kicks extra point good,0.000,0.000
4,12:51,,,KAN 35,28,2,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
4,12:51,1,10,JAX 20,28,2,Blaine Gabbert pass incomplete short left intended for Cecil Shorts,0.280,-0.270
4,12:48,2,10,JAX 20,28,2,Maurice Jones-Drew up the middle for 9 yards (tackle by Derrick Johnson),-0.270,0.230
4,12:15,3,1,JAX 29,28,2,Maurice Jones-Drew up the middle for 2 yards (tackle by Derrick Johnson),0.230,1.000
4,11:46,1,10,JAX 31,28,2,Blaine Gabbert pass incomplete short right intended for Cecil Shorts,1.000,0.460
4,11:41,2,10,JAX 31,28,2,Maurice Jones-Drew left end for 1 yard (tackle by Tyson Jackson),0.460,-0.100
4,11:03,3,9,JAX 32,28,2,Blaine Gabbert pass incomplete short left intended for Cecil Shorts,-0.100,-1.240
4,10:59,4,9,JAX 32,28,2,"Bryan Anger punts 53 yards, fair catch by Dexter McCluster",-1.240,0.220
4,10:51,1,10,KAN 15,28,2,Knile Davis left end for 3 yards (tackle by Paul Posluszny),-0.220,-0.280
4,10:10,2,7,KAN 18,28,2,Alex Smith pass incomplete short left intended for Donnie Avery (defended by Alan Ball),-0.280,-1.000
4,10:05,3,7,KAN 18,28,2,Alex Smith pass incomplete short right intended for Dexter McCluster,-1.000,-2.240
4,9:59,4,7,KAN 18,28,2,Dustin Colquitt punts 58 yards,-2.240,-0.540
4,9:51,1,10,JAX 24,28,2,Blaine Gabbert right end for 7 yards,0.540,0.940
4,9:21,2,3,JAX 31,28,2,Maurice Jones-Drew up the middle for 1 yard (tackle by Eric Berry),0.940,0.370
4,8:45,3,2,JAX 32,28,2,Blaine Gabbert pass complete short left to Cecil Shorts for 7 yards (tackle by Brandon Flowers),0.370,1.530
4,8:10,1,10,JAX 39,28,2,Blaine Gabbert pass complete short left to Cecil Shorts for 9 yards (tackle by Brandon Flowers),1.530,2.200
4,7:47,2,1,JAX 48,28,2,Maurice Jones-Drew up the middle for 3 yards (tackle by Eric Berry),2.200,2.320
4,7:09,1,10,KAN 49,28,2,Blaine Gabbert pass incomplete short middle intended for Allen Reisner (defended by Quintin Demps),2.320,1.780
4,7:09,2,10,KAN 49,28,2,Maurice Jones-Drew up the middle for -1 yards (tackle by Akeem Jordan),1.780,0.960
4,6:18,3,11,,28,2,Blaine Gabbert pass incomplete short right intended for Cecil Shorts,0.960,-0.060
4,6:13,4,11,,28,2,"Bryan Anger punts 50 yards, touchback",-0.060,-0.280
4,6:04,1,10,KAN 20,28,2,Alex Smith pass complete short left to Anthony Sherman for 26 yards (tackle by Paul Posluszny),0.280,1.990
4,5:15,1,10,KAN 46,28,2,Knile Davis right end for 4 yards (tackle by Brandon Deaderick),1.990,1.990
4,4:34,2,6,,28,2,Alex Smith pass complete short left to Dwayne Bowe for no gain,1.990,1.290
4,3:52,3,6,,28,2,Alex Smith left end for 3 yards,1.290,0.130
4,3:04,4,3,JAX 47,28,2,"Dustin Colquitt punts 47 yards, touchback",0.130,-0.280
4,2:56,1,10,JAX 20,28,2,Blaine Gabbert pass incomplete deep left intended for Cecil Shorts,0.280,-0.270
4,2:51,2,10,JAX 20,28,2,Blaine Gabbert pass complete short middle to Allen Reisner for 16 yards (tackle by Quintin Demps),-0.270,1.330
4,2:20,1,10,JAX 36,28,2,Blaine Gabbert pass complete short left to Jordan Todman for 15 yards (tackle by Brandon Flowers),1.330,2.320
4,2:14,1,10,KAN 49,28,2,Blaine Gabbert pass complete short right to Jordan Todman for -2 yards (tackle by Eric Berry),2.320,1.510
4,2:00,2,12,JAX 49,28,2,Justin Forsett up the middle for 7 yards (tackle by Frank Zombo),1.510,1.750
4,1:36,3,5,KAN 44,28,2,Blaine Gabbert pass complete short right to Justin Forsett for 6 yards (tackle by Marcus Cooper),1.750,3.050
4,1:31,1,10,KAN 38,28,2,Blaine Gabbert up the middle for 4 yards (tackle by Akeem Jordan),3.050,3.050
4,1:20,1,10,KAN 38,28,2,Timeout #1 by Jacksonville Jaguars,3.050,3.050
4,1:20,2,6,KAN 34,28,2,Chad Henne pass complete short right to Jordan Todman for 7 yards,3.050,3.780
4,1:12,1,10,KAN 27,28,2,Chad Henne pass complete deep left to Cecil Shorts for 24 yards (tackle by Kendrick Lewis),3.780,6.510
4,1:12,1,3,KAN 3,28,2,"Penalty on Chad Henne: Delay of Game, 5 yards (no play)",6.510,5.370
4,1:04,1,8,KAN 8,28,2,Chad Henne pass incomplete short right intended for Ace Sanders (defended by Husain Abdullah),5.370,4.570
4,0:59,2,8,KAN 8,28,2,Chad Henne pass incomplete short left intended for Jordan Todman,4.570,3.580
4,0:55,3,8,KAN 8,28,2,Chad Henne pass complete short left to Allen Reisner for 5 yards (tackle by Quintin Demps),3.580,3.580
4,0:46,3,8,KAN 8,28,2,Timeout #2 by Jacksonville Jaguars,3.580,3.040
4,0:46,4,3,KAN 3,28,2,Chad Henne pass incomplete short right intended for Ace Sanders,3.040,0.380
4,0:41,1,10,KAN 3,28,2,Chase Daniel kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
