Quarter,Time,Down,ToGo,Location,JAX,DET,Detail,EPB,EPA
2,12:45,3,4,DET 26,10,7,Daunte Culpepper pass incomplete short left intended for Calvin Johnson (defended by Rashean Mathis),-0.160,-1.630
2,12:41,4,4,DET 26,10,7,"Nick Harris punts 53 yards, returned by Maurice Jones-Drew for 8 yards (tackle by Alex Lewis)",-1.630,-0.870
2,12:30,1,10,JAX 29,10,7,Fred Taylor right tackle for 9 yards (tackle by Ryan Nece),0.870,1.540
2,11:55,2,1,JAX 38,10,7,Fred Taylor right tackle for 6 yards (tackle by Ernie Sims and Paris Lenon),1.540,1.860
2,11:09,1,10,JAX 44,10,7,David Garrard pass complete deep left to Jerry Porter for 26 yards (tackle by Travis Fisher),1.860,3.580
2,10:27,1,10,DET 30,10,7,David Garrard pass complete short left to Greg Jones for 5 yards (tackle by Travis Fisher),3.580,3.710
,,,,,,,"DET challenged the runner was down by contact ruling, and the original play was overturned.",,
2,10:05,2,5,DET 25,10,7,Fred Taylor left tackle for 11 yards (tackle by Leigh Bodden),3.710,4.650
2,9:25,1,10,DET 14,10,7,Fred Taylor right end for 2 yards (tackle by Corey Smith),4.650,4.330
2,8:47,,,,10,7,Timeout #1 by Jacksonville Jaguars,0.000,4.330
2,8:47,2,8,DET 12,10,7,Fred Taylor right tackle for 11 yards (tackle by Daniel Bullocks and Cory Redding),4.330,6.970
2,8:12,1,1,DET 1,10,7,David Garrard pass incomplete short left intended for Richard Angulo,6.970,5.910
2,8:06,2,1,DET 1,16,7,"Maurice Jones-Drew up the middle for 1 yard, touchdown",5.910,7.000
2,,,,DET 2,17,7,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,17,7,"Josh Scobee kicks off 73 yards, returned by Brandon Middleton for 34 yards (tackle by Gerald Sensabaugh)",0.000,1.000
2,7:56,1,10,DET 31,17,7,Daunte Culpepper pass incomplete deep right intended for Calvin Johnson (defended by Rashean Mathis),1.000,0.460
2,7:48,2,10,DET 31,17,7,Daunte Culpepper pass complete short right to Shaun McDonald for 14 yards (tackle by Gerald Sensabaugh),0.460,1.930
2,7:06,1,10,DET 45,17,7,Kevin Smith right tackle for 15 yards (tackle by Reggie Nelson),1.930,2.920
2,6:23,1,10,JAX 40,17,7,Daunte Culpepper pass complete short left to Shaun McDonald for 8 yards (tackle by Rashean Mathis),2.920,3.450
2,5:46,2,2,JAX 32,17,7,Kevin Smith left tackle for no gain (tackle by Rob Meier),3.450,2.740
2,5:02,3,2,JAX 32,17,7,Kevin Smith right end for 9 yards (tackle by Rashean Mathis),2.740,4.040
2,4:31,1,10,JAX 23,17,7,Rudi Johnson left end for no gain (tackle by Gerald Sensabaugh),4.040,3.500
2,3:52,2,10,JAX 23,17,7,Rudi Johnson up the middle for 4 yards (tackle by Justin Durant),3.500,3.340
2,3:11,3,6,JAX 19,17,7,Daunte Culpepper pass complete short middle to Shaun McDonald for 4 yards (tackle by Justin Durant),3.340,2.570
2,2:29,4,2,JAX 15,17,7,"Jason Hanson 33 yard field goal no good, blocked by Gerald Sensabaugh, recovered by Reggie Nelson and returned for 34 yards",2.570,-1.730
2,2:18,1,10,JAX 42,17,7,David Garrard pass complete short left to Maurice Jones-Drew for 15 yards (tackle by Daniel Bullocks),1.730,2.720
2,1:59,1,10,DET 43,17,7,David Garrard sacked by Corey Smith for -11 yards,2.720,0.690
2,1:35,2,21,JAX 46,17,7,David Garrard pass complete short right to Marcedes Lewis for 17 yards (tackle by Kalvin Pearson),0.690,2.280
2,1:13,3,4,DET 37,17,7,David Garrard pass incomplete short right intended for Marcedes Lewis,2.280,0.790
2,1:09,,,,17,7,Timeout #2 by Detroit Lions,0.000,0.790
2,1:09,4,4,DET 37,17,7,David Garrard pass complete deep right to Matt Jones for 22 yards (tackle by Daniel Bullocks),0.790,4.580
2,1:04,1,10,DET 15,17,7,Maurice Jones-Drew right tackle for 7 yards (tackle by Paris Lenon and Corey Smith),4.580,5.220
2,0:42,2,3,DET 8,23,7,"Maurice Jones-Drew right end for 8 yards, touchdown",5.220,7.000
2,,,,DET 2,24,7,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,24,7,"Josh Scobee kicks off 69 yards, returned by Brandon Middleton for 16 yards (tackle by Thomas Williams). Brandon Middleton fumbles (forced by Thomas Williams), recovered by Jordon Dizon at DET-15",0.000,-0.220
2,0:32,1,10,DET 15,24,7,"Kevin Smith up the middle for 1 yard (tackle by Gerald Sensabaugh and Justin Durant). Penalty on Jeff Backus: Offensive Holding, 7 yards (no play)",-0.220,-0.650
2,0:26,1,17,DET 8,24,7,Kevin Smith right tackle for -2 yards (tackle by Justin Durant),-0.650,-1.440
Quarter,Time,Down,ToGo,Location,JAX,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,24,7,"Jason Hanson kicks off 63 yards, returned by Troy Williamson for 10 yards (tackle by Corey Smith)",0.000,-0.060
3,14:55,1,10,JAX 17,24,7,Fred Taylor up the middle for 12 yards (tackle by Daniel Bullocks),-0.060,0.870
3,14:16,1,10,JAX 29,24,7,David Garrard pass complete short left to Matt Jones for 5 yards (tackle by Paris Lenon),0.870,1.000
3,13:36,2,5,JAX 34,24,7,David Garrard pass complete short left to Matt Jones for 9 yards (tackle by Brian Kelly),1.000,1.800
3,12:56,1,10,JAX 43,24,7,David Garrard pass complete short right to Marcedes Lewis for 6 yards (tackle by Leigh Bodden),1.800,2.060
3,12:17,2,4,JAX 49,24,7,"Penalty on Reggie Williams: False Start, 5 yards (no play)",2.060,1.390
3,11:55,2,9,JAX 44,24,7,David Garrard pass complete short right to Fred Taylor for 17 yards (tackle by Paris Lenon),1.390,2.980
3,11:21,1,10,DET 39,24,7,Maurice Jones-Drew right tackle for 1 yard (tackle by Cory Redding),2.980,2.580
3,10:39,2,9,DET 38,24,7,David Garrard pass incomplete short left intended for Troy Williamson,2.580,1.880
3,10:35,3,9,DET 38,24,7,David Garrard pass complete short right to Matt Jones for 15 yards (tackle by Leigh Bodden),1.880,4.040
3,10:09,1,10,DET 23,24,7,Fred Taylor right tackle for no gain (tackle by Cory Redding),4.040,3.500
3,9:25,2,10,DET 23,24,7,David Garrard pass incomplete deep middle intended for Marcedes Lewis,3.500,2.810
3,9:19,3,10,DET 23,24,7,David Garrard pass complete short right to Matt Jones for 11 yards (tackle by Leigh Bodden),2.810,4.780
3,8:37,1,10,DET 12,24,7,Fred Taylor right tackle for 4 yards (tackle by Paris Lenon),4.780,4.830
3,7:58,2,6,DET 8,24,7,"Fred Taylor up the middle for 4 yards (tackle by Keith Smith). Penalty on Chartric Darby: Defensive Offside, 4 yards (no play)",4.830,5.600
3,7:35,2,2,DET 4,24,7,Fred Taylor up the middle for 3 yards (tackle by Kalvin Pearson),5.600,6.970
3,7:00,1,1,DET 1,24,7,Fred Taylor left tackle for -1 yards (tackle by Keith Smith and Ikaika Alama-Francis),6.970,5.720
3,6:16,2,2,DET 2,24,7,"Fred Taylor up the middle for 1 yard (tackle by Shaun Cody). Penalty on Richard Angulo: Illegal Motion, 5 yards (no play)",5.720,4.760
3,5:48,2,7,DET 7,30,7,"David Garrard pass complete short left to Jerry Porter for 7 yards, touchdown",4.760,7.000
3,,,,DET 2,31,7,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,31,7,"Josh Scobee kicks off 67 yards, returned by Brandon Middleton for 16 yards (tackle by Omare Lowe)",0.000,0.150
3,5:35,1,10,DET 19,31,7,Kevin Smith left tackle for 4 yards (tackle by Clint Ingram),0.150,0.210
3,4:59,2,6,DET 23,31,7,Daunte Culpepper pass incomplete short right intended for Kevin Smith (defended by Daryl Smith),0.210,-0.550
3,4:51,3,6,DET 23,31,7,Daunte Culpepper sacked by Daryl Smith and Derrick Harvey for -10 yards. Penalty on Stephen Peterman: Offensive Holding (Declined),-0.550,-2.490
3,4:27,4,16,DET 13,31,7,"Nick Harris punts 49 yards, returned by Maurice Jones-Drew for 8 yards (tackle by Alex Lewis)",-2.490,-1.990
3,4:14,1,10,JAX 46,31,7,David Garrard pass complete short left to Reggie Williams for 6 yards (tackle by Travis Fisher),1.990,2.260
3,3:51,2,4,DET 48,31,7,"David Garrard pass incomplete deep left intended for Reggie Williams (defended by Travis Fisher). Penalty on Kalvin Pearson: Unnecessary Roughness, 15 yards",2.260,3.380
3,3:46,1,10,DET 33,31,7,"David Garrard pass complete short right to Maurice Jones-Drew for 6 yards (tackle by Shaun Cody). Penalty on Marcedes Lewis: Offensive Pass Interference, 10 yards (no play)",3.380,2.720
3,3:20,1,20,DET 43,31,7,Maurice Jones-Drew left tackle for 6 yards (tackle by Ryan Nece),2.720,2.300
3,2:40,2,14,DET 37,31,7,"David Garrard pass complete short left to Reggie Williams for 9 yards (tackle by Travis Fisher). Penalty on Khalif Barnes: Offensive Holding, 10 yards (no play)",2.300,0.950
3,2:14,2,24,DET 47,31,7,Maurice Jones-Drew left end for 13 yards (tackle by Daniel Bullocks),0.950,2.010
3,1:39,3,11,DET 34,31,7,David Garrard pass complete deep right to Dennis Northcutt for 20 yards (tackle by Travis Fisher),2.010,4.650
3,0:52,1,10,DET 14,31,7,Maurice Jones-Drew left tackle for 5 yards (tackle by Ernie Sims),4.650,4.900
3,0:10,2,5,DET 9,31,7,Fred Taylor right tackle for -1 yards (tackle by Corey Smith),4.900,3.820
Quarter,Time,Down,ToGo,Location,JAX,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,DET 10,37,7,"David Garrard pass complete short left to Troy Williamson for 10 yards, touchdown",3.820,7.000
4,,,,DET 2,38,7,Josh Scobee kicks extra point good,0.000,0.000
4,,,,JAX 30,38,7,"Josh Scobee kicks off 75 yards, touchback",0.000,0.280
4,14:56,1,10,DET 20,38,7,Kevin Smith left end for no gain (tackle by Tony McDaniel),0.280,-0.270
4,14:20,2,10,DET 20,38,7,Drew Stanton sacked by Daryl Smith for -6 yards,-0.270,-2.030
4,13:40,3,16,DET 14,38,7,Drew Stanton sacked by Derrick Harvey for -6 yards,-2.030,-2.490
4,12:59,4,22,DET 8,38,7,"Nick Harris punts 36 yards, fair catch by Dennis Northcutt",-2.490,-2.650
4,12:52,1,10,DET 44,38,7,"Cleo Lemon for no gain. Penalty on Shaun Cody: Defensive Offside, 5 yards (no play)",2.650,3.380
4,12:51,1,5,DET 39,38,7,Fred Taylor right tackle for no gain (tackle by Jordon Dizon),3.380,2.780
4,12:13,2,5,DET 39,38,7,Cleo Lemon pass incomplete short right intended for Marcedes Lewis,2.780,2.080
4,12:06,3,5,DET 39,38,7,Cleo Lemon pass incomplete short middle intended for Marcedes Lewis,2.080,0.660
4,12:01,4,5,DET 39,38,7,"Adam Podlesh punts 27 yards, fair catch by Shaun McDonald",0.660,0.350
4,11:56,1,10,DET 12,38,7,Kevin Smith right end for 2 yards (tackle by Jimmy Kennedy and Daryl Smith),-0.350,-0.610
4,11:09,2,8,DET 14,38,7,Drew Stanton pass complete short left to Shaun McDonald for 11 yards (tackle by Daryl Smith),-0.610,0.610
4,10:34,1,10,DET 25,38,7,Drew Stanton pass complete deep right to Calvin Johnson for 41 yards (tackle by Rashean Mathis),0.610,3.310
4,10:06,1,10,JAX 34,38,7,Drew Stanton pass incomplete deep left intended for Shaun McDonald,3.310,2.770
4,10:01,2,10,JAX 34,38,7,Kevin Smith left tackle for 5 yards (tackle by Daryl Smith),2.770,2.740
4,9:23,3,5,JAX 29,38,7,Drew Stanton sacked by Rob Meier for -7 yards,2.740,0.880
4,8:46,4,12,JAX 36,38,7,Drew Stanton pass complete deep right to Brandon Middleton for 23 yards (tackle by Brian Williams),0.880,4.710
4,7:57,1,10,JAX 13,38,7,Kevin Smith left end for 8 yards (tackle by Gerald Sensabaugh),4.710,5.540
4,7:33,2,2,JAX 5,38,7,Kevin Smith up the middle for 1 yard (tackle by Gerald Sensabaugh),5.540,5.010
4,6:47,3,1,JAX 4,38,7,Kevin Smith left tackle for 3 yards (tackle by Tony McDaniel),5.010,6.970
4,6:06,1,1,JAX 1,38,13,"Kevin Smith right tackle for 1 yard, touchdown",6.970,7.000
4,,,,JAX 2,38,14,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,38,14,"Jason Hanson kicks onside 11 yards, recovered by Calvin Johnson (onside kick successful)",0.000,1.660
4,6:00,1,10,DET 41,38,14,Drew Stanton left end for 4 yards (tackle by Tony McDaniel),1.660,1.660
4,5:21,2,6,DET 45,38,14,Drew Stanton pass complete short left to Michael Gaines for 5 yards (tackle by Brian Williams),1.660,1.620
4,4:48,3,1,,38,14,Kevin Smith right end for 32 yards (tackle by Rashean Mathis),1.620,4.370
4,4:40,1,10,JAX 18,38,14,Drew Stanton pass incomplete short left intended for Calvin Johnson,4.370,3.800
4,4:37,2,10,JAX 18,38,14,"Drew Stanton left end for 17 yards. Penalty on Rudi Johnson: Offensive Holding, 10 yards (no play)",3.800,2.480
4,4:28,,,,38,14,Timeout #1 by Detroit Lions,0.000,2.480
4,4:28,2,20,JAX 28,38,14,Drew Stanton sacked by Derek Landri for -11 yards,2.480,0.360
4,3:49,3,31,JAX 39,38,14,Drew Stanton sacked by Jimmy Kennedy for -3 yards,0.360,0.460
4,3:06,4,34,JAX 42,38,14,Drew Stanton pass complete short right to Michael Gaines for 13 yards (tackle by Derrick Harvey),0.460,-0.870
4,2:57,1,10,JAX 29,38,14,Fred Taylor up the middle for -2 yards (tackle by Alex Lewis),0.870,0.060
4,2:51,,,,38,14,Timeout #2 by Detroit Lions,0.000,0.060
4,2:47,2,12,JAX 27,38,14,Fred Taylor left tackle for 23 yards (tackle by Jordon Dizon),0.060,2.260
4,2:00,1,10,,38,14,Fred Taylor left end for -2 yards (tackle by Chartric Darby),2.260,1.440
4,1:15,2,12,JAX 48,38,14,Cleo Lemon kneels for -1 yards,1.440,0.630
4,0:29,3,13,JAX 47,38,14,Cleo Lemon kneels for -2 yards,0.630,-0.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
