Quarter,Time,Down,ToGo,Location,BAL,NYJ,Detail,EPB,EPA
3,12:50,3,9,BAL 36,10,3,Lamar Jackson pass incomplete short middle intended for Rashod Bateman,0.170,-0.980
3,12:45,4,9,BAL 36,10,3,"Jordan Stout punts 64 yards, touchback.",-0.980,-0.280
3,12:38,1,10,NYJ 20,10,3,Joe Flacco sacked by and Patrick Queen for -5 yards and Justin Madubuike for -5 yards,0.280,-1.070
3,11:56,2,15,NYJ 15,10,3,Joe Flacco pass complete short right to Michael Carter for no gain (tackle by Justin Madubuike),-1.070,-1.860
3,11:16,3,15,NYJ 15,10,3,Joe Flacco pass complete short left to Michael Carter for 9 yards (tackle by Marlon Humphrey and Chuck Clark),-1.860,-1.770
3,10:33,4,6,NYJ 24,10,3,Braden Mann punts 20 yards out of bounds,-1.770,-2.650
3,10:24,1,10,NYJ 44,10,3,Lamar Jackson pass complete short left to Kenyan Drake for 15 yards (tackle by Lamarcus Joyner),2.650,3.640
3,9:48,1,10,NYJ 29,10,3,Lamar Jackson left end for 6 yards (tackle by Quincy Williams),3.640,3.910
3,9:12,2,4,NYJ 23,10,3,Kenyan Drake right tackle for 6 yards (tackle by C.J. Mosley),3.910,4.440
3,8:29,1,10,NYJ 17,10,3,Kenyan Drake left end for -1 yards (tackle by Michael Carter),4.440,3.720
3,7:52,2,11,NYJ 18,10,3,Lamar Jackson scrambles left end for 1 yard (tackle by John Franklin-Myers),3.720,3.070
3,7:20,3,10,NYJ 17,16,3,"Lamar Jackson pass complete deep middle to Devin Duvernay for 17 yards, touchdown",3.070,7.000
3,7:14,,,NYJ 15,17,3,Justin Tucker kicks extra point good,0.000,0.000
3,7:14,,,BAL 35,17,3,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,7:14,1,10,NYJ 25,17,3,Michael Carter left tackle for 1 yard (tackle by Michael Pierce),0.610,0.200
3,6:38,2,9,NYJ 26,17,3,Joe Flacco pass incomplete deep right intended for Elijah Moore,0.200,-0.490
3,6:31,3,9,NYJ 26,17,3,"Joe Flacco sacked by Justin Madubuike for no gain. Penalty on Brandon Stephens: Illegal Contact, 5 yards (accepted) (no play)",-0.490,1.000
3,6:06,1,10,NYJ 31,17,3,Breece Hall up the middle for 2 yards (tackle by Malik Harrison),1.000,0.730
3,5:31,2,8,NYJ 33,17,3,Michael Carter up the middle for 6 yards (tackle by Marlon Humphrey),0.730,0.830
3,4:54,3,2,NYJ 39,17,3,Joe Flacco pass incomplete short middle intended for Corey Davis,0.830,-0.780
3,4:48,4,2,NYJ 39,17,3,Braden Mann punts 49 yards downed by Brandin Echols,-0.780,0.350
3,4:37,1,10,BAL 12,17,3,Lamar Jackson pass incomplete short left intended for Demarcus Robinson,-0.350,-0.780
3,4:34,2,10,BAL 12,17,3,Lamar Jackson pass complete short right to Mark Andrews for 15 yards (tackle by Quincy Williams and C.J. Mosley),-0.780,0.740
3,3:51,1,10,BAL 27,17,3,Kenyan Drake right tackle for 8 yards (tackle by C.J. Mosley),0.740,1.280
3,3:13,2,2,BAL 35,17,3,"Mike Davis up the middle for 10 yards. Mike Davis fumbles (forced by D.J. Reed), recovered by Mike Davis at BAL-45 (tackle by D.J. Reed)",1.280,1.930
3,2:15,1,10,BAL 45,23,3,"Lamar Jackson pass complete deep middle to Rashod Bateman for 55 yards, touchdown",1.930,7.000
3,2:06,,,NYJ 15,24,3,Justin Tucker kicks extra point good,0.000,0.000
3,2:06,,,BAL 35,24,3,"Justin Tucker kicks off 70 yards, returned by Braxton Berrios for 23 yards (tackle by Jalyn Armour-Davis). Penalty on Jacob Martin: Offensive Holding, 9 yards (accepted)",0.000,-0.380
3,2:01,1,10,NYJ 9,24,3,Joe Flacco pass complete short left to Corey Davis for 17 yards (tackle by Marlon Humphrey and Chuck Clark),-0.380,0.670
3,1:25,1,10,NYJ 26,24,3,Joe Flacco pass complete short left to Elijah Moore for 8 yards (tackle by Marlon Humphrey),0.670,1.210
3,1:03,2,2,NYJ 34,24,3,Joe Flacco pass complete short left to Michael Carter for 2 yards (tackle by Marcus Williams),1.210,1.330
3,0:38,1,10,NYJ 36,24,3,Joe Flacco pass incomplete short middle intended for Breece Hall,1.330,0.790
3,0:33,2,10,NYJ 36,24,3,Joe Flacco pass complete short middle to Corey Davis for 12 yards (tackle by Marcus Williams and Jalyn Armour-Davis),0.790,2.130
3,0:08,1,10,NYJ 48,24,3,Joe Flacco pass complete short right to Braxton Berrios for 12 yards,2.130,2.920
Quarter,Time,Down,ToGo,Location,BAL,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 40,24,3,Joe Flacco pass complete short middle to Garrett Wilson for 15 yards (tackle by Marcus Williams),2.920,3.910
4,14:38,1,10,BAL 25,24,3,Joe Flacco pass complete short middle to Braxton Berrios for 3 yards (tackle by Marlon Humphrey),3.910,3.770
4,14:13,2,7,BAL 22,24,3,"Joe Flacco pass complete to Breece Hall for 6 yards. Breece Hall fumbles (forced by Chuck Clark), recovered by Marlon Humphrey at BAL-15",3.770,0.220
4,14:03,1,10,BAL 15,24,3,Kenyan Drake left guard for 8 yards (tackle by Quincy Williams),-0.220,0.480
4,13:19,2,2,BAL 23,24,3,"Lamar Jackson right end for no gain (tackle by C.J. Mosley). Penalty on Isaiah Likely: Offensive Holding, 10 yards (accepted) (no play)",0.480,-0.920
4,12:49,2,12,BAL 13,24,3,Lamar Jackson pass complete short right to Mark Andrews for 4 yards (tackle by C.J. Mosley and Michael Carter),-0.920,-1.120
4,12:01,3,8,BAL 17,24,3,Lamar Jackson pass complete short right to Mark Andrews for 17 yards (tackle by Michael Carter),-1.120,1.200
4,11:15,1,10,BAL 34,24,3,Kenyan Drake right guard for 4 yards (tackle by Sauce Gardner and Solomon Thomas),1.200,1.060
4,10:25,2,7,BAL 37,24,3,Lamar Jackson pass incomplete deep left intended for Tylan Wallace,1.060,0.500
4,10:18,3,6,BAL 38,24,3,Lamar Jackson pass incomplete short left intended for Isaiah Likely,0.500,-0.850
4,10:15,4,6,BAL 38,24,3,"Jordan Stout punts 43 yards, returned by Braxton Berrios for 13 yards (tackle by Geno Stone and Damarion Williams)",-0.850,-1.070
4,10:06,1,10,NYJ 32,24,3,Joe Flacco pass complete deep middle to Corey Davis for 17 yards (tackle by Marcus Williams),1.070,2.190
4,9:45,1,10,NYJ 49,24,3,Joe Flacco pass incomplete short right intended for Tyler Conklin,2.190,1.650
4,9:41,2,10,NYJ 49,24,3,Joe Flacco pass complete short left to Tyler Conklin for 6 yards (tackle by Marcus Williams and Chuck Clark),1.650,1.750
4,9:05,3,4,BAL 45,24,3,Joe Flacco pass complete short right to Elijah Moore for 8 yards (tackle by Brandon Stephens),1.750,3.120
4,8:44,1,10,BAL 37,24,3,Joe Flacco pass incomplete short right intended for Tyler Conklin (defended by Broderick Washington),3.120,2.570
4,8:40,2,10,BAL 37,24,3,Joe Flacco pass complete short left to Garrett Wilson for 9 yards (tackle by Marcus Williams),2.570,3.070
4,8:10,3,1,BAL 28,24,3,Joe Flacco up the middle for no gain (tackle by Chuck Clark),3.070,1.720
4,7:35,4,1,BAL 28,24,3,Joe Flacco pass complete short right to Corey Davis for 7 yards (tackle by Kyle Fuller),1.720,4.170
4,7:11,1,10,BAL 21,24,3,"Michael Carter left end for no gain. Penalty on George Fant: Offensive Holding, 10 yards (accepted) (no play)",4.170,3.510
4,6:59,1,20,BAL 31,24,3,Joe Flacco pass complete short right to Corey Davis for 9 yards (tackle by Brandon Stephens and Patrick Queen),3.510,3.490
4,6:38,2,11,BAL 22,24,3,Joe Flacco pass complete short right to Tyler Conklin for 5 yards (tackle by Kyle Hamilton),3.490,3.460
4,5:59,3,6,BAL 17,24,3,Joe Flacco pass complete short left to Breece Hall for 3 yards (tackle by Patrick Queen),3.460,2.610
4,5:17,4,3,BAL 14,24,3,Joe Flacco pass complete short left to Elijah Moore for 4 yards (tackle by Kyle Fuller),2.610,4.910
4,4:53,1,10,BAL 10,24,3,Joe Flacco pass incomplete short right intended for Garrett Wilson (defended by Brandon Stephens),4.910,4.190
4,4:49,2,10,BAL 10,24,3,Joe Flacco pass complete short left to Breece Hall for 4 yards (tackle by Chuck Clark),4.190,4.040
4,4:28,3,6,BAL 6,24,3,Joe Flacco pass incomplete short right,4.040,2.990
4,4:22,4,6,BAL 6,24,3,Joe Flacco pass incomplete short left intended for Michael Carter,2.990,0.380
4,4:17,1,10,BAL 7,24,3,"Kenyan Drake right end for no gain (tackle by Jordan Whitehead and C.J. Mosley). Penalty on James Proche: Offensive Holding, 4 yards (accepted) (no play)",-0.380,-0.530
4,4:11,,,,,,Timeout #1 by Baltimore Ravens,,
4,4:11,1,14,BAL 3,24,3,Lamar Jackson pass complete short left to Patrick Ricard for 7 yards (tackle by Kwon Alexander and C.J. Mosley),-0.530,-0.560
4,3:33,2,7,BAL 10,24,3,Kenyan Drake left end for 1 yard (tackle by Sheldon Rankins and Micheal Clemons),-0.560,-0.950
4,2:49,3,6,BAL 11,24,3,Lamar Jackson pass intended for Demarcus Robinson is intercepted by D.J. Reed at BAL-43 and returned for no gain (tackle by Demarcus Robinson),-0.950,-2.720
4,2:42,1,10,BAL 43,24,3,Joe Flacco pass incomplete short right intended for Breece Hall,2.720,2.180
4,2:37,2,10,BAL 43,24,3,Joe Flacco pass complete short right to Breece Hall for 16 yards (tackle by Odafe Oweh),2.180,3.780
4,2:31,1,10,BAL 27,24,3,Joe Flacco pass complete to Elijah Moore for 5 yards (tackle by Marlon Humphrey),3.780,3.910
4,2:11,2,5,BAL 22,24,3,Joe Flacco pass incomplete short right intended for Garrett Wilson,3.910,3.200
4,2:07,3,5,BAL 22,24,3,"Joe Flacco sacked by Broderick Washington for no gain. Penalty on Kyle Fuller: Defensive Holding, 5 yards (accepted) (no play)",3.200,4.440
4,2:00,1,10,BAL 17,24,3,Joe Flacco pass complete short middle to Michael Carter for 5 yards (tackle by Patrick Queen and Marcus Williams),4.440,4.690
4,1:38,2,5,BAL 12,24,3,Joe Flacco pass incomplete short middle intended for Corey Davis,4.690,3.880
4,1:33,3,5,BAL 12,24,3,Joe Flacco pass incomplete short right intended for Braxton Berrios,3.880,2.680
4,1:22,4,5,BAL 12,24,3,"Joe Flacco pass complete short right to Elijah Moore for no gain, touchdown. Penalty on Elijah Moore: Offensive Pass Interference, 10 yards (accepted) (no play)",2.680,1.990
4,1:18,4,15,BAL 22,24,3,Joe Flacco pass complete deep right to Garrett Wilson for 19 yards (tackle by Kyle Hamilton),1.990,6.510
4,1:11,1,3,BAL 3,24,3,Joe Flacco pass incomplete short right intended for Garrett Wilson,6.510,5.530
4,1:07,2,3,BAL 3,24,3,Joe Flacco pass incomplete short right intended for Garrett Wilson,5.530,4.720
4,1:04,3,3,BAL 3,24,9,"Joe Flacco pass complete short right to Tyler Conklin for 3 yards, touchdown",4.720,7.000
4,1:00,,,BAL 15,24,9,Greg Zuerlein kicks extra point no good,0.000,-1.000
4,1:00,,,NYJ 35,24,9,"Braden Mann kicks onside 7 yards, returned by Kristian Welch for no gain",0.000,2.790
4,0:59,1,10,NYJ 42,24,9,Lamar Jackson kneels for -1 yards,2.790,2.110
4,0:20,2,11,NYJ 43,24,9,Lamar Jackson kneels for -1 yards,2.110,1.290
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
