Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
1,1:51,2,6,DET 47,3,0,"Jason Campbell sacked by Cliff Avril for -3 yards. Jason Campbell fumbles (forced by Cliff Avril), recovered by Paris Lenon at WAS-49 (tackle by Stephon Heyer)",2.190,-2.320
1,1:42,1,10,WAS 49,3,0,Dan Orlovsky pass incomplete short left intended for Shaun McDonald (defended by Jason Taylor),2.320,1.780
1,1:37,2,10,WAS 49,3,0,Rudi Johnson left tackle for 2 yards (tackle by Anthony Montgomery),1.780,1.360
1,0:54,3,8,WAS 47,3,0,"Dan Orlovsky pass incomplete short middle intended for Mike Furrey. Penalty on Leigh Torrence: Defensive Holding, 5 yards (no play)",1.360,2.790
1,0:49,1,10,WAS 42,3,0,Dan Orlovsky pass complete deep left to Calvin Johnson for 31 yards (tackle by Marcus Washington),2.790,4.840
1,0:19,1,10,WAS 11,3,6,"Rudi Johnson right tackle for 11 yards, touchdown",4.840,7.000
1,0:19,,,WAS 2,3,7,Jason Hanson kicks extra point good,0.000,0.000
1,0:19,,,DET 30,3,7,"Jason Hanson kicks off 75 yards, returned by Rock Cartwright for 16 yards (tackle by LaMarcus Hicks)",0.000,-0.370
1,0:06,1,10,WAS 11,3,7,Shaun Alexander right tackle for 1 yard (tackle by Dewayne White),-0.370,-0.710
Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,WAS 12,3,7,Shaun Alexander right end for 4 yards (tackle by Paris Lenon),-0.710,-0.840
2,14:20,3,5,WAS 16,3,7,"Penalty on Stephon Heyer: False Start, 5 yards (no play)",-0.840,-1.420
2,13:58,3,10,WAS 11,3,7,Clinton Portis middle for 8 yards (tackle by Ernie Sims and Kalvin Pearson),-1.420,-2.140
2,13:24,4,2,WAS 19,3,7,"Ryan Plackemeier punts 49 yards, fair catch by Shaun McDonald",-2.140,-1.070
2,13:17,1,10,DET 32,3,7,Dan Orlovsky pass complete deep middle to Shaun McDonald for 25 yards (tackle by Fred Smoot),1.070,2.720
2,12:55,1,10,WAS 43,3,7,Dan Orlovsky pass incomplete short right intended for Shaun McDonald,2.720,2.180
2,12:36,2,10,WAS 43,3,7,Kevin Smith left tackle for 7 yards (tackle by London Fletcher),2.180,2.410
2,11:56,3,3,WAS 36,3,7,Dan Orlovsky pass complete short left to Kevin Smith for 9 yards (tackle by Rocky McIntosh),2.410,3.780
2,11:31,1,10,WAS 27,3,7,Dan Orlovsky pass incomplete short right intended for Mike Furrey,3.780,3.230
2,11:25,2,10,WAS 27,3,7,Kevin Smith right tackle for 3 yards (tackle by Rocky McIntosh and London Fletcher),3.230,2.940
2,10:38,3,7,WAS 24,3,7,Dan Orlovsky pass incomplete deep left intended for Calvin Johnson (defended by Carlos Rogers),2.940,1.870
2,10:32,4,7,WAS 24,3,10,Jason Hanson 43 yard field goal good,1.870,3.000
2,10:32,,,DET 30,3,10,"Jason Hanson kicks off 74 yards, returned by Rock Cartwright for 27 yards (tackle by Ramzee Robinson)",0.000,0.480
2,10:22,1,10,WAS 23,3,10,Clinton Portis right tackle for 2 yards (tackle by Jared DeVries),0.480,0.200
2,9:51,2,8,WAS 25,3,10,Clinton Portis right end for no gain (tackle by Paris Lenon),0.200,-0.490
2,9:10,3,8,WAS 25,3,10,Jason Campbell pass complete short left to Antwaan Randle El for 10 yards,-0.490,1.270
2,8:45,1,10,WAS 35,3,10,Clinton Portis right tackle for 2 yards (tackle by Cliff Avril),1.270,0.990
2,8:13,2,8,WAS 37,3,10,Jason Campbell pass complete short right to Chris Cooley for 9 yards (tackle by Ryan Nece),0.990,1.990
2,7:36,1,10,WAS 46,3,10,Clinton Portis right tackle for 3 yards (tackle by Shaun Cody),1.990,1.860
2,7:00,2,7,WAS 49,3,10,Clinton Portis left end for 10 yards (tackle by Ernie Sims),1.860,2.850
2,6:31,1,10,DET 41,3,10,Jason Campbell pass incomplete deep left intended for Santana Moss,2.850,2.310
2,6:25,2,10,DET 41,3,10,Jason Campbell pass incomplete deep left intended for Santana Moss (defended by Travis Fisher),2.310,1.620
2,6:17,3,10,DET 41,3,10,Jason Campbell pass complete short right to Chris Cooley for 14 yards (tackle by Dewayne White),1.620,3.780
2,5:35,1,10,DET 27,3,10,Clinton Portis right end for no gain (tackle by Ramzee Robinson),3.780,3.230
2,4:52,2,10,DET 27,3,10,Jason Campbell pass complete short right to Shaun Alexander for 9 yards (tackle by Leigh Bodden),3.230,3.840
2,4:04,3,1,DET 18,3,10,"Shaun Alexander right end for 3 yards (tackle by Travis Fisher). Penalty on Randy Thomas: Face Mask (15 Yards), 15 yards (no play)",3.840,1.750
2,3:33,3,16,DET 33,3,10,Jason Campbell pass incomplete short left intended for James Thrash,1.750,1.150
2,3:29,4,16,DET 33,3,10,Shaun Suisham 50 yard field goal no good,1.150,-1.660
2,3:24,1,10,DET 41,3,10,Dan Orlovsky pass incomplete short middle intended for Mike Furrey,1.660,1.120
2,3:19,2,10,DET 41,3,10,Rudi Johnson left end for -4 yards (tackle by Kedric Golston),1.120,-0.100
2,2:37,3,14,DET 37,3,10,Dan Orlovsky pass incomplete deep middle intended for Mike Furrey (defended by LaRon Landry),-0.100,-0.910
2,2:31,4,14,DET 37,3,10,"Nick Harris punts 50 yards, fair catch by Antwaan Randle El",-0.910,0.320
2,2:22,1,10,WAS 13,3,10,Clinton Portis right end for 5 yards (tackle by Leigh Bodden),-0.320,-0.140
2,2:00,2,5,WAS 18,3,10,Jason Campbell pass complete short left to Chris Cooley for 8 yards (tackle by Ernie Sims),-0.140,0.670
2,1:23,1,10,WAS 26,3,10,Jason Campbell sacked by Dewayne White and Cory Redding for -9 yards,0.670,-1.220
2,0:48,2,19,WAS 17,3,10,"Jason Campbell pass complete short right to Chris Cooley for 19 yards (tackle by Leigh Bodden). Penalty on Jon Jansen: Offensive Holding, 8 yards (no play)",-1.220,-2.020
2,0:41,2,27,WAS 9,3,10,Clinton Portis right tackle for 8 yards (tackle by Paris Lenon),-2.020,-2.020
2,0:36,2,27,WAS 9,3,10,Timeout #2 by Detroit Lions,-2.020,-2.020
2,0:36,3,19,WAS 17,3,10,Jason Campbell pass complete deep left to James Thrash for 29 yards (tackle by Ramzee Robinson and Paris Lenon),-2.020,1.990
2,0:28,3,19,WAS 17,3,10,Timeout #1 by Washington Redskins,-2.020,1.990
2,0:28,1,10,WAS 46,3,10,"Jason Campbell pass complete short middle to Chris Cooley for 17 yards (tackle by Shaun Cody). Penalty on Chris Cooley: Offensive Pass Interference, 10 yards (no play)",1.990,1.330
2,0:22,1,20,WAS 36,3,10,"Jason Campbell sacked by Dewayne White for -6 yards. Penalty on Jared DeVries: Defensive Offside, 5 yards (no play)",1.330,1.660
2,0:17,1,15,WAS 41,3,10,Jason Campbell pass complete short middle to Chris Cooley for 19 yards (tackle by Ramzee Robinson),1.660,2.920
2,0:10,1,15,WAS 41,3,10,Timeout #2 by Washington Redskins,1.660,2.920
2,0:10,1,10,DET 40,3,10,Jason Campbell pass complete short middle to Santana Moss for 11 yards (tackle by Ramzee Robinson),2.920,3.640
2,0:04,1,10,DET 40,3,10,Timeout #3 by Washington Redskins,2.920,3.640
2,0:04,1,10,DET 29,6,10,Shaun Suisham 47 yard field goal good,3.640,3.000
Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,6,10,"Shaun Suisham kicks off 68 yards, returned by Brandon Middleton for 24 yards (tackle by Kareem Moore)",0.000,0.670
3,14:53,1,10,DET 26,6,10,Kevin Smith right tackle for 2 yards (tackle by London Fletcher),0.670,0.400
3,14:23,2,8,DET 28,6,10,Dan Orlovsky pass incomplete short left intended for John Owens (defended by Rocky McIntosh),0.400,-0.300
3,14:17,3,8,DET 28,6,10,"Penalty on Jeff Backus: False Start, 5 yards (no play)",-0.300,-0.960
3,14:17,3,13,DET 23,6,10,Dan Orlovsky pass complete short left to Kevin Smith for 8 yards (tackle by Leigh Torrence),-0.960,-1.310
3,13:55,4,5,DET 31,6,10,"Nick Harris punts 38 yards, returned by Antwaan Randle El for 7 yards (tackle by Casey Fitzsimmons)",-1.310,-1.470
3,13:44,1,10,WAS 38,6,10,Clinton Portis left end for -1 yards (tackle by Ryan Nece),1.470,0.790
3,13:05,2,11,WAS 37,6,10,Jason Campbell pass complete deep left to Antwaan Randle El for 31 yards (tackle by Leigh Bodden),0.790,3.450
3,12:28,1,10,DET 32,6,10,Clinton Portis right tackle for 3 yards (tackle by Jared DeVries),3.450,3.310
3,11:57,2,7,DET 29,6,10,Clinton Portis left end for 2 yards (tackle by Jared DeVries),3.310,2.870
3,11:14,3,5,DET 27,6,10,Jason Campbell pass incomplete short right intended for Chris Cooley (defended by Daniel Bullocks),2.870,1.720
3,11:07,4,5,DET 27,9,10,Shaun Suisham 45 yard field goal good,1.720,3.000
3,11:07,,,WAS 30,9,10,"Shaun Suisham kicks off 70 yards, touchback",0.000,0.280
3,11:02,1,10,DET 20,9,10,Dan Orlovsky pass complete short left to Shaun McDonald for 12 yards (tackle by Fred Smoot),0.280,1.070
3,10:21,1,10,DET 32,9,10,Rudi Johnson right end for 2 yards (tackle by London Fletcher),1.070,0.800
3,9:42,2,8,DET 34,9,10,Dan Orlovsky pass complete short left to Kevin Smith for 4 yards (tackle by Fred Smoot),0.800,0.630
3,9:00,3,4,DET 38,9,10,Dan Orlovsky pass incomplete short left intended for Mike Furrey,0.630,-0.850
3,8:55,4,4,DET 38,9,10,"Nick Harris punts 46 yards, returned by Antwaan Randle El for -7 yards (tackle by Ramzee Robinson). Penalty on LaRon Landry: Illegal Block Above the Waist, 4 yards",-0.850,0.380
3,8:45,1,10,WAS 5,9,10,Clinton Portis right end for -1 yards (tackle by Ikaika Alama-Francis),-0.380,-0.850
3,8:06,2,11,WAS 4,9,10,Clinton Portis left end for 5 yards (tackle by Ryan Nece and Daniel Bullocks),-0.850,-0.950
3,7:20,3,6,WAS 9,9,10,Jason Campbell pass complete short middle to Chris Cooley for 17 yards (tackle by Kalvin Pearson and Leigh Bodden),-0.950,0.670
3,6:36,1,10,WAS 26,9,10,Clinton Portis left end for 7 yards (tackle by Paris Lenon),0.670,1.070
3,5:56,2,3,WAS 33,9,10,Shaun Alexander right end for 2 yards (tackle by Dewayne White),1.070,0.630
3,5:18,3,1,WAS 35,9,10,"Jason Campbell pass complete short right to Chris Cooley for 6 yards (tackle by Travis Fisher). Penalty on Ryan Nece: Face Mask (15 Yards), 15 yards (no play)",0.630,2.260
3,4:53,1,10,,15,10,"Jason Campbell pass complete deep right to Santana Moss for 50 yards, touchdown",2.260,7.000
3,4:53,,,DET 2,16,10,Shaun Suisham kicks extra point good,0.000,0.000
3,4:53,,,WAS 30,16,10,"Shaun Suisham kicks off 70 yards, returned by Brandon Middleton for 26 yards (tackle by Devin Thomas). Brandon Middleton fumbles, ball out of bounds at DET-26",0.000,0.670
3,4:34,1,10,DET 26,16,10,Dan Orlovsky pass complete short left to Kevin Smith for 5 yards (tackle by Michael Green),0.670,0.810
3,3:58,2,5,DET 31,16,10,Kevin Smith right tackle for no gain (tackle by Kedric Golston),0.810,0.100
3,3:15,3,5,DET 31,16,10,Dan Orlovsky pass incomplete short left intended for Calvin Johnson (defended by Carlos Rogers),0.100,-1.310
3,3:08,4,5,DET 31,16,10,"Nick Harris punts 40 yards, returned by Antwaan Randle El for 9 yards (tackle by Casey Fitzsimmons)",-1.310,-1.470
3,2:58,1,10,WAS 38,16,10,Jason Campbell pass complete short left to Santana Moss for 16 yards (tackle by Ryan Nece),1.470,2.520
3,2:15,1,10,WAS 38,16,10,Timeout #1 by Washington Redskins,1.470,2.520
3,2:15,1,10,DET 46,16,10,Jason Campbell pass complete short right to Santana Moss for 1 yard (tackle by Leigh Bodden),2.520,2.110
3,1:41,2,9,DET 45,16,10,Clinton Portis right tackle for 2 yards (tackle by Dewayne White),2.110,1.680
3,1:00,2,9,DET 45,16,10,Timeout #1 by Detroit Lions,2.110,1.680
3,1:00,3,7,DET 43,16,10,Jason Campbell pass incomplete short middle intended for Devin Thomas (defended by Ernie Sims),1.680,0.400
3,0:55,4,7,DET 43,16,10,"Ryan Plackemeier punts 32 yards, fair catch by Shaun McDonald",0.400,0.370
3,0:47,1,10,DET 11,16,10,Rudi Johnson right end for 3 yards (tackle by Kedric Golston and Michael Green),-0.370,-0.530
3,0:19,2,7,DET 14,16,10,Dan Orlovsky pass complete short left to Rudi Johnson for 10 yards (tackle by Fred Smoot),-0.530,0.540
Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 24,16,10,"Penalty on Calvin Johnson: False Start, 5 yards (no play)",0.540,0.130
4,15:00,1,15,DET 19,16,10,"Dan Orlovsky pass complete short right to Casey Fitzsimmons for 13 yards (tackle by Rocky McIntosh). Penalty on Michael Gaines: Offensive Holding, 9 yards (no play)",0.130,-0.910
4,14:26,1,24,DET 10,16,10,Rudi Johnson left end for 4 yards (tackle by Rocky McIntosh),-0.910,-1.470
4,13:46,2,20,DET 14,16,10,"Dan Orlovsky right end for 12 yards (tackle by Fred Smoot). Penalty on Gosder Cherilus: Offensive Holding, 7 yards (no play)",-1.470,-2.020
4,13:16,2,27,DET 7,16,10,Dan Orlovsky middle for 10 yards (tackle by Michael Green),-2.020,-1.850
4,12:34,3,17,DET 17,16,10,Dan Orlovsky pass complete short right to Kevin Smith for 14 yards (tackle by Michael Green),-1.850,-1.310
4,11:49,4,3,DET 31,22,10,"Nick Harris punts 49 yards, returned by Santana Moss for 80 yards, touchdown",-1.310,-7.000
4,11:29,,,,22,10,"Two Point Attempt: Jason Campbell pass incomplete intended for Clinton Portis, conversion fails",1.000,-1.000
4,11:29,,,WAS 30,22,10,"Shaun Suisham kicks off 72 yards, returned by Brandon Middleton for 26 yards (tackle by Mike Sellers)",0.000,0.540
4,11:21,1,10,DET 24,22,10,Dan Orlovsky pass complete short right to Shaun McDonald for 10 yards (tackle by Fred Smoot),0.540,1.200
4,10:39,1,10,DET 34,22,10,Dan Orlovsky pass complete short left to Shaun McDonald for 13 yards. Penalty on Erasmus James: Defensive Offside (Declined),1.200,2.060
4,10:20,1,10,DET 47,22,10,Dan Orlovsky pass complete short middle to Kevin Smith for 3 yards (tackle by H.B. Blades),2.060,1.920
4,9:45,2,7,,22,10,Dan Orlovsky pass complete short left to Moran Norris for 6 yards (tackle by Carlos Rogers and Rocky McIntosh),1.920,2.020
4,9:05,3,1,WAS 44,22,10,Dan Orlovsky pass incomplete short right intended for Kevin Smith,2.020,0.330
4,8:57,4,1,WAS 44,22,10,Dan Orlovsky pass complete short left to Michael Gaines for 21 yards (tackle by LaRon Landry). Penalty on Marcus Washington: Illegal Contact (Declined),0.330,4.040
4,8:11,1,10,WAS 23,22,10,Dan Orlovsky pass complete short left to Moran Norris for 4 yards (tackle by Leigh Torrence),4.040,4.050
4,7:57,2,6,WAS 19,22,10,"Penalty on Jeff Backus: False Start, 5 yards (no play)",4.050,3.360
4,7:36,2,11,WAS 24,22,10,Dan Orlovsky pass incomplete deep left intended for Mike Furrey,3.360,2.680
4,7:31,3,11,WAS 24,22,10,Dan Orlovsky pass complete short left to Michael Gaines for 7 yards (tackle by Carlos Rogers),2.680,2.390
4,6:46,4,4,WAS 17,22,16,"Dan Orlovsky pass complete short left to Calvin Johnson for 17 yards, touchdown. Penalty on LaRon Landry: Face Mask (15 Yards), 15 yards",2.390,7.000
4,6:46,,,WAS 2,22,17,Jason Hanson kicks extra point good,0.000,0.000
4,6:46,,,DET 45,22,17,"Jason Hanson kicks off 55 yards, touchback",0.000,0.280
4,6:39,1,10,WAS 20,22,17,Jason Campbell pass complete short right to Santana Moss for 20 yards (tackle by Travis Fisher),0.280,1.600
4,6:18,1,10,WAS 40,22,17,Jason Campbell pass complete short right to Chris Cooley for 7 yards (tackle by Daniel Bullocks),1.600,2.000
4,5:37,2,3,WAS 47,22,17,Clinton Portis middle for 1 yard (tackle by Shaun Cody),2.000,1.420
4,4:54,3,2,WAS 48,22,17,Clinton Portis right tackle for 4 yards (tackle by Cory Redding),1.420,2.390
4,4:11,1,10,DET 48,22,17,Clinton Portis right end for 4 yards (tackle by Paris Lenon),2.390,2.390
4,3:29,2,6,DET 44,22,17,Clinton Portis left tackle for 31 yards (tackle by Kalvin Pearson),2.390,4.710
4,2:47,1,10,DET 13,22,17,Shaun Alexander right end for 1 yard (tackle by Chartric Darby),4.710,4.220
4,2:37,1,10,DET 13,22,17,Timeout #2 by Detroit Lions,4.710,4.220
4,2:37,2,9,DET 12,22,17,Shaun Alexander left end for -1 yards (tackle by Cory Redding),4.220,3.120
4,2:31,2,9,DET 12,22,17,Timeout #3 by Detroit Lions,4.220,3.120
4,2:31,3,10,DET 13,22,17,"Jason Campbell sacked by Dewayne White for -8 yards. Jason Campbell fumbles (forced by Dewayne White), recovered by Jon Jansen at DET-24",3.120,1.870
4,2:00,4,21,DET 24,25,17,Shaun Suisham 42 yard field goal good,1.870,3.000
4,2:00,,,WAS 30,25,17,"Shaun Suisham kicks off 65 yards, returned by Brandon Middleton for 18 yards (tackle by James Thrash)",0.000,0.480
4,1:51,1,10,DET 23,25,17,Dan Orlovsky pass incomplete short left intended for Brandon Middleton,0.480,-0.070
4,1:46,2,10,DET 23,25,17,Dan Orlovsky pass complete short left to Shaun McDonald for 8 yards (tackle by London Fletcher),-0.070,0.300
4,1:28,3,2,DET 31,25,17,Dan Orlovsky pass complete short right to Calvin Johnson for 7 yards (tackle by Leigh Torrence),0.300,1.470
4,1:21,1,10,DET 38,25,17,Dan Orlovsky pass complete short left to Kevin Smith for 7 yards (tackle by London Fletcher),1.470,1.870
4,0:58,2,3,DET 45,25,17,Dan Orlovsky pass incomplete deep left intended for John Standeford,1.870,1.160
4,0:52,3,3,DET 45,25,17,Dan Orlovsky pass incomplete short left intended for Shaun McDonald (defended by Fred Smoot),1.160,-0.390
4,0:48,4,3,DET 45,25,17,Dan Orlovsky pass complete short right to Calvin Johnson for 2 yards (tackle by London Fletcher),-0.390,-2.460
4,0:39,1,10,DET 47,25,17,Jason Campbell kneels for -1 yards,2.460,1.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
